ID;Geslacht;GestandaardiseerdInkomen;Herkomstgroepering;AanwezigheidOuders;Perioden;CitoscoreGemiddeldeTotaalscore_1;Taal_2;RekenenWiskunde_3;Studievaardigheden_4
0;Totaal;Totaal;Totaal herkomst;0;2005/'06;535.0;8;1;2
1;Totaal;Totaal;Totaal herkomst;0;2006/'07;535.0;2;2;2
2;Totaal;Totaal;Totaal herkomst;0;2007/'08;535.0;2;2;2
3;Totaal;Totaal;Totaal herkomst;0;2008/'09;535.0;2;1;2
4;Totaal;Totaal;Totaal herkomst;0;2009/'10;535.0;2;1;2
5;Totaal;Totaal;Totaal herkomst;0;2010/'11;536.0;2;1;2
6;Totaal;Totaal;Totaal herkomst;1;2005/'06;535.0;13;7;7
7;Totaal;Totaal;Totaal herkomst;1;2006/'07;536.0;6;7;7
8;Totaal;Totaal;Totaal herkomst;1;2007/'08;536.0;7;7;7
9;Totaal;Totaal;Totaal herkomst;1;2008/'09;536.0;7;7;8
10;Totaal;Totaal;Totaal herkomst;1;2009/'10;536.0;7;7;8
11;Totaal;Totaal;Totaal herkomst;1;2010/'11;536.0;7;7;8
12;Totaal;Totaal;Totaal herkomst;2;2005/'06;532.0;-13;-23;-25
13;Totaal;Totaal;Totaal herkomst;2;2006/'07;533.0;-18;-20;-22
14;Totaal;Totaal;Totaal herkomst;2;2007/'08;533.0;-19;-21;-21
15;Totaal;Totaal;Totaal herkomst;2;2008/'09;533.0;-19;-21;-23
16;Totaal;Totaal;Totaal herkomst;2;2009/'10;533.0;-18;-21;-23
17;Totaal;Totaal;Totaal herkomst;2;2010/'11;533.0;-18;-22;-23
18;Totaal;Totaal;Totaal herkomst;3;2005/'06;534.0;-5;-10;-10
19;Totaal;Totaal;Totaal herkomst;3;2006/'07;534.0;-9;-5;-7
20;Totaal;Totaal;Totaal herkomst;3;2007/'08;534.0;-11;-8;-12
21;Totaal;Totaal;Totaal herkomst;3;2008/'09;534.0;-10;-5;-11
22;Totaal;Totaal;Totaal herkomst;3;2009/'10;535.0;-7;-6;-5
23;Totaal;Totaal;Totaal herkomst;3;2010/'11;535.0;-3;-6;-3
24;Totaal;Totaal;Totaal herkomst;4;2005/'06;533.0;-9;-19;-18
25;Totaal;Totaal;Totaal herkomst;4;2006/'07;533.0;-17;-21;-19
26;Totaal;Totaal;Totaal herkomst;4;2007/'08;533.0;-16;-20;-18
27;Totaal;Totaal;Totaal herkomst;4;2008/'09;533.0;-15;-21;-19
28;Totaal;Totaal;Totaal herkomst;4;2009/'10;534.0;-14;-19;-16
29;Totaal;Totaal;Totaal herkomst;4;2010/'11;534.0;-16;-20;-16
30;Totaal;Totaal;Totaal herkomst;5;2005/'06;532.0;-19;-21;-23
31;Totaal;Totaal;Totaal herkomst;5;2006/'07;533.0;-18;-18;-17
32;Totaal;Totaal;Totaal herkomst;5;2007/'08;533.0;-14;-15;-14
33;Totaal;Totaal;Totaal herkomst;5;2008/'09;533.0;-15;-16;-16
34;Totaal;Totaal;Totaal herkomst;5;2009/'10;533.0;-19;-19;-22
35;Totaal;Totaal;Totaal herkomst;5;2010/'11;534.0;-15;-15;-16
36;Totaal;Totaal;Totaal herkomst;6;2005/'06;529.0;-42;-55;-54
37;Totaal;Totaal;Totaal herkomst;6;2006/'07;530.0;-43;-51;-50
38;Totaal;Totaal;Totaal herkomst;6;2007/'08;530.0;-43;-53;-48
39;Totaal;Totaal;Totaal herkomst;6;2008/'09;530.0;-42;-50;-49
40;Totaal;Totaal;Totaal herkomst;6;2009/'10;530.0;-48;-57;-53
41;Totaal;Totaal;Totaal herkomst;6;2010/'11;530.0;-51;-61;-55
42;Totaal;Totaal;Autochtoon;0;2005/'06;536.0;17;8;11
43;Totaal;Totaal;Autochtoon;0;2006/'07;536.0;11;7;10
44;Totaal;Totaal;Autochtoon;0;2007/'08;536.0;11;7;9
45;Totaal;Totaal;Autochtoon;0;2008/'09;536.0;11;7;11
46;Totaal;Totaal;Autochtoon;0;2009/'10;536.0;11;7;12
47;Totaal;Totaal;Autochtoon;0;2010/'11;536.0;10;6;9
48;Totaal;Totaal;Autochtoon;1;2005/'06;536.0;21;12;15
49;Totaal;Totaal;Autochtoon;1;2006/'07;536.0;14;11;14
50;Totaal;Totaal;Autochtoon;1;2007/'08;536.0;14;11;13
51;Totaal;Totaal;Autochtoon;1;2008/'09;536.0;15;11;15
52;Totaal;Totaal;Autochtoon;1;2009/'10;537.0;15;11;16
53;Totaal;Totaal;Autochtoon;1;2010/'11;537.0;14;11;14
54;Totaal;Totaal;Autochtoon;2;2005/'06;534.0;2;-11;-8
55;Totaal;Totaal;Autochtoon;2;2006/'07;534.0;-2;-10;-7
56;Totaal;Totaal;Autochtoon;2;2007/'08;534.0;-4;-10;-8
57;Totaal;Totaal;Autochtoon;2;2008/'09;534.0;-3;-10;-7
58;Totaal;Totaal;Autochtoon;2;2009/'10;535.0;-4;-12;-7
59;Totaal;Totaal;Autochtoon;2;2010/'11;534.0;-5;-13;-10
60;Totaal;Totaal;Autochtoon;3;2005/'06;534.0;2;-6;-5
61;Totaal;Totaal;Autochtoon;3;2006/'07;535.0;1;0;1
62;Totaal;Totaal;Autochtoon;3;2007/'08;535.0;-1;-1;-4
63;Totaal;Totaal;Autochtoon;3;2008/'09;535.0;-2;0;-2
64;Totaal;Totaal;Autochtoon;3;2009/'10;535.0;0;-1;3
65;Totaal;Totaal;Autochtoon;3;2010/'11;536.0;6;1;5
66;Totaal;Totaal;Autochtoon;4;2005/'06;533.0;-5;-16;-12
67;Totaal;Totaal;Autochtoon;4;2006/'07;533.0;-13;-18;-16
68;Totaal;Totaal;Autochtoon;4;2007/'08;533.0;-11;-17;-14
69;Totaal;Totaal;Autochtoon;4;2008/'09;534.0;-11;-18;-14
70;Totaal;Totaal;Autochtoon;4;2009/'10;534.0;-9;-16;-10
71;Totaal;Totaal;Autochtoon;4;2010/'11;534.0;-12;-18;-13
72;Totaal;Totaal;Autochtoon;5;2005/'06;533.0;-7;-17;-12
73;Totaal;Totaal;Autochtoon;5;2006/'07;534.0;-9;-12;-7
74;Totaal;Totaal;Autochtoon;5;2007/'08;534.0;-5;-14;-9
75;Totaal;Totaal;Autochtoon;5;2008/'09;534.0;-8;-12;-10
76;Totaal;Totaal;Autochtoon;5;2009/'10;534.0;-5;-12;-7
77;Totaal;Totaal;Autochtoon;5;2010/'11;535.0;-5;-8;-5
78;Totaal;Totaal;Autochtoon;6;2005/'06;530.0;-32;-53;-43
79;Totaal;Totaal;Autochtoon;6;2006/'07;531.0;-28;-42;-38
80;Totaal;Totaal;Autochtoon;6;2007/'08;530.0;-42;-55;-47
81;Totaal;Totaal;Autochtoon;6;2008/'09;531.0;-32;-44;-37
82;Totaal;Totaal;Autochtoon;6;2009/'10;529.0;-49;-66;-54
83;Totaal;Totaal;Autochtoon;6;2010/'11;530.0;-42;-57;-45
84;Totaal;Totaal;Allochtoon;0;2005/'06;531.0;-27;-24;-35
85;Totaal;Totaal;Allochtoon;0;2006/'07;532.0;-34;-21;-31
86;Totaal;Totaal;Allochtoon;0;2007/'08;532.0;-32;-19;-26
87;Totaal;Totaal;Allochtoon;0;2008/'09;532.0;-33;-18;-33
88;Totaal;Totaal;Allochtoon;0;2009/'10;532.0;-32;-19;-35
89;Totaal;Totaal;Allochtoon;0;2010/'11;533.0;-30;-17;-27
90;Totaal;Totaal;Allochtoon;1;2005/'06;532.0;-23;-16;-29
91;Totaal;Totaal;Allochtoon;1;2006/'07;532.0;-31;-13;-25
92;Totaal;Totaal;Allochtoon;1;2007/'08;533.0;-27;-11;-18
93;Totaal;Totaal;Allochtoon;1;2008/'09;533.0;-29;-9;-26
94;Totaal;Totaal;Allochtoon;1;2009/'10;533.0;-29;-11;-28
95;Totaal;Totaal;Allochtoon;1;2010/'11;534.0;-25;-8;-20
96;Totaal;Totaal;Allochtoon;2;2005/'06;530.0;-39;-42;-52
97;Totaal;Totaal;Allochtoon;2;2006/'07;530.0;-44;-38;-46
98;Totaal;Totaal;Allochtoon;2;2007/'08;530.0;-43;-38;-43
99;Totaal;Totaal;Allochtoon;2;2008/'09;530.0;-45;-38;-50
100;Totaal;Totaal;Allochtoon;2;2009/'10;531.0;-41;-38;-51
101;Totaal;Totaal;Allochtoon;2;2010/'11;531.0;-40;-38;-44
102;Totaal;Totaal;Allochtoon;3;2005/'06;532.0;-27;-21;-29
103;Totaal;Totaal;Allochtoon;3;2006/'07;531.0;-38;-22;-33
104;Totaal;Totaal;Allochtoon;3;2007/'08;531.0;-40;-29;-35
105;Totaal;Totaal;Allochtoon;3;2008/'09;532.0;-36;-21;-40
106;Totaal;Totaal;Allochtoon;3;2009/'10;532.0;-28;-24;-31
107;Totaal;Totaal;Allochtoon;3;2010/'11;532.0;-30;-26;-31
108;Totaal;Totaal;Allochtoon;4;2005/'06;531.0;-23;-30;-37
109;Totaal;Totaal;Allochtoon;4;2006/'07;531.0;-30;-30;-29
110;Totaal;Totaal;Allochtoon;4;2007/'08;531.0;-33;-30;-32
111;Totaal;Totaal;Allochtoon;4;2008/'09;532.0;-30;-28;-33
112;Totaal;Totaal;Allochtoon;4;2009/'10;532.0;-32;-32;-35
113;Totaal;Totaal;Allochtoon;4;2010/'11;532.0;-30;-27;-29
114;Totaal;Totaal;Allochtoon;5;2005/'06;530.0;-47;-30;-46
115;Totaal;Totaal;Allochtoon;5;2006/'07;530.0;-42;-33;-42
116;Totaal;Totaal;Allochtoon;5;2007/'08;532.0;-41;-19;-28
117;Totaal;Totaal;Allochtoon;5;2008/'09;532.0;-35;-27;-32
118;Totaal;Totaal;Allochtoon;5;2009/'10;530.0;-55;-39;-62
119;Totaal;Totaal;Allochtoon;5;2010/'11;532.0;-35;-29;-37
120;Totaal;Totaal;Allochtoon;6;2005/'06;528.0;-50;-58;-66
121;Totaal;Totaal;Allochtoon;6;2006/'07;528.0;-58;-59;-63
122;Totaal;Totaal;Allochtoon;6;2007/'08;530.0;-43;-50;-49
123;Totaal;Totaal;Allochtoon;6;2008/'09;529.0;-54;-56;-61
124;Totaal;Totaal;Allochtoon;6;2009/'10;530.0;-47;-48;-52
125;Totaal;Totaal;Allochtoon;6;2010/'11;529.0;-63;-65;-66
126;Totaal;Totaal;Westerse allochtoon;0;2005/'06;535.0;12;4;4
127;Totaal;Totaal;Westerse allochtoon;0;2006/'07;535.0;6;4;5
128;Totaal;Totaal;Westerse allochtoon;0;2007/'08;536.0;6;6;8
129;Totaal;Totaal;Westerse allochtoon;0;2008/'09;536.0;7;5;5
130;Totaal;Totaal;Westerse allochtoon;0;2009/'10;536.0;8;6;5
131;Totaal;Totaal;Westerse allochtoon;0;2010/'11;536.0;7;7;8
132;Totaal;Totaal;Westerse allochtoon;1;2005/'06;536.0;19;10;11
133;Totaal;Totaal;Westerse allochtoon;1;2006/'07;536.0;14;12;13
134;Totaal;Totaal;Westerse allochtoon;1;2007/'08;536.0;14;13;16
135;Totaal;Totaal;Westerse allochtoon;1;2008/'09;536.0;14;11;12
136;Totaal;Totaal;Westerse allochtoon;1;2009/'10;537.0;14;13;12
137;Totaal;Totaal;Westerse allochtoon;1;2010/'11;537.0;15;15;16
138;Totaal;Totaal;Westerse allochtoon;2;2005/'06;534.0;0;-13;-13
139;Totaal;Totaal;Westerse allochtoon;2;2006/'07;533.0;-12;-11;-13
140;Totaal;Totaal;Westerse allochtoon;2;2007/'08;534.0;-8;-9;-9
141;Totaal;Totaal;Westerse allochtoon;2;2008/'09;534.0;-13;-13;-12
142;Totaal;Totaal;Westerse allochtoon;2;2009/'10;534.0;-4;-11;-12
143;Totaal;Totaal;Westerse allochtoon;2;2010/'11;534.0;-8;-12;-7
144;Totaal;Totaal;Westerse allochtoon;3;2005/'06;534.0;-7;-7;-9
145;Totaal;Totaal;Westerse allochtoon;3;2006/'07;534.0;-11;-11;-11
146;Totaal;Totaal;Westerse allochtoon;3;2007/'08;534.0;-9;-4;-3
147;Totaal;Totaal;Westerse allochtoon;3;2008/'09;533.0;-19;-10;-22
148;Totaal;Totaal;Westerse allochtoon;3;2009/'10;536.0;2;3;2
149;Totaal;Totaal;Westerse allochtoon;3;2010/'11;535.0;-5;-4;-6
150;Totaal;Totaal;Westerse allochtoon;4;2005/'06;533.0;-7;-14;-15
151;Totaal;Totaal;Westerse allochtoon;4;2006/'07;533.0;-12;-15;-13
152;Totaal;Totaal;Westerse allochtoon;4;2007/'08;533.0;-23;-17;-20
153;Totaal;Totaal;Westerse allochtoon;4;2008/'09;534.0;-8;-10;-5
154;Totaal;Totaal;Westerse allochtoon;4;2009/'10;534.0;-17;-13;-14
155;Totaal;Totaal;Westerse allochtoon;4;2010/'11;534.0;-12;-12;-9
156;Totaal;Totaal;Westerse allochtoon;5;2005/'06;533.0;-6;-7;-18
157;Totaal;Totaal;Westerse allochtoon;5;2006/'07;533.0;-13;-22;-13
158;Totaal;Totaal;Westerse allochtoon;5;2007/'08;535.0;-3;2;3
159;Totaal;Totaal;Westerse allochtoon;5;2008/'09;533.0;-21;-25;-14
160;Totaal;Totaal;Westerse allochtoon;5;2009/'10;533.0;-16;-17;-23
161;Totaal;Totaal;Westerse allochtoon;5;2010/'11;535.0;2;-16;-14
162;Totaal;Totaal;Westerse allochtoon;6;2005/'06;532.0;-15;-23;-28
163;Totaal;Totaal;Westerse allochtoon;6;2006/'07;531.0;-32;-44;-33
164;Totaal;Totaal;Westerse allochtoon;6;2007/'08;533.0;-21;-19;-23
165;Totaal;Totaal;Westerse allochtoon;6;2008/'09;533.0;-23;-19;-24
166;Totaal;Totaal;Westerse allochtoon;6;2009/'10;533.0;-26;-25;-23
167;Totaal;Totaal;Westerse allochtoon;6;2010/'11;530.0;-53;-44;-53
168;Totaal;Totaal;Niet-westerse allochtoon;0;2005/'06;530.0;-44;-35;-51
169;Totaal;Totaal;Niet-westerse allochtoon;0;2006/'07;530.0;-51;-31;-46
170;Totaal;Totaal;Niet-westerse allochtoon;0;2007/'08;531.0;-47;-29;-39
171;Totaal;Totaal;Niet-westerse allochtoon;0;2008/'09;531.0;-49;-26;-48
172;Totaal;Totaal;Niet-westerse allochtoon;0;2009/'10;531.0;-48;-29;-50
173;Totaal;Totaal;Niet-westerse allochtoon;0;2010/'11;532.0;-44;-27;-41
174;Totaal;Totaal;Niet-westerse allochtoon;1;2005/'06;530.0;-42;-28;-46
175;Totaal;Totaal;Niet-westerse allochtoon;1;2006/'07;530.0;-50;-24;-42
176;Totaal;Totaal;Niet-westerse allochtoon;1;2007/'08;531.0;-45;-21;-33
177;Totaal;Totaal;Niet-westerse allochtoon;1;2008/'09;531.0;-47;-18;-42
178;Totaal;Totaal;Niet-westerse allochtoon;1;2009/'10;531.0;-46;-21;-45
179;Totaal;Totaal;Niet-westerse allochtoon;1;2010/'11;532.0;-41;-18;-35
180;Totaal;Totaal;Niet-westerse allochtoon;2;2005/'06;529.0;-50;-50;-63
181;Totaal;Totaal;Niet-westerse allochtoon;2;2006/'07;529.0;-53;-45;-55
182;Totaal;Totaal;Niet-westerse allochtoon;2;2007/'08;529.0;-53;-46;-52
183;Totaal;Totaal;Niet-westerse allochtoon;2;2008/'09;529.0;-54;-45;-61
184;Totaal;Totaal;Niet-westerse allochtoon;2;2009/'10;530.0;-51;-45;-61
185;Totaal;Totaal;Niet-westerse allochtoon;2;2010/'11;530.0;-49;-45;-55
186;Totaal;Totaal;Niet-westerse allochtoon;3;2005/'06;531.0;-37;-29;-39
187;Totaal;Totaal;Niet-westerse allochtoon;3;2006/'07;530.0;-55;-28;-46
188;Totaal;Totaal;Niet-westerse allochtoon;3;2007/'08;530.0;-53;-39;-48
189;Totaal;Totaal;Niet-westerse allochtoon;3;2008/'09;531.0;-45;-27;-50
190;Totaal;Totaal;Niet-westerse allochtoon;3;2009/'10;531.0;-42;-38;-46
191;Totaal;Totaal;Niet-westerse allochtoon;3;2010/'11;531.0;-44;-37;-44
192;Totaal;Totaal;Niet-westerse allochtoon;4;2005/'06;530.0;-35;-43;-53
193;Totaal;Totaal;Niet-westerse allochtoon;4;2006/'07;530.0;-41;-39;-40
194;Totaal;Totaal;Niet-westerse allochtoon;4;2007/'08;531.0;-40;-40;-41
195;Totaal;Totaal;Niet-westerse allochtoon;4;2008/'09;530.0;-44;-39;-50
196;Totaal;Totaal;Niet-westerse allochtoon;4;2009/'10;531.0;-42;-45;-49
197;Totaal;Totaal;Niet-westerse allochtoon;4;2010/'11;531.0;-40;-37;-41
198;Totaal;Totaal;Niet-westerse allochtoon;5;2005/'06;529.0;-63;-38;-57
199;Totaal;Totaal;Niet-westerse allochtoon;5;2006/'07;529.0;-55;-38;-55
200;Totaal;Totaal;Niet-westerse allochtoon;5;2007/'08;530.0;-58;-28;-42
201;Totaal;Totaal;Niet-westerse allochtoon;5;2008/'09;531.0;-42;-28;-40
202;Totaal;Totaal;Niet-westerse allochtoon;5;2009/'10;529.0;-70;-47;-76
203;Totaal;Totaal;Niet-westerse allochtoon;5;2010/'11;531.0;-55;-36;-49
204;Totaal;Totaal;Niet-westerse allochtoon;6;2005/'06;527.0;-62;-69;-77
205;Totaal;Totaal;Niet-westerse allochtoon;6;2006/'07;527.0;-67;-64;-73
206;Totaal;Totaal;Niet-westerse allochtoon;6;2007/'08;529.0;-51;-62;-59
207;Totaal;Totaal;Niet-westerse allochtoon;6;2008/'09;528.0;-62;-66;-71
208;Totaal;Totaal;Niet-westerse allochtoon;6;2009/'10;529.0;-55;-57;-63
209;Totaal;Totaal;Niet-westerse allochtoon;6;2010/'11;528.0;-66;-72;-71
210;Totaal;Totaal;Overig niet-westers;0;2005/'06;533.0;-11;-11;-21
211;Totaal;Totaal;Overig niet-westers;0;2006/'07;533.0;-18;-7;-15
212;Totaal;Totaal;Overig niet-westers;0;2007/'08;534.0;-16;-8;-10
213;Totaal;Totaal;Overig niet-westers;0;2008/'09;534.0;-15;-6;-17
214;Totaal;Totaal;Overig niet-westers;0;2009/'10;534.0;-16;-7;-19
215;Totaal;Totaal;Overig niet-westers;0;2010/'11;534.0;-12;-6;-11
216;Totaal;Totaal;Overig niet-westers;1;2005/'06;534.0;-3;0;-11
217;Totaal;Totaal;Overig niet-westers;1;2006/'07;534.0;-12;3;-7
218;Totaal;Totaal;Overig niet-westers;1;2007/'08;535.0;-9;3;-1
219;Totaal;Totaal;Overig niet-westers;1;2008/'09;535.0;-6;6;-5
220;Totaal;Totaal;Overig niet-westers;1;2009/'10;535.0;-8;4;-9
221;Totaal;Totaal;Overig niet-westers;1;2010/'11;536.0;-3;7;1
222;Totaal;Totaal;Overig niet-westers;2;2005/'06;531.0;-26;-32;-41
223;Totaal;Totaal;Overig niet-westers;2;2006/'07;531.0;-32;-26;-34
224;Totaal;Totaal;Overig niet-westers;2;2007/'08;532.0;-28;-28;-28
225;Totaal;Totaal;Overig niet-westers;2;2008/'09;532.0;-32;-28;-38
226;Totaal;Totaal;Overig niet-westers;2;2009/'10;532.0;-28;-23;-35
227;Totaal;Totaal;Overig niet-westers;2;2010/'11;533.0;-25;-28;-33
228;Totaal;Totaal;Overig niet-westers;3;2005/'06;532.0;-21;-15;-17
229;Totaal;Totaal;Overig niet-westers;3;2006/'07;531.0;-38;-21;-28
230;Totaal;Totaal;Overig niet-westers;3;2007/'08;534.0;-14;-9;-18
231;Totaal;Totaal;Overig niet-westers;3;2008/'09;533.0;-23;-9;-33
232;Totaal;Totaal;Overig niet-westers;3;2009/'10;532.0;-33;-32;-37
233;Totaal;Totaal;Overig niet-westers;3;2010/'11;533.0;-30;-10;-22
234;Totaal;Totaal;Overig niet-westers;4;2005/'06;532.0;-15;-24;-31
235;Totaal;Totaal;Overig niet-westers;4;2006/'07;533.0;-21;-16;-12
236;Totaal;Totaal;Overig niet-westers;4;2007/'08;532.0;-32;-24;-23
237;Totaal;Totaal;Overig niet-westers;4;2008/'09;532.0;-24;-22;-29
238;Totaal;Totaal;Overig niet-westers;4;2009/'10;532.0;-28;-29;-32
239;Totaal;Totaal;Overig niet-westers;4;2010/'11;532.0;-35;-21;-27
240;Totaal;Totaal;Overig niet-westers;5;2005/'06;530.0;-45;-23;-38
241;Totaal;Totaal;Overig niet-westers;5;2006/'07;532.0;-25;-25;-36
242;Totaal;Totaal;Overig niet-westers;5;2007/'08;533.0;-34;-7;-9
243;Totaal;Totaal;Overig niet-westers;5;2008/'09;533.0;-24;-18;-26
244;Totaal;Totaal;Overig niet-westers;5;2009/'10;530.0;-55;-35;-49
245;Totaal;Totaal;Overig niet-westers;5;2010/'11;530.0;-52;-47;-44
246;Totaal;Totaal;Overig niet-westers;6;2005/'06;528.0;-45;-69;-64
247;Totaal;Totaal;Overig niet-westers;6;2006/'07;529.0;-50;-63;-55
248;Totaal;Totaal;Overig niet-westers;6;2007/'08;531.0;-33;-47;-37
249;Totaal;Totaal;Overig niet-westers;6;2008/'09;529.0;-53;-47;-55
250;Totaal;Totaal;Overig niet-westers;6;2009/'10;530.0;-42;-48;-50
251;Totaal;Totaal;Overig niet-westers;6;2010/'11;530.0;-50;-59;-48
252;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;0;2005/'06;531.0;-28;-27;-35
253;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;0;2006/'07;531.0;-37;-28;-35
254;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;0;2007/'08;531.0;-36;-28;-33
255;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;0;2008/'09;531.0;-37;-26;-37
256;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;0;2009/'10;532.0;-34;-27;-35
257;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;0;2010/'11;532.0;-34;-25;-33
258;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;1;2005/'06;531.0;-29;-24;-34
259;Totaal;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal herkomst;1;2006/'07;531.0;-37;-23;-33
