ID;Werkloosheidsduur;Persoonskenmerken;Perioden;WerklozeBeroepsbevolking_1
0;Totaal werkloosheidsduur;Totaal personen;2011 1e kwartaal;451
1;Totaal werkloosheidsduur;Totaal personen;2011 2e kwartaal;412
2;Totaal werkloosheidsduur;Totaal personen;2011 3e kwartaal;414
3;Totaal werkloosheidsduur;Totaal personen;2011 4e kwartaal;460
4;Totaal werkloosheidsduur;Totaal personen;2011;434
5;Totaal werkloosheidsduur;Totaal personen;2012 1e kwartaal;512
6;Totaal werkloosheidsduur;Totaal personen;2012 2e kwartaal;500
7;Totaal werkloosheidsduur;Totaal personen;2012 3e kwartaal;504
8;Totaal werkloosheidsduur;Totaal personen;2012 4e kwartaal;547
9;Totaal werkloosheidsduur;Totaal personen;2012;516
10;Totaal werkloosheidsduur;Totaal personen;2013 1e kwartaal;631
11;Totaal werkloosheidsduur;Totaal personen;2013 2e kwartaal;633
12;Totaal werkloosheidsduur;Totaal personen;2013 3e kwartaal;651
13;Totaal werkloosheidsduur;Totaal personen;2013 4e kwartaal;672
14;Totaal werkloosheidsduur;Totaal personen;2013;647
15;Totaal werkloosheidsduur;Totaal personen;2014 1e kwartaal;721
16;Totaal werkloosheidsduur;Totaal personen;2014 2e kwartaal;668
17;Totaal werkloosheidsduur;Totaal personen;2014 3e kwartaal;620
18;Totaal werkloosheidsduur;Totaal personen;2014 4e kwartaal;630
19;Totaal werkloosheidsduur;Totaal personen;2014;660
20;Totaal werkloosheidsduur;Totaal personen;2015 1e kwartaal;664
21;Totaal werkloosheidsduur;Totaal personen;2015 2e kwartaal;615
22;Totaal werkloosheidsduur;Totaal personen;2015 3e kwartaal;586
23;Totaal werkloosheidsduur;Totaal personen;2015 4e kwartaal;591
24;Totaal werkloosheidsduur;Totaal personen;2015;614
25;Totaal werkloosheidsduur;Totaal personen;2016 1e kwartaal;604
26;Totaal werkloosheidsduur;Totaal personen;2016 2e kwartaal;557
27;Totaal werkloosheidsduur;Totaal personen;2016 3e kwartaal;505
28;Totaal werkloosheidsduur;Totaal personen;2016 4e kwartaal;487
29;Totaal werkloosheidsduur;Totaal personen;2016;538
30;Totaal werkloosheidsduur;Totaal personen;2017 1e kwartaal;500
31;Totaal werkloosheidsduur;Totaal personen;2017 2e kwartaal;451
32;Totaal werkloosheidsduur;Totaal personen;2017 3e kwartaal;408
33;Totaal werkloosheidsduur;Totaal personen;2017 4e kwartaal;391
34;Totaal werkloosheidsduur;Totaal personen;2017;438
35;Totaal werkloosheidsduur;Totaal personen;2018 1e kwartaal;396
36;Totaal werkloosheidsduur;Totaal personen;2018 2e kwartaal;354
37;Totaal werkloosheidsduur;Totaal personen;2018 3e kwartaal;329
