ID;WisselingBeroepsklasse;BeroepsklasseVoorgaandePeriode;Perioden;WerkzameBeroepsbevolking_1
54;Totaal;01 Pedagogische beroepen;2014 3e kwartaal;523.0
55;Totaal;01 Pedagogische beroepen;2014 4e kwartaal;515.0
56;Totaal;01 Pedagogische beroepen;2015 1e kwartaal;556.0
57;Totaal;01 Pedagogische beroepen;2015 2e kwartaal;572.0
58;Totaal;01 Pedagogische beroepen;2015 3e kwartaal;576.0
59;Totaal;01 Pedagogische beroepen;2015 4e kwartaal;535.0
60;Totaal;01 Pedagogische beroepen;2016 1e kwartaal;553.0
61;Totaal;01 Pedagogische beroepen;2016 2e kwartaal;592.0
62;Totaal;01 Pedagogische beroepen;2016 3e kwartaal;564.0
63;Totaal;01 Pedagogische beroepen;2016 4e kwartaal;564.0
64;Totaal;01 Pedagogische beroepen;2017 1e kwartaal;554.0
65;Totaal;01 Pedagogische beroepen;2017 2e kwartaal;547.0
66;Totaal;01 Pedagogische beroepen;2017 3e kwartaal;542.0
67;Totaal;01 Pedagogische beroepen;2017 4e kwartaal;553.0
68;Totaal;01 Pedagogische beroepen;2018 1e kwartaal;589.0
69;Totaal;01 Pedagogische beroepen;2018 2e kwartaal;617.0
70;Totaal;01 Pedagogische beroepen;2018 3e kwartaal;588.0
71;Totaal;01 Pedagogische beroepen;2018 4e kwartaal;586.0
72;Totaal;01 Pedagogische beroepen;2019 1e kwartaal;607.0
73;Totaal;01 Pedagogische beroepen;2019 2e kwartaal;607.0
74;Totaal;01 Pedagogische beroepen;2019 3e kwartaal;605.0
75;Totaal;01 Pedagogische beroepen;2019 4e kwartaal;601.0
76;Totaal;01 Pedagogische beroepen;2020 1e kwartaal;642.0
77;Totaal;01 Pedagogische beroepen;2020 2e kwartaal;637.0
78;Totaal;01 Pedagogische beroepen;2020 3e kwartaal;597.0
79;Totaal;01 Pedagogische beroepen;2020 4e kwartaal;587.0
80;Totaal;01 Pedagogische beroepen;2021 1e kwartaal;
81;Totaal;01 Pedagogische beroepen;2021 2e kwartaal;624.0
82;Totaal;01 Pedagogische beroepen;2021 3e kwartaal;638.0
83;Totaal;01 Pedagogische beroepen;2021 4e kwartaal;666.0
84;Totaal;01 Pedagogische beroepen;2022 1e kwartaal;679.0
85;Totaal;01 Pedagogische beroepen;2022 2e kwartaal;691.0
86;Totaal;01 Pedagogische beroepen;2022 3e kwartaal;678.0
87;Totaal;01 Pedagogische beroepen;2022 4e kwartaal;675.0
88;Totaal;01 Pedagogische beroepen;2023 1e kwartaal;698.0
89;Totaal;01 Pedagogische beroepen;2023 2e kwartaal;685.0
90;Totaal;01 Pedagogische beroepen;2023 3e kwartaal;686.0
91;Totaal;01 Pedagogische beroepen;2023 4e kwartaal;685.0
92;Totaal;01 Pedagogische beroepen;2024 1e kwartaal;711.0
93;Totaal;01 Pedagogische beroepen;2024 2e kwartaal;701.0
94;Totaal;01 Pedagogische beroepen;2024 3e kwartaal;683.0
95;Totaal;01 Pedagogische beroepen;2024 4e kwartaal;692.0
96;Totaal;02 Creatieve en taalkundige beroepen;2013 1e kwartaal;195.0
97;Totaal;02 Creatieve en taalkundige beroepen;2013 2e kwartaal;195.0
98;Totaal;02 Creatieve en taalkundige beroepen;2013 3e kwartaal;186.0
99;Totaal;02 Creatieve en taalkundige beroepen;2013 4e kwartaal;197.0
100;Totaal;02 Creatieve en taalkundige beroepen;2014 1e kwartaal;190.0
101;Totaal;02 Creatieve en taalkundige beroepen;2014 2e kwartaal;197.0
102;Totaal;02 Creatieve en taalkundige beroepen;2014 3e kwartaal;190.0
103;Totaal;02 Creatieve en taalkundige beroepen;2014 4e kwartaal;193.0
104;Totaal;02 Creatieve en taalkundige beroepen;2015 1e kwartaal;184.0
105;Totaal;02 Creatieve en taalkundige beroepen;2015 2e kwartaal;186.0
106;Totaal;02 Creatieve en taalkundige beroepen;2015 3e kwartaal;194.0
107;Totaal;02 Creatieve en taalkundige beroepen;2015 4e kwartaal;184.0
108;Totaal;02 Creatieve en taalkundige beroepen;2016 1e kwartaal;183.0
109;Totaal;02 Creatieve en taalkundige beroepen;2016 2e kwartaal;187.0
110;Totaal;02 Creatieve en taalkundige beroepen;2016 3e kwartaal;192.0
111;Totaal;02 Creatieve en taalkundige beroepen;2016 4e kwartaal;191.0
112;Totaal;02 Creatieve en taalkundige beroepen;2017 1e kwartaal;194.0
113;Totaal;02 Creatieve en taalkundige beroepen;2017 2e kwartaal;182.0
114;Totaal;02 Creatieve en taalkundige beroepen;2017 3e kwartaal;190.0
115;Totaal;02 Creatieve en taalkundige beroepen;2017 4e kwartaal;198.0
116;Totaal;02 Creatieve en taalkundige beroepen;2018 1e kwartaal;207.0
117;Totaal;02 Creatieve en taalkundige beroepen;2018 2e kwartaal;225.0
118;Totaal;02 Creatieve en taalkundige beroepen;2018 3e kwartaal;221.0
119;Totaal;02 Creatieve en taalkundige beroepen;2018 4e kwartaal;227.0
120;Totaal;02 Creatieve en taalkundige beroepen;2019 1e kwartaal;219.0
121;Totaal;02 Creatieve en taalkundige beroepen;2019 2e kwartaal;223.0
122;Totaal;02 Creatieve en taalkundige beroepen;2019 3e kwartaal;226.0
123;Totaal;02 Creatieve en taalkundige beroepen;2019 4e kwartaal;213.0
124;Totaal;02 Creatieve en taalkundige beroepen;2020 1e kwartaal;223.0
125;Totaal;02 Creatieve en taalkundige beroepen;2020 2e kwartaal;223.0
126;Totaal;02 Creatieve en taalkundige beroepen;2020 3e kwartaal;236.0
127;Totaal;02 Creatieve en taalkundige beroepen;2020 4e kwartaal;221.0
128;Totaal;02 Creatieve en taalkundige beroepen;2021 1e kwartaal;
129;Totaal;02 Creatieve en taalkundige beroepen;2021 2e kwartaal;215.0
130;Totaal;02 Creatieve en taalkundige beroepen;2021 3e kwartaal;245.0
131;Totaal;02 Creatieve en taalkundige beroepen;2021 4e kwartaal;241.0
132;Totaal;02 Creatieve en taalkundige beroepen;2022 1e kwartaal;264.0
133;Totaal;02 Creatieve en taalkundige beroepen;2022 2e kwartaal;268.0
134;Totaal;02 Creatieve en taalkundige beroepen;2022 3e kwartaal;253.0
135;Totaal;02 Creatieve en taalkundige beroepen;2022 4e kwartaal;252.0
136;Totaal;02 Creatieve en taalkundige beroepen;2023 1e kwartaal;252.0
137;Totaal;02 Creatieve en taalkundige beroepen;2023 2e kwartaal;232.0
138;Totaal;02 Creatieve en taalkundige beroepen;2023 3e kwartaal;234.0
139;Totaal;02 Creatieve en taalkundige beroepen;2023 4e kwartaal;222.0
140;Totaal;02 Creatieve en taalkundige beroepen;2024 1e kwartaal;233.0
141;Totaal;02 Creatieve en taalkundige beroepen;2024 2e kwartaal;230.0
142;Totaal;02 Creatieve en taalkundige beroepen;2024 3e kwartaal;239.0
143;Totaal;02 Creatieve en taalkundige beroepen;2024 4e kwartaal;269.0
144;Totaal;03 Commerciële beroepen;2013 1e kwartaal;938.0
145;Totaal;03 Commerciële beroepen;2013 2e kwartaal;924.0
146;Totaal;03 Commerciële beroepen;2013 3e kwartaal;919.0
147;Totaal;03 Commerciële beroepen;2013 4e kwartaal;914.0
148;Totaal;03 Commerciële beroepen;2014 1e kwartaal;941.0
149;Totaal;03 Commerciële beroepen;2014 2e kwartaal;927.0
150;Totaal;03 Commerciële beroepen;2014 3e kwartaal;929.0
151;Totaal;03 Commerciële beroepen;2014 4e kwartaal;930.0
152;Totaal;03 Commerciële beroepen;2015 1e kwartaal;917.0
153;Totaal;03 Commerciële beroepen;2015 2e kwartaal;923.0
154;Totaal;03 Commerciële beroepen;2015 3e kwartaal;939.0
155;Totaal;03 Commerciële beroepen;2015 4e kwartaal;949.0
156;Totaal;03 Commerciële beroepen;2016 1e kwartaal;950.0
157;Totaal;03 Commerciële beroepen;2016 2e kwartaal;938.0
158;Totaal;03 Commerciële beroepen;2016 3e kwartaal;903.0
159;Totaal;03 Commerciële beroepen;2016 4e kwartaal;941.0
160;Totaal;03 Commerciële beroepen;2017 1e kwartaal;943.0
161;Totaal;03 Commerciële beroepen;2017 2e kwartaal;938.0
162;Totaal;03 Commerciële beroepen;2017 3e kwartaal;980.0
163;Totaal;03 Commerciële beroepen;2017 4e kwartaal;941.0
164;Totaal;03 Commerciële beroepen;2018 1e kwartaal;950.0
165;Totaal;03 Commerciële beroepen;2018 2e kwartaal;924.0
166;Totaal;03 Commerciële beroepen;2018 3e kwartaal;940.0
167;Totaal;03 Commerciële beroepen;2018 4e kwartaal;980.0
168;Totaal;03 Commerciële beroepen;2019 1e kwartaal;1003.0
169;Totaal;03 Commerciële beroepen;2019 2e kwartaal;956.0
170;Totaal;03 Commerciële beroepen;2019 3e kwartaal;957.0
171;Totaal;03 Commerciële beroepen;2019 4e kwartaal;952.0
172;Totaal;03 Commerciële beroepen;2020 1e kwartaal;954.0
173;Totaal;03 Commerciële beroepen;2020 2e kwartaal;933.0
174;Totaal;03 Commerciële beroepen;2020 3e kwartaal;911.0
175;Totaal;03 Commerciële beroepen;2020 4e kwartaal;945.0
176;Totaal;03 Commerciële beroepen;2021 1e kwartaal;
177;Totaal;03 Commerciële beroepen;2021 2e kwartaal;980.0
178;Totaal;03 Commerciële beroepen;2021 3e kwartaal;1013.0
179;Totaal;03 Commerciële beroepen;2021 4e kwartaal;985.0
180;Totaal;03 Commerciële beroepen;2022 1e kwartaal;998.0
181;Totaal;03 Commerciële beroepen;2022 2e kwartaal;1011.0
182;Totaal;03 Commerciële beroepen;2022 3e kwartaal;1015.0
183;Totaal;03 Commerciële beroepen;2022 4e kwartaal;1025.0
184;Totaal;03 Commerciële beroepen;2023 1e kwartaal;1059.0
185;Totaal;03 Commerciële beroepen;2023 2e kwartaal;1058.0
186;Totaal;03 Commerciële beroepen;2023 3e kwartaal;1038.0
187;Totaal;03 Commerciële beroepen;2023 4e kwartaal;1018.0
188;Totaal;03 Commerciële beroepen;2024 1e kwartaal;1021.0
189;Totaal;03 Commerciële beroepen;2024 2e kwartaal;999.0
190;Totaal;03 Commerciële beroepen;2024 3e kwartaal;996.0
191;Totaal;03 Commerciële beroepen;2024 4e kwartaal;1001.0
192;Totaal;04 Bedrijfseconomische en administrat...;2013 1e kwartaal;1446.0
193;Totaal;04 Bedrijfseconomische en administrat...;2013 2e kwartaal;1437.0
194;Totaal;04 Bedrijfseconomische en administrat...;2013 3e kwartaal;1439.0
195;Totaal;04 Bedrijfseconomische en administrat...;2013 4e kwartaal;1423.0
196;Totaal;04 Bedrijfseconomische en administrat...;2014 1e kwartaal;1393.0
197;Totaal;04 Bedrijfseconomische en administrat...;2014 2e kwartaal;1405.0
198;Totaal;04 Bedrijfseconomische en administrat...;2014 3e kwartaal;1409.0
199;Totaal;04 Bedrijfseconomische en administrat...;2014 4e kwartaal;1410.0
200;Totaal;04 Bedrijfseconomische en administrat...;2015 1e kwartaal;1418.0
201;Totaal;04 Bedrijfseconomische en administrat...;2015 2e kwartaal;1459.0
202;Totaal;04 Bedrijfseconomische en administrat...;2015 3e kwartaal;1448.0
203;Totaal;04 Bedrijfseconomische en administrat...;2015 4e kwartaal;1480.0
204;Totaal;04 Bedrijfseconomische en administrat...;2016 1e kwartaal;1479.0
205;Totaal;04 Bedrijfseconomische en administrat...;2016 2e kwartaal;1458.0
206;Totaal;04 Bedrijfseconomische en administrat...;2016 3e kwartaal;1482.0
207;Totaal;04 Bedrijfseconomische en administrat...;2016 4e kwartaal;1458.0
208;Totaal;04 Bedrijfseconomische en administrat...;2017 1e kwartaal;1507.0
209;Totaal;04 Bedrijfseconomische en administrat...;2017 2e kwartaal;1517.0
210;Totaal;04 Bedrijfseconomische en administrat...;2017 3e kwartaal;1524.0
211;Totaal;04 Bedrijfseconomische en administrat...;2017 4e kwartaal;1524.0
212;Totaal;04 Bedrijfseconomische en administrat...;2018 1e kwartaal;1548.0
213;Totaal;04 Bedrijfseconomische en administrat...;2018 2e kwartaal;1585.0
214;Totaal;04 Bedrijfseconomische en administrat...;2018 3e kwartaal;1611.0
215;Totaal;04 Bedrijfseconomische en administrat...;2018 4e kwartaal;1619.0
216;Totaal;04 Bedrijfseconomische en administrat...;2019 1e kwartaal;1601.0
217;Totaal;04 Bedrijfseconomische en administrat...;2019 2e kwartaal;1620.0
218;Totaal;04 Bedrijfseconomische en administrat...;2019 3e kwartaal;1637.0
219;Totaal;04 Bedrijfseconomische en administrat...;2019 4e kwartaal;1599.0
220;Totaal;04 Bedrijfseconomische en administrat...;2020 1e kwartaal;1585.0
221;Totaal;04 Bedrijfseconomische en administrat...;2020 2e kwartaal;1602.0
222;Totaal;04 Bedrijfseconomische en administrat...;2020 3e kwartaal;1616.0
223;Totaal;04 Bedrijfseconomische en administrat...;2020 4e kwartaal;1675.0
224;Totaal;04 Bedrijfseconomische en administrat...;2021 1e kwartaal;
225;Totaal;04 Bedrijfseconomische en administrat...;2021 2e kwartaal;1764.0
226;Totaal;04 Bedrijfseconomische en administrat...;2021 3e kwartaal;1769.0
227;Totaal;04 Bedrijfseconomische en administrat...;2021 4e kwartaal;1795.0
228;Totaal;04 Bedrijfseconomische en administrat...;2022 1e kwartaal;1809.0
229;Totaal;04 Bedrijfseconomische en administrat...;2022 2e kwartaal;1841.0
230;Totaal;04 Bedrijfseconomische en administrat...;2022 3e kwartaal;1852.0
231;Totaal;04 Bedrijfseconomische en administrat...;2022 4e kwartaal;1851.0
232;Totaal;04 Bedrijfseconomische en administrat...;2023 1e kwartaal;1843.0
233;Totaal;04 Bedrijfseconomische en administrat...;2023 2e kwartaal;1859.0
234;Totaal;04 Bedrijfseconomische en administrat...;2023 3e kwartaal;1820.0
235;Totaal;04 Bedrijfseconomische en administrat...;2023 4e kwartaal;1828.0
236;Totaal;04 Bedrijfseconomische en administrat...;2024 1e kwartaal;1810.0
237;Totaal;04 Bedrijfseconomische en administrat...;2024 2e kwartaal;1832.0
238;Totaal;04 Bedrijfseconomische en administrat...;2024 3e kwartaal;1832.0
239;Totaal;04 Bedrijfseconomische en administrat...;2024 4e kwartaal;1797.0
240;Totaal;05 Managers;2013 1e kwartaal;504.0
241;Totaal;05 Managers;2013 2e kwartaal;508.0
242;Totaal;05 Managers;2013 3e kwartaal;498.0
243;Totaal;05 Managers;2013 4e kwartaal;510.0
244;Totaal;05 Managers;2014 1e kwartaal;523.0
245;Totaal;05 Managers;2014 2e kwartaal;508.0
246;Totaal;05 Managers;2014 3e kwartaal;515.0
247;Totaal;05 Managers;2014 4e kwartaal;495.0
248;Totaal;05 Managers;2015 1e kwartaal;482.0
249;Totaal;05 Managers;2015 2e kwartaal;460.0
250;Totaal;05 Managers;2015 3e kwartaal;450.0
251;Totaal;05 Managers;2015 4e kwartaal;453.0
252;Totaal;05 Managers;2016 1e kwartaal;425.0
253;Totaal;05 Managers;2016 2e kwartaal;431.0
254;Totaal;05 Managers;2016 3e kwartaal;419.0
255;Totaal;05 Managers;2016 4e kwartaal;425.0
256;Totaal;05 Managers;2017 1e kwartaal;401.0
257;Totaal;05 Managers;2017 2e kwartaal;403.0
258;Totaal;05 Managers;2017 3e kwartaal;396.0
259;Totaal;05 Managers;2017 4e kwartaal;404.0
260;Totaal;05 Managers;2018 1e kwartaal;423.0
261;Totaal;05 Managers;2018 2e kwartaal;397.0
262;Totaal;05 Managers;2018 3e kwartaal;398.0
263;Totaal;05 Managers;2018 4e kwartaal;391.0
264;Totaal;05 Managers;2019 1e kwartaal;397.0
265;Totaal;05 Managers;2019 2e kwartaal;394.0
266;Totaal;05 Managers;2019 3e kwartaal;434.0
267;Totaal;05 Managers;2019 4e kwartaal;471.0
268;Totaal;05 Managers;2020 1e kwartaal;462.0
269;Totaal;05 Managers;2020 2e kwartaal;457.0
270;Totaal;05 Managers;2020 3e kwartaal;413.0
271;Totaal;05 Managers;2020 4e kwartaal;388.0
272;Totaal;05 Managers;2021 1e kwartaal;
273;Totaal;05 Managers;2021 2e kwartaal;425.0
274;Totaal;05 Managers;2021 3e kwartaal;429.0
275;Totaal;05 Managers;2021 4e kwartaal;421.0
276;Totaal;05 Managers;2022 1e kwartaal;443.0
277;Totaal;05 Managers;2022 2e kwartaal;441.0
278;Totaal;05 Managers;2022 3e kwartaal;463.0
279;Totaal;05 Managers;2022 4e kwartaal;473.0
280;Totaal;05 Managers;2023 1e kwartaal;470.0
281;Totaal;05 Managers;2023 2e kwartaal;484.0
282;Totaal;05 Managers;2023 3e kwartaal;497.0
283;Totaal;05 Managers;2023 4e kwartaal;517.0
284;Totaal;05 Managers;2024 1e kwartaal;524.0
285;Totaal;05 Managers;2024 2e kwartaal;528.0
286;Totaal;05 Managers;2024 3e kwartaal;549.0
287;Totaal;05 Managers;2024 4e kwartaal;540.0
288;Totaal;06 Openbaar bestuur, veiligheid en ju.;2013 1e kwartaal;308.0
289;Totaal;06 Openbaar bestuur, veiligheid en ju.;2013 2e kwartaal;303.0
290;Totaal;06 Openbaar bestuur, veiligheid en ju.;2013 3e kwartaal;285.0
291;Totaal;06 Openbaar bestuur, veiligheid en ju.;2013 4e kwartaal;286.0
292;Totaal;06 Openbaar bestuur, veiligheid en ju.;2014 1e kwartaal;280.0
293;Totaal;06 Openbaar bestuur, veiligheid en ju.;2014 2e kwartaal;286.0
294;Totaal;06 Openbaar bestuur, veiligheid en ju.;2014 3e kwartaal;267.0
295;Totaal;06 Openbaar bestuur, veiligheid en ju.;2014 4e kwartaal;273.0
296;Totaal;06 Openbaar bestuur, veiligheid en ju.;2015 1e kwartaal;262.0
297;Totaal;06 Openbaar bestuur, veiligheid en ju.;2015 2e kwartaal;271.0
298;Totaal;06 Openbaar bestuur, veiligheid en ju.;2015 3e kwartaal;271.0
299;Totaal;06 Openbaar bestuur, veiligheid en ju.;2015 4e kwartaal;264.0
300;Totaal;06 Openbaar bestuur, veiligheid en ju.;2016 1e kwartaal;270.0
301;Totaal;06 Openbaar bestuur, veiligheid en ju.;2016 2e kwartaal;273.0
302;Totaal;06 Openbaar bestuur, veiligheid en ju.;2016 3e kwartaal;296.0
303;Totaal;06 Openbaar bestuur, veiligheid en ju.;2016 4e kwartaal;293.0
304;Totaal;06 Openbaar bestuur, veiligheid en ju.;2017 1e kwartaal;303.0
305;Totaal;06 Openbaar bestuur, veiligheid en ju.;2017 2e kwartaal;299.0
306;Totaal;06 Openbaar bestuur, veiligheid en ju.;2017 3e kwartaal;302.0
307;Totaal;06 Openbaar bestuur, veiligheid en ju.;2017 4e kwartaal;289.0
308;Totaal;06 Openbaar bestuur, veiligheid en ju.;2018 1e kwartaal;300.0
309;Totaal;06 Openbaar bestuur, veiligheid en ju.;2018 2e kwartaal;308.0
310;Totaal;06 Openbaar bestuur, veiligheid en ju.;2018 3e kwartaal;317.0
311;Totaal;06 Openbaar bestuur, veiligheid en ju.;2018 4e kwartaal;305.0
312;Totaal;06 Openbaar bestuur, veiligheid en ju.;2019 1e kwartaal;297.0
313;Totaal;06 Openbaar bestuur, veiligheid en ju.;2019 2e kwartaal;320.0
314;Totaal;06 Openbaar bestuur, veiligheid en ju.;2019 3e kwartaal;307.0
315;Totaal;06 Openbaar bestuur, veiligheid en ju.;2019 4e kwartaal;299.0
316;Totaal;06 Openbaar bestuur, veiligheid en ju.;2020 1e kwartaal;309.0
317;Totaal;06 Openbaar bestuur, veiligheid en ju.;2020 2e kwartaal;323.0
318;Totaal;06 Openbaar bestuur, veiligheid en ju.;2020 3e kwartaal;325.0
319;Totaal;06 Openbaar bestuur, veiligheid en ju.;2020 4e kwartaal;329.0
320;Totaal;06 Openbaar bestuur, veiligheid en ju.;2021 1e kwartaal;
321;Totaal;06 Openbaar bestuur, veiligheid en ju.;2021 2e kwartaal;304.0
322;Totaal;06 Openbaar bestuur, veiligheid en ju.;2021 3e kwartaal;345.0
323;Totaal;06 Openbaar bestuur, veiligheid en ju.;2021 4e kwartaal;315.0
324;Totaal;06 Openbaar bestuur, veiligheid en ju.;2022 1e kwartaal;325.0
325;Totaal;06 Openbaar bestuur, veiligheid en ju.;2022 2e kwartaal;339.0
326;Totaal;06 Openbaar bestuur, veiligheid en ju.;2022 3e kwartaal;309.0
327;Totaal;06 Openbaar bestuur, veiligheid en ju.;2022 4e kwartaal;330.0
328;Totaal;06 Openbaar bestuur, veiligheid en ju.;2023 1e kwartaal;324.0
329;Totaal;06 Openbaar bestuur, veiligheid en ju.;2023 2e kwartaal;319.0
330;Totaal;06 Openbaar bestuur, veiligheid en ju.;2023 3e kwartaal;342.0
331;Totaal;06 Openbaar bestuur, veiligheid en ju.;2023 4e kwartaal;336.0
332;Totaal;06 Openbaar bestuur, veiligheid en ju.;2024 1e kwartaal;341.0
333;Totaal;06 Openbaar bestuur, veiligheid en ju.;2024 2e kwartaal;350.0
334;Totaal;06 Openbaar bestuur, veiligheid en ju.;2024 3e kwartaal;349.0
335;Totaal;06 Openbaar bestuur, veiligheid en ju.;2024 4e kwartaal;341.0
336;Totaal;07 Technische beroepen;2013 1e kwartaal;1156.0
337;Totaal;07 Technische beroepen;2013 2e kwartaal;1173.0
338;Totaal;07 Technische beroepen;2013 3e kwartaal;1167.0
339;Totaal;07 Technische beroepen;2013 4e kwartaal;1173.0
340;Totaal;07 Technische beroepen;2014 1e kwartaal;1155.0
341;Totaal;07 Technische beroepen;2014 2e kwartaal;1156.0
342;Totaal;07 Technische beroepen;2014 3e kwartaal;1177.0
343;Totaal;07 Technische beroepen;2014 4e kwartaal;1187.0
344;Totaal;07 Technische beroepen;2015 1e kwartaal;1216.0
345;Totaal;07 Technische beroepen;2015 2e kwartaal;1218.0
346;Totaal;07 Technische beroepen;2015 3e kwartaal;1214.0
347;Totaal;07 Technische beroepen;2015 4e kwartaal;1246.0
348;Totaal;07 Technische beroepen;2016 1e kwartaal;1225.0
349;Totaal;07 Technische beroepen;2016 2e kwartaal;1213.0
350;Totaal;07 Technische beroepen;2016 3e kwartaal;1222.0
351;Totaal;07 Technische beroepen;2016 4e kwartaal;1233.0
352;Totaal;07 Technische beroepen;2017 1e kwartaal;1234.0
353;Totaal;07 Technische beroepen;2017 2e kwartaal;1237.0
354;Totaal;07 Technische beroepen;2017 3e kwartaal;1230.0
355;Totaal;07 Technische beroepen;2017 4e kwartaal;1228.0
356;Totaal;07 Technische beroepen;2018 1e kwartaal;1206.0
357;Totaal;07 Technische beroepen;2018 2e kwartaal;1206.0
358;Totaal;07 Technische beroepen;2018 3e kwartaal;1226.0
359;Totaal;07 Technische beroepen;2018 4e kwartaal;1215.0
360;Totaal;07 Technische beroepen;2019 1e kwartaal;1246.0
361;Totaal;07 Technische beroepen;2019 2e kwartaal;1274.0
362;Totaal;07 Technische beroepen;2019 3e kwartaal;1268.0
363;Totaal;07 Technische beroepen;2019 4e kwartaal;1263.0
364;Totaal;07 Technische beroepen;2020 1e kwartaal;1286.0
365;Totaal;07 Technische beroepen;2020 2e kwartaal;1270.0
366;Totaal;07 Technische beroepen;2020 3e kwartaal;1236.0
367;Totaal;07 Technische beroepen;2020 4e kwartaal;1213.0
368;Totaal;07 Technische beroepen;2021 1e kwartaal;
369;Totaal;07 Technische beroepen;2021 2e kwartaal;1212.0
370;Totaal;07 Technische beroepen;2021 3e kwartaal;1235.0
371;Totaal;07 Technische beroepen;2021 4e kwartaal;1215.0
372;Totaal;07 Technische beroepen;2022 1e kwartaal;1227.0
373;Totaal;07 Technische beroepen;2022 2e kwartaal;1265.0
374;Totaal;07 Technische beroepen;2022 3e kwartaal;1254.0
375;Totaal;07 Technische beroepen;2022 4e kwartaal;1261.0
376;Totaal;07 Technische beroepen;2023 1e kwartaal;1289.0
377;Totaal;07 Technische beroepen;2023 2e kwartaal;1270.0
378;Totaal;07 Technische beroepen;2023 3e kwartaal;1284.0
379;Totaal;07 Technische beroepen;2023 4e kwartaal;1254.0
380;Totaal;07 Technische beroepen;2024 1e kwartaal;1283.0
381;Totaal;07 Technische beroepen;2024 2e kwartaal;1273.0
382;Totaal;07 Technische beroepen;2024 3e kwartaal;1337.0
383;Totaal;07 Technische beroepen;2024 4e kwartaal;1348.0
384;Totaal;08 ICT beroepen;2013 1e kwartaal;266.0
385;Totaal;08 ICT beroepen;2013 2e kwartaal;270.0
386;Totaal;08 ICT beroepen;2013 3e kwartaal;273.0
387;Totaal;08 ICT beroepen;2013 4e kwartaal;274.0
388;Totaal;08 ICT beroepen;2014 1e kwartaal;292.0
389;Totaal;08 ICT beroepen;2014 2e kwartaal;280.0
390;Totaal;08 ICT beroepen;2014 3e kwartaal;290.0
391;Totaal;08 ICT beroepen;2014 4e kwartaal;290.0
392;Totaal;08 ICT beroepen;2015 1e kwartaal;298.0
