ID;Werkloosheidsduur;Persoonskenmerken;Perioden;WerklozeBeroepsbevolking_1
0;Totaal werkloosheidsduur;Totaal personen;2003;395
1;Totaal werkloosheidsduur;Totaal personen;2004;466
2;Totaal werkloosheidsduur;Totaal personen;2005;489
3;Totaal werkloosheidsduur;Totaal personen;2006;419
4;Totaal werkloosheidsduur;Totaal personen;2007;355
5;Totaal werkloosheidsduur;Totaal personen;2008;318
6;Totaal werkloosheidsduur;Totaal personen;2009;381
7;Totaal werkloosheidsduur;Totaal personen;2010;435
8;Totaal werkloosheidsduur;Totaal personen;2011;434
9;Totaal werkloosheidsduur;Totaal personen;2012;516
10;Totaal werkloosheidsduur;Totaal personen;2013;647
11;Totaal werkloosheidsduur;Totaal personen;2014;660
12;Totaal werkloosheidsduur;Totaal personen;2015;614
13;Totaal werkloosheidsduur;Totaal personen;2016;538
14;Totaal werkloosheidsduur;Totaal personen;2017;438
15;Totaal werkloosheidsduur;Totaal personen;2018;350
16;Totaal werkloosheidsduur;Geslacht: Mannen;2003;196
17;Totaal werkloosheidsduur;Geslacht: Mannen;2004;233
18;Totaal werkloosheidsduur;Geslacht: Mannen;2005;233
19;Totaal werkloosheidsduur;Geslacht: Mannen;2006;188
20;Totaal werkloosheidsduur;Geslacht: Mannen;2007;154
21;Totaal werkloosheidsduur;Geslacht: Mannen;2008;141
22;Totaal werkloosheidsduur;Geslacht: Mannen;2009;184
23;Totaal werkloosheidsduur;Geslacht: Mannen;2010;213
24;Totaal werkloosheidsduur;Geslacht: Mannen;2011;216
25;Totaal werkloosheidsduur;Geslacht: Mannen;2012;260
26;Totaal werkloosheidsduur;Geslacht: Mannen;2013;346
27;Totaal werkloosheidsduur;Geslacht: Mannen;2014;343
28;Totaal werkloosheidsduur;Geslacht: Mannen;2015;313
29;Totaal werkloosheidsduur;Geslacht: Mannen;2016;268
30;Totaal werkloosheidsduur;Geslacht: Mannen;2017;216
31;Totaal werkloosheidsduur;Geslacht: Mannen;2018;182
32;Totaal werkloosheidsduur;Geslacht: Vrouwen;2003;200
33;Totaal werkloosheidsduur;Geslacht: Vrouwen;2004;233
34;Totaal werkloosheidsduur;Geslacht: Vrouwen;2005;256
35;Totaal werkloosheidsduur;Geslacht: Vrouwen;2006;231
36;Totaal werkloosheidsduur;Geslacht: Vrouwen;2007;201
37;Totaal werkloosheidsduur;Geslacht: Vrouwen;2008;176
38;Totaal werkloosheidsduur;Geslacht: Vrouwen;2009;197
39;Totaal werkloosheidsduur;Geslacht: Vrouwen;2010;222
40;Totaal werkloosheidsduur;Geslacht: Vrouwen;2011;218
41;Totaal werkloosheidsduur;Geslacht: Vrouwen;2012;255
42;Totaal werkloosheidsduur;Geslacht: Vrouwen;2013;301
43;Totaal werkloosheidsduur;Geslacht: Vrouwen;2014;317
44;Totaal werkloosheidsduur;Geslacht: Vrouwen;2015;301
45;Totaal werkloosheidsduur;Geslacht: Vrouwen;2016;271
46;Totaal werkloosheidsduur;Geslacht: Vrouwen;2017;221
47;Totaal werkloosheidsduur;Geslacht: Vrouwen;2018;169
48;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2003;258
49;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2004;309
50;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2005;321
51;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2006;272
52;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2007;235
53;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2008;204
54;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2009;242
55;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2010;291
56;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2011;274
57;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2012;318
58;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2013;418
59;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2014;434
60;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2015;394
61;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2016;342
62;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2017;279
63;Totaal werkloosheidsduur;Migratieachtergrond: Nederland;2018;219
64;Totaal werkloosheidsduur;Migratieachtergrond: westers;2003;46
65;Totaal werkloosheidsduur;Migratieachtergrond: westers;2004;55
66;Totaal werkloosheidsduur;Migratieachtergrond: westers;2005;55
67;Totaal werkloosheidsduur;Migratieachtergrond: westers;2006;48
68;Totaal werkloosheidsduur;Migratieachtergrond: westers;2007;40
69;Totaal werkloosheidsduur;Migratieachtergrond: westers;2008;41
70;Totaal werkloosheidsduur;Migratieachtergrond: westers;2009;44
71;Totaal werkloosheidsduur;Migratieachtergrond: westers;2010;45
72;Totaal werkloosheidsduur;Migratieachtergrond: westers;2011;57
73;Totaal werkloosheidsduur;Migratieachtergrond: westers;2012;64
74;Totaal werkloosheidsduur;Migratieachtergrond: westers;2013;75
75;Totaal werkloosheidsduur;Migratieachtergrond: westers;2014;70
76;Totaal werkloosheidsduur;Migratieachtergrond: westers;2015;80
77;Totaal werkloosheidsduur;Migratieachtergrond: westers;2016;67
78;Totaal werkloosheidsduur;Migratieachtergrond: westers;2017;55
79;Totaal werkloosheidsduur;Migratieachtergrond: westers;2018;50
80;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2003;92
81;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2004;102
82;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2005;113
83;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2006;100
84;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2007;80
85;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2008;73
86;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2009;94
87;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2010;99
88;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2011;103
89;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2012;134
90;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2013;154
91;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2014;156
92;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2015;139
93;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2016;129
94;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2017;102
95;Totaal werkloosheidsduur;Migratieachtergrond: niet-westers;2018;82
96;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2003;0
97;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2004;0
98;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2005;0
99;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2006;0
100;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2007;0
101;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2008;0
102;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2009;0
103;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2010;0
104;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2011;0
105;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2012;0
106;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2013;0
107;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2014;0
108;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2015;0
109;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2016;0
110;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2017;0
111;Totaal werkloosheidsduur;Migratieachtergrond : onbekend;2018;0
112;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2003;180
113;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2004;191
114;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2005;205
115;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2006;181
116;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2007;156
117;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2008;144
118;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2009;161
119;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2010;186
120;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2011;177
121;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2012;209
122;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2013;244
123;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2014;248
124;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2015;227
125;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2016;192
126;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2017;161
127;Totaal werkloosheidsduur;Onderwijsniveau: 1 laag ;2018;123
128;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2003;150
129;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2004;184
130;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2005;192
131;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2006;168
132;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2007;139
133;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2008;112
134;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2009;148
135;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2010;167
136;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2011;170
137;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2012;200
138;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2013;263
139;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2014;270
140;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2015;254
141;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2016;218
142;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2017;164
143;Totaal werkloosheidsduur;Onderwijsniveau: 2  middelbaar ;2018;131
144;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2003;64
145;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2004;84
146;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2005;88
147;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2006;66
148;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2007;57
149;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2008;61
150;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2009;71
151;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2010;82
152;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2011;87
153;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2012;104
154;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2013;131
155;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2014;133
156;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2015;124
157;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2016;119
158;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2017;105
159;Totaal werkloosheidsduur;Onderwijsniveau: 3 hoog ;2018;91
160;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2003;1
161;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2004;6
162;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2005;3
163;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2006;5
164;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2007;2
165;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2008;0
166;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2009;0
167;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2010;1
168;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2011;1
169;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2012;3
170;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2013;9
171;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2014;9
172;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2015;9
173;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2016;10
174;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2017;7
175;Totaal werkloosheidsduur;Onderwijsniveau: weet niet of onbekend;2018;5
176;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2003;131
177;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2004;149
178;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2005;154
179;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2006;131
180;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2007;128
181;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2008;119
182;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2009;143
183;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2010;152
184;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2011;137
185;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2012;164
186;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2013;186
187;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2014;175
188;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2015;158
189;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2016;152
190;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2017;126
191;Totaal werkloosheidsduur;Leeftijd: 15 tot 25 jaar;2018;104
192;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2003;167
193;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2004;195
194;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2005;200
195;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2006;156
196;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2007;116
197;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2008;97
198;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2009;130
199;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2010;150
200;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2011;149
201;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2012;183
202;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2013;240
203;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2014;237
204;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2015;205
205;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2016;167
206;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2017;136
207;Totaal werkloosheidsduur;Leeftijd: 25 tot 45 jaar;2018;102
208;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2003;86
209;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2004;92
210;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2005;95
211;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2006;68
212;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2007;47
213;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2008;46
214;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2009;62
215;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2010;74
216;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2011;77
217;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2012;96
218;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2013;122
219;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2014;123
220;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2015;109
221;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2016;86
222;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2017;76
223;Totaal werkloosheidsduur;Leeftijd: 25 tot 35 jaar;2018;56
224;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2003;81
225;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2004;103
226;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2005;106
227;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2006;88
228;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2007;69
229;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2008;52
230;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2009;68
231;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2010;76
232;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2011;72
233;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2012;87
234;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2013;118
235;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2014;114
236;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2015;96
237;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2016;81
238;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2017;60
239;Totaal werkloosheidsduur;Leeftijd: 35 tot 45 jaar;2018;47
240;Totaal werkloosheidsduur;Leeftijd: 45 tot 55 jaar;2003;66
241;Totaal werkloosheidsduur;Leeftijd: 45 tot 55 jaar;2004;81
242;Totaal werkloosheidsduur;Leeftijd: 45 tot 55 jaar;2005;86
243;Totaal werkloosheidsduur;Leeftijd: 45 tot 55 jaar;2006;83
244;Totaal werkloosheidsduur;Leeftijd: 45 tot 55 jaar;2007;65
245;Totaal werkloosheidsduur;Leeftijd: 45 tot 55 jaar;2008;56
246;Totaal werkloosheidsduur;Leeftijd: 45 tot 55 jaar;2009;64
