ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Naam_47;Code_48;Omschrijving_49;Code_50;Omschrijving_51;Inwonertal_52;Omgevingsadressendichtheid_53
54;Breda;GM0758    ;Breda                                             ;Breda                                             ;AM25      ;West-Brabant                                      ;AR11      ;Zeeland-West-Brabant                              ;CR33      ;West-Noord-Brabant                                ;CS330     ;West-Noord-Brabant                                ;CP3300    ;West-Noord-Brabant                                ;GG5206    ;GGD West-Brabant                                  ;JZ34      ;West Brabant Oost                                 ;KK44      ;Zuid                                              ;LB3006    ;Land van Breda                                    ;LG12      ;Zuidwest-Brabant                                  ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL411     ;West-Noord-Brabant                                ;RE08      ;Zeeland - West-Brabant                            ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP25      ;West-Brabant                                      ;TR13      ;West- en Midden-Brabant                           ;VR20      ;Midden- en West-Brabant                           ;WG34      ;West-Brabant                                      ;ZK25      ;West-Brabant                                      ;7;150 000 tot 250 000 inwoners                      ;2;Sterk stedelijk          ;181611;2119
55;Brielle;GM0501    ;Brielle                                           ;Brielle                                           ;AM22      ;Rijnmond                                          ;AR08      ;Rotterdam                                         ;CR29      ;Groot-Rijnmond                                    ;CS291     ;Rijnmond                                          ;CP2910    ;Rijnmond                                          ;GG4607    ;GGD Rotterdam-Rijnmond                            ;JZ29      ;Rijnmond                                          ;KK45      ;Zuidwest                                          ;LB2801    ;Voorne-Putten en Hoeksche Waard                   ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL33      ;Zuid-Holland                                      ;NL339     ;Groot-Rijnmond                                    ;RE07      ;Rotterdam                                         ;PV28      ;Zuid-Holland                                      ;RT13      ;Gerechtshof Den Haag                              ;RP23      ;Rijnmond                                          ;TR04      ;Deltagebied                                       ;VR17      ;Rotterdam-Rijnmond                                ;WG29      ;Rijnmond                                          ;ZK29      ;Zuid-Hollandse Eilanden                           ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;16640;846
56;Bronckhorst;GM1876    ;Bronckhorst                                       ;Bronckhorst                                       ;AM09      ;Achterhoek                                        ;AR03      ;Gelderland                                        ;CR14      ;Achterhoek                                        ;CS140     ;Achterhoek                                        ;CP1400    ;Achterhoek                                        ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;JZ25      ;Achterhoek                                        ;KK43      ;Oost                                              ;LB2508    ;Achterhoek                                        ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL22      ;Gelderland                                        ;NL225     ;Achterhoek                                        ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP12      ;Achterhoek                                        ;TR10      ;Achterhoek                                        ;VR06      ;Noord- en Oost-Gelderland                         ;WG13      ;Oost-Gelderland                                   ;ZK04      ;Arnhem                                            ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;36510;383
57;Brummen;GM0213    ;Brummen                                           ;Brummen                                           ;AM06      ;Stedendriehoek en Noordwest Veluwe                ;AR03      ;Gelderland                                        ;CR14      ;Achterhoek                                        ;CS140     ;Achterhoek                                        ;CP1400    ;Achterhoek                                        ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;JZ17      ;Midden IJssel / Oost Veluwe                       ;KK43      ;Oost                                              ;LB2502    ;IJsselstreek                                      ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL22      ;Gelderland                                        ;NL225     ;Achterhoek                                        ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP09      ;Stedendriehoek                                    ;TR08      ;Veluwe en Veluwerand                              ;VR06      ;Noord- en Oost-Gelderland                         ;WG11      ;Stedendriehoek                                    ;ZK03      ;Apeldoorn/Zutphen                                 ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;20938;761
58;Brunssum;GM0899    ;Brunssum                                          ;Brunssum                                          ;AM30      ;Zuid-Limburg                                      ;AR09      ;Limburg                                           ;CR39      ;Zuid-Limburg                                      ;CS390     ;Zuid-Limburg                                      ;CP3900    ;Zuid-Limburg                                      ;GG6106    ;GGD Zuid-Limburg                                  ;JZ41      ;Zuid-Limburg                                      ;KK44      ;Zuid                                              ;LB3102    ;Zuid-Limburg                                      ;LG14      ;Zuid-Limburg                                      ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL42      ;Limburg (NL)                                      ;NL423     ;Zuid-Limburg                                      ;RE10      ;Limburg                                           ;PV31      ;Limburg                                           ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP33      ;Parkstad Limburg                                  ;TR15      ;Zuid-Limburg                                      ;VR24      ;Limburg-Zuid                                      ;WG41      ;Oostelijk Zuid-Limburg                            ;ZK31      ;Zuid-Limburg                                      ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;28448;1673
59;Bunnik;GM0312    ;Bunnik                                            ;Bunnik                                            ;AM13      ;Midden-Utrecht                                    ;AR04      ;Midden-Nederland                                  ;CR17      ;Utrecht                                           ;CS170     ;Utrecht                                           ;CP1703    ;Stadsgewest Utrecht                               ;GG2514    ;GGD Regio Utrecht                                 ;JZ23      ;Zuidoost Utrecht                                  ;KK41      ;Noordwest                                         ;LB2601    ;Kromme Rijn-streek en Heuvelrug                   ;LG10      ;Rivierengebied                                    ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL31      ;Utrecht                                           ;NL310     ;Utrecht                                           ;RE03      ;Midden-Nederland                                  ;PV26      ;Utrecht                                           ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP18      ;Utrecht-Midden                                    ;TR17      ;Overig Nederland                                  ;VR09      ;Utrecht                                           ;WG19      ;Utrecht                                           ;ZK23      ;Utrecht                                           ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;14773;651
60;Bunschoten;GM0313    ;Bunschoten                                        ;Bunschoten                                        ;AM14      ;Amersfoort                                        ;AR04      ;Midden-Nederland                                  ;CR17      ;Utrecht                                           ;CS170     ;Utrecht                                           ;CP1702    ;Stadsgewest Amersfoort                            ;GG2514    ;GGD Regio Utrecht                                 ;JZ20      ;Eemland                                           ;KK41      ;Noordwest                                         ;LB2604    ;Eemland                                           ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL31      ;Utrecht                                           ;NL310     ;Utrecht                                           ;RE03      ;Midden-Nederland                                  ;PV26      ;Utrecht                                           ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP17      ;Eemland                                           ;TR03      ;IJsselmeerkust                                    ;VR09      ;Utrecht                                           ;WG16      ;Eem en Vallei                                     ;ZK23      ;Utrecht                                           ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;20823;1136
61;Buren;GM0214    ;Buren                                             ;Buren                                             ;AM10      ;Rivierenland                                      ;AR03      ;Gelderland                                        ;CR16      ;Zuidwest-Gelderland                               ;CS160     ;Zuidwest-Gelderland                               ;CP1600    ;Zuidwest-Gelderland                               ;GG2014    ;GGD Gelderland-Zuid                               ;JZ30      ;Rivierenland                                      ;KK43      ;Oost                                              ;LB2505    ;Veluwezoom en Betuwe                              ;LG10      ;Rivierengebied                                    ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL22      ;Gelderland                                        ;NL224     ;Zuidwest-Gelderland                               ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP14      ;Rivierenland                                      ;TR09      ;Gelders Rivierengebied                            ;VR08      ;Gelderland-Zuid                                   ;WG15      ;Rivierenland                                      ;ZK16      ;Nijmegen                                          ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;26202;267
62;Capelle aan den IJssel;GM0502    ;Capelle aan den IJssel                            ;Capelle aan den IJssel                            ;AM22      ;Rijnmond                                          ;AR08      ;Rotterdam                                         ;CR29      ;Groot-Rijnmond                                    ;CS291     ;Rijnmond                                          ;CP2910    ;Rijnmond                                          ;GG4607    ;GGD Rotterdam-Rijnmond                            ;JZ29      ;Rijnmond                                          ;KK45      ;Zuidwest                                          ;LB2809    ;Westland en Zuidhollandse Droogmakerijen          ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL33      ;Zuid-Holland                                      ;NL339     ;Groot-Rijnmond                                    ;RE07      ;Rotterdam                                         ;PV28      ;Zuid-Holland                                      ;RT13      ;Gerechtshof Den Haag                              ;RP23      ;Rijnmond                                          ;TR17      ;Overig Nederland                                  ;VR17      ;Rotterdam-Rijnmond                                ;WG29      ;Rijnmond                                          ;ZK20      ;Rotterdam                                         ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;66486;2255
63;Castricum;GM0383    ;Castricum                                         ;Castricum                                         ;AM15      ;Noord-Holland Noord                               ;AR02      ;Noord-Holland                                     ;CR20      ;IJmond                                            ;CS200     ;IJmond                                            ;CP2000    ;IJmond                                            ;GG2707    ;GGD Hollands-Noorden                              ;JZ06      ;Alkmaar (Noord-Kennemerland)                      ;KK41      ;Noordwest                                         ;LB2708    ;Kennemerland                                      ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL32      ;Noord-Holland                                     ;NL323     ;IJmond                                            ;RE04      ;Noord-Holland                                     ;PV27      ;Noord-Holland                                     ;RT11      ;Gerechtshof Amsterdam                             ;RP19      ;Noord-Holland-Noord                               ;TR02      ;Noordzeebadplaatsen                               ;VR10      ;Noord-Holland-Noord                               ;WG24      ;Noord-Kennemerland                                ;ZK11      ;Kennemerland                                      ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;34604;1330
64;Coevorden;GM0109    ;Coevorden                                         ;Coevorden                                         ;AM03      ;Drenthe                                           ;AR05      ;Noord-Nederland                                   ;CR08      ;Zuidoost-Drenthe                                  ;CS080     ;Zuidoost-Drenthe                                  ;CP0800    ;Zuidoost-Drenthe                                  ;GG0706    ;GGD Drenthe                                       ;JZ04      ;Drenthe                                           ;KK42      ;Noord                                             ;LB2204    ;Zuidelijk Zandgebied in Drenthe                   ;LG04      ;Oostelijk Veehouderijgebied                       ;LD01      ;Noord-Nederland                                   ;NL1       ;Noord-Nederland                                   ;NL13      ;Drenthe                                           ;NL132     ;Zuidoost-Drenthe                                  ;RE01      ;Noord-Nederland                                   ;PV22      ;Drenthe                                           ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP05      ;Zuid- en Midden-Drenthe                           ;TR12      ;Groningse, Friese en Drentse Zandgronden          ;VR03      ;Drenthe                                           ;WG08      ;Zuidoost-Drenthe                                  ;ZK06      ;Drenthe                                           ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;35381;491
65;Cranendonck;GM1706    ;Cranendonck                                       ;Cranendonck                                       ;AM28      ;Zuidoost-Brabant                                  ;AR10      ;Oost-Brabant                                      ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;JZ39      ;Zuidoost-Brabant                                  ;KK44      ;Zuid                                              ;LB3010    ;Westelijk Peelgebied                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL414     ;Zuidoost-Noord-Brabant                            ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP30      ;Weert                                             ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR22      ;Brabant-Zuidoost                                  ;WG37      ;Zuidoost-Brabant                                  ;ZK30      ;Zuidoost-Brabant                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;20660;581
66;Cromstrijen;GM0611    ;Cromstrijen                                       ;Cromstrijen                                       ;AM22      ;Rijnmond                                          ;AR08      ;Rotterdam                                         ;CR29      ;Groot-Rijnmond                                    ;CS292     ;Overig Groot-Rijnmond                             ;CP2920    ;Overig Groot-Rijnmond                             ;GG4816    ;Dienst Gezondheid & Jeugd ZHZ                     ;JZ31      ;Zuid-Holland Zuid                                 ;KK45      ;Zuidwest                                          ;LB2801    ;Voorne-Putten en Hoeksche Waard                   ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL33      ;Zuid-Holland                                      ;NL339     ;Groot-Rijnmond                                    ;RE07      ;Rotterdam                                         ;PV28      ;Zuid-Holland                                      ;RT13      ;Gerechtshof Den Haag                              ;RP23      ;Rijnmond                                          ;TR04      ;Deltagebied                                       ;VR18      ;Zuid-Holland-Zuid                                 ;WG30      ;Zuid-Holland-Zuid                                 ;ZK29      ;Zuid-Hollandse Eilanden                           ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;12755;654
67;Cuijk;GM1684    ;Cuijk                                             ;Cuijk                                             ;AM27      ;Noordoost-Brabant                                 ;AR10      ;Oost-Brabant                                      ;CR35      ;Noordoost-Noord-Brabant                           ;CS352     ;Overig Noordoost-Noord-Brabant                    ;CP3520    ;Overig Noordoost-Noord-Brabant                    ;GG5406    ;GGD Hart voor Brabant                             ;JZ33      ;Noordoost Brabant                                 ;KK44      ;Zuid                                              ;LB3009    ;Maaskant en Land van Cuijk                        ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL413     ;Noordoost-Noord-Brabant                           ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP27      ;Noordoost-Brabant                                 ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR21      ;Brabant-Noord                                     ;WG36      ;Noordoost-Brabant                                 ;ZK19      ;Noordoost-Brabant                                 ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;24608;840
68;Culemborg;GM0216    ;Culemborg                                         ;Culemborg                                         ;AM10      ;Rivierenland                                      ;AR03      ;Gelderland                                        ;CR16      ;Zuidwest-Gelderland                               ;CS160     ;Zuidwest-Gelderland                               ;CP1600    ;Zuidwest-Gelderland                               ;GG2014    ;GGD Gelderland-Zuid                               ;JZ30      ;Rivierenland                                      ;KK43      ;Oost                                              ;LB2505    ;Veluwezoom en Betuwe                              ;LG10      ;Rivierengebied                                    ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL22      ;Gelderland                                        ;NL224     ;Zuidwest-Gelderland                               ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP14      ;Rivierenland                                      ;TR09      ;Gelders Rivierengebied                            ;VR08      ;Gelderland-Zuid                                   ;WG15      ;Rivierenland                                      ;ZK16      ;Nijmegen                                          ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;27644;1438
69;Dalfsen;GM0148    ;Dalfsen                                           ;Dalfsen                                           ;AM36      ;Regio Zwolle                                      ;AR06      ;Overijssel                                        ;CR10      ;Noord-Overijssel                                  ;CS100     ;Noord-Overijssel                                  ;CP1000    ;Noord-Overijssel                                  ;GG1009    ;GGD IJsselland                                    ;JZ07      ;IJsselland                                        ;KK43      ;Oost                                              ;LB2301    ;Weidegebied in Overijssel                         ;LG03      ;Noordelijk Weidegebied                            ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL21      ;Overijssel                                        ;NL211     ;Noord-Overijssel                                  ;RE02      ;Oost-Nederland                                    ;PV23      ;Overijssel                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP06      ;IJssel en Vecht                                   ;TR11      ;Twente, Salland en Vechtstreek                    ;VR04      ;IJsselland                                        ;WG10      ;IJssel-Vecht                                      ;ZK32      ;Zwolle                                            ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;27916;492
70;Dantumadiel;GM1891    ;Dantumadiel                                       ;Dantumadiel                                       ;AM02      ;Friesland                                         ;AR05      ;Noord-Nederland                                   ;CR04      ;Noord-Friesland                                   ;CS040     ;Noord-Friesland                                   ;CP0400    ;Noord-Friesland                                   ;GG7206    ;GGD Fryslân                                       ;JZ02      ;Friesland (Fryslân)                               ;KK42      ;Noord                                             ;LB2103    ;De Wouden                                         ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;NL1       ;Noord-Nederland                                   ;NL12      ;Friesland (NL)                                    ;NL121     ;Noord-Friesland                                   ;RE01      ;Noord-Nederland                                   ;PV21      ;Friesland                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP04      ;Fryslân                                           ;TR17      ;Overig Nederland                                  ;VR02      ;Fryslân                                           ;WG04      ;Friesland-Noord                                   ;ZK08      ;Friesland                                         ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;19015;442
71;Delft;GM0503    ;Delft                                             ;Delft                                             ;AM21      ;Haaglanden                                        ;AR07      ;Den Haag                                          ;CR27      ;Delft en Westland                                 ;CS270     ;Delft en Westland                                 ;CP2700    ;Delft en Westland                                 ;GG7014    ;GGD Haaglanden                                    ;JZ24      ;Haaglanden                                        ;KK45      ;Zuidwest                                          ;LB2809    ;Westland en Zuidhollandse Droogmakerijen          ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL33      ;Zuid-Holland                                      ;NL333     ;Delft en Westland                                 ;RE06      ;Den Haag                                          ;PV28      ;Zuid-Holland                                      ;RT13      ;Gerechtshof Den Haag                              ;RP22      ;Haaglanden                                        ;TR17      ;Overig Nederland                                  ;VR15      ;Haaglanden                                        ;WG28      ;Haaglanden                                        ;ZK33      ;Westland Schieland Delfland                       ;6;100 000 tot 150 000 inwoners                      ;1;Zeer sterk stedelijk     ;101034;3472
72;Delfzijl;GM0010    ;Delfzijl                                          ;Delfzijl                                          ;AM01      ;Groningen                                         ;AR05      ;Noord-Nederland                                   ;CR02      ;Delfzijl en omgeving                              ;CS020     ;Delfzijl en omgeving                              ;CP0200    ;Delfzijl en omgeving                              ;GG0111    ;GGD Groningen                                     ;JZ01      ;Groningen                                         ;KK42      ;Noord                                             ;LB2003    ;Oostelijke Bouwstreek in Groningen                ;LG02      ;Veenkoloniën en Oldambt                           ;LD01      ;Noord-Nederland                                   ;NL1       ;Noord-Nederland                                   ;NL11      ;Groningen                                         ;NL112     ;Delfzijl en omgeving                              ;RE01      ;Noord-Nederland                                   ;PV20      ;Groningen                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP01      ;Noord-Groningen                                   ;TR17      ;Overig Nederland                                  ;VR01      ;Groningen                                         ;WG02      ;Noord-Groningen en Eemsmond                       ;ZK09      ;Groningen                                         ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;25068;681
73;Deurne;GM0762    ;Deurne                                            ;Deurne                                            ;AM32      ;Helmond-De Peel                                   ;AR10      ;Oost-Brabant                                      ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;JZ39      ;Zuidoost-Brabant                                  ;KK44      ;Zuid                                              ;LB3010    ;Westelijk Peelgebied                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL414     ;Zuidoost-Noord-Brabant                            ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP28      ;Zuidoost-Brabant                                  ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR22      ;Brabant-Zuidoost                                  ;WG37      ;Zuidoost-Brabant                                  ;ZK30      ;Zuidoost-Brabant                                  ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;31878;835
74;Deventer;GM0150    ;Deventer                                          ;Deventer                                          ;AM06      ;Stedendriehoek en Noordwest Veluwe                ;AR06      ;Overijssel                                        ;CR11      ;Zuidwest-Overijssel                               ;CS110     ;Zuidwest-Overijssel                               ;CP1100    ;Zuidwest-Overijssel                               ;GG1009    ;GGD IJsselland                                    ;JZ07      ;IJsselland                                        ;KK43      ;Oost                                              ;LB2304    ;Salland                                           ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL21      ;Overijssel                                        ;NL212     ;Zuidwest-Overijssel                               ;RE02      ;Oost-Nederland                                    ;PV23      ;Overijssel                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP09      ;Stedendriehoek                                    ;TR11      ;Twente, Salland en Vechtstreek                    ;VR04      ;IJsselland                                        ;WG11      ;Stedendriehoek                                    ;ZK14      ;Midden-IJssel                                     ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;98869;1724
75;Diemen;GM0384    ;Diemen                                            ;Diemen                                            ;AM18      ;Groot Amsterdam                                   ;AR01      ;Amsterdam                                         ;CR23      ;Groot-Amsterdam                                   ;CS232     ;Overig Groot-Amsterdam                            ;CP2321    ;Overig Agglomeratie Amsterdam                     ;GG3406    ;GGD Amsterdam                                     ;JZ13      ;Amsterdam-Amstelland                              ;KK41      ;Noordwest                                         ;LB2707    ;'t Gein en Gooiland                               ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL32      ;Noord-Holland                                     ;NL326     ;Groot-Amsterdam                                   ;RE05      ;Amsterdam                                         ;PV27      ;Noord-Holland                                     ;RT11      ;Gerechtshof Amsterdam                             ;RP20      ;Zuidelijk Noord-Holland                           ;TR17      ;Overig Nederland                                  ;VR13      ;Amsterdam-Amstelland                              ;WG21      ;Agglomeratie Amsterdam                            ;ZK02      ;Amsterdam                                         ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;26840;2434
76;Dinkelland;GM1774    ;Dinkelland                                        ;Dinkelland                                        ;AM05      ;Twente                                            ;AR06      ;Overijssel                                        ;CR12      ;Twente                                            ;CS120     ;Twente                                            ;CP1200    ;Twente                                            ;GG1106    ;GGD Regio Twente                                  ;JZ14      ;Twente                                            ;KK43      ;Oost                                              ;LB2303    ;Twente                                            ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL21      ;Overijssel                                        ;NL213     ;Twente                                            ;RE02      ;Oost-Nederland                                    ;PV23      ;Overijssel                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP07      ;Twente                                            ;TR11      ;Twente, Salland en Vechtstreek                    ;VR05      ;Twente                                            ;WG12      ;Twente                                            ;ZK22      ;Twente                                            ;4;20 000 tot 50 000 inwoners                        ;5;Niet stedelijk           ;26120;453
77;Doesburg;GM0221    ;Doesburg                                          ;Doesburg                                          ;AM07      ;Midden-Gelderland                                 ;AR03      ;Gelderland                                        ;CR15      ;Arnhem/Nijmegen                                   ;CS150     ;Arnhem/Nijmegen                                   ;CP1500    ;Arnhem/Nijmegen                                   ;GG1911    ;Veiligheids- en Gezondheidsregio Gelderland-Midden;JZ28      ;Arnhem                                            ;KK43      ;Oost                                              ;LB2502    ;IJsselstreek                                      ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL22      ;Gelderland                                        ;NL226     ;Arnhem/Nijmegen                                   ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP11      ;IJssel en Rijn                                    ;TR10      ;Achterhoek                                        ;VR07      ;Gelderland-Midden                                 ;WG14      ;Arnhem/Nijmegen                                   ;ZK04      ;Arnhem                                            ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;11336;848
78;Doetinchem;GM0222    ;Doetinchem                                        ;Doetinchem                                        ;AM09      ;Achterhoek                                        ;AR03      ;Gelderland                                        ;CR14      ;Achterhoek                                        ;CS140     ;Achterhoek                                        ;CP1400    ;Achterhoek                                        ;GG1413    ;GGD Noord- en Oost-Gelderland                     ;JZ25      ;Achterhoek                                        ;KK43      ;Oost                                              ;LB2508    ;Achterhoek                                        ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL22      ;Gelderland                                        ;NL225     ;Achterhoek                                        ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP12      ;Achterhoek                                        ;TR10      ;Achterhoek                                        ;VR06      ;Noord- en Oost-Gelderland                         ;WG13      ;Oost-Gelderland                                   ;ZK04      ;Arnhem                                            ;5;50 000 tot 100 000 inwoners                       ;3;Matig stedelijk          ;56827;1115
79;Dongen;GM0766    ;Dongen                                            ;Dongen                                            ;AM26      ;Midden-Brabant                                    ;AR11      ;Zeeland-West-Brabant                              ;CR34      ;Midden-Noord-Brabant                              ;CS340     ;Midden-Noord-Brabant                              ;CP3400    ;Midden-Noord-Brabant                              ;GG5406    ;GGD Hart voor Brabant                             ;JZ35      ;Midden-Brabant                                    ;KK44      ;Zuid                                              ;LB3008    ;Midden-Noord-Brabant                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL412     ;Midden-Noord-Brabant                              ;RE08      ;Zeeland - West-Brabant                            ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP26      ;Midden-Brabant                                    ;TR13      ;West- en Midden-Brabant                           ;VR20      ;Midden- en West-Brabant                           ;WG35      ;Midden-Brabant                                    ;ZK12      ;Midden-Brabant                                    ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;25413;1141
