ID;BedrijfstakkenBranchesSBI2008;Bedrijfsomvang;Perioden;Percentage0EnKleinerDan0_1;PercentageGroterDan0TotEnMet5_2;PercentageGroterDan5TotEnMet7_3;PercentageGroterDan7TotEnMet10_4;PercentageGroterDan10_5;Percentage0EnKleinerDan0_6;PercentageGroterDan0TotEnMet10_7;PercentageGroterDan10TotEnMet20_8;PercentageGroterDan20TotEnMet30_9;PercentageGroterDan30_10;Percentage0EnKleinerDan0_11;PercentageGroterDan0TotEnMet10_12;PercentageGroterDan10TotEnMet20_13;PercentageGroterDan20TotEnMet30_14;PercentageGroterDan30_15;Ratio0EnKleinerDan0_16;RatioGroterDan0TotEnMet05_17;RatioGroterDan05TotEnMet1_18;RatioGroterDan1_19;Ratio0EnKleinerDan0_20;RatioGroterDan0TotEnMet11_21;RatioGroterDan11TotEnMet15_22;RatioGroterDan15_23;Percentage0EnKleinerDan0_24;PercentageGroterDan0TotEnMet20_25;PercentageGroterDan20TotEnMet35_26;PercentageGroterDan35_27
0;01 Landbouw;1 werkzame persoon;2006;19.4;42.4;9.4;4.6;24.2;32.5;22.4;10.4;7.3;27.4;33.6;37.2;11.8;6.2;11.3;6.8;25.7;13.8;53.8;4.6;39.3;7.2;48.8;24.0;15.6;11.5;48.9
1;01 Landbouw;1 werkzame persoon;2007;19.0;35.8;10.2;7.7;27.4;30.8;25.1;11.1;7.9;25.1;29.4;42.1;11.5;6.5;10.5;7.1;28.1;12.7;52.1;4.7;40.0;8.5;46.8;29.6;13.5;10.7;46.3
2;01 Landbouw;1 werkzame persoon;2008;14.7;39.9;15.8;8.1;21.6;33.1;21.3;13.4;8.5;23.7;33.3;37.2;14.6;5.5;9.5;6.1;29.0;15.0;49.9;3.8;42.0;8.1;46.1;23.0;15.2;11.1;50.7
3;01 Landbouw;1 werkzame persoon;2009;13.8;42.4;13.5;8.2;22.2;34.5;23.7;12.3;7.8;21.8;33.0;39.2;13.4;5.4;9.0;2.9;18.4;11.9;66.8;1.6;29.1;7.4;61.9;21.2;13.9;11.1;53.8
4;01 Landbouw;1 werkzame persoon;2010;17.8;43.6;11.5;6.1;21.0;28.4;27.6;14.2;6.9;22.9;28.1;43.1;13.6;6.5;8.7;1.9;17.9;11.6;68.7;1.0;27.5;5.9;65.6;18.9;12.1;11.8;57.3
5;01 Landbouw;1 werkzame persoon;2011;19.4;45.9;10.7;6.0;18.0;32.2;27.4;12.8;8.0;19.6;30.1;43.1;12.2;5.8;8.8;2.4;18.4;10.1;69.2;1.3;27.8;6.7;64.2;18.0;12.5;9.4;60.0
6;01 Landbouw;1 werkzame persoon;2012;20.7;49.0;9.6;5.1;15.7;25.4;29.3;18.2;6.0;21.3;24.5;46.1;16.7;5.8;6.9;2.4;15.5;12.5;69.6;1.5;27.3;5.8;65.4;17.2;12.2;9.6;61.0
7;01 Landbouw;1 werkzame persoon;2013;20.1;50.3;8.6;5.8;15.1;26.4;31.1;16.6;7.3;18.6;24.7;48.1;15.0;6.1;6.1;2.5;15.5;10.9;71.1;1.3;24.9;7.1;66.8;15.1;13.9;9.2;61.8
8;01 Landbouw;2 tot 10 werkzame personen;2006;10.4;55.6;13.4;6.8;13.8;24.8;17.1;17.4;9.5;31.2;24.2;40.1;20.7;7.3;7.7;3.0;29.8;20.3;46.9;1.3;40.3;12.2;46.3;21.1;19.4;14.8;44.8
9;01 Landbouw;2 tot 10 werkzame personen;2007;9.6;52.7;17.4;7.3;13.1;22.8;18.2;14.9;10.6;33.5;24.5;38.0;21.1;7.5;8.9;3.4;30.7;21.0;44.9;1.6;42.6;11.7;44.2;20.5;20.4;14.2;44.9
10;01 Landbouw;2 tot 10 werkzame personen;2008;8.5;47.1;23.3;8.1;13.0;27.3;19.4;14.8;12.0;26.5;26.2;40.5;20.1;6.4;6.8;4.1;31.8;21.1;43.1;2.3;39.3;12.6;45.8;23.4;18.7;14.2;43.7
11;01 Landbouw;2 tot 10 werkzame personen;2009;7.5;53.1;19.2;8.5;11.7;35.5;18.7;14.3;10.7;20.9;34.4;39.6;16.2;4.9;4.9;1.2;21.8;15.7;61.3;0.5;27.0;9.7;62.9;23.1;20.6;13.9;42.4
12;01 Landbouw;2 tot 10 werkzame personen;2010;6.8;58.7;17.8;5.9;10.8;28.3;23.2;16.3;9.6;22.7;25.4;45.0;17.4;6.1;6.2;1.9;22.0;15.3;60.8;0.9;28.5;9.8;60.8;20.4;18.9;12.7;48.0
13;01 Landbouw;2 tot 10 werkzame personen;2011;9.1;67.4;11.3;4.4;7.8;31.4;23.5;14.8;9.1;21.3;29.0;43.7;15.4;5.5;6.4;1.7;21.0;16.1;61.2;0.4;31.0;11.1;57.6;18.6;17.2;14.6;49.5
14;01 Landbouw;2 tot 10 werkzame personen;2012;8.9;68.9;11.2;3.5;7.5;23.5;26.4;16.4;11.1;22.6;21.7;47.9;18.1;6.8;5.4;1.4;21.6;17.3;59.7;0.7;30.7;11.3;57.3;17.4;17.7;13.8;51.1
15;01 Landbouw;2 tot 10 werkzame personen;2013;8.4;70.3;10.9;3.3;7.0;22.6;26.2;18.1;9.7;23.4;21.7;49.4;18.0;5.5;5.4;1.5;21.5;18.3;58.7;0.7;31.1;11.4;56.8;16.7;17.3;14.0;51.9
16;01 Landbouw;10 tot 50 werkzame personen;2006;3.0;73.7;14.9;4.8;3.7;19.2;17.1;14.9;15.6;33.1;16.8;44.6;27.0;7.0;4.6;2.0;30.5;27.5;40.1;0.8;42.7;19.1;37.5;22.0;26.9;19.2;31.9
17;01 Landbouw;10 tot 50 werkzame personen;2007;3.3;69.0;18.2;5.7;3.9;16.9;14.0;16.3;10.4;42.3;13.4;45.1;25.7;8.9;6.8;1.5;28.9;30.6;39.0;0.9;43.3;18.1;37.6;21.6;26.9;18.2;33.3
18;01 Landbouw;10 tot 50 werkzame personen;2008;3.0;54.9;29.6;7.7;4.8;22.8;17.1;19.5;10.4;30.2;20.7;48.4;20.3;5.7;4.9;1.8;31.0;29.6;37.7;0.4;43.8;13.5;42.3;20.4;28.0;18.4;33.2
19;01 Landbouw;10 tot 50 werkzame personen;2009;2.6;65.3;22.0;6.6;3.6;35.3;18.6;16.2;10.7;19.1;31.0;45.0;14.6;4.7;4.7;1.0;20.5;21.6;56.9;0.2;27.9;16.8;55.1;21.8;26.5;18.9;32.8
20;01 Landbouw;10 tot 50 werkzame personen;2010;1.8;69.9;19.7;5.7;2.9;28.7;20.9;16.4;8.7;25.3;22.1;52.7;16.4;5.7;3.0;0.6;24.6;23.6;51.2;0.2;33.7;15.0;51.2;20.2;27.3;16.9;35.7
21;01 Landbouw;10 tot 50 werkzame personen;2011;3.6;82.1;10.7;2.0;1.7;34.0;21.1;19.1;8.6;17.3;26.9;53.5;14.2;3.6;1.8;0.9;23.7;22.9;52.5;0.0;36.1;19.2;44.7;20.7;25.3;18.3;35.7
22;01 Landbouw;10 tot 50 werkzame personen;2012;3.3;84.6;8.9;1.8;1.4;21.6;24.8;17.9;11.5;24.3;15.5;59.6;17.7;4.8;2.4;0.7;22.6;22.8;53.9;0.3;33.4;18.9;47.4;18.0;25.6;17.6;38.9
23;01 Landbouw;10 tot 50 werkzame personen;2013;3.0;86.7;7.7;2.1;0.5;19.5;24.5;19.6;11.2;25.3;17.5;56.9;17.6;4.4;3.6;0.7;22.4;21.3;55.6;0.0;34.4;16.0;49.7;15.7;24.4;19.8;40.1
24;01 Landbouw;50 tot 100 werkzame personen;2006;2.6;84.6;12.8;0.0;0.0;17.1;20.0;11.4;8.6;42.9;7.7;51.3;23.1;10.3;7.7;0.0;20.5;46.2;33.3;0.0;59.0;23.1;18.0;10.3;41.0;12.8;35.9
25;01 Landbouw;50 tot 100 werkzame personen;2007;0.0;84.2;13.2;2.6;0.0;8.8;5.9;11.8;23.5;50.0;5.3;39.5;36.8;15.8;2.6;0.0;13.2;47.4;39.5;0.0;50.0;34.2;15.8;10.5;44.7;18.4;26.3
26;01 Landbouw;50 tot 100 werkzame personen;2008;0.0;75.6;19.5;4.9;0.0;27.3;18.2;9.1;15.2;30.3;22.0;34.1;34.1;4.9;4.9;0.0;31.7;39.0;29.3;0.0;56.1;17.1;26.8;19.5;36.6;24.4;19.5
27;01 Landbouw;50 tot 100 werkzame personen;2009;0.0;96.0;4.0;0.0;0.0;39.1;8.7;8.7;17.4;26.1;24.0;48.0;24.0;0.0;4.0;0.0;16.0;28.0;56.0;0.0;28.0;20.0;52.0;8.0;36.0;20.0;36.0
28;01 Landbouw;50 tot 100 werkzame personen;2010;2.3;79.1;14.0;4.7;0.0;25.6;15.4;7.7;15.4;35.9;14.0;51.2;23.3;9.3;2.3;0.0;16.3;25.6;58.1;0.0;32.6;30.2;37.2;9.3;30.2;32.6;27.9
29;01 Landbouw;50 tot 100 werkzame personen;2011;5.0;82.5;10.0;0.0;2.5;27.0;29.7;8.1;16.2;18.9;17.5;52.5;22.5;7.5;0.0;0.0;22.5;22.5;55.0;0.0;32.5;17.5;50.0;7.5;32.5;20.0;40.0
30;01 Landbouw;50 tot 100 werkzame personen;2012;3.1;87.5;9.4;0.0;0.0;12.5;8.3;33.3;20.8;25.0;15.6;56.2;25.0;3.1;0.0;0.0;15.6;37.5;46.9;0.0;40.6;31.3;28.1;25.0;37.5;15.6;21.9
31;01 Landbouw;50 tot 100 werkzame personen;2013;2.9;91.4;2.9;0.0;2.9;6.9;6.9;31.0;24.1;31.0;14.3;62.9;14.3;2.9;5.7;0.0;31.4;25.7;42.9;0.0;45.7;20.0;34.3;17.1;42.9;20.0;20.0
32;01 Landbouw;100 tot 250 werkzame personen;2006;0.0;75.0;8.3;16.7;0.0;9.1;18.2;27.3;18.2;27.3;8.3;33.3;25.0;25.0;8.3;0.0;25.0;25.0;50.0;0.0;50.0;0.0;50.0;8.3;8.3;16.7;66.7
33;01 Landbouw;100 tot 250 werkzame personen;2007;0.0;78.6;21.4;0.0;0.0;14.3;28.6;14.3;28.6;14.3;14.3;42.9;28.6;7.1;7.1;0.0;28.6;28.6;42.9;0.0;57.1;14.3;28.6;0.0;14.3;28.6;57.1
34;01 Landbouw;100 tot 250 werkzame personen;2008;0.0;91.7;0.0;8.3;0.0;16.7;25.0;0.0;33.3;25.0;16.7;33.3;25.0;25.0;0.0;0.0;8.3;58.3;33.3;0.0;50.0;8.3;41.7;0.0;16.7;0.0;83.3
35;01 Landbouw;100 tot 250 werkzame personen;2009;9.1;90.9;0.0;0.0;0.0;9.1;36.4;27.3;18.2;9.1;0.0;81.8;18.2;0.0;0.0;0.0;0.0;36.4;63.6;0.0;18.2;36.4;45.5;0.0;18.2;27.3;54.5
36;01 Landbouw;100 tot 250 werkzame personen;2010;10.0;90.0;0.0;0.0;0.0;10.0;40.0;10.0;20.0;20.0;10.0;60.0;30.0;0.0;0.0;0.0;20.0;30.0;50.0;0.0;40.0;20.0;40.0;0.0;10.0;20.0;70.0
37;01 Landbouw;100 tot 250 werkzame personen;2011;0.0;93.8;0.0;6.2;0.0;20.0;33.3;20.0;13.3;13.3;6.2;68.8;18.8;0.0;6.2;0.0;12.5;56.3;31.3;0.0;37.5;25.0;37.5;6.2;12.5;25.0;56.2
38;01 Landbouw;100 tot 250 werkzame personen;2012;5.0;85.0;5.0;5.0;0.0;26.3;26.3;15.8;10.5;21.1;20.0;60.0;10.0;0.0;10.0;0.0;40.0;30.0;30.0;0.0;25.0;40.0;35.0;5.0;25.0;15.0;55.0
39;01 Landbouw;100 tot 250 werkzame personen;2013;4.3;91.3;4.3;0.0;0.0;22.7;40.9;4.6;18.2;13.6;13.0;65.2;13.0;4.3;4.3;0.0;17.4;47.8;34.8;0.0;43.5;21.7;34.8;4.3;26.1;8.7;60.9
40;01 Landbouw;250 of meer werkzame personen;2006;12.5;25.0;50.0;12.5;0.0;0.0;12.5;37.5;37.5;12.5;0.0;50.0;12.5;25.0;12.5;0.0;12.5;50.0;37.5;0.0;25.0;25.0;50.0;0.0;0.0;0.0;100.0
41;01 Landbouw;250 of meer werkzame personen;2007;0.0;57.1;42.9;0.0;0.0;0.0;0.0;28.6;57.1;14.3;0.0;14.3;71.4;14.3;0.0;0.0;14.3;42.9;42.9;0.0;42.9;14.3;42.9;0.0;0.0;14.3;85.7
42;01 Landbouw;250 of meer werkzame personen;2008;12.5;75.0;0.0;0.0;12.5;12.5;12.5;25.0;50.0;0.0;12.5;50.0;25.0;12.5;0.0;0.0;25.0;37.5;37.5;0.0;37.5;25.0;37.5;0.0;0.0;12.5;87.5
43;01 Landbouw;250 of meer werkzame personen;2009;0.0;100.0;0.0;0.0;0.0;14.3;14.3;42.9;0.0;28.6;0.0;57.1;14.3;28.6;0.0;0.0;14.3;28.6;57.1;0.0;14.3;14.3;71.4;0.0;0.0;14.3;85.7
44;01 Landbouw;250 of meer werkzame personen;2010;11.1;77.8;11.1;0.0;0.0;0.0;33.3;33.3;11.1;22.2;0.0;44.4;55.6;0.0;0.0;0.0;22.2;22.2;55.6;0.0;22.2;11.1;66.7;0.0;0.0;22.2;77.8
45;01 Landbouw;250 of meer werkzame personen;2011;14.3;85.7;0.0;0.0;0.0;0.0;28.6;42.9;28.6;0.0;0.0;57.1;42.9;0.0;0.0;0.0;14.3;42.9;42.9;0.0;28.6;14.3;57.1;0.0;0.0;42.9;57.1
46;01 Landbouw;250 of meer werkzame personen;2012;18.2;81.8;0.0;0.0;0.0;9.1;27.3;54.6;9.1;0.0;9.1;63.6;27.3;0.0;0.0;0.0;18.2;18.2;63.6;0.0;27.3;36.4;36.4;0.0;18.2;18.2;63.6
47;01 Landbouw;250 of meer werkzame personen;2013;11.1;88.9;0.0;0.0;0.0;22.2;22.2;55.6;0.0;0.0;0.0;66.7;33.3;0.0;0.0;0.0;44.4;11.1;44.4;0.0;44.4;11.1;44.4;0.0;22.2;11.1;66.7
48;02 Bosbouw;1 werkzame persoon;2006;;;0.0;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0;;0.0;0.0;;
49;02 Bosbouw;1 werkzame persoon;2007;60.0;20.0;0.0;0.0;20.0;50.0;0.0;25.0;0.0;25.0;60.0;0.0;20.0;0.0;20.0;0.0;40.0;20.0;40.0;0.0;40.0;0.0;60.0;20.0;20.0;0.0;60.0
50;02 Bosbouw;1 werkzame persoon;2008;42.9;21.4;14.3;0.0;21.4;27.3;0.0;18.2;27.3;27.3;35.7;28.6;21.4;7.1;7.1;0.0;23.1;23.1;53.9;0.0;35.7;21.4;42.9;21.4;0.0;7.1;71.4
51;02 Bosbouw;1 werkzame persoon;2009;25.0;25.0;0.0;12.5;37.5;37.5;0.0;12.5;12.5;37.5;25.0;25.0;37.5;0.0;12.5;0.0;25.0;0.0;75.0;0.0;25.0;12.5;62.5;0.0;12.5;12.5;75.0
52;02 Bosbouw;1 werkzame persoon;2010;40.0;40.0;0.0;0.0;20.0;40.0;0.0;0.0;0.0;60.0;40.0;0.0;0.0;40.0;20.0;0.0;0.0;20.0;80.0;0.0;20.0;20.0;60.0;0.0;0.0;20.0;80.0
53;02 Bosbouw;1 werkzame persoon;2011;50.0;25.0;0.0;0.0;25.0;50.0;0.0;25.0;0.0;25.0;25.0;25.0;25.0;0.0;25.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0
54;02 Bosbouw;1 werkzame persoon;2012;50.0;25.0;0.0;0.0;25.0;25.0;25.0;0.0;0.0;50.0;0.0;50.0;0.0;0.0;50.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0
55;02 Bosbouw;1 werkzame persoon;2013;37.5;37.5;0.0;0.0;25.0;50.0;25.0;0.0;12.5;12.5;37.5;50.0;12.5;0.0;0.0;0.0;0.0;25.0;75.0;0.0;25.0;0.0;75.0;0.0;12.5;12.5;75.0
56;02 Bosbouw;2 tot 10 werkzame personen;2006;35.7;35.7;14.3;0.0;14.3;46.2;7.7;7.7;23.1;15.4;42.9;35.7;7.1;14.3;0.0;0.0;23.1;61.5;15.4;0.0;64.3;7.1;28.6;7.1;28.6;28.6;35.7
57;02 Bosbouw;2 tot 10 werkzame personen;2007;33.3;40.0;13.3;0.0;13.3;21.4;7.1;14.3;7.1;50.0;26.7;26.7;20.0;13.3;13.3;0.0;13.3;46.7;40.0;0.0;66.7;6.7;26.7;6.7;20.0;20.0;53.3
58;02 Bosbouw;2 tot 10 werkzame personen;2008;14.3;28.6;21.4;7.1;28.6;30.8;15.4;23.1;7.7;23.1;21.4;35.7;14.3;21.4;7.1;0.0;14.3;35.7;50.0;0.0;50.0;28.6;21.4;7.1;28.6;35.7;28.6
59;02 Bosbouw;2 tot 10 werkzame personen;2009;18.8;31.2;18.8;18.8;12.5;58.3;16.7;8.3;8.3;8.3;50.0;31.2;12.5;0.0;6.2;0.0;18.8;6.3;75.0;0.0;25.0;25.0;50.0;25.0;18.8;18.8;37.5
60;02 Bosbouw;2 tot 10 werkzame personen;2010;22.7;9.1;27.3;18.2;22.7;33.3;16.7;27.8;0.0;22.2;36.4;45.5;9.1;4.5;4.5;0.0;23.8;14.3;61.9;0.0;27.3;27.3;45.5;18.2;22.7;27.3;31.8
61;02 Bosbouw;2 tot 10 werkzame personen;2011;19.0;42.9;9.5;14.3;14.3;11.1;22.2;44.4;11.1;11.1;9.5;38.1;38.1;4.8;9.5;0.0;19.1;19.1;61.9;0.0;33.3;9.5;57.1;14.3;23.8;14.3;47.6
62;02 Bosbouw;2 tot 10 werkzame personen;2012;14.3;52.4;9.5;9.5;14.3;37.5;12.5;12.5;12.5;25.0;38.1;28.6;23.8;4.8;4.8;0.0;14.3;33.3;52.4;0.0;42.9;23.8;33.3;23.8;9.5;33.3;33.3
63;02 Bosbouw;2 tot 10 werkzame personen;2013;20.0;50.0;10.0;5.0;15.0;20.0;20.0;40.0;6.7;13.3;30.0;35.0;30.0;0.0;5.0;0.0;20.0;25.0;55.0;0.0;40.0;15.0;45.0;25.0;5.0;30.0;40.0
64;02 Bosbouw;10 tot 50 werkzame personen;2006;;0.0;;0.0;0.0;0.0;0.0;0.0;;;0.0;;;0.0;0.0;0.0;0.0;;;0.0;;;0.0;0.0;;0.0;0.0
65;02 Bosbouw;10 tot 50 werkzame personen;2007;25.0;0.0;25.0;50.0;0.0;33.3;0.0;0.0;33.3;33.3;50.0;0.0;50.0;0.0;0.0;0.0;50.0;0.0;50.0;0.0;50.0;25.0;25.0;25.0;25.0;50.0;0.0
66;02 Bosbouw;10 tot 50 werkzame personen;2008;20.0;40.0;40.0;0.0;0.0;0.0;20.0;60.0;0.0;20.0;0.0;60.0;40.0;0.0;0.0;0.0;40.0;60.0;0.0;0.0;80.0;0.0;20.0;0.0;40.0;20.0;40.0
67;02 Bosbouw;10 tot 50 werkzame personen;2009;50.0;33.3;16.7;0.0;0.0;16.7;33.3;16.7;16.7;16.7;0.0;100.0;0.0;0.0;0.0;0.0;16.7;16.7;66.7;0.0;16.7;66.7;16.7;0.0;33.3;33.3;33.3
68;02 Bosbouw;10 tot 50 werkzame personen;2010;33.3;66.7;0.0;0.0;0.0;16.7;33.3;16.7;33.3;0.0;16.7;83.3;0.0;0.0;0.0;0.0;0.0;33.3;66.7;0.0;33.3;66.7;0.0;0.0;33.3;33.3;33.3
69;02 Bosbouw;10 tot 50 werkzame personen;2011;37.5;62.5;0.0;0.0;0.0;14.3;14.3;42.9;0.0;28.6;12.5;87.5;0.0;0.0;0.0;0.0;0.0;37.5;62.5;0.0;12.5;50.0;37.5;12.5;37.5;12.5;37.5
70;02 Bosbouw;10 tot 50 werkzame personen;2012;37.5;62.5;0.0;0.0;0.0;0.0;12.5;50.0;12.5;25.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;25.0;75.0;0.0;25.0;50.0;25.0;0.0;37.5;12.5;50.0
71;02 Bosbouw;10 tot 50 werkzame personen;2013;33.3;66.7;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;66.7;33.3;0.0;83.3;0.0;16.7;16.7;33.3;16.7;33.3
72;02 Bosbouw;50 tot 100 werkzame personen;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
73;02 Bosbouw;50 tot 100 werkzame personen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74;02 Bosbouw;50 tot 100 werkzame personen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
75;02 Bosbouw;50 tot 100 werkzame personen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
76;02 Bosbouw;50 tot 100 werkzame personen;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
77;02 Bosbouw;50 tot 100 werkzame personen;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
78;02 Bosbouw;50 tot 100 werkzame personen;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
79;02 Bosbouw;50 tot 100 werkzame personen;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80;02 Bosbouw;100 tot 250 werkzame personen;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
81;02 Bosbouw;100 tot 250 werkzame personen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
82;02 Bosbouw;100 tot 250 werkzame personen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83;02 Bosbouw;100 tot 250 werkzame personen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84;02 Bosbouw;100 tot 250 werkzame personen;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
85;02 Bosbouw;100 tot 250 werkzame personen;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
86;02 Bosbouw;100 tot 250 werkzame personen;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
87;02 Bosbouw;100 tot 250 werkzame personen;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
88;02 Bosbouw;250 of meer werkzame personen;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
89;02 Bosbouw;250 of meer werkzame personen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
90;02 Bosbouw;250 of meer werkzame personen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
91;02 Bosbouw;250 of meer werkzame personen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
92;02 Bosbouw;250 of meer werkzame personen;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
93;02 Bosbouw;250 of meer werkzame personen;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
94;02 Bosbouw;250 of meer werkzame personen;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
95;02 Bosbouw;250 of meer werkzame personen;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
96;03 Visserij;1 werkzame persoon;2006;44.8;31.0;13.8;3.4;6.9;33.3;33.3;0.0;4.8;28.6;48.3;24.1;10.3;0.0;17.2;7.7;26.9;19.2;46.2;7.7;46.2;11.5;34.6;27.6;6.9;3.4;62.1
97;03 Visserij;1 werkzame persoon;2007;36.2;19.1;8.5;12.8;23.4;27.0;27.0;10.8;10.8;24.3;29.8;29.8;17.0;4.3;19.1;9.3;20.9;4.7;65.1;9.1;29.6;2.3;59.1;21.3;10.6;8.5;59.6
98;03 Visserij;1 werkzame persoon;2008;27.6;30.3;15.8;5.3;21.1;40.7;16.7;14.8;3.7;24.1;42.7;24.0;12.0;8.0;13.3;8.8;23.5;14.7;52.9;8.8;36.8;5.9;48.5;28.0;10.7;8.0;53.3
99;03 Visserij;1 werkzame persoon;2009;33.9;29.0;9.7;11.3;16.1;39.0;24.4;7.3;12.2;17.1;40.3;29.0;14.5;3.2;12.9;5.0;20.0;5.0;70.0;3.3;26.2;4.9;65.6;33.9;8.1;3.2;54.8
