ID;Geslacht;Leeftijd;Nationaliteit;CaribischNederland;Perioden;BevolkingOp1Januari_1
95;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Sint Eustatius;2022;664
96;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Sint Eustatius;2023;712
97;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Sint Eustatius;2024;701
98;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2011;736
99;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2012;897
100;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2013;921
101;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2014;769
102;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2015;694
103;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2016;786
104;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2017;843
105;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2018;970
106;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2019;722
107;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2020;761
108;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2021;735
109;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2022;733
110;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2023;863
111;Totaal mannen en vrouwen;Totaal;Totaal niet-Nederlands;Saba;2024;890
112;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2011;55
113;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2012;55
114;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2013;65
115;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2014;60
116;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2015;57
117;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2016;35
118;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2017;27
119;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2018;23
120;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2019;22
121;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2020;25
122;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2021;31
123;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2022;30
124;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2023;39
125;Totaal mannen en vrouwen;Totaal;Afrika;Caribisch Nederland;2024;44
126;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2011;28
127;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2012;27
128;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2013;31
129;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2014;32
130;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2015;30
131;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2016;28
132;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2017;20
133;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2018;12
134;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2019;17
135;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2020;17
136;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2021;20
137;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2022;19
138;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2023;18
139;Totaal mannen en vrouwen;Totaal;Afrika;Bonaire;2024;25
140;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2011;22
141;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2012;21
142;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2013;21
143;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2014;21
144;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2015;19
145;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2016;0
146;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2017;0
147;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2018;0
148;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2019;0
149;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2020;0
150;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2021;3
151;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2022;2
152;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2023;4
153;Totaal mannen en vrouwen;Totaal;Afrika;Sint Eustatius;2024;5
154;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2011;5
155;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2012;7
156;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2013;13
157;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2014;7
158;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2015;8
159;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2016;7
160;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2017;7
161;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2018;11
162;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2019;5
163;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2020;8
164;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2021;8
165;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2022;9
166;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2023;17
167;Totaal mannen en vrouwen;Totaal;Afrika;Saba;2024;14
168;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2011;335
169;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2012;364
170;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2013;396
171;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2014;426
172;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2015;427
173;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2016;447
174;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2017;454
175;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2018;496
176;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2019;498
177;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2020;515
178;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2021;517
179;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2022;548
180;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2023;596
181;Totaal mannen en vrouwen;Totaal;Azië;Caribisch Nederland;2024;632
182;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2011;209
183;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2012;228
184;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2013;256
185;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2014;298
186;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2015;298
187;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2016;325
188;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2017;332
189;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2018;374
190;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2019;389
191;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2020;405
192;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2021;411
193;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2022;419
194;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2023;438
195;Totaal mannen en vrouwen;Totaal;Azië;Bonaire;2024;471
196;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2011;75
197;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2012;76
198;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2013;89
199;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2014;87
200;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2015;82
201;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2016;70
202;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2017;74
203;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2018;66
204;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2019;51
205;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2020;41
206;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2021;41
207;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2022;61
208;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2023;68
209;Totaal mannen en vrouwen;Totaal;Azië;Sint Eustatius;2024;60
210;Totaal mannen en vrouwen;Totaal;Azië;Saba;2011;51
211;Totaal mannen en vrouwen;Totaal;Azië;Saba;2012;60
212;Totaal mannen en vrouwen;Totaal;Azië;Saba;2013;51
213;Totaal mannen en vrouwen;Totaal;Azië;Saba;2014;41
214;Totaal mannen en vrouwen;Totaal;Azië;Saba;2015;47
215;Totaal mannen en vrouwen;Totaal;Azië;Saba;2016;52
216;Totaal mannen en vrouwen;Totaal;Azië;Saba;2017;48
217;Totaal mannen en vrouwen;Totaal;Azië;Saba;2018;56
218;Totaal mannen en vrouwen;Totaal;Azië;Saba;2019;58
219;Totaal mannen en vrouwen;Totaal;Azië;Saba;2020;69
220;Totaal mannen en vrouwen;Totaal;Azië;Saba;2021;65
221;Totaal mannen en vrouwen;Totaal;Azië;Saba;2022;68
222;Totaal mannen en vrouwen;Totaal;Azië;Saba;2023;90
223;Totaal mannen en vrouwen;Totaal;Azië;Saba;2024;101
224;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2011;16712
225;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2012;17427
226;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2013;17999
227;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2014;18799
228;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2015;19181
229;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2016;19529
230;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2017;19905
231;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2018;20222
232;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2019;20356
233;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2020;20805
234;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2021;21498
235;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2022;22040
236;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2023;22855
237;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Caribisch Nederland;2024;23101
238;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2011;13156
239;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2012;13727
240;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2013;14284
241;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2014;14983
242;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2015;15372
243;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2016;15691
244;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2017;16040
245;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2018;16274
246;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2019;16536
247;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2020;17001
248;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2021;17653
249;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2022;18138
250;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2023;18960
251;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Bonaire;2024;19294
252;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2011;2456
253;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2012;2574
254;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2013;2588
255;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2014;2683
256;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2015;2632
257;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2016;2606
258;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2017;2626
259;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2018;2678
260;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2019;2564
261;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2020;2569
262;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2021;2607
263;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2022;2658
264;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2023;2662
265;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Sint Eustatius;2024;2583
266;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2011;1100
267;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2012;1126
268;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2013;1127
269;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2014;1133
270;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2015;1177
271;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2016;1232
272;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2017;1239
273;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2018;1270
274;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2019;1256
275;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2020;1235
276;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2021;1238
277;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2022;1244
278;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2023;1233
279;Totaal mannen en vrouwen;Totaal;Europa (inclusief Nederlands);Saba;2024;1224
280;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2011;293
281;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2012;371
282;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2013;422
283;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2014;479
284;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2015;460
285;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2016;487
286;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2017;462
287;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2018;492
288;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2019;468
289;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2020;501
290;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2021;524
291;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2022;534
292;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2023;565
293;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Caribisch Nederland;2024;596
294;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2011;181
295;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2012;218
296;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2013;247
297;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2014;292
298;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2015;312
299;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2016;334
300;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2017;302
301;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2018;322
302;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2019;341
303;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2020;367
304;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2021;392
305;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2022;388
306;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2023;423
307;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Bonaire;2024;462
308;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2011;73
309;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2012;101
310;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2013;118
311;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2014;131
312;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2015;88
313;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2016;82
314;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2017;88
315;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2018;85
316;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2019;64
317;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2020;71
318;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2021;77
319;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2022;80
320;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2023;81
321;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Sint Eustatius;2024;80
322;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2011;39
323;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederlands);Saba;2012;52
