ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;Samenwonend_5;OuderInEenouderhuishouden_6;OverigLidHuishouden_7;PersonenInInstitutioneleHuishoudens_8
0;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2019;17285178.0;17045476.0;4624812.0;3049831.0;8535197.0;580436.0;255200;239702
1;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2020;17378054.0;17142779.0;4635884.0;3095246.0;8571349.0;586996.0;253304;235275
2;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2021;17459237.0;17226126.0;4642812.0;3136043.0;8602423.0;592291.0;252557;233111
3;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2022;17529810.0;17297367.0;4646674.0;3173309.0;8628480.0;596500.0;252404;232443
4;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2023;17598325.0;17365534.0;4649151.0;3211058.0;8652520.0;599871.0;252934;232791
5;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2024;17664742.0;17430907.0;4651270.0;3248218.0;8674850.0;602772.0;253797;233835
6;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2025;17729071.0;17493676.0;4654318.0;3284693.0;8694818.0;604924.0;254923;235395
7;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2026;17792987.0;17555589.0;4659102.0;3320915.0;8712675.0;606642.0;256255;237398
8;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2027;17855589.0;17615822.0;4665598.0;3356505.0;8728039.0;608000.0;257680;239767
9;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2028;17916148.0;17673688.0;4673642.0;3390931.0;8740733.0;609244.0;259138;242460
10;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2029;17974708.0;17729283.0;4683334.0;3424045.0;8750583.0;610749.0;260572;245425
11;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2030;18030989.0;17782383.0;4694701.0;3455536.0;8757669.0;612486.0;261991;248606
12;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2031;18084798.0;17832848.0;4707678.0;3485257.0;8762205.0;614292.0;263416;251950
13;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2032;18135703.0;17880266.0;4722041.0;3512971.0;8764265.0;616190.0;264799;255437
14;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2033;18183450.0;17924441.0;4737325.0;3539186.0;8764013.0;617699.0;266218;259009
