ID;Populatie;Geslacht;Persoonskenmerken;Vervoerwijzen;RegioS;Perioden;VerplaatsingenPerPersoonPerDag_1;AfstandPerPersoonPerDag_2;ReisduurPerPersoonPerDag_3
26;6000050;1100;4000000;100000;Groningen (PV);2011;2.68;35.85;63.57
27;6000050;1100;4000000;100000;Groningen (PV);2012;2.62;33.01;61.51
28;6000050;1100;4000000;100000;Groningen (PV);2013;2.62;31.84;57.71
29;6000050;1100;4000000;100000;Groningen (PV);2014;2.65;32.12;61.76
30;6000050;1100;4000000;100000;Friesland (PV);2010;2.64;32.36;61.58
31;6000050;1100;4000000;100000;Friesland (PV);2011;2.5;30.31;55.31
32;6000050;1100;4000000;100000;Friesland (PV);2012;2.66;30.98;59.48
33;6000050;1100;4000000;100000;Friesland (PV);2013;2.71;32.99;58.31
34;6000050;1100;4000000;100000;Friesland (PV);2014;2.59;33.95;63.99
35;6000050;1100;4000000;100000;Drenthe (PV);2010;2.76;35.66;61.49
36;6000050;1100;4000000;100000;Drenthe (PV);2011;2.63;34.9;60.4
37;6000050;1100;4000000;100000;Drenthe (PV);2012;2.63;32.65;58.56
38;6000050;1100;4000000;100000;Drenthe (PV);2013;2.61;36.36;60.9
39;6000050;1100;4000000;100000;Drenthe (PV);2014;2.63;35.77;62.45
40;6000050;1100;4000000;100000;Overijssel (PV);2010;2.89;30.38;61.44
41;6000050;1100;4000000;100000;Overijssel (PV);2011;2.8;31.25;59.53
42;6000050;1100;4000000;100000;Overijssel (PV);2012;2.72;29.47;59.04
43;6000050;1100;4000000;100000;Overijssel (PV);2013;2.71;29.98;58.78
44;6000050;1100;4000000;100000;Overijssel (PV);2014;2.69;30.87;60.67
45;6000050;1100;4000000;100000;Flevoland (PV);2010;2.77;38.05;66.52
46;6000050;1100;4000000;100000;Flevoland (PV);2011;2.67;35.32;60.01
47;6000050;1100;4000000;100000;Flevoland (PV);2012;2.67;35.92;62.43
48;6000050;1100;4000000;100000;Flevoland (PV);2013;2.66;32.94;60.96
49;6000050;1100;4000000;100000;Flevoland (PV);2014;2.68;35.75;63.63
50;6000050;1100;4000000;100000;Gelderland (PV);2010;2.86;33.11;64.15
51;6000050;1100;4000000;100000;Gelderland (PV);2011;2.68;31.69;59.81
52;6000050;1100;4000000;100000;Gelderland (PV);2012;2.69;28.82;57.15
53;6000050;1100;4000000;100000;Gelderland (PV);2013;2.74;31.12;59.28
54;6000050;1100;4000000;100000;Gelderland (PV);2014;2.71;32.98;61.83
55;6000050;1100;4000000;100000;Utrecht (PV);2010;2.82;30.6;61.69
56;6000050;1100;4000000;100000;Utrecht (PV);2011;2.72;30.4;63.83
57;6000050;1100;4000000;100000;Utrecht (PV);2012;2.82;32.8;65.9
58;6000050;1100;4000000;100000;Utrecht (PV);2013;2.82;33.27;65.39
59;6000050;1100;4000000;100000;Utrecht (PV);2014;2.82;34.31;68.93
60;6000050;1100;4000000;100000;Noord-Holland (PV);2010;2.71;28.74;64.92
61;6000050;1100;4000000;100000;Noord-Holland (PV);2011;2.69;30.63;65.84
62;6000050;1100;4000000;100000;Noord-Holland (PV);2012;2.71;27.81;64.04
63;6000050;1100;4000000;100000;Noord-Holland (PV);2013;2.66;28.91;63.85
64;6000050;1100;4000000;100000;Noord-Holland (PV);2014;2.71;29.16;64.71
65;6000050;1100;4000000;100000;Zuid-Holland (PV);2010;2.72;27.34;62.56
66;6000050;1100;4000000;100000;Zuid-Holland (PV);2011;2.6;27.86;62.53
67;6000050;1100;4000000;100000;Zuid-Holland (PV);2012;2.61;28.0;60.58
68;6000050;1100;4000000;100000;Zuid-Holland (PV);2013;2.59;27.69;61.57
69;6000050;1100;4000000;100000;Zuid-Holland (PV);2014;2.61;28.22;63.68
70;6000050;1100;4000000;100000;Zeeland (PV);2010;2.7;32.72;58.54
71;6000050;1100;4000000;100000;Zeeland (PV);2011;2.51;31.8;55.38
72;6000050;1100;4000000;100000;Zeeland (PV);2012;2.59;32.88;58.38
73;6000050;1100;4000000;100000;Zeeland (PV);2013;2.54;33.65;61.39
74;6000050;1100;4000000;100000;Zeeland (PV);2014;2.64;30.87;59.7
75;6000050;1100;4000000;100000;Noord-Brabant (PV);2010;2.81;30.28;60.33
76;6000050;1100;4000000;100000;Noord-Brabant (PV);2011;2.76;32.01;60.36
77;6000050;1100;4000000;100000;Noord-Brabant (PV);2012;2.72;30.23;59.99
78;6000050;1100;4000000;100000;Noord-Brabant (PV);2013;2.77;32.33;61.54
79;6000050;1100;4000000;100000;Noord-Brabant (PV);2014;2.78;31.38;61.0
80;6000050;1100;4000000;100000;Limburg (PV);2010;2.76;28.18;60.2
81;6000050;1100;4000000;100000;Limburg (PV);2011;2.58;28.54;55.8
82;6000050;1100;4000000;100000;Limburg (PV);2012;2.63;25.17;54.53
83;6000050;1100;4000000;100000;Limburg (PV);2013;2.63;28.87;57.41
84;6000050;1100;4000000;100000;Limburg (PV);2014;2.69;26.34;56.16
85;6000050;1100;4000000;100000;Zeer sterk stedelijk;2010;2.71;27.54;66.56
86;6000050;1100;4000000;100000;Zeer sterk stedelijk;2011;2.66;29.4;67.28
87;6000050;1100;4000000;100000;Zeer sterk stedelijk;2012;2.65;28.03;65.01
88;6000050;1100;4000000;100000;Zeer sterk stedelijk;2013;2.6;28.84;66.05
89;6000050;1100;4000000;100000;Zeer sterk stedelijk;2014;2.65;27.86;65.87
90;6000050;1100;4000000;100000;Sterk stedelijk;2010;2.77;28.84;61.59
91;6000050;1100;4000000;100000;Sterk stedelijk;2011;2.7;30.16;61.05
92;6000050;1100;4000000;100000;Sterk stedelijk;2012;2.72;29.09;61.9
93;6000050;1100;4000000;100000;Sterk stedelijk;2013;2.72;30.33;60.71
94;6000050;1100;4000000;100000;Sterk stedelijk;2014;2.74;32.27;64.41
95;6000050;1100;4000000;100000;Matig stedelijk;2010;2.87;30.96;61.28
96;6000050;1100;4000000;100000;Matig stedelijk;2011;2.73;30.86;60.33
97;6000050;1100;4000000;100000;Matig stedelijk;2012;2.77;29.4;59.18
98;6000050;1100;4000000;100000;Matig stedelijk;2013;2.72;30.04;60.52
99;6000050;1100;4000000;100000;Matig stedelijk;2014;2.73;31.21;61.8
100;6000050;1100;4000000;100000;Weinig stedelijk;2010;2.77;32.21;61.38
101;6000050;1100;4000000;100000;Weinig stedelijk;2011;2.64;30.37;58.39
102;6000050;1100;4000000;100000;Weinig stedelijk;2012;2.66;30.14;57.58
103;6000050;1100;4000000;100000;Weinig stedelijk;2013;2.7;31.38;58.84
104;6000050;1100;4000000;100000;Weinig stedelijk;2014;2.68;30.33;59.67
105;6000050;1100;4000000;100000;Niet stedelijk;2010;2.72;33.78;62.42
106;6000050;1100;4000000;100000;Niet stedelijk;2011;2.56;34.74;59.14
107;6000050;1100;4000000;100000;Niet stedelijk;2012;2.53;31.12;56.5
108;6000050;1100;4000000;100000;Niet stedelijk;2013;2.63;33.08;59.42
109;6000050;1100;4000000;100000;Niet stedelijk;2014;2.61;32.37;60.32
110;6000050;1100;4000000;100760;Nederland;2010;0.9;15.33;21.14
111;6000050;1100;4000000;100760;Nederland;2011;0.88;16.0;20.67
112;6000050;1100;4000000;100760;Nederland;2012;0.88;15.28;20.02
113;6000050;1100;4000000;100760;Nederland;2013;0.89;15.63;20.55
114;6000050;1100;4000000;100760;Nederland;2014;0.87;15.57;20.21
115;6000050;1100;4000000;100760;Noord-Nederland (LD);2010;0.89;17.59;21.33
116;6000050;1100;4000000;100760;Noord-Nederland (LD);2011;0.88;18.02;20.86
117;6000050;1100;4000000;100760;Noord-Nederland (LD);2012;0.88;17.82;21.43
118;6000050;1100;4000000;100760;Noord-Nederland (LD);2013;0.89;17.35;20.61
119;6000050;1100;4000000;100760;Noord-Nederland (LD);2014;0.89;17.75;20.99
120;6000050;1100;4000000;100760;Oost-Nederland (LD);2010;0.97;17.31;22.81
121;6000050;1100;4000000;100760;Oost-Nederland (LD);2011;0.92;17.17;21.36
122;6000050;1100;4000000;100760;Oost-Nederland (LD);2012;0.93;16.73;20.91
123;6000050;1100;4000000;100760;Oost-Nederland (LD);2013;0.93;17.01;21.23
124;6000050;1100;4000000;100760;Oost-Nederland (LD);2014;0.9;16.52;20.68
125;6000050;1100;4000000;100760;West-Nederland (LD);2010;0.81;13.72;19.92
126;6000050;1100;4000000;100760;West-Nederland (LD);2011;0.8;14.68;19.97
127;6000050;1100;4000000;100760;West-Nederland (LD);2012;0.8;13.98;19.11
128;6000050;1100;4000000;100760;West-Nederland (LD);2013;0.8;14.3;19.55
129;6000050;1100;4000000;100760;West-Nederland (LD);2014;0.79;14.51;19.54
130;6000050;1100;4000000;100760;Zuid-Nederland (LD);2010;1.01;15.83;22.08
131;6000050;1100;4000000;100760;Zuid-Nederland (LD);2011;1.0;16.77;21.45
132;6000050;1100;4000000;100760;Zuid-Nederland (LD);2012;0.99;15.5;20.48
133;6000050;1100;4000000;100760;Zuid-Nederland (LD);2013;1.03;16.37;22.04
134;6000050;1100;4000000;100760;Zuid-Nederland (LD);2014;1.0;15.96;20.86
135;6000050;1100;4000000;100760;Groningen (PV);2010;0.85;16.91;21.39
136;6000050;1100;4000000;100760;Groningen (PV);2011;0.81;18.29;20.65
137;6000050;1100;4000000;100760;Groningen (PV);2012;0.81;16.78;19.73
138;6000050;1100;4000000;100760;Groningen (PV);2013;0.79;14.42;17.99
139;6000050;1100;4000000;100760;Groningen (PV);2014;0.86;15.45;18.99
140;6000050;1100;4000000;100760;Friesland (PV);2010;0.83;16.62;20.1
141;6000050;1100;4000000;100760;Friesland (PV);2011;0.87;17.59;20.67
142;6000050;1100;4000000;100760;Friesland (PV);2012;0.88;17.71;21.06
143;6000050;1100;4000000;100760;Friesland (PV);2013;0.93;17.86;20.98
144;6000050;1100;4000000;100760;Friesland (PV);2014;0.84;19.08;22.01
145;6000050;1100;4000000;100760;Drenthe (PV);2010;1.02;19.64;22.86
146;6000050;1100;4000000;100760;Drenthe (PV);2011;0.98;18.26;21.37
147;6000050;1100;4000000;100760;Drenthe (PV);2012;0.96;19.19;23.92
148;6000050;1100;4000000;100760;Drenthe (PV);2013;0.94;20.15;23.24
149;6000050;1100;4000000;100760;Drenthe (PV);2014;0.98;18.74;22.04
150;6000050;1100;4000000;100760;Overijssel (PV);2010;0.94;16.28;21.58
151;6000050;1100;4000000;100760;Overijssel (PV);2011;0.94;17.76;21.4
152;6000050;1100;4000000;100760;Overijssel (PV);2012;0.94;16.66;20.8
153;6000050;1100;4000000;100760;Overijssel (PV);2013;0.94;16.73;21.37
154;6000050;1100;4000000;100760;Overijssel (PV);2014;0.83;15.27;19.37
155;6000050;1100;4000000;100760;Flevoland (PV);2010;0.91;19.5;23.28
156;6000050;1100;4000000;100760;Flevoland (PV);2011;0.89;18.85;22.29
157;6000050;1100;4000000;100760;Flevoland (PV);2012;0.89;19.55;21.39
158;6000050;1100;4000000;100760;Flevoland (PV);2013;0.94;17.86;21.43
159;6000050;1100;4000000;100760;Flevoland (PV);2014;0.89;18.12;21.46
160;6000050;1100;4000000;100760;Gelderland (PV);2010;1.0;17.46;23.42
161;6000050;1100;4000000;100760;Gelderland (PV);2011;0.91;16.5;21.15
162;6000050;1100;4000000;100760;Gelderland (PV);2012;0.93;16.21;20.87
163;6000050;1100;4000000;100760;Gelderland (PV);2013;0.92;17.0;21.12
164;6000050;1100;4000000;100760;Gelderland (PV);2014;0.95;16.9;21.26
165;6000050;1100;4000000;100760;Utrecht (PV);2010;0.84;15.35;20.55
166;6000050;1100;4000000;100760;Utrecht (PV);2011;0.83;15.55;20.78
167;6000050;1100;4000000;100760;Utrecht (PV);2012;0.84;16.32;20.52
168;6000050;1100;4000000;100760;Utrecht (PV);2013;0.83;15.66;19.94
169;6000050;1100;4000000;100760;Utrecht (PV);2014;0.92;18.15;23.63
170;6000050;1100;4000000;100760;Noord-Holland (PV);2010;0.75;13.15;19.23
171;6000050;1100;4000000;100760;Noord-Holland (PV);2011;0.78;15.17;19.87
172;6000050;1100;4000000;100760;Noord-Holland (PV);2012;0.74;12.86;17.81
173;6000050;1100;4000000;100760;Noord-Holland (PV);2013;0.8;14.35;19.53
174;6000050;1100;4000000;100760;Noord-Holland (PV);2014;0.72;13.24;17.64
175;6000050;1100;4000000;100760;Zuid-Holland (PV);2010;0.83;13.07;20.07
176;6000050;1100;4000000;100760;Zuid-Holland (PV);2011;0.79;13.65;19.67
177;6000050;1100;4000000;100760;Zuid-Holland (PV);2012;0.82;13.6;19.34
178;6000050;1100;4000000;100760;Zuid-Holland (PV);2013;0.77;13.47;19.22
179;6000050;1100;4000000;100760;Zuid-Holland (PV);2014;0.79;13.84;19.27
180;6000050;1100;4000000;100760;Zeeland (PV);2010;0.92;18.36;21.28
181;6000050;1100;4000000;100760;Zeeland (PV);2011;0.93;17.99;20.79
182;6000050;1100;4000000;100760;Zeeland (PV);2012;0.93;17.9;21.6
183;6000050;1100;4000000;100760;Zeeland (PV);2013;0.93;17.29;21.43
184;6000050;1100;4000000;100760;Zeeland (PV);2014;0.93;17.92;22.28
185;6000050;1100;4000000;100760;Noord-Brabant (PV);2010;0.99;16.24;22.62
186;6000050;1100;4000000;100760;Noord-Brabant (PV);2011;0.99;17.23;22.0
187;6000050;1100;4000000;100760;Noord-Brabant (PV);2012;0.99;16.27;21.33
188;6000050;1100;4000000;100760;Noord-Brabant (PV);2013;1.02;16.68;22.21
189;6000050;1100;4000000;100760;Noord-Brabant (PV);2014;0.99;16.72;21.18
190;6000050;1100;4000000;100760;Limburg (PV);2010;1.05;14.94;20.91
191;6000050;1100;4000000;100760;Limburg (PV);2011;1.02;15.76;20.26
192;6000050;1100;4000000;100760;Limburg (PV);2012;1.0;13.79;18.6
193;6000050;1100;4000000;100760;Limburg (PV);2013;1.07;15.69;21.67
194;6000050;1100;4000000;100760;Limburg (PV);2014;1.03;14.27;20.13
195;6000050;1100;4000000;100760;Zeer sterk stedelijk;2010;0.64;11.37;17.23
196;6000050;1100;4000000;100760;Zeer sterk stedelijk;2011;0.65;12.84;17.49
197;6000050;1100;4000000;100760;Zeer sterk stedelijk;2012;0.64;11.66;16.29
198;6000050;1100;4000000;100760;Zeer sterk stedelijk;2013;0.59;11.41;16.17
199;6000050;1100;4000000;100760;Zeer sterk stedelijk;2014;0.63;11.58;15.76
200;6000050;1100;4000000;100760;Sterk stedelijk;2010;0.88;14.43;21.02
201;6000050;1100;4000000;100760;Sterk stedelijk;2011;0.88;15.39;20.69
202;6000050;1100;4000000;100760;Sterk stedelijk;2012;0.86;14.71;19.87
203;6000050;1100;4000000;100760;Sterk stedelijk;2013;0.88;15.41;20.63
204;6000050;1100;4000000;100760;Sterk stedelijk;2014;0.88;16.34;21.27
205;6000050;1100;4000000;100760;Matig stedelijk;2010;0.96;15.93;21.41
206;6000050;1100;4000000;100760;Matig stedelijk;2011;0.95;16.75;21.55
207;6000050;1100;4000000;100760;Matig stedelijk;2012;0.95;16.09;21.25
208;6000050;1100;4000000;100760;Matig stedelijk;2013;0.94;16.03;21.32
209;6000050;1100;4000000;100760;Matig stedelijk;2014;0.93;16.22;21.04
210;6000050;1100;4000000;100760;Weinig stedelijk;2010;1.0;17.43;22.92
211;6000050;1100;4000000;100760;Weinig stedelijk;2011;0.95;16.61;21.06
212;6000050;1100;4000000;100760;Weinig stedelijk;2012;0.98;17.23;21.49
213;6000050;1100;4000000;100760;Weinig stedelijk;2013;1.03;17.79;22.28
214;6000050;1100;4000000;100760;Weinig stedelijk;2014;0.97;16.45;21.12
215;6000050;1100;4000000;100760;Niet stedelijk;2010;1.03;19.14;24.16
216;6000050;1100;4000000;100760;Niet stedelijk;2011;1.01;20.65;24.0
217;6000050;1100;4000000;100760;Niet stedelijk;2012;1.0;17.95;21.98
218;6000050;1100;4000000;100760;Niet stedelijk;2013;1.06;18.88;23.48
219;6000050;1100;4000000;100760;Niet stedelijk;2014;1.02;18.46;22.82
220;6000050;1100;4000000;100770;Nederland;2010;0.43;7.32;10.19
221;6000050;1100;4000000;100770;Nederland;2011;0.37;6.45;8.84
222;6000050;1100;4000000;100770;Nederland;2012;0.38;6.27;8.94
223;6000050;1100;4000000;100770;Nederland;2013;0.39;6.78;9.13
224;6000050;1100;4000000;100770;Nederland;2014;0.37;6.7;9.01
225;6000050;1100;4000000;100770;Noord-Nederland (LD);2010;0.46;9.49;11.65
226;6000050;1100;4000000;100770;Noord-Nederland (LD);2011;0.39;7.53;9.26
227;6000050;1100;4000000;100770;Noord-Nederland (LD);2012;0.37;6.72;9.12
228;6000050;1100;4000000;100770;Noord-Nederland (LD);2013;0.4;8.59;9.76
229;6000050;1100;4000000;100770;Noord-Nederland (LD);2014;0.37;7.51;9.58
230;6000050;1100;4000000;100770;Oost-Nederland (LD);2010;0.44;7.81;10.58
231;6000050;1100;4000000;100770;Oost-Nederland (LD);2011;0.39;6.98;9.18
232;6000050;1100;4000000;100770;Oost-Nederland (LD);2012;0.4;6.08;8.78
233;6000050;1100;4000000;100770;Oost-Nederland (LD);2013;0.4;6.68;8.93
234;6000050;1100;4000000;100770;Oost-Nederland (LD);2014;0.39;7.24;9.24
235;6000050;1100;4000000;100770;West-Nederland (LD);2010;0.39;6.72;9.67
236;6000050;1100;4000000;100770;West-Nederland (LD);2011;0.35;6.02;8.74
237;6000050;1100;4000000;100770;West-Nederland (LD);2012;0.36;6.31;9.01
238;6000050;1100;4000000;100770;West-Nederland (LD);2013;0.36;5.93;8.64
239;6000050;1100;4000000;100770;West-Nederland (LD);2014;0.35;6.33;8.73
240;6000050;1100;4000000;100770;Zuid-Nederland (LD);2010;0.47;7.09;10.23
241;6000050;1100;4000000;100770;Zuid-Nederland (LD);2011;0.41;6.37;8.53
242;6000050;1100;4000000;100770;Zuid-Nederland (LD);2012;0.42;6.13;8.85
243;6000050;1100;4000000;100770;Zuid-Nederland (LD);2013;0.44;7.88;10.1
244;6000050;1100;4000000;100770;Zuid-Nederland (LD);2014;0.42;6.58;9.14
245;6000050;1100;4000000;100770;Groningen (PV);2010;0.46;10.78;13.25
246;6000050;1100;4000000;100770;Groningen (PV);2011;0.37;7.49;8.76
247;6000050;1100;4000000;100770;Groningen (PV);2012;0.37;6.35;8.71
248;6000050;1100;4000000;100770;Groningen (PV);2013;0.39;8.85;9.48
249;6000050;1100;4000000;100770;Groningen (PV);2014;0.36;7.26;9.79
250;6000050;1100;4000000;100770;Friesland (PV);2010;0.42;8.5;10.32
251;6000050;1100;4000000;100770;Friesland (PV);2011;0.35;6.51;7.62
252;6000050;1100;4000000;100770;Friesland (PV);2012;0.35;6.88;9.5
253;6000050;1100;4000000;100770;Friesland (PV);2013;0.41;8.34;10.28
254;6000050;1100;4000000;100770;Friesland (PV);2014;0.36;6.87;9.18
255;6000050;1100;4000000;100770;Drenthe (PV);2010;0.51;9.29;11.55
256;6000050;1100;4000000;100770;Drenthe (PV);2011;0.47;8.92;12.0
257;6000050;1100;4000000;100770;Drenthe (PV);2012;0.41;6.96;9.08
258;6000050;1100;4000000;100770;Drenthe (PV);2013;0.42;8.61;9.39
259;6000050;1100;4000000;100770;Drenthe (PV);2014;0.4;8.66;9.86
260;6000050;1100;4000000;100770;Overijssel (PV);2010;0.42;6.67;9.89
261;6000050;1100;4000000;100770;Overijssel (PV);2011;0.4;5.66;8.26
262;6000050;1100;4000000;100770;Overijssel (PV);2012;0.4;5.77;8.86
263;6000050;1100;4000000;100770;Overijssel (PV);2013;0.37;6.35;8.9
264;6000050;1100;4000000;100770;Overijssel (PV);2014;0.38;6.77;8.6
265;6000050;1100;4000000;100770;Flevoland (PV);2010;0.49;9.81;13.25
266;6000050;1100;4000000;100770;Flevoland (PV);2011;0.43;8.48;9.8
267;6000050;1100;4000000;100770;Flevoland (PV);2012;0.42;8.32;10.63
268;6000050;1100;4000000;100770;Flevoland (PV);2013;0.44;7.07;9.65
269;6000050;1100;4000000;100770;Flevoland (PV);2014;0.42;8.88;10.87
270;6000050;1100;4000000;100770;Gelderland (PV);2010;0.45;8.06;10.45
271;6000050;1100;4000000;100770;Gelderland (PV);2011;0.38;7.43;9.59
272;6000050;1100;4000000;100770;Gelderland (PV);2012;0.39;5.81;8.37
273;6000050;1100;4000000;100770;Gelderland (PV);2013;0.41;6.79;8.8
274;6000050;1100;4000000;100770;Gelderland (PV);2014;0.4;7.17;9.28
275;6000050;1100;4000000;100770;Utrecht (PV);2010;0.4;6.84;9.67
276;6000050;1100;4000000;100770;Utrecht (PV);2011;0.34;5.94;8.33
277;6000050;1100;4000000;100770;Utrecht (PV);2012;0.4;7.09;9.97
278;6000050;1100;4000000;100770;Utrecht (PV);2013;0.4;7.51;9.66
279;6000050;1100;4000000;100770;Utrecht (PV);2014;0.35;6.26;8.25
280;6000050;1100;4000000;100770;Noord-Holland (PV);2010;0.38;6.38;9.29
281;6000050;1100;4000000;100770;Noord-Holland (PV);2011;0.35;6.24;8.88
282;6000050;1100;4000000;100770;Noord-Holland (PV);2012;0.33;5.5;8.2
283;6000050;1100;4000000;100770;Noord-Holland (PV);2013;0.33;5.21;7.84
284;6000050;1100;4000000;100770;Noord-Holland (PV);2014;0.33;6.42;8.83
285;6000050;1100;4000000;100770;Zuid-Holland (PV);2010;0.39;6.76;9.9
286;6000050;1100;4000000;100770;Zuid-Holland (PV);2011;0.35;5.71;8.76
287;6000050;1100;4000000;100770;Zuid-Holland (PV);2012;0.38;6.46;9.21
288;6000050;1100;4000000;100770;Zuid-Holland (PV);2013;0.36;5.68;8.72
289;6000050;1100;4000000;100770;Zuid-Holland (PV);2014;0.36;6.29;8.83
290;6000050;1100;4000000;100770;Zeeland (PV);2010;0.4;8.24;10.08
291;6000050;1100;4000000;100770;Zeeland (PV);2011;0.36;7.48;8.92
292;6000050;1100;4000000;100770;Zeeland (PV);2012;0.37;8.07;9.84
293;6000050;1100;4000000;100770;Zeeland (PV);2013;0.36;8.3;10.17
294;6000050;1100;4000000;100770;Zeeland (PV);2014;0.35;6.27;8.69
295;6000050;1100;4000000;100770;Noord-Brabant (PV);2010;0.47;7.41;10.19
296;6000050;1100;4000000;100770;Noord-Brabant (PV);2011;0.41;6.92;9.03
297;6000050;1100;4000000;100770;Noord-Brabant (PV);2012;0.42;6.74;9.45
298;6000050;1100;4000000;100770;Noord-Brabant (PV);2013;0.46;8.16;10.51
299;6000050;1100;4000000;100770;Noord-Brabant (PV);2014;0.43;7.23;10.09
300;6000050;1100;4000000;100770;Limburg (PV);2010;0.47;6.39;10.32
301;6000050;1100;4000000;100770;Limburg (PV);2011;0.39;5.17;7.44
302;6000050;1100;4000000;100770;Limburg (PV);2012;0.4;4.79;7.51
303;6000050;1100;4000000;100770;Limburg (PV);2013;0.41;7.27;9.21
304;6000050;1100;4000000;100770;Limburg (PV);2014;0.38;5.12;7.01
305;6000050;1100;4000000;100770;Zeer sterk stedelijk;2010;0.34;5.95;9.24
306;6000050;1100;4000000;100770;Zeer sterk stedelijk;2011;0.31;5.83;8.45
307;6000050;1100;4000000;100770;Zeer sterk stedelijk;2012;0.31;5.45;7.94
308;6000050;1100;4000000;100770;Zeer sterk stedelijk;2013;0.3;5.81;8.09
309;6000050;1100;4000000;100770;Zeer sterk stedelijk;2014;0.3;5.89;8.24
310;6000050;1100;4000000;100770;Sterk stedelijk;2010;0.43;6.83;9.75
311;6000050;1100;4000000;100770;Sterk stedelijk;2011;0.37;6.2;8.5
312;6000050;1100;4000000;100770;Sterk stedelijk;2012;0.39;6.2;8.97
313;6000050;1100;4000000;100770;Sterk stedelijk;2013;0.4;6.81;9.09
314;6000050;1100;4000000;100770;Sterk stedelijk;2014;0.39;7.19;9.65
315;6000050;1100;4000000;100770;Matig stedelijk;2010;0.45;7.97;10.67
316;6000050;1100;4000000;100770;Matig stedelijk;2011;0.4;6.38;8.73
317;6000050;1100;4000000;100770;Matig stedelijk;2012;0.41;6.42;9.35
318;6000050;1100;4000000;100770;Matig stedelijk;2013;0.42;6.86;9.42
319;6000050;1100;4000000;100770;Matig stedelijk;2014;0.39;6.63;8.84
320;6000050;1100;4000000;100770;Weinig stedelijk;2010;0.46;8.05;10.74
321;6000050;1100;4000000;100770;Weinig stedelijk;2011;0.4;6.79;9.28
322;6000050;1100;4000000;100770;Weinig stedelijk;2012;0.41;6.73;9.12
323;6000050;1100;4000000;100770;Weinig stedelijk;2013;0.41;7.05;9.45
324;6000050;1100;4000000;100770;Weinig stedelijk;2014;0.41;6.8;8.9
325;6000050;1100;4000000;100770;Niet stedelijk;2010;0.47;8.26;10.98
326;6000050;1100;4000000;100770;Niet stedelijk;2011;0.41;7.66;9.73
327;6000050;1100;4000000;100770;Niet stedelijk;2012;0.4;6.71;9.52
328;6000050;1100;4000000;100770;Niet stedelijk;2013;0.42;7.84;9.95
329;6000050;1100;4000000;100770;Niet stedelijk;2014;0.41;6.93;9.45
330;6000050;1100;4000000;100740;Nederland;2010;0.06;2.47;4.46
331;6000050;1100;4000000;100740;Nederland;2011;0.06;2.79;4.7
332;6000050;1100;4000000;100740;Nederland;2012;0.06;2.68;4.82
333;6000050;1100;4000000;100740;Nederland;2013;0.06;2.97;5.21
334;6000050;1100;4000000;100740;Nederland;2014;0.06;2.75;5.13
335;6000050;1100;4000000;100740;Noord-Nederland (LD);2010;0.04;2.16;3.09
336;6000050;1100;4000000;100740;Noord-Nederland (LD);2011;0.04;2.43;3.29
337;6000050;1100;4000000;100740;Noord-Nederland (LD);2012;0.04;2.45;3.5
