ID;Watergebruikers;Perioden;GebruikVanLeidingwater_1;TotaalGebruikVanGrondwater_2;GebruikVanGrondwaterVoorKoeling_3;OverigeGebruikVanGrondWater_4;GebruikVanOppervlakteWater_5
362;E Waterbedrijven en afvalbeheer;2005;3.0;767.6;0.0;767.6;970.7
363;E Waterbedrijven en afvalbeheer;2006;3.8;779.7;0.0;779.7;1018.5
364;E Waterbedrijven en afvalbeheer;2007;3.2;768.9;0.0;768.9;964.0
365;E Waterbedrijven en afvalbeheer;2008;4.3;763.6;0.0;763.5;920.7
366;E Waterbedrijven en afvalbeheer;2009;3.8;761.6;0.0;761.6;890.6
367;E Waterbedrijven en afvalbeheer;2010;3.9;762.9;0.0;762.9;1006.4
368;E Waterbedrijven en afvalbeheer;2011;2.7;756.7;0.1;756.6;949.3
369;36 Waterleidingbedrijven;2003;0.2;801.0;0.0;801.0;517.0
370;36 Waterleidingbedrijven;2004;0.2;770.0;0.0;770.0;507.0
371;36 Waterleidingbedrijven;2005;0.2;766.0;0.0;766.0;490.0
372;36 Waterleidingbedrijven;2006;0.2;777.0;0.0;777.0;502.0
373;36 Waterleidingbedrijven;2007;0.2;766.1;0.0;766.1;482.3
374;36 Waterleidingbedrijven;2008;0.2;762.2;0.0;762.2;489.8
375;36 Waterleidingbedrijven;2009;0.2;760.7;0.0;760.7;474.3
376;36 Waterleidingbedrijven;2010;0.2;760.8;0.0;760.8;456.3
377;36 Waterleidingbedrijven;2011;0.2;755.8;0.0;755.8;473.2
378;37-39 Afvalbeheer;2003;3.3;2.0;0.0;2.0;529.8
379;37-39 Afvalbeheer;2004;3.4;2.5;0.0;2.5;531.5
380;37-39 Afvalbeheer;2005;2.8;1.6;0.0;1.6;480.7
381;37-39 Afvalbeheer;2006;3.5;2.7;0.0;2.7;516.5
382;37-39 Afvalbeheer;2007;3.0;2.8;0.0;2.8;481.7
383;37-39 Afvalbeheer;2008;4.1;1.4;0.0;1.3;430.9
384;37-39 Afvalbeheer;2009;3.6;0.9;0.0;0.9;416.3
385;37-39 Afvalbeheer;2010;3.7;2.1;0.0;2.1;550.1
386;37-39 Afvalbeheer;2011;2.4;0.9;0.0;0.7;476.1
387;F Bouwnijverheid;2003;2.8;;;;
388;F Bouwnijverheid;2004;2.7;;;;
389;F Bouwnijverheid;2005;2.7;;;;
390;F Bouwnijverheid;2006;2.7;;;;
391;F Bouwnijverheid;2007;2.8;;;;
392;F Bouwnijverheid;2008;2.8;;;;
393;F Bouwnijverheid;2009;2.7;;;;
394;F Bouwnijverheid;2010;2.6;;;;
395;F Bouwnijverheid;2011;2.6;;;;
396;G-I Handel, vervoer en horeca;2003;30.8;;;;
397;G-I Handel, vervoer en horeca;2004;30.8;;;;
398;G-I Handel, vervoer en horeca;2005;30.7;;;;
399;G-I Handel, vervoer en horeca;2006;31.2;;;;
400;G-I Handel, vervoer en horeca;2007;32.1;;;;
401;G-I Handel, vervoer en horeca;2008;32.7;;;;
402;G-I Handel, vervoer en horeca;2009;32.1;;;;
403;G-I Handel, vervoer en horeca;2010;32.3;;;;
404;G-I Handel, vervoer en horeca;2011;33.0;;;;
405;G Handel;2003;12.1;;;;
406;G Handel;2004;12.0;;;;
407;G Handel;2005;11.9;;;;
408;G Handel;2006;12.1;;;;
409;G Handel;2007;12.4;;;;
410;G Handel;2008;12.5;;;;
411;G Handel;2009;12.3;;;;
412;G Handel;2010;12.2;;;;
413;G Handel;2011;12.4;;;;
414;H Vervoer en opslag;2003;3.2;;;;
415;H Vervoer en opslag;2004;3.2;;;;
416;H Vervoer en opslag;2005;3.2;;;;
417;H Vervoer en opslag;2006;3.2;;;;
418;H Vervoer en opslag;2007;3.3;;;;
419;H Vervoer en opslag;2008;3.3;;;;
420;H Vervoer en opslag;2009;3.3;;;;
421;H Vervoer en opslag;2010;3.2;;;;
422;H Vervoer en opslag;2011;3.3;;;;
423;I Horeca;2003;15.6;;;;
424;I Horeca;2004;15.5;;;;
425;I Horeca;2005;15.6;;;;
426;I Horeca;2006;15.9;;;;
427;I Horeca;2007;16.5;;;;
428;I Horeca;2008;16.9;;;;
429;I Horeca;2009;16.6;;;;
430;I Horeca;2010;16.8;;;;
431;I Horeca;2011;17.3;;;;
432;J Informatie en communicatie;2003;0.8;;;;
433;J Informatie en communicatie;2004;0.8;;;;
434;J Informatie en communicatie;2005;0.8;;;;
435;J Informatie en communicatie;2006;0.8;;;;
436;J Informatie en communicatie;2007;0.8;;;;
437;J Informatie en communicatie;2008;0.8;;;;
438;J Informatie en communicatie;2009;0.8;;;;
439;J Informatie en communicatie;2010;0.7;;;;
440;J Informatie en communicatie;2011;0.7;;;;
441;K Financiële dienstverlening;2003;1.9;;;;
442;K Financiële dienstverlening;2004;1.8;;;;
443;K Financiële dienstverlening;2005;1.9;;;;
444;K Financiële dienstverlening;2006;1.9;;;;
445;K Financiële dienstverlening;2007;1.9;;;;
446;K Financiële dienstverlening;2008;1.9;;;;
447;K Financiële dienstverlening;2009;1.9;;;;
448;K Financiële dienstverlening;2010;1.8;;;;
449;K Financiële dienstverlening;2011;1.8;;;;
450;L Verhuur en handel van onroerend goed;2003;3.5;;;;
451;L Verhuur en handel van onroerend goed;2004;3.5;;;;
452;L Verhuur en handel van onroerend goed;2005;3.5;;;;
453;L Verhuur en handel van onroerend goed;2006;3.6;;;;
454;L Verhuur en handel van onroerend goed;2007;3.7;;;;
455;L Verhuur en handel van onroerend goed;2008;3.8;;;;
456;L Verhuur en handel van onroerend goed;2009;3.8;;;;
457;L Verhuur en handel van onroerend goed;2010;3.6;;;;
458;L Verhuur en handel van onroerend goed;2011;3.6;;;;
459;M-N Zakelijke dienstverlening;2003;3.4;;;;
460;M-N Zakelijke dienstverlening;2004;3.4;;;;
461;M-N Zakelijke dienstverlening;2005;3.4;;;;
462;M-N Zakelijke dienstverlening;2006;3.6;;;;
463;M-N Zakelijke dienstverlening;2007;3.7;;;;
464;M-N Zakelijke dienstverlening;2008;3.8;;;;
465;M-N Zakelijke dienstverlening;2009;3.8;;;;
466;M-N Zakelijke dienstverlening;2010;3.6;;;;
467;M-N Zakelijke dienstverlening;2011;3.7;;;;
468;M Specialistische zakelijke diensten;2003;2.7;;;;
469;M Specialistische zakelijke diensten;2004;2.7;;;;
470;M Specialistische zakelijke diensten;2005;2.7;;;;
471;M Specialistische zakelijke diensten;2006;2.7;;;;
472;M Specialistische zakelijke diensten;2007;2.8;;;;
473;M Specialistische zakelijke diensten;2008;3.0;;;;
474;M Specialistische zakelijke diensten;2009;3.0;;;;
475;M Specialistische zakelijke diensten;2010;2.8;;;;
476;M Specialistische zakelijke diensten;2011;2.8;;;;
477;N Verhuur en overige zakelijke diensten;2003;0.8;;;;
478;N Verhuur en overige zakelijke diensten;2004;0.8;;;;
479;N Verhuur en overige zakelijke diensten;2005;0.8;;;;
480;N Verhuur en overige zakelijke diensten;2006;0.8;;;;
481;N Verhuur en overige zakelijke diensten;2007;0.8;;;;
482;N Verhuur en overige zakelijke diensten;2008;0.8;;;;
483;N Verhuur en overige zakelijke diensten;2009;0.8;;;;
484;N Verhuur en overige zakelijke diensten;2010;0.8;;;;
485;N Verhuur en overige zakelijke diensten;2011;0.8;;;;
486;O-Q Overheid en zorg;2003;24.2;;;;
487;O-Q Overheid en zorg;2004;24.2;;;;
488;O-Q Overheid en zorg;2005;24.2;;;;
489;O-Q Overheid en zorg;2006;24.5;;;;
490;O-Q Overheid en zorg;2007;24.8;;;;
491;O-Q Overheid en zorg;2008;25.3;;;;
492;O-Q Overheid en zorg;2009;25.8;;;;
493;O-Q Overheid en zorg;2010;26.7;;;;
494;O-Q Overheid en zorg;2011;27.0;;;;
495;O Openbaar bestuur en overheidsdiensten;2003;5.5;;;;
496;O Openbaar bestuur en overheidsdiensten;2004;5.4;;;;
497;O Openbaar bestuur en overheidsdiensten;2005;5.2;;;;
498;O Openbaar bestuur en overheidsdiensten;2006;5.1;;;;
499;O Openbaar bestuur en overheidsdiensten;2007;5.1;;;;
500;O Openbaar bestuur en overheidsdiensten;2008;5.1;;;;
501;O Openbaar bestuur en overheidsdiensten;2009;5.3;;;;
502;O Openbaar bestuur en overheidsdiensten;2010;5.4;;;;
503;O Openbaar bestuur en overheidsdiensten;2011;5.3;;;;
504;P Onderwijs;2003;4.9;;;;
505;P Onderwijs;2004;4.8;;;;
506;P Onderwijs;2005;4.8;;;;
507;P Onderwijs;2006;4.9;;;;
508;P Onderwijs;2007;5.0;;;;
509;P Onderwijs;2008;5.0;;;;
510;P Onderwijs;2009;5.1;;;;
511;P Onderwijs;2010;5.1;;;;
512;P Onderwijs;2011;5.1;;;;
513;Q Gezondheids- en welzijnszorg;2003;13.8;;;;
514;Q Gezondheids- en welzijnszorg;2004;14.0;;;;
515;Q Gezondheids- en welzijnszorg;2005;14.2;;;;
516;Q Gezondheids- en welzijnszorg;2006;14.5;;;;
517;Q Gezondheids- en welzijnszorg;2007;14.7;;;;
518;Q Gezondheids- en welzijnszorg;2008;15.2;;;;
519;Q Gezondheids- en welzijnszorg;2009;15.5;;;;
520;Q Gezondheids- en welzijnszorg;2010;16.2;;;;
521;Q Gezondheids- en welzijnszorg;2011;16.7;;;;
522;R-U Cultuur, recreatie, overige diensten;2003;18.4;;;;
523;R-U Cultuur, recreatie, overige diensten;2004;18.3;;;;
524;R-U Cultuur, recreatie, overige diensten;2005;18.7;;;;
525;R-U Cultuur, recreatie, overige diensten;2006;19.0;;;;
526;R-U Cultuur, recreatie, overige diensten;2007;19.6;;;;
527;R-U Cultuur, recreatie, overige diensten;2008;21.7;;;;
528;R-U Cultuur, recreatie, overige diensten;2009;22.3;;;;
529;R-U Cultuur, recreatie, overige diensten;2010;22.8;;;;
530;R-U Cultuur, recreatie, overige diensten;2011;22.7;;;;
531;R Cultuur, sport en recreatie;2003;10.7;;;;
532;R Cultuur, sport en recreatie;2004;10.6;;;;
533;R Cultuur, sport en recreatie;2005;10.9;;;;
534;R Cultuur, sport en recreatie;2006;11.0;;;;
535;R Cultuur, sport en recreatie;2007;11.2;;;;
536;R Cultuur, sport en recreatie;2008;12.7;;;;
537;R Cultuur, sport en recreatie;2009;13.1;;;;
538;R Cultuur, sport en recreatie;2010;13.5;;;;
539;R Cultuur, sport en recreatie;2011;13.7;;;;
540;S Overige dienstverlening;2003;7.2;;;;
541;S Overige dienstverlening;2004;7.2;;;;
542;S Overige dienstverlening;2005;7.3;;;;
543;S Overige dienstverlening;2006;7.4;;;;
544;S Overige dienstverlening;2007;7.6;;;;
545;S Overige dienstverlening;2008;8.1;;;;
546;S Overige dienstverlening;2009;8.3;;;;
547;S Overige dienstverlening;2010;8.5;;;;
548;S Overige dienstverlening;2011;8.4;;;;
549;T Huishoudens;2003;0.5;;;;
550;T Huishoudens;2004;0.5;;;;
551;T Huishoudens;2005;0.5;;;;
552;T Huishoudens;2006;0.6;;;;
553;T Huishoudens;2007;0.7;;;;
554;T Huishoudens;2008;0.9;;;;
555;T Huishoudens;2009;0.8;;;;
556;T Huishoudens;2010;0.7;;;;
557;T Huishoudens;2011;0.6;;;;
558;U Extraterritoriale organisaties;2003;0.0;;;;
559;U Extraterritoriale organisaties;2004;0.0;;;;
560;U Extraterritoriale organisaties;2005;0.0;;;;
561;U Extraterritoriale organisaties;2006;0.0;;;;
562;U Extraterritoriale organisaties;2007;0.0;;;;
563;U Extraterritoriale organisaties;2008;0.0;;;;
564;U Extraterritoriale organisaties;2009;0.0;;;;
565;U Extraterritoriale organisaties;2010;0.0;;;;
566;U Extraterritoriale organisaties;2011;0.0;;;;
