ID;Geslacht;Leeftijd;Studierichting;Opleidingsvorm;Perioden;Gediplomeerden_1
0;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;1995/'96;71542
1;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;1996/'97;68659
2;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;1997/'98;65725
3;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;1998/'99;64809
4;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;1999/'00;66628
5;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2000/'01;67434
6;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2001/'02;70599
7;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2002/'03;73376
8;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2003/'04;77195
9;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2004/'05;81953
10;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2005/'06;86106
11;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2006/'07;85467
12;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2007/'08;82801
13;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2008/'09;84222
14;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2009/'10;85630
15;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2010/'11;87387
16;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2011/'12;95277
17;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2012/'13;87709
18;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2013/'14;89166
19;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2014/'15;94655
20;Totaal mannen en vrouwen;0;0;Totaal opleidingsvorm;2015/'16;95257
21;Totaal mannen en vrouwen;0;0;Voltijd;1995/'96;63387
22;Totaal mannen en vrouwen;0;0;Voltijd;1996/'97;60687
23;Totaal mannen en vrouwen;0;0;Voltijd;1997/'98;58259
24;Totaal mannen en vrouwen;0;0;Voltijd;1998/'99;57563
25;Totaal mannen en vrouwen;0;0;Voltijd;1999/'00;59163
26;Totaal mannen en vrouwen;0;0;Voltijd;2000/'01;59183
27;Totaal mannen en vrouwen;0;0;Voltijd;2001/'02;61031
28;Totaal mannen en vrouwen;0;0;Voltijd;2002/'03;63327
29;Totaal mannen en vrouwen;0;0;Voltijd;2003/'04;66820
30;Totaal mannen en vrouwen;0;0;Voltijd;2004/'05;71361
31;Totaal mannen en vrouwen;0;0;Voltijd;2005/'06;76126
32;Totaal mannen en vrouwen;0;0;Voltijd;2006/'07;76484
33;Totaal mannen en vrouwen;0;0;Voltijd;2007/'08;74402
34;Totaal mannen en vrouwen;0;0;Voltijd;2008/'09;76181
35;Totaal mannen en vrouwen;0;0;Voltijd;2009/'10;77862
36;Totaal mannen en vrouwen;0;0;Voltijd;2010/'11;79858
37;Totaal mannen en vrouwen;0;0;Voltijd;2011/'12;87519
38;Totaal mannen en vrouwen;0;0;Voltijd;2012/'13;81339
39;Totaal mannen en vrouwen;0;0;Voltijd;2013/'14;83430
40;Totaal mannen en vrouwen;0;0;Voltijd;2014/'15;89387
41;Totaal mannen en vrouwen;0;0;Voltijd;2015/'16;90416
42;Totaal mannen en vrouwen;0;0;Deeltijd;1995/'96;8155
43;Totaal mannen en vrouwen;0;0;Deeltijd;1996/'97;7972
44;Totaal mannen en vrouwen;0;0;Deeltijd;1997/'98;7466
45;Totaal mannen en vrouwen;0;0;Deeltijd;1998/'99;7246
46;Totaal mannen en vrouwen;0;0;Deeltijd;1999/'00;7465
47;Totaal mannen en vrouwen;0;0;Deeltijd;2000/'01;8251
48;Totaal mannen en vrouwen;0;0;Deeltijd;2001/'02;9568
49;Totaal mannen en vrouwen;0;0;Deeltijd;2002/'03;10049
50;Totaal mannen en vrouwen;0;0;Deeltijd;2003/'04;10375
51;Totaal mannen en vrouwen;0;0;Deeltijd;2004/'05;10592
52;Totaal mannen en vrouwen;0;0;Deeltijd;2005/'06;9980
53;Totaal mannen en vrouwen;0;0;Deeltijd;2006/'07;8983
54;Totaal mannen en vrouwen;0;0;Deeltijd;2007/'08;8399
55;Totaal mannen en vrouwen;0;0;Deeltijd;2008/'09;8041
56;Totaal mannen en vrouwen;0;0;Deeltijd;2009/'10;7768
57;Totaal mannen en vrouwen;0;0;Deeltijd;2010/'11;7529
58;Totaal mannen en vrouwen;0;0;Deeltijd;2011/'12;7758
59;Totaal mannen en vrouwen;0;0;Deeltijd;2012/'13;6370
60;Totaal mannen en vrouwen;0;0;Deeltijd;2013/'14;5736
61;Totaal mannen en vrouwen;0;0;Deeltijd;2014/'15;5268
62;Totaal mannen en vrouwen;0;0;Deeltijd;2015/'16;4841
63;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;1995/'96;9936
64;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;1996/'97;9548
65;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;1997/'98;9609
66;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;1998/'99;8571
67;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;1999/'00;8799
68;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2000/'01;9282
69;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2001/'02;9943
70;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2002/'03;10698
71;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2003/'04;11311
72;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2004/'05;11523
73;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2005/'06;11398
74;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2006/'07;11376
75;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2007/'08;10745
76;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2008/'09;10439
77;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2009/'10;10526
78;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2010/'11;10221
79;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2011/'12;10384
80;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2012/'13;9317
81;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2013/'14;9064
82;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2014/'15;8986
83;Totaal mannen en vrouwen;0;1;Totaal opleidingsvorm;2015/'16;8705
84;Totaal mannen en vrouwen;0;1;Voltijd;1995/'96;8025
85;Totaal mannen en vrouwen;0;1;Voltijd;1996/'97;7893
86;Totaal mannen en vrouwen;0;1;Voltijd;1997/'98;8196
87;Totaal mannen en vrouwen;0;1;Voltijd;1998/'99;7322
88;Totaal mannen en vrouwen;0;1;Voltijd;1999/'00;7429
89;Totaal mannen en vrouwen;0;1;Voltijd;2000/'01;7528
90;Totaal mannen en vrouwen;0;1;Voltijd;2001/'02;7834
91;Totaal mannen en vrouwen;0;1;Voltijd;2002/'03;8360
92;Totaal mannen en vrouwen;0;1;Voltijd;2003/'04;8543
93;Totaal mannen en vrouwen;0;1;Voltijd;2004/'05;8623
94;Totaal mannen en vrouwen;0;1;Voltijd;2005/'06;8443
95;Totaal mannen en vrouwen;0;1;Voltijd;2006/'07;8938
96;Totaal mannen en vrouwen;0;1;Voltijd;2007/'08;8540
97;Totaal mannen en vrouwen;0;1;Voltijd;2008/'09;8484
98;Totaal mannen en vrouwen;0;1;Voltijd;2009/'10;8661
99;Totaal mannen en vrouwen;0;1;Voltijd;2010/'11;8500
100;Totaal mannen en vrouwen;0;1;Voltijd;2011/'12;8496
101;Totaal mannen en vrouwen;0;1;Voltijd;2012/'13;7731
102;Totaal mannen en vrouwen;0;1;Voltijd;2013/'14;7656
103;Totaal mannen en vrouwen;0;1;Voltijd;2014/'15;7743
104;Totaal mannen en vrouwen;0;1;Voltijd;2015/'16;7567
105;Totaal mannen en vrouwen;0;1;Deeltijd;1995/'96;1911
106;Totaal mannen en vrouwen;0;1;Deeltijd;1996/'97;1655
107;Totaal mannen en vrouwen;0;1;Deeltijd;1997/'98;1413
108;Totaal mannen en vrouwen;0;1;Deeltijd;1998/'99;1249
109;Totaal mannen en vrouwen;0;1;Deeltijd;1999/'00;1370
110;Totaal mannen en vrouwen;0;1;Deeltijd;2000/'01;1754
111;Totaal mannen en vrouwen;0;1;Deeltijd;2001/'02;2109
112;Totaal mannen en vrouwen;0;1;Deeltijd;2002/'03;2338
113;Totaal mannen en vrouwen;0;1;Deeltijd;2003/'04;2768
114;Totaal mannen en vrouwen;0;1;Deeltijd;2004/'05;2900
115;Totaal mannen en vrouwen;0;1;Deeltijd;2005/'06;2955
116;Totaal mannen en vrouwen;0;1;Deeltijd;2006/'07;2438
117;Totaal mannen en vrouwen;0;1;Deeltijd;2007/'08;2205
118;Totaal mannen en vrouwen;0;1;Deeltijd;2008/'09;1955
119;Totaal mannen en vrouwen;0;1;Deeltijd;2009/'10;1865
120;Totaal mannen en vrouwen;0;1;Deeltijd;2010/'11;1721
121;Totaal mannen en vrouwen;0;1;Deeltijd;2011/'12;1888
122;Totaal mannen en vrouwen;0;1;Deeltijd;2012/'13;1586
123;Totaal mannen en vrouwen;0;1;Deeltijd;2013/'14;1408
124;Totaal mannen en vrouwen;0;1;Deeltijd;2014/'15;1243
125;Totaal mannen en vrouwen;0;1;Deeltijd;2015/'16;1138
126;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;1995/'96;9936
127;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;1996/'97;9548
128;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;1997/'98;9609
129;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;1998/'99;8571
130;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;1999/'00;8799
131;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2000/'01;9282
132;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2001/'02;9943
133;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2002/'03;10698
134;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2003/'04;11311
135;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2004/'05;11523
136;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2005/'06;11398
137;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2006/'07;11376
138;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2007/'08;10745
139;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2008/'09;10439
140;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2009/'10;10526
141;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2010/'11;10221
142;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2011/'12;10384
143;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2012/'13;9317
144;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2013/'14;9064
145;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2014/'15;8986
146;Totaal mannen en vrouwen;0;14;Totaal opleidingsvorm;2015/'16;8705
147;Totaal mannen en vrouwen;0;14;Voltijd;1995/'96;8025
148;Totaal mannen en vrouwen;0;14;Voltijd;1996/'97;7893
149;Totaal mannen en vrouwen;0;14;Voltijd;1997/'98;8196
150;Totaal mannen en vrouwen;0;14;Voltijd;1998/'99;7322
