ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTwoonplaatsnaam_7;Gemeentenaam_8
1313;950;108;Borger                     ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1314;Druisdijk;741;Alphen en Riel             ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1315;Drumpt;281;Tiel                       ;38;Westelijke Betuwe                                 ;25;Gld.;nee;nee
1316;Drunen;767;Drunen                     ;106;Langstraat                                        ;30;NB. ;ja ;ja 
1317;Druten;225;Druten                     ;41;Land van Maas en Waal                             ;25;Gld.;ja ;ja 
1318;Dubbeldam;505;Dordrecht                  ;89;Eiland van Dordrecht                              ;28;ZH. ;nee;nee
1319;Dubbroek;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
1320;Duifhuis;1685;Landerd                    ;111;Maaskant                                          ;30;NB. ;nee;nee
1321;Duifhuis;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
1322;Duiksehoef;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1323;Duin en Bosch;383;Castricum                  ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
1324;Duinen;243;Harderwijk                 ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
1325;Duiveland;662;Duiveland                  ;93;Schouwen-Duiveland                                ;29;Z.  ;nee;ja 
1326;Duiven;226;Duiven                     ;26;De Lijmers                                        ;25;Gld.;ja ;ja 
1327;Duivendijke;656;Brouwershaven              ;93;Schouwen-Duiveland                                ;29;Z.  ;nee;nee
1328;Duivendrecht;437;Ouder-Amstel               ;64;Zuidelijk randgebied Amsterdam                    ;27;NH. ;ja ;nee
1329;Duizel;770;Eersel                     ;116;Kempenland                                        ;30;NB. ;ja ;nee
1330;Duizeldonk, De;794;Helmond                    ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
1331;Dukenburg;268;Nijmegen                   ;39;Nijmegen                                          ;25;Gld.;nee;nee
1332;Dulder;188;Weerselo                   ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
1333;Dun;798;Hilvarenbeek               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1334;Dungen, Den;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;ja ;nee
1335;Dunsborg;248;Hengelo                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
1336;Durgerdam;363;Amsterdam                  ;63;Amsterdam                                         ;27;NH. ;nee;nee
1337;Dusseldorp;418;Limmen                     ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
1338;Dussen;769;Dussen                     ;105;Land van Altena                                   ;30;NB. ;ja ;ja 
1339;Duur;174;Olst                       ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
1340;Duurendseind;828;Oss                        ;111;Maaskant                                          ;30;NB. ;nee;nee
1341;Duurkenakker;1987;Menterwolde                ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
1342;782;86;Opsterland                 ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
1343;Duyn en Dael;1671;Maasdonk                   ;111;Maaskant                                          ;30;NB. ;nee;nee
1344;Dwarsdiep;765;Pekela                     ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
1345;Dwarsdijk;352;Wijk bij Duurstede         ;45;Utrechts Kromme Rijngebied                        ;26;U.  ;nee;nee
1346;Dwarsgracht;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
1347;991;112;Dwingeloo                  ;17;Drentse zandgronden                               ;22;D.  ;ja ;ja 
1348;443;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1349;Earnewâld;737;Tytsjerksteradiel          ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
1350;Eastermar;737;Tytsjerksteradiel          ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
1351;Ebbenbroek;160;Hardenberg                 ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
1352;Echt;902;Echt                       ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;ja 
1353;Echteld;227;Echteld                    ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;ja 
1354;Echten;127;Ruinen                     ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
1355;720;82;Lemsterland                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1356;721;82;Lemsterland                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1357;Echterbosch;902;Echt                       ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
1358;Eck en Wiel;264;Maurik                     ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;nee
1359;Eckart;772;Eindhoven                  ;113;Eindhoven                                         ;30;NB. ;nee;nee
1360;Eckelrade;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
1361;Edam;385;Edam-Volendam              ;57;Waterland                                         ;27;NH. ;ja ;nee
1362;Edam-Volendam;385;Edam-Volendam              ;57;Waterland                                         ;27;NH. ;nee;ja 
1363;Ede;228;Ede                        ;31;Gelderse Vallei                                   ;25;Gld.;ja ;ja 
1364;Edens;140;Littenseradiel             ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1365;Ederveen;228;Ede                        ;31;Gelderse Vallei                                   ;25;Gld.;ja ;nee
1366;510;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
1367;Eede;1698;Sluis-Aardenburg           ;98;West-Zeeuwsch-Vlaanderen                          ;29;Z.  ;ja ;nee
1368;Eefde;239;Gorssel                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;nee
1369;Eefsele;240;Groenlo                    ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
1370;Eekt;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
1371;191;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
1372;192;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
1373;Eelde;113;Eelde                      ;14;Noorddrents randgebied                            ;22;D.  ;ja ;ja 
1374;Eelderwolde;113;Eelde                      ;14;Noorddrents randgebied                            ;22;D.  ;ja ;nee
1375;Eelen;163;Hellendoorn                ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
1376;Eembrugge;308;Baarn                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
1377;Eemdijk;313;Bunschoten                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;ja ;nee
1378;Eemland;308;Baarn                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
1379;Eemnes;317;Eemnes                     ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;ja ;ja 
1380;Eemshaven;1651;Eemsmond                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
1381;Eemsmond;1651;Eemsmond                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;ja 
1382;992;112;Dwingeloo                  ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
1383;Eemster;122;Odoorn                     ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;nee;nee
1384;Eemswoude;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
1385;Eemten;135;de Wijk                    ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
1386;Een;120;Norg                       ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
1387;Een West;120;Norg                       ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
1388;960;109;Coevorden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
1389;Eendrachtspolder;1666;Zevenhuizen-Moerkapelle    ;83;Midden Zuid-Holland                               ;28;ZH. ;nee;nee
1390;Eendragt;715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;nee;nee
1391;Eeneind;820;Nuenen c.a.                ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1392;Eenerveld, Het;120;Norg                       ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
1393;Eenigenburg;395;Harenkarspel               ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
1394;Eenrum;1663;De Marne                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
1395;193;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
1396;Eerbeek;213;Brummen                    ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;ja ;nee
1397;Eerde;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
1398;Eerde;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
1399;Eerschot;846;Sint-Oedenrode             ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
1400;Eersel;770;Eersel                     ;116;Kempenland                                        ;30;NB. ;ja ;ja 
1401;Eerste Exloermond;122;Odoorn                     ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1402;Eerste Valthermond;122;Odoorn                     ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;nee;nee
1403;951;108;Borger                     ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1404;Eese;181;Steenwijk                  ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
1405;952;108;Borger                     ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1406;Eeserveen;130;Sleen                      ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
1407;Eeserveen (ged.);122;Odoorn                     ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1408;953;108;Borger                     ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1409;722;82;Lemsterland                ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1410;Eesveen;181;Steenwijk                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
1411;Eethen;738;Aalburg                    ;105;Land van Altena                                   ;30;NB. ;ja ;nee
1412;902;105;Anloo                      ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1413;253;39;Scheemda                   ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
1414;903;105;Anloo                      ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1415;904;105;Anloo                      ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1416;905;105;Anloo                      ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1417;Effen;758;Breda                      ;103;Breda                                             ;30;NB. ;nee;nee
1418;811;90;Smallingerland             ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
1419;Egchel;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
1420;Egchelheide;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
1421;Egchelhoek;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
1422;Egede;163;Hellendoorn                ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
1423;Egelshoek;402;Hilversum                  ;66;Hilversum                                         ;27;NH. ;nee;nee
1424;Egge, De;899;Brunssum                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
1425;Egmond;357;Egmond                     ;55;Noord-Kennemerland                                ;27;NH. ;nee;ja 
1426;Egmond Binnen;357;Egmond                     ;55;Noord-Kennemerland                                ;27;NH. ;ja ;nee
1427;Egmond aan Den Hoef;357;Egmond                     ;55;Noord-Kennemerland                                ;27;NH. ;ja ;nee
1428;Egmond aan Zee;357;Egmond                     ;55;Noord-Kennemerland                                ;27;NH. ;ja ;nee
1429;Egypte;754;Bladel en Netersel         ;116;Kempenland                                        ;30;NB. ;nee;nee
1430;Eibergen;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;ja ;ja 
1431;122;15;Grootegast                 ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;nee;nee
1432;Eijgelshoven;928;Kerkrade                   ;125;Oostelijke Mijnstreek                             ;31;L.  ;ja ;nee
1433;Eijndt;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
1434;Eijsden;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;ja 
1435;Eikberg;817;Nieuw-Ginneken             ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
1436;Eikelenbosch;923;Horst                      ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
1437;Eikelenbosch;744;Baarle-Nassau              ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1438;Eikenheuvel;856;Uden                       ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
1439;Eikske;882;Landgraaf                  ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
1440;Eiland;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
1441;Eiland;803;Huijbergen                 ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
1442;Eiland, Het;479;Zaanstad                   ;58;Zaanstreek                                        ;27;NH. ;nee;nee
1443;Eilandspolder;458;Schermer                   ;56;Noordhollands Middengewest                        ;27;NH. ;nee;nee
1444;Eimeren;231;Elst                       ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
1445;Eind;837;Riethoven                  ;116;Kempenland                                        ;30;NB. ;nee;nee
1446;Eind;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
1447;Eind;848;Son en Breugel             ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1448;Eind van den Hout;826;Oosterhout                 ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
1449;Eind, 't;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
1450;Einde;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
1451;Einde;975;Swalmen                    ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
1452;Eindewege (ged.);664;Goes                       ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
1453;Eindewege (ged.);654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
1454;Eindhoven;772;Eindhoven                  ;113;Eindhoven                                         ;30;NB. ;ja ;ja 
1455;Eindje;847;Someren                    ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
1456;Einighausen;968;Sittard                    ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;nee
1457;Eiteren;353;IJsselstein                ;46;Nieuwegein, IJsselstein                           ;26;U.  ;nee;nee
1458;254;39;Scheemda                   ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
1459;Ekamp (ged.);1661;Reiderland                 ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
1460;Ekehaar;126;Rolde                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
1461;Ekenrooi;866;Waalre                     ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1462;Ekker, d';861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1463;Ekkersrijt;848;Son en Breugel             ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1464;Ekris;351;Woudenberg                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
1465;Elahuizen;653;Gaasterlân-Sleat           ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
1466;Elba;412;Niedorp                    ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
1467;Elba;454;Venhuizen                  ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;nee
1468;Elburg;230;Elburg                     ;32;IJsselmeerkust                                    ;25;Gld.;ja ;ja 
1469;Elde;844;Schijndel                  ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
1470;Elden;231;Elst                       ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
1471;Eldersloo;126;Rolde                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
1472;Eldik;227;Echteld                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
1473;Eldrik;256;Hummelo en Keppel          ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;nee;nee
1474;Elens;1663;De Marne                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
1475;Eleveld;126;Rolde                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
1476;Elferink;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
1477;Elft;462;Wieringen                  ;51;Wieringen, Wieringermeer                          ;27;NH. ;nee;nee
1478;Elim;118;Hoogeveen                  ;18;Zuiddrents randgebied                             ;22;D.  ;ja ;nee
1479;Elkenrade;913;Gulpen                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
1480;Elkerzee;688;Middenschouwen             ;93;Schouwen-Duiveland                                ;29;Z.  ;nee;nee
1481;Ell;925;Hunsel                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;nee
1482;Ellecom;275;Rheden                     ;36;Overige gemeenten zuidelijke Veluwezoom           ;25;Gld.;ja ;nee
1483;Ellemeet (ged.);688;Middenschouwen             ;93;Schouwen-Duiveland                                ;29;Z.  ;ja ;nee
1484;Ellemeet (ged.);725;Westerschouwen             ;93;Schouwen-Duiveland                                ;29;Z.  ;nee;nee
1485;Ellerhei;925;Hunsel                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
1486;11;5;Bedum                      ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
1487;322;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
1488;954;108;Borger                     ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
1489;Ellewoutsdijk;654;Borsele                    ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;ja ;nee
1490;Elp;134;Westerbork                 ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
1491;Elsen;169;Markelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
1492;Elsendorp;782;Gemert                     ;118;Brabantse Peel                                    ;30;NB. ;ja ;nee
1493;Elsenerbroek;169;Markelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
1494;Elshof;190;Wijhe                      ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
1495;Elshout;767;Drunen                     ;106;Langstraat                                        ;30;NB. ;ja ;nee
1496;Elsloo;971;Stein                      ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;nee
1497;752;85;Ooststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
1498;Elspeet;302;Nunspeet                   ;32;IJsselmeerkust                                    ;25;Gld.;ja ;nee
1499;Elst;1671;Maasdonk                   ;111;Maaskant                                          ;30;NB. ;nee;nee
1500;Elst;231;Elst                       ;37;Oostelijke Betuwe                                 ;25;Gld.;ja ;ja 
1501;Elst (ged.);340;Rhenen                     ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;nee
1502;Elst (ged.);306;Amerongen                  ;44;Utrechtse Heuvelrug                               ;26;U.  ;ja ;nee
1503;Elsteren;893;Bergen                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
1504;Elzen;755;Boekel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
1505;Elzenpas;281;Tiel                       ;38;Westelijke Betuwe                                 ;25;Gld.;nee;nee
1506;Elzent, Den;772;Eindhoven                  ;113;Eindhoven                                         ;30;NB. ;nee;nee
1507;Elzet;990;Wittem                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
1508;927;107;Beilen                     ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
1509;Emmaberg;994;Valkenburg aan de Geul     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
1510;Emmadorp;677;Hulst                      ;100;Overige gemeenten Oost-Zeeuwsch-Vlaanderen        ;29;Z.  ;nee;nee
1511;Emmeloord;171;Noordoostpolder            ;128;Noordoostpolder                                   ;24;Fle.;ja ;nee
1512;Emmen;148;Dalfsen                    ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
1513;Emmen;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;ja ;ja 
1514;Emmer;280;Steenderen                 ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
1515;Emmer-Compascuum;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;ja ;nee
1516;Emmer-Erfscheidenveen;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
1517;Emmermeer;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
1518;Emmerschans;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;nee;nee
1519;Emminkhuizen;339;Renswoude                  ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
1520;Empe;213;Brummen                    ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;ja ;nee
1521;Empel;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
1522;Emst;232;Epe                        ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;ja ;nee
1523;Eng;342;Soest                      ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
1524;Eng en Kortenburgse Bossen;289;Wageningen                 ;36;Overige gemeenten zuidelijke Veluwezoom           ;25;Gld.;nee;nee
1525;Eng, De;226;Duiven                     ;26;De Lijmers                                        ;25;Gld.;nee;nee
1526;Eng, Den;261;Lienden                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
1527;Engel, De;553;Lisse                      ;68;Zuidhollandse Bollenstreek                        ;28;ZH. ;nee;nee
1528;Engeland;127;Ruinen                     ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
1529;Engeland;200;Apeldoorn                  ;33;Apeldoorn                                         ;25;Gld.;nee;nee
1530;Engeland;157;Gramsbergen                ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
1531;100;14;Groningen                  ;7;Stad Groningen                                    ;20;Gr. ;nee;nee
1532;Engelen;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
1533;736;83;Menaldumadeel              ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
1534;478;56;Zuidhorn                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
1535;444;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
1536;Engwier;710;Wûnseradiel                ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
1537;511;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
1538;Enkhuizen;388;Enkhuizen                  ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;ja ;ja 
1539;Ens;171;Noordoostpolder            ;128;Noordoostpolder                                   ;24;Fle.;ja ;nee
1540;Enschede;153;Enschede                   ;23;Enschede                                          ;23;O.  ;ja ;ja 
1541;Enschot;751;Berkel-Enschot             ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
1542;Enspijk;236;Geldermalsen               ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;nee
1543;Enter;189;Wierden                    ;24;Overige gemeenten in Twente                       ;23;O.  ;ja ;nee
1544;Enterbroek;189;Wierden                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
1545;179;22;Leek                       ;5;Groninger zuidelijk Westerkwartier                ;20;Gr. ;ja ;nee
1546;194;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
1547;Epe;232;Epe                        ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;ja ;ja 
1548;Epen;990;Wittem                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
1549;Eperheide;990;Wittem                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
1550;Eppenhuizen;1651;Eemsmond                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
1551;Eppenzolder;158;Haaksbergen                ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
1552;Epse;239;Gorssel                    ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;nee
1553;Erica;114;Emmen                      ;15;Emmen, Schoonebeek                                ;22;D.  ;ja ;nee
1554;Erichem;214;Buren                      ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;nee
1555;Erlecom;282;Ubbergen                   ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;nee
1556;Erlecom en Ooij;282;Ubbergen                   ;40;Gebied om Nijmegen                                ;25;Gld.;nee;nee
1557;Erm;130;Sleen                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
1558;Ermelo;233;Ermelo                     ;32;IJsselmeerkust                                    ;25;Gld.;ja ;ja 
1559;Erp;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;ja ;nee
1560;Esbeek;798;Hilvarenbeek               ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;nee
1561;Esch;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;ja ;nee
1562;Escharen;786;Grave                      ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
1563;Eschoten;228;Ede                        ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
1564;Esdonk;782;Gemert                     ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
1565;Esp;745;Bakel en Milheeze          ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
1566;Esp;848;Son en Breugel             ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1567;Espel;171;Noordoostpolder            ;128;Noordoostpolder                                   ;24;Fle.;ja ;nee
1568;Espelo;165;Holten                     ;22;Zuidwest-Overijssel                               ;23;O.  ;nee;nee
1569;Esperheide;848;Son en Breugel             ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
1570;Esschen, Ten (ged.);917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
1571;Esschen, Ten (ged.);986;Voerendaal                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
1572;Essebroek;261;Lienden                    ;37;Oostelijke Betuwe                                 ;25;Gld.;nee;nee
1573;Essen;203;Barneveld                  ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
1574;139;17;Haren                      ;8;Randgebied stad Groningen                         ;20;Gr. ;nee;nee
1575;Est;304;Neerijnen                  ;38;Westelijke Betuwe                                 ;25;Gld.;ja ;nee
1576;Esveld;203;Barneveld                  ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
1577;Etenaken;913;Gulpen                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
1578;Etersheim;478;Zeevang                    ;56;Noordhollands Middengewest                        ;27;NH. ;nee;nee
1579;Etsberg;1669;Roerdalen                  ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
