ID;Countries;SITC;Periods;TotalImportValue_1;TotalExportValue_2
2165;Total countries;66181 Articles of asphalt or of simil...;2022 November;9.0;3.0
2166;Total countries;66181 Articles of asphalt or of simil...;2022 December;9.0;2.0
2167;Total countries;66181 Articles of asphalt or of simil...;2022;142.0;28.0
2168;Total countries;66181 Articles of asphalt or of simil...;2023 January;9.0;2.0
2169;Total countries;66181 Articles of asphalt or of simil...;2023 February;11.0;2.0
2170;Total countries;66181 Articles of asphalt or of simil...;2023 March;13.0;3.0
2171;Total countries;66181 Articles of asphalt or of simil...;2023 April;11.0;2.0
2172;Total countries;66181 Articles of asphalt or of simil...;2023 May;13.0;2.0
2173;Total countries;66181 Articles of asphalt or of simil...;2023 June;12.0;3.0
2174;Total countries;66181 Articles of asphalt or of simil...;2023 July;11.0;2.0
2175;Total countries;66181 Articles of asphalt or of simil...;2023 August;9.0;1.0
2176;Total countries;66181 Articles of asphalt or of simil...;2023 September;12.0;2.0
2177;Total countries;66181 Articles of asphalt or of simil...;2023 October;12.0;3.0
2178;Total countries;66181 Articles of asphalt or of simil...;2023 November;10.0;3.0
2179;Total countries;66181 Articles of asphalt or of simil...;2023 December;7.0;2.0
2180;Total countries;66181 Articles of asphalt or of simil...;2023;130.0;27.0
2181;Total countries;66181 Articles of asphalt or of simil...;2024 January;9.0;2.0
2182;Total countries;66181 Articles of asphalt or of simil...;2024 February;10.0;2.0
2183;Total countries;66181 Articles of asphalt or of simil...;2024 March;12.0;2.0
2184;Total countries;66181 Articles of asphalt or of simil...;2024 April;12.0;3.0
2185;Total countries;66181 Articles of asphalt or of simil...;2024 May;14.0;2.0
2186;Total countries;66181 Articles of asphalt or of simil...;2024 June;14.0;3.0
2187;Total countries;66181 Articles of asphalt or of simil...;2024 July;12.0;2.0
2188;Total countries;66181 Articles of asphalt or of simil...;2024 August;9.0;3.0
2189;Total countries;66181 Articles of asphalt or of simil...;2024 September;19.0;3.0
2190;Total countries;66181 Articles of asphalt or of simil...;2024 October;14.0;2.0
2191;Total countries;66181 Articles of asphalt or of simil...;2024 November;11.0;2.0
2192;Total countries;66181 Articles of asphalt or of simil...;2024 January-November;135.0;26.0
2193;Total countries;66182 Panels, boards, tiles, blocks a...;2015 January;1.0;0.0
2194;Total countries;66182 Panels, boards, tiles, blocks a...;2015 February;1.0;0.0
2195;Total countries;66182 Panels, boards, tiles, blocks a...;2015 March;1.0;1.0
2196;Total countries;66182 Panels, boards, tiles, blocks a...;2015 April;1.0;1.0
2197;Total countries;66182 Panels, boards, tiles, blocks a...;2015 May;1.0;1.0
2198;Total countries;66182 Panels, boards, tiles, blocks a...;2015 June;1.0;0.0
2199;Total countries;66182 Panels, boards, tiles, blocks a...;2015 July;1.0;0.0
2200;Total countries;66182 Panels, boards, tiles, blocks a...;2015 August;1.0;0.0
2201;Total countries;66182 Panels, boards, tiles, blocks a...;2015 September;1.0;0.0
2202;Total countries;66182 Panels, boards, tiles, blocks a...;2015 October;1.0;0.0
2203;Total countries;66182 Panels, boards, tiles, blocks a...;2015 November;1.0;0.0
2204;Total countries;66182 Panels, boards, tiles, blocks a...;2015 December;1.0;0.0
2205;Total countries;66182 Panels, boards, tiles, blocks a...;2015;10.0;4.0
2206;Total countries;66182 Panels, boards, tiles, blocks a...;2016 January;0.0;0.0
2207;Total countries;66182 Panels, boards, tiles, blocks a...;2016 February;0.0;0.0
2208;Total countries;66182 Panels, boards, tiles, blocks a...;2016 March;0.0;0.0
2209;Total countries;66182 Panels, boards, tiles, blocks a...;2016 April;0.0;0.0
2210;Total countries;66182 Panels, boards, tiles, blocks a...;2016 May;0.0;1.0
2211;Total countries;66182 Panels, boards, tiles, blocks a...;2016 June;1.0;1.0
2212;Total countries;66182 Panels, boards, tiles, blocks a...;2016 July;1.0;1.0
2213;Total countries;66182 Panels, boards, tiles, blocks a...;2016 August;0.0;1.0
2214;Total countries;66182 Panels, boards, tiles, blocks a...;2016 September;1.0;1.0
2215;Total countries;66182 Panels, boards, tiles, blocks a...;2016 October;1.0;1.0
2216;Total countries;66182 Panels, boards, tiles, blocks a...;2016 November;1.0;1.0
2217;Total countries;66182 Panels, boards, tiles, blocks a...;2016 December;0.0;0.0
2218;Total countries;66182 Panels, boards, tiles, blocks a...;2016;6.0;7.0
2219;Total countries;66182 Panels, boards, tiles, blocks a...;2017 January;1.0;0.0
2220;Total countries;66182 Panels, boards, tiles, blocks a...;2017 February;1.0;1.0
2221;Total countries;66182 Panels, boards, tiles, blocks a...;2017 March;1.0;0.0
2222;Total countries;66182 Panels, boards, tiles, blocks a...;2017 April;2.0;1.0
2223;Total countries;66182 Panels, boards, tiles, blocks a...;2017 May;1.0;1.0
2224;Total countries;66182 Panels, boards, tiles, blocks a...;2017 June;1.0;0.0
2225;Total countries;66182 Panels, boards, tiles, blocks a...;2017 July;1.0;0.0
2226;Total countries;66182 Panels, boards, tiles, blocks a...;2017 August;1.0;0.0
2227;Total countries;66182 Panels, boards, tiles, blocks a...;2017 September;1.0;1.0
2228;Total countries;66182 Panels, boards, tiles, blocks a...;2017 October;1.0;1.0
2229;Total countries;66182 Panels, boards, tiles, blocks a...;2017 November;1.0;1.0
2230;Total countries;66182 Panels, boards, tiles, blocks a...;2017 December;1.0;0.0
2231;Total countries;66182 Panels, boards, tiles, blocks a...;2017;11.0;7.0
2232;Total countries;66182 Panels, boards, tiles, blocks a...;2018 January;1.0;0.0
2233;Total countries;66182 Panels, boards, tiles, blocks a...;2018 February;1.0;0.0
2234;Total countries;66182 Panels, boards, tiles, blocks a...;2018 March;1.0;1.0
2235;Total countries;66182 Panels, boards, tiles, blocks a...;2018 April;1.0;1.0
2236;Total countries;66182 Panels, boards, tiles, blocks a...;2018 May;1.0;0.0
2237;Total countries;66182 Panels, boards, tiles, blocks a...;2018 June;1.0;1.0
2238;Total countries;66182 Panels, boards, tiles, blocks a...;2018 July;1.0;0.0
2239;Total countries;66182 Panels, boards, tiles, blocks a...;2018 August;1.0;0.0
2240;Total countries;66182 Panels, boards, tiles, blocks a...;2018 September;1.0;0.0
2241;Total countries;66182 Panels, boards, tiles, blocks a...;2018 October;1.0;1.0
2242;Total countries;66182 Panels, boards, tiles, blocks a...;2018 November;1.0;0.0
2243;Total countries;66182 Panels, boards, tiles, blocks a...;2018 December;1.0;0.0
2244;Total countries;66182 Panels, boards, tiles, blocks a...;2018;12.0;5.0
2245;Total countries;66182 Panels, boards, tiles, blocks a...;2019 January;2.0;0.0
2246;Total countries;66182 Panels, boards, tiles, blocks a...;2019 February;2.0;0.0
2247;Total countries;66182 Panels, boards, tiles, blocks a...;2019 March;2.0;0.0
2248;Total countries;66182 Panels, boards, tiles, blocks a...;2019 April;2.0;0.0
2249;Total countries;66182 Panels, boards, tiles, blocks a...;2019 May;3.0;0.0
2250;Total countries;66182 Panels, boards, tiles, blocks a...;2019 June;2.0;0.0
2251;Total countries;66182 Panels, boards, tiles, blocks a...;2019 July;2.0;1.0
2252;Total countries;66182 Panels, boards, tiles, blocks a...;2019 August;2.0;0.0
2253;Total countries;66182 Panels, boards, tiles, blocks a...;2019 September;2.0;1.0
2254;Total countries;66182 Panels, boards, tiles, blocks a...;2019 October;3.0;0.0
2255;Total countries;66182 Panels, boards, tiles, blocks a...;2019 November;2.0;0.0
2256;Total countries;66182 Panels, boards, tiles, blocks a...;2019 December;2.0;0.0
2257;Total countries;66182 Panels, boards, tiles, blocks a...;2019;28.0;4.0
2258;Total countries;66182 Panels, boards, tiles, blocks a...;2020 January;1.0;0.0
2259;Total countries;66182 Panels, boards, tiles, blocks a...;2020 February;2.0;0.0
2260;Total countries;66182 Panels, boards, tiles, blocks a...;2020 March;2.0;0.0
2261;Total countries;66182 Panels, boards, tiles, blocks a...;2020 April;1.0;0.0
2262;Total countries;66182 Panels, boards, tiles, blocks a...;2020 May;2.0;0.0
2263;Total countries;66182 Panels, boards, tiles, blocks a...;2020 June;2.0;0.0
2264;Total countries;66182 Panels, boards, tiles, blocks a...;2020 July;1.0;0.0
2265;Total countries;66182 Panels, boards, tiles, blocks a...;2020 August;1.0;0.0
2266;Total countries;66182 Panels, boards, tiles, blocks a...;2020 September;1.0;1.0
2267;Total countries;66182 Panels, boards, tiles, blocks a...;2020 October;2.0;0.0
2268;Total countries;66182 Panels, boards, tiles, blocks a...;2020 November;2.0;0.0
2269;Total countries;66182 Panels, boards, tiles, blocks a...;2020 December;2.0;0.0
2270;Total countries;66182 Panels, boards, tiles, blocks a...;2020;19.0;4.0
2271;Total countries;66182 Panels, boards, tiles, blocks a...;2021 January;;
2272;Total countries;66182 Panels, boards, tiles, blocks a...;2021 February;;
2273;Total countries;66182 Panels, boards, tiles, blocks a...;2021 March;;
2274;Total countries;66182 Panels, boards, tiles, blocks a...;2021 April;;
2275;Total countries;66182 Panels, boards, tiles, blocks a...;2021 May;;
2276;Total countries;66182 Panels, boards, tiles, blocks a...;2021 June;;
2277;Total countries;66182 Panels, boards, tiles, blocks a...;2021 July;;
2278;Total countries;66182 Panels, boards, tiles, blocks a...;2021 August;;
2279;Total countries;66182 Panels, boards, tiles, blocks a...;2021 September;;
2280;Total countries;66182 Panels, boards, tiles, blocks a...;2021 October;;
2281;Total countries;66182 Panels, boards, tiles, blocks a...;2021 November;;
2282;Total countries;66182 Panels, boards, tiles, blocks a...;2021 December;;
2283;Total countries;66182 Panels, boards, tiles, blocks a...;2021;;
2284;Total countries;66182 Panels, boards, tiles, blocks a...;2022 January;1.0;1.0
2285;Total countries;66182 Panels, boards, tiles, blocks a...;2022 February;1.0;1.0
2286;Total countries;66182 Panels, boards, tiles, blocks a...;2022 March;1.0;1.0
2287;Total countries;66182 Panels, boards, tiles, blocks a...;2022 April;1.0;1.0
2288;Total countries;66182 Panels, boards, tiles, blocks a...;2022 May;1.0;1.0
2289;Total countries;66182 Panels, boards, tiles, blocks a...;2022 June;1.0;1.0
2290;Total countries;66182 Panels, boards, tiles, blocks a...;2022 July;1.0;1.0
2291;Total countries;66182 Panels, boards, tiles, blocks a...;2022 August;1.0;1.0
2292;Total countries;66182 Panels, boards, tiles, blocks a...;2022 September;1.0;1.0
2293;Total countries;66182 Panels, boards, tiles, blocks a...;2022 October;2.0;1.0
2294;Total countries;66182 Panels, boards, tiles, blocks a...;2022 November;1.0;1.0
2295;Total countries;66182 Panels, boards, tiles, blocks a...;2022 December;1.0;1.0
2296;Total countries;66182 Panels, boards, tiles, blocks a...;2022;14.0;11.0
2297;Total countries;66182 Panels, boards, tiles, blocks a...;2023 January;1.0;1.0
2298;Total countries;66182 Panels, boards, tiles, blocks a...;2023 February;1.0;1.0
2299;Total countries;66182 Panels, boards, tiles, blocks a...;2023 March;2.0;1.0
2300;Total countries;66182 Panels, boards, tiles, blocks a...;2023 April;1.0;1.0
2301;Total countries;66182 Panels, boards, tiles, blocks a...;2023 May;1.0;1.0
2302;Total countries;66182 Panels, boards, tiles, blocks a...;2023 June;1.0;1.0
2303;Total countries;66182 Panels, boards, tiles, blocks a...;2023 July;1.0;1.0
2304;Total countries;66182 Panels, boards, tiles, blocks a...;2023 August;1.0;1.0
2305;Total countries;66182 Panels, boards, tiles, blocks a...;2023 September;1.0;1.0
2306;Total countries;66182 Panels, boards, tiles, blocks a...;2023 October;1.0;1.0
2307;Total countries;66182 Panels, boards, tiles, blocks a...;2023 November;2.0;1.0
2308;Total countries;66182 Panels, boards, tiles, blocks a...;2023 December;1.0;1.0
2309;Total countries;66182 Panels, boards, tiles, blocks a...;2023;15.0;12.0
2310;Total countries;66182 Panels, boards, tiles, blocks a...;2024 January;1.0;1.0
2311;Total countries;66182 Panels, boards, tiles, blocks a...;2024 February;1.0;1.0
2312;Total countries;66182 Panels, boards, tiles, blocks a...;2024 March;1.0;1.0
2313;Total countries;66182 Panels, boards, tiles, blocks a...;2024 April;1.0;1.0
2314;Total countries;66182 Panels, boards, tiles, blocks a...;2024 May;1.0;1.0
2315;Total countries;66182 Panels, boards, tiles, blocks a...;2024 June;1.0;1.0
2316;Total countries;66182 Panels, boards, tiles, blocks a...;2024 July;1.0;1.0
2317;Total countries;66182 Panels, boards, tiles, blocks a...;2024 August;1.0;0.0
2318;Total countries;66182 Panels, boards, tiles, blocks a...;2024 September;1.0;1.0
2319;Total countries;66182 Panels, boards, tiles, blocks a...;2024 October;1.0;1.0
2320;Total countries;66182 Panels, boards, tiles, blocks a...;2024 November;1.0;1.0
2321;Total countries;66182 Panels, boards, tiles, blocks a...;2024 January-November;13.0;10.0
2322;Total countries;66183 Articles of asbestos-cement, of...;2015 January;2.0;1.0
2323;Total countries;66183 Articles of asbestos-cement, of...;2015 February;2.0;1.0
2324;Total countries;66183 Articles of asbestos-cement, of...;2015 March;2.0;1.0
2325;Total countries;66183 Articles of asbestos-cement, of...;2015 April;2.0;1.0
2326;Total countries;66183 Articles of asbestos-cement, of...;2015 May;2.0;1.0
2327;Total countries;66183 Articles of asbestos-cement, of...;2015 June;2.0;1.0
2328;Total countries;66183 Articles of asbestos-cement, of...;2015 July;2.0;1.0
2329;Total countries;66183 Articles of asbestos-cement, of...;2015 August;2.0;1.0
2330;Total countries;66183 Articles of asbestos-cement, of...;2015 September;3.0;1.0
2331;Total countries;66183 Articles of asbestos-cement, of...;2015 October;3.0;1.0
2332;Total countries;66183 Articles of asbestos-cement, of...;2015 November;3.0;1.0
2333;Total countries;66183 Articles of asbestos-cement, of...;2015 December;2.0;1.0
2334;Total countries;66183 Articles of asbestos-cement, of...;2015;27.0;11.0
2335;Total countries;66183 Articles of asbestos-cement, of...;2016 January;2.0;1.0
2336;Total countries;66183 Articles of asbestos-cement, of...;2016 February;2.0;1.0
2337;Total countries;66183 Articles of asbestos-cement, of...;2016 March;2.0;1.0
2338;Total countries;66183 Articles of asbestos-cement, of...;2016 April;3.0;1.0
2339;Total countries;66183 Articles of asbestos-cement, of...;2016 May;3.0;1.0
2340;Total countries;66183 Articles of asbestos-cement, of...;2016 June;3.0;1.0
2341;Total countries;66183 Articles of asbestos-cement, of...;2016 July;4.0;1.0
2342;Total countries;66183 Articles of asbestos-cement, of...;2016 August;3.0;0.0
2343;Total countries;66183 Articles of asbestos-cement, of...;2016 September;4.0;1.0
2344;Total countries;66183 Articles of asbestos-cement, of...;2016 October;4.0;1.0
2345;Total countries;66183 Articles of asbestos-cement, of...;2016 November;4.0;1.0
2346;Total countries;66183 Articles of asbestos-cement, of...;2016 December;3.0;1.0
2347;Total countries;66183 Articles of asbestos-cement, of...;2016;34.0;8.0
2348;Total countries;66183 Articles of asbestos-cement, of...;2017 January;2.0;0.0
2349;Total countries;66183 Articles of asbestos-cement, of...;2017 February;3.0;1.0
2350;Total countries;66183 Articles of asbestos-cement, of...;2017 March;3.0;1.0
2351;Total countries;66183 Articles of asbestos-cement, of...;2017 April;2.0;0.0
2352;Total countries;66183 Articles of asbestos-cement, of...;2017 May;3.0;1.0
2353;Total countries;66183 Articles of asbestos-cement, of...;2017 June;2.0;1.0
2354;Total countries;66183 Articles of asbestos-cement, of...;2017 July;3.0;1.0
2355;Total countries;66183 Articles of asbestos-cement, of...;2017 August;2.0;1.0
2356;Total countries;66183 Articles of asbestos-cement, of...;2017 September;3.0;1.0
2357;Total countries;66183 Articles of asbestos-cement, of...;2017 October;3.0;1.0
2358;Total countries;66183 Articles of asbestos-cement, of...;2017 November;3.0;1.0
2359;Total countries;66183 Articles of asbestos-cement, of...;2017 December;3.0;0.0
2360;Total countries;66183 Articles of asbestos-cement, of...;2017;33.0;9.0
2361;Total countries;66183 Articles of asbestos-cement, of...;2018 January;2.0;1.0
2362;Total countries;66183 Articles of asbestos-cement, of...;2018 February;4.0;1.0
2363;Total countries;66183 Articles of asbestos-cement, of...;2018 March;3.0;1.0
2364;Total countries;66183 Articles of asbestos-cement, of...;2018 April;3.0;1.0
2365;Total countries;66183 Articles of asbestos-cement, of...;2018 May;4.0;1.0
2366;Total countries;66183 Articles of asbestos-cement, of...;2018 June;4.0;2.0
2367;Total countries;66183 Articles of asbestos-cement, of...;2018 July;4.0;1.0
2368;Total countries;66183 Articles of asbestos-cement, of...;2018 August;2.0;1.0
2369;Total countries;66183 Articles of asbestos-cement, of...;2018 September;3.0;1.0
2370;Total countries;66183 Articles of asbestos-cement, of...;2018 October;4.0;1.0
2371;Total countries;66183 Articles of asbestos-cement, of...;2018 November;4.0;1.0
2372;Total countries;66183 Articles of asbestos-cement, of...;2018 December;5.0;0.0
2373;Total countries;66183 Articles of asbestos-cement, of...;2018;42.0;11.0
2374;Total countries;66183 Articles of asbestos-cement, of...;2019 January;4.0;1.0
2375;Total countries;66183 Articles of asbestos-cement, of...;2019 February;4.0;1.0
2376;Total countries;66183 Articles of asbestos-cement, of...;2019 March;4.0;1.0
2377;Total countries;66183 Articles of asbestos-cement, of...;2019 April;4.0;1.0
2378;Total countries;66183 Articles of asbestos-cement, of...;2019 May;4.0;1.0
2379;Total countries;66183 Articles of asbestos-cement, of...;2019 June;4.0;1.0
2380;Total countries;66183 Articles of asbestos-cement, of...;2019 July;4.0;1.0
2381;Total countries;66183 Articles of asbestos-cement, of...;2019 August;3.0;1.0
2382;Total countries;66183 Articles of asbestos-cement, of...;2019 September;4.0;1.0
2383;Total countries;66183 Articles of asbestos-cement, of...;2019 October;4.0;1.0
2384;Total countries;66183 Articles of asbestos-cement, of...;2019 November;4.0;1.0
2385;Total countries;66183 Articles of asbestos-cement, of...;2019 December;3.0;1.0
2386;Total countries;66183 Articles of asbestos-cement, of...;2019;46.0;12.0
2387;Total countries;66183 Articles of asbestos-cement, of...;2020 January;3.0;1.0
2388;Total countries;66183 Articles of asbestos-cement, of...;2020 February;3.0;1.0
2389;Total countries;66183 Articles of asbestos-cement, of...;2020 March;4.0;1.0
2390;Total countries;66183 Articles of asbestos-cement, of...;2020 April;2.0;1.0
2391;Total countries;66183 Articles of asbestos-cement, of...;2020 May;3.0;1.0
2392;Total countries;66183 Articles of asbestos-cement, of...;2020 June;4.0;1.0
2393;Total countries;66183 Articles of asbestos-cement, of...;2020 July;4.0;1.0
2394;Total countries;66183 Articles of asbestos-cement, of...;2020 August;2.0;1.0
2395;Total countries;66183 Articles of asbestos-cement, of...;2020 September;4.0;1.0
2396;Total countries;66183 Articles of asbestos-cement, of...;2020 October;4.0;1.0
2397;Total countries;66183 Articles of asbestos-cement, of...;2020 November;3.0;1.0
2398;Total countries;66183 Articles of asbestos-cement, of...;2020 December;3.0;1.0
2399;Total countries;66183 Articles of asbestos-cement, of...;2020;39.0;11.0
2400;Total countries;66183 Articles of asbestos-cement, of...;2021 January;;
2401;Total countries;66183 Articles of asbestos-cement, of...;2021 February;;
2402;Total countries;66183 Articles of asbestos-cement, of...;2021 March;;
2403;Total countries;66183 Articles of asbestos-cement, of...;2021 April;;
2404;Total countries;66183 Articles of asbestos-cement, of...;2021 May;;
2405;Total countries;66183 Articles of asbestos-cement, of...;2021 June;;
2406;Total countries;66183 Articles of asbestos-cement, of...;2021 July;;
2407;Total countries;66183 Articles of asbestos-cement, of...;2021 August;;
2408;Total countries;66183 Articles of asbestos-cement, of...;2021 September;;
2409;Total countries;66183 Articles of asbestos-cement, of...;2021 October;;
2410;Total countries;66183 Articles of asbestos-cement, of...;2021 November;;
2411;Total countries;66183 Articles of asbestos-cement, of...;2021 December;;
2412;Total countries;66183 Articles of asbestos-cement, of...;2021;;
2413;Total countries;66183 Articles of asbestos-cement, of...;2022 January;4.0;3.0
2414;Total countries;66183 Articles of asbestos-cement, of...;2022 February;2.0;2.0
2415;Total countries;66183 Articles of asbestos-cement, of...;2022 March;2.0;2.0
2416;Total countries;66183 Articles of asbestos-cement, of...;2022 April;2.0;1.0
2417;Total countries;66183 Articles of asbestos-cement, of...;2022 May;2.0;2.0
2418;Total countries;66183 Articles of asbestos-cement, of...;2022 June;7.0;2.0
2419;Total countries;66183 Articles of asbestos-cement, of...;2022 July;9.0;2.0
2420;Total countries;66183 Articles of asbestos-cement, of...;2022 August;7.0;2.0
2421;Total countries;66183 Articles of asbestos-cement, of...;2022 September;8.0;1.0
2422;Total countries;66183 Articles of asbestos-cement, of...;2022 October;7.0;1.0
2423;Total countries;66183 Articles of asbestos-cement, of...;2022 November;7.0;1.0
2424;Total countries;66183 Articles of asbestos-cement, of...;2022 December;6.0;1.0
2425;Total countries;66183 Articles of asbestos-cement, of...;2022;62.0;20.0
2426;Total countries;66183 Articles of asbestos-cement, of...;2023 January;5.0;2.0
2427;Total countries;66183 Articles of asbestos-cement, of...;2023 February;5.0;3.0
2428;Total countries;66183 Articles of asbestos-cement, of...;2023 March;6.0;3.0
2429;Total countries;66183 Articles of asbestos-cement, of...;2023 April;6.0;2.0
2430;Total countries;66183 Articles of asbestos-cement, of...;2023 May;6.0;2.0
2431;Total countries;66183 Articles of asbestos-cement, of...;2023 June;3.0;4.0
2432;Total countries;66183 Articles of asbestos-cement, of...;2023 July;2.0;3.0
2433;Total countries;66183 Articles of asbestos-cement, of...;2023 August;2.0;2.0
2434;Total countries;66183 Articles of asbestos-cement, of...;2023 September;3.0;2.0
2435;Total countries;66183 Articles of asbestos-cement, of...;2023 October;2.0;3.0
2436;Total countries;66183 Articles of asbestos-cement, of...;2023 November;6.0;4.0
2437;Total countries;66183 Articles of asbestos-cement, of...;2023 December;2.0;3.0
2438;Total countries;66183 Articles of asbestos-cement, of...;2023;47.0;33.0
2439;Total countries;66183 Articles of asbestos-cement, of...;2024 January;2.0;4.0
2440;Total countries;66183 Articles of asbestos-cement, of...;2024 February;5.0;4.0
2441;Total countries;66183 Articles of asbestos-cement, of...;2024 March;5.0;5.0
2442;Total countries;66183 Articles of asbestos-cement, of...;2024 April;4.0;7.0
2443;Total countries;66183 Articles of asbestos-cement, of...;2024 May;6.0;4.0
2444;Total countries;66183 Articles of asbestos-cement, of...;2024 June;7.0;6.0
2445;Total countries;66183 Articles of asbestos-cement, of...;2024 July;2.0;5.0
2446;Total countries;66183 Articles of asbestos-cement, of...;2024 August;2.0;3.0
2447;Total countries;66183 Articles of asbestos-cement, of...;2024 September;3.0;4.0
2448;Total countries;66183 Articles of asbestos-cement, of...;2024 October;3.0;5.0
2449;Total countries;66183 Articles of asbestos-cement, of...;2024 November;3.0;4.0
2450;Total countries;66183 Articles of asbestos-cement, of...;2024 January-November;42.0;51.0
2451;Total countries;662 Clay construction materials and r...;2015 January;23.0;22.0
2452;Total countries;662 Clay construction materials and r...;2015 February;24.0;20.0
2453;Total countries;662 Clay construction materials and r...;2015 March;27.0;27.0
2454;Total countries;662 Clay construction materials and r...;2015 April;28.0;25.0
2455;Total countries;662 Clay construction materials and r...;2015 May;28.0;26.0
2456;Total countries;662 Clay construction materials and r...;2015 June;29.0;26.0
2457;Total countries;662 Clay construction materials and r...;2015 July;28.0;29.0
2458;Total countries;662 Clay construction materials and r...;2015 August;21.0;26.0
2459;Total countries;662 Clay construction materials and r...;2015 September;27.0;26.0
2460;Total countries;662 Clay construction materials and r...;2015 October;25.0;29.0
2461;Total countries;662 Clay construction materials and r...;2015 November;26.0;26.0
2462;Total countries;662 Clay construction materials and r...;2015 December;21.0;21.0
2463;Total countries;662 Clay construction materials and r...;2015;307.0;303.0
2464;Total countries;662 Clay construction materials and r...;2016 January;27.0;26.0
2465;Total countries;662 Clay construction materials and r...;2016 February;26.0;27.0
2466;Total countries;662 Clay construction materials and r...;2016 March;29.0;28.0
2467;Total countries;662 Clay construction materials and r...;2016 April;30.0;28.0
2468;Total countries;662 Clay construction materials and r...;2016 May;26.0;26.0
2469;Total countries;662 Clay construction materials and r...;2016 June;29.0;29.0
2470;Total countries;662 Clay construction materials and r...;2016 July;26.0;28.0
2471;Total countries;662 Clay construction materials and r...;2016 August;24.0;26.0
2472;Total countries;662 Clay construction materials and r...;2016 September;31.0;29.0
2473;Total countries;662 Clay construction materials and r...;2016 October;26.0;28.0
2474;Total countries;662 Clay construction materials and r...;2016 November;27.0;26.0
2475;Total countries;662 Clay construction materials and r...;2016 December;22.0;22.0
2476;Total countries;662 Clay construction materials and r...;2016;324.0;325.0
2477;Total countries;662 Clay construction materials and r...;2017 January;27.0;22.0
2478;Total countries;662 Clay construction materials and r...;2017 February;26.0;23.0
2479;Total countries;662 Clay construction materials and r...;2017 March;34.0;30.0
2480;Total countries;662 Clay construction materials and r...;2017 April;27.0;24.0
2481;Total countries;662 Clay construction materials and r...;2017 May;30.0;33.0
2482;Total countries;662 Clay construction materials and r...;2017 June;30.0;35.0
2483;Total countries;662 Clay construction materials and r...;2017 July;27.0;29.0
2484;Total countries;662 Clay construction materials and r...;2017 August;23.0;31.0
2485;Total countries;662 Clay construction materials and r...;2017 September;27.0;28.0
2486;Total countries;662 Clay construction materials and r...;2017 October;30.0;34.0
2487;Total countries;662 Clay construction materials and r...;2017 November;30.0;29.0
2488;Total countries;662 Clay construction materials and r...;2017 December;23.0;19.0
2489;Total countries;662 Clay construction materials and r...;2017;334.0;337.0
2490;Total countries;662 Clay construction materials and r...;2018 January;29.0;31.0
2491;Total countries;662 Clay construction materials and r...;2018 February;31.0;30.0
2492;Total countries;662 Clay construction materials and r...;2018 March;33.0;36.0
2493;Total countries;662 Clay construction materials and r...;2018 April;34.0;34.0
2494;Total countries;662 Clay construction materials and r...;2018 May;33.0;45.0
2495;Total countries;662 Clay construction materials and r...;2018 June;38.0;39.0
2496;Total countries;662 Clay construction materials and r...;2018 July;31.0;32.0
2497;Total countries;662 Clay construction materials and r...;2018 August;28.0;31.0
2498;Total countries;662 Clay construction materials and r...;2018 September;34.0;29.0
2499;Total countries;662 Clay construction materials and r...;2018 October;40.0;34.0
2500;Total countries;662 Clay construction materials and r...;2018 November;35.0;32.0
2501;Total countries;662 Clay construction materials and r...;2018 December;26.0;23.0
2502;Total countries;662 Clay construction materials and r...;2018;393.0;394.0
2503;Total countries;662 Clay construction materials and r...;2019 January;34.0;28.0
2504;Total countries;662 Clay construction materials and r...;2019 February;35.0;31.0
2505;Total countries;662 Clay construction materials and r...;2019 March;35.0;26.0
2506;Total countries;662 Clay construction materials and r...;2019 April;39.0;34.0
2507;Total countries;662 Clay construction materials and r...;2019 May;37.0;36.0
2508;Total countries;662 Clay construction materials and r...;2019 June;35.0;38.0
2509;Total countries;662 Clay construction materials and r...;2019 July;38.0;34.0
2510;Total countries;662 Clay construction materials and r...;2019 August;25.0;29.0
2511;Total countries;662 Clay construction materials and r...;2019 September;31.0;32.0
2512;Total countries;662 Clay construction materials and r...;2019 October;38.0;32.0
2513;Total countries;662 Clay construction materials and r...;2019 November;37.0;29.0
2514;Total countries;662 Clay construction materials and r...;2019 December;29.0;23.0
2515;Total countries;662 Clay construction materials and r...;2019;413.0;373.0
2516;Total countries;662 Clay construction materials and r...;2020 January;37.0;33.0
2517;Total countries;662 Clay construction materials and r...;2020 February;37.0;30.0
2518;Total countries;662 Clay construction materials and r...;2020 March;41.0;36.0
2519;Total countries;662 Clay construction materials and r...;2020 April;39.0;25.0
2520;Total countries;662 Clay construction materials and r...;2020 May;39.0;28.0
2521;Total countries;662 Clay construction materials and r...;2020 June;41.0;31.0
2522;Total countries;662 Clay construction materials and r...;2020 July;37.0;37.0
2523;Total countries;662 Clay construction materials and r...;2020 August;28.0;26.0
2524;Total countries;662 Clay construction materials and r...;2020 September;39.0;34.0
2525;Total countries;662 Clay construction materials and r...;2020 October;41.0;35.0
2526;Total countries;662 Clay construction materials and r...;2020 November;43.0;34.0
2527;Total countries;662 Clay construction materials and r...;2020 December;33.0;28.0
2528;Total countries;662 Clay construction materials and r...;2020;456.0;376.0
2529;Total countries;662 Clay construction materials and r...;2021 January;;
2530;Total countries;662 Clay construction materials and r...;2021 February;;
2531;Total countries;662 Clay construction materials and r...;2021 March;;
2532;Total countries;662 Clay construction materials and r...;2021 April;;
