ID;RegioS;Perioden;InGebruikGenomenWindmolens_1;UitGebruikGenomenWindmolens_2;OpgesteldeWindmolensEindeVanJaar_3;InGebruikGenomenRotoroppervlak_4;UitGebruikGenomenRotoroppervlak_5;OpgesteldRotoroppervlakEindeJaar_6;InGebruikGenomenVermogen_7;UitGebruikGenomenVermogen_8;OpgesteldVermogenEindeJaar_9;GenormaliseerdeProductie_10;NietGenormaliseerdeProductie_11;Productiefactor_12;ProductiePerRotoroppervlak_13;AantalVollasturen_14
22;Nederland;2012;65.0;65.0;1882.0;353.0;104.0;4909.0;161.0;44.0;2205.0;4156.0;4193.0;22.4;884.0;1968.0
23;Nederland;2013;111.0;16.0;1977.0;789.0;39.0;5658.0;295.0;15.0;2485.0;4632.0;4856.0;23.0;891.0;2013.0
24;Nederland;2014;62.0;11.0;2028.0;394.0;34.0;6018.0;169.0;17.0;2637.0;5060.0;5049.0;22.8;875.0;1996.0
25;Nederland;2015;148.0;144.0;2032.0;1065.0;129.0;6953.0;453.0;57.0;3034.0;5882.0;6420.0;25.6;986.0;2247.0
26;Nederland;2016;98.0;89.0;2041.0;839.0;130.0;7662.0;323.0;57.0;3300.0;6041.0;5901.0;21.0;794.0;1845.0
27;Nederland;2017;64.0;124.0;1981.0;246.0;304.0;7605.0;84.0;139.0;3245.0;6267.0;6869.0;24.2;908.0;2116.0
28;Nederland;2018;66.0;18.0;2029.0;632.0;38.0;8199.0;207.0;16.0;3436.0;6578.0;6918.0;23.7;877.0;2075.0
29;Nederland;2019;49.0;46.0;2032.0;485.0;168.0;8515.0;159.0;68.0;3527.0;7429.0;7935.0;25.9;943.0;2265.0
30;Nederland;2020;206.0;88.0;2150.0;2252.0;212.0;10555.0;745.0;84.0;4188.0;8962.0;9794.0;29.0;1035.0;2549.0
31;Nederland;2021;285.0;127.0;2308.0;3673.0;328.0;13900.0;1147.0;149.0;5186.0;10454.0;10058.0;24.2;809.0;2122.0
32;Nederland;2022;257.0;119.0;2446.0;3522.0;323.0;17099.0;1085.0;141.0;6131.0;12957.0;13440.0;27.3;873.0;2388.0
33;Nederland;2023;125.0;14.0;2557.0;2201.0;48.0;19252.0;655.0;29.0;6757.0;15767.0;17814.0;31.5;975.0;2756.0
34;Groningen (PV);1990;3.0;;11.0;1.0;;1.0;0.0;;1.0;;;;;
35;Groningen (PV);1991;4.0;1.0;14.0;2.0;0.0;3.0;1.0;0.0;2.0;;;;;
36;Groningen (PV);1992;6.0;;20.0;2.0;;5.0;0.0;;2.0;;;;;
37;Groningen (PV);1993;60.0;2.0;78.0;26.0;0.0;31.0;12.0;0.0;14.0;;;;;
38;Groningen (PV);1994;2.0;;80.0;2.0;;33.0;1.0;;15.0;;;;;
39;Groningen (PV);1995;107.0;;187.0;89.0;;122.0;37.0;;52.0;;;;;
40;Groningen (PV);1996;15.0;1.0;201.0;6.0;0.0;128.0;2.0;0.0;54.0;;;;;
41;Groningen (PV);1997;;1.0;200.0;;0.0;128.0;;0.0;54.0;;;;;
42;Groningen (PV);1998;2.0;;202.0;3.0;;131.0;1.0;;55.0;;;;;
43;Groningen (PV);1999;;1.0;201.0;;0.0;131.0;;0.0;55.0;;;;;
44;Groningen (PV);2000;7.0;4.0;204.0;7.0;2.0;136.0;2.0;1.0;57.0;;;;;
45;Groningen (PV);2001;9.0;3.0;210.0;14.0;3.0;147.0;6.0;1.0;61.0;;;;;
46;Groningen (PV);2002;1.0;2.0;209.0;2.0;2.0;148.0;1.0;1.0;61.0;109.0;101.0;18.8;681.0;1643.0
47;Groningen (PV);2003;2.0;;211.0;3.0;;151.0;1.0;;63.0;96.0;93.0;17.1;622.0;1501.0
48;Groningen (PV);2004;3.0;1.0;213.0;5.0;0.0;156.0;2.0;0.0;64.0;109.0;116.0;20.6;750.0;1811.0
49;Groningen (PV);2005;12.0;1.0;224.0;41.0;0.0;197.0;20.0;0.0;85.0;133.0;135.0;20.7;767.0;1809.0
50;Groningen (PV);2006;23.0;;247.0;91.0;;288.0;52.0;;136.0;212.0;228.0;21.8;885.0;1908.0
51;Groningen (PV);2007;;40.0;207.0;;21.0;266.0;;10.0;126.0;266.0;289.0;24.6;1019.0;2151.0
52;Groningen (PV);2008;71.0;6.0;272.0;381.0;4.0;644.0;204.0;1.0;329.0;431.0;467.0;25.0;1075.0;2198.0
53;Groningen (PV);2009;25.0;95.0;202.0;119.0;81.0;681.0;67.0;34.0;362.0;812.0;828.0;24.4;1111.0;2136.0
54;Groningen (PV);2010;4.0;1.0;205.0;0.0;0.0;682.0;0.0;0.0;362.0;797.0;707.0;22.3;1037.0;1952.0
55;Groningen (PV);2011;2.0;2.0;205.0;4.0;3.0;683.0;2.0;1.0;363.0;805.0;870.0;27.4;1277.0;2403.0
56;Groningen (PV);2012;4.0;;209.0;29.0;;712.0;14.0;;377.0;824.0;832.0;25.7;1197.0;2255.0
57;Groningen (PV);2013;;2.0;207.0;;3.0;709.0;;1.0;376.0;803.0;842.0;25.5;1185.0;2238.0
58;Groningen (PV);2014;5.0;;212.0;8.0;;717.0;3.0;;379.0;862.0;860.0;25.9;1202.0;2272.0
59;Groningen (PV);2015;24.0;25.0;211.0;167.0;14.0;870.0;70.0;5.0;444.0;906.0;989.0;26.2;1178.0;2295.0
60;Groningen (PV);2016;1.0;14.0;198.0;16.0;7.0;879.0;6.0;3.0;447.0;878.0;858.0;22.0;982.0;1930.0
61;Groningen (PV);2017;22.0;2.0;218.0;16.0;13.0;882.0;5.0;6.0;445.0;903.0;990.0;25.5;1130.0;2238.0
62;Groningen (PV);2018;2.0;2.0;218.0;25.0;13.0;895.0;8.0;6.0;447.0;927.0;975.0;25.0;1097.0;2189.0
63;Groningen (PV);2019;1.0;0.0;219.0;4.0;0.0;899.0;2.0;0.0;450.0;986.0;1054.0;26.7;1172.0;2342.0
64;Groningen (PV);2020;48.0;25.0;242.0;677.0;62.0;1514.0;205.0;34.0;620.0;1056.0;1154.0;27.7;1164.0;2437.0
65;Groningen (PV);2021;26.0;6.0;262.0;377.0;7.0;1884.0;114.0;3.0;731.0;1624.0;1563.0;25.6;881.0;2243.0
66;Groningen (PV);2022;26.0;4.0;284.0;367.0;13.0;2238.0;115.0;6.0;839.0;1970.0;2043.0;29.1;964.0;2548.0
67;Groningen (PV);2023;6.0;0.0;290.0;83.0;0.0;2321.0;29.0;0.0;868.0;2049.0;2315.0;31.2;1022.0;2731.0
68;Fryslân (PV);1990;39.0;;92.0;18.0;;27.0;9.0;;12.0;;;;;
69;Fryslân (PV);1991;17.0;3.0;106.0;5.0;0.0;31.0;2.0;0.0;13.0;;;;;
70;Fryslân (PV);1992;20.0;5.0;121.0;5.0;1.0;36.0;2.0;0.0;15.0;;;;;
71;Fryslân (PV);1993;37.0;2.0;156.0;11.0;0.0;46.0;4.0;0.0;18.0;;;;;
72;Fryslân (PV);1994;51.0;1.0;206.0;20.0;0.0;66.0;7.0;0.0;25.0;;;;;
73;Fryslân (PV);1995;94.0;24.0;276.0;73.0;14.0;125.0;30.0;6.0;49.0;;;;;
74;Fryslân (PV);1996;26.0;4.0;298.0;17.0;1.0;141.0;7.0;0.0;55.0;;;;;
75;Fryslân (PV);1997;13.0;2.0;309.0;18.0;1.0;158.0;7.0;0.0;62.0;;;;;
76;Fryslân (PV);1998;8.0;2.0;315.0;10.0;0.0;168.0;3.0;0.0;65.0;;;;;
77;Fryslân (PV);1999;9.0;7.0;317.0;11.0;2.0;177.0;4.0;1.0;69.0;;;;;
78;Fryslân (PV);2000;4.0;1.0;320.0;5.0;0.0;181.0;2.0;0.0;70.0;;;;;
79;Fryslân (PV);2001;9.0;2.0;327.0;14.0;1.0;194.0;5.0;0.0;75.0;;;;;
80;Fryslân (PV);2002;5.0;7.0;325.0;10.0;2.0;202.0;4.0;1.0;77.0;170.0;157.0;23.7;797.0;2072.0
81;Fryslân (PV);2003;21.0;24.0;322.0;42.0;8.0;236.0;17.0;2.0;92.0;160.0;155.0;21.3;720.0;1866.0
82;Fryslân (PV);2004;19.0;26.0;315.0;40.0;11.0;265.0;17.0;4.0;105.0;201.0;212.0;24.1;832.0;2119.0
83;Fryslân (PV);2005;23.0;15.0;323.0;41.0;6.0;300.0;18.0;2.0;120.0;232.0;235.0;23.2;813.0;2035.0
84;Fryslân (PV);2006;12.0;13.0;322.0;22.0;5.0;317.0;9.0;2.0;128.0;253.0;271.0;24.5;863.0;2146.0
85;Fryslân (PV);2007;15.0;7.0;330.0;36.0;10.0;344.0;15.0;4.0;139.0;288.0;311.0;26.7;947.0;2342.0
86;Fryslân (PV);2008;7.0;1.0;336.0;15.0;2.0;357.0;6.0;1.0;145.0;312.0;338.0;27.4;975.0;2403.0
87;Fryslân (PV);2009;7.0;21.0;322.0;29.0;6.0;381.0;11.0;2.0;154.0;325.0;331.0;24.5;870.0;2147.0
88;Fryslân (PV);2010;6.0;3.0;325.0;9.0;1.0;389.0;4.0;0.0;158.0;328.0;290.0;21.1;749.0;1847.0
89;Fryslân (PV);2011;6.0;3.0;328.0;10.0;6.0;393.0;4.0;3.0;160.0;347.0;374.0;27.0;960.0;2367.0
90;Fryslân (PV);2012;6.0;9.0;325.0;12.0;4.0;402.0;5.0;1.0;164.0;358.0;359.0;25.3;903.0;2219.0
91;Fryslân (PV);2013;5.0;5.0;325.0;11.0;9.0;404.0;4.0;3.0;165.0;352.0;368.0;25.7;921.0;2250.0
92;Fryslân (PV);2014;6.0;2.0;329.0;11.0;3.0;411.0;5.0;1.0;169.0;361.0;360.0;24.5;883.0;2149.0
93;Fryslân (PV);2015;2.0;10.0;321.0;4.0;5.0;411.0;2.0;2.0;169.0;378.0;413.0;27.8;1004.0;2436.0
94;Fryslân (PV);2016;14.0;24.0;311.0;93.0;23.0;482.0;31.0;10.0;191.0;367.0;359.0;22.1;772.0;1942.0
95;Fryslân (PV);2017;15.0;19.0;307.0;33.0;15.0;500.0;13.0;6.0;198.0;404.0;443.0;26.4;918.0;2320.0
96;Fryslân (PV);2018;;5.0;302.0;;5.0;494.0;;2.0;196.0;388.0;408.0;23.7;822.0;2075.0
97;Fryslân (PV);2019;1.0;0.0;303.0;2.0;0.0;496.0;1.0;0.0;197.0;415.0;444.0;25.8;897.0;2264.0
98;Fryslân (PV);2020;2.0;11.0;294.0;13.0;6.0;502.0;4.0;2.0;198.0;453.0;495.0;28.6;993.0;2511.0
99;Fryslân (PV);2021;91.0;17.0;368.0;1188.0;20.0;1670.0;387.0;9.0;576.0;983.0;946.0;23.2;709.0;2029.0
100;Fryslân (PV);2022;11.0;9.0;370.0;135.0;3.0;1803.0;44.0;1.0;619.0;1619.0;1679.0;32.3;974.0;2832.0
101;Fryslân (PV);2023;0.0;0.0;370.0;0.0;0.0;1803.0;0.0;0.0;619.0;1695.0;1915.0;35.3;1061.0;3094.0
102;Drenthe (PV);1990;;;;;;;;;;;;;;
103;Drenthe (PV);1991;;;;;;;;;;;;;;
104;Drenthe (PV);1992;;;;;;;;;;;;;;
105;Drenthe (PV);1993;;;;;;;;;;;;;;
106;Drenthe (PV);1994;;;;;;;;;;;;;;
107;Drenthe (PV);1995;;;;;;;;;;;;;;
108;Drenthe (PV);1996;;;;;;;;;;;;;;
109;Drenthe (PV);1997;;;;;;;;;;;;;;
110;Drenthe (PV);1998;;;;;;;;;;;;;;
111;Drenthe (PV);1999;;;;;;;;;;;;;;
112;Drenthe (PV);2000;;;;;;;;;;;;;;
113;Drenthe (PV);2001;;;;;;;;;;;;;;
114;Drenthe (PV);2002;;2.0;2.0;;2.0;2.0;;1.0;1.0;;;;;
115;Drenthe (PV);2003;;;2.0;;;2.0;;;1.0;;;;;
116;Drenthe (PV);2004;;;2.0;;;2.0;;;1.0;;;;;
117;Drenthe (PV);2005;;;2.0;;;2.0;;;1.0;;;;;
118;Drenthe (PV);2006;1.0;1.0;2.0;0.0;0.0;2.0;0.0;0.0;1.0;;;;;
119;Drenthe (PV);2007;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;;;;;
120;Drenthe (PV);2008;;;2.0;;;2.0;;;1.0;;;;;
121;Drenthe (PV);2009;;;2.0;;;2.0;;;1.0;;;;;
122;Drenthe (PV);2010;;;2.0;;;2.0;;;1.0;;;;;
123;Drenthe (PV);2011;1.0;;3.0;7.0;;9.0;2.0;;3.0;;;;;
124;Drenthe (PV);2012;;;3.0;;;9.0;;;3.0;;;;;
125;Drenthe (PV);2013;;;3.0;;;9.0;;;3.0;;;;;
126;Drenthe (PV);2014;3.0;;6.0;19.0;;28.0;6.0;;9.0;;;;;
127;Drenthe (PV);2015;4.0;1.0;9.0;25.0;0.0;53.0;13.0;0.0;22.0;;;;;
128;Drenthe (PV);2016;;;9.0;;;53.0;;;22.0;;;;;
129;Drenthe (PV);2017;;;9.0;;;53.0;;;22.0;;;;;
130;Drenthe (PV);2018;;0.0;9.0;;0.0;53.0;;0.0;22.0;;;;;
131;Drenthe (PV);2019;0.0;0.0;9.0;0.0;0.0;53.0;0.0;0.0;22.0;;;;;
132;Drenthe (PV);2020;8.0;0.0;17.0;84.0;0.0;137.0;28.0;0.0;50.0;;;;;
133;Drenthe (PV);2021;44.0;0.0;61.0;593.0;0.0;730.0;172.0;1.0;221.0;216.0;207.0;16.9;460.0;1482.0
134;Drenthe (PV);2022;7.0;0.0;68.0;94.0;0.0;824.0;25.0;0.0;246.0;620.0;643.0;32.9;870.0;2882.0
135;Drenthe (PV);2023;7.0;0.0;75.0;94.0;0.0;919.0;25.0;0.0;271.0;695.0;786.0;33.0;854.0;2895.0
136;Overijssel (PV);1990;;;;;;;;;;;;;;
137;Overijssel (PV);1991;;;;;;;;;;;;;;
138;Overijssel (PV);1992;;;;;;;;;;;;;;
139;Overijssel (PV);1993;;;;;;;;;;;;;;
140;Overijssel (PV);1994;;;;;;;;;;;;;;
141;Overijssel (PV);1995;;;;;;;;;;;;;;
142;Overijssel (PV);1996;;;;;;;;;;;;;;
143;Overijssel (PV);1997;;;;;;;;;;;;;;
144;Overijssel (PV);1998;;;;;;;;;;;;;;
145;Overijssel (PV);1999;;;;;;;;;;;;;;
146;Overijssel (PV);2000;;;;;;;;;;;;;;
147;Overijssel (PV);2001;;;;;;;;;;;;;;
148;Overijssel (PV);2002;;;;;;;;;;;;;;
149;Overijssel (PV);2003;3.0;;3.0;10.0;;10.0;6.0;;6.0;;;;;
150;Overijssel (PV);2004;;;3.0;;;10.0;;;6.0;;;;;
151;Overijssel (PV);2005;;;3.0;;;10.0;;;6.0;;;;;
152;Overijssel (PV);2006;;;3.0;;;10.0;;;6.0;;;;;
153;Overijssel (PV);2007;;;3.0;;;10.0;;;6.0;;;;;
154;Overijssel (PV);2008;;;3.0;;;10.0;;;6.0;;;;;
155;Overijssel (PV);2009;;;3.0;;;10.0;;;6.0;;;;;
156;Overijssel (PV);2010;;;3.0;;;10.0;;;6.0;;;;;
157;Overijssel (PV);2011;;;3.0;;;10.0;;;6.0;;;;;
158;Overijssel (PV);2012;8.0;;11.0;42.0;;52.0;20.0;;26.0;27.0;27.0;21.4;963.0;1878.0
159;Overijssel (PV);2013;;;11.0;;;52.0;;;26.0;47.0;50.0;22.0;949.0;1930.0
160;Overijssel (PV);2014;;;11.0;;;52.0;;;26.0;48.0;48.0;21.4;920.0;1871.0
161;Overijssel (PV);2015;6.0;;17.0;34.0;;87.0;17.0;;43.0;58.0;64.0;22.1;954.0;1932.0
162;Overijssel (PV);2016;;;17.0;;;87.0;;;43.0;70.0;68.0;18.3;787.0;1604.0
163;Overijssel (PV);2017;;;17.0;;;87.0;;;43.0;73.0;80.0;21.5;921.0;1882.0
164;Overijssel (PV);2018;;0.0;17.0;;0.0;87.0;;0.0;43.0;67.0;71.0;18.9;812.0;1660.0
165;Overijssel (PV);2019;8.0;0.0;25.0;67.0;0.0;154.0;19.0;0.0;61.0;86.0;92.0;23.1;941.0;2022.0
166;Overijssel (PV);2020;2.0;0.0;27.0;15.0;0.0;169.0;5.0;0.0;66.0;140.0;153.0;26.6;917.0;2339.0
167;Overijssel (PV);2021;2.0;0.0;29.0;29.0;0.0;198.0;8.0;0.0;74.0;141.0;135.0;22.3;751.0;1956.0
168;Overijssel (PV);2022;0.0;0.0;29.0;0.0;0.0;198.0;0.0;0.0;74.0;149.0;155.0;23.7;778.0;2078.0
169;Overijssel (PV);2023;3.0;0.0;32.0;44.0;0.0;243.0;13.0;0.0;87.0;166.0;188.0;27.2;877.0;2383.0
170;Flevoland (PV);1990;1.0;;35.0;0.0;;14.0;0.0;;8.0;;;;;
171;Flevoland (PV);1991;85.0;27.0;93.0;42.0;12.0;43.0;26.0;8.0;26.0;;;;;
172;Flevoland (PV);1992;1.0;1.0;93.0;0.0;0.0;43.0;0.0;0.0;26.0;;;;;
173;Flevoland (PV);1993;9.0;;102.0;2.0;;45.0;1.0;;27.0;;;;;
174;Flevoland (PV);1994;5.0;2.0;105.0;2.0;0.0;47.0;1.0;0.0;27.0;;;;;
175;Flevoland (PV);1995;37.0;;142.0;25.0;;72.0;10.0;;37.0;;;;;
176;Flevoland (PV);1996;32.0;2.0;172.0;44.0;1.0;115.0;18.0;0.0;55.0;;;;;
177;Flevoland (PV);1997;32.0;35.0;169.0;46.0;17.0;144.0;22.0;11.0;66.0;;;;;
178;Flevoland (PV);1998;34.0;1.0;202.0;69.0;1.0;212.0;28.0;1.0;93.0;;;;;
179;Flevoland (PV);1999;24.0;;226.0;53.0;;264.0;22.0;;116.0;;;;;
180;Flevoland (PV);2000;17.0;;243.0;47.0;;311.0;22.0;;137.0;;;;;
181;Flevoland (PV);2001;19.0;;262.0;56.0;;366.0;16.0;;153.0;;;;;
182;Flevoland (PV);2002;89.0;3.0;348.0;274.0;2.0;639.0;119.0;1.0;271.0;349.0;324.0;19.6;722.0;1716.0
183;Flevoland (PV);2003;93.0;6.0;435.0;265.0;10.0;894.0;106.0;5.0;373.0;538.0;523.0;18.0;660.0;1578.0
184;Flevoland (PV);2004;82.0;7.0;510.0;194.0;9.0;1079.0;85.0;3.0;455.0;708.0;752.0;20.3;751.0;1783.0
185;Flevoland (PV);2005;38.0;8.0;540.0;90.0;4.0;1166.0;39.0;1.0;493.0;762.0;774.0;18.5;685.0;1623.0
186;Flevoland (PV);2006;45.0;1.0;584.0;194.0;2.0;1358.0;97.0;1.0;589.0;899.0;968.0;20.1;753.0;1765.0
187;Flevoland (PV);2007;13.0;;597.0;62.0;;1420.0;27.0;;616.0;1017.0;1103.0;21.1;799.0;1844.0
188;Flevoland (PV);2008;;1.0;596.0;;0.0;1420.0;;0.0;615.0;1054.0;1141.0;21.1;803.0;1853.0
189;Flevoland (PV);2009;1.0;;597.0;2.0;;1422.0;1.0;;616.0;979.0;1001.0;18.5;704.0;1625.0
190;Flevoland (PV);2010;;17.0;580.0;;24.0;1398.0;;13.0;604.0;942.0;835.0;15.8;597.0;1383.0
191;Flevoland (PV);2011;7.0;9.0;578.0;25.0;35.0;1388.0;15.0;7.0;612.0;989.0;1069.0;20.1;771.0;1765.0
192;Flevoland (PV);2012;18.0;12.0;584.0;117.0;29.0;1476.0;48.0;14.0;646.0;998.0;1008.0;18.5;716.0;1628.0
193;Flevoland (PV);2013;44.0;;628.0;343.0;;1819.0;132.0;;778.0;1263.0;1324.0;19.8;744.0;1734.0
194;Flevoland (PV);2014;10.0;;638.0;114.0;;1934.0;61.0;;839.0;1365.0;1362.0;19.6;737.0;1717.0
195;Flevoland (PV);2015;45.0;62.0;621.0;471.0;36.0;2368.0;220.0;20.0;1039.0;1755.0;1913.0;23.3;906.0;2043.0
196;Flevoland (PV);2016;32.0;5.0;648.0;355.0;10.0;2713.0;151.0;4.0;1186.0;1974.0;1928.0;19.2;731.0;1687.0
197;Flevoland (PV);2017;;7.0;641.0;;10.0;2704.0;;4.0;1182.0;2282.0;2502.0;24.1;925.0;2120.0
198;Flevoland (PV);2018;6.0;7.0;640.0;62.0;10.0;2756.0;19.0;4.0;1198.0;2361.0;2483.0;23.9;914.0;2093.0
199;Flevoland (PV);2019;0.0;15.0;625.0;0.0;58.0;2698.0;0.0;23.0;1175.0;2424.0;2589.0;24.8;944.0;2170.0
200;Flevoland (PV);2020;13.0;27.0;611.0;47.0;75.0;2670.0;28.0;34.0;1169.0;2544.0;2780.0;27.1;1041.0;2380.0
201;Flevoland (PV);2021;44.0;42.0;613.0;544.0;147.0;3067.0;184.0;68.0;1285.0;2375.0;2285.0;22.1;835.0;1934.0
202;Flevoland (PV);2022;90.0;76.0;627.0;1386.0;221.0;4232.0;392.0;93.0;1584.0;2933.0;3043.0;24.0;827.0;2105.0
203;Flevoland (PV);2023;75.0;13.0;689.0;1473.0;48.0;5657.0;436.0;28.0;1992.0;4045.0;4570.0;29.6;937.0;2593.0
204;Gelderland (PV);1990;;;;;;;;;;;;;;
205;Gelderland (PV);1991;;;;;;;;;;;;;;
206;Gelderland (PV);1992;;;;;;;;;;;;;;
207;Gelderland (PV);1993;;;;;;;;;;;;;;
208;Gelderland (PV);1994;;;;;;;;;;;;;;
209;Gelderland (PV);1995;;;;;;;;;;;;;;
210;Gelderland (PV);1996;;;;;;;;;;;;;;
211;Gelderland (PV);1997;;;;;;;;;;;;;;
212;Gelderland (PV);1998;;;;;;;;;;;;;;
213;Gelderland (PV);1999;;;;;;;;;;;;;;
214;Gelderland (PV);2000;;;;;;;;;;;;;;
215;Gelderland (PV);2001;;;;;;;;;;;;;;
216;Gelderland (PV);2002;;5.0;5.0;;1.0;1.0;;0.0;0.0;;;;;
217;Gelderland (PV);2003;;2.0;3.0;;0.0;1.0;;0.0;0.0;;;;;
218;Gelderland (PV);2004;;1.0;2.0;;0.0;0.0;;0.0;0.0;;;;;
219;Gelderland (PV);2005;6.0;;8.0;27.0;;27.0;12.0;;12.0;;;;;
220;Gelderland (PV);2006;;;8.0;;;27.0;;;12.0;;;;;
221;Gelderland (PV);2007;;;8.0;;;27.0;;;12.0;;;;;
222;Gelderland (PV);2008;12.0;;20.0;63.0;;90.0;24.0;;36.0;38.0;41.0;17.9;645.0;1572.0
223;Gelderland (PV);2009;;1.0;19.0;;0.0;90.0;;0.0;36.0;64.0;65.0;20.7;725.0;1810.0
224;Gelderland (PV);2010;;;19.0;;;90.0;;;36.0;61.0;54.0;17.2;602.0;1503.0
225;Gelderland (PV);2011;;;19.0;;;90.0;;;36.0;64.0;69.0;21.7;761.0;1900.0
226;Gelderland (PV);2012;;;19.0;;;90.0;;;36.0;64.0;64.0;20.3;715.0;1781.0
227;Gelderland (PV);2013;;;19.0;;;90.0;;;36.0;60.0;63.0;20.1;703.0;1757.0
228;Gelderland (PV);2014;8.0;;27.0;51.0;;141.0;16.0;;52.0;78.0;78.0;20.9;702.0;1828.0
229;Gelderland (PV);2015;2.0;1.0;28.0;16.0;0.0;157.0;6.0;0.0;58.0;109.0;120.0;24.6;796.0;2153.0
230;Gelderland (PV);2016;11.0;;39.0;63.0;;220.0;24.0;;82.0;114.0;112.0;20.1;656.0;1761.0
231;Gelderland (PV);2017;;;39.0;;;220.0;;;82.0;138.0;151.0;21.1;687.0;1846.0
232;Gelderland (PV);2018;;0.0;39.0;;0.0;220.0;;0.0;82.0;146.0;153.0;21.4;696.0;1871.0
233;Gelderland (PV);2019;0.0;0.0;39.0;0.0;0.0;220.0;0.0;0.0;82.0;152.0;163.0;22.7;739.0;1987.0
234;Gelderland (PV);2020;15.0;1.0;53.0;218.0;0.0;438.0;61.0;0.0;143.0;305.0;334.0;27.9;806.0;2447.0
235;Gelderland (PV);2021;8.0;0.0;61.0;86.0;1.0;523.0;28.0;0.0;171.0;375.0;361.0;25.2;718.0;2209.0
236;Gelderland (PV);2022;17.0;0.0;78.0;187.0;0.0;711.0;64.0;0.0;234.0;439.0;455.0;23.7;681.0;2074.0
237;Gelderland (PV);2023;3.0;0.0;81.0;40.0;0.0;751.0;13.0;0.0;247.0;553.0;624.0;29.6;856.0;2597.0
238;Utrecht (PV);1990;;;;;;;;;;;;;;
239;Utrecht (PV);1991;;;;;;;;;;;;;;
240;Utrecht (PV);1992;;;;;;;;;;;;;;
241;Utrecht (PV);1993;;;;;;;;;;;;;;
242;Utrecht (PV);1994;;;;;;;;;;;;;;
243;Utrecht (PV);1995;;;;;;;;;;;;;;
244;Utrecht (PV);1996;;;;;;;;;;;;;;
245;Utrecht (PV);1997;;;;;;;;;;;;;;
246;Utrecht (PV);1998;;;;;;;;;;;;;;
247;Utrecht (PV);1999;;;;;;;;;;;;;;
