ID;Misdrijven;Geslacht;Leeftijd;Verblijfstitel;Strafduur;Perioden;GedetineerdenOp30September_1
0;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2005;15200.0
1;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2006;13710.0
2;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2007;12770.0
3;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2008;11930.0
4;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2009;11680.0
5;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2010;11740.0
6;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2011;11550.0
7;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2012;11160.0
8;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2013;10540.0
9;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2014;9910.0
10;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2015;8980.0
11;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2016;8810.0
12;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2017;9140.0
13;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2018;9540.0
14;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2019;9920.0
15;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2020;9140.0
16;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2021;9330.0
17;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2022;9200.0
18;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Totaal;2023;9600.0
19;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2005;920.0
20;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2006;830.0
21;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2007;730.0
22;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2008;670.0
23;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2009;790.0
24;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2010;780.0
25;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2011;780.0
26;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2012;720.0
27;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2013;840.0
28;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2014;900.0
29;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2015;570.0
30;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2016;530.0
31;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2017;490.0
32;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2018;530.0
33;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2019;510.0
34;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2020;240.0
35;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2021;450.0
36;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2022;420.0
37;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Minder dan 1 maand;2023;340.0
38;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2005;1980.0
39;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2006;1560.0
40;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2007;1330.0
41;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2008;1310.0
42;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2009;1170.0
43;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2010;1050.0
44;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2011;980.0
45;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2012;910.0
46;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2013;950.0
47;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2014;940.0
48;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2015;910.0
49;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2016;840.0
50;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2017;960.0
51;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2018;920.0
52;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2019;910.0
53;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2020;580.0
54;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2021;870.0
55;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2022;840.0
56;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 6 maanden;2023;810.0
57;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2005;980.0
58;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2006;820.0
59;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2007;710.0
60;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2008;760.0
61;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2009;830.0
62;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2010;830.0
63;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2011;750.0
64;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2012;720.0
65;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2013;630.0
66;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2014;640.0
67;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2015;560.0
68;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2016;520.0
69;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2017;570.0
70;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2018;620.0
71;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2019;550.0
72;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2020;460.0
73;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2021;550.0
74;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2022;530.0
75;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;6 maanden tot 1 jaar;2023;550.0
76;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2005;2050.0
77;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2006;1930.0
78;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2007;1770.0
79;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2008;1610.0
80;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2009;1430.0
81;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2010;1560.0
82;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2011;1460.0
83;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2012;1420.0
84;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2013;1230.0
85;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2014;1240.0
86;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2015;1220.0
87;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2016;1230.0
88;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2017;1320.0
89;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2018;1470.0
90;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2019;1630.0
91;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2020;1590.0
92;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2021;1460.0
93;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2022;1280.0
94;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;1 tot 3 jaren;2023;1410.0
95;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2005;2500.0
96;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2006;2260.0
97;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2007;1940.0
98;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2008;1710.0
99;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2009;1560.0
100;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2010;1490.0
101;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2011;1520.0
102;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2012;1600.0
103;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2013;1650.0
104;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2014;1590.0
105;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2015;1570.0
106;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2016;1550.0
107;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2017;1550.0
108;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2018;1500.0
109;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2019;1550.0
110;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2020;1640.0
111;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2021;1860.0
112;Misdrijven, totaal;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;3 jaren of langer;2022;1740.0
