ID;Geslacht;Leeftijd;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;PeriodeLevensverwachting_4
0;Mannen;0 jaar;2015;0.0036;100000;361;79.66
1;Mannen;0 jaar;2016;0.00344;100000;344;79.85
2;Mannen;0 jaar;2017;0.00328;100000;328;80.04
3;Mannen;0 jaar;2018;0.00312;100000;312;80.24
4;Mannen;0 jaar;2019;0.00298;100000;298;80.45
5;Mannen;0 jaar;2020;0.00283;100000;283;80.67
6;Mannen;0 jaar;2021;0.0027;100000;270;80.89
7;Mannen;0 jaar;2022;0.00258;100000;258;81.07
8;Mannen;0 jaar;2023;0.00247;100000;247;81.25
9;Mannen;0 jaar;2024;0.00236;100000;236;81.43
10;Mannen;0 jaar;2025;0.00226;100000;226;81.6
11;Mannen;0 jaar;2026;0.00216;100000;216;81.77
12;Mannen;0 jaar;2027;0.00206;100000;206;81.93
13;Mannen;0 jaar;2028;0.00197;100000;197;82.1
14;Mannen;0 jaar;2029;0.00188;100000;188;82.27
15;Mannen;0 jaar;2030;0.0018;100000;180;82.43
16;Mannen;0 jaar;2031;0.00172;100000;172;82.6
17;Mannen;0 jaar;2032;0.00164;100000;164;82.76
18;Mannen;0 jaar;2033;0.00157;100000;157;82.92
19;Mannen;0 jaar;2034;0.0015;100000;150;83.09
20;Mannen;0 jaar;2035;0.00143;100000;143;83.25
21;Mannen;0 jaar;2036;0.00137;100000;137;83.4
22;Mannen;0 jaar;2037;0.00131;100000;131;83.56
23;Mannen;0 jaar;2038;0.00125;100000;125;83.72
24;Mannen;0 jaar;2039;0.00119;100000;119;83.87
25;Mannen;0 jaar;2040;0.00114;100000;114;84.02
26;Mannen;0 jaar;2041;0.00109;100000;109;84.18
27;Mannen;0 jaar;2042;0.00104;100000;104;84.33
28;Mannen;0 jaar;2043;0.00099;100000;99;84.48
29;Mannen;0 jaar;2044;0.00095;100000;95;84.62
30;Mannen;0 jaar;2045;0.00091;100000;91;84.77
31;Mannen;0 jaar;2046;0.00086;100000;86;84.92
32;Mannen;0 jaar;2047;0.00082;100000;83;85.06
33;Mannen;0 jaar;2048;0.00079;100000;79;85.21
34;Mannen;0 jaar;2049;0.00075;100000;75;85.35
35;Mannen;0 jaar;2050;0.00072;100000;72;85.49
36;Mannen;0 jaar;2051;0.00068;100000;69;85.63
37;Mannen;0 jaar;2052;0.00065;100000;65;85.77
38;Mannen;0 jaar;2053;0.00062;100000;62;85.91
39;Mannen;0 jaar;2054;0.0006;100000;60;86.04
40;Mannen;0 jaar;2055;0.00057;100000;57;86.18
41;Mannen;0 jaar;2056;0.00054;100000;54;86.31
42;Mannen;0 jaar;2057;0.00052;100000;52;86.45
43;Mannen;0 jaar;2058;0.00049;100000;50;86.58
44;Mannen;0 jaar;2059;0.00047;100000;47;86.71
45;Mannen;0 jaar;2060;0.00045;100000;45;86.84
46;Mannen;1 jaar;2015;0.00036;99640;36;79.44
47;Mannen;1 jaar;2016;0.00035;99656;34;79.62
48;Mannen;1 jaar;2017;0.00033;99673;33;79.8
49;Mannen;1 jaar;2018;0.00031;99688;31;79.99
50;Mannen;1 jaar;2019;0.0003;99703;30;80.19
51;Mannen;1 jaar;2020;0.00029;99717;29;80.39
52;Mannen;1 jaar;2021;0.00027;99730;27;80.61
53;Mannen;1 jaar;2022;0.00026;99742;26;80.78
54;Mannen;1 jaar;2023;0.00025;99753;25;80.95
55;Mannen;1 jaar;2024;0.00024;99764;24;81.12
56;Mannen;1 jaar;2025;0.00023;99774;23;81.28
57;Mannen;1 jaar;2026;0.00022;99784;22;81.44
58;Mannen;1 jaar;2027;0.00021;99794;21;81.6
59;Mannen;1 jaar;2028;0.0002;99803;20;81.76
60;Mannen;1 jaar;2029;0.00019;99812;19;81.92
61;Mannen;1 jaar;2030;0.00018;99820;18;82.08
62;Mannen;1 jaar;2031;0.00018;99828;18;82.24
63;Mannen;1 jaar;2032;0.00017;99836;17;82.4
64;Mannen;1 jaar;2033;0.00016;99843;16;82.55
65;Mannen;1 jaar;2034;0.00016;99850;15;82.71
66;Mannen;1 jaar;2035;0.00015;99857;15;82.86
67;Mannen;1 jaar;2036;0.00014;99863;14;83.02
68;Mannen;1 jaar;2037;0.00014;99869;14;83.17
69;Mannen;1 jaar;2038;0.00013;99875;13;83.32
70;Mannen;1 jaar;2039;0.00012;99881;12;83.47
71;Mannen;1 jaar;2040;0.00012;99886;12;83.62
72;Mannen;1 jaar;2041;0.00011;99891;11;83.77
73;Mannen;1 jaar;2042;0.00011;99896;11;83.91
74;Mannen;1 jaar;2043;0.0001;99901;10;84.06
75;Mannen;1 jaar;2044;0.0001;99905;10;84.2
76;Mannen;1 jaar;2045;0.0001;99910;9;84.35
77;Mannen;1 jaar;2046;9e-05;99914;9;84.49
78;Mannen;1 jaar;2047;9e-05;99918;9;84.63
79;Mannen;1 jaar;2048;8e-05;99921;8;84.77
80;Mannen;1 jaar;2049;8e-05;99925;8;84.91
81;Mannen;1 jaar;2050;8e-05;99928;8;85.05
82;Mannen;1 jaar;2051;7e-05;99932;7;85.19
83;Mannen;1 jaar;2052;7e-05;99935;7;85.33
84;Mannen;1 jaar;2053;7e-05;99938;7;85.46
85;Mannen;1 jaar;2054;6e-05;99940;6;85.6
86;Mannen;1 jaar;2055;6e-05;99943;6;85.73
87;Mannen;1 jaar;2056;6e-05;99946;6;85.86
88;Mannen;1 jaar;2057;6e-05;99948;6;85.99
89;Mannen;1 jaar;2058;5e-05;99951;5;86.12
90;Mannen;1 jaar;2059;5e-05;99953;5;86.25
91;Mannen;1 jaar;2060;5e-05;99955;5;86.38
92;Mannen;2 jaar;2015;0.0002;99604;20;78.47
93;Mannen;2 jaar;2016;0.00019;99622;19;78.65
94;Mannen;2 jaar;2017;0.00018;99640;18;78.82
95;Mannen;2 jaar;2018;0.00017;99657;17;79.01
96;Mannen;2 jaar;2019;0.00017;99673;17;79.21
97;Mannen;2 jaar;2020;0.00016;99688;16;79.42
98;Mannen;2 jaar;2021;0.00015;99703;15;79.63
99;Mannen;2 jaar;2022;0.00015;99716;15;79.8
100;Mannen;2 jaar;2023;0.00014;99728;14;79.97
101;Mannen;2 jaar;2024;0.00013;99740;13;80.14
102;Mannen;2 jaar;2025;0.00013;99752;13;80.3
103;Mannen;2 jaar;2026;0.00013;99762;12;80.46
104;Mannen;2 jaar;2027;0.00012;99773;12;80.62
105;Mannen;2 jaar;2028;0.00012;99783;11;80.78
106;Mannen;2 jaar;2029;0.00011;99792;11;80.94
107;Mannen;2 jaar;2030;0.00011;99802;11;81.1
108;Mannen;2 jaar;2031;0.0001;99810;10;81.25
109;Mannen;2 jaar;2032;0.0001;99819;10;81.41
110;Mannen;2 jaar;2033;9e-05;99827;9;81.57
111;Mannen;2 jaar;2034;9e-05;99835;9;81.72
112;Mannen;2 jaar;2035;9e-05;99842;9;81.88
113;Mannen;2 jaar;2036;8e-05;99849;8;82.03
114;Mannen;2 jaar;2037;8e-05;99856;8;82.18
115;Mannen;2 jaar;2038;8e-05;99862;8;82.33
116;Mannen;2 jaar;2039;7e-05;99868;7;82.48
117;Mannen;2 jaar;2040;7e-05;99874;7;82.63
118;Mannen;2 jaar;2041;7e-05;99880;7;82.78
119;Mannen;2 jaar;2042;7e-05;99885;6;82.92
120;Mannen;2 jaar;2043;6e-05;99890;6;83.07
121;Mannen;2 jaar;2044;6e-05;99895;6;83.21
122;Mannen;2 jaar;2045;6e-05;99900;6;83.36
123;Mannen;2 jaar;2046;6e-05;99905;5;83.5
124;Mannen;2 jaar;2047;5e-05;99909;5;83.64
125;Mannen;2 jaar;2048;5e-05;99913;5;83.78
126;Mannen;2 jaar;2049;5e-05;99917;5;83.92
127;Mannen;2 jaar;2050;5e-05;99921;5;84.06
128;Mannen;2 jaar;2051;5e-05;99924;4;84.19
129;Mannen;2 jaar;2052;4e-05;99928;4;84.33
130;Mannen;2 jaar;2053;4e-05;99931;4;84.47
131;Mannen;2 jaar;2054;4e-05;99934;4;84.6
132;Mannen;2 jaar;2055;4e-05;99937;4;84.73
