ID;Bedrijfstak;Balanstotaal;Perioden;AantalOndernemingen_1;BalanstotaalEindstand_2;ImmaterieleVasteActiva_3;MaterieleVasteActiva_4;Deelnemingen_5;LanglVorderingenEnBeleggingen_6;Voorraden_7;KortlVorderingenEnBeleggingen_8;LiquideMiddelen_9;EigenVermogen_10;BelangVanDerden_11;EgalRekInvestPremiesSubsidiesED_12;Voorzieningen_13;LanglopendeSchuldenRentedragend_14;KortlopendeSchulden_15;NettoOmzetEnOvBedrijfsopbrengsten_16;LonenSalSocialeEnPensioenlasten_17;AfschrijvingenMinusInvesteringspremies_18;KostenVanDeOmzet_19;Bedrijfsresultaat_20;OverigeBedrijfskostenSaldo_21;ResultaatUitDeelnemingen_22;Rentebaten_23;Rentelasten_24;OverigeFinancieleResultaten_25;BuitengewoneBatenEnLastenSaldo_26;BuitengewoneBaten_27;BuitengewoneLasten_28;ResultaatVoorBelastingen_29;Vennootschapsbelasting_30;AandeelVanDerden_31;Nettoresultaat_32;Winstuitkeringen_33;ToevoegingOnttrekkingAanDeReserves_34
10;Alle ondernemingen;A. Alle ondernemingen;2002;201794.0;853906.4;35312.3;197453.1;131415.1;98250.8;63716.4;260513.2;67243.1;300994.9;16635.8;10527.9;48714.2;187248.2;289785.6;825878.2;-133671.5;-32755.2;-620186.3;39265.2;-6058.6;1837.2;10861.2;-17596.6;-1160.3;2056.5;10728.4;-8672.0;35261.3;-11296.7;-3623.4;20341.2;24940.3;-4599.1
11;Alle ondernemingen;"B. Kleine ondernemingen; totaal";1992;117144.0;98702.6;1049.7;31126.0;3191.7;4433.1;14734.7;29522.5;14646.5;28011.8;;;10786.8;18322.6;41582.4;154710.5;-32573.2;-5310.0;-110600.6;6226.7;-914.3;;;;;-196.5;;;5116.0;-2088.7;;3027.3;1294.8;1732.5
12;Alle ondernemingen;"B. Kleine ondernemingen; totaal";1993;124440.0;104018.9;1159.6;32172.2;3611.8;5056.1;15235.2;31215.9;15569.3;28486.4;;;12431.6;20156.8;42944.9;158188.4;-34108.0;-5564.0;-113004.9;5511.5;-833.3;;;;;-334.6;;;4343.5;-1949.4;;2394.1;1233.0;1161.1
13;Alle ondernemingen;"B. Kleine ondernemingen; totaal";1994;132865.0;108228.8;1014.6;32437.3;3504.9;6345.6;15579.7;33075.5;16272.8;28905.6;;;14173.1;20688.9;44462.2;164838.5;-35354.9;-5575.8;-117321.5;6586.3;-886.4;;;;;-362.6;1006.4;-1368.9;5337.1;-2196.7;;3140.4;1152.6;1987.8
14;Alle ondernemingen;"B. Kleine ondernemingen; totaal";1995;139177.0;113469.6;1070.3;33433.5;3898.6;7247.3;16120.4;35001.9;16698.9;30951.5;;;14645.8;21317.6;46555.4;172253.4;-35583.9;-5677.5;-123053.5;7938.5;-647.1;750.8;574.3;-2374.9;402.9;155.7;1483.1;-1327.4;7446.8;-2758.9;;4687.9;1212.0;3475.9
15;Alle ondernemingen;"B. Kleine ondernemingen; totaal";1996;148799.0;122518.6;1162.3;35592.4;4475.6;8174.9;16731.9;37896.0;18487.1;35110.5;;;15586.8;22637.0;49185.1;185813.3;-38083.5;-6020.0;-132751.1;8958.7;-320.4;995.9;548.0;-2378.3;513.9;459.9;1664.2;-1204.3;9097.7;-3089.0;;6008.7;1466.2;4542.5
16;Alle ondernemingen;"B. Kleine ondernemingen; totaal";1997;158168.0;133328.7;1382.9;37438.3;4876.6;9099.1;17592.8;43022.1;19918.8;38872.4;;;16562.8;24044.2;53850.3;204168.8;-41483.3;-6321.0;-146111.6;10253.0;-105.1;1199.6;539.8;-2434.9;590.4;678.1;2020.1;-1342.0;10825.8;-3487.8;;7338.0;2260.2;5077.8
17;Alle ondernemingen;"B. Kleine ondernemingen; totaal";1998;165205.0;141416.8;1452.7;38979.6;5473.2;10359.1;18226.9;45601.9;21325.2;42512.6;;;17489.2;25232.6;56183.3;213816.9;-44330.5;-6605.0;-151988.8;10892.7;276.3;1702.2;547.5;-2522.7;549.4;920.9;2262.4;-1341.5;12089.7;-3724.2;;8365.5;2720.7;5644.8
18;Alle ondernemingen;"B. Kleine ondernemingen; totaal";1999;167563.0;145463.8;1435.0;39008.6;5504.0;10914.8;18304.4;47928.9;22369.7;44174.4;;;17605.7;25621.4;58063.2;216760.4;-45690.0;-6721.6;-153184.8;11163.9;600.3;1848.0;517.4;-2501.9;736.8;972.6;2259.0;-1286.3;12736.9;-3943.1;;8793.8;3353.5;5440.3
19;Alle ondernemingen;"B. Kleine ondernemingen; totaal";2000;171693.0;148911.2;1631.8;38937.7;6009.1;11780.6;17339.8;50890.4;22323.4;44721.3;;;17296.6;26879.4;60014.8;218355.2;-46445.2;-6833.7;-153699.0;11377.3;667.4;2189.8;534.5;-2577.5;520.6;231.6;2577.8;-2346.2;12276.5;-3791.1;;8485.4;3566.4;4919.0
20;Alle ondernemingen;"B. Kleine ondernemingen; totaal";2001;193813.0;203420.3;2591.4;53207.2;10430.2;16034.9;23622.6;67938.6;29595.9;62251.1;;;21013.4;41145.8;79010.2;291784.9;-60575.7;-9323.0;-208981.3;12904.9;145.1;2985.4;818.4;-3807.8;149.1;1248.8;2720.2;-1471.4;14298.4;-4623.6;;9674.8;6055.7;3619.1
21;Alle ondernemingen;"B. Kleine ondernemingen; totaal";2002;200032.0;208339.7;2679.8;55310.3;10678.5;16039.3;24646.4;68249.3;30733.9;64016.1;;;21893.4;43872.5;78557.9;302100.2;-64582.5;-9723.5;-214854.5;12939.7;-657.0;2584.6;739.1;-3793.6;-187.2;1021.1;2375.9;-1354.8;13301.9;-4564.8;;8737.2;5842.7;2894.5
22;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;1992;47832.0;5274.1;90.3;1169.8;225.4;271.1;609.8;1873.6;1034.6;572.9;;;1031.3;876.1;2793.9;9460.1;-2936.0;-353.4;-6118.3;52.3;-63.8;;;;;15.9;;;4.4;-97.7;;-93.2;73.2;-166.4
23;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;1993;51842.0;5617.3;98.4;1206.0;230.0;296.7;635.4;2052.8;1098.3;348.7;;;1182.3;991.8;3094.6;9985.6;-3158.9;-386.7;-6476.1;-36.0;-73.7;;;;;18.8;;;-90.9;-91.6;;-182.5;60.0;-242.5
24;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;1994;56090.0;5993.3;100.8;1239.4;241.9;429.1;652.1;2149.1;1181.3;248.1;;;1375.2;1059.1;3311.2;10691.8;-3291.2;-396.7;-6948.0;55.9;-93.5;;;;;11.9;157.4;-145.5;-25.9;-104.2;;-130.1;78.5;-208.6
25;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;1995;58725.0;6250.1;106.9;1242.6;287.0;501.6;662.1;2221.5;1228.8;227.4;;;1420.9;1154.3;3447.6;11141.6;-3294.1;-395.3;-7273.6;178.6;-98.2;21.4;30.5;-159.8;9.8;57.6;197.8;-140.2;137.6;-138.3;;-0.7;58.8;-59.5
26;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;1996;62145.0;6630.9;116.5;1288.9;284.5;526.6;672.8;2423.6;1318.7;375.4;;;1509.6;1151.7;3594.5;11864.7;-3472.3;-409.2;-7693.7;289.4;-87.9;12.5;26.1;-140.9;14.3;55.2;175.8;-120.6;256.3;-151.8;;104.5;70.4;34.1
27;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;1997;64853.0;6827.4;133.8;1326.2;387.6;264.9;680.0;2651.5;1384.2;246.8;;;1562.4;1199.3;3819.2;12402.5;-3702.9;-419.5;-8040.3;239.7;-100.5;5.8;23.6;-144.6;14.7;52.9;189.1;-136.3;191.9;-166.5;;25.4;111.0;-85.6
28;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;1998;66526.0;7075.2;134.4;1324.5;422.9;289.4;652.8;2773.4;1478.5;295.5;;;1625.3;1246.9;3907.9;12695.3;-3893.0;-425.0;-8075.7;301.6;-74.3;46.2;23.0;-148.1;4.6;44.4;203.2;-158.8;271.4;-188.5;;82.8;149.7;-66.9
29;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;1999;66286.0;7281.0;128.1;1282.4;328.0;542.8;622.6;2856.4;1521.1;596.0;;;1619.2;1209.4;3856.6;12478.3;-3937.3;-417.1;-7804.8;319.0;-58.7;51.7;21.7;-138.3;6.2;97.7;212.5;-114.9;357.6;-198.4;;159.2;185.3;-26.1
30;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;2000;67982.0;7491.2;129.5;1244.5;358.1;560.1;558.4;3090.2;1550.8;543.3;;;1645.6;1242.8;4059.7;13705.1;-4090.6;-423.0;-7881.5;1310.0;-68.1;52.3;23.0;-142.1;-1.3;-977.4;216.0;-1193.4;264.4;-188.5;;75.9;228.6;-152.7
31;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;2001;74444.0;8099.1;137.9;1311.3;385.6;613.8;522.9;3380.9;1746.8;203.1;;;1879.9;1131.3;4884.9;13801.5;-4609.0;-462.3;-8548.7;181.6;-182.1;4.1;27.5;-164.3;-49.4;63.8;229.6;-165.8;62.7;-189.4;;-126.8;370.3;-497.1
32;Alle ondernemingen;B.1.Balanstotaal 0 - 0,25 mln euro;2002;76341.0;8314.8;140.8;1319.1;400.9;599.3;528.0;3491.6;1833.5;45.6;;;1982.3;1146.2;5140.5;14219.9;-4905.0;-479.3;-8700.3;135.2;-319.8;-86.2;26.2;-162.0;-97.7;68.8;217.6;-148.8;-118.6;-179.7;;-298.3;336.5;-634.8
33;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;1992;22607.0;8154.4;122.3;2210.3;277.0;444.8;1073.4;2557.2;1469.6;1808.6;;;1576.6;1364.4;3404.9;13454.9;-3671.2;-477.9;-8917.4;388.5;-56.9;;;;;2.4;;;334.0;-167.6;;166.4;57.6;108.8
34;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;1993;23719.0;8573.8;136.6;2281.6;303.1;482.6;1124.0;2726.4;1520.0;1649.2;;;1794.4;1485.7;3644.6;13831.6;-3862.6;-509.5;-9162.6;296.9;-84.5;;;;;-17.6;;;194.8;-146.7;;48.1;52.2;-4.1
35;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;1994;25029.0;9042.9;135.0;2304.3;304.1;628.8;1132.2;2931.6;1607.2;1548.2;;;2053.8;1614.3;3826.8;14547.4;-4051.9;-514.8;-9595.6;385.1;-99.3;;;;;-14.7;106.0;-120.7;271.0;-168.9;;102.1;61.5;40.6
36;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;1995;26321.0;9496.6;134.0;2325.8;382.5;744.7;1151.8;3076.9;1681.2;1788.7;;;2127.2;1591.7;3989.2;15097.6;-4027.9;-518.5;-9932.7;618.5;-80.1;42.2;47.8;-207.4;37.3;-13.0;141.9;-154.9;525.5;-231.2;;294.3;77.4;216.9
37;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;1996;28038.0;10133.9;144.8;2445.8;416.5;806.8;1196.0;3306.7;1817.7;2046.1;;;2231.6;1674.0;4182.4;16246.2;-4245.1;-540.8;-10721.2;739.1;-56.4;66.7;44.4;-211.3;43.9;10.9;157.9;-147.0;693.6;-254.6;;439.0;108.5;330.5
38;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;1997;29833.0;10780.6;171.5;2500.6;421.9;905.1;1219.2;3646.2;1916.5;2229.4;;;2363.0;1745.5;4442.9;17280.3;-4567.6;-565.8;-11304.4;842.5;-41.7;83.7;42.4;-216.5;48.7;57.0;202.9;-145.8;857.9;-285.0;;572.9;160.3;412.6
39;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;1998;31490.0;11374.3;190.2;2543.6;472.2;983.4;1208.4;3941.8;2035.0;2363.1;;;2555.9;1803.8;4651.7;17940.4;-4886.7;-592.2;-11640.9;820.7;-39.8;98.6;41.9;-223.0;42.7;63.7;205.1;-141.4;844.7;-302.9;;541.8;179.6;362.2
40;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;1999;32261.0;11643.2;187.8;2477.1;506.4;1019.8;1186.9;4096.3;2169.4;2580.8;;;2603.2;1792.4;4667.1;17778.8;-4959.7;-592.9;-11342.1;884.0;-13.5;99.1;39.8;-212.2;59.9;101.3;209.2;-107.9;971.9;-333.0;;638.9;271.0;367.9
41;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;2000;33287.0;12043.2;207.5;2442.9;553.0;1093.3;1109.4;4467.4;2170.0;2570.4;;;2637.4;1906.4;4929.2;17911.3;-5133.1;-597.8;-11343.5;836.9;-14.8;126.5;41.2;-220.2;37.7;106.2;232.8;-126.6;928.4;-323.9;;604.5;283.1;321.4
42;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;2001;36696.0;13270.5;229.8;2635.8;672.1;1211.2;1140.6;4896.5;2484.8;2764.1;;;3005.4;2059.8;5441.2;19643.2;-5747.6;-677.5;-12391.9;826.2;-26.0;167.7;48.8;-252.4;9.9;106.8;228.3;-121.5;907.0;-332.3;;574.6;390.1;184.5
43;Alle ondernemingen;B.2. Balanstotaal 0,25 - 0,5 mln euro;2002;37980.0;13729.1;229.8;2700.3;724.5;1215.0;1174.0;5056.4;2628.7;2822.3;;;3216.4;2093.2;5597.5;20338.1;-6064.3;-696.5;-12801.2;776.1;-91.9;149.0;48.1;-258.1;-30.9;113.6;220.7;-107.1;798.0;-322.9;;475.1;373.1;102.0
44;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;1992;25596.0;20288.4;206.0;6326.6;555.8;1016.2;2803.8;6049.9;3330.5;5587.6;;;2969.3;3607.8;8124.0;32671.4;-7676.3;-1139.9;-22563.6;1291.7;-157.3;;;;;-64.1;;;1070.2;-442.0;;628.2;152.5;475.7
45;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;1993;26681.0;21183.2;210.7;6468.3;607.1;1183.7;2903.4;6386.5;3423.9;5493.1;;;3398.0;3943.0;8349.4;33199.1;-7927.3;-1186.1;-23025.2;1060.5;-103.6;;;;;-58.4;;;898.5;-390.2;;508.3;153.4;354.9
46;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;1994;28488.0;22617.9;192.3;6668.0;664.9;1454.1;3016.0;6931.6;3691.5;5603.9;;;3950.4;4150.4;8913.4;35514.7;-8398.2;-1190.8;-24615.6;1310.2;-208.2;;;;;-84.5;213.7;-298.2;1017.4;-446.3;;571.1;205.1;366.0
47;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;1995;29558.0;23468.8;215.5;6701.3;744.2;1687.9;3036.0;7278.6;3805.8;6014.8;;;4009.0;4212.3;9232.9;36456.4;-8279.0;-1201.9;-25306.9;1668.5;-143.6;133.4;122.3;-492.4;93.0;70.1;322.1;-251.9;1595.0;-595.5;;999.5;180.7;818.8
48;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;1996;32059.0;25520.4;242.8;7129.4;856.9;1952.4;3164.2;7937.6;4237.5;6839.2;;;4304.0;4516.6;9860.9;39482.6;-8889.9;-1292.2;-27396.9;1903.5;-88.0;178.0;118.6;-503.7;119.0;144.5;373.1;-228.6;1959.9;-662.8;;1297.1;226.3;1070.8
49;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;1997;34506.0;27477.1;279.6;7410.7;890.0;2196.0;3278.8;8907.9;4514.5;7584.8;;;4598.5;4753.9;10540.3;43144.9;-9687.3;-1337.5;-29873.9;2246.2;-66.9;202.4;115.8;-519.3;134.2;136.0;421.1;-285.0;2315.4;-758.1;;1557.3;416.2;1141.1
50;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;1998;36419.0;28966.4;291.8;7586.6;996.6;2419.7;3365.1;9484.1;4822.9;8223.5;;;4906.6;4975.3;10861.3;44922.5;-10358.2;-1384.4;-30785.2;2394.7;-31.2;266.0;114.9;-533.3;121.2;181.2;470.9;-289.7;2544.8;-809.9;;1734.8;547.3;1187.5
51;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;1999;37237.0;29601.2;298.7;7482.9;1056.0;2509.7;3303.0;9945.8;5005.5;8584.8;;;4960.8;4914.0;11141.8;45219.8;-10693.9;-1411.1;-30572.6;2542.2;32.5;275.9;105.6;-511.0;162.1;153.1;454.6;-301.5;2727.9;-869.2;;1858.7;695.8;1162.9
52;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;2000;37980.0;30253.5;338.4;7357.5;1074.8;2694.1;3159.0;10690.6;4939.4;8569.7;;;4917.7;5092.7;11673.7;45565.2;-10952.4;-1425.4;-30807.5;2380.0;37.6;337.5;106.1;-527.4;121.4;296.2;538.6;-242.4;2714.1;-860.4;;1853.7;743.8;1109.9
53;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;2001;42909.0;34187.7;409.0;8268.2;1393.1;3053.6;3402.4;11934.9;5726.4;9775.6;;;5740.3;6174.3;12497.6;50659.0;-12490.5;-1632.5;-34072.7;2463.3;-78.1;419.8;132.4;-629.4;-1.0;239.0;474.2;-235.2;2624.3;-877.8;;1746.5;1031.3;715.2
54;Alle ondernemingen;B.3. Balanstotaal 0,5 - 1,25 mln euro;2002;44881.0;35693.7;418.7;8643.1;1502.5;3095.4;3605.7;12272.0;6156.0;10215.7;;;6127.0;6591.9;12759.1;52886.2;-13460.0;-1708.0;-35312.8;2405.4;-182.3;401.0;133.7;-655.4;-61.6;215.5;429.1;-213.6;2438.9;-862.5;;1576.4;988.1;588.3
55;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;1992;11583.0;20162.1;183.0;6752.7;511.1;857.6;3012.4;5871.8;2973.5;5956.4;;;2148.2;3898.4;8159.3;32190.5;-6450.9;-1093.3;-23255.7;1390.6;-243.7;;;;;-52.6;;;1094.3;-440.2;;654.1;195.6;458.5
56;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;1993;12265.0;21335.7;197.6;6904.5;573.8;1021.0;3128.7;6226.6;3283.8;6191.6;;;2530.5;4163.5;8450.3;32758.0;-6820.3;-1143.5;-23546.7;1247.6;-197.7;;;;;-111.2;;;938.7;-395.7;;543.0;212.3;330.7
57;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;1994;12997.0;22650.4;184.0;7155.0;621.8;1317.5;3262.7;6703.4;3406.1;6604.7;;;2907.9;4407.1;8730.8;34043.7;-7140.5;-1154.6;-24305.3;1443.3;-159.9;;;;;-83.6;188.7;-272.3;1199.8;-456.4;;743.4;210.2;533.2
58;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;1995;13800.0;24052.3;193.3;7371.2;678.9;1551.8;3387.3;7315.9;3554.1;7043.3;;;3066.4;4549.8;9393.0;36450.7;-7242.5;-1183.9;-26243.6;1780.7;-124.6;161.0;120.5;-490.9;84.8;61.9;280.3;-218.4;1718.0;-597.9;;1120.1;208.1;912.0
59;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;1996;14925.0;26087.8;207.9;7984.0;784.9;1701.6;3530.5;7941.4;3937.7;7912.5;;;3263.5;4975.1;9936.9;38907.6;-7760.2;-1259.8;-27955.4;1932.2;-43.3;231.8;114.8;-505.6;115.8;122.2;344.5;-222.4;2011.0;-670.9;;1340.1;252.4;1087.7
60;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;1997;16156.0;28199.2;213.5;8337.2;826.9;1966.4;3679.7;8886.6;4289.1;8899.3;;;3463.6;5117.1;10719.4;42568.8;-8414.0;-1319.3;-30624.7;2210.8;20.7;276.7;117.6;-513.9;140.3;165.5;425.8;-260.3;2397.0;-744.7;;1652.3;481.8;1170.5
61;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;1998;17147.0;29991.1;249.6;8693.9;946.7;2289.2;3810.7;9404.7;4596.6;9622.6;;;3675.3;5418.1;11275.3;45047.3;-9019.2;-1391.0;-32269.5;2367.5;70.7;349.5;119.6;-526.7;128.3;259.7;490.6;-230.8;2697.9;-809.6;;1888.3;593.1;1295.2
62;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;1999;17640.0;30761.6;258.9;8585.4;1001.4;2321.4;3876.6;9935.6;4782.6;9951.1;;;3653.8;5488.9;11667.9;45627.5;-9397.1;-1410.7;-32343.2;2476.5;90.3;331.3;109.2;-514.0;163.8;241.7;465.9;-224.2;2808.5;-854.7;;1953.8;681.2;1272.6
63;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;2000;17967.0;31363.0;303.7;8564.9;1099.0;2478.0;3639.9;10617.5;4660.0;10060.1;;;3551.0;5700.2;12051.9;46308.2;-9584.0;-1438.7;-32911.1;2374.5;81.7;404.2;111.6;-536.3;102.3;254.0;482.0;-228.0;2710.2;-845.7;;1864.6;676.5;1188.1
64;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;2001;20593.0;35988.7;373.3;9735.1;1400.0;2986.4;4036.6;11987.1;5470.3;11660.6;;;4122.0;7319.0;12887.1;52361.3;-11055.1;-1661.5;-37121.4;2523.3;37.9;487.4;175.1;-687.6;63.1;249.7;472.2;-222.5;2810.9;-894.6;;1916.4;1006.0;910.4
65;Alle ondernemingen;B.4. Balanstotaal 1,25 - 2,5 mln euro;2002;21178.0;36922.1;406.5;10155.0;1486.2;3019.6;4152.7;12022.9;5679.2;11993.7;;;4302.7;7890.9;12735.0;53983.0;-11761.6;-1724.9;-38022.8;2473.7;-89.4;434.0;133.6;-667.5;10.5;217.3;435.8;-218.5;2601.8;-862.6;;1739.2;890.3;848.9
66;Alle ondernemingen;B.5. Balanstotaal 2,5 - 5 mln euro;1992;6300.0;21911.7;206.0;7403.7;679.1;858.8;3387.6;6391.9;2984.8;6782.6;;;1752.4;4270.8;9106.0;33830.0;-6272.9;-1141.6;-24943.1;1472.4;-210.2;;;;;-61.8;;;1200.4;-455.9;;744.6;278.6;466.0
67;Alle ondernemingen;B.5. Balanstotaal 2,5 - 5 mln euro;1993;6552.0;22886.7;235.3;7732.2;719.5;1039.2;3444.0;6591.4;3125.2;6935.7;;;1974.8;4788.9;9187.3;33920.9;-6574.9;-1192.7;-24808.2;1345.1;-188.4;;;;;-97.6;;;1059.1;-423.6;;635.4;328.0;307.4
