ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BbpVolumemutaties_1;BrutoToegevoegdeWaardeVolumemutaties_2
59;A-U Alle economische activiteiten;Oost-Nederland (LD);2011;3.3;3.7
60;A-U Alle economische activiteiten;Oost-Nederland (LD);2012;-2.7;-2.4
61;A-U Alle economische activiteiten;Oost-Nederland (LD);2013;-1.3;-1.0
62;A-U Alle economische activiteiten;Oost-Nederland (LD);2014;1.7;1.8
63;A-U Alle economische activiteiten;Oost-Nederland (LD);2015;2.6;2.3
64;A-U Alle economische activiteiten;Oost-Nederland (LD);2016;2.5;2.4
65;A-U Alle economische activiteiten;Oost-Nederland (LD);2017;3.4;3.4
66;A-U Alle economische activiteiten;West-Nederland (LD);1996;3.2;2.9
67;A-U Alle economische activiteiten;West-Nederland (LD);1997;4.7;4.7
68;A-U Alle economische activiteiten;West-Nederland (LD);1998;5.4;5.4
69;A-U Alle economische activiteiten;West-Nederland (LD);1999;5.0;4.9
70;A-U Alle economische activiteiten;West-Nederland (LD);2000;4.1;4.2
71;A-U Alle economische activiteiten;West-Nederland (LD);2001;1.9;1.8
72;A-U Alle economische activiteiten;West-Nederland (LD);2002;0.8;0.8
73;A-U Alle economische activiteiten;West-Nederland (LD);2003;0.1;0.1
74;A-U Alle economische activiteiten;West-Nederland (LD);2004;1.9;2.0
75;A-U Alle economische activiteiten;West-Nederland (LD);2005;2.7;2.7
76;A-U Alle economische activiteiten;West-Nederland (LD);2006;3.3;3.3
77;A-U Alle economische activiteiten;West-Nederland (LD);2007;4.2;4.3
78;A-U Alle economische activiteiten;West-Nederland (LD);2008;1.5;1.8
79;A-U Alle economische activiteiten;West-Nederland (LD);2009;-3.8;-3.5
80;A-U Alle economische activiteiten;West-Nederland (LD);2010;0.8;1.1
81;A-U Alle economische activiteiten;West-Nederland (LD);2011;1.0;1.4
82;A-U Alle economische activiteiten;West-Nederland (LD);2012;-0.5;-0.2
83;A-U Alle economische activiteiten;West-Nederland (LD);2013;0.1;0.5
84;A-U Alle economische activiteiten;West-Nederland (LD);2014;2.3;2.4
85;A-U Alle economische activiteiten;West-Nederland (LD);2015;2.8;2.5
86;A-U Alle economische activiteiten;West-Nederland (LD);2016;2.5;2.4
87;A-U Alle economische activiteiten;West-Nederland (LD);2017;3.4;3.4
88;A-U Alle economische activiteiten;Zuid-Nederland (LD);1996;3.8;3.5
89;A-U Alle economische activiteiten;Zuid-Nederland (LD);1997;5.2;5.2
90;A-U Alle economische activiteiten;Zuid-Nederland (LD);1998;3.6;3.5
91;A-U Alle economische activiteiten;Zuid-Nederland (LD);1999;6.7;6.6
92;A-U Alle economische activiteiten;Zuid-Nederland (LD);2000;5.2;5.3
93;A-U Alle economische activiteiten;Zuid-Nederland (LD);2001;1.7;1.6
94;A-U Alle economische activiteiten;Zuid-Nederland (LD);2002;-1.2;-1.2
95;A-U Alle economische activiteiten;Zuid-Nederland (LD);2003;-0.1;0.0
96;A-U Alle economische activiteiten;Zuid-Nederland (LD);2004;2.7;2.8
97;A-U Alle economische activiteiten;Zuid-Nederland (LD);2005;2.3;2.3
98;A-U Alle economische activiteiten;Zuid-Nederland (LD);2006;3.8;3.8
99;A-U Alle economische activiteiten;Zuid-Nederland (LD);2007;3.2;3.3
100;A-U Alle economische activiteiten;Zuid-Nederland (LD);2008;1.4;1.7
101;A-U Alle economische activiteiten;Zuid-Nederland (LD);2009;-4.6;-4.2
102;A-U Alle economische activiteiten;Zuid-Nederland (LD);2010;3.0;3.4
103;A-U Alle economische activiteiten;Zuid-Nederland (LD);2011;3.2;3.5
104;A-U Alle economische activiteiten;Zuid-Nederland (LD);2012;-0.8;-0.5
105;A-U Alle economische activiteiten;Zuid-Nederland (LD);2013;-0.8;-0.5
106;A-U Alle economische activiteiten;Zuid-Nederland (LD);2014;1.5;1.5
107;A-U Alle economische activiteiten;Zuid-Nederland (LD);2015;3.2;2.9
108;A-U Alle economische activiteiten;Zuid-Nederland (LD);2016;2.5;2.4
109;A-U Alle economische activiteiten;Zuid-Nederland (LD);2017;3.6;3.6
110;A-U Alle economische activiteiten;Extra-Regio (LD);1996;9.6;9.3
111;A-U Alle economische activiteiten;Extra-Regio (LD);1997;-2.8;-2.8
112;A-U Alle economische activiteiten;Extra-Regio (LD);1998;-3.3;-3.4
113;A-U Alle economische activiteiten;Extra-Regio (LD);1999;9.1;9.0
114;A-U Alle economische activiteiten;Extra-Regio (LD);2000;-3.3;-3.2
115;A-U Alle economische activiteiten;Extra-Regio (LD);2001;4.4;4.4
116;A-U Alle economische activiteiten;Extra-Regio (LD);2002;-5.1;-5.1
117;A-U Alle economische activiteiten;Extra-Regio (LD);2003;-7.5;-7.5
118;A-U Alle economische activiteiten;Extra-Regio (LD);2004;18.3;18.4
119;A-U Alle economische activiteiten;Extra-Regio (LD);2005;-19.6;-19.6
120;A-U Alle economische activiteiten;Extra-Regio (LD);2006;1.7;1.7
121;A-U Alle economische activiteiten;Extra-Regio (LD);2007;5.7;5.8
122;A-U Alle economische activiteiten;Extra-Regio (LD);2008;-9.7;-9.4
123;A-U Alle economische activiteiten;Extra-Regio (LD);2009;-7.2;-6.8
124;A-U Alle economische activiteiten;Extra-Regio (LD);2010;-6.4;-6.1
125;A-U Alle economische activiteiten;Extra-Regio (LD);2011;-10.9;-10.6
126;A-U Alle economische activiteiten;Extra-Regio (LD);2012;-2.7;-2.5
127;A-U Alle economische activiteiten;Extra-Regio (LD);2013;-5.4;-5.0
128;A-U Alle economische activiteiten;Extra-Regio (LD);2014;-3.5;-3.4
129;A-U Alle economische activiteiten;Extra-Regio (LD);2015;-0.1;-0.3
130;A-U Alle economische activiteiten;Extra-Regio (LD);2016;-10.3;-10.3
131;A-U Alle economische activiteiten;Extra-Regio (LD);2017;-9.5;-9.4
132;A-U Alle economische activiteiten;Groningen (PV);1996;9.3;9.0
133;A-U Alle economische activiteiten;Groningen (PV);1997;-2.0;-2.0
134;A-U Alle economische activiteiten;Groningen (PV);1998;-0.9;-1.0
135;A-U Alle economische activiteiten;Groningen (PV);1999;-0.7;-0.8
136;A-U Alle economische activiteiten;Groningen (PV);2000;1.5;1.6
137;A-U Alle economische activiteiten;Groningen (PV);2001;3.9;3.9
138;A-U Alle economische activiteiten;Groningen (PV);2002;2.1;2.0
139;A-U Alle economische activiteiten;Groningen (PV);2003;2.3;2.4
140;A-U Alle economische activiteiten;Groningen (PV);2004;2.2;2.2
141;A-U Alle economische activiteiten;Groningen (PV);2005;-0.7;-0.7
142;A-U Alle economische activiteiten;Groningen (PV);2006;1.1;1.1
143;A-U Alle economische activiteiten;Groningen (PV);2007;-2.1;-2.0
144;A-U Alle economische activiteiten;Groningen (PV);2008;8.7;8.9
145;A-U Alle economische activiteiten;Groningen (PV);2009;-4.2;-3.9
146;A-U Alle economische activiteiten;Groningen (PV);2010;10.4;10.7
147;A-U Alle economische activiteiten;Groningen (PV);2011;-2.9;-2.6
148;A-U Alle economische activiteiten;Groningen (PV);2012;-0.5;-0.2
149;A-U Alle economische activiteiten;Groningen (PV);2013;5.7;6.0
150;A-U Alle economische activiteiten;Groningen (PV);2014;-7.6;-7.6
151;A-U Alle economische activiteiten;Groningen (PV);2015;-8.3;-8.5
152;A-U Alle economische activiteiten;Groningen (PV);2016;-1.8;-1.8
153;A-U Alle economische activiteiten;Groningen (PV);2017;-0.6;-0.6
154;A-U Alle economische activiteiten;Friesland (PV);1996;2.6;2.3
155;A-U Alle economische activiteiten;Friesland (PV);1997;2.6;2.6
156;A-U Alle economische activiteiten;Friesland (PV);1998;6.8;6.7
157;A-U Alle economische activiteiten;Friesland (PV);1999;3.0;3.0
158;A-U Alle economische activiteiten;Friesland (PV);2000;3.4;3.5
159;A-U Alle economische activiteiten;Friesland (PV);2001;2.5;2.4
160;A-U Alle economische activiteiten;Friesland (PV);2002;-1.9;-1.9
161;A-U Alle economische activiteiten;Friesland (PV);2003;1.1;1.2
162;A-U Alle economische activiteiten;Friesland (PV);2004;0.0;0.1
163;A-U Alle economische activiteiten;Friesland (PV);2005;2.3;2.3
164;A-U Alle economische activiteiten;Friesland (PV);2006;2.4;2.4
165;A-U Alle economische activiteiten;Friesland (PV);2007;4.8;4.9
166;A-U Alle economische activiteiten;Friesland (PV);2008;0.5;0.8
167;A-U Alle economische activiteiten;Friesland (PV);2009;-2.2;-1.8
168;A-U Alle economische activiteiten;Friesland (PV);2010;0.2;0.6
169;A-U Alle economische activiteiten;Friesland (PV);2011;3.7;4.1
170;A-U Alle economische activiteiten;Friesland (PV);2012;-2.6;-2.3
171;A-U Alle economische activiteiten;Friesland (PV);2013;-1.9;-1.5
172;A-U Alle economische activiteiten;Friesland (PV);2014;0.9;1.0
173;A-U Alle economische activiteiten;Friesland (PV);2015;1.2;0.9
174;A-U Alle economische activiteiten;Friesland (PV);2016;1.6;1.5
175;A-U Alle economische activiteiten;Friesland (PV);2017;2.3;2.3
176;A-U Alle economische activiteiten;Drenthe (PV);1996;2.2;1.9
177;A-U Alle economische activiteiten;Drenthe (PV);1997;2.0;2.0
178;A-U Alle economische activiteiten;Drenthe (PV);1998;2.4;2.3
179;A-U Alle economische activiteiten;Drenthe (PV);1999;2.7;2.7
180;A-U Alle economische activiteiten;Drenthe (PV);2000;2.2;2.3
181;A-U Alle economische activiteiten;Drenthe (PV);2001;2.1;2.0
182;A-U Alle economische activiteiten;Drenthe (PV);2002;0.8;0.8
183;A-U Alle economische activiteiten;Drenthe (PV);2003;-0.6;-0.5
184;A-U Alle economische activiteiten;Drenthe (PV);2004;-0.5;-0.4
185;A-U Alle economische activiteiten;Drenthe (PV);2005;2.8;2.9
186;A-U Alle economische activiteiten;Drenthe (PV);2006;0.8;0.8
187;A-U Alle economische activiteiten;Drenthe (PV);2007;5.2;5.3
188;A-U Alle economische activiteiten;Drenthe (PV);2008;0.5;0.7
189;A-U Alle economische activiteiten;Drenthe (PV);2009;-4.4;-4.0
190;A-U Alle economische activiteiten;Drenthe (PV);2010;-1.2;-0.9
191;A-U Alle economische activiteiten;Drenthe (PV);2011;1.2;1.5
192;A-U Alle economische activiteiten;Drenthe (PV);2012;-1.5;-1.2
193;A-U Alle economische activiteiten;Drenthe (PV);2013;-1.5;-1.2
194;A-U Alle economische activiteiten;Drenthe (PV);2014;2.2;2.3
195;A-U Alle economische activiteiten;Drenthe (PV);2015;1.2;0.9
196;A-U Alle economische activiteiten;Drenthe (PV);2016;2.0;2.0
197;A-U Alle economische activiteiten;Drenthe (PV);2017;2.4;2.4
198;A-U Alle economische activiteiten;Overijssel (PV);1996;3.1;2.8
199;A-U Alle economische activiteiten;Overijssel (PV);1997;2.7;2.7
200;A-U Alle economische activiteiten;Overijssel (PV);1998;4.3;4.2
201;A-U Alle economische activiteiten;Overijssel (PV);1999;5.4;5.3
202;A-U Alle economische activiteiten;Overijssel (PV);2000;4.9;5.0
203;A-U Alle economische activiteiten;Overijssel (PV);2001;2.5;2.5
204;A-U Alle economische activiteiten;Overijssel (PV);2002;-0.8;-0.8
205;A-U Alle economische activiteiten;Overijssel (PV);2003;0.9;0.9
206;A-U Alle economische activiteiten;Overijssel (PV);2004;1.4;1.5
207;A-U Alle economische activiteiten;Overijssel (PV);2005;2.6;2.6
208;A-U Alle economische activiteiten;Overijssel (PV);2006;3.1;3.1
209;A-U Alle economische activiteiten;Overijssel (PV);2007;4.1;4.2
210;A-U Alle economische activiteiten;Overijssel (PV);2008;3.5;3.8
211;A-U Alle economische activiteiten;Overijssel (PV);2009;-2.0;-1.7
212;A-U Alle economische activiteiten;Overijssel (PV);2010;-0.1;0.2
213;A-U Alle economische activiteiten;Overijssel (PV);2011;3.3;3.6
214;A-U Alle economische activiteiten;Overijssel (PV);2012;-3.4;-3.1
215;A-U Alle economische activiteiten;Overijssel (PV);2013;-1.1;-0.8
216;A-U Alle economische activiteiten;Overijssel (PV);2014;1.4;1.5
217;A-U Alle economische activiteiten;Overijssel (PV);2015;2.8;2.5
218;A-U Alle economische activiteiten;Overijssel (PV);2016;2.7;2.6
219;A-U Alle economische activiteiten;Overijssel (PV);2017;3.4;3.4
220;A-U Alle economische activiteiten;Flevoland (PV);1996;3.3;2.9
221;A-U Alle economische activiteiten;Flevoland (PV);1997;8.2;8.2
222;A-U Alle economische activiteiten;Flevoland (PV);1998;7.5;7.4
223;A-U Alle economische activiteiten;Flevoland (PV);1999;11.4;11.3
224;A-U Alle economische activiteiten;Flevoland (PV);2000;5.3;5.4
225;A-U Alle economische activiteiten;Flevoland (PV);2001;6.4;6.4
226;A-U Alle economische activiteiten;Flevoland (PV);2002;2.0;2.0
227;A-U Alle economische activiteiten;Flevoland (PV);2003;7.0;7.1
228;A-U Alle economische activiteiten;Flevoland (PV);2004;3.4;3.5
229;A-U Alle economische activiteiten;Flevoland (PV);2005;3.6;3.6
230;A-U Alle economische activiteiten;Flevoland (PV);2006;8.6;8.6
231;A-U Alle economische activiteiten;Flevoland (PV);2007;4.7;4.8
232;A-U Alle economische activiteiten;Flevoland (PV);2008;-0.8;-0.6
233;A-U Alle economische activiteiten;Flevoland (PV);2009;-5.4;-5.0
234;A-U Alle economische activiteiten;Flevoland (PV);2010;3.2;3.5
235;A-U Alle economische activiteiten;Flevoland (PV);2011;2.0;2.3
236;A-U Alle economische activiteiten;Flevoland (PV);2012;-1.0;-0.7
237;A-U Alle economische activiteiten;Flevoland (PV);2013;-2.6;-2.3
238;A-U Alle economische activiteiten;Flevoland (PV);2014;3.0;3.1
239;A-U Alle economische activiteiten;Flevoland (PV);2015;2.9;2.7
240;A-U Alle economische activiteiten;Flevoland (PV);2016;2.6;2.5
241;A-U Alle economische activiteiten;Flevoland (PV);2017;4.2;4.2
242;A-U Alle economische activiteiten;Gelderland (PV);1996;2.9;2.5
243;A-U Alle economische activiteiten;Gelderland (PV);1997;5.1;5.1
244;A-U Alle economische activiteiten;Gelderland (PV);1998;4.3;4.2
245;A-U Alle economische activiteiten;Gelderland (PV);1999;3.9;3.8
246;A-U Alle economische activiteiten;Gelderland (PV);2000;4.5;4.6
247;A-U Alle economische activiteiten;Gelderland (PV);2001;2.6;2.5
248;A-U Alle economische activiteiten;Gelderland (PV);2002;-0.6;-0.6
249;A-U Alle economische activiteiten;Gelderland (PV);2003;0.6;0.7
250;A-U Alle economische activiteiten;Gelderland (PV);2004;0.9;1.0
251;A-U Alle economische activiteiten;Gelderland (PV);2005;1.8;1.9
252;A-U Alle economische activiteiten;Gelderland (PV);2006;5.2;5.2
253;A-U Alle economische activiteiten;Gelderland (PV);2007;3.2;3.3
254;A-U Alle economische activiteiten;Gelderland (PV);2008;1.8;2.1
255;A-U Alle economische activiteiten;Gelderland (PV);2009;-2.3;-2.0
256;A-U Alle economische activiteiten;Gelderland (PV);2010;-0.2;0.1
257;A-U Alle economische activiteiten;Gelderland (PV);2011;3.6;3.9
258;A-U Alle economische activiteiten;Gelderland (PV);2012;-2.6;-2.3
259;A-U Alle economische activiteiten;Gelderland (PV);2013;-1.3;-0.9
260;A-U Alle economische activiteiten;Gelderland (PV);2014;1.6;1.6
261;A-U Alle economische activiteiten;Gelderland (PV);2015;2.4;2.1
262;A-U Alle economische activiteiten;Gelderland (PV);2016;2.3;2.2
263;A-U Alle economische activiteiten;Gelderland (PV);2017;3.2;3.2
264;A-U Alle economische activiteiten;Utrecht (PV);1996;5.3;4.9
265;A-U Alle economische activiteiten;Utrecht (PV);1997;3.8;3.8
266;A-U Alle economische activiteiten;Utrecht (PV);1998;8.0;7.9
267;A-U Alle economische activiteiten;Utrecht (PV);1999;7.7;7.6
268;A-U Alle economische activiteiten;Utrecht (PV);2000;3.8;3.9
269;A-U Alle economische activiteiten;Utrecht (PV);2001;4.2;4.2
270;A-U Alle economische activiteiten;Utrecht (PV);2002;-1.3;-1.4
271;A-U Alle economische activiteiten;Utrecht (PV);2003;-1.6;-1.5
272;A-U Alle economische activiteiten;Utrecht (PV);2004;1.3;1.4
273;A-U Alle economische activiteiten;Utrecht (PV);2005;2.2;2.2
274;A-U Alle economische activiteiten;Utrecht (PV);2006;4.1;4.1
275;A-U Alle economische activiteiten;Utrecht (PV);2007;4.7;4.8
276;A-U Alle economische activiteiten;Utrecht (PV);2008;1.5;1.8
277;A-U Alle economische activiteiten;Utrecht (PV);2009;-0.9;-0.6
278;A-U Alle economische activiteiten;Utrecht (PV);2010;-0.9;-0.6
279;A-U Alle economische activiteiten;Utrecht (PV);2011;0.9;1.2
280;A-U Alle economische activiteiten;Utrecht (PV);2012;-1.3;-1.0
281;A-U Alle economische activiteiten;Utrecht (PV);2013;0.3;0.7
282;A-U Alle economische activiteiten;Utrecht (PV);2014;0.7;0.7
283;A-U Alle economische activiteiten;Utrecht (PV);2015;2.5;2.3
284;A-U Alle economische activiteiten;Utrecht (PV);2016;2.5;2.4
285;A-U Alle economische activiteiten;Utrecht (PV);2017;3.3;3.3
286;A-U Alle economische activiteiten;Noord-Holland (PV);1996;3.0;2.7
287;A-U Alle economische activiteiten;Noord-Holland (PV);1997;5.8;5.8
288;A-U Alle economische activiteiten;Noord-Holland (PV);1998;5.2;5.1
289;A-U Alle economische activiteiten;Noord-Holland (PV);1999;4.7;4.6
290;A-U Alle economische activiteiten;Noord-Holland (PV);2000;4.0;4.0
291;A-U Alle economische activiteiten;Noord-Holland (PV);2001;0.5;0.4
292;A-U Alle economische activiteiten;Noord-Holland (PV);2002;3.7;3.7
293;A-U Alle economische activiteiten;Noord-Holland (PV);2003;0.0;0.0
294;A-U Alle economische activiteiten;Noord-Holland (PV);2004;2.4;2.5
295;A-U Alle economische activiteiten;Noord-Holland (PV);2005;2.1;2.2
296;A-U Alle economische activiteiten;Noord-Holland (PV);2006;3.4;3.4
297;A-U Alle economische activiteiten;Noord-Holland (PV);2007;3.4;3.5
298;A-U Alle economische activiteiten;Noord-Holland (PV);2008;1.7;1.9
299;A-U Alle economische activiteiten;Noord-Holland (PV);2009;-4.1;-3.7
300;A-U Alle economische activiteiten;Noord-Holland (PV);2010;1.6;2.0
301;A-U Alle economische activiteiten;Noord-Holland (PV);2011;2.8;3.1
302;A-U Alle economische activiteiten;Noord-Holland (PV);2012;-0.6;-0.3
303;A-U Alle economische activiteiten;Noord-Holland (PV);2013;1.5;1.8
304;A-U Alle economische activiteiten;Noord-Holland (PV);2014;4.0;4.1
305;A-U Alle economische activiteiten;Noord-Holland (PV);2015;3.6;3.3
306;A-U Alle economische activiteiten;Noord-Holland (PV);2016;3.0;2.9
307;A-U Alle economische activiteiten;Noord-Holland (PV);2017;3.7;3.7
308;A-U Alle economische activiteiten;Zuid-Holland (PV);1996;3.0;2.7
309;A-U Alle economische activiteiten;Zuid-Holland (PV);1997;4.4;4.4
310;A-U Alle economische activiteiten;Zuid-Holland (PV);1998;4.9;4.9
311;A-U Alle economische activiteiten;Zuid-Holland (PV);1999;4.3;4.2
312;A-U Alle economische activiteiten;Zuid-Holland (PV);2000;4.4;4.5
313;A-U Alle economische activiteiten;Zuid-Holland (PV);2001;2.2;2.2
314;A-U Alle economische activiteiten;Zuid-Holland (PV);2002;-1.0;-1.0
315;A-U Alle economische activiteiten;Zuid-Holland (PV);2003;0.6;0.7
316;A-U Alle economische activiteiten;Zuid-Holland (PV);2004;1.8;1.8
317;A-U Alle economische activiteiten;Zuid-Holland (PV);2005;3.5;3.6
318;A-U Alle economische activiteiten;Zuid-Holland (PV);2006;3.1;3.1
319;A-U Alle economische activiteiten;Zuid-Holland (PV);2007;4.5;4.6
320;A-U Alle economische activiteiten;Zuid-Holland (PV);2008;1.2;1.4
321;A-U Alle economische activiteiten;Zuid-Holland (PV);2009;-4.4;-4.1
322;A-U Alle economische activiteiten;Zuid-Holland (PV);2010;0.4;0.7
323;A-U Alle economische activiteiten;Zuid-Holland (PV);2011;-0.4;-0.1
324;A-U Alle economische activiteiten;Zuid-Holland (PV);2012;0.0;0.3
325;A-U Alle economische activiteiten;Zuid-Holland (PV);2013;-1.1;-0.8
326;A-U Alle economische activiteiten;Zuid-Holland (PV);2014;1.4;1.4
327;A-U Alle economische activiteiten;Zuid-Holland (PV);2015;2.2;1.9
328;A-U Alle economische activiteiten;Zuid-Holland (PV);2016;2.1;2.0
329;A-U Alle economische activiteiten;Zuid-Holland (PV);2017;3.1;3.2
330;A-U Alle economische activiteiten;Zeeland (PV);1996;-0.1;-0.4
331;A-U Alle economische activiteiten;Zeeland (PV);1997;1.0;1.0
332;A-U Alle economische activiteiten;Zeeland (PV);1998;2.8;2.7
333;A-U Alle economische activiteiten;Zeeland (PV);1999;3.7;3.6
334;A-U Alle economische activiteiten;Zeeland (PV);2000;4.0;4.1
335;A-U Alle economische activiteiten;Zeeland (PV);2001;1.2;1.2
336;A-U Alle economische activiteiten;Zeeland (PV);2002;3.8;3.8
337;A-U Alle economische activiteiten;Zeeland (PV);2003;2.7;2.7
338;A-U Alle economische activiteiten;Zeeland (PV);2004;1.5;1.6
339;A-U Alle economische activiteiten;Zeeland (PV);2005;0.7;0.7
340;A-U Alle economische activiteiten;Zeeland (PV);2006;2.0;2.0
341;A-U Alle economische activiteiten;Zeeland (PV);2007;7.0;7.1
342;A-U Alle economische activiteiten;Zeeland (PV);2008;3.8;4.1
343;A-U Alle economische activiteiten;Zeeland (PV);2009;-6.9;-6.6
344;A-U Alle economische activiteiten;Zeeland (PV);2010;5.3;5.6
345;A-U Alle economische activiteiten;Zeeland (PV);2011;0.9;1.3
346;A-U Alle economische activiteiten;Zeeland (PV);2012;-1.8;-1.5
347;A-U Alle economische activiteiten;Zeeland (PV);2013;-0.9;-0.6
348;A-U Alle economische activiteiten;Zeeland (PV);2014;2.4;2.5
349;A-U Alle economische activiteiten;Zeeland (PV);2015;1.8;1.5
350;A-U Alle economische activiteiten;Zeeland (PV);2016;2.0;1.9
351;A-U Alle economische activiteiten;Zeeland (PV);2017;2.9;2.9
352;A-U Alle economische activiteiten;Noord-Brabant (PV);1996;4.4;4.1
353;A-U Alle economische activiteiten;Noord-Brabant (PV);1997;4.9;4.9
354;A-U Alle economische activiteiten;Noord-Brabant (PV);1998;3.0;2.9
355;A-U Alle economische activiteiten;Noord-Brabant (PV);1999;7.3;7.2
356;A-U Alle economische activiteiten;Noord-Brabant (PV);2000;6.2;6.3
357;A-U Alle economische activiteiten;Noord-Brabant (PV);2001;1.7;1.6
358;A-U Alle economische activiteiten;Noord-Brabant (PV);2002;-1.7;-1.8
359;A-U Alle economische activiteiten;Noord-Brabant (PV);2003;0.2;0.3
360;A-U Alle economische activiteiten;Noord-Brabant (PV);2004;2.7;2.8
361;A-U Alle economische activiteiten;Noord-Brabant (PV);2005;3.1;3.1
362;A-U Alle economische activiteiten;Noord-Brabant (PV);2006;4.1;4.1
363;A-U Alle economische activiteiten;Noord-Brabant (PV);2007;2.8;2.9
364;A-U Alle economische activiteiten;Noord-Brabant (PV);2008;1.8;2.1
365;A-U Alle economische activiteiten;Noord-Brabant (PV);2009;-4.3;-3.9
366;A-U Alle economische activiteiten;Noord-Brabant (PV);2010;3.3;3.6
367;A-U Alle economische activiteiten;Noord-Brabant (PV);2011;3.5;3.9
368;A-U Alle economische activiteiten;Noord-Brabant (PV);2012;-0.6;-0.3
369;A-U Alle economische activiteiten;Noord-Brabant (PV);2013;-0.9;-0.5
370;A-U Alle economische activiteiten;Noord-Brabant (PV);2014;1.9;2.0
