ID;Geslacht;Leeftijd;Nationaliteit;RegioS;Perioden;Bevolking_1
45;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2015;3606692.0
46;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2016;3615009.0
47;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2017;3630077.0
48;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2018;3645484.0
49;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2019;3660943.0
50;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2020;3680156.0
51;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2021;3689821.0
52;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2022;3711176.0
53;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2023;3754577.0
54;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Nederland (LD);2024;3777994.0
55;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2014;582728.0
56;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2015;583942.0
57;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2016;583721.0
58;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2017;583581.0
59;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2018;582944.0
60;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2019;583990.0
61;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2020;585866.0
62;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2021;586937.0
63;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2022;590170.0
64;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2023;596075.0
65;Totaal mannen en vrouwen;Totaal;Totaal;Groningen (PV);2024;601347.0
66;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2014;646317.0
67;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2015;646257.0
68;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2016;646040.0
69;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2017;646874.0
70;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2018;647268.0
71;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2019;647672.0
72;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2020;649957.0
73;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2021;651435.0
74;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2022;654019.0
75;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2023;659551.0
76;Totaal mannen en vrouwen;Totaal;Totaal;Fryslân (PV);2024;661904.0
77;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2014;488988.0
78;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2015;488576.0
79;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2016;488629.0
80;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2017;491792.0
81;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2018;492100.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2019;492167.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2020;493682.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2021;494771.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2022;497743.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2023;502051.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Drenthe (PV);2024;504129.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2014;1139694.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2015;1140652.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2016;1144280.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2017;1147687.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2018;1151501.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2019;1156431.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2020;1162406.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2021;1166533.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2022;1171910.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2023;1184333.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Overijssel (PV);2024;1189033.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2014;399896.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2015;401791.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2016;404068.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2017;407818.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2018;411670.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2019;416546.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2020;423021.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2021;428226.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2022;434771.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2023;444701.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Flevoland (PV);2024;450826.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2014;2019692.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2015;2026578.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2016;2035351.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2017;2047901.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2018;2060103.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2019;2071972.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2020;2085952.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2021;2096603.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2022;2110472.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2023;2133708.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Gelderland (PV);2024;2149071.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2014;1253672.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2015;1263572.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2016;1273613.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2017;1284504.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2018;1295484.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2019;1342158.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2020;1354834.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2021;1361153.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2022;1369873.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2023;1387643.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Utrecht (PV);2024;1400057.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2014;2741369.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2015;2761929.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2016;2784854.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2017;2809483.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2018;2831182.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2019;2853359.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2020;2879527.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2021;2888486.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2022;2909827.0
141;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2023;2952622.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Holland (PV);2024;2976487.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2014;3577032.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2015;3600011.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2016;3622303.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2017;3650222.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2018;3681044.0
148;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2019;3673893.0
149;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2020;3708696.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2021;3726050.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2022;3753944.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2023;3804906.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Zuid-Holland (PV);2024;3840460.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2014;380621.0
155;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2015;380726.0
156;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2016;381252.0
157;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2017;381568.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2018;382304.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2019;383032.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2020;383488.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2021;385400.0
162;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2022;386767.0
163;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2023;391124.0
164;Totaal mannen en vrouwen;Totaal;Totaal;Zeeland (PV);2024;391634.0
165;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2014;2479274.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2015;2488751.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2016;2498749.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2017;2512531.0
169;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2018;2528286.0
170;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2019;2544806.0
171;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2020;2562955.0
172;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2021;2573949.0
173;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2022;2592874.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2023;2626210.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Brabant (PV);2024;2644739.0
176;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2014;1120006.0
177;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2015;1117941.0
178;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2016;1116260.0
179;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2017;1117546.0
180;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2018;1117198.0
181;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2019;1116137.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2020;1117201.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2021;1115872.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2022;1118302.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2023;1128367.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Limburg (PV);2024;1133255.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2014;148944.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2015;148966.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2016;148583.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2017;147393.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2018;134770.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2019;134822.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2020;135208.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2021;135839.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2022;136605.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2023;137736.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Oost-Groningen (CR);2024;137920.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2014;47958.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2015;47560.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2016;47111.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2017;46850.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2018;46396.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2019;46051.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2020;45857.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2021;45587.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2022;45389.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2023;45394.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Delfzijl en omgeving (CR);2024;45106.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2014;385826.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2015;387416.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2016;388027.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2017;389338.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2018;401778.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2019;403117.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2020;404801.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2021;405511.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2022;408176.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2023;412945.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Overig Groningen (CR);2024;418321.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2014;324368.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2015;324103.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2016;324077.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2017;324367.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2018;318919.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2019;319277.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2020;320647.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2021;321562.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2022;323359.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2023;326583.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Friesland (CR);2024;328736.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2014;135594.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2015;135377.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2016;135313.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2017;135743.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2018;141336.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2019;141140.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2020;141551.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2021;141777.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2022;141897.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2023;142875.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Friesland (CR);2024;142350.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2014;186355.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2015;186777.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2016;186650.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2017;186764.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2018;187013.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2019;187255.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2020;187759.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2021;188096.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2022;188763.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2023;190093.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Friesland (CR);2024;190818.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2014;189493.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2015;189359.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2016;189597.0
256;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2017;192497.0
257;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2018;192102.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2019;191515.0
259;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2020;192369.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2021;192808.0
261;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2022;193706.0
262;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2023;195308.0
263;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Drenthe (CR);2024;196060.0
264;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2014;169448.0
265;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2015;168812.0
266;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2016;168336.0
267;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2017;168131.0
268;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2018;167842.0
269;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2019;167968.0
270;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2020;167904.0
271;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2021;167939.0
272;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2022;169054.0
273;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2023;170384.0
274;Totaal mannen en vrouwen;Totaal;Totaal;Zuidoost-Drenthe (CR);2024;171085.0
275;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2014;130047.0
276;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2015;130405.0
277;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2016;130696.0
278;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2017;131164.0
279;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2018;132156.0
280;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2019;132684.0
281;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2020;133409.0
282;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2021;134024.0
283;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2022;134983.0
284;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2023;136359.0
285;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Drenthe (CR);2024;136984.0
286;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2014;360744.0
287;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2015;361694.0
288;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2016;364300.0
289;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2017;366319.0
290;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2018;368819.0
291;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2019;371608.0
292;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2020;374659.0
293;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2021;377292.0
294;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2022;379911.0
295;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2023;385473.0
296;Totaal mannen en vrouwen;Totaal;Totaal;Noord-Overijssel (CR);2024;387623.0
297;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Overijssel (CR);2014;152608.0
298;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Overijssel (CR);2015;152982.0
299;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Overijssel (CR);2016;153455.0
300;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Overijssel (CR);2017;154159.0
301;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Overijssel (CR);2018;154834.0
302;Totaal mannen en vrouwen;Totaal;Totaal;Zuidwest-Overijssel (CR);2019;155539.0
