ID;Bouwfasen;Gezichtspunten;Perioden;TotaleBouwkostenGebouwen_1;BouwkostenGebouwenNietNieuwbouw_2;BouwkostenGebouwenNieuwbouw_3;Wonen_4;Landbouw_5;IndustrieEnBouwnijverheid_6;HandelEnHoreca_7;VervoerEnCommunicatie_8;ZakelijkeDienstverlening_9;OpenbaarBestuur_10;Onderwijs_11;GezondheidsEnWelzijnszorg_12;OverigeDienstverlening_13
3143;Ontvangen orders;Kassen;2003 4e kwartaal;46.0;;;;;;;;;;;;
3144;Ontvangen orders;Kassen;2003;145.0;;;;;;;;;;;;
3145;Ontvangen orders;Kassen;2004 januari;10.0;;;;;;;;;;;;
3146;Ontvangen orders;Kassen;2004 februari;20.0;;;;;;;;;;;;
3147;Ontvangen orders;Kassen;2004 maart;15.0;;;;;;;;;;;;
3148;Ontvangen orders;Kassen;2004 1e kwartaal;45.0;;;;;;;;;;;;
3149;Ontvangen orders;Kassen;2004 april;19.0;;;;;;;;;;;;
3150;Ontvangen orders;Kassen;2004 mei;7.0;;;;;;;;;;;;
3151;Ontvangen orders;Kassen;2004 juni;9.0;;;;;;;;;;;;
3152;Ontvangen orders;Kassen;2004 2e kwartaal;35.0;;;;;;;;;;;;
3153;Ontvangen orders;Kassen;2004 juli;29.0;;;;;;;;;;;;
3154;Ontvangen orders;Kassen;2004 augustus;16.0;;;;;;;;;;;;
3155;Ontvangen orders;Kassen;2004 september;13.0;;;;;;;;;;;;
3156;Ontvangen orders;Kassen;2004 3e kwartaal;58.0;;;;;;;;;;;;
3157;Ontvangen orders;Kassen;2004 oktober;8.0;;;;;;;;;;;;
3158;Ontvangen orders;Kassen;2004 november;12.0;;;;;;;;;;;;
3159;Ontvangen orders;Kassen;2004 december;24.0;;;;;;;;;;;;
3160;Ontvangen orders;Kassen;2004 4e kwartaal;43.0;;;;;;;;;;;;
3161;Ontvangen orders;Kassen;2004;181.0;;;;;;;;;;;;
3162;Ontvangen orders;Kassen;2005 januari;5.0;;;;;;;;;;;;
3163;Ontvangen orders;Kassen;2005 februari;15.0;;;;;;;;;;;;
3164;Ontvangen orders;Kassen;2005 maart;12.0;;;;;;;;;;;;
3165;Ontvangen orders;Kassen;2005 1e kwartaal;33.0;;;;;;;;;;;;
3166;Ontvangen orders;Kassen;2005 april;11.0;;;;;;;;;;;;
3167;Ontvangen orders;Kassen;2005 mei;20.0;;;;;;;;;;;;
3168;Ontvangen orders;Kassen;2005 juni;20.0;;;;;;;;;;;;
3169;Ontvangen orders;Kassen;2005 2e kwartaal;51.0;;;;;;;;;;;;
3170;Ontvangen orders;Kassen;2005 juli;12.0;;;;;;;;;;;;
3171;Ontvangen orders;Kassen;2005 augustus;5.0;;;;;;;;;;;;
3172;Ontvangen orders;Kassen;2005 september;7.0;;;;;;;;;;;;
3173;Ontvangen orders;Kassen;2005 3e kwartaal;24.0;;;;;;;;;;;;
3174;Ontvangen orders;Kassen;2005 oktober;16.0;;;;;;;;;;;;
3175;Ontvangen orders;Kassen;2005 november;20.0;;;;;;;;;;;;
3176;Ontvangen orders;Kassen;2005 december;20.0;;;;;;;;;;;;
3177;Ontvangen orders;Kassen;2005 4e kwartaal;56.0;;;;;;;;;;;;
3178;Ontvangen orders;Kassen;2005;163.0;;;;;;;;;;;;
3179;Ontvangen orders;Kassen;2006 januari;6.0;;;;;;;;;;;;
3180;Ontvangen orders;Kassen;2006 februari;6.0;;;;;;;;;;;;
3181;Ontvangen orders;Kassen;2006 maart;36.0;;;;;;;;;;;;
3182;Ontvangen orders;Kassen;2006 1e kwartaal;49.0;;;;;;;;;;;;
3183;Ontvangen orders;Kassen;2006 april;19.0;;;;;;;;;;;;
3184;Ontvangen orders;Kassen;2006 mei;6.0;;;;;;;;;;;;
3185;Ontvangen orders;Kassen;2006 juni;33.0;;;;;;;;;;;;
3186;Ontvangen orders;Kassen;2006 2e kwartaal;59.0;;;;;;;;;;;;
3187;Ontvangen orders;Kassen;2006 juli;18.0;;;;;;;;;;;;
3188;Ontvangen orders;Kassen;2006 augustus;6.0;;;;;;;;;;;;
3189;Ontvangen orders;Kassen;2006 september;15.0;;;;;;;;;;;;
3190;Ontvangen orders;Kassen;2006 3e kwartaal;39.0;;;;;;;;;;;;
3191;Ontvangen orders;Kassen;2006 oktober;12.0;;;;;;;;;;;;
3192;Ontvangen orders;Kassen;2006 november;19.0;;;;;;;;;;;;
3193;Ontvangen orders;Kassen;2006 december;16.0;;;;;;;;;;;;
3194;Ontvangen orders;Kassen;2006 4e kwartaal;47.0;;;;;;;;;;;;
3195;Ontvangen orders;Kassen;2006;194.0;;;;;;;;;;;;
3196;Ontvangen orders;Kassen;2007 januari;14.0;;;;;;;;;;;;
3197;Ontvangen orders;Kassen;2007 februari;13.0;;;;;;;;;;;;
3198;Ontvangen orders;Kassen;2007 maart;7.0;;;;;;;;;;;;
3199;Ontvangen orders;Kassen;2007 1e kwartaal;33.0;;;;;;;;;;;;
3200;Ontvangen orders;Kassen;2007 april;29.0;;;;;;;;;;;;
3201;Ontvangen orders;Kassen;2007 mei;24.0;;;;;;;;;;;;
3202;Ontvangen orders;Kassen;2007 juni;41.0;;;;;;;;;;;;
3203;Ontvangen orders;Kassen;2007 2e kwartaal;95.0;;;;;;;;;;;;
3204;Ontvangen orders;Kassen;2007 juli;8.0;;;;;;;;;;;;
3205;Ontvangen orders;Kassen;2007 augustus;22.0;;;;;;;;;;;;
3206;Ontvangen orders;Kassen;2007 september;68.0;;;;;;;;;;;;
3207;Ontvangen orders;Kassen;2007 3e kwartaal;98.0;;;;;;;;;;;;
3208;Ontvangen orders;Kassen;2007 oktober;23.0;;;;;;;;;;;;
3209;Ontvangen orders;Kassen;2007 november;55.0;;;;;;;;;;;;
3210;Ontvangen orders;Kassen;2007 december;36.0;;;;;;;;;;;;
3211;Ontvangen orders;Kassen;2007 4e kwartaal;113.0;;;;;;;;;;;;
3212;Ontvangen orders;Kassen;2007;339.0;;;;;;;;;;;;
3213;Ontvangen orders;Kassen;2008 januari;12.0;;;;;;;;;;;;
3214;Ontvangen orders;Kassen;2008 februari;23.0;;;;;;;;;;;;
3215;Ontvangen orders;Kassen;2008 maart;5.0;;;;;;;;;;;;
3216;Ontvangen orders;Kassen;2008 1e kwartaal;41.0;;;;;;;;;;;;
3217;Ontvangen orders;Kassen;2008 april;6.0;;;;;;;;;;;;
3218;Ontvangen orders;Kassen;2008 mei;13.0;;;;;;;;;;;;
3219;Ontvangen orders;Kassen;2008 juni;10.0;;;;;;;;;;;;
3220;Ontvangen orders;Kassen;2008 2e kwartaal;29.0;;;;;;;;;;;;
3221;Ontvangen orders;Kassen;2008 juli;26.0;;;;;;;;;;;;
3222;Ontvangen orders;Kassen;2008 augustus;13.0;;;;;;;;;;;;
3223;Ontvangen orders;Kassen;2008 september;16.0;;;;;;;;;;;;
3224;Ontvangen orders;Kassen;2008 3e kwartaal;55.0;;;;;;;;;;;;
3225;Ontvangen orders;Kassen;2008 oktober;22.0;;;;;;;;;;;;
3226;Ontvangen orders;Kassen;2008 november;8.0;;;;;;;;;;;;
3227;Ontvangen orders;Kassen;2008 december;6.0;;;;;;;;;;;;
3228;Ontvangen orders;Kassen;2008 4e kwartaal;36.0;;;;;;;;;;;;
3229;Ontvangen orders;Kassen;2008;160.0;;;;;;;;;;;;
3230;Ontvangen orders;Kassen;2009 januari;7.0;;;;;;;;;;;;
3231;Ontvangen orders;Kassen;2009 februari;6.0;;;;;;;;;;;;
3232;Ontvangen orders;Kassen;2009 maart;8.0;;;;;;;;;;;;
3233;Ontvangen orders;Kassen;2009 1e kwartaal;20.0;;;;;;;;;;;;
3234;Ontvangen orders;Kassen;2009 april;5.0;;;;;;;;;;;;
3235;Ontvangen orders;Kassen;2009 mei;6.0;;;;;;;;;;;;
3236;Ontvangen orders;Kassen;2009 juni;2.0;;;;;;;;;;;;
3237;Ontvangen orders;Kassen;2009 2e kwartaal;13.0;;;;;;;;;;;;
3238;Ontvangen orders;Kassen;2009 juli;14.0;;;;;;;;;;;;
3239;Ontvangen orders;Kassen;2009 augustus;5.0;;;;;;;;;;;;
3240;Ontvangen orders;Kassen;2009 september;10.0;;;;;;;;;;;;
3241;Ontvangen orders;Kassen;2009 3e kwartaal;29.0;;;;;;;;;;;;
3242;Ontvangen orders;Kassen;2009 oktober;6.0;;;;;;;;;;;;
3243;Ontvangen orders;Kassen;2009 november;3.0;;;;;;;;;;;;
3244;Ontvangen orders;Kassen;2009 december;6.0;;;;;;;;;;;;
3245;Ontvangen orders;Kassen;2009 4e kwartaal;15.0;;;;;;;;;;;;
3246;Ontvangen orders;Kassen;2009;76.0;;;;;;;;;;;;
3247;Ontvangen orders;Kassen;2010 januari;2.0;;;;;;;;;;;;
3248;Ontvangen orders;Kassen;2010 februari;3.0;;;;;;;;;;;;
3249;Ontvangen orders;Kassen;2010 maart;1.0;;;;;;;;;;;;
3250;Ontvangen orders;Kassen;2010 1e kwartaal;6.0;;;;;;;;;;;;
3251;Ontvangen orders;Kassen;2010 april;8.0;;;;;;;;;;;;
3252;Ontvangen orders;Kassen;2010 mei;3.0;;;;;;;;;;;;
3253;Ontvangen orders;Kassen;2010 juni;10.0;;;;;;;;;;;;
3254;Ontvangen orders;Kassen;2010 2e kwartaal;21.0;;;;;;;;;;;;
3255;Ontvangen orders;Kassen;2010 juli;1.0;;;;;;;;;;;;
3256;Ontvangen orders;Kassen;2010 augustus;3.0;;;;;;;;;;;;
3257;Ontvangen orders;Kassen;2010 september;3.0;;;;;;;;;;;;
3258;Ontvangen orders;Kassen;2010 3e kwartaal;7.0;;;;;;;;;;;;
3259;Ontvangen orders;Kassen;2010 oktober;0.0;;;;;;;;;;;;
3260;Ontvangen orders;Kassen;2010 november;4.0;;;;;;;;;;;;
3261;Ontvangen orders;Kassen;2010 december;7.0;;;;;;;;;;;;
3262;Ontvangen orders;Kassen;2010 4e kwartaal;11.0;;;;;;;;;;;;
3263;Ontvangen orders;Kassen;2010;45.0;;;;;;;;;;;;
3264;Ontvangen orders;Kassen;2011 januari;5.0;;;;;;;;;;;;
3265;Ontvangen orders;Kassen;2011 februari;4.0;;;;;;;;;;;;
3266;Ontvangen orders;Kassen;2011 maart;14.0;;;;;;;;;;;;
3267;Ontvangen orders;Kassen;2011 1e kwartaal;22.0;;;;;;;;;;;;
3268;Ontvangen orders;Kassen;2011 april;18.0;;;;;;;;;;;;
3269;Ontvangen orders;Kassen;2011 mei;9.0;;;;;;;;;;;;
3270;Ontvangen orders;Kassen;2011 juni;2.0;;;;;;;;;;;;
3271;Ontvangen orders;Kassen;2011 2e kwartaal;29.0;;;;;;;;;;;;
3272;Ontvangen orders;Kassen;2011 juli;2.0;;;;;;;;;;;;
3273;Ontvangen orders;Kassen;2011 augustus;6.0;;;;;;;;;;;;
3274;Ontvangen orders;Kassen;2011 september;8.0;;;;;;;;;;;;
3275;Ontvangen orders;Kassen;2011 3e kwartaal;16.0;;;;;;;;;;;;
3276;Ontvangen orders;Kassen;2011 oktober;5.0;;;;;;;;;;;;
3277;Ontvangen orders;Kassen;2011 november;2.0;;;;;;;;;;;;
3278;Ontvangen orders;Kassen;2011 december;4.0;;;;;;;;;;;;
3279;Ontvangen orders;Kassen;2011 4e kwartaal;11.0;;;;;;;;;;;;
3280;Ontvangen orders;Kassen;2011;78.0;;;;;;;;;;;;
3281;Ontvangen orders;Kassen;2012 januari;3.0;;;;;;;;;;;;
3282;Ontvangen orders;Kassen;2012 februari;2.0;;;;;;;;;;;;
3283;Ontvangen orders;Kassen;2012 maart;2.0;;;;;;;;;;;;
3284;Ontvangen orders;Kassen;2012 1e kwartaal;7.0;;;;;;;;;;;;
3285;Ontvangen orders;Kassen;2012 april;1.0;;;;;;;;;;;;
3286;Ontvangen orders;Kassen;2012 mei;4.0;;;;;;;;;;;;
3287;Ontvangen orders;Kassen;2012 juni;2.0;;;;;;;;;;;;
3288;Ontvangen orders;Kassen;2012 2e kwartaal;7.0;;;;;;;;;;;;
3289;Ontvangen orders;Kassen;2012 juli;2.0;;;;;;;;;;;;
3290;Ontvangen orders;Kassen;2012 augustus;3.0;;;;;;;;;;;;
3291;Ontvangen orders;Kassen;2012 september;1.0;;;;;;;;;;;;
3292;Ontvangen orders;Kassen;2012 3e kwartaal;5.0;;;;;;;;;;;;
3293;Ontvangen orders;Kassen;2012 oktober;4.0;;;;;;;;;;;;
3294;Ontvangen orders;Kassen;2012 november;1.0;;;;;;;;;;;;
3295;Ontvangen orders;Kassen;2012 december;2.0;;;;;;;;;;;;
3296;Ontvangen orders;Kassen;2012 4e kwartaal;7.0;;;;;;;;;;;;
3297;Ontvangen orders;Kassen;2012;27.0;;;;;;;;;;;;
3298;Ontvangen orders;Kassen;2013 januari;5.0;;;;;;;;;;;;
3299;Ontvangen orders;Kassen;2013 februari;4.0;;;;;;;;;;;;
3300;Ontvangen orders;Kassen;2013 maart;3.0;;;;;;;;;;;;
3301;Ontvangen orders;Kassen;2013 1e kwartaal;12.0;;;;;;;;;;;;
3302;Ontvangen orders;Kassen;2013 april;1.0;;;;;;;;;;;;
3303;Ontvangen orders;Kassen;2013 mei;1.0;;;;;;;;;;;;
3304;Ontvangen orders;Kassen;2013 juni;1.0;;;;;;;;;;;;
3305;Ontvangen orders;Kassen;2013 2e kwartaal;3.0;;;;;;;;;;;;
3306;Ontvangen orders;Kassen;2013 juli;4.0;;;;;;;;;;;;
3307;Ontvangen orders;Kassen;2013 augustus;3.0;;;;;;;;;;;;
3308;Ontvangen orders;Kassen;2013 september;2.0;;;;;;;;;;;;
3309;Ontvangen orders;Kassen;2013 3e kwartaal;10.0;;;;;;;;;;;;
3310;Ontvangen orders;Kassen;2013 oktober;1.0;;;;;;;;;;;;
3311;Ontvangen orders;Kassen;2013 november;3.0;;;;;;;;;;;;
3312;Ontvangen orders;Kassen;2013 dec ember;1.0;;;;;;;;;;;;
3313;Ontvangen orders;Kassen;2013 4e kwartaal;5.0;;;;;;;;;;;;
3314;Ontvangen orders;Kassen;2013;30.0;;;;;;;;;;;;
3315;Ontvangen orders;Kassen;2014 januari;1.0;;;;;;;;;;;;
3316;Ontvangen orders;Kassen;2014 februari;2.0;;;;;;;;;;;;
3317;Ontvangen orders;Kassen;2014 maart;2.0;;;;;;;;;;;;
3318;Ontvangen orders;Kassen;2014 1e kwartaal;5.0;;;;;;;;;;;;
3319;Ontvangen orders;Kassen;2014 april;1.0;;;;;;;;;;;;
3320;Ontvangen orders;Kassen;2014 mei;2.0;;;;;;;;;;;;
3321;Ontvangen orders;Kassen;2014 juni;2.0;;;;;;;;;;;;
3322;Ontvangen orders;Kassen;2014 2e kwartaal;4.0;;;;;;;;;;;;
3323;Ontvangen orders;Kassen;2014 juli;2.0;;;;;;;;;;;;
3324;Ontvangen orders;Kassen;2014 augustus;3.0;;;;;;;;;;;;
3325;Ontvangen orders;Kassen;2014 september;1.0;;;;;;;;;;;;
3326;Ontvangen orders;Kassen;2014 3e kwartaal;6.0;;;;;;;;;;;;
3327;Ontvangen orders;Kassen;2014 oktober;3.0;;;;;;;;;;;;
3328;Ontvangen orders;Kassen;2014 november;4.0;;;;;;;;;;;;
3329;Ontvangen orders;Kassen;2014 december;1.0;;;;;;;;;;;;
3330;Ontvangen orders;Kassen;2014 4e kwartaal;8.0;;;;;;;;;;;;
3331;Ontvangen orders;Kassen;2014;23.0;;;;;;;;;;;;
3332;Ontvangen orders;Kassen;2015 januari;3.0;;;;;;;;;;;;
3333;Ontvangen orders;Kassen;2015 februari;6.0;;;;;;;;;;;;
3334;Ontvangen orders;Kassen;2015 maart;5.0;;;;;;;;;;;;
3335;Ontvangen orders;Kassen;2015 1e kwartaal;14.0;;;;;;;;;;;;
3336;Ontvangen orders;Kassen;2015 april;2.0;;;;;;;;;;;;
3337;Ontvangen orders;Kassen;2015 mei;2.0;;;;;;;;;;;;
3338;Ontvangen orders;Kassen;2015 juni;4.0;;;;;;;;;;;;
3339;Ontvangen orders;Kassen;2015 2e kwartaal;8.0;;;;;;;;;;;;
3340;Ontvangen orders;Kassen;2015 juli;1.0;;;;;;;;;;;;
3341;Ontvangen orders;Kassen;2015 augustus;5.0;;;;;;;;;;;;
3342;Ontvangen orders;Kassen;2015 september;1.0;;;;;;;;;;;;
3343;Ontvangen orders;Kassen;2015 3e kwartaal;7.0;;;;;;;;;;;;
3344;Ontvangen orders;Kassen;2015 oktober;2.0;;;;;;;;;;;;
3345;Ontvangen orders;Kassen;2015 november;1.0;;;;;;;;;;;;
3346;Ontvangen orders;Kassen;2015 december;2.0;;;;;;;;;;;;
3347;Ontvangen orders;Kassen;2015 4e kwartaal;4.0;;;;;;;;;;;;
3348;Ontvangen orders;Kassen;2015;34.0;;;;;;;;;;;;
3349;Ontvangen orders;Kassen;2016 januari;1.0;;;;;;;;;;;;
3350;Ontvangen orders;Kassen;2016 februari;14.0;;;;;;;;;;;;
3351;Ontvangen orders;Kassen;2016 maart;14.0;;;;;;;;;;;;
3352;Ontvangen orders;Kassen;2016 1e kwartaal;28.0;;;;;;;;;;;;
3353;Ontvangen orders;Kassen;2016 april;4.0;;;;;;;;;;;;
3354;Ontvangen orders;Kassen;2016 mei;5.0;;;;;;;;;;;;
3355;Ontvangen orders;Kassen;2016 juni;4.0;;;;;;;;;;;;
3356;Ontvangen orders;Kassen;2016 2e kwartaal;13.0;;;;;;;;;;;;
3357;Ontvangen orders;Kassen;2016 juli;7.0;;;;;;;;;;;;
3358;Ontvangen orders;Kassen;2016 augustus;5.0;;;;;;;;;;;;
3359;Ontvangen orders;Kassen;2016 september;2.0;;;;;;;;;;;;
3360;Ontvangen orders;Kassen;2016 3e kwartaal;14.0;;;;;;;;;;;;
3361;Ontvangen orders;Kassen;2016 oktober;4.0;;;;;;;;;;;;
3362;Ontvangen orders;Kassen;2016 november;7.0;;;;;;;;;;;;
3363;Ontvangen orders;Kassen;2016 december;1.0;;;;;;;;;;;;
3364;Ontvangen orders;Kassen;2016 4e kwartaal;13.0;;;;;;;;;;;;
3365;Ontvangen orders;Kassen;2016;68.0;;;;;;;;;;;;
3366;Ontvangen orders;Schuren en stallen;1995 januari;;;;;;;;;;;;;
3367;Ontvangen orders;Schuren en stallen;1995 februari;;;;;;;;;;;;;
3368;Ontvangen orders;Schuren en stallen;1995 maart;;;;;;;;;;;;;
3369;Ontvangen orders;Schuren en stallen;1995 1e kwartaal;;;;;;;;;;;;;
3370;Ontvangen orders;Schuren en stallen;1995 april;;;;;;;;;;;;;
3371;Ontvangen orders;Schuren en stallen;1995 mei;;;;;;;;;;;;;
3372;Ontvangen orders;Schuren en stallen;1995 juni;;;;;;;;;;;;;
3373;Ontvangen orders;Schuren en stallen;1995 2e kwartaal;;;;;;;;;;;;;
3374;Ontvangen orders;Schuren en stallen;1995 juli;;;;;;;;;;;;;
3375;Ontvangen orders;Schuren en stallen;1995 augustus;;;;;;;;;;;;;
3376;Ontvangen orders;Schuren en stallen;1995 september;;;;;;;;;;;;;
3377;Ontvangen orders;Schuren en stallen;1995 3e kwartaal;;;;;;;;;;;;;
3378;Ontvangen orders;Schuren en stallen;1995 oktober;;;;;;;;;;;;;
3379;Ontvangen orders;Schuren en stallen;1995 november;;;;;;;;;;;;;
3380;Ontvangen orders;Schuren en stallen;1995 december;;;;;;;;;;;;;
3381;Ontvangen orders;Schuren en stallen;1995 4e kwartaal;;;;;;;;;;;;;
3382;Ontvangen orders;Schuren en stallen;1995;;;;;;;;;;;;;
3383;Ontvangen orders;Schuren en stallen;1996 januari;;;;;;;;;;;;;
3384;Ontvangen orders;Schuren en stallen;1996 februari;;;;;;;;;;;;;
3385;Ontvangen orders;Schuren en stallen;1996 maart;;;;;;;;;;;;;
3386;Ontvangen orders;Schuren en stallen;1996 1e kwartaal;;;;;;;;;;;;;
3387;Ontvangen orders;Schuren en stallen;1996 april;;;;;;;;;;;;;
3388;Ontvangen orders;Schuren en stallen;1996 mei;;;;;;;;;;;;;
3389;Ontvangen orders;Schuren en stallen;1996 juni;;;;;;;;;;;;;
3390;Ontvangen orders;Schuren en stallen;1996 2e kwartaal;;;;;;;;;;;;;
3391;Ontvangen orders;Schuren en stallen;1996 juli;;;;;;;;;;;;;
3392;Ontvangen orders;Schuren en stallen;1996 augustus;;;;;;;;;;;;;
3393;Ontvangen orders;Schuren en stallen;1996 september;;;;;;;;;;;;;
3394;Ontvangen orders;Schuren en stallen;1996 3e kwartaal;;;;;;;;;;;;;
3395;Ontvangen orders;Schuren en stallen;1996 oktober;;;;;;;;;;;;;
3396;Ontvangen orders;Schuren en stallen;1996 november;;;;;;;;;;;;;
3397;Ontvangen orders;Schuren en stallen;1996 december;;;;;;;;;;;;;
3398;Ontvangen orders;Schuren en stallen;1996 4e kwartaal;;;;;;;;;;;;;
3399;Ontvangen orders;Schuren en stallen;1996;;;;;;;;;;;;;
3400;Ontvangen orders;Schuren en stallen;1997 januari;;;;;;;;;;;;;
3401;Ontvangen orders;Schuren en stallen;1997 februari;;;;;;;;;;;;;
3402;Ontvangen orders;Schuren en stallen;1997 maart;;;;;;;;;;;;;
3403;Ontvangen orders;Schuren en stallen;1997 1e kwartaal;;;;;;;;;;;;;
3404;Ontvangen orders;Schuren en stallen;1997 april;;;;;;;;;;;;;
3405;Ontvangen orders;Schuren en stallen;1997 mei;;;;;;;;;;;;;
3406;Ontvangen orders;Schuren en stallen;1997 juni;;;;;;;;;;;;;
3407;Ontvangen orders;Schuren en stallen;1997 2e kwartaal;;;;;;;;;;;;;
3408;Ontvangen orders;Schuren en stallen;1997 juli;;;;;;;;;;;;;
3409;Ontvangen orders;Schuren en stallen;1997 augustus;;;;;;;;;;;;;
3410;Ontvangen orders;Schuren en stallen;1997 september;;;;;;;;;;;;;
3411;Ontvangen orders;Schuren en stallen;1997 3e kwartaal;;;;;;;;;;;;;
3412;Ontvangen orders;Schuren en stallen;1997 oktober;;;;;;;;;;;;;
3413;Ontvangen orders;Schuren en stallen;1997 november;;;;;;;;;;;;;
3414;Ontvangen orders;Schuren en stallen;1997 december;;;;;;;;;;;;;
3415;Ontvangen orders;Schuren en stallen;1997 4e kwartaal;;;;;;;;;;;;;
3416;Ontvangen orders;Schuren en stallen;1997;;;;;;;;;;;;;
3417;Ontvangen orders;Schuren en stallen;1998 januari;;;;;;;;;;;;;
3418;Ontvangen orders;Schuren en stallen;1998 februari;;;;;;;;;;;;;
3419;Ontvangen orders;Schuren en stallen;1998 maart;;;;;;;;;;;;;
3420;Ontvangen orders;Schuren en stallen;1998 1e kwartaal;;;;;;;;;;;;;
3421;Ontvangen orders;Schuren en stallen;1998 april;;;;;;;;;;;;;
3422;Ontvangen orders;Schuren en stallen;1998 mei;;;;;;;;;;;;;
3423;Ontvangen orders;Schuren en stallen;1998 juni;;;;;;;;;;;;;
3424;Ontvangen orders;Schuren en stallen;1998 2e kwartaal;;;;;;;;;;;;;
3425;Ontvangen orders;Schuren en stallen;1998 juli;;;;;;;;;;;;;
3426;Ontvangen orders;Schuren en stallen;1998 augustus;;;;;;;;;;;;;
3427;Ontvangen orders;Schuren en stallen;1998 september;;;;;;;;;;;;;
3428;Ontvangen orders;Schuren en stallen;1998 3e kwartaal;;;;;;;;;;;;;
3429;Ontvangen orders;Schuren en stallen;1998 oktober;;;;;;;;;;;;;
3430;Ontvangen orders;Schuren en stallen;1998 november;;;;;;;;;;;;;
3431;Ontvangen orders;Schuren en stallen;1998 december;;;;;;;;;;;;;
3432;Ontvangen orders;Schuren en stallen;1998 4e kwartaal;;;;;;;;;;;;;
3433;Ontvangen orders;Schuren en stallen;1998;;;;;;;;;;;;;
3434;Ontvangen orders;Schuren en stallen;1999 januari;;;;;;;;;;;;;
3435;Ontvangen orders;Schuren en stallen;1999 februari;;;;;;;;;;;;;
3436;Ontvangen orders;Schuren en stallen;1999 maart;;;;;;;;;;;;;
3437;Ontvangen orders;Schuren en stallen;1999 1e kwartaal;;;;;;;;;;;;;
3438;Ontvangen orders;Schuren en stallen;1999 april;;;;;;;;;;;;;
3439;Ontvangen orders;Schuren en stallen;1999 mei;;;;;;;;;;;;;
3440;Ontvangen orders;Schuren en stallen;1999 juni;;;;;;;;;;;;;
3441;Ontvangen orders;Schuren en stallen;1999 2e kwartaal;;;;;;;;;;;;;
3442;Ontvangen orders;Schuren en stallen;1999 juli;;;;;;;;;;;;;
3443;Ontvangen orders;Schuren en stallen;1999 augustus;;;;;;;;;;;;;
3444;Ontvangen orders;Schuren en stallen;1999 september;;;;;;;;;;;;;
3445;Ontvangen orders;Schuren en stallen;1999 3e kwartaal;;;;;;;;;;;;;
3446;Ontvangen orders;Schuren en stallen;1999 oktober;;;;;;;;;;;;;
3447;Ontvangen orders;Schuren en stallen;1999 november;;;;;;;;;;;;;
3448;Ontvangen orders;Schuren en stallen;1999 december;;;;;;;;;;;;;
3449;Ontvangen orders;Schuren en stallen;1999 4e kwartaal;;;;;;;;;;;;;
3450;Ontvangen orders;Schuren en stallen;1999;;;;;;;;;;;;;
3451;Ontvangen orders;Schuren en stallen;2000 januari;30.0;;;;;;;;;;;;
3452;Ontvangen orders;Schuren en stallen;2000 februari;27.0;;;;;;;;;;;;
3453;Ontvangen orders;Schuren en stallen;2000 maart;29.0;;;;;;;;;;;;
3454;Ontvangen orders;Schuren en stallen;2000 1e kwartaal;86.0;;;;;;;;;;;;
3455;Ontvangen orders;Schuren en stallen;2000 april;32.0;;;;;;;;;;;;
3456;Ontvangen orders;Schuren en stallen;2000 mei;33.0;;;;;;;;;;;;
3457;Ontvangen orders;Schuren en stallen;2000 juni;40.0;;;;;;;;;;;;
3458;Ontvangen orders;Schuren en stallen;2000 2e kwartaal;105.0;;;;;;;;;;;;
3459;Ontvangen orders;Schuren en stallen;2000 juli;45.0;;;;;;;;;;;;
3460;Ontvangen orders;Schuren en stallen;2000 augustus;28.0;;;;;;;;;;;;
3461;Ontvangen orders;Schuren en stallen;2000 september;39.0;;;;;;;;;;;;
3462;Ontvangen orders;Schuren en stallen;2000 3e kwartaal;112.0;;;;;;;;;;;;
3463;Ontvangen orders;Schuren en stallen;2000 oktober;35.0;;;;;;;;;;;;
3464;Ontvangen orders;Schuren en stallen;2000 november;32.0;;;;;;;;;;;;
3465;Ontvangen orders;Schuren en stallen;2000 december;36.0;;;;;;;;;;;;
3466;Ontvangen orders;Schuren en stallen;2000 4e kwartaal;103.0;;;;;;;;;;;;
3467;Ontvangen orders;Schuren en stallen;2000;406.0;;;;;;;;;;;;
3468;Ontvangen orders;Schuren en stallen;2001 januari;30.0;;;;;;;;;;;;
3469;Ontvangen orders;Schuren en stallen;2001 februari;31.0;;;;;;;;;;;;
3470;Ontvangen orders;Schuren en stallen;2001 maart;42.0;;;;;;;;;;;;
3471;Ontvangen orders;Schuren en stallen;2001 1e kwartaal;103.0;;;;;;;;;;;;
3472;Ontvangen orders;Schuren en stallen;2001 april;32.0;;;;;;;;;;;;
3473;Ontvangen orders;Schuren en stallen;2001 mei;34.0;;;;;;;;;;;;
3474;Ontvangen orders;Schuren en stallen;2001 juni;37.0;;;;;;;;;;;;
3475;Ontvangen orders;Schuren en stallen;2001 2e kwartaal;103.0;;;;;;;;;;;;
3476;Ontvangen orders;Schuren en stallen;2001 juli;46.0;;;;;;;;;;;;
3477;Ontvangen orders;Schuren en stallen;2001 augustus;37.0;;;;;;;;;;;;
3478;Ontvangen orders;Schuren en stallen;2001 september;41.0;;;;;;;;;;;;
3479;Ontvangen orders;Schuren en stallen;2001 3e kwartaal;125.0;;;;;;;;;;;;
3480;Ontvangen orders;Schuren en stallen;2001 oktober;53.0;;;;;;;;;;;;
3481;Ontvangen orders;Schuren en stallen;2001 november;39.0;;;;;;;;;;;;
3482;Ontvangen orders;Schuren en stallen;2001 december;61.0;;;;;;;;;;;;
