ID;CPI;Perioden;CPI_1;CPIAfgeleid_2;MaandmutatieCPI_3;MaandmutatieCPIAfgeleid_4;JaarmutatieCPI_5;JaarmutatieCPIAfgeleid_6;Wegingscoefficienten_7
0;0;2000 januari;98.1;98.2;;;;;100000
1;0;2000 februari;98.7;98.7;0.6;0.5;;;100000
2;0;2000 maart;99.4;99.5;0.7;0.8;;;100000
3;0;2000 april;99.6;99.6;0.2;0.1;;;100000
4;0;2000 mei;99.9;99.9;0.3;0.3;;;100000
5;0;2000 juni;99.8;99.8;-0.1;-0.1;;;100000
6;0;2000 juli;99.7;99.6;-0.1;-0.2;;;100000
7;0;2000 augustus;100.1;100.0;0.4;0.4;;;100000
8;0;2000 september;101.2;101.2;1.1;1.2;;;100000
9;0;2000 oktober;101.3;101.3;0.1;0.1;;;100000
10;0;2000 november;101.4;101.3;0.1;0.0;;;100000
11;0;2000 december;100.8;100.8;-0.6;-0.5;;;100000
12;0;2000;100.0;100.0;;;;;100000
13;0;2001 januari;101.8;100.8;1.0;0.0;3.8;2.6;100000
14;0;2001 februari;102.6;101.6;0.8;0.8;4.0;2.9;100000
15;0;2001 maart;103.5;102.5;0.9;0.9;4.1;3.0;100000
16;0;2001 april;104.1;103.0;0.6;0.5;4.5;3.4;100000
17;0;2001 mei;104.4;103.4;0.3;0.4;4.5;3.5;100000
18;0;2001 juni;104.0;103.0;-0.4;-0.4;4.2;3.2;100000
19;0;2001 juli;104.0;102.9;0.0;-0.1;4.3;3.3;100000
20;0;2001 augustus;104.3;103.3;0.3;0.4;4.2;3.3;100000
21;0;2001 september;105.5;104.5;1.2;1.2;4.2;3.3;100000
22;0;2001 oktober;105.4;104.3;-0.1;-0.2;4.0;3.0;100000
23;0;2001 november;105.3;104.2;-0.1;-0.1;3.8;2.9;100000
24;0;2001 december;105.0;104.0;-0.3;-0.2;4.2;3.2;100000
25;0;2001;104.2;103.1;;;4.2;3.1;100000
26;0;2002 januari;105.9;104.7;0.9;0.7;4.0;3.9;100000
27;0;2002 februari;106.4;105.3;0.5;0.6;3.7;3.6;100000
28;0;2002 maart;107.3;106.1;0.8;0.8;3.7;3.5;100000
29;0;2002 april;107.7;106.6;0.4;0.5;3.5;3.5;100000
30;0;2002 mei;107.8;106.6;0.1;0.0;3.3;3.1;100000
31;0;2002 juni;107.4;106.3;-0.4;-0.3;3.3;3.2;100000
32;0;2002 juli;107.4;106.2;0.0;-0.1;3.3;3.2;100000
33;0;2002 augustus;107.7;106.5;0.3;0.3;3.3;3.1;100000
34;0;2002 september;108.8;107.6;1.0;1.0;3.1;3.0;100000
35;0;2002 oktober;108.5;107.4;-0.3;-0.2;2.9;3.0;100000
36;0;2002 november;108.2;107.1;-0.3;-0.3;2.8;2.8;100000
37;0;2002 december;107.9;106.8;-0.3;-0.3;2.8;2.7;100000
38;0;2002;107.6;106.4;;;3.3;3.2;100000
39;0;2003 januari;108.4;106.9;0.5;0.1;2.4;2.1;100000
40;0;2003 februari;109.0;107.5;0.6;0.6;2.4;2.1;100000
41;0;2003 maart;109.9;108.5;0.8;0.9;2.4;2.3;100000
42;0;2003 april;110.0;108.6;0.1;0.1;2.1;1.9;100000
43;0;2003 mei;110.0;108.5;0.0;-0.1;2.0;1.8;100000
44;0;2003 juni;109.5;108.0;-0.5;-0.5;2.0;1.6;100000
45;0;2003 juli;109.7;108.3;0.2;0.3;2.1;2.0;100000
46;0;2003 augustus;110.0;108.6;0.3;0.3;2.1;2.0;100000
47;0;2003 september;111.0;109.6;0.9;0.9;2.0;1.9;100000
48;0;2003 oktober;110.7;109.3;-0.3;-0.3;2.0;1.8;100000
49;0;2003 november;110.4;109.0;-0.3;-0.3;2.0;1.8;100000
50;0;2003 december;109.7;108.4;-0.6;-0.6;1.7;1.5;100000
51;0;2003;109.9;108.4;;;2.1;1.9;100000
52;0;2004 januari;109.8;108.2;0.1;-0.2;1.3;1.2;100000
53;0;2004 februari;110.3;108.6;0.5;0.4;1.2;1.0;100000
54;0;2004 maart;111.1;109.4;0.7;0.7;1.1;0.8;100000
55;0;2004 april;111.5;109.6;0.4;0.2;1.4;0.9;100000
56;0;2004 mei;111.7;109.8;0.2;0.2;1.5;1.2;100000
57;0;2004 juni;111.0;109.1;-0.6;-0.6;1.4;1.0;100000
58;0;2004 juli;110.9;109.0;-0.1;-0.1;1.1;0.6;100000
59;0;2004 augustus;111.2;109.3;0.3;0.3;1.1;0.6;100000
60;0;2004 september;112.1;110.2;0.8;0.8;1.0;0.5;100000
61;0;2004 oktober;112.2;110.2;0.1;0.0;1.4;0.8;100000
62;0;2004 november;111.8;109.9;-0.4;-0.3;1.3;0.8;100000
63;0;2004 december;111.0;109.0;-0.7;-0.8;1.2;0.6;100000
64;0;2004;111.2;109.4;;;1.2;0.9;100000
65;0;2005 januari;111.5;109.3;0.5;0.3;1.5;1.0;100000
66;0;2005 februari;112.1;109.9;0.5;0.5;1.6;1.2;100000
67;0;2005 maart;113.1;110.9;0.9;0.9;1.8;1.4;100000
68;0;2005 april;113.2;111.0;0.1;0.1;1.5;1.3;100000
69;0;2005 mei;113.2;110.9;0.0;-0.1;1.3;1.0;100000
70;0;2005 juni;112.8;110.6;-0.4;-0.3;1.6;1.4;100000
71;0;2005 juli;112.7;110.5;-0.1;-0.1;1.6;1.4;100000
72;0;2005 augustus;113.2;111.0;0.4;0.5;1.8;1.6;100000
73;0;2005 september;114.1;111.9;0.8;0.8;1.8;1.5;100000
74;0;2005 oktober;114.0;111.8;-0.1;-0.1;1.6;1.5;100000
75;0;2005 november;113.8;111.6;-0.2;-0.2;1.8;1.5;100000
76;0;2005 december;113.2;111.0;-0.5;-0.5;2.0;1.8;100000
77;0;2005;113.1;110.9;;;1.7;1.4;100000
78;0;2006 januari;112.9;111.1;-0.3;0.1;1.3;1.6;100000
79;0;2006 februari;113.3;111.6;0.4;0.5;1.1;1.5;100000
80;0;2006 maart;114.2;112.4;0.8;0.7;1.0;1.4;100000
81;0;2006 april;114.6;112.9;0.4;0.4;1.2;1.7;100000
82;0;2006 mei;114.6;112.9;0.0;0.0;1.2;1.8;100000
83;0;2006 juni;114.3;112.5;-0.3;-0.4;1.3;1.7;100000
84;0;2006 juli;114.2;112.4;-0.1;-0.1;1.3;1.7;100000
85;0;2006 augustus;114.8;113.0;0.5;0.5;1.4;1.8;100000
86;0;2006 september;115.3;113.5;0.4;0.4;1.1;1.4;100000
87;0;2006 oktober;115.0;113.2;-0.3;-0.3;0.9;1.3;100000
88;0;2006 november;114.9;113.1;-0.1;-0.1;1.0;1.3;100000
89;0;2006 december;114.5;112.7;-0.3;-0.4;1.1;1.5;100000
90;0;2006;114.4;112.6;;;1.1;1.5;100000
91;10000;2000 januari;99.8;99.8;;;;;11082
92;10000;2000 februari;99.1;99.1;-0.7;-0.7;;;11082
93;10000;2000 maart;99.2;99.2;0.1;0.1;;;11082
94;10000;2000 april;99.3;99.3;0.1;0.1;;;11082
95;10000;2000 mei;99.5;99.5;0.2;0.2;;;11082
96;10000;2000 juni;99.7;99.7;0.2;0.2;;;11082
97;10000;2000 juli;99.4;99.4;-0.3;-0.3;;;11082
98;10000;2000 augustus;99.7;99.7;0.3;0.3;;;11082
99;10000;2000 september;100.1;100.1;0.4;0.4;;;11082
100;10000;2000 oktober;100.7;100.7;0.6;0.6;;;11082
101;10000;2000 november;101.5;101.5;0.8;0.8;;;11082
102;10000;2000 december;102.1;102.1;0.6;0.6;;;11082
103;10000;2000;100.0;100.0;;;;;11082
104;10000;2001 januari;103.3;103.3;1.2;1.2;3.5;3.5;11082
105;10000;2001 februari;103.9;103.9;0.6;0.6;4.8;4.8;11082
106;10000;2001 maart;105.8;105.8;1.8;1.8;6.7;6.7;11082
107;10000;2001 april;107.2;107.2;1.3;1.3;8.0;8.0;11082
108;10000;2001 mei;107.8;107.8;0.6;0.6;8.3;8.3;11082
109;10000;2001 juni;107.5;107.5;-0.3;-0.3;7.8;7.8;11082
110;10000;2001 juli;107.7;107.7;0.2;0.2;8.4;8.4;11082
111;10000;2001 augustus;107.8;107.8;0.1;0.1;8.1;8.1;11082
