ID;Behandelaar;Leeftijd;Perioden;TotaalOverledenen_1;TotaalZonderMBLHandelwijze_2;PlotselingEnOnverwachtOverleden_3;NietPlotselingOnverwachtOverleden_4;TotaalMetMBLHandelwijze_5;NISRekeningHoudendMetOverlijden_6;PSBRekeningHoudendMetOverlijden_7;PSBOverlijdenMedeDoel_8;NISOverlijdenUitdrukkelijkDoel_9;TotaalToedienenMiddel_10;Euthanasie_11;HulpBijZelfdoding_12;LevensbeeindigendHandZonderVerzoek_13
0;Totaal;Totaal;2001;140377.0;79354.0;46784.0;32570.0;61024.0;10610.0;25793.0;2055.0;17902.0;4664.0;3444.0;283.0;938.0
1;Totaal;Totaal;2005;136402.0;78391.0;45928.0;32463.0;58011.0;11056.0;32229.0;1504.0;10261.0;2960.0;2297.0;113.0;551.0
2;Totaal;Totaal;2010;136058.0;57331.0;27234.0;30096.0;78728.0;10713.0;47957.0;1606.0;14092.0;4360.0;3859.0;192.0;310.0
3;Totaal;Totaal;2015;147134.0;61607.0;24542.0;37066.0;85527.0;7437.0;50911.0;1712.0;18213.0;7254.0;6672.0;150.0;431.0
4;Totaal;Totaal;2021;170972.0;79268.0;22195.0;57073.0;91608.0;9931.0;48580.0;2657.0;20640.0;9799.0;9038.0;245.0;517.0
5;Totaal;0 jaar;2001;1082.0;348.0;210.0;138.0;734.0;87.0;78.0;8.0;457.0;104.0;0.0;0.0;104.0
6;Totaal;0 jaar;2005;927.0;376.0;169.0;207.0;551.0;144.0;75.0;16.0;237.0;79.0;0.0;0.0;79.0
7;Totaal;0 jaar;2010;695.0;259.0;139.0;120.0;435.0;89.0;106.0;3.0;228.0;9.0;0.0;0.0;9.0
8;Totaal;0 jaar;2015;561.0;195.0;85.0;111.0;366.0;52.0;96.0;10.0;208.0;0.0;0.0;0.0;0.0
9;Totaal;0 jaar;2021;595.0;254.0;111.0;143.0;341.0;80.0;56.0;0.0;200.0;6.0;0.0;0.0;6.0
10;Totaal;1 tot 17 jaar;2001;602.0;393.0;255.0;138.0;209.0;17.0;113.0;6.0;55.0;18.0;5.0;0.0;13.0
11;Totaal;1 tot 17 jaar;2005;506.0;300.0;234.0;66.0;206.0;32.0;102.0;12.0;47.0;13.0;8.0;0.0;5.0
12;Totaal;1 tot 17 jaar;2010;363.0;214.0;155.0;58.0;150.0;24.0;89.0;8.0;29.0;0.0;0.0;0.0;0.0
13;Totaal;1 tot 17 jaar;2015;296.0;153.0;110.0;43.0;143.0;10.0;85.0;10.0;38.0;0.0;0.0;0.0;0.0
14;Totaal;1 tot 17 jaar;2021;278.0;183.0;130.0;53.0;95.0;4.0;34.0;0.0;57.0;0.0;0.0;0.0;0.0
15;Totaal;17 tot 65 jaar;2001;25703.0;15548.0;10527.0;5021.0;10155.0;1110.0;4377.0;461.0;2699.0;1508.0;1261.0;80.0;167.0
16;Totaal;17 tot 65 jaar;2005;24774.0;15296.0;10463.0;4833.0;9478.0;1296.0;5047.0;366.0;1680.0;1089.0;875.0;39.0;175.0
17;Totaal;17 tot 65 jaar;2010;24066.0;12046.0;7472.0;4573.0;12020.0;1000.0;7061.0;399.0;2092.0;1468.0;1324.0;91.0;52.0
18;Totaal;17 tot 65 jaar;2015;22166.0;11378.0;6577.0;4801.0;10788.0;797.0;6515.0;379.0;1459.0;1638.0;1544.0;13.0;81.0
19;Totaal;17 tot 65 jaar;2021;22721.0;11191.0;5068.0;6122.0;11530.0;730.0;6153.0;203.0;2635.0;1809.0;1660.0;0.0;148.0
20;Totaal;65 tot 80 jaar;2001;48672.0;27707.0;16782.0;10925.0;20965.0;3234.0;9045.0;805.0;6120.0;1761.0;1431.0;117.0;213.0
21;Totaal;65 tot 80 jaar;2005;44224.0;25533.0;14776.0;10757.0;18691.0;3227.0;10841.0;374.0;3162.0;1087.0;874.0;60.0;153.0
22;Totaal;65 tot 80 jaar;2010;41731.0;17959.0;8893.0;9066.0;23772.0;2841.0;14149.0;588.0;4423.0;1771.0;1585.0;64.0;122.0
23;Totaal;65 tot 80 jaar;2015;44866.0;18611.0;7965.0;10646.0;26255.0;2237.0;14605.0;416.0;5998.0;2999.0;2764.0;86.0;149.0
24;Totaal;65 tot 80 jaar;2021;54916.0;25754.0;7856.0;17898.0;29162.0;2049.0;14492.0;1038.0;6512.0;5072.0;4708.0;200.0;164.0
25;Totaal;80 jaar of ouder;2001;64317.0;35356.0;19009.0;16347.0;28961.0;6162.0;12180.0;774.0;8571.0;1274.0;747.0;85.0;442.0
26;Totaal;80 jaar of ouder;2005;65970.0;36887.0;20286.0;16601.0;29083.0;6357.0;16163.0;736.0;5135.0;692.0;540.0;14.0;138.0
27;Totaal;80 jaar of ouder;2010;69203.0;26853.0;10575.0;16279.0;42349.0;6758.0;26552.0;608.0;7319.0;1112.0;950.0;36.0;127.0
28;Totaal;80 jaar of ouder;2015;79245.0;31269.0;9805.0;21464.0;47976.0;4340.0;29610.0;898.0;10511.0;2617.0;2365.0;52.0;201.0
29;Totaal;80 jaar of ouder;2021;92366.0;41886.0;9030.0;32856.0;50480.0;7069.0;27846.0;1416.0;11237.0;2913.0;2669.0;45.0;198.0
30;Behandeld door huisarts;Totaal;2001;51140.0;30810.0;15459.0;15351.0;20330.0;3106.0;9306.0;1151.0;3591.0;3176.0;2640.0;245.0;291.0
31;Behandeld door huisarts;Totaal;2005;51458.0;32566.0;18801.0;13765.0;18892.0;2721.0;11394.0;917.0;1641.0;2219.0;1974.0;113.0;132.0
32;Behandeld door huisarts;Totaal;2010;61090.0;30034.0;14609.0;15425.0;31056.0;3215.0;19941.0;991.0;3235.0;3674.0;3389.0;183.0;102.0
33;Behandeld door huisarts;Totaal;2015;72039.0;31168.0;15035.0;16133.0;40871.0;2506.0;25450.0;1191.0;5187.0;6537.0;6196.0;123.0;217.0
34;Behandeld door huisarts;Totaal;2021;80266.0;40067.0;11900.0;28167.0;40199.0;2440.0;22096.0;1789.0;5138.0;8735.0;8276.0;221.0;239.0
35;Behandeld door huisarts;0 jaar;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;Behandeld door huisarts;0 jaar;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;Behandeld door huisarts;0 jaar;2010;35.0;11.0;0.0;11.0;24.0;0.0;16.0;0.0;8.0;0.0;0.0;0.0;0.0
38;Behandeld door huisarts;0 jaar;2015;17.0;3.0;0.0;3.0;14.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
39;Behandeld door huisarts;0 jaar;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
40;Behandeld door huisarts;1 tot 17 jaar;2001;194.0;127.0;55.0;72.0;67.0;0.0;61.0;6.0;0.0;0.0;0.0;0.0;0.0
41;Behandeld door huisarts;1 tot 17 jaar;2005;107.0;39.0;13.0;26.0;68.0;5.0;43.0;0.0;15.0;5.0;0.0;0.0;5.0
42;Behandeld door huisarts;1 tot 17 jaar;2010;196.0;134.0;112.0;22.0;63.0;7.0;52.0;4.0;0.0;0.0;0.0;0.0;0.0
43;Behandeld door huisarts;1 tot 17 jaar;2015;211.0;131.0;96.0;35.0;80.0;5.0;57.0;4.0;14.0;0.0;0.0;0.0;0.0
44;Behandeld door huisarts;1 tot 17 jaar;2021;130.0;91.0;73.0;19.0;39.0;0.0;15.0;0.0;24.0;0.0;0.0;0.0;0.0
45;Behandeld door huisarts;17 tot 65 jaar;2001;10224.0;5340.0;2552.0;2788.0;4884.0;356.0;2366.0;307.0;692.0;1163.0;1041.0;49.0;73.0
46;Behandeld door huisarts;17 tot 65 jaar;2005;10468.0;6472.0;3944.0;2528.0;3996.0;207.0;2650.0;200.0;168.0;771.0;718.0;39.0;14.0
47;Behandeld door huisarts;17 tot 65 jaar;2010;14562.0;7780.0;4866.0;2915.0;6781.0;482.0;4083.0;345.0;536.0;1335.0;1232.0;91.0;12.0
48;Behandeld door huisarts;17 tot 65 jaar;2015;14291.0;7568.0;4754.0;2814.0;6723.0;311.0;4273.0;206.0;415.0;1518.0;1453.0;13.0;52.0
49;Behandeld door huisarts;17 tot 65 jaar;2021;13365.0;7521.0;3469.0;4052.0;5844.0;150.0;3574.0;203.0;425.0;1493.0;1459.0;0.0;33.0
50;Behandeld door huisarts;65 tot 80 jaar;2001;17298.0;10569.0;5990.0;4579.0;6729.0;713.0;3412.0;470.0;924.0;1210.0;1029.0;111.0;70.0
51;Behandeld door huisarts;65 tot 80 jaar;2005;16532.0;10057.0;6032.0;4025.0;6475.0;783.0;4102.0;230.0;428.0;932.0;790.0;60.0;82.0
52;Behandeld door huisarts;65 tot 80 jaar;2010;18588.0;9035.0;4393.0;4641.0;9554.0;671.0;6415.0;269.0;747.0;1452.0;1345.0;64.0;43.0
53;Behandeld door huisarts;65 tot 80 jaar;2015;22891.0;9717.0;4934.0;4783.0;13175.0;715.0;7986.0;339.0;1387.0;2748.0;2665.0;66.0;17.0
54;Behandeld door huisarts;65 tot 80 jaar;2021;28699.0;14395.0;4704.0;9691.0;14304.0;576.0;6969.0;728.0;1434.0;4597.0;4327.0;176.0;94.0
55;Behandeld door huisarts;80 jaar of ouder;2001;23425.0;14775.0;6862.0;7913.0;8650.0;2037.0;3466.0;368.0;1975.0;804.0;571.0;85.0;148.0
56;Behandeld door huisarts;80 jaar of ouder;2005;24349.0;15998.0;8812.0;7186.0;8351.0;1725.0;4599.0;486.0;1030.0;511.0;466.0;14.0;31.0
57;Behandeld door huisarts;80 jaar of ouder;2010;27709.0;13074.0;5238.0;7837.0;14635.0;2055.0;9376.0;374.0;1944.0;886.0;813.0;27.0;47.0
58;Behandeld door huisarts;80 jaar of ouder;2015;34628.0;13748.0;5251.0;8497.0;20881.0;1476.0;13121.0;642.0;3371.0;2271.0;2078.0;45.0;148.0
59;Behandeld door huisarts;80 jaar of ouder;2021;38072.0;18060.0;3654.0;14405.0;20012.0;1714.0;11539.0;859.0;3255.0;2645.0;2489.0;45.0;111.0
60;Behandeld door specialist;Totaal;2001;43163.0;22107.0;11916.0;10191.0;21056.0;4115.0;7257.0;619.0;7894.0;1171.0;727.0;10.0;434.0
61;Behandeld door specialist;Totaal;2005;40768.0;21230.0;11643.0;9587.0;19538.0;3900.0;8824.0;417.0;5939.0;458.0;207.0;0.0;251.0
62;Behandeld door specialist;Totaal;2010;35731.0;12962.0;7152.0;5810.0;22769.0;3510.0;10754.0;421.0;7608.0;476.0;332.0;0.0;145.0
63;Behandeld door specialist;Totaal;2015;34502.0;14833.0;6313.0;8520.0;19669.0;2241.0;8717.0;247.0;8137.0;327.0;250.0;5.0;72.0
64;Behandeld door specialist;Totaal;2021;39608.0;17390.0;5908.0;11483.0;22218.0;3669.0;8566.0;435.0;8851.0;697.0;448.0;0.0;249.0
65;Behandeld door specialist;0 jaar;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
66;Behandeld door specialist;0 jaar;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
67;Behandeld door specialist;0 jaar;2010;574.0;194.0;112.0;82.0;379.0;62.0;85.0;3.0;220.0;9.0;0.0;0.0;9.0
68;Behandeld door specialist;0 jaar;2015;537.0;185.0;78.0;107.0;352.0;52.0;82.0;10.0;208.0;0.0;0.0;0.0;0.0
69;Behandeld door specialist;0 jaar;2021;589.0;248.0;105.0;143.0;341.0;80.0;56.0;0.0;200.0;6.0;0.0;0.0;6.0
70;Behandeld door specialist;1 tot 17 jaar;2001;279.0;145.0;79.0;66.0;134.0;17.0;48.0;0.0;51.0;18.0;5.0;0.0;13.0
71;Behandeld door specialist;1 tot 17 jaar;2005;247.0;109.0;69.0;40.0;138.0;26.0;60.0;12.0;32.0;8.0;8.0;0.0;0.0
72;Behandeld door specialist;1 tot 17 jaar;2010;159.0;71.0;34.0;37.0;87.0;17.0;37.0;4.0;29.0;0.0;0.0;0.0;0.0
73;Behandeld door specialist;1 tot 17 jaar;2015;83.0;20.0;13.0;8.0;62.0;5.0;28.0;6.0;23.0;0.0;0.0;0.0;0.0
74;Behandeld door specialist;1 tot 17 jaar;2021;148.0;92.0;57.0;35.0;56.0;4.0;19.0;0.0;33.0;0.0;0.0;0.0;0.0
75;Behandeld door specialist;17 tot 65 jaar;2001;8571.0;4257.0;2378.0;1879.0;4314.0;629.0;1502.0;140.0;1751.0;292.0;213.0;10.0;69.0
76;Behandeld door specialist;17 tot 65 jaar;2005;8531.0;4198.0;2402.0;1796.0;4333.0;804.0;1748.0;162.0;1347.0;272.0;110.0;0.0;162.0
77;Behandeld door specialist;17 tot 65 jaar;2010;6907.0;2808.0;1834.0;974.0;4099.0;348.0;2192.0;30.0;1415.0;114.0;74.0;0.0;40.0
78;Behandeld door specialist;17 tot 65 jaar;2015;6041.0;2969.0;1626.0;1343.0;3073.0;404.0;1511.0;139.0;981.0;38.0;15.0;0.0;22.0
79;Behandeld door specialist;17 tot 65 jaar;2021;7129.0;2458.0;1078.0;1380.0;4671.0;361.0;1891.0;0.0;2103.0;316.0;201.0;0.0;115.0
80;Behandeld door specialist;65 tot 80 jaar;2001;18326.0;9704.0;5013.0;4691.0;8622.0;1646.0;2827.0;229.0;3425.0;495.0;361.0;0.0;134.0
81;Behandeld door specialist;65 tot 80 jaar;2005;16653.0;9041.0;4868.0;4173.0;7612.0;1651.0;3512.0;128.0;2212.0;109.0;38.0;0.0;71.0
82;Behandeld door specialist;65 tot 80 jaar;2010;13234.0;5120.0;2915.0;2205.0;8113.0;1077.0;3698.0;220.0;2872.0;246.0;167.0;0.0;78.0
