ID;Persoonskenmerken;Perioden;TotaalWerkzameBeroepsbevolking_1;Werknemers_2;TotaalZelfstandigen_3;TotaalZelfstandigenZonderPersoneel_4;ZzpErsDieEigenDienstenAanbieden_5;OverigeZzpErsDieProductenVerkopen_6;GemArbeidsduurZelfstandZonderPers_7;ZelfstandigenMetPersoneelMeewerkenden_8;PositieWerkkringOnbekend_9
0;10;1996;6185.0;5456.0;728.0;397.0;;;46.5;331.0;
1;10;1997;6384.0;5628.0;755.0;414.0;;;45.4;341.0;
2;10;1998;6587.0;5850.0;737.0;407.0;;;45.0;330.0;
3;10;1999;6768.0;6042.0;726.0;400.0;;;46.4;326.0;
4;10;2000;6917.0;6116.0;801.0;445.0;;;44.6;356.0;
5;10;2001 voor revisie;7021.0;6256.0;765.0;436.0;;;44.1;330.0;
6;10;2001 na revisie;6935.0;6070.0;865.0;471.0;;;43.8;394.0;
7;10;2001 1e kwartaal;6842.0;5976.0;866.0;465.0;;;43.9;400.0;
8;10;2001 2e kwartaal;6916.0;6057.0;859.0;470.0;;;44.2;388.0;
9;10;2001 3e kwartaal;7025.0;6150.0;876.0;482.0;;;43.8;394.0;
10;10;2001 4e kwartaal;6958.0;6098.0;860.0;467.0;;;43.3;393.0;
11;10;2002;7010.0;6142.0;867.0;519.0;;;42.9;349.0;
12;10;2002 1e kwartaal;6916.0;6052.0;862.0;508.0;;;43.0;355.0;2.0
13;10;2002 2e kwartaal;6990.0;6121.0;868.0;515.0;;;42.9;353.0;
14;10;2002 3e kwartaal;7095.0;6226.0;869.0;526.0;;;43.2;343.0;
15;10;2002 4e kwartaal;7039.0;6169.0;870.0;526.0;;;42.4;344.0;
16;10;2003;6968.0;6088.0;880.0;531.0;;;42.8;348.0;
17;10;2003 1e kwartaal;6945.0;6065.0;880.0;526.0;;;42.4;354.0;
18;10;2003 2e kwartaal;6959.0;6082.0;877.0;528.0;;;43.1;349.0;
19;10;2003 3e kwartaal;7022.0;6145.0;877.0;534.0;;;43.1;344.0;
20;10;2003 4e kwartaal;6945.0;6061.0;885.0;538.0;;;42.5;347.0;
21;10;2004;6941.0;6031.0;910.0;553.0;;;42.3;357.0;
22;10;2004 1e kwartaal;6894.0;5999.0;895.0;541.0;;;42.4;354.0;
23;10;2004 2e kwartaal;6933.0;6018.0;915.0;556.0;;;42.5;359.0;
24;10;2004 3e kwartaal;7004.0;6088.0;917.0;561.0;;;42.2;356.0;
25;10;2004 4e kwartaal;6933.0;6020.0;913.0;555.0;;;42.1;358.0;
26;10;2005;6973.0;6040.0;933.0;570.0;;;42.2;362.0;
27;10;2005 1e kwartaal;6881.0;5957.0;923.0;567.0;;;42.3;356.0;
28;10;2005 2e kwartaal;6959.0;6022.0;937.0;572.0;;;42.2;365.0;
29;10;2005 3e kwartaal;7042.0;6105.0;936.0;568.0;;;42.1;369.0;
30;10;2005 4e kwartaal;7010.0;6075.0;935.0;575.0;;;42.3;360.0;
31;10;2006;7097.0;6135.0;962.0;599.0;;;42.8;363.0;
32;10;2006 1e kwartaal;6994.0;6042.0;952.0;594.0;;;42.6;359.0;
33;10;2006 2e kwartaal;7060.0;6105.0;956.0;596.0;;;42.8;360.0;
34;10;2006 3e kwartaal;7170.0;6207.0;963.0;597.0;;;43.0;365.0;
35;10;2006 4e kwartaal;7165.0;6187.0;977.0;609.0;;;43.0;368.0;
36;10;2007;7309.0;6304.0;1005.0;635.0;;;42.8;370.0;
37;10;2007 1e kwartaal;7178.0;6182.0;995.0;622.0;;;43.3;372.0;
38;10;2007 2e kwartaal;7290.0;6282.0;1007.0;633.0;;;42.8;374.0;
39;10;2007 3e kwartaal;7400.0;6391.0;1007.0;636.0;;;42.5;371.0;
40;10;2007 4e kwartaal;7370.0;6360.0;1009.0;647.0;;;42.4;362.0;
41;10;2008;7501.0;6462.0;1038.0;678.0;;;42.1;360.0;
42;10;2008 1e kwartaal;7396.0;6373.0;1023.0;657.0;;;42.4;366.0;
43;10;2008 2e kwartaal;7495.0;6454.0;1040.0;677.0;;;42.1;364.0;
44;10;2008 3e kwartaal;7578.0;6532.0;1045.0;687.0;;;42.0;358.0;
45;10;2008 4e kwartaal;7534.0;6489.0;1045.0;692.0;;;42.0;353.0;
46;10;2009;7469.0;6430.0;1039.0;687.0;;;42.1;353.0;
47;10;2009 1e kwartaal;7500.0;6450.0;1049.0;689.0;;;41.8;360.0;
48;10;2009 2e kwartaal;7495.0;6457.0;1037.0;694.0;;;42.1;343.0;
49;10;2009 3e kwartaal;7499.0;6465.0;1034.0;681.0;;;42.0;353.0;
50;10;2009 4e kwartaal;7382.0;6346.0;1036.0;682.0;;;42.6;354.0;
51;10;2010;7391.0;6341.0;1049.0;705.0;;;41.6;344.0;
52;10;2010 1e kwartaal;7312.0;6277.0;1035.0;693.0;;;42.1;342.0;
53;10;2010 2e kwartaal;7370.0;6329.0;1041.0;703.0;;;42.1;338.0;
54;10;2010 3e kwartaal;7455.0;6402.0;1053.0;707.0;;;41.2;346.0;
55;10;2010 4e kwartaal;7426.0;6357.0;1068.0;717.0;;;40.9;351.0;
56;10;2011;7392.0;6315.0;1077.0;728.0;;;40.8;349.0;
57;10;2011 1e kwartaal;7359.0;6286.0;1072.0;722.0;;;40.3;350.0;
58;10;2011 2e kwartaal;7375.0;6306.0;1068.0;719.0;;;40.8;349.0;
59;10;2011 3e kwartaal;7435.0;6355.0;1079.0;732.0;;;41.2;347.0;
60;10;2011 4e kwartaal;7400.0;6312.0;1088.0;739.0;;;40.7;349.0;
61;10;2012 1e kwartaal;7350.0;6256.0;1094.0;749.0;574.0;175.0;40.4;345.0;
62;10;2012 2e kwartaal;7390.0;6299.0;1091.0;742.0;576.0;167.0;40.6;349.0;
63;10;2012 3e kwartaal;7442.0;6348.0;1094.0;760.0;590.0;170.0;40.4;334.0;
