ID;Bedrijfstypen;Landbouwmethoden;Perioden;Landbouwbedrijven_1;StandaardOpbrengstSOWaarde_2;TotaalActiva_3;ImmaterieleVasteActiva_4;MaterieleVasteActiva_5;FinancieleVasteActiva_6;Voorraden_7;Vorderingen_8;Effecten_9;LiquideMiddelen_10;TotaalPassiva_11;TotaalEigenVermogen_12;Oudedagsreserve_13;Ondernemingsvermogen_14;Terugkeerreserve_15;TotaalVoorzieningen_16;LanglopendeSchulden_17;KortlopendeSchulden_18;TotaalBedrijfsopbrengsten_19;NettoOmzet_20;TotaalBedrijfskosten_21;KostenGrondEnHulpstoffen_22;Personeelskosten_23;Afschrijving_24;OverigeImmaterieleEnMaterieleActiva_25;WaardeverminderingVanVlottendeActiva_26;OverigeBedrijfskosten_27;TotaalFinancieleBatenEnLasten_28;Renteopbrengsten_29;KostenVanSchulden_30;ResultaatUitGewoneBedrijfsuitoefening_31;TotaalResultaten_32;BuitengewoneBaten_33;BuitengewoneLasten_34;SaldoFiscaleWinstberekening_35
10; Totaal alle bedrijfstypen;Landbouw (totaal);2021;52107.0;25032.0;99219.6;1228.6;77928.4;3678.6;4681.8;5826.3;109.4;5766.4;99219.6;59749.1;1709.3;50832.4;19.6;701.7;30448.4;8300.8;34325.4;31132.9;28552.3;16523.5;3168.1;2314.4;-136.5;-4.2;6686.9;-690.3;20.9;719.1;5082.8;2846.2;3011.8;165.7;8061.5
11; Totaal alle bedrijfstypen;Landbouw (totaal);2022;50975.0;25132.0;105869.9;1348.4;82335.9;4356.4;4927.7;6329.5;108.7;6463.2;105869.9;66445.3;1725.7;56494.8;17.6;779.0;29990.9;8637.1;37305.8;34002.3;30221.9;17765.0;3076.3;2590.6;-200.4;-1.4;7328.0;-680.5;19.8;723.5;6403.4;3341.7;3579.9;238.2;9844.8
12; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2011;1400.0;409.1;1775.2;24.3;1194.2;148.9;101.5;195.2;3.3;107.9;1775.2;615.5;38.5;370.5;0.1;28.6;835.9;295.2;887.4;813.2;766.3;407.2;132.6;73.6;-8.1;-0.2;161.2;-35.5;2.0;29.9;85.7;53.0;58.8;5.2;143.0
13; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2012;1448.0;419.5;1888.4;21.6;1343.1;105.8;110.9;203.3;2.3;101.4;1888.4;659.5;40.4;487.5;0.1;32.2;882.7;313.8;869.2;787.8;751.2;369.1;143.4;73.2;-3.3;-0.2;169.0;-38.8;1.9;32.9;79.2;76.2;83.1;6.9;158.8
14; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2013;1440.0;468.8;2024.4;13.8;1403.1;172.0;109.9;219.7;2.1;103.9;2024.4;841.8;37.7;543.1;0.1;39.4;834.2;308.9;879.5;808.1;771.1;401.8;141.2;67.8;-4.1;0.0;164.4;-32.6;1.7;29.2;75.8;51.8;57.7;5.9;131.7
15; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2014;1412.0;484.7;2285.2;10.1;1650.4;160.5;119.6;220.9;1.7;122.1;2285.2;976.0;37.9;611.6;0.0;46.2;888.9;374.1;954.9;834.6;827.8;402.6;171.0;77.7;1.6;0.0;174.9;-34.8;1.6;28.9;92.4;36.1;41.5;5.4;134.4
16; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2015;1368.0;454.9;2063.0;5.4;1558.4;120.3;95.8;169.5;1.5;112.2;2063.0;981.0;39.6;741.4;0.7;34.5;823.7;223.1;836.0;744.4;682.4;353.0;120.7;64.7;-1.0;0.0;145.0;-27.1;1.5;27.3;126.4;63.4;76.1;12.7;192.6
17; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2016;1442.0;579.1;2415.8;12.4;1898.9;71.4;122.7;186.1;1.2;123.1;2415.8;1131.9;46.1;932.6;0.1;22.6;972.1;289.0;1024.3;938.0;860.0;448.8;131.0;75.8;-0.3;-0.1;204.8;-32.6;1.1;31.2;131.6;62.0;66.2;4.2;195.9
18; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2017;1690.0;688.2;3357.6;21.7;2654.2;98.2;156.3;267.9;1.6;157.6;3357.6;1540.7;56.7;1238.0;0.0;36.2;1354.7;426.0;1281.7;1120.7;1093.7;540.4;179.3;107.2;-2.6;0.0;269.3;-40.4;1.7;35.9;147.6;40.8;46.0;5.2;191.2
19; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2018;1708.0;710.0;3187.1;36.9;2492.2;97.3;143.2;262.5;1.6;153.4;3187.1;1551.5;57.2;1285.3;0.4;27.6;1266.1;341.4;1241.2;1116.3;1052.0;567.9;150.9;92.1;-5.7;0.0;246.8;-34.7;1.7;33.6;154.6;44.7;47.4;2.7;201.5
20; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2019;1809.0;778.1;3478.7;42.7;2739.9;94.2;183.3;244.4;1.4;172.8;3478.7;1748.9;60.6;1444.3;0.4;33.9;1302.7;392.8;1394.7;1285.4;1185.3;644.4;153.0;105.6;-11.5;0.0;293.7;-34.0;1.3;32.6;175.4;40.4;60.5;20.1;217.1
21; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2020;1826.0;853.6;3622.4;42.5;2822.1;119.8;188.3;238.7;13.7;197.3;3622.4;1943.5;61.1;1555.6;0.4;28.0;1295.4;355.0;1430.8;1311.5;1234.5;662.4;170.4;98.9;-6.0;-0.1;309.0;-29.3;1.0;30.8;167.0;54.9;60.6;5.7;229.4
22; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2021;1883.0;910.6;4088.7;44.3;3168.1;120.4;217.9;305.0;6.2;226.8;4088.7;2230.2;65.2;1784.1;0.5;29.6;1404.5;424.0;1647.2;1501.4;1388.0;761.5;184.3;105.0;-0.8;0.0;338.0;-32.5;0.6;31.2;226.7;107.0;114.0;7.0;337.3
23; Totaal alle bedrijfstypen;Biologische landbouw (totaal);2022;1955.0;919.4;4602.8;53.5;3579.4;206.9;194.3;302.3;4.5;261.9;4602.8;2597.5;71.1;2096.2;0.4;31.0;1548.6;425.3;1556.5;1396.2;1310.6;717.4;161.1;112.6;-0.5;0.0;333.9;-36.4;0.7;35.0;209.4;161.0;167.7;6.7;376.4
24; Totaal alle bedrijfstypen;Gangbare landbouw;2011;68992.0;18904.4;71742.4;1545.9;51884.6;5050.5;3871.6;5330.5;144.6;3914.7;71742.4;29801.0;2068.7;22716.4;3.9;907.2;33046.3;7984.0;28852.8;26038.2;24169.6;13565.8;2406.3;2862.6;-198.5;-17.1;5550.5;-1351.4;75.7;1357.8;3331.9;3230.2;3516.6;285.7;6698.0
25; Totaal alle bedrijfstypen;Gangbare landbouw;2012;67362.0;18640.2;75173.9;1211.4;55872.2;4747.9;4093.9;5243.3;141.4;3863.8;75173.9;33836.7;2032.3;26754.3;3.0;866.5;32611.7;7856.1;29370.0;26622.7;24543.1;13965.7;2387.1;2751.8;-51.1;1.1;5488.6;-1291.9;79.3;1324.8;3535.0;2907.2;3221.9;314.7;6589.8
26; Totaal alle bedrijfstypen;Gangbare landbouw;2013;66041.0;20757.2;76779.4;816.0;58005.7;4578.0;4145.9;5224.7;111.2;3898.0;76779.4;36369.9;1958.5;29201.3;4.1;809.8;31710.3;7885.3;29854.8;27398.4;25194.4;14609.8;2415.5;2736.9;-77.0;7.5;5501.7;-1227.2;65.2;1228.3;3433.3;2138.6;2389.5;250.8;5646.4
27; Totaal alle bedrijfstypen;Gangbare landbouw;2014;64095.0;20735.3;79334.8;440.5;61016.8;4611.2;4152.5;4993.2;118.2;4002.4;79334.8;39300.5;1921.0;31897.5;5.4;834.9;31396.3;7797.7;29324.7;26920.0;24904.7;14153.6;2448.2;2691.2;16.2;2.4;5593.2;-1181.4;54.1;1190.6;3238.5;1968.9;2208.9;241.2;5350.7
28; Totaal alle bedrijfstypen;Gangbare landbouw;2015;62545.0;20979.5;82693.1;252.2;64329.8;4759.8;4231.9;5127.7;121.0;3870.5;82693.1;42269.6;1912.8;34673.5;11.4;803.1;31770.3;7838.7;30050.8;27075.1;25317.4;14559.8;2607.3;2422.4;181.2;2.5;5544.2;-1109.1;49.6;1127.6;3624.3;2483.2;3049.6;566.4;6277.7
29; Totaal alle bedrijfstypen;Gangbare landbouw;2016;54246.0;23521.2;85014.9;305.3;67894.2;3488.7;4231.0;5057.4;101.9;3936.5;85014.9;44487.7;1849.7;38188.5;15.0;752.0;32326.2;7434.0;29116.7;26619.6;24287.5;14181.2;2498.4;2325.1;-118.1;1.1;5399.7;-1052.7;39.7;1070.1;3776.5;2235.5;2443.0;207.5;6154.2
30; Totaal alle bedrijfstypen;Gangbare landbouw;2017;53159.0;23320.7;87674.6;434.0;69702.2;3497.6;4199.4;5130.1;101.9;4609.4;87674.6;47752.0;1799.9;41172.7;14.7;803.7;31563.4;7540.8;30398.1;27928.2;25088.2;14444.6;2577.8;2426.4;-96.2;2.4;5733.2;-861.2;63.8;951.1;4448.7;1523.7;1693.9;170.3;6063.7
31; Totaal alle bedrijfstypen;Gangbare landbouw;2018;52202.0;23131.4;86959.5;881.8;69067.4;3353.2;4057.5;5001.5;87.2;4510.9;86959.5;48814.2;1817.5;42031.0;18.2;754.2;30004.5;7368.4;29211.9;26708.2;24810.8;14319.5;2607.9;2217.5;-78.8;0.4;5744.2;-740.4;59.2;819.0;3660.7;1632.2;1780.8;148.6;5362.4
32; Totaal alle bedrijfstypen;Gangbare landbouw;2019;51424.0;23099.8;88323.7;1040.7;70010.4;3234.0;4279.1;4848.4;80.2;4830.9;88323.7;50720.4;1724.2;43672.4;18.5;745.9;29503.0;7335.9;30409.9;28025.2;25510.8;14487.2;2748.3;2358.0;-65.6;3.8;5978.2;-711.4;40.2;773.7;4187.6;1491.8;1653.6;161.8;5755.8
33; Totaal alle bedrijfstypen;Gangbare landbouw;2020;50869.0;24229.0;90634.0;1126.4;72024.6;3245.1;4171.2;4827.5;74.4;5164.9;90634.0;53311.2;1688.7;45730.9;20.6;707.2;29254.4;7340.6;30072.2;27597.0;25540.3;14549.8;2838.8;2191.4;-83.0;1.8;6041.4;-692.3;24.9;713.9;3839.6;1720.1;1870.6;150.5;5634.9
34; Totaal alle bedrijfstypen;Gangbare landbouw;2021;50224.0;24121.4;95130.8;1184.3;74760.3;3558.2;4463.9;5521.3;103.1;5539.7;95130.8;57518.9;1644.1;49048.3;19.1;672.1;29043.9;7876.8;32678.2;29631.5;27164.3;15762.1;2983.8;2209.4;-135.6;-4.2;6348.9;-657.8;20.2;687.9;4856.1;2739.2;2897.9;158.7;7724.1
35; Totaal alle bedrijfstypen;Gangbare landbouw;2022;49020.0;24212.7;101267.1;1294.9;78756.5;4149.4;4733.4;6027.2;104.2;6201.3;101267.1;63847.8;1654.6;54398.6;17.2;748.0;28442.2;8211.8;35749.3;32606.1;28911.2;17047.6;2915.3;2477.9;-199.9;-1.4;6994.1;-644.1;19.1;688.5;6193.9;3180.7;3412.2;231.5;9468.4
36;Totaal akkerbouwbedrijven;Landbouw (totaal);2011;11953.0;1262.1;14576.5;103.7;9757.4;2195.7;406.7;1060.4;85.5;967.1;14576.5;8592.1;390.8;5833.5;2.7;166.6;4585.4;1229.8;4041.8;3499.7;3058.5;1451.2;270.4;471.5;-85.8;-19.7;970.9;-181.7;16.9;190.0;801.7;761.2;820.8;59.5;1661.5
37;Totaal akkerbouwbedrijven;Landbouw (totaal);2012;12016.0;1244.3;15269.6;93.2;10827.3;1732.4;465.0;1051.7;82.4;1017.5;15269.6;9412.2;392.3;6738.6;3.3;164.7;4643.1;1046.4;3766.2;3240.6;2947.2;1335.7;259.5;411.5;-23.3;-1.4;965.0;-169.2;18.4;193.0;649.8;652.8;711.4;58.5;1370.4
38;Totaal akkerbouwbedrijven;Landbouw (totaal);2013;12142.0;1451.6;15984.5;76.0;11488.7;1776.5;498.2;1066.7;53.0;1025.4;15984.5;10188.0;386.1;7362.6;1.6;169.4;4527.6;1098.0;4009.5;3528.4;3075.9;1441.5;275.2;412.7;-45.3;0.0;991.7;-164.4;15.0;179.8;769.3;526.9;586.4;59.6;1353.7
39;Totaal akkerbouwbedrijven;Landbouw (totaal);2014;11946.0;1462.2;16732.6;74.6;12300.4;1782.8;487.6;994.1;60.9;1032.1;16732.6;10904.1;375.7;7934.7;0.7;191.4;4587.5;1048.9;3928.2;3440.8;3155.2;1463.8;281.9;393.4;10.5;-2.8;1008.1;-162.2;12.2;176.5;610.8;507.9;559.2;51.3;1182.9
40;Totaal akkerbouwbedrijven;Landbouw (totaal);2015;12393.0;1442.2;17305.6;67.0;12892.4;1741.7;504.3;1111.1;50.1;939.0;17305.6;11207.7;390.3;8433.1;5.0;188.3;4752.4;1152.2;4151.6;3499.9;3417.7;1578.5;301.7;372.4;159.2;-0.6;1006.6;-159.2;10.1;176.1;574.7;547.3;706.5;159.2;1186.8
41;Totaal akkerbouwbedrijven;Landbouw (totaal);2016;10823.0;1695.4;17475.0;93.4;14307.1;578.1;490.9;993.4;47.2;964.9;17475.0;11047.2;380.1;9751.6;2.8;180.0;5195.7;1049.4;3900.8;3336.0;3010.8;1420.9;272.0;391.9;-47.9;-0.4;974.2;-166.0;7.8;173.8;724.0;735.3;786.9;51.5;1470.6
42;Totaal akkerbouwbedrijven;Landbouw (totaal);2017;10691.0;1727.5;18394.5;95.6;15147.3;566.9;493.8;1030.7;25.1;1035.2;18394.5;11733.2;360.9;10341.9;3.0;187.0;5330.6;1140.6;3998.1;3444.4;3187.4;1512.6;300.9;370.3;-34.3;0.2;1037.8;-149.6;7.9;159.5;661.1;400.2;442.9;42.8;1072.8
43;Totaal akkerbouwbedrijven;Landbouw (totaal);2018;10834.0;1740.9;18677.8;104.5;15413.5;550.3;473.9;1042.4;30.8;1062.3;18677.8;12194.8;360.7;10768.8;3.7;183.1;5145.5;1150.7;3986.8;3400.5;3159.1;1514.4;278.9;362.5;-33.6;0.0;1036.9;-131.7;8.3;142.1;696.0;493.3;530.4;37.1;1206.2
44;Totaal akkerbouwbedrijven;Landbouw (totaal);2019;10979.0;1754.8;19614.3;107.3;16240.6;584.9;492.9;982.7;27.4;1178.5;19614.3;13094.3;359.7;11649.5;4.4;179.0;5206.7;1129.9;4114.7;3553.5;3236.1;1488.5;292.0;391.1;-24.4;0.1;1088.8;-128.4;4.3;136.1;750.2;555.2;588.6;33.4;1313.7
45;Totaal akkerbouwbedrijven;Landbouw (totaal);2020;11174.0;1870.4;21009.0;109.8;17517.5;558.7;526.6;1018.6;32.8;1245.0;21009.0;14077.5;348.2;12498.5;2.1;171.5;5536.5;1221.4;4106.6;3511.6;3287.0;1545.6;296.1;380.8;-34.9;0.4;1099.1;-125.7;4.4;133.2;693.9;596.8;640.8;44.0;1303.7
46;Totaal akkerbouwbedrijven;Landbouw (totaal);2021;11189.0;1846.4;22574.0;112.2;18668.5;700.8;575.9;1172.5;45.6;1298.4;22574.0;15504.0;344.1;13654.2;2.0;169.1;5596.9;1302.0;4314.0;3587.0;3358.7;1586.8;311.1;382.9;-44.7;-3.1;1125.6;-123.5;3.1;131.7;831.8;849.8;885.5;35.7;1699.9
47;Totaal akkerbouwbedrijven;Landbouw (totaal);2022;12921.0;1874.1;26357.0;117.7;21419.0;1038.0;689.1;1431.0;45.0;1617.1;26357.0;18665.0;364.7;16248.2;5.2;197.5;6008.8;1480.5;4980.5;4125.3;3657.7;1733.3;288.2;436.2;-60.4;0.5;1315.5;-138.7;4.2;143.6;1184.0;1128.3;1199.8;71.5;2334.7
48;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2011;189.0;33.7;380.8;4.2;215.3;87.6;13.6;36.3;2.5;21.3;380.8;189.4;6.7;82.7;0.1;5.0;136.3;50.0;118.1;104.9;95.5;46.7;11.1;14.4;-3.3;-0.2;26.8;-5.4;0.4;4.9;17.3;13.3;14.2;0.9;34.8
49;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2012;196.0;31.1;395.3;4.7;259.1;42.9;13.1;47.2;1.5;26.8;395.3;171.0;7.7;97.4;0.1;5.9;178.0;40.3;106.2;89.8;86.7;38.8;9.5;9.7;0.0;0.0;28.6;-8.2;0.4;6.7;11.3;17.6;19.0;1.3;31.4
50;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2013;182.0;36.8;441.0;2.4;255.2;97.8;18.3;37.9;1.6;27.8;441.0;254.7;7.0;111.5;0.1;5.5;140.5;40.2;115.2;104.4;94.0;42.8;14.4;10.9;-3.7;0.0;29.6;-5.4;0.4;5.3;15.8;7.5;8.1;0.7;27.0
51;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2014;182.0;35.6;420.1;3.0;258.7;78.1;16.2;34.9;1.1;28.1;420.1;244.2;6.1;124.7;0.0;6.1;127.8;42.0;106.5;96.9;91.4;40.0;11.8;10.0;1.3;0.0;28.2;-4.9;0.3;4.6;10.2;10.7;11.6;0.9;24.8
52;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2015;188.0;33.9;357.0;0.8;264.4;36.2;13.3;24.1;0.2;18.0;357.0;205.2;7.0;146.2;0.7;3.3;118.0;29.8;90.8;77.8;73.8;34.5;7.6;9.0;1.1;0.0;21.6;-3.9;0.2;4.0;13.2;13.6;16.1;2.5;28.2
53;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2016;188.0;42.1;399.9;4.5;311.9;11.7;14.8;30.0;0.2;26.8;399.9;211.6;7.9;179.1;0.0;4.5;149.9;33.9;110.4;96.7;85.9;41.7;8.7;10.7;0.0;0.0;24.7;-5.4;0.1;4.6;19.1;13.2;13.8;0.6;33.3
54;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2017;251.0;51.5;601.2;7.9;482.4;13.1;20.7;36.9;0.1;40.2;601.2;301.4;10.6;265.6;0.0;6.1;245.4;48.3;136.8;117.1;109.3;50.6;11.4;12.2;-0.5;0.0;35.6;-6.0;0.1;6.3;21.5;4.3;5.4;1.1;26.2
55;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2018;220.0;49.6;567.4;8.0;454.0;14.8;15.4;41.9;1.0;32.1;567.4;299.8;9.8;250.3;0.0;5.3;222.5;39.8;133.6;116.1;104.9;49.5;9.8;12.2;-1.1;0.0;34.5;-6.3;0.1;6.3;22.4;10.3;10.9;0.6;33.5
56;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2019;267.0;57.9;728.3;7.9;582.3;20.9;26.0;52.2;0.7;38.4;728.3;398.0;10.9;334.4;0.0;6.2;269.4;54.7;187.4;162.1;145.9;70.1;15.6;17.3;-4.6;0.0;47.5;-6.1;0.2;6.3;35.4;16.0;17.0;1.0;51.9
57;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2020;277.0;69.2;805.2;5.0;639.6;22.7;25.3;50.8;12.0;49.8;805.2;476.4;13.1;379.9;0.0;6.2;264.1;58.5;183.6;155.9;148.9;74.9;15.7;15.6;-4.7;0.0;47.5;-4.6;0.1;5.8;30.0;12.5;13.9;1.4;44.2
58;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2021;280.0;70.7;840.6;5.2;669.5;30.7;27.2;59.8;1.6;46.6;840.6;476.4;12.3;377.2;0.0;8.6;284.3;71.4;200.7;165.0;163.0;74.5;19.1;16.7;-0.2;0.0;52.8;-5.7;0.1;5.7;32.0;37.8;40.2;2.4;70.8
59;Totaal akkerbouwbedrijven;Biologische landbouw (totaal);2022;309.0;67.9;1048.1;5.0;825.7;52.5;28.5;71.3;1.9;63.2;1048.1;596.7;12.5;454.6;0.0;9.2;365.6;76.5;187.7;152.4;154.3;69.1;15.1;17.8;-0.1;0.0;53.2;-7.5;0.2;7.3;25.9;44.6;45.6;1.0;71.8
60;Totaal akkerbouwbedrijven;Gangbare landbouw;2011;11764.0;1228.4;14195.7;99.5;9542.1;2108.1;393.1;1024.1;83.0;945.8;14195.7;8402.7;384.1;5750.8;2.6;161.6;4449.1;1179.8;3923.7;3394.8;2963.0;1404.5;259.3;457.1;-82.5;-19.5;944.1;-176.3;16.5;185.1;784.4;747.9;806.6;58.6;1626.7
61;Totaal akkerbouwbedrijven;Gangbare landbouw;2012;11820.0;1213.2;14874.3;88.5;10568.2;1689.5;451.9;1004.5;80.9;990.7;14874.3;9241.2;384.6;6641.2;3.2;158.8;4465.1;1006.1;3660.0;3150.8;2860.5;1296.9;250.0;401.8;-23.3;-1.4;936.4;-161.0;18.0;186.3;638.5;635.2;692.4;57.2;1339.0
62;Totaal akkerbouwbedrijven;Gangbare landbouw;2013;11960.0;1414.8;15543.5;73.6;11233.5;1678.7;479.9;1028.8;51.4;997.6;15543.5;9933.3;379.1;7251.1;1.5;163.9;4387.1;1057.8;3894.3;3424.0;2981.9;1398.7;260.8;401.8;-41.6;0.0;962.1;-159.0;14.6;174.5;753.5;519.4;578.3;58.9;1326.7
63;Totaal akkerbouwbedrijven;Gangbare landbouw;2014;11764.0;1426.6;16312.5;71.6;12041.7;1704.7;471.4;959.2;59.8;1004.0;16312.5;10659.9;369.6;7810.0;0.7;185.3;4459.7;1006.9;3821.7;3343.9;3063.8;1423.8;270.1;383.4;9.2;-2.8;979.9;-157.3;11.9;171.9;600.6;497.2;547.6;50.4;1158.1
64;Totaal akkerbouwbedrijven;Gangbare landbouw;2015;12205.0;1408.3;16948.6;66.2;12628.0;1705.5;491.0;1087.0;49.9;921.0;16948.6;11002.5;383.3;8286.9;4.3;185.0;4634.4;1122.4;4060.8;3422.1;3343.9;1544.0;294.1;363.4;158.1;-0.6;985.0;-155.3;9.9;172.1;561.5;533.7;690.4;156.7;1158.6
65;Totaal akkerbouwbedrijven;Gangbare landbouw;2016;10635.0;1653.3;17075.1;88.9;13995.2;566.4;476.1;963.4;47.0;938.1;17075.1;10835.6;372.2;9572.5;2.8;175.5;5045.8;1015.5;3790.4;3239.3;2924.9;1379.2;263.3;381.2;-47.9;-0.4;949.5;-160.6;7.7;169.2;704.9;722.1;773.1;50.9;1437.3
66;Totaal akkerbouwbedrijven;Gangbare landbouw;2017;10440.0;1676.0;17793.3;87.7;14664.9;553.8;473.1;993.8;25.0;995.0;17793.3;11431.8;350.3;10076.3;3.0;180.9;5085.2;1092.3;3861.3;3327.3;3078.1;1462.0;289.5;358.1;-33.8;0.2;1002.2;-143.6;7.8;153.2;639.6;395.9;437.5;41.7;1046.6
67;Totaal akkerbouwbedrijven;Gangbare landbouw;2018;10614.0;1691.3;18110.4;96.5;14959.5;535.5;458.5;1000.5;29.8;1030.2;18110.4;11895.0;350.9;10518.5;3.7;177.8;4923.0;1110.9;3853.2;3284.4;3054.2;1464.9;269.1;350.3;-32.5;0.0;1002.4;-125.4;8.2;135.8;673.6;483.0;519.5;36.5;1172.7
