ID;Zorgfuncties;FinancieringsvormenZorg;Perioden;UitgavenAanGezondheidszorgIngezetenen_1
0;Uitgaven gezondheidszorg ingezetenen;Totaal financiering van ingezetenen;2021;100183.0
1;Uitgaven gezondheidszorg ingezetenen;Totaal financiering van ingezetenen;2022;100607.0
2;Uitgaven gezondheidszorg ingezetenen;Totaal financiering van ingezetenen;2023;106359.0
3;Uitgaven gezondheidszorg ingezetenen;HF1: Overheid en soc. verzekering;2021;84279.0
4;Uitgaven gezondheidszorg ingezetenen;HF1: Overheid en soc. verzekering;2022;83775.0
5;Uitgaven gezondheidszorg ingezetenen;HF1: Overheid en soc. verzekering;2023;88424.0
6;Uitgaven gezondheidszorg ingezetenen;HF11: Overheid;2021;14116.0
7;Uitgaven gezondheidszorg ingezetenen;HF11: Overheid;2022;11184.0
8;Uitgaven gezondheidszorg ingezetenen;HF11: Overheid;2023;9636.0
9;Uitgaven gezondheidszorg ingezetenen;HF12: Verplichte premiegeb verzekeringen;2021;70163.0
10;Uitgaven gezondheidszorg ingezetenen;HF12: Verplichte premiegeb verzekeringen;2022;72591.0
11;Uitgaven gezondheidszorg ingezetenen;HF12: Verplichte premiegeb verzekeringen;2023;78788.0
12;Uitgaven gezondheidszorg ingezetenen;HF121a: Wlz, AWBZ;2021;21916.0
13;Uitgaven gezondheidszorg ingezetenen;HF121a: Wlz, AWBZ;2022;23052.0
14;Uitgaven gezondheidszorg ingezetenen;HF121a: Wlz, AWBZ;2023;25489.0
15;Uitgaven gezondheidszorg ingezetenen;HF121b: Ziekenfonds;2021;
16;Uitgaven gezondheidszorg ingezetenen;HF121b: Ziekenfonds;2022;
17;Uitgaven gezondheidszorg ingezetenen;HF121b: Ziekenfonds;2023;
18;Uitgaven gezondheidszorg ingezetenen;HF122: Zorgverzekeringswet;2021;48247.0
19;Uitgaven gezondheidszorg ingezetenen;HF122: Zorgverzekeringswet;2022;49538.0
20;Uitgaven gezondheidszorg ingezetenen;HF122: Zorgverzekeringswet;2023;53300.0
21;Uitgaven gezondheidszorg ingezetenen;Vrijwillige financiering, eigen betaling;2021;15904.0
22;Uitgaven gezondheidszorg ingezetenen;Vrijwillige financiering, eigen betaling;2022;16832.0
23;Uitgaven gezondheidszorg ingezetenen;Vrijwillige financiering, eigen betaling;2023;17935.0
24;Uitgaven gezondheidszorg ingezetenen;HF2: Vrijwillige financieringsvormen;2021;5243.0
25;Uitgaven gezondheidszorg ingezetenen;HF2: Vrijwillige financieringsvormen;2022;5230.0
26;Uitgaven gezondheidszorg ingezetenen;HF2: Vrijwillige financieringsvormen;2023;5594.0
27;Uitgaven gezondheidszorg ingezetenen;HF21:Vrijwillige ziektekostenverzekering;2021;4127.0
28;Uitgaven gezondheidszorg ingezetenen;HF21:Vrijwillige ziektekostenverzekering;2022;4135.0
29;Uitgaven gezondheidszorg ingezetenen;HF21:Vrijwillige ziektekostenverzekering;2023;4422.0
30;Uitgaven gezondheidszorg ingezetenen;HF22: Financiering door IZWH;2021;44.0
31;Uitgaven gezondheidszorg ingezetenen;HF22: Financiering door IZWH;2022;46.0
32;Uitgaven gezondheidszorg ingezetenen;HF22: Financiering door IZWH;2023;51.0
33;Uitgaven gezondheidszorg ingezetenen;HF23: Financiering door ondernemingen;2021;1072.0
34;Uitgaven gezondheidszorg ingezetenen;HF23: Financiering door ondernemingen;2022;1049.0
35;Uitgaven gezondheidszorg ingezetenen;HF23: Financiering door ondernemingen;2023;1121.0
36;Uitgaven gezondheidszorg ingezetenen;HF3: Eigen betalingen;2021;10662.0
37;Uitgaven gezondheidszorg ingezetenen;HF3: Eigen betalingen;2022;11602.0
38;Uitgaven gezondheidszorg ingezetenen;HF3: Eigen betalingen;2023;12341.0
39;Uitgaven gezondheidszorg ingezetenen;HF31: Directe eigen betalingen;2021;5574.0
40;Uitgaven gezondheidszorg ingezetenen;HF31: Directe eigen betalingen;2022;6305.0
41;Uitgaven gezondheidszorg ingezetenen;HF31: Directe eigen betalingen;2023;6835.0
42;Uitgaven gezondheidszorg ingezetenen;HF32: Eigen risico en bijdragen;2021;5088.0
43;Uitgaven gezondheidszorg ingezetenen;HF32: Eigen risico en bijdragen;2022;5297.0
44;Uitgaven gezondheidszorg ingezetenen;HF32: Eigen risico en bijdragen;2023;5506.0
45;HC1: Geneeskundige zorg;Totaal financiering van ingezetenen;2021;42429.0
46;HC1: Geneeskundige zorg;Totaal financiering van ingezetenen;2022;44070.0
47;HC1: Geneeskundige zorg;Totaal financiering van ingezetenen;2023;47766.0
48;HC1: Geneeskundige zorg;HF1: Overheid en soc. verzekering;2021;36373.0
49;HC1: Geneeskundige zorg;HF1: Overheid en soc. verzekering;2022;37328.0
50;HC1: Geneeskundige zorg;HF1: Overheid en soc. verzekering;2023;40538.0
51;HC1: Geneeskundige zorg;HF11: Overheid;2021;2554.0
52;HC1: Geneeskundige zorg;HF11: Overheid;2022;2541.0
53;HC1: Geneeskundige zorg;HF11: Overheid;2023;2830.0
54;HC1: Geneeskundige zorg;HF12: Verplichte premiegeb verzekeringen;2021;33819.0
55;HC1: Geneeskundige zorg;HF12: Verplichte premiegeb verzekeringen;2022;34787.0
56;HC1: Geneeskundige zorg;HF12: Verplichte premiegeb verzekeringen;2023;37707.0
57;HC1: Geneeskundige zorg;HF121a: Wlz, AWBZ;2021;95.0
58;HC1: Geneeskundige zorg;HF121a: Wlz, AWBZ;2022;103.0
59;HC1: Geneeskundige zorg;HF121a: Wlz, AWBZ;2023;123.0
60;HC1: Geneeskundige zorg;HF121b: Ziekenfonds;2021;
61;HC1: Geneeskundige zorg;HF121b: Ziekenfonds;2022;
62;HC1: Geneeskundige zorg;HF121b: Ziekenfonds;2023;
63;HC1: Geneeskundige zorg;HF122: Zorgverzekeringswet;2021;33724.0
64;HC1: Geneeskundige zorg;HF122: Zorgverzekeringswet;2022;34684.0
65;HC1: Geneeskundige zorg;HF122: Zorgverzekeringswet;2023;37584.0
66;HC1: Geneeskundige zorg;Vrijwillige financiering, eigen betaling;2021;6056.0
67;HC1: Geneeskundige zorg;Vrijwillige financiering, eigen betaling;2022;6742.0
68;HC1: Geneeskundige zorg;Vrijwillige financiering, eigen betaling;2023;7228.0
69;HC1: Geneeskundige zorg;HF2: Vrijwillige financieringsvormen;2021;1522.0
70;HC1: Geneeskundige zorg;HF2: Vrijwillige financieringsvormen;2022;1529.0
71;HC1: Geneeskundige zorg;HF2: Vrijwillige financieringsvormen;2023;1647.0
72;HC1: Geneeskundige zorg;HF21:Vrijwillige ziektekostenverzekering;2021;1522.0
73;HC1: Geneeskundige zorg;HF21:Vrijwillige ziektekostenverzekering;2022;1529.0
74;HC1: Geneeskundige zorg;HF21:Vrijwillige ziektekostenverzekering;2023;1647.0
75;HC1: Geneeskundige zorg;HF22: Financiering door IZWH;2021;0.0
76;HC1: Geneeskundige zorg;HF22: Financiering door IZWH;2022;0.0
77;HC1: Geneeskundige zorg;HF22: Financiering door IZWH;2023;0.0
78;HC1: Geneeskundige zorg;HF23: Financiering door ondernemingen;2021;0.0
79;HC1: Geneeskundige zorg;HF23: Financiering door ondernemingen;2022;0.0
80;HC1: Geneeskundige zorg;HF23: Financiering door ondernemingen;2023;0.0
81;HC1: Geneeskundige zorg;HF3: Eigen betalingen;2021;4535.0
82;HC1: Geneeskundige zorg;HF3: Eigen betalingen;2022;5213.0
83;HC1: Geneeskundige zorg;HF3: Eigen betalingen;2023;5582.0
84;HC1: Geneeskundige zorg;HF31: Directe eigen betalingen;2021;2531.0
85;HC1: Geneeskundige zorg;HF31: Directe eigen betalingen;2022;3120.0
86;HC1: Geneeskundige zorg;HF31: Directe eigen betalingen;2023;3423.0
87;HC1: Geneeskundige zorg;HF32: Eigen risico en bijdragen;2021;2003.0
88;HC1: Geneeskundige zorg;HF32: Eigen risico en bijdragen;2022;2092.0
89;HC1: Geneeskundige zorg;HF32: Eigen risico en bijdragen;2023;2159.0
90;HC11: Intramurale geneeskundige zorg;Totaal financiering van ingezetenen;2021;13251.0
91;HC11: Intramurale geneeskundige zorg;Totaal financiering van ingezetenen;2022;13355.0
92;HC11: Intramurale geneeskundige zorg;Totaal financiering van ingezetenen;2023;14262.0
93;HC11: Intramurale geneeskundige zorg;HF1: Overheid en soc. verzekering;2021;12459.0
94;HC11: Intramurale geneeskundige zorg;HF1: Overheid en soc. verzekering;2022;12502.0
95;HC11: Intramurale geneeskundige zorg;HF1: Overheid en soc. verzekering;2023;13386.0
96;HC11: Intramurale geneeskundige zorg;HF11: Overheid;2021;892.0
97;HC11: Intramurale geneeskundige zorg;HF11: Overheid;2022;808.0
98;HC11: Intramurale geneeskundige zorg;HF11: Overheid;2023;845.0
99;HC11: Intramurale geneeskundige zorg;HF12: Verplichte premiegeb verzekeringen;2021;11567.0
100;HC11: Intramurale geneeskundige zorg;HF12: Verplichte premiegeb verzekeringen;2022;11694.0
101;HC11: Intramurale geneeskundige zorg;HF12: Verplichte premiegeb verzekeringen;2023;12541.0
102;HC11: Intramurale geneeskundige zorg;HF121a: Wlz, AWBZ;2021;0.0
103;HC11: Intramurale geneeskundige zorg;HF121a: Wlz, AWBZ;2022;0.0
104;HC11: Intramurale geneeskundige zorg;HF121a: Wlz, AWBZ;2023;0.0
105;HC11: Intramurale geneeskundige zorg;HF121b: Ziekenfonds;2021;
106;HC11: Intramurale geneeskundige zorg;HF121b: Ziekenfonds;2022;
107;HC11: Intramurale geneeskundige zorg;HF121b: Ziekenfonds;2023;
108;HC11: Intramurale geneeskundige zorg;HF122: Zorgverzekeringswet;2021;11567.0
109;HC11: Intramurale geneeskundige zorg;HF122: Zorgverzekeringswet;2022;11694.0
110;HC11: Intramurale geneeskundige zorg;HF122: Zorgverzekeringswet;2023;12541.0
111;HC11: Intramurale geneeskundige zorg;Vrijwillige financiering, eigen betaling;2021;792.0
112;HC11: Intramurale geneeskundige zorg;Vrijwillige financiering, eigen betaling;2022;853.0
113;HC11: Intramurale geneeskundige zorg;Vrijwillige financiering, eigen betaling;2023;875.0
114;HC11: Intramurale geneeskundige zorg;HF2: Vrijwillige financieringsvormen;2021;12.0
115;HC11: Intramurale geneeskundige zorg;HF2: Vrijwillige financieringsvormen;2022;22.0
116;HC11: Intramurale geneeskundige zorg;HF2: Vrijwillige financieringsvormen;2023;23.0
117;HC11: Intramurale geneeskundige zorg;HF21:Vrijwillige ziektekostenverzekering;2021;12.0
118;HC11: Intramurale geneeskundige zorg;HF21:Vrijwillige ziektekostenverzekering;2022;22.0
119;HC11: Intramurale geneeskundige zorg;HF21:Vrijwillige ziektekostenverzekering;2023;23.0
120;HC11: Intramurale geneeskundige zorg;HF22: Financiering door IZWH;2021;0.0
121;HC11: Intramurale geneeskundige zorg;HF22: Financiering door IZWH;2022;0.0
122;HC11: Intramurale geneeskundige zorg;HF22: Financiering door IZWH;2023;0.0
123;HC11: Intramurale geneeskundige zorg;HF23: Financiering door ondernemingen;2021;0.0
124;HC11: Intramurale geneeskundige zorg;HF23: Financiering door ondernemingen;2022;0.0
125;HC11: Intramurale geneeskundige zorg;HF23: Financiering door ondernemingen;2023;0.0
126;HC11: Intramurale geneeskundige zorg;HF3: Eigen betalingen;2021;780.0
127;HC11: Intramurale geneeskundige zorg;HF3: Eigen betalingen;2022;831.0
128;HC11: Intramurale geneeskundige zorg;HF3: Eigen betalingen;2023;853.0
129;HC11: Intramurale geneeskundige zorg;HF31: Directe eigen betalingen;2021;41.0
130;HC11: Intramurale geneeskundige zorg;HF31: Directe eigen betalingen;2022;68.0
131;HC11: Intramurale geneeskundige zorg;HF31: Directe eigen betalingen;2023;65.0
132;HC11: Intramurale geneeskundige zorg;HF32: Eigen risico en bijdragen;2021;739.0
133;HC11: Intramurale geneeskundige zorg;HF32: Eigen risico en bijdragen;2022;763.0
134;HC11: Intramurale geneeskundige zorg;HF32: Eigen risico en bijdragen;2023;788.0
135;HC12: Dagbehandeling geneeskundige zorg;Totaal financiering van ingezetenen;2021;2685.0
136;HC12: Dagbehandeling geneeskundige zorg;Totaal financiering van ingezetenen;2022;2911.0
137;HC12: Dagbehandeling geneeskundige zorg;Totaal financiering van ingezetenen;2023;3161.0
138;HC12: Dagbehandeling geneeskundige zorg;HF1: Overheid en soc. verzekering;2021;2507.0
139;HC12: Dagbehandeling geneeskundige zorg;HF1: Overheid en soc. verzekering;2022;2717.0
140;HC12: Dagbehandeling geneeskundige zorg;HF1: Overheid en soc. verzekering;2023;2960.0
141;HC12: Dagbehandeling geneeskundige zorg;HF11: Overheid;2021;75.0
142;HC12: Dagbehandeling geneeskundige zorg;HF11: Overheid;2022;59.0
143;HC12: Dagbehandeling geneeskundige zorg;HF11: Overheid;2023;72.0
144;HC12: Dagbehandeling geneeskundige zorg;HF12: Verplichte premiegeb verzekeringen;2021;2432.0
145;HC12: Dagbehandeling geneeskundige zorg;HF12: Verplichte premiegeb verzekeringen;2022;2658.0
146;HC12: Dagbehandeling geneeskundige zorg;HF12: Verplichte premiegeb verzekeringen;2023;2889.0
147;HC12: Dagbehandeling geneeskundige zorg;HF121a: Wlz, AWBZ;2021;0.0
148;HC12: Dagbehandeling geneeskundige zorg;HF121a: Wlz, AWBZ;2022;0.0
149;HC12: Dagbehandeling geneeskundige zorg;HF121a: Wlz, AWBZ;2023;0.0
150;HC12: Dagbehandeling geneeskundige zorg;HF121b: Ziekenfonds;2021;
151;HC12: Dagbehandeling geneeskundige zorg;HF121b: Ziekenfonds;2022;
152;HC12: Dagbehandeling geneeskundige zorg;HF121b: Ziekenfonds;2023;
153;HC12: Dagbehandeling geneeskundige zorg;HF122: Zorgverzekeringswet;2021;2432.0
154;HC12: Dagbehandeling geneeskundige zorg;HF122: Zorgverzekeringswet;2022;2658.0
155;HC12: Dagbehandeling geneeskundige zorg;HF122: Zorgverzekeringswet;2023;2889.0
156;HC12: Dagbehandeling geneeskundige zorg;Vrijwillige financiering, eigen betaling;2021;178.0
157;HC12: Dagbehandeling geneeskundige zorg;Vrijwillige financiering, eigen betaling;2022;194.0
158;HC12: Dagbehandeling geneeskundige zorg;Vrijwillige financiering, eigen betaling;2023;200.0
159;HC12: Dagbehandeling geneeskundige zorg;HF2: Vrijwillige financieringsvormen;2021;3.0
160;HC12: Dagbehandeling geneeskundige zorg;HF2: Vrijwillige financieringsvormen;2022;4.0
161;HC12: Dagbehandeling geneeskundige zorg;HF2: Vrijwillige financieringsvormen;2023;4.0
162;HC12: Dagbehandeling geneeskundige zorg;HF21:Vrijwillige ziektekostenverzekering;2021;3.0
163;HC12: Dagbehandeling geneeskundige zorg;HF21:Vrijwillige ziektekostenverzekering;2022;4.0
164;HC12: Dagbehandeling geneeskundige zorg;HF21:Vrijwillige ziektekostenverzekering;2023;4.0
165;HC12: Dagbehandeling geneeskundige zorg;HF22: Financiering door IZWH;2021;0.0
166;HC12: Dagbehandeling geneeskundige zorg;HF22: Financiering door IZWH;2022;0.0
167;HC12: Dagbehandeling geneeskundige zorg;HF22: Financiering door IZWH;2023;0.0
168;HC12: Dagbehandeling geneeskundige zorg;HF23: Financiering door ondernemingen;2021;0.0
169;HC12: Dagbehandeling geneeskundige zorg;HF23: Financiering door ondernemingen;2022;0.0
170;HC12: Dagbehandeling geneeskundige zorg;HF23: Financiering door ondernemingen;2023;0.0
171;HC12: Dagbehandeling geneeskundige zorg;HF3: Eigen betalingen;2021;175.0
172;HC12: Dagbehandeling geneeskundige zorg;HF3: Eigen betalingen;2022;190.0
173;HC12: Dagbehandeling geneeskundige zorg;HF3: Eigen betalingen;2023;197.0
174;HC12: Dagbehandeling geneeskundige zorg;HF31: Directe eigen betalingen;2021;0.0
175;HC12: Dagbehandeling geneeskundige zorg;HF31: Directe eigen betalingen;2022;0.0
176;HC12: Dagbehandeling geneeskundige zorg;HF31: Directe eigen betalingen;2023;0.0
177;HC12: Dagbehandeling geneeskundige zorg;HF32: Eigen risico en bijdragen;2021;175.0
178;HC12: Dagbehandeling geneeskundige zorg;HF32: Eigen risico en bijdragen;2022;190.0
179;HC12: Dagbehandeling geneeskundige zorg;HF32: Eigen risico en bijdragen;2023;197.0
180;HC13: Polikl./ambulante geneesk. zorg;Totaal financiering van ingezetenen;2021;25901.0
181;HC13: Polikl./ambulante geneesk. zorg;Totaal financiering van ingezetenen;2022;27224.0
182;HC13: Polikl./ambulante geneesk. zorg;Totaal financiering van ingezetenen;2023;29717.0
183;HC13: Polikl./ambulante geneesk. zorg;HF1: Overheid en soc. verzekering;2021;20859.0
184;HC13: Polikl./ambulante geneesk. zorg;HF1: Overheid en soc. verzekering;2022;21575.0
185;HC13: Polikl./ambulante geneesk. zorg;HF1: Overheid en soc. verzekering;2023;23615.0
186;HC13: Polikl./ambulante geneesk. zorg;HF11: Overheid;2021;1587.0
187;HC13: Polikl./ambulante geneesk. zorg;HF11: Overheid;2022;1674.0
188;HC13: Polikl./ambulante geneesk. zorg;HF11: Overheid;2023;1913.0
189;HC13: Polikl./ambulante geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2021;19272.0
190;HC13: Polikl./ambulante geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2022;19901.0
191;HC13: Polikl./ambulante geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2023;21701.0
192;HC13: Polikl./ambulante geneesk. zorg;HF121a: Wlz, AWBZ;2021;95.0
193;HC13: Polikl./ambulante geneesk. zorg;HF121a: Wlz, AWBZ;2022;103.0
194;HC13: Polikl./ambulante geneesk. zorg;HF121a: Wlz, AWBZ;2023;123.0
195;HC13: Polikl./ambulante geneesk. zorg;HF121b: Ziekenfonds;2021;
196;HC13: Polikl./ambulante geneesk. zorg;HF121b: Ziekenfonds;2022;
197;HC13: Polikl./ambulante geneesk. zorg;HF121b: Ziekenfonds;2023;
198;HC13: Polikl./ambulante geneesk. zorg;HF122: Zorgverzekeringswet;2021;19177.0
199;HC13: Polikl./ambulante geneesk. zorg;HF122: Zorgverzekeringswet;2022;19798.0
200;HC13: Polikl./ambulante geneesk. zorg;HF122: Zorgverzekeringswet;2023;21578.0
201;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige financiering, eigen betaling;2021;5041.0
202;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige financiering, eigen betaling;2022;5649.0
203;HC13: Polikl./ambulante geneesk. zorg;Vrijwillige financiering, eigen betaling;2023;6102.0
204;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige financieringsvormen;2021;1491.0
205;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige financieringsvormen;2022;1487.0
206;HC13: Polikl./ambulante geneesk. zorg;HF2: Vrijwillige financieringsvormen;2023;1603.0
207;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2021;1491.0
208;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2022;1487.0
209;HC13: Polikl./ambulante geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2023;1603.0
210;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZWH;2021;0.0
211;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZWH;2022;0.0
212;HC13: Polikl./ambulante geneesk. zorg;HF22: Financiering door IZWH;2023;0.0
213;HC13: Polikl./ambulante geneesk. zorg;HF23: Financiering door ondernemingen;2021;0.0
214;HC13: Polikl./ambulante geneesk. zorg;HF23: Financiering door ondernemingen;2022;0.0
215;HC13: Polikl./ambulante geneesk. zorg;HF23: Financiering door ondernemingen;2023;0.0
216;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2021;3550.0
217;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2022;4161.0
218;HC13: Polikl./ambulante geneesk. zorg;HF3: Eigen betalingen;2023;4499.0
219;HC13: Polikl./ambulante geneesk. zorg;HF31: Directe eigen betalingen;2021;2480.0
220;HC13: Polikl./ambulante geneesk. zorg;HF31: Directe eigen betalingen;2022;3042.0
221;HC13: Polikl./ambulante geneesk. zorg;HF31: Directe eigen betalingen;2023;3347.0
222;HC13: Polikl./ambulante geneesk. zorg;HF32: Eigen risico en bijdragen;2021;1069.0
223;HC13: Polikl./ambulante geneesk. zorg;HF32: Eigen risico en bijdragen;2022;1119.0
224;HC13: Polikl./ambulante geneesk. zorg;HF32: Eigen risico en bijdragen;2023;1152.0
225;HC13.1: Alg. polikl./amb. geneesk. zorg;Totaal financiering van ingezetenen;2021;4868.0
226;HC13.1: Alg. polikl./amb. geneesk. zorg;Totaal financiering van ingezetenen;2022;5031.0
227;HC13.1: Alg. polikl./amb. geneesk. zorg;Totaal financiering van ingezetenen;2023;5575.0
228;HC13.1: Alg. polikl./amb. geneesk. zorg;HF1: Overheid en soc. verzekering;2021;4787.0
229;HC13.1: Alg. polikl./amb. geneesk. zorg;HF1: Overheid en soc. verzekering;2022;4938.0
230;HC13.1: Alg. polikl./amb. geneesk. zorg;HF1: Overheid en soc. verzekering;2023;5477.0
231;HC13.1: Alg. polikl./amb. geneesk. zorg;HF11: Overheid;2021;31.0
232;HC13.1: Alg. polikl./amb. geneesk. zorg;HF11: Overheid;2022;13.0
233;HC13.1: Alg. polikl./amb. geneesk. zorg;HF11: Overheid;2023;13.0
234;HC13.1: Alg. polikl./amb. geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2021;4757.0
235;HC13.1: Alg. polikl./amb. geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2022;4925.0
236;HC13.1: Alg. polikl./amb. geneesk. zorg;HF12: Verplichte premiegeb verzekeringen;2023;5464.0
237;HC13.1: Alg. polikl./amb. geneesk. zorg;HF121a: Wlz, AWBZ;2021;0.0
238;HC13.1: Alg. polikl./amb. geneesk. zorg;HF121a: Wlz, AWBZ;2022;0.0
239;HC13.1: Alg. polikl./amb. geneesk. zorg;HF121a: Wlz, AWBZ;2023;0.0
240;HC13.1: Alg. polikl./amb. geneesk. zorg;HF121b: Ziekenfonds;2021;
241;HC13.1: Alg. polikl./amb. geneesk. zorg;HF121b: Ziekenfonds;2022;
242;HC13.1: Alg. polikl./amb. geneesk. zorg;HF121b: Ziekenfonds;2023;
243;HC13.1: Alg. polikl./amb. geneesk. zorg;HF122: Zorgverzekeringswet;2021;4757.0
244;HC13.1: Alg. polikl./amb. geneesk. zorg;HF122: Zorgverzekeringswet;2022;4925.0
245;HC13.1: Alg. polikl./amb. geneesk. zorg;HF122: Zorgverzekeringswet;2023;5464.0
246;HC13.1: Alg. polikl./amb. geneesk. zorg;Vrijwillige financiering, eigen betaling;2021;81.0
247;HC13.1: Alg. polikl./amb. geneesk. zorg;Vrijwillige financiering, eigen betaling;2022;93.0
248;HC13.1: Alg. polikl./amb. geneesk. zorg;Vrijwillige financiering, eigen betaling;2023;98.0
249;HC13.1: Alg. polikl./amb. geneesk. zorg;HF2: Vrijwillige financieringsvormen;2021;16.0
250;HC13.1: Alg. polikl./amb. geneesk. zorg;HF2: Vrijwillige financieringsvormen;2022;19.0
251;HC13.1: Alg. polikl./amb. geneesk. zorg;HF2: Vrijwillige financieringsvormen;2023;21.0
252;HC13.1: Alg. polikl./amb. geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2021;16.0
253;HC13.1: Alg. polikl./amb. geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2022;19.0
254;HC13.1: Alg. polikl./amb. geneesk. zorg;HF21:Vrijwillige ziektekostenverzekering;2023;21.0
255;HC13.1: Alg. polikl./amb. geneesk. zorg;HF22: Financiering door IZWH;2021;0.0
