ID;Geslacht;Leeftijd;PrognoseInterval;Perioden;BevolkingOp1Januari_1
0;Totaal mannen en vrouwen;Totaal;Prognose;2021;17470658
1;Totaal mannen en vrouwen;Totaal;Prognose;2022;17544480
2;Totaal mannen en vrouwen;Totaal;Prognose;2023;17650110
3;Totaal mannen en vrouwen;Totaal;Prognose;2024;17759618
4;Totaal mannen en vrouwen;Totaal;Prognose;2025;17866026
5;Totaal mannen en vrouwen;Totaal;Prognose;2026;17969974
6;Totaal mannen en vrouwen;Totaal;Prognose;2027;18069368
7;Totaal mannen en vrouwen;Totaal;Prognose;2028;18166530
8;Totaal mannen en vrouwen;Totaal;Prognose;2029;18262260
9;Totaal mannen en vrouwen;Totaal;Prognose;2030;18354256
10;Totaal mannen en vrouwen;Totaal;Prognose;2031;18442442
11;Totaal mannen en vrouwen;Totaal;Prognose;2032;18527834
12;Totaal mannen en vrouwen;Totaal;Prognose;2033;18608898
13;Totaal mannen en vrouwen;Totaal;Prognose;2034;18685996
14;Totaal mannen en vrouwen;Totaal;Prognose;2035;18759250
15;Totaal mannen en vrouwen;Totaal;Prognose;2036;18829246
16;Totaal mannen en vrouwen;Totaal;Prognose;2037;18895682
17;Totaal mannen en vrouwen;Totaal;Prognose;2038;18958272
18;Totaal mannen en vrouwen;Totaal;Prognose;2039;19017136
19;Totaal mannen en vrouwen;Totaal;Prognose;2040;19072444
20;Totaal mannen en vrouwen;Totaal;Prognose;2041;19124370
21;Totaal mannen en vrouwen;Totaal;Prognose;2042;19173104
22;Totaal mannen en vrouwen;Totaal;Prognose;2043;19219054
23;Totaal mannen en vrouwen;Totaal;Prognose;2044;19262470
24;Totaal mannen en vrouwen;Totaal;Prognose;2045;19303600
25;Totaal mannen en vrouwen;Totaal;Prognose;2046;19342604
26;Totaal mannen en vrouwen;Totaal;Prognose;2047;19379744
27;Totaal mannen en vrouwen;Totaal;Prognose;2048;19415180
28;Totaal mannen en vrouwen;Totaal;Prognose;2049;19449110
29;Totaal mannen en vrouwen;Totaal;Prognose;2050;19481782
30;Totaal mannen en vrouwen;Totaal;Prognose;2051;19513582
31;Totaal mannen en vrouwen;Totaal;Prognose;2052;19544784
32;Totaal mannen en vrouwen;Totaal;Prognose;2053;19575792
33;Totaal mannen en vrouwen;Totaal;Prognose;2054;19607146
34;Totaal mannen en vrouwen;Totaal;Prognose;2055;19639394
35;Totaal mannen en vrouwen;Totaal;Prognose;2056;19673006
36;Totaal mannen en vrouwen;Totaal;Prognose;2057;19708480
37;Totaal mannen en vrouwen;Totaal;Prognose;2058;19746278
38;Totaal mannen en vrouwen;Totaal;Prognose;2059;19786748
39;Totaal mannen en vrouwen;Totaal;Prognose;2060;19830216
40;Totaal mannen en vrouwen;Totaal;Prognose;2061;19876928
41;Totaal mannen en vrouwen;Totaal;Prognose;2062;19926874
42;Totaal mannen en vrouwen;Totaal;Prognose;2063;19980020
43;Totaal mannen en vrouwen;Totaal;Prognose;2064;20036208
44;Totaal mannen en vrouwen;Totaal;Prognose;2065;20095270
45;Totaal mannen en vrouwen;Totaal;Prognose;2066;20156948
46;Totaal mannen en vrouwen;Totaal;Prognose;2067;20220956
47;Totaal mannen en vrouwen;Totaal;Prognose;2068;20286940
48;Totaal mannen en vrouwen;Totaal;Prognose;2069;20354530
49;Totaal mannen en vrouwen;Totaal;Prognose;2070;20423376
50;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2021;17431434
51;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2022;17461820
52;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2023;17506262
53;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2024;17553758
54;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2025;17613154
55;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2026;17650758
56;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2027;17689974
57;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2028;17722642
58;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2029;17748556
59;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2030;17775310
60;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2031;17807662
61;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2032;17827670
62;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2033;17840004
63;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2034;17856900
64;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2035;17854212
65;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2036;17849328
66;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2037;17858612
67;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2038;17874660
68;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2039;17854500
69;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2040;17839368
70;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2041;17818242
71;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2042;17806598
72;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2043;17791240
73;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2044;17798216
74;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2045;17786808
75;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2046;17742460
76;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2047;17723922
77;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2048;17699690
78;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2049;17674814
79;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2050;17647874
80;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2051;17582646
81;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2052;17534728
82;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2053;17495104
83;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2054;17429594
84;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2055;17397274
85;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2056;17398832
86;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2057;17318432
87;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2058;17324438
88;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2059;17293234
89;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2060;17273286
90;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2061;17249694
91;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2062;17236268
92;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2063;17204292
93;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2064;17183400
94;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2065;17188426
95;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2066;17150964
96;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2067;17154630
97;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2068;17175986
98;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2069;17181668
99;Totaal mannen en vrouwen;Totaal;Ondergrens 95%-prognose-interval;2070;17229300
100;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2021;17510190
101;Totaal mannen en vrouwen;Totaal;Bovengrens 95%-prognose-interval;2022;17632496
