ID;Schooljaar;Baankenmerken;Herkomstgroeperingen;Geslacht;Leeftijd;Peilmoment;TotaalVoMbo_1;VoortgezetOnderwijs_2;MboInclusiefExtranei_3;MboExclusiefExtranei_4;BeroepsopleidendeLeerwegBol_5;BeroepsbegeleidendeLeerwegBbl_6;MboExtranei_7;TotaalVoMbo_8;VoortgezetOnderwijs_9;MboInclusiefExtranei_10;MboExclusiefExtranei_11;BeroepsopleidendeLeerwegBol_12;BeroepsbegeleidendeLeerwegBbl_13;MboExtranei_14;TotaalVoMbo_15;VoortgezetOnderwijs_16;MboInclusiefExtranei_17;MboExclusiefExtranei_18;BeroepsopleidendeLeerwegBol_19;BeroepsbegeleidendeLeerwegBbl_20;MboExtranei_21
0;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;Eerste jaar na schoolverlaten;146300.0;25670.0;120620.0;116370.0;62510.0;53860.0;4250.0;76150.0;17370.0;58770.0;56940.0;32710.0;24230.0;1840.0;70150.0;8300.0;61840.0;59430.0;29800.0;29630.0;2420.0
1;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;Tweede jaar na schoolverlaten;120470.0;14590.0;105880.0;101900.0;52590.0;49310.0;3980.0;60750.0;11480.0;49280.0;47600.0;26110.0;21490.0;1680.0;59710.0;3110.0;56600.0;54300.0;26480.0;27820.0;2300.0
2;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;Derde jaar na schoolverlaten;110340.0;10900.0;99440.0;95650.0;48730.0;46920.0;3790.0;54030.0;8510.0;45520.0;43950.0;23720.0;20230.0;1570.0;56310.0;2390.0;53920.0;51700.0;25010.0;26690.0;2220.0
3;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;Vierde jaar na schoolverlaten;105260.0;9860.0;95410.0;91730.0;46490.0;45240.0;3680.0;51060.0;7780.0;43280.0;41770.0;22350.0;19420.0;1510.0;54210.0;2080.0;52120.0;49960.0;24140.0;25820.0;2160.0
4;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eerste jaar na schoolverlaten;22210.0;16360.0;5850.0;5820.0;4530.0;1290.0;30.0;19490.0;14190.0;5300.0;5270.0;4090.0;1180.0;30.0;2720.0;2180.0;550.0;550.0;440.0;110.0;
5;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Jonger dan 18 jaar;Tweede jaar na schoolverlaten;14750.0;10360.0;4390.0;4370.0;3290.0;1080.0;30.0;13400.0;9470.0;3930.0;3910.0;2920.0;990.0;30.0;1360.0;890.0;460.0;460.0;370.0;90.0;
6;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Jonger dan 18 jaar;Derde jaar na schoolverlaten;11300.0;7450.0;3850.0;3820.0;2840.0;980.0;30.0;10200.0;6770.0;3430.0;3410.0;2510.0;900.0;20.0;1100.0;680.0;420.0;420.0;330.0;80.0;
7;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Jonger dan 18 jaar;Vierde jaar na schoolverlaten;10330.0;6770.0;3560.0;3540.0;2600.0;930.0;20.0;9340.0;6170.0;3170.0;3150.0;2290.0;850.0;20.0;990.0;600.0;390.0;390.0;310.0;80.0;
8;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;18 tot 23 jaar;Eerste jaar na schoolverlaten;79150.0;9280.0;69870.0;67700.0;45870.0;21820.0;2180.0;35560.0;3150.0;32410.0;31500.0;21790.0;9710.0;910.0;43590.0;6130.0;37460.0;36200.0;24090.0;12110.0;1260.0
9;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;18 tot 23 jaar;Tweede jaar na schoolverlaten;63600.0;4200.0;59410.0;57390.0;38050.0;19330.0;2020.0;27900.0;1980.0;25920.0;25100.0;16890.0;8210.0;830.0;35710.0;2220.0;33490.0;32290.0;21170.0;11120.0;1200.0
10;100;Totaal schoolverlaters;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;18 tot 23 jaar;Derde jaar na schoolverlaten;58540.0;3410.0;55130.0;53220.0;35060.0;18160.0;1910.0;25210.0;1710.0;23500.0;22740.0;15150.0;7580.0;770.0;33340.0;1710.0;31630.0;30480.0;19900.0;10580.0;1150.0
