ID;Geslacht;OnderwijssoortInDetail;Leerjaar;Herkomstland;GeboortelandOuders;Perioden;AantalLeerlingen_1
0;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2011/'12;948670.0
1;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2012/'13;960680.0
2;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2013/'14;973510.0
3;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2014/'15;985070.0
4;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2015/'16;995340.0
5;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2016/'17;995480.0
6;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2017/'18;985250.0
7;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2018/'19;968240.0
8;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2019/20;950460.0
9;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2020/'21;934230.0
10;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2021/'22;929570.0
11;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2022/'23;936560.0
12;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2023/'24;940540.0
13;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Totaal;2024/'25;929670.0
14;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2011/'12;895450.0
15;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2012/'13;908850.0
16;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2013/'14;922670.0
17;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2014/'15;933900.0
18;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2015/'16;941660.0
19;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2016/'17;937970.0
20;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2017/'18;925090.0
21;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2018/'19;905680.0
22;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2019/20;884370.0
23;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2020/'21;864830.0
24;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2021/'22;854980.0
25;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2022/'23;847430.0
26;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2023/'24;842870.0
27;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in Nederland;2024/'25;825070.0
28;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2011/'12;729560.0
29;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2012/'13;737020.0
30;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2013/'14;744930.0
31;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2014/'15;750770.0
32;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2015/'16;754150.0
33;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2016/'17;747440.0
34;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2017/'18;733540.0
35;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2018/'19;714450.0
36;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2019/20;694160.0
37;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2020/'21;676240.0
38;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2021/'22;665820.0
39;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2022/'23;657810.0
40;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2023/'24;652220.0
41;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouders in NL;2024/'25;636340.0
42;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2011/'12;165890.0
43;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2012/'13;171820.0
44;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2013/'14;177740.0
45;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2014/'15;183140.0
46;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2015/'16;187510.0
47;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2016/'17;190530.0
48;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2017/'18;191540.0
49;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2018/'19;191230.0
50;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2019/20;190210.0
51;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2020/'21;188590.0
52;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2021/'22;189160.0
53;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2022/'23;189620.0
54;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2023/'24;190650.0
55;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren in NL, ouder(s) buiten NL;2024/'25;188720.0
56;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2011/'12;53230.0
57;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2012/'13;51830.0
58;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2013/'14;50840.0
59;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2014/'15;51170.0
60;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2015/'16;53670.0
61;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2016/'17;57510.0
62;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2017/'18;60170.0
63;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2018/'19;62560.0
64;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2019/20;66090.0
65;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2020/'21;69400.0
66;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2021/'22;74580.0
67;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2022/'23;89130.0
68;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2023/'24;97670.0
69;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Totaal;Geboren buiten Nederland;2024/'25;104610.0
70;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2011/'12;729560.0
71;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2012/'13;737020.0
72;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2013/'14;744930.0
73;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2014/'15;750770.0
74;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2015/'16;754150.0
75;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2016/'17;747440.0
76;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2017/'18;733540.0
77;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2018/'19;714450.0
78;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2019/20;694160.0
79;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2020/'21;676240.0
80;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2021/'22;665820.0
81;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2022/'23;657810.0
82;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2023/'24;652220.0
83;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Totaal;2024/'25;636340.0
84;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2011/'12;729560.0
85;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2012/'13;737020.0
86;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2013/'14;744930.0
87;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2014/'15;750770.0
88;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2015/'16;754150.0
89;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2016/'17;747440.0
90;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2017/'18;733540.0
91;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2018/'19;714450.0
92;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2019/20;694160.0
93;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2020/'21;676240.0
94;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2021/'22;665820.0
95;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2022/'23;657810.0
96;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2023/'24;652220.0
97;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in Nederland;2024/'25;636340.0
98;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2011/'12;729560.0
99;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2012/'13;737020.0
100;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2013/'14;744930.0
101;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2014/'15;750770.0
102;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2015/'16;754150.0
103;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2016/'17;747440.0
104;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2017/'18;733540.0
105;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2018/'19;714450.0
106;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2019/20;694160.0
107;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2020/'21;676240.0
108;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2021/'22;665820.0
109;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2022/'23;657810.0
110;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2023/'24;652220.0
111;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouders in NL;2024/'25;636340.0
112;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2011/'12;
113;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2012/'13;
114;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2013/'14;
115;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2014/'15;
116;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2015/'16;
117;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2016/'17;
118;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2017/'18;
119;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2018/'19;
120;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2019/20;
121;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2020/'21;
122;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2021/'22;
123;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2022/'23;
124;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2023/'24;
125;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren in NL, ouder(s) buiten NL;2024/'25;
126;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2011/'12;
127;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2012/'13;
128;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2013/'14;
129;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2014/'15;
130;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2015/'16;
131;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2016/'17;
132;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2017/'18;
133;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2018/'19;
134;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2019/20;
135;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2020/'21;
136;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2021/'22;
137;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2022/'23;
138;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2023/'24;
139;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Nederland;Geboren buiten Nederland;2024/'25;
140;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2011/'12;49900.0
141;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2012/'13;51740.0
142;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2013/'14;53550.0
143;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2014/'15;55360.0
144;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2015/'16;57350.0
145;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2016/'17;59070.0
146;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2017/'18;60550.0
147;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2018/'19;62410.0
148;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2019/20;64390.0
149;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2020/'21;66120.0
150;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2021/'22;68440.0
151;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2022/'23;77340.0
152;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2023/'24;80090.0
153;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Totaal;2024/'25;80440.0
154;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2011/'12;33570.0
155;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2012/'13;34930.0
156;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2013/'14;36430.0
157;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2014/'15;38040.0
158;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2015/'16;39370.0
159;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2016/'17;40350.0
160;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2017/'18;40940.0
161;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2018/'19;41340.0
162;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2019/20;41630.0
163;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2020/'21;41900.0
164;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2021/'22;42730.0
165;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2022/'23;43840.0
166;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2023/'24;45010.0
167;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in Nederland;2024/'25;45570.0
168;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2011/'12;
169;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2012/'13;
170;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2013/'14;
171;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2014/'15;
172;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2015/'16;
173;Totaal mannen en vrouwen;Totaal voortgezet onderwijs;Totaal leerjaren;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2016/'17;
