ID;Geslacht;SamenstellingHuishouden;Regio;Bewoners_1
78;Totaal mannen en vrouwen;Afzonderlijk levende personen;Limburg;15684.0
79;Totaal mannen en vrouwen;Afzonderlijk levende personen;Gemeenten met meer dan 100000 inwoners;93439.0
80;Totaal mannen en vrouwen;Afzonderlijk levende personen;Gemeenten met 50001 - 100000 inwoners;22167.0
81;Totaal mannen en vrouwen;Afzonderlijk levende personen;Gemeenten met 20001 - 50000 inwoners;21994.0
82;Totaal mannen en vrouwen;Afzonderlijk levende personen;Gemeenten met 10001 - 20000 inwoners;25762.0
83;Totaal mannen en vrouwen;Afzonderlijk levende personen;Gemeenten met 5001 - 10000 inwoners;23387.0
84;Totaal mannen en vrouwen;Afzonderlijk levende personen;Gemeenten met 2001 - 5000 inwoners;22726.0
85;Totaal mannen en vrouwen;Afzonderlijk levende personen;Gemeenten met 1001 - 2000 inwoners;6911.0
86;Totaal mannen en vrouwen;Afzonderlijk levende personen;Gemeenten met 501 - 1000 inwoners;1861.0
87;Totaal mannen en vrouwen;Afzonderlijk levende personen;Gemeenten met 500 of minder inwoners;209.0
88;Totaal mannen en vrouwen;Afzonderlijk levende personen;Amsterdam;37078.0
89;Totaal mannen en vrouwen;Afzonderlijk levende personen;Rotterdam;14572.0
90;Totaal mannen en vrouwen;Afzonderlijk levende personen;'s-Gravenhage;28440.0
91;Totaal mannen en vrouwen;Afzonderlijk levende personen;Utrecht;5906.0
92;Totaal mannen en vrouwen;Afzonderlijk levende personen;Haarlem;3850.0
93;Totaal mannen en vrouwen;Afzonderlijk levende personen;Groningen;3593.0
94;Totaal mannen en vrouwen;Afzonderlijk levende personen;Eindhoven;1122.0
95;Totaal mannen en vrouwen;Afzonderlijk levende personen;Nijmegen;2297.0
96;Totaal mannen en vrouwen;Afzonderlijk levende personen;Tilburg;1830.0
97;Totaal mannen en vrouwen;Afzonderlijk levende personen;Arnhem;2961.0
98;Totaal mannen en vrouwen;Afzonderlijk levende personen;Leiden;3709.0
99;Totaal mannen en vrouwen;Afzonderlijk levende personen;Maastricht;2211.0
100;Totaal mannen en vrouwen;Afzonderlijk levende personen;Apeldoorn;1284.0
101;Totaal mannen en vrouwen;Afzonderlijk levende personen;Hilversum;1590.0
102;Totaal mannen en vrouwen;Afzonderlijk levende personen;Dordrecht;1601.0
103;Totaal mannen en vrouwen;Afzonderlijk levende personen;Schiedam;917.0
104;Totaal mannen en vrouwen;Afzonderlijk levende personen;Enschede;559.0
105;Totaal mannen en vrouwen;Afzonderlijk levende personen;Delft;2086.0
106;Totaal mannen en vrouwen;Afzonderlijk levende personen;Leeuwarden;1189.0
107;Totaal mannen en vrouwen;Afzonderlijk levende personen;Heerlen;1306.0
108;Totaal mannen en vrouwen;Afzonderlijk levende personen;Breda;1197.0
109;Totaal mannen en vrouwen;Afzonderlijk levende personen;'s-Hertogenbosch;1831.0
110;Totaal mannen en vrouwen;Afzonderlijk levende personen;Velsen;943.0
111;Totaal mannen en vrouwen;Afzonderlijk levende personen;Emmen;429.0
112;Totaal mannen en vrouwen;Afzonderlijk levende personen;Zwolle;1060.0
113;Totaal mannen en vrouwen;Afzonderlijk levende personen;Amersfoort;1113.0
114;Totaal mannen en vrouwen;Afzonderlijk levende personen;Kerkrade;757.0
115;Totaal mannen en vrouwen;Afzonderlijk levende personen;Deventer;1154.0
116;Totaal mannen en vrouwen;Afzonderlijk levende personen;Hengelo (O.);483.0
117;Totaal mannen en vrouwen;Afzonderlijk levende personen;Zaandam;700.0
118;Totaal mannen en vrouwen;Afzonderlijk levende personen;Almelo;567.0
119;Totaal mannen en vrouwen;Afzonderlijk levende personen;Lonneker;153.0
120;Totaal mannen en vrouwen;Afzonderlijk levende personen;Ede;536.0
121;Totaal mannen en vrouwen;Afzonderlijk levende personen;Helder (Den);721.0
122;Totaal mannen en vrouwen;Afzonderlijk levende personen;Gouda;747.0
123;Totaal mannen en vrouwen;Afzonderlijk levende personen;Alkmaar;909.0
124;Totaal mannen en vrouwen;Afzonderlijk levende personen;Vlaardingen;415.0
125;Totaal mannen en vrouwen;Afzonderlijk levende personen;Haarlemmermeer;289.0
126;Totaal mannen en vrouwen;Afzonderlijk levende personen;Helmond;391.0
127;Totaal mannen en vrouwen;Afzonderlijk levende personen;Bussum;598.0
128;Totaal mannen en vrouwen;Afzonderlijk levende personen;Zeist;896.0
129;Totaal mannen en vrouwen;Afzonderlijk levende personen;Rheden;618.0
130;Totaal mannen en vrouwen;Afzonderlijk levende personen;Venlo;939.0
131;Totaal mannen en vrouwen;Afzonderlijk levende personen;Roosendaal en Nispen;820.0
132;Totaal mannen en vrouwen;Afzonderlijk levende personen;Vlissingen;554.0
133;Totaal mannen en vrouwen;Afzonderlijk levende personen;Bergen op Zoom;679.0
134;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Nederland;7609451.0
135;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Groningen (provincie);381672.0
136;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Friesland;388459.0
137;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Drenthe;216895.0
138;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Overijssel;509986.0
139;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gelderland;797961.0
140;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Utrecht (provincie);389967.0
141;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Noord-Holland;1434863.0
142;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Zuid-Holland;1875583.0
143;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Zeeland;240230.0
144;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Noord-Brabant;853420.0
145;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Limburg;520415.0
146;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gemeenten met meer dan 100000 inwoners;2048202.0
147;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gemeenten met 50001 - 100000 inwoners;760150.0
148;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gemeenten met 20001 - 50000 inwoners;872436.0
149;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gemeenten met 10001 - 20000 inwoners;1133065.0
150;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gemeenten met 5001 - 10000 inwoners;1164578.0
151;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gemeenten met 2001 - 5000 inwoners;1177980.0
152;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gemeenten met 1001 - 2000 inwoners;338334.0
153;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gemeenten met 501 - 1000 inwoners;103943.0
154;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gemeenten met 500 of minder inwoners;10763.0
155;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Amsterdam;712140.0
156;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Rotterdam;569129.0
157;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;'s-Gravenhage;404527.0
158;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Utrecht;147383.0
159;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Haarlem;114582.0
160;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Groningen;100441.0
161;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Eindhoven;92218.0
162;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Nijmegen;77129.0
163;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Tilburg;75558.0
164;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Arnhem;74015.0
165;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Leiden;66568.0
166;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Maastricht;57204.0
167;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Apeldoorn;57657.0
168;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Hilversum;55062.0
169;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Dordrecht;54374.0
170;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Schiedam;51504.0
171;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Enschede;51150.0
172;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Delft;47711.0
173;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Leeuwarden;46587.0
174;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Heerlen;45223.0
175;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Breda;42143.0
176;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;'s-Hertogenbosch;38927.0
177;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Velsen;39987.0
178;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Emmen;40460.0
179;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Zwolle;39086.0
180;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Amersfoort;36208.0
181;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Kerkrade;35193.0
182;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Deventer;34067.0
183;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Hengelo (O.);33825.0
184;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Zaandam;32315.0
185;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Almelo;31701.0
186;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Lonneker;30972.0
187;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Ede;30031.0
188;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Helder (Den);27346.0
189;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Gouda;28219.0
190;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Alkmaar;27095.0
191;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Vlaardingen;27361.0
192;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Haarlemmermeer;26540.0
193;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Helmond;24933.0
194;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Bussum;24358.0
195;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Zeist;22468.0
196;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Rheden;23588.0
197;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Venlo;22767.0
198;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Roosendaal en Nispen;20788.0
199;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Vlissingen;20575.0
200;Totaal mannen en vrouwen;Totaal leden van huisgezinnen;Bergen op Zoom;19673.0
201;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Nederland;1739157.0
202;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Groningen (provincie);91369.0
203;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Friesland;94491.0
204;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Drenthe;45943.0
205;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Overijssel;109144.0
206;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gelderland;172490.0
207;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Utrecht (provincie);89803.0
208;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Noord-Holland;357948.0
209;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Zuid-Holland;443555.0
210;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Zeeland;58330.0
211;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Noord-Brabant;171517.0
212;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Limburg;104567.0
213;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gemeenten met meer dan 100000 inwoners;515276.0
214;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gemeenten met 50001 - 100000 inwoners;172981.0
215;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gemeenten met 20001 - 50000 inwoners;200010.0
216;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gemeenten met 10001 - 20000 inwoners;251035.0
217;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gemeenten met 5001 - 10000 inwoners;248828.0
218;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gemeenten met 2001 - 5000 inwoners;252600.0
219;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gemeenten met 1001 - 2000 inwoners;72794.0
220;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gemeenten met 501 - 1000 inwoners;23136.0
221;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gemeenten met 500 of minder inwoners;2497.0
222;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Amsterdam;183994.0
223;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Rotterdam;138053.0
224;Totaal mannen en vrouwen;Hoofden van huisgezinnen;'s-Gravenhage;104171.0
225;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Utrecht;35356.0
226;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Haarlem;28924.0
227;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Groningen;24778.0
228;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Eindhoven;18161.0
229;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Nijmegen;17417.0
230;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Tilburg;16144.0
231;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Arnhem;17887.0
232;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Leiden;15810.0
233;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Maastricht;13121.0
234;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Apeldoorn;13458.0
235;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Hilversum;13332.0
236;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Dordrecht;13243.0
237;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Schiedam;11819.0
238;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Enschede;11624.0
239;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Delft;10965.0
240;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Leeuwarden;11732.0
241;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Heerlen;9285.0
242;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Breda;9557.0
243;Totaal mannen en vrouwen;Hoofden van huisgezinnen;'s-Hertogenbosch;8242.0
244;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Velsen;9449.0
245;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Emmen;7935.0
246;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Zwolle;9434.0
247;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Amersfoort;8414.0
248;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Kerkrade;7572.0
249;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Deventer;8438.0
250;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Hengelo (O.);7762.0
251;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Zaandam;8232.0
252;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Almelo;7320.0
253;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Lonneker;6647.0
254;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Ede;6529.0
255;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Helder (Den);7410.0
256;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Gouda;6717.0
257;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Alkmaar;6852.0
258;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Vlaardingen;6080.0
259;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Haarlemmermeer;5591.0
260;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Helmond;4882.0
261;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Bussum;5739.0
262;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Zeist;5471.0
263;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Rheden;5665.0
264;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Venlo;4807.0
265;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Roosendaal en Nispen;4456.0
266;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Vlissingen;5385.0
267;Totaal mannen en vrouwen;Hoofden van huisgezinnen;Bergen op Zoom;4407.0
268;Totaal mannen en vrouwen;Echtgenotes;Nederland;1476506.0
269;Totaal mannen en vrouwen;Echtgenotes;Groningen (provincie);78153.0
270;Totaal mannen en vrouwen;Echtgenotes;Friesland;80354.0
271;Totaal mannen en vrouwen;Echtgenotes;Drenthe;39601.0
272;Totaal mannen en vrouwen;Echtgenotes;Overijssel;93200.0
273;Totaal mannen en vrouwen;Echtgenotes;Gelderland;144142.0
274;Totaal mannen en vrouwen;Echtgenotes;Utrecht (provincie);75967.0
275;Totaal mannen en vrouwen;Echtgenotes;Noord-Holland;304912.0
276;Totaal mannen en vrouwen;Echtgenotes;Zuid-Holland;375987.0
277;Totaal mannen en vrouwen;Echtgenotes;Zeeland;49616.0
278;Totaal mannen en vrouwen;Echtgenotes;Noord-Brabant;145016.0
279;Totaal mannen en vrouwen;Echtgenotes;Limburg;89558.0
280;Totaal mannen en vrouwen;Echtgenotes;Gemeenten met meer dan 100000 inwoners;433913.0
281;Totaal mannen en vrouwen;Echtgenotes;Gemeenten met 50001 - 100000 inwoners;148676.0
282;Totaal mannen en vrouwen;Echtgenotes;Gemeenten met 20001 - 50000 inwoners;174019.0
283;Totaal mannen en vrouwen;Echtgenotes;Gemeenten met 10001 - 20000 inwoners;214926.0
284;Totaal mannen en vrouwen;Echtgenotes;Gemeenten met 5001 - 10000 inwoners;210797.0
285;Totaal mannen en vrouwen;Echtgenotes;Gemeenten met 2001 - 5000 inwoners;212661.0
286;Totaal mannen en vrouwen;Echtgenotes;Gemeenten met 1001 - 2000 inwoners;60122.0
287;Totaal mannen en vrouwen;Echtgenotes;Gemeenten met 501 - 1000 inwoners;19290.0
288;Totaal mannen en vrouwen;Echtgenotes;Gemeenten met 500 of minder inwoners;2102.0
289;Totaal mannen en vrouwen;Echtgenotes;Amsterdam;155558.0
290;Totaal mannen en vrouwen;Echtgenotes;Rotterdam;118374.0
291;Totaal mannen en vrouwen;Echtgenotes;'s-Gravenhage;84737.0
292;Totaal mannen en vrouwen;Echtgenotes;Utrecht;29892.0
293;Totaal mannen en vrouwen;Echtgenotes;Haarlem;24491.0
294;Totaal mannen en vrouwen;Echtgenotes;Groningen;20861.0
295;Totaal mannen en vrouwen;Echtgenotes;Eindhoven;16190.0
296;Totaal mannen en vrouwen;Echtgenotes;Nijmegen;14550.0
297;Totaal mannen en vrouwen;Echtgenotes;Tilburg;14105.0
298;Totaal mannen en vrouwen;Echtgenotes;Arnhem;15082.0
299;Totaal mannen en vrouwen;Echtgenotes;Leiden;13391.0
300;Totaal mannen en vrouwen;Echtgenotes;Maastricht;11135.0
301;Totaal mannen en vrouwen;Echtgenotes;Apeldoorn;11433.0
302;Totaal mannen en vrouwen;Echtgenotes;Hilversum;11257.0
303;Totaal mannen en vrouwen;Echtgenotes;Dordrecht;11404.0
304;Totaal mannen en vrouwen;Echtgenotes;Schiedam;10356.0
305;Totaal mannen en vrouwen;Echtgenotes;Enschede;10269.0
306;Totaal mannen en vrouwen;Echtgenotes;Delft;9504.0
307;Totaal mannen en vrouwen;Echtgenotes;Leeuwarden;9876.0
308;Totaal mannen en vrouwen;Echtgenotes;Heerlen;8440.0
309;Totaal mannen en vrouwen;Echtgenotes;Breda;8196.0
310;Totaal mannen en vrouwen;Echtgenotes;'s-Hertogenbosch;7050.0
311;Totaal mannen en vrouwen;Echtgenotes;Velsen;8466.0
312;Totaal mannen en vrouwen;Echtgenotes;Emmen;7043.0
313;Totaal mannen en vrouwen;Echtgenotes;Zwolle;8168.0
314;Totaal mannen en vrouwen;Echtgenotes;Amersfoort;7318.0
315;Totaal mannen en vrouwen;Echtgenotes;Kerkrade;6825.0
316;Totaal mannen en vrouwen;Echtgenotes;Deventer;7371.0
317;Totaal mannen en vrouwen;Echtgenotes;Hengelo (O.);6957.0
318;Totaal mannen en vrouwen;Echtgenotes;Zaandam;7278.0
319;Totaal mannen en vrouwen;Echtgenotes;Almelo;6400.0
320;Totaal mannen en vrouwen;Echtgenotes;Lonneker;5927.0
321;Totaal mannen en vrouwen;Echtgenotes;Ede;5629.0
322;Totaal mannen en vrouwen;Echtgenotes;Helder (Den);6333.0
323;Totaal mannen en vrouwen;Echtgenotes;Gouda;5800.0
324;Totaal mannen en vrouwen;Echtgenotes;Alkmaar;5818.0
325;Totaal mannen en vrouwen;Echtgenotes;Vlaardingen;5268.0
326;Totaal mannen en vrouwen;Echtgenotes;Haarlemmermeer;4900.0
327;Totaal mannen en vrouwen;Echtgenotes;Helmond;4266.0
328;Totaal mannen en vrouwen;Echtgenotes;Bussum;4859.0
329;Totaal mannen en vrouwen;Echtgenotes;Zeist;4511.0
330;Totaal mannen en vrouwen;Echtgenotes;Rheden;4781.0
331;Totaal mannen en vrouwen;Echtgenotes;Venlo;4152.0
332;Totaal mannen en vrouwen;Echtgenotes;Roosendaal en Nispen;3847.0
333;Totaal mannen en vrouwen;Echtgenotes;Vlissingen;4649.0
334;Totaal mannen en vrouwen;Echtgenotes;Bergen op Zoom;3891.0
335;Totaal mannen en vrouwen;Kinderen;Nederland;3791132.0
336;Totaal mannen en vrouwen;Kinderen;Groningen (provincie);183270.0
337;Totaal mannen en vrouwen;Kinderen;Friesland;184949.0
338;Totaal mannen en vrouwen;Kinderen;Drenthe;113361.0
339;Totaal mannen en vrouwen;Kinderen;Overijssel;254860.0
