ID;Loonklassen;KenmerkenPersonen;CaribischNederland;Perioden;Banen_1;GemiddeldJaarloon_2
76;Alle loonklassen;3000;Bonaire;2015;3990.0;24590.0
77;Alle loonklassen;3000;Bonaire;2016;4380.0;24490.0
78;Alle loonklassen;3000;Bonaire;2017;4500.0;24870.0
79;Alle loonklassen;3000;Bonaire;2018;4670.0;25130.0
80;Alle loonklassen;3000;Bonaire;2019;4890.0;25880.0
81;Alle loonklassen;3000;Bonaire;2020;5490.0;26190.0
82;Alle loonklassen;3000;Bonaire;2021;5770.0;26230.0
83;Alle loonklassen;3000;Bonaire;2022;6010.0;27530.0
84;Alle loonklassen;3000;Sint-Eustatius;2011;420.0;36130.0
85;Alle loonklassen;3000;Sint-Eustatius;2012;430.0;39820.0
86;Alle loonklassen;3000;Sint-Eustatius;2013;450.0;39440.0
87;Alle loonklassen;3000;Sint-Eustatius;2014;480.0;41880.0
88;Alle loonklassen;3000;Sint-Eustatius;2015;530.0;43630.0
89;Alle loonklassen;3000;Sint-Eustatius;2016;510.0;43190.0
90;Alle loonklassen;3000;Sint-Eustatius;2017;580.0;46740.0
91;Alle loonklassen;3000;Sint-Eustatius;2018;630.0;38920.0
92;Alle loonklassen;3000;Sint-Eustatius;2019;580.0;42580.0
93;Alle loonklassen;3000;Sint-Eustatius;2020;730.0;36630.0
94;Alle loonklassen;3000;Sint-Eustatius;2021;720.0;38770.0
95;Alle loonklassen;3000;Sint-Eustatius;2022;740.0;38980.0
96;Alle loonklassen;3000;Saba;2011;250.0;32220.0
97;Alle loonklassen;3000;Saba;2012;270.0;32170.0
98;Alle loonklassen;3000;Saba;2013;280.0;31660.0
99;Alle loonklassen;3000;Saba;2014;310.0;30660.0
100;Alle loonklassen;3000;Saba;2015;330.0;31720.0
101;Alle loonklassen;3000;Saba;2016;350.0;32210.0
102;Alle loonklassen;3000;Saba;2017;340.0;32240.0
103;Alle loonklassen;3000;Saba;2018;370.0;32310.0
104;Alle loonklassen;3000;Saba;2019;360.0;33270.0
105;Alle loonklassen;3000;Saba;2020;440.0;32750.0
106;Alle loonklassen;3000;Saba;2021;440.0;33100.0
107;Alle loonklassen;3000;Saba;2022;430.0;36190.0
108;Alle loonklassen;3000;Niet in te delen;2011;;
109;Alle loonklassen;3000;Niet in te delen;2012;;
110;Alle loonklassen;3000;Niet in te delen;2013;;
111;Alle loonklassen;3000;Niet in te delen;2014;;
112;Alle loonklassen;3000;Niet in te delen;2015;;
113;Alle loonklassen;3000;Niet in te delen;2016;;
114;Alle loonklassen;3000;Niet in te delen;2017;;
115;Alle loonklassen;3000;Niet in te delen;2018;;
116;Alle loonklassen;3000;Niet in te delen;2019;;
117;Alle loonklassen;3000;Niet in te delen;2020;;
118;Alle loonklassen;3000;Niet in te delen;2021;;
119;Alle loonklassen;3000;Niet in te delen;2022;;
120;Alle loonklassen;4000;Caribisch Nederland;2011;3750.0;20030.0
121;Alle loonklassen;4000;Caribisch Nederland;2012;3990.0;21560.0
122;Alle loonklassen;4000;Caribisch Nederland;2013;4240.0;22050.0
123;Alle loonklassen;4000;Caribisch Nederland;2014;4570.0;23370.0
124;Alle loonklassen;4000;Caribisch Nederland;2015;5080.0;23590.0
125;Alle loonklassen;4000;Caribisch Nederland;2016;5320.0;23530.0
126;Alle loonklassen;4000;Caribisch Nederland;2017;5510.0;24390.0
127;Alle loonklassen;4000;Caribisch Nederland;2018;5640.0;24160.0
128;Alle loonklassen;4000;Caribisch Nederland;2019;5880.0;25210.0
129;Alle loonklassen;4000;Caribisch Nederland;2020;6550.0;25610.0
130;Alle loonklassen;4000;Caribisch Nederland;2021;7070.0;26120.0
131;Alle loonklassen;4000;Caribisch Nederland;2022;7370.0;27590.0
132;Alle loonklassen;4000;Bonaire;2011;3100.0;19120.0
133;Alle loonklassen;4000;Bonaire;2012;3310.0;20730.0
134;Alle loonklassen;4000;Bonaire;2013;3490.0;21250.0
135;Alle loonklassen;4000;Bonaire;2014;3700.0;22240.0
136;Alle loonklassen;4000;Bonaire;2015;4160.0;22370.0
137;Alle loonklassen;4000;Bonaire;2016;4350.0;22330.0
138;Alle loonklassen;4000;Bonaire;2017;4500.0;23330.0
139;Alle loonklassen;4000;Bonaire;2018;4640.0;23220.0
140;Alle loonklassen;4000;Bonaire;2019;4880.0;24200.0
141;Alle loonklassen;4000;Bonaire;2020;5400.0;24600.0
142;Alle loonklassen;4000;Bonaire;2021;5880.0;25060.0
143;Alle loonklassen;4000;Bonaire;2022;6150.0;26530.0
144;Alle loonklassen;4000;Sint-Eustatius;2011;390.0;24050.0
145;Alle loonklassen;4000;Sint-Eustatius;2012;400.0;26230.0
146;Alle loonklassen;4000;Sint-Eustatius;2013;450.0;26700.0
147;Alle loonklassen;4000;Sint-Eustatius;2014;550.0;29620.0
148;Alle loonklassen;4000;Sint-Eustatius;2015;580.0;30630.0
149;Alle loonklassen;4000;Sint-Eustatius;2016;600.0;30750.0
150;Alle loonklassen;4000;Sint-Eustatius;2017;610.0;31040.0
151;Alle loonklassen;4000;Sint-Eustatius;2018;610.0;29510.0
152;Alle loonklassen;4000;Sint-Eustatius;2019;610.0;31120.0
153;Alle loonklassen;4000;Sint-Eustatius;2020;700.0;30630.0
154;Alle loonklassen;4000;Sint-Eustatius;2021;760.0;31420.0
155;Alle loonklassen;4000;Sint-Eustatius;2022;770.0;31770.0
156;Alle loonklassen;4000;Saba;2011;260.0;24750.0
157;Alle loonklassen;4000;Saba;2012;270.0;24610.0
158;Alle loonklassen;4000;Saba;2013;300.0;24450.0
159;Alle loonklassen;4000;Saba;2014;320.0;25660.0
160;Alle loonklassen;4000;Saba;2015;340.0;26600.0
161;Alle loonklassen;4000;Saba;2016;370.0;25840.0
162;Alle loonklassen;4000;Saba;2017;390.0;26120.0
163;Alle loonklassen;4000;Saba;2018;380.0;26990.0
164;Alle loonklassen;4000;Saba;2019;390.0;28580.0
165;Alle loonklassen;4000;Saba;2020;450.0;29850.0
166;Alle loonklassen;4000;Saba;2021;430.0;31320.0
167;Alle loonklassen;4000;Saba;2022;450.0;34820.0
168;Alle loonklassen;4000;Niet in te delen;2011;;
169;Alle loonklassen;4000;Niet in te delen;2012;;
170;Alle loonklassen;4000;Niet in te delen;2013;;
171;Alle loonklassen;4000;Niet in te delen;2014;;
172;Alle loonklassen;4000;Niet in te delen;2015;;
173;Alle loonklassen;4000;Niet in te delen;2016;;
174;Alle loonklassen;4000;Niet in te delen;2017;;
175;Alle loonklassen;4000;Niet in te delen;2018;;
176;Alle loonklassen;4000;Niet in te delen;2019;;
177;Alle loonklassen;4000;Niet in te delen;2020;;
178;Alle loonklassen;4000;Niet in te delen;2021;;
179;Alle loonklassen;4000;Niet in te delen;2022;;
180;Alle loonklassen;9000;Caribisch Nederland;2011;1410.0;20640.0
181;Alle loonklassen;9000;Caribisch Nederland;2012;1290.0;22910.0
182;Alle loonklassen;9000;Caribisch Nederland;2013;1320.0;24030.0
183;Alle loonklassen;9000;Caribisch Nederland;2014;1290.0;23700.0
184;Alle loonklassen;9000;Caribisch Nederland;2015;1020.0;26730.0
185;Alle loonklassen;9000;Caribisch Nederland;2016;1060.0;26800.0
186;Alle loonklassen;9000;Caribisch Nederland;2017;1030.0;27010.0
187;Alle loonklassen;9000;Caribisch Nederland;2018;1280.0;25760.0
188;Alle loonklassen;9000;Caribisch Nederland;2019;1330.0;26160.0
189;Alle loonklassen;9000;Caribisch Nederland;2020;;
190;Alle loonklassen;9000;Caribisch Nederland;2021;;
191;Alle loonklassen;9000;Caribisch Nederland;2022;;
192;Alle loonklassen;9000;Bonaire;2011;1020.0;19070.0
193;Alle loonklassen;9000;Bonaire;2012;960.0;21170.0
194;Alle loonklassen;9000;Bonaire;2013;930.0;21900.0
195;Alle loonklassen;9000;Bonaire;2014;970.0;22640.0
196;Alle loonklassen;9000;Bonaire;2015;740.0;25730.0
197;Alle loonklassen;9000;Bonaire;2016;790.0;25740.0
198;Alle loonklassen;9000;Bonaire;2017;750.0;26090.0
199;Alle loonklassen;9000;Bonaire;2018;960.0;24750.0
200;Alle loonklassen;9000;Bonaire;2019;1050.0;24880.0
201;Alle loonklassen;9000;Bonaire;2020;;
202;Alle loonklassen;9000;Bonaire;2021;;
203;Alle loonklassen;9000;Bonaire;2022;;
204;Alle loonklassen;9000;Sint-Eustatius;2011;240.0;27300.0
205;Alle loonklassen;9000;Sint-Eustatius;2012;220.0;31420.0
206;Alle loonklassen;9000;Sint-Eustatius;2013;290.0;31970.0
207;Alle loonklassen;9000;Sint-Eustatius;2014;220.0;29390.0
208;Alle loonklassen;9000;Sint-Eustatius;2015;180.0;32710.0
209;Alle loonklassen;9000;Sint-Eustatius;2016;170.0;32460.0
210;Alle loonklassen;9000;Sint-Eustatius;2017;160.0;33410.0
211;Alle loonklassen;9000;Sint-Eustatius;2018;180.0;31010.0
212;Alle loonklassen;9000;Sint-Eustatius;2019;160.0;33570.0
213;Alle loonklassen;9000;Sint-Eustatius;2020;;
214;Alle loonklassen;9000;Sint-Eustatius;2021;;
215;Alle loonklassen;9000;Sint-Eustatius;2022;;
216;Alle loonklassen;9000;Saba;2011;130.0;19370.0
217;Alle loonklassen;9000;Saba;2012;110.0;20670.0
218;Alle loonklassen;9000;Saba;2013;110.0;21240.0
219;Alle loonklassen;9000;Saba;2014;100.0;21430.0
220;Alle loonklassen;9000;Saba;2015;100.0;23330.0
221;Alle loonklassen;9000;Saba;2016;110.0;25720.0
222;Alle loonklassen;9000;Saba;2017;120.0;24120.0
223;Alle loonklassen;9000;Saba;2018;130.0;25820.0
224;Alle loonklassen;9000;Saba;2019;120.0;27390.0
225;Alle loonklassen;9000;Saba;2020;;
226;Alle loonklassen;9000;Saba;2021;;
227;Alle loonklassen;9000;Saba;2022;;
228;Alle loonklassen;9000;Niet in te delen;2011;10.0;31610.0
229;Alle loonklassen;9000;Niet in te delen;2012;10.0;34200.0
230;Alle loonklassen;9000;Niet in te delen;2013;;
231;Alle loonklassen;9000;Niet in te delen;2014;10.0;30870.0
232;Alle loonklassen;9000;Niet in te delen;2015;;
233;Alle loonklassen;9000;Niet in te delen;2016;;
234;Alle loonklassen;9000;Niet in te delen;2017;;
235;Alle loonklassen;9000;Niet in te delen;2018;;
236;Alle loonklassen;9000;Niet in te delen;2019;;
237;Alle loonklassen;9000;Niet in te delen;2020;;
238;Alle loonklassen;9000;Niet in te delen;2021;;
239;Alle loonklassen;9000;Niet in te delen;2022;;
240;Alle loonklassen;41100;Caribisch Nederland;2011;20.0;10410.0
241;Alle loonklassen;41100;Caribisch Nederland;2012;30.0;6210.0
242;Alle loonklassen;41100;Caribisch Nederland;2013;10.0;6930.0
243;Alle loonklassen;41100;Caribisch Nederland;2014;10.0;5750.0
244;Alle loonklassen;41100;Caribisch Nederland;2015;10.0;2860.0
245;Alle loonklassen;41100;Caribisch Nederland;2016;10.0;1450.0
246;Alle loonklassen;41100;Caribisch Nederland;2017;;
247;Alle loonklassen;41100;Caribisch Nederland;2018;10.0;1720.0
248;Alle loonklassen;41100;Caribisch Nederland;2019;;
249;Alle loonklassen;41100;Caribisch Nederland;2020;;
250;Alle loonklassen;41100;Caribisch Nederland;2021;;
251;Alle loonklassen;41100;Caribisch Nederland;2022;;
252;Alle loonklassen;41100;Bonaire;2011;20.0;5020.0
253;Alle loonklassen;41100;Bonaire;2012;20.0;6130.0
254;Alle loonklassen;41100;Bonaire;2013;10.0;6850.0
255;Alle loonklassen;41100;Bonaire;2014;10.0;5480.0
256;Alle loonklassen;41100;Bonaire;2015;10.0;2560.0
257;Alle loonklassen;41100;Bonaire;2016;10.0;1450.0
258;Alle loonklassen;41100;Bonaire;2017;;
259;Alle loonklassen;41100;Bonaire;2018;10.0;1720.0
260;Alle loonklassen;41100;Bonaire;2019;;
261;Alle loonklassen;41100;Bonaire;2020;;
262;Alle loonklassen;41100;Bonaire;2021;;
263;Alle loonklassen;41100;Bonaire;2022;;
264;Alle loonklassen;41100;Sint-Eustatius;2011;;
265;Alle loonklassen;41100;Sint-Eustatius;2012;;
266;Alle loonklassen;41100;Sint-Eustatius;2013;;
267;Alle loonklassen;41100;Sint-Eustatius;2014;;
268;Alle loonklassen;41100;Sint-Eustatius;2015;;
269;Alle loonklassen;41100;Sint-Eustatius;2016;;
270;Alle loonklassen;41100;Sint-Eustatius;2017;;
271;Alle loonklassen;41100;Sint-Eustatius;2018;;
272;Alle loonklassen;41100;Sint-Eustatius;2019;;
273;Alle loonklassen;41100;Sint-Eustatius;2020;;
274;Alle loonklassen;41100;Sint-Eustatius;2021;;
275;Alle loonklassen;41100;Sint-Eustatius;2022;;
276;Alle loonklassen;41100;Saba;2011;;
277;Alle loonklassen;41100;Saba;2012;;
278;Alle loonklassen;41100;Saba;2013;;
279;Alle loonklassen;41100;Saba;2014;;
280;Alle loonklassen;41100;Saba;2015;;
281;Alle loonklassen;41100;Saba;2016;;
282;Alle loonklassen;41100;Saba;2017;;
283;Alle loonklassen;41100;Saba;2018;;
284;Alle loonklassen;41100;Saba;2019;;
285;Alle loonklassen;41100;Saba;2020;;
286;Alle loonklassen;41100;Saba;2021;;
287;Alle loonklassen;41100;Saba;2022;;
288;Alle loonklassen;41100;Niet in te delen;2011;;
289;Alle loonklassen;41100;Niet in te delen;2012;;
290;Alle loonklassen;41100;Niet in te delen;2013;;
291;Alle loonklassen;41100;Niet in te delen;2014;;
292;Alle loonklassen;41100;Niet in te delen;2015;;
293;Alle loonklassen;41100;Niet in te delen;2016;;
294;Alle loonklassen;41100;Niet in te delen;2017;;
295;Alle loonklassen;41100;Niet in te delen;2018;;
296;Alle loonklassen;41100;Niet in te delen;2019;;
297;Alle loonklassen;41100;Niet in te delen;2020;;
298;Alle loonklassen;41100;Niet in te delen;2021;;
299;Alle loonklassen;41100;Niet in te delen;2022;;
300;Alle loonklassen;53050;Caribisch Nederland;2011;960.0;12920.0
301;Alle loonklassen;53050;Caribisch Nederland;2012;990.0;13380.0
302;Alle loonklassen;53050;Caribisch Nederland;2013;1040.0;13810.0
303;Alle loonklassen;53050;Caribisch Nederland;2014;1080.0;13880.0
304;Alle loonklassen;53050;Caribisch Nederland;2015;1140.0;13440.0
305;Alle loonklassen;53050;Caribisch Nederland;2016;1250.0;12950.0
306;Alle loonklassen;53050;Caribisch Nederland;2017;1280.0;13180.0
307;Alle loonklassen;53050;Caribisch Nederland;2018;1390.0;13190.0
308;Alle loonklassen;53050;Caribisch Nederland;2019;1400.0;13490.0
309;Alle loonklassen;53050;Caribisch Nederland;2020;1240.0;13660.0
310;Alle loonklassen;53050;Caribisch Nederland;2021;1410.0;13670.0
311;Alle loonklassen;53050;Caribisch Nederland;2022;1570.0;14390.0
312;Alle loonklassen;53050;Bonaire;2011;830.0;12030.0
313;Alle loonklassen;53050;Bonaire;2012;880.0;12680.0
314;Alle loonklassen;53050;Bonaire;2013;910.0;13010.0
315;Alle loonklassen;53050;Bonaire;2014;960.0;13110.0
316;Alle loonklassen;53050;Bonaire;2015;1010.0;12710.0
317;Alle loonklassen;53050;Bonaire;2016;1110.0;12350.0
318;Alle loonklassen;53050;Bonaire;2017;1140.0;12690.0
319;Alle loonklassen;53050;Bonaire;2018;1240.0;12860.0
320;Alle loonklassen;53050;Bonaire;2019;1260.0;13090.0
321;Alle loonklassen;53050;Bonaire;2020;1110.0;13110.0
322;Alle loonklassen;53050;Bonaire;2021;1270.0;13310.0
323;Alle loonklassen;53050;Bonaire;2022;1420.0;14210.0
324;Alle loonklassen;53050;Sint-Eustatius;2011;70.0;19390.0
325;Alle loonklassen;53050;Sint-Eustatius;2012;60.0;21260.0
326;Alle loonklassen;53050;Sint-Eustatius;2013;70.0;24640.0
327;Alle loonklassen;53050;Sint-Eustatius;2014;50.0;25720.0
328;Alle loonklassen;53050;Sint-Eustatius;2015;60.0;22810.0
329;Alle loonklassen;53050;Sint-Eustatius;2016;50.0;22770.0
330;Alle loonklassen;53050;Sint-Eustatius;2017;60.0;22040.0
331;Alle loonklassen;53050;Sint-Eustatius;2018;80.0;15970.0
332;Alle loonklassen;53050;Sint-Eustatius;2019;70.0;16820.0
333;Alle loonklassen;53050;Sint-Eustatius;2020;70.0;17130.0
334;Alle loonklassen;53050;Sint-Eustatius;2021;70.0;16850.0
335;Alle loonklassen;53050;Sint-Eustatius;2022;100.0;16440.0
336;Alle loonklassen;53050;Saba;2011;60.0;17870.0
337;Alle loonklassen;53050;Saba;2012;50.0;16310.0
338;Alle loonklassen;53050;Saba;2013;60.0;14000.0
339;Alle loonklassen;53050;Saba;2014;70.0;15400.0
340;Alle loonklassen;53050;Saba;2015;70.0;15830.0
341;Alle loonklassen;53050;Saba;2016;80.0;14400.0
342;Alle loonklassen;53050;Saba;2017;80.0;13520.0
343;Alle loonklassen;53050;Saba;2018;70.0;15910.0
344;Alle loonklassen;53050;Saba;2019;70.0;17480.0
345;Alle loonklassen;53050;Saba;2020;70.0;19150.0
346;Alle loonklassen;53050;Saba;2021;60.0;17450.0
347;Alle loonklassen;53050;Saba;2022;50.0;15650.0
348;Alle loonklassen;53050;Niet in te delen;2011;;
349;Alle loonklassen;53050;Niet in te delen;2012;;
350;Alle loonklassen;53050;Niet in te delen;2013;;
351;Alle loonklassen;53050;Niet in te delen;2014;;
352;Alle loonklassen;53050;Niet in te delen;2015;;
353;Alle loonklassen;53050;Niet in te delen;2016;;
354;Alle loonklassen;53050;Niet in te delen;2017;;
355;Alle loonklassen;53050;Niet in te delen;2018;;
356;Alle loonklassen;53050;Niet in te delen;2019;;
357;Alle loonklassen;53050;Niet in te delen;2020;;
358;Alle loonklassen;53050;Niet in te delen;2021;;
359;Alle loonklassen;53050;Niet in te delen;2022;;
360;Alle loonklassen;53500;Caribisch Nederland;2011;1820.0;20260.0
361;Alle loonklassen;53500;Caribisch Nederland;2012;1880.0;21990.0
362;Alle loonklassen;53500;Caribisch Nederland;2013;2010.0;22480.0
363;Alle loonklassen;53500;Caribisch Nederland;2014;2250.0;23030.0
364;Alle loonklassen;53500;Caribisch Nederland;2015;2510.0;23490.0
365;Alle loonklassen;53500;Caribisch Nederland;2016;2670.0;23290.0
366;Alle loonklassen;53500;Caribisch Nederland;2017;2750.0;23940.0
367;Alle loonklassen;53500;Caribisch Nederland;2018;2890.0;23620.0
368;Alle loonklassen;53500;Caribisch Nederland;2019;3060.0;24260.0
369;Alle loonklassen;53500;Caribisch Nederland;2020;3110.0;23970.0
370;Alle loonklassen;53500;Caribisch Nederland;2021;3280.0;24270.0
371;Alle loonklassen;53500;Caribisch Nederland;2022;3310.0;25910.0
372;Alle loonklassen;53500;Bonaire;2011;1470.0;19160.0
373;Alle loonklassen;53500;Bonaire;2012;1510.0;20700.0
374;Alle loonklassen;53500;Bonaire;2013;1610.0;20940.0
375;Alle loonklassen;53500;Bonaire;2014;1800.0;21700.0
376;Alle loonklassen;53500;Bonaire;2015;2050.0;21960.0
377;Alle loonklassen;53500;Bonaire;2016;2210.0;22060.0
378;Alle loonklassen;53500;Bonaire;2017;2260.0;22600.0
379;Alle loonklassen;53500;Bonaire;2018;2380.0;23080.0
380;Alle loonklassen;53500;Bonaire;2019;2570.0;23690.0
381;Alle loonklassen;53500;Bonaire;2020;2590.0;23560.0
382;Alle loonklassen;53500;Bonaire;2021;2770.0;23670.0
383;Alle loonklassen;53500;Bonaire;2022;2820.0;25070.0
384;Alle loonklassen;53500;Sint-Eustatius;2011;210.0;25090.0
385;Alle loonklassen;53500;Sint-Eustatius;2012;210.0;28610.0
386;Alle loonklassen;53500;Sint-Eustatius;2013;250.0;30720.0
387;Alle loonklassen;53500;Sint-Eustatius;2014;290.0;30620.0
388;Alle loonklassen;53500;Sint-Eustatius;2015;310.0;33210.0
389;Alle loonklassen;53500;Sint-Eustatius;2016;300.0;32100.0
390;Alle loonklassen;53500;Sint-Eustatius;2017;310.0;34250.0
391;Alle loonklassen;53500;Sint-Eustatius;2018;330.0;28060.0
392;Alle loonklassen;53500;Sint-Eustatius;2019;300.0;29000.0
393;Alle loonklassen;53500;Sint-Eustatius;2020;320.0;25650.0
394;Alle loonklassen;53500;Sint-Eustatius;2021;320.0;27810.0
395;Alle loonklassen;53500;Sint-Eustatius;2022;290.0;29860.0
396;Alle loonklassen;53500;Saba;2011;140.0;24340.0
397;Alle loonklassen;53500;Saba;2012;150.0;25470.0
398;Alle loonklassen;53500;Saba;2013;140.0;25480.0
399;Alle loonklassen;53500;Saba;2014;150.0;24210.0
400;Alle loonklassen;53500;Saba;2015;150.0;24360.0
401;Alle loonklassen;53500;Saba;2016;170.0;23660.0
402;Alle loonklassen;53500;Saba;2017;190.0;23110.0
403;Alle loonklassen;53500;Saba;2018;180.0;22640.0
404;Alle loonklassen;53500;Saba;2019;180.0;24460.0
405;Alle loonklassen;53500;Saba;2020;200.0;26550.0
406;Alle loonklassen;53500;Saba;2021;190.0;27270.0
407;Alle loonklassen;53500;Saba;2022;200.0;32000.0
408;Alle loonklassen;53500;Niet in te delen;2011;10.0;30790.0
409;Alle loonklassen;53500;Niet in te delen;2012;;
410;Alle loonklassen;53500;Niet in te delen;2013;;
411;Alle loonklassen;53500;Niet in te delen;2014;;
412;Alle loonklassen;53500;Niet in te delen;2015;;
413;Alle loonklassen;53500;Niet in te delen;2016;;
414;Alle loonklassen;53500;Niet in te delen;2017;;
415;Alle loonklassen;53500;Niet in te delen;2018;;
416;Alle loonklassen;53500;Niet in te delen;2019;;
417;Alle loonklassen;53500;Niet in te delen;2020;;
418;Alle loonklassen;53500;Niet in te delen;2021;;
419;Alle loonklassen;53500;Niet in te delen;2022;;
420;Alle loonklassen;53700;Caribisch Nederland;2011;2190.0;25240.0
421;Alle loonklassen;53700;Caribisch Nederland;2012;2180.0;26960.0
422;Alle loonklassen;53700;Caribisch Nederland;2013;2210.0;27510.0
423;Alle loonklassen;53700;Caribisch Nederland;2014;2300.0;28700.0
424;Alle loonklassen;53700;Caribisch Nederland;2015;2500.0;28310.0
425;Alle loonklassen;53700;Caribisch Nederland;2016;2570.0;28300.0
426;Alle loonklassen;53700;Caribisch Nederland;2017;2650.0;29200.0
427;Alle loonklassen;53700;Caribisch Nederland;2018;2780.0;28070.0
428;Alle loonklassen;53700;Caribisch Nederland;2019;2930.0;28990.0
429;Alle loonklassen;53700;Caribisch Nederland;2020;3030.0;28980.0
430;Alle loonklassen;53700;Caribisch Nederland;2021;3170.0;29750.0
431;Alle loonklassen;53700;Caribisch Nederland;2022;3240.0;30750.0
432;Alle loonklassen;53700;Bonaire;2011;1700.0;23750.0
