ID;Geslacht;Leeftijd;Geboorteland;CaribischNederland;Perioden;BevolkingOp1Januari_1
2802;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2013;0
2803;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2014;0
2804;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2015;0
2805;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2016;0
2806;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2017;0
2807;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2018;0
2808;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2019;0
2809;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2020;0
2810;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2021;2
2811;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2022;1
2812;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2023;1
2813;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Caribisch Nederland;2024;0
2814;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2011;1
2815;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2012;0
2816;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2013;0
2817;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2014;0
2818;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2015;0
2819;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2016;0
2820;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2017;0
2821;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2018;0
2822;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2019;0
2823;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2020;0
2824;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2021;1
2825;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2022;0
2826;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2023;1
2827;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Bonaire;2024;0
2828;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2011;0
2829;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2012;0
2830;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2013;0
2831;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2014;0
2832;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2015;0
2833;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2016;0
2834;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2017;0
2835;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2018;0
2836;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2019;0
2837;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2020;0
2838;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2021;0
2839;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2022;0
2840;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2023;0
2841;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Sint Eustatius;2024;0
2842;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2011;0
2843;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2012;0
2844;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2013;0
2845;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2014;0
2846;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2015;0
2847;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2016;0
2848;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2017;0
2849;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2018;0
2850;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2019;0
2851;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2020;0
2852;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2021;1
2853;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2022;1
2854;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2023;0
2855;Totaal mannen en vrouwen;0 tot 5 jaar;Oceanië;Saba;2024;0
2856;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2011;1148
2857;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2012;1125
2858;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2013;1154
2859;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2014;1212
2860;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2015;1189
2861;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2016;1200
2862;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2017;1212
2863;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2018;1214
2864;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2019;1223
2865;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2020;1211
2866;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2021;1320
2867;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2022;1355
2868;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2023;1380
2869;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Caribisch Nederland;2024;1411
2870;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2011;886
2871;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2012;868
2872;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2013;907
2873;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2014;947
2874;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2015;947
2875;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2016;959
2876;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2017;970
2877;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2018;968
2878;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2019;978
2879;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2020;969
2880;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2021;1066
2881;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2022;1095
2882;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2023;1114
2883;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Bonaire;2024;1150
2884;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2011;180
2885;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2012;187
2886;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2013;170
2887;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2014;192
2888;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2015;176
2889;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2016;170
2890;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2017;171
2891;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2018;168
2892;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2019;161
2893;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2020;158
2894;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2021;176
2895;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2022;185
2896;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2023;194
2897;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Sint Eustatius;2024;183
2898;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2011;82
2899;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2012;70
2900;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2013;77
2901;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2014;73
2902;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2015;66
2903;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2016;71
2904;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2017;71
2905;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2018;78
2906;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2019;84
2907;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2020;84
2908;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2021;78
2909;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2022;75
2910;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2023;72
2911;Totaal mannen en vrouwen;0 tot 5 jaar;Midden- en Zuid-Amerika;Saba;2024;78
2912;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2011;10
2913;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2012;17
2914;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2013;15
2915;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2014;13
2916;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2015;15
2917;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2016;14
2918;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2017;13
2919;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2018;17
2920;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2019;22
2921;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2020;20
2922;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2021;15
2923;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2022;9
2924;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2023;10
2925;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Caribisch Nederland;2024;5
2926;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2011;4
2927;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2012;8
2928;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2013;5
2929;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2014;6
2930;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2015;6
2931;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2016;6
2932;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2017;5
2933;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2018;7
2934;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2019;5
2935;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2020;5
2936;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2021;3
2937;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2022;2
2938;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2023;2
2939;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Bonaire;2024;2
2940;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2011;3
2941;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2012;4
2942;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2013;4
2943;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2014;4
2944;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2015;3
2945;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2016;0
2946;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2017;0
2947;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2018;0
2948;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2019;4
2949;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2020;3
2950;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2021;3
2951;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2022;3
2952;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2023;4
2953;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Sint Eustatius;2024;0
2954;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2011;3
2955;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2012;5
2956;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2013;6
2957;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2014;3
2958;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2015;6
2959;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2016;8
2960;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2017;8
2961;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2018;10
2962;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2019;13
2963;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2020;12
2964;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2021;9
2965;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2022;4
2966;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2023;4
2967;Totaal mannen en vrouwen;0 tot 5 jaar;Noord-Amerika;Saba;2024;3
2968;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2011;334
2969;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2012;302
2970;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2013;287
2971;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2014;263
2972;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2015;229
2973;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2016;239
2974;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2017;238
2975;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2018;235
2976;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2019;258
2977;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2020;267
2978;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2021;289
2979;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2022;294
2980;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2023;302
2981;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Caribisch Nederland;2024;321
2982;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2011;191
2983;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2012;157
2984;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2013;146
2985;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2014;126
2986;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2015;98
2987;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2016;97
2988;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2017;89
2989;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2018;84
2990;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2019;92
2991;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2020;100
2992;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2021;135
2993;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2022;144
2994;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2023;146
2995;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Bonaire;2024;154
2996;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2011;86
2997;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2012;94
2998;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2013;83
2999;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2014;82
3000;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2015;81
3001;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2016;87
3002;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2017;90
3003;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2018;91
3004;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2019;102
3005;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2020;104
3006;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2021;98
3007;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2022;100
3008;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2023;107
3009;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Sint Eustatius;2024;104
3010;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2011;57
3011;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2012;51
3012;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2013;58
3013;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2014;55
3014;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2015;50
3015;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2016;55
3016;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2017;59
3017;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2018;60
3018;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2019;64
3019;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2020;63
3020;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2021;56
3021;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2022;50
3022;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2023;49
3023;Totaal mannen en vrouwen;0 tot 5 jaar;Aruba, Curaçao, Sint Maarten...;Saba;2024;63
3024;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2011;794
3025;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2012;806
3026;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2013;839
3027;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2014;910
3028;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2015;907
3029;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2016;897
3030;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2017;906
3031;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2018;902
3032;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2019;893
3033;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2020;886
3034;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2021;968
3035;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2022;1011
3036;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2023;1018
3037;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Caribisch Nederland;2024;1019
3038;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2011;682
3039;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2012;702
3040;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2013;741
3041;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2014;792
3042;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2015;807
3043;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2016;809
3044;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2017;825
3045;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2018;822
3046;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2019;827
3047;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2020;827
3048;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2021;880
3049;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2022;912
3050;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2023;926
3051;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Bonaire;2024;937
3052;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2011;91
3053;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2012;89
3054;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2013;83
3055;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2014;106
3056;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2015;91
3057;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2016;79
3058;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2017;74
3059;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2018;68
3060;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2019;49
3061;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2020;43
3062;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2021;69
3063;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2022;77
3064;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2023;75
3065;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Sint Eustatius;2024;71
3066;Totaal mannen en vrouwen;0 tot 5 jaar;Caribisch Nederland;Saba;2011;21
