ID;Geslacht;Leeftijd;BurgerlijkeStaat;Herkomstland;GeboortelandOuders;Perioden;PersonenMetAansprakenPartnerpensioen_1;PartnerOntvangtTotAOWDatum_2;PartnerOntvangtVanafAOWDatum_3;PartnerOntvangtTotAOWDatum_4;PartnerOntvangtVanafAOWDatum_5
0;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Totaal;2020;9991500.0;88021703.0;74054681.0;56067019.0;68657269.0
1;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Totaal;2021;10193090.0;92836843.0;77566931.0;65763568.0;69987636.0
2;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Totaal;2022;10320860.0;98377338.0;81798161.0;75644614.0;79297921.0
3;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Totaal;2023;10550440.0;105658764.0;87288667.0;77434554.0;82274718.0
4;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2020;7874490.0;77399760.0;65205910.0;48995907.0;60596536.0
5;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2021;7931030.0;81254758.0;68002295.0;57449999.0;61436624.0
6;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2022;7860400.0;84847482.0;70629066.0;64675798.0;68119310.0
7;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2023;7925860.0;90209591.0;74615857.0;65719457.0;70147479.0
8;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2020;2074430.0;10612488.0;8839749.0;7062148.0;8051592.0
9;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2021;2220870.0;11573114.0;9556013.0;8305431.0;8542826.0
10;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2022;2420690.0;13520110.0;11159809.0;10959408.0;11169177.0
11;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2023;2590000.0;15442924.0;12666691.0;11709150.0;12121275.0
12;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2020;846650.0;7193289.0;5995276.0;4565031.0;5636850.0
13;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2021;880800.0;7790794.0;6453025.0;5655667.0;5920193.0
14;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2022;910980.0;8498406.0;7027488.0;6735316.0;6983827.0
15;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2023;944470.0;9221011.0;7564178.0;6931209.0;7297185.0
16;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2020;7027840.0;70206471.0;59210635.0;44430876.0;54959685.0
17;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2021;7050220.0;73463965.0;61549270.0;51794332.0;55516431.0
18;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2022;6949420.0;76349077.0;63601578.0;57940483.0;61135483.0
19;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2023;6981390.0;80988580.0;67051679.0;58788248.0;62850294.0
20;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Onbekend;2020;42590.0;9455.0;9022.0;8964.0;9141.0
21;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Onbekend;2021;41190.0;8970.0;8623.0;8139.0;8186.0
22;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Onbekend;2022;39770.0;9745.0;9286.0;9408.0;9435.0
23;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Totaal;Onbekend;2023;34570.0;6248.0;6120.0;5946.0;5964.0
24;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Nederland;Totaal;2020;7027840.0;70206471.0;59210635.0;44430876.0;54959685.0
25;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Nederland;Totaal;2021;7050070.0;73463421.0;61548774.0;51793874.0;55515931.0
26;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Nederland;Totaal;2022;6949420.0;76349077.0;63601578.0;57940483.0;61135483.0
27;Totaal mannen en vrouwen;10000;Totaal burgerlijke staat;Nederland;Totaal;2023;6981390.0;80988580.0;67051679.0;58788248.0;62850294.0
