ID;Geslacht;LeeftijdOp31December;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;PeriodeLevensverwachting_4
0;Totaal mannen en vrouwen;0 jaar;2020;0.0031;100000;310;81.68
1;Totaal mannen en vrouwen;0 jaar;2021;0.00298;100000;298;82.2
2;Totaal mannen en vrouwen;0 jaar;2022;0.00287;100000;287;82.46
3;Totaal mannen en vrouwen;0 jaar;2023;0.00277;100000;277;82.67
4;Totaal mannen en vrouwen;0 jaar;2024;0.00266;100000;266;82.83
5;Totaal mannen en vrouwen;0 jaar;2025;0.00256;100000;256;82.99
6;Totaal mannen en vrouwen;0 jaar;2026;0.00247;100000;247;83.15
7;Totaal mannen en vrouwen;0 jaar;2027;0.00237;100000;237;83.31
8;Totaal mannen en vrouwen;0 jaar;2028;0.00229;100000;229;83.47
9;Totaal mannen en vrouwen;0 jaar;2029;0.0022;100000;220;83.63
10;Totaal mannen en vrouwen;0 jaar;2030;0.00212;100000;212;83.79
11;Totaal mannen en vrouwen;0 jaar;2031;0.00204;100000;204;83.95
12;Totaal mannen en vrouwen;0 jaar;2032;0.00197;100000;197;84.11
13;Totaal mannen en vrouwen;0 jaar;2033;0.00189;100000;189;84.27
14;Totaal mannen en vrouwen;0 jaar;2034;0.00182;100000;182;84.43
15;Totaal mannen en vrouwen;0 jaar;2035;0.00175;100000;175;84.59
16;Totaal mannen en vrouwen;0 jaar;2036;0.00168;100000;168;84.75
17;Totaal mannen en vrouwen;0 jaar;2037;0.00162;100000;162;84.91
18;Totaal mannen en vrouwen;0 jaar;2038;0.00156;100000;156;85.06
19;Totaal mannen en vrouwen;0 jaar;2039;0.0015;100000;150;85.21
20;Totaal mannen en vrouwen;0 jaar;2040;0.00144;100000;144;85.37
21;Totaal mannen en vrouwen;0 jaar;2041;0.00139;100000;139;85.52
22;Totaal mannen en vrouwen;0 jaar;2042;0.00134;100000;134;85.67
23;Totaal mannen en vrouwen;0 jaar;2043;0.00129;100000;129;85.81
24;Totaal mannen en vrouwen;0 jaar;2044;0.00124;100000;124;85.96
25;Totaal mannen en vrouwen;0 jaar;2045;0.0012;100000;120;86.1
26;Totaal mannen en vrouwen;0 jaar;2046;0.00116;100000;116;86.25
27;Totaal mannen en vrouwen;0 jaar;2047;0.00112;100000;112;86.39
28;Totaal mannen en vrouwen;0 jaar;2048;0.00107;100000;107;86.53
29;Totaal mannen en vrouwen;0 jaar;2049;0.00103;100000;103;86.67
30;Totaal mannen en vrouwen;0 jaar;2050;0.00099;100000;99;86.81
31;Totaal mannen en vrouwen;0 jaar;2051;0.00095;100000;95;86.94
32;Totaal mannen en vrouwen;0 jaar;2052;0.00092;100000;92;87.08
33;Totaal mannen en vrouwen;0 jaar;2053;0.00088;100000;88;87.21
34;Totaal mannen en vrouwen;0 jaar;2054;0.00085;100000;85;87.34
35;Totaal mannen en vrouwen;0 jaar;2055;0.00082;100000;82;87.47
36;Totaal mannen en vrouwen;0 jaar;2056;0.00078;100000;78;87.6
37;Totaal mannen en vrouwen;0 jaar;2057;0.00076;100000;76;87.73
38;Totaal mannen en vrouwen;0 jaar;2058;0.00072;100000;72;87.86
39;Totaal mannen en vrouwen;0 jaar;2059;0.0007;100000;70;87.99
40;Totaal mannen en vrouwen;0 jaar;2060;0.00067;100000;67;88.11
41;Totaal mannen en vrouwen;0 jaar;2061;0.00064;100000;64;88.23
42;Totaal mannen en vrouwen;0 jaar;2062;0.00062;100000;62;88.36
43;Totaal mannen en vrouwen;0 jaar;2063;0.0006;100000;60;88.48
44;Totaal mannen en vrouwen;0 jaar;2064;0.00058;100000;58;88.6
45;Totaal mannen en vrouwen;0 jaar;2065;0.00055;100000;55;88.72
46;Totaal mannen en vrouwen;0 jaar;2066;0.00053;100000;53;88.83
47;Totaal mannen en vrouwen;0 jaar;2067;0.00051;100000;51;88.95
48;Totaal mannen en vrouwen;0 jaar;2068;0.00049;100000;49;89.06
49;Totaal mannen en vrouwen;0 jaar;2069;0.00047;100000;47;89.18
50;Totaal mannen en vrouwen;0 jaar;2070;0.00045;100000;45;89.29
51;Totaal mannen en vrouwen;1 jaar;2020;0.00036;99690;36;81.43
52;Totaal mannen en vrouwen;1 jaar;2021;0.00035;99702;35;81.94
53;Totaal mannen en vrouwen;1 jaar;2022;0.00034;99713;34;82.2
54;Totaal mannen en vrouwen;1 jaar;2023;0.00032;99723;32;82.4
55;Totaal mannen en vrouwen;1 jaar;2024;0.00032;99734;32;82.55
56;Totaal mannen en vrouwen;1 jaar;2025;0.0003;99744;30;82.7
57;Totaal mannen en vrouwen;1 jaar;2026;0.00029;99753;29;82.86
58;Totaal mannen en vrouwen;1 jaar;2027;0.00028;99763;28;83.01
59;Totaal mannen en vrouwen;1 jaar;2028;0.00027;99771;27;83.16
60;Totaal mannen en vrouwen;1 jaar;2029;0.00026;99780;26;83.32
61;Totaal mannen en vrouwen;1 jaar;2030;0.00025;99788;25;83.47
62;Totaal mannen en vrouwen;1 jaar;2031;0.00024;99796;24;83.62
63;Totaal mannen en vrouwen;1 jaar;2032;0.00023;99803;23;83.78
64;Totaal mannen en vrouwen;1 jaar;2033;0.00022;99811;22;83.93
65;Totaal mannen en vrouwen;1 jaar;2034;0.00022;99818;22;84.08
