ID;Geslacht;SBI93;Perioden;TotaalAantalBanen_1;DoorlopendeBanen_2;Instroom_3;Uitstroom_4;SaldoVanInstroomEnUitstroom_5;Arbeidsverloop_6;GemiddeldeBaanduurBinnenHetJaar_7;GemiddeldAantalBanen_8;RelatiefArbeidsverloop_9;DoorlopendeBanenAlsVanGemAantal_10;TotaalAantalBanen_11;DoorlopendeBanen_12;Instroom_13;Uitstroom_14;SaldoVanInstroomEnUitstroom_15;Arbeidsverloop_16;GemiddeldeBaanduurBinnenHetJaar_17;GemiddeldAantalBanen_18;RelatiefArbeidsverloop_19;DoorlopendeBanenAlsVanGemAantal_20;TotaalAantalBanen_21;Instroom_22;Uitstroom_23;SaldoVanInstroomEnUitstroom_24;Arbeidsverloop_25;GemiddeldeBaanduurBinnenHetJaar_26;GemiddeldAantalBanen_27;RelatiefArbeidsverloop_28;TotaalAantalBanen_29;Instroom_30;Uitstroom_31;SaldoVanInstroomEnUitstroom_32;Arbeidsverloop_33;GemiddeldeBaanduurBinnenHetJaar_34;GemiddeldAantalBanen_35;RelatiefArbeidsverloop_36;TotaalAantalBanen_37;DoorlopendeBanen_38;Instroom_39;Uitstroom_40;SaldoVanInstroomEnUitstroom_41;Arbeidsverloop_42;GemiddeldeBaanduurBinnenHetJaar_43;GemiddeldAantalBanen_44;RelatiefArbeidsverloop_45;DoorlopendeBanenAlsVanGemAantal_46;Baancreatie_47;Baanvernietiging_48;SaldoBaancreatieEnBaanvernietiging_49;Baanreallocatie_50;BaanreallocatieAlsGemAantalBanen_51;TotaalAantalBanen_52;DoorlopendeBanen_53;Instroom_54;Uitstroom_55;SaldoVanInstroomEnUitstroom_56;Arbeidsverloop_57;GemiddeldeBaanduurBinnenHetJaar_58;GemiddeldAantalBanen_59;RelatiefArbeidsverloop_60;DoorlopendeBanenAlsVanGemAantal_61;TotaalAantalWerkzamePerioden_62;DoorlopendeWerkzamePerioden_63;Instroom_64;Uitstroom_65;SaldoVanInstroomEnUitstroom_66;Arbeidsverloop_67;GemDuurWerkzamePerBinnenHetJaar_68;GemiddeldAantalWerkzamePerioden_69;RelatiefArbeidsverloop_70;DoorlopendeWerkzamePerAlsGem_71;TotaalAantalWerkzamePerioden_72;DoorlopendeWerkzamePerioden_73;Instroom_74;Uitstroom_75;SaldoVanInstroomEnUitstroom_76;Arbeidsverloop_77;GemDuurWerkzamePerBinnenHetJaar_78;GemiddeldAantalWerkzamePerioden_79;RelatiefArbeidsverloop_80;DoorlopendeWerkzamePerAlsGem_81;Baanwisselaars_82;BaanwisselaarsAlsVanHetTotaal_83;TotaalAantalWerkzamePerioden_84;DoorlopendeWerkzamePerioden_85;Instroom_86;Uitstroom_87;SaldoVanInstroomEnUitstroom_88;Arbeidsverloop_89;GemDuurWerkzamePerBinnenHetJaar_90;GemiddeldAantalWerkzamePerioden_91;RelatiefArbeidsverloop_92;DoorlopendeWerkzamePerAlsGem_93
0;9;999;2001;12069.0;6296.0;4192.0;3984.0;208.0;8176.0;266.0;8811;34.0;71.0;10816.0;5284.0;4049.0;3860.0;189.0;7910.0;255.0;7559.0;37.0;70.0;1635.0;1601.0;1602.0;-1.0;3204.0;31.0;140.0;98.0;1520.0;1154.0;1175.0;-20.0;2329.0;164.0;682.0;77.0;7661.0;5284.0;1293.0;1084.0;210.0;2377.0;321.0;6736.0;16.0;78.0;575.0;386.0;189.0;961.0;13.0;1252;1012;143;124;19;267;365.0;1252;11.0;81.0;10009.0;6780.0;2312.0;2129.0;183.0;4441.0;302.0;8282;22.0;82.0;8878.0;5794.0;2233.0;2047.0;186.0;4281.0;294.0;7152;24.0;81.0;1157.0;13.0;1130;986;79;82;-3;160;365.0;1130;7.0;87.0
1;9;999;2002;11950.0;6489.0;3879.0;3878.0;2.0;7757.0;270.0;8851;32.0;73.0;10706.0;5460.0;3760.0;3759.0;1.0;7518.0;259.0;7607.0;35.0;72.0;1588.0;1555.0;1563.0;-8.0;3118.0;31.0;137.0;98.0;1382.0;1038.0;1087.0;-49.0;2125.0;164.0;620.0;77.0;7736.0;5460.0;1167.0;1109.0;59.0;2276.0;323.0;6851.0;15.0;80.0;504.0;503.0;1.0;1008.0;13.0;1244;1029;120;119;1;239;365.0;1244;10.0;83.0;9970.0;6897.0;2131.0;2112.0;19.0;4243.0;305.0;8324;21.0;83.0;8845.0;5902.0;2065.0;2034.0;31.0;4100.0;297.0;7199;23.0;82.0;1069.0;12.0;1125;996;66;78;-12;144;365.0;1125;6.0;88.0
2;9;999;2003;11571.0;6617.0;3521.0;3601.0;-81.0;7122.0;277.0;8796;31.0;75.0;10335.0;5603.0;3406.0;3467.0;-61.0;6873.0;267.0;7560.0;33.0;74.0;1506.0;1482.0;1484.0;-3.0;2966.0;31.0;128.0;98.0;1232.0;937.0;976.0;-39.0;1913.0;166.0;559.0;78.0;7596.0;5603.0;987.0;1006.0;-20.0;1993.0;330.0;6873.0;13.0;82.0;413.0;474.0;-61.0;887.0;12.0;1236;1014;115;134;-19;249;365.0;1236;10.0;82.0;9800.0;6928.0;1961.0;2042.0;-81.0;4003.0;309.0;8283;20.0;84.0;8684.0;5947.0;1897.0;1955.0;-58.0;3851.0;301.0;7167;22.0;83.0;908.0;10.0;1116;980;64;88;-23;152;365.0;1116;7.0;88.0
3;9;999;2004;11434.0;6688.0;3393.0;3434.0;-41.0;6828.0;279.0;8723;30.0;77.0;10183.0;5625.0;3283.0;3341.0;-58.0;6624.0;269.0;7472.0;33.0;75.0;1436.0;1415.0;1411.0;3.0;2826.0;31.0;123.0;98.0;1206.0;951.0;931.0;20.0;1883.0;167.0;549.0;78.0;7541.0;5625.0;917.0;998.0;-81.0;1916.0;330.0;6800.0;13.0;83.0;412.0;470.0;-58.0;883.0;12.0;1250;1063;110;93;17;203;366.0;1250;8.0;85.0;9730.0;6923.0;1936.0;1971.0;-35.0;3907.0;309.0;8211;20.0;84.0;8602.0;5908.0;1879.0;1906.0;-27.0;3784.0;301.0;7083;22.0;83.0;846.0;10.0;1128;1016;58;66;-8;123;366.0;1128;5.0;90.0
4;9;999;2005;11470.0;6540.0;3465.0;3580.0;-116.0;7045.0;279.0;8769;31.0;75.0;10198.0;5475.0;3354.0;3459.0;-105.0;6813.0;268.0;7497.0;33.0;73.0;1346.0;1321.0;1326.0;-4.0;2647.0;32.0;119.0;98.0;1352.0;1077.0;1064.0;13.0;2141.0;168.0;621.0;79.0;7500.0;5475.0;956.0;1070.0;-114.0;2025.0;329.0;6756.0;14.0;81.0;421.0;526.0;-105.0;947.0;13.0;1272;1065;110;121;-11;231;365.0;1272;9.0;84.0;9754.0;6894.0;1975.0;2004.0;-29.0;3979.0;309.0;8252;20.0;84.0;8608.0;5874.0;1917.0;1921.0;-4.0;3837.0;301.0;7105;22.0;83.0;914.0;11.0;1146;1020;58;83;-25;141;365.0;1146;6.0;89.0
5;9;999;2006;11835.0;6527.0;3890.0;3520.0;370.0;7410.0;275.0;8920;31.0;73.0;10542.0;5462.0;3736.0;3417.0;319.0;7152.0;264.0;7626.0;34.0;72.0;1361.0;1341.0;1330.0;11.0;2671.0;36.0;133.0;98.0;1425.0;1145.0;1043.0;102.0;2188.0;161.0;630.0;77.0;7756.0;5462.0;1250.0;1044.0;207.0;2294.0;323.0;6864.0;15.0;80.0;731.0;412.0;319.0;1142.0;15.0;1293;1064;154;104;50;258;365.0;1293;10.0;82.0;9947.0;7003.0;2137.0;1847.0;290.0;3984.0;308.0;8392;20.0;83.0;8782.0;5965.0;2058.0;1782.0;275.0;3840.0;300.0;7227;22.0;83.0;1025.0;12.0;1165;1038;79;65;14;144;365.0;1165;6.0;89.0
6;9;999;2007;12358.0;6635.0;4092.0;3816.0;276.0;7908.0;270.0;9150;32.0;73.0;11045.0;5546.0;3951.0;3709.0;241.0;7660.0;259.0;7837.0;35.0;71.0;1439.0;1408.0;1404.0;4.0;2811.0;35.0;139.0;98.0;1600.0;1218.0;1170.0;49.0;2388.0;156.0;682.0;75.0;8006.0;5546.0;1324.0;1136.0;188.0;2461.0;320.0;7016.0;15.0;79.0;699.0;458.0;241.0;1158.0;15.0;1313;1089;141;107;35;248;365.0;1313;9.0;83.0;10269.0;7178.0;2219.0;1954.0;265.0;4173.0;306.0;8606;20.0;83.0;9088.0;6127.0;2139.0;1887.0;252.0;4026.0;298.0;7425;22.0;83.0;1142.0;13.0;1181;1051;80;67;12;147;365.0;1181;6.0;89.0
7;9;999;2008;12526.0;6817.0;4002.0;3922.0;80.0;7924.0;271.0;9284;32.0;73.0;11212.0;5703.0;3881.0;3817.0;64.0;7698.0;260.0;7969.0;34.0;72.0;;;;;;;;;;;;;;;;;;;;;;;;;;;535.0;471.0;64.0;1006.0;13.0;1315;1114;122;105;17;227;366.0;1315;9.0;85.0;10404.0;7329.0;2141.0;2026.0;116.0;4167.0;307.0;8731;20.0;84.0;9224.0;6262.0;2077.0;1961.0;117.0;4038.0;300.0;7550;22.0;83.0;1137.0;12.0;1180;1067;64;65;-1;129;366.0;1180;5.0;90.0
8;9;1;2001;441.0;230.0;172.0;175.0;-2.0;347.0;254.0;307;39.0;75.0;271.0;76.0;165.0;164.0;1.0;329.0;184.0;136.0;61.0;56.0;107.0;107.0;107.0;0.0;213.0;34.0;10.0;99.0;39.0;34.0;34.0;-1.0;68.0;180.0;19.0;87.0;124.0;76.0;25.0;23.0;1.0;48.0;314.0;107.0;19.0;71.0;14.0;13.0;1.0;27.0;20.0;171;153;8;11;-3;19;365.0;171;5.0;90.0;379.0;228.0;126.0;124.0;2.0;249.0;273.0;283;33.0;80.0;224.0;83.0;122.0;116.0;6.0;238.0;209.0;128;53.0;65.0;25.0;11.0;155;144;4;7;-4;11;365.0;155;4.0;93.0
9;9;1;2002;436.0;236.0;164.0;166.0;-2.0;330.0;257.0;307;38.0;77.0;266.0;80.0;159.0;157.0;2.0;316.0;188.0;137.0;59.0;58.0;105.0;104.0;104.0;0.0;209.0;35.0;10.0;100.0;35.0;31.0;31.0;0.0;62.0;179.0;17.0;87.0;126.0;80.0;24.0;22.0;2.0;45.0;318.0;109.0;18.0;73.0;13.0;12.0;2.0;25.0;18.0;170;156;5;9;-4;15;365.0;170;4.0;92.0;377.0;232.0;123.0;121.0;2.0;244.0;274.0;283;32.0;82.0;223.0;85.0;120.0;115.0;6.0;235.0;210.0;128;53.0;66.0;23.0;10.0;155;147;2;6;-4;9;365.0;155;3.0;95.0
