ID;Bouwfasen;Regio;Perioden;TotaleBouwkostenGebouwen_1;BouwkostenGebouwenNietNieuwbouw_2;BouwkostenGebouwenNieuwbouw_3;Wonen_4;ALandbouwBosbouwEnVisserij_5;BFNijverheidEnEnergie_6;GIHandelEnHoreca_7;HJVervoerInformatieEnCommunicatie_8;KNFinancieleEnZakelijkeDiensten_9;OOpenbaarBestuurEnOverheidsdiensten_10;POnderwijs_11;QGezondheidsEnWelzijnszorg_12;RUCultuurRecreatieOverigeDiensten_13
12;Ontvangen orders;Nederland;2015 oktober;953;265;688;461.0;23.0;31.0;29.0;16.0;5.0;60.0;28.0;26.0;10.0
13;Ontvangen orders;Nederland;2015 november;868;211;657;404.0;17.0;31.0;66.0;34.0;7.0;0.0;40.0;35.0;22.0
14;Ontvangen orders;Nederland;2015 december;1054;284;769;500.0;24.0;26.0;84.0;23.0;29.0;1.0;34.0;27.0;22.0
15;Ontvangen orders;Nederland;2015 4e kwartaal;2874;760;2114;1365.0;64.0;88.0;179.0;73.0;41.0;61.0;102.0;88.0;53.0
16;Ontvangen orders;Nederland;2015;12877;2992;9885;6668.0;379.0;347.0;531.0;449.0;500.0;71.0;378.0;347.0;215.0
17;Ontvangen orders;Nederland;2016 januari;780;192;588;428.0;31.0;34.0;11.0;13.0;21.0;0.0;21.0;22.0;6.0
18;Ontvangen orders;Nederland;2016 februari;943;272;670;441.0;35.0;50.0;46.0;28.0;4.0;0.0;21.0;30.0;15.0
19;Ontvangen orders;Nederland;2016 maart;1082;273;809;528.0;44.0;24.0;77.0;58.0;19.0;0.0;27.0;18.0;14.0
20;Ontvangen orders;Nederland;2016 1e kwartaal;2805;737;2067;1397.0;110.0;108.0;134.0;99.0;44.0;0.0;69.0;69.0;36.0
21;Ontvangen orders;Nederland;2016 april;1165;304;861;492.0;48.0;39.0;47.0;22.0;67.0;3.0;18.0;119.0;6.0
22;Ontvangen orders;Nederland;2016 mei;1079;272;807;564.0;26.0;23.0;69.0;31.0;20.0;1.0;27.0;22.0;25.0
23;Ontvangen orders;Nederland;2016 juni;1207;324;882;602.0;39.0;51.0;68.0;53.0;8.0;0.0;7.0;27.0;25.0
24;Ontvangen orders;Nederland;2016 2e kwartaal;3451;901;2550;1658.0;113.0;114.0;184.0;105.0;94.0;5.0;53.0;168.0;56.0
25;Ontvangen orders;Nederland;2016 juli;1069;261;808;557.0;28.0;21.0;22.0;47.0;13.0;4.0;59.0;20.0;38.0
26;Ontvangen orders;Nederland;2016 augustus;1023;308;715;515.0;32.0;25.0;15.0;34.0;41.0;1.0;17.0;16.0;18.0
27;Ontvangen orders;Nederland;2016 september;1382;338;1044;704.0;23.0;71.0;25.0;135.0;10.0;2.0;10.0;20.0;44.0
28;Ontvangen orders;Nederland;2016 3e kwartaal;3475;907;2568;1776.0;84.0;117.0;63.0;215.0;64.0;7.0;85.0;56.0;100.0
29;Ontvangen orders;Nederland;2016 oktober;1121;198;923;698.0;23.0;29.0;22.0;23.0;46.0;28.0;2.0;30.0;22.0
30;Ontvangen orders;Nederland;2016 november;1256;267;989;645.0;40.0;93.0;84.0;57.0;31.0;0.0;6.0;27.0;6.0
31;Ontvangen orders;Nederland;2016 december;1367;329;1038;679.0;19.0;48.0;62.0;39.0;63.0;0.0;16.0;19.0;92.0
32;Ontvangen orders;Nederland;2016 4e kwartaal;3745;795;2950;2022.0;83.0;171.0;168.0;119.0;141.0;28.0;24.0;75.0;120.0
33;Ontvangen orders;Nederland;2016;13475;3340;10135;6854.0;390.0;509.0;549.0;537.0;343.0;40.0;231.0;369.0;313.0
34;Ontvangen orders;Nederland;2017 januari;1000;183;818;613.0;52.0;41.0;18.0;14.0;9.0;14.0;4.0;14.0;38.0
35;Ontvangen orders;Nederland;2017 februari;1368;300;1068;617.0;43.0;101.0;57.0;55.0;27.0;0.0;28.0;18.0;121.0
36;Ontvangen orders;Nederland;2017 maart;1560;319;1241;884.0;28.0;73.0;75.0;100.0;20.0;0.0;41.0;15.0;6.0
37;Ontvangen orders;Nederland;2017 1e kwartaal;3928;802;3127;2114.0;123.0;215.0;150.0;169.0;57.0;14.0;73.0;47.0;165.0
38;Ontvangen orders;Nederland;2017 april;1348;214;1134;881.0;29.0;69.0;45.0;15.0;29.0;0.0;26.0;14.0;25.0
39;Ontvangen orders;Nederland;2017 mei;1434;319;1115;691.0;25.0;83.0;57.0;37.0;10.0;3.0;120.0;30.0;61.0
40;Ontvangen orders;Nederland;2017 juni;1205;290;915;682.0;33.0;62.0;32.0;50.0;14.0;0.0;17.0;15.0;11.0
41;Ontvangen orders;Nederland;2017 2e kwartaal;3987;823;3164;2255.0;87.0;214.0;133.0;102.0;53.0;3.0;162.0;58.0;97.0
42;Ontvangen orders;Nederland;2017 juli;1826;388;1438;1038.0;37.0;69.0;151.0;53.0;19.0;0.0;29.0;25.0;17.0
43;Ontvangen orders;Nederland;2017 augustus;1162;238;924;739.0;26.0;33.0;25.0;13.0;50.0;1.0;4.0;16.0;16.0
44;Ontvangen orders;Nederland;2017 september;1438;267;1171;882.0;40.0;90.0;40.0;35.0;19.0;3.0;5.0;30.0;28.0
45;Ontvangen orders;Nederland;2017 3e kwartaal;4426;893;3533;2659.0;102.0;193.0;216.0;101.0;88.0;4.0;38.0;71.0;61.0
46;Ontvangen orders;Nederland;2017 oktober;1703;426;1277;917.0;;;;;;;;;
47;Ontvangen orders;Nederland;2017 november;1619;357;1262;802.0;;;;;;;;;
48;Ontvangen orders;Nederland;2017 december;1353;333;1020;727.0;;;;;;;;;
49;Ontvangen orders;Nederland;2017 4e kwartaal;4675;1115;3560;2446.0;;;;;;;;;
50;Ontvangen orders;Nederland;2017;17016;3633;13384;9473.0;;;;;;;;;
51;Ontvangen orders;Nederland;2018 januari;1160;267;893;642.0;;;;;;;;;
52;Ontvangen orders;Nederland;2018 februari;1459;283;1177;855.0;;;;;;;;;
53;Ontvangen orders;Nederland;2018 maart;1509;299;1210;890.0;;;;;;;;;
54;Ontvangen orders;Nederland;2018 1e kwartaal;4128;849;3279;2387.0;;;;;;;;;
55;Ontvangen orders;Nederland;2018 april;1483;325;1158;697.0;;;;;;;;;
56;Ontvangen orders;Nederland;2018 mei;1382;247;1135;695.0;;;;;;;;;
57;Ontvangen orders;Nederland;2018 juni;1589;337;1253;884.0;;;;;;;;;
58;Ontvangen orders;Nederland;2018 2e kwartaal;4454;908;3545;2276.0;;;;;;;;;
59;Ontvangen orders;Nederland;2018 juli;1723;355;1368;941.0;;;;;;;;;
60;Ontvangen orders;Nederland;2018 augustus;1416;274;1142;729.0;;;;;;;;;
61;Ontvangen orders;Nederland;2018 september;1540;305;1234;947.0;;;;;;;;;
62;Ontvangen orders;Nederland;2018 3e kwartaal;4678;933;3745;2617.0;;;;;;;;;
63;Ontvangen orders;Nederland;2018 oktober;2159;354;1805;1394.0;;;;;;;;;
64;Ontvangen orders;Nederland;2018 november;1448;275;1173;800.0;;;;;;;;;
65;Ontvangen orders;Nederland;2018 december;1432;302;1130;841.0;;;;;;;;;
66;Ontvangen orders;Nederland;2018 4e kwartaal;5039;932;4108;3035.0;;;;;;;;;
67;Ontvangen orders;Nederland;2018;18299;3622;14677;10316.0;;;;;;;;;
68;Ontvangen orders;Nederland;2019 januari;1238;330;907;603.0;;;;;;;;;
69;Ontvangen orders;Nederland;2019 februari;1278;287;990;618.0;;;;;;;;;
70;Ontvangen orders;Nederland;2019 maart;1420;305;1116;759.0;;;;;;;;;
71;Ontvangen orders;Nederland;2019 1e kwartaal;3936;922;3013;1980.0;;;;;;;;;
72;Ontvangen orders;Nederland;2019 april;1482;267;1216;790.0;;;;;;;;;
73;Ontvangen orders;Nederland;2019 mei;1218;313;904;594.0;;;;;;;;;
74;Ontvangen orders;Nederland;2019 juni;1290;251;1038;687.0;;;;;;;;;
75;Ontvangen orders;Nederland;2019 2e kwartaal;3989;831;3158;2071.0;;;;;;;;;
76;Ontvangen orders;Nederland;2019 juli;1885;518;1367;907.0;;;;;;;;;
77;Ontvangen orders;Nederland;2019 augustus;963;228;734;527.0;;;;;;;;;
78;Ontvangen orders;Nederland;2019 september;1286;249;1037;767.0;;;;;;;;;
79;Ontvangen orders;Nederland;2019 3e kwartaal;4133;994;3139;2201.0;;;;;;;;;
80;Ontvangen orders;Nederland;2019 oktober;1815;368;1446;1085.0;;;;;;;;;
81;Ontvangen orders;Nederland;2019 november;1690;344;1346;837.0;;;;;;;;;
82;Ontvangen orders;Nederland;2019 december;1740;443;1296;917.0;;;;;;;;;
83;Ontvangen orders;Nederland;2019 4e kwartaal;5244;1155;4089;2839.0;;;;;;;;;
84;Ontvangen orders;Nederland;2019;17303;3903;13399;9091.0;;;;;;;;;
85;Ontvangen orders;Nederland;2020 januari;1228;323;905;673.0;;;;;;;;;
86;Ontvangen orders;Nederland;2020 februari;1472;345;1127;783.0;;;;;;;;;
87;Ontvangen orders;Nederland;2020 maart;1652;422;1230;937.0;;;;;;;;;
88;Ontvangen orders;Nederland;2020 1e kwartaal;4352;1090;3262;2392.0;;;;;;;;;
89;Ontvangen orders;Nederland;2020 april;1777;381;1396;880.0;;;;;;;;;
90;Ontvangen orders;Nederland;2020 mei;1372;381;990;651.0;;;;;;;;;
91;Ontvangen orders;Nederland;2020 juni;1566;269;1297;890.0;;;;;;;;;
92;Ontvangen orders;Nederland;2020 2e kwartaal;4715;1032;3683;2422.0;;;;;;;;;
93;Ontvangen orders;Nederland;2020 juli;2048;360;1688;1105.0;;;;;;;;;
94;Ontvangen orders;Nederland;2020 augustus;1178;247;932;547.0;;;;;;;;;
95;Ontvangen orders;Nederland;2020 september;1728;325;1403;1047.0;;;;;;;;;
96;Ontvangen orders;Nederland;2020 3e kwartaal;4954;931;4023;2700.0;;;;;;;;;
97;Ontvangen orders;Nederland;2020 oktober;1959;404;1555;1220.0;;;;;;;;;
98;Ontvangen orders;Nederland;2020 november;1700;355;1345;864.0;;;;;;;;;
99;Ontvangen orders;Nederland;2020 december;1994;350;1644;1313.0;;;;;;;;;
100;Ontvangen orders;Nederland;2020 4e kwartaal;5652;1109;4543;3396.0;;;;;;;;;
101;Ontvangen orders;Nederland;2020;19674;4162;15512;10910.0;;;;;;;;;
102;Ontvangen orders;Nederland;2021 januari;1484;264;1219;807.0;;;;;;;;;
103;Ontvangen orders;Nederland;2021 februari;1714;332;1382;996.0;;;;;;;;;
104;Ontvangen orders;Nederland;2021 maart;2464;418;2046;1428.0;;;;;;;;;
105;Ontvangen orders;Nederland;2021 1e kwartaal;5662;1015;4647;3231.0;;;;;;;;;
106;Ontvangen orders;Nederland;2021 april;2023;325;1699;1303.0;;;;;;;;;
107;Ontvangen orders;Nederland;2021 mei;1763;385;1377;977.0;;;;;;;;;
108;Ontvangen orders;Nederland;2021 juni;1836;368;1468;1156.0;;;;;;;;;
109;Ontvangen orders;Nederland;2021 2e kwartaal;5622;1078;4544;3437.0;;;;;;;;;
110;Ontvangen orders;Nederland;2021 juli;2340;500;1840;1216.0;;;;;;;;;
111;Ontvangen orders;Nederland;2021 augustus;1284;246;1038;686.0;;;;;;;;;
112;Ontvangen orders;Nederland;2021 september;1862;520;1342;877.0;;;;;;;;;
113;Ontvangen orders;Nederland;2021 3e kwartaal;5485;1265;4220;2779.0;;;;;;;;;
114;Ontvangen orders;Nederland;2021 oktober;1879;352;1527;1139.0;;;;;;;;;
115;Ontvangen orders;Nederland;2021 november;1989;410;1579;1130.0;;;;;;;;;
116;Ontvangen orders;Nederland;2021 december;2006;459;1548;1150.0;;;;;;;;;
117;Ontvangen orders;Nederland;2021 4e kwartaal;5874;1220;4654;3418.0;;;;;;;;;
118;Ontvangen orders;Nederland;2021;22643;4578;18065;12865.0;;;;;;;;;
119;Ontvangen orders;Nederland;2022 januari;1523;282;1241;873.0;;;;;;;;;
120;Ontvangen orders;Nederland;2022 februari;1450;359;1091;753.0;;;;;;;;;
121;Ontvangen orders;Nederland;2022 maart;2322;514;1808;1316.0;;;;;;;;;
122;Ontvangen orders;Nederland;2022 1e kwartaal;5295;1155;4140;2941.0;;;;;;;;;
123;Ontvangen orders;Nederland;2022 april;1484;387;1098;827.0;;;;;;;;;
124;Ontvangen orders;Nederland;2022 mei;1894;455;1439;903.0;;;;;;;;;
125;Ontvangen orders;Nederland;2022 juni;2156;594;1562;1081.0;;;;;;;;;
126;Ontvangen orders;Nederland;2022 2e kwartaal;5534;1435;4099;2811.0;;;;;;;;;
127;Ontvangen orders;Nederland;2022 juli;2157;464;1693;1165.0;;;;;;;;;
128;Ontvangen orders;Nederland;2022 augustus;1380;341;1039;611.0;;;;;;;;;
129;Ontvangen orders;Nederland;2022 september;1858;431;1427;1100.0;;;;;;;;;
130;Ontvangen orders;Nederland;2022 3e kwartaal;5395;1236;4159;2876.0;;;;;;;;;
131;Ontvangen orders;Nederland;2022 oktober;2135;331;1803;1188.0;;;;;;;;;
132;Ontvangen orders;Nederland;2022 november;1808;361;1447;889.0;;;;;;;;;
133;Ontvangen orders;Nederland;2022 december;1583;296;1287;805.0;;;;;;;;;
134;Ontvangen orders;Nederland;2022 4e kwartaal;5526;988;4538;2882.0;;;;;;;;;
135;Ontvangen orders;Nederland;2022;21750;4815;16935;11511.0;;;;;;;;;
136;Ontvangen orders;Nederland;2023 januari;1586;299;1287;650.0;;;;;;;;;
137;Ontvangen orders;Nederland;2023 februari;1578;415;1163;717.0;;;;;;;;;
138;Ontvangen orders;Nederland;2023 maart;1772;408;1364;906.0;;;;;;;;;
139;Ontvangen orders;Nederland;2023 1e kwartaal;4936;1122;3814;2272.0;;;;;;;;;
140;Ontvangen orders;Nederland;2023 april;1873;359;1515;1028.0;;;;;;;;;
141;Ontvangen orders;Nederland;2023 mei;1494;352;1141;701.0;;;;;;;;;
142;Ontvangen orders;Nederland;2023 juni;1898;410;1489;1058.0;;;;;;;;;
143;Ontvangen orders;Nederland;2023 2e kwartaal;5265;1121;4145;2787.0;;;;;;;;;
144;Ontvangen orders;Nederland;2023 juli;1527;391;1136;788.0;;;;;;;;;
145;Ontvangen orders;Nederland;2023 augustus;1295;388;907;570.0;;;;;;;;;
146;Ontvangen orders;Nederland;2023 september;1395;288;1108;866.0;;;;;;;;;
147;Ontvangen orders;Nederland;2023 3e kwartaal;4218;1067;3151;2224.0;;;;;;;;;
148;Ontvangen orders;Nederland;2023 oktober;2048;414;1634;1110.0;;;;;;;;;
149;Ontvangen orders;Nederland;2023 november;1572;395;1177;857.0;;;;;;;;;
150;Ontvangen orders;Nederland;2023 december;1674;375;1299;657.0;;;;;;;;;
151;Ontvangen orders;Nederland;2023 4e kwartaal;5295;1184;4110;2624.0;;;;;;;;;
152;Ontvangen orders;Nederland;2023;19714;4494;15220;9907.0;;;;;;;;;
153;Ontvangen orders;Nederland;2024 januari;1209;316;894;570.0;;;;;;;;;
154;Ontvangen orders;Nederland;2024 februari;1909;408;1501;1122.0;;;;;;;;;
155;Ontvangen orders;Nederland;2024 maart;2351;508;1843;1372.0;;;;;;;;;
156;Ontvangen orders;Nederland;2024 1e kwartaal;5469;1231;4238;3064.0;;;;;;;;;
157;Ontvangen orders;Nederland;2024 april;2398;368;2030;1169.0;;;;;;;;;
158;Ontvangen orders;Nederland;2024 mei;2432;424;2009;1309.0;;;;;;;;;
159;Ontvangen orders;Nederland;2024 juni;1835;298;1536;1039.0;;;;;;;;;
160;Ontvangen orders;Nederland;2024 2e kwartaal;6665;1090;5574;3517.0;;;;;;;;;
161;Ontvangen orders;Nederland;2024 juli;2370;584;1786;1248.0;;;;;;;;;
162;Ontvangen orders;Nederland;2024 augustus;1003;234;769;441.0;;;;;;;;;
163;Ontvangen orders;Nederland;2024 september;1334;251;1083;678.0;;;;;;;;;
164;Ontvangen orders;Nederland;2024 3e kwartaal;4706;1068;3638;2367.0;;;;;;;;;
165;Ontvangen orders;Nederland;2024 oktober;2024;336;1688;1198.0;;;;;;;;;
166;Ontvangen orders;Nederland;2024 november;1722;344;1378;1145.0;;;;;;;;;
167;Ontvangen orders;Nederland;2024 december;2151;338;1813;1410.0;;;;;;;;;
168;Ontvangen orders;Nederland;2024 4e kwartaal;5897;1018;4879;3754.0;;;;;;;;;
169;Ontvangen orders;Nederland;2024;22738;4408;18329;12701.0;;;;;;;;;
170;Ontvangen orders;Nederland;2025 januari;1204;276;929;608.0;;;;;;;;;
171;Ontvangen orders;Noord-Nederland (LD);2015 januari;100;26;73;38.0;3.0;2.0;1.0;0.0;2.0;0.0;19.0;0.0;9.0
172;Ontvangen orders;Noord-Nederland (LD);2015 februari;162;59;104;62.0;4.0;0.0;1.0;0.0;0.0;0.0;2.0;34.0;0.0
173;Ontvangen orders;Noord-Nederland (LD);2015 maart;103;25;78;52.0;6.0;1.0;0.0;0.0;1.0;0.0;3.0;15.0;0.0
174;Ontvangen orders;Noord-Nederland (LD);2015 1e kwartaal;365;110;254;152.0;13.0;3.0;2.0;0.0;3.0;0.0;23.0;49.0;9.0
175;Ontvangen orders;Noord-Nederland (LD);2015 april;104;30;74;40.0;5.0;1.0;15.0;0.0;1.0;0.0;12.0;0.0;0.0
176;Ontvangen orders;Noord-Nederland (LD);2015 mei;66;15;51;35.0;5.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0;0.0
177;Ontvangen orders;Noord-Nederland (LD);2015 juni;72;19;54;35.0;9.0;1.0;1.0;5.0;1.0;0.0;0.0;1.0;2.0
178;Ontvangen orders;Noord-Nederland (LD);2015 2e kwartaal;243;64;179;109.0;20.0;2.0;25.0;5.0;3.0;0.0;12.0;1.0;2.0
179;Ontvangen orders;Noord-Nederland (LD);2015 juli;68;18;51;34.0;7.0;4.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0
180;Ontvangen orders;Noord-Nederland (LD);2015 augustus;70;19;51;21.0;6.0;2.0;14.0;0.0;1.0;1.0;0.0;8.0;0.0
181;Ontvangen orders;Noord-Nederland (LD);2015 september;75;17;58;40.0;4.0;1.0;3.0;0.0;0.0;0.0;8.0;1.0;1.0
182;Ontvangen orders;Noord-Nederland (LD);2015 3e kwartaal;214;54;159;95.0;17.0;6.0;19.0;1.0;3.0;1.0;9.0;9.0;1.0
183;Ontvangen orders;Noord-Nederland (LD);2015 oktober;65;20;45;25.0;9.0;2.0;3.0;0.0;0.0;0.0;0.0;5.0;1.0
184;Ontvangen orders;Noord-Nederland (LD);2015 november;80;26;54;38.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;10.0;0.0
185;Ontvangen orders;Noord-Nederland (LD);2015 december;101;41;60;27.0;5.0;1.0;23.0;1.0;1.0;0.0;2.0;1.0;0.0
186;Ontvangen orders;Noord-Nederland (LD);2015 4e kwartaal;246;87;159;89.0;17.0;3.0;27.0;2.0;2.0;0.0;2.0;16.0;1.0
187;Ontvangen orders;Noord-Nederland (LD);2015;1068;316;752;446.0;66.0;14.0;74.0;8.0;10.0;1.0;47.0;74.0;13.0
188;Ontvangen orders;Noord-Nederland (LD);2016 januari;51;19;32;20.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;8.0;0.0
189;Ontvangen orders;Noord-Nederland (LD);2016 februari;57;21;36;26.0;4.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0
190;Ontvangen orders;Noord-Nederland (LD);2016 maart;92;25;67;51.0;7.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0
191;Ontvangen orders;Noord-Nederland (LD);2016 1e kwartaal;200;65;136;97.0;14.0;5.0;3.0;1.0;2.0;0.0;2.0;13.0;1.0
192;Ontvangen orders;Noord-Nederland (LD);2016 april;81;30;50;40.0;5.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0
193;Ontvangen orders;Noord-Nederland (LD);2016 mei;76;26;50;40.0;5.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0
194;Ontvangen orders;Noord-Nederland (LD);2016 juni;92;33;59;45.0;4.0;1.0;3.0;0.0;1.0;0.0;2.0;0.0;3.0
195;Ontvangen orders;Noord-Nederland (LD);2016 2e kwartaal;249;90;160;124.0;14.0;3.0;5.0;2.0;2.0;0.0;2.0;1.0;5.0
196;Ontvangen orders;Noord-Nederland (LD);2016 juli;84;25;59;47.0;6.0;1.0;3.0;2.0;1.0;0.0;0.0;1.0;0.0
197;Ontvangen orders;Noord-Nederland (LD);2016 augustus;105;25;81;74.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0
198;Ontvangen orders;Noord-Nederland (LD);2016 september;88;27;61;52.0;3.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0
199;Ontvangen orders;Noord-Nederland (LD);2016 3e kwartaal;277;76;201;173.0;11.0;2.0;4.0;7.0;1.0;0.0;0.0;1.0;2.0
200;Ontvangen orders;Noord-Nederland (LD);2016 oktober;80;18;61;42.0;6.0;1.0;1.0;0.0;1.0;0.0;0.0;10.0;0.0
201;Ontvangen orders;Noord-Nederland (LD);2016 november;83;31;52;40.0;2.0;4.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0
202;Ontvangen orders;Noord-Nederland (LD);2016 december;99;24;75;61.0;2.0;6.0;2.0;3.0;1.0;0.0;0.0;1.0;0.0
203;Ontvangen orders;Noord-Nederland (LD);2016 4e kwartaal;261;73;188;143.0;10.0;10.0;6.0;3.0;5.0;0.0;0.0;11.0;0.0
204;Ontvangen orders;Noord-Nederland (LD);2016;988;304;684;536.0;49.0;21.0;18.0;13.0;9.0;0.0;4.0;26.0;8.0
205;Ontvangen orders;Noord-Nederland (LD);2017 januari;64;14;50;43.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0
206;Ontvangen orders;Noord-Nederland (LD);2017 februari;106;19;87;59.0;1.0;6.0;1.0;2.0;1.0;0.0;12.0;2.0;3.0
207;Ontvangen orders;Noord-Nederland (LD);2017 maart;145;27;118;91.0;5.0;12.0;5.0;2.0;1.0;0.0;1.0;0.0;1.0
208;Ontvangen orders;Noord-Nederland (LD);2017 1e kwartaal;315;60;255;193.0;8.0;20.0;6.0;5.0;2.0;0.0;13.0;2.0;5.0
209;Ontvangen orders;Noord-Nederland (LD);2017 april;89;16;73;42.0;2.0;10.0;2.0;1.0;11.0;0.0;0.0;2.0;3.0
210;Ontvangen orders;Noord-Nederland (LD);2017 mei;240;30;211;71.0;5.0;6.0;1.0;0.0;1.0;0.0;113.0;4.0;9.0
211;Ontvangen orders;Noord-Nederland (LD);2017 juni;123;30;93;76.0;4.0;6.0;4.0;0.0;1.0;0.0;2.0;0.0;1.0
212;Ontvangen orders;Noord-Nederland (LD);2017 2e kwartaal;453;75;377;189.0;11.0;22.0;7.0;1.0;12.0;0.0;115.0;7.0;13.0
213;Ontvangen orders;Noord-Nederland (LD);2017 juli;119;28;91;69.0;3.0;4.0;0.0;2.0;1.0;0.0;3.0;0.0;8.0
214;Ontvangen orders;Noord-Nederland (LD);2017 augustus;108;20;88;54.0;4.0;4.0;10.0;5.0;0.0;0.0;0.0;1.0;9.0
215;Ontvangen orders;Noord-Nederland (LD);2017 september;110;29;81;61.0;3.0;6.0;0.0;1.0;3.0;0.0;4.0;3.0;0.0
216;Ontvangen orders;Noord-Nederland (LD);2017 3e kwartaal;337;77;260;184.0;11.0;13.0;11.0;9.0;4.0;0.0;7.0;4.0;18.0
217;Ontvangen orders;Noord-Nederland (LD);2017 oktober;137;33;104;;;;;;;;;;
218;Ontvangen orders;Noord-Nederland (LD);2017 november;114;27;87;;;;;;;;;;
219;Ontvangen orders;Noord-Nederland (LD);2017 december;116;40;76;;;;;;;;;;
220;Ontvangen orders;Noord-Nederland (LD);2017 4e kwartaal;367;100;267;;;;;;;;;;
221;Ontvangen orders;Noord-Nederland (LD);2017;1471;313;1159;;;;;;;;;;
222;Ontvangen orders;Noord-Nederland (LD);2018 januari;135;62;73;;;;;;;;;;
223;Ontvangen orders;Noord-Nederland (LD);2018 februari;115;20;95;;;;;;;;;;
224;Ontvangen orders;Noord-Nederland (LD);2018 maart;145;24;121;;;;;;;;;;
225;Ontvangen orders;Noord-Nederland (LD);2018 1e kwartaal;395;106;290;;;;;;;;;;
226;Ontvangen orders;Noord-Nederland (LD);2018 april;108;31;77;;;;;;;;;;
227;Ontvangen orders;Noord-Nederland (LD);2018 mei;126;21;104;;;;;;;;;;
228;Ontvangen orders;Noord-Nederland (LD);2018 juni;102;20;82;;;;;;;;;;
229;Ontvangen orders;Noord-Nederland (LD);2018 2e kwartaal;336;73;263;;;;;;;;;;
230;Ontvangen orders;Noord-Nederland (LD);2018 juli;196;29;167;;;;;;;;;;
231;Ontvangen orders;Noord-Nederland (LD);2018 augustus;241;52;189;;;;;;;;;;
232;Ontvangen orders;Noord-Nederland (LD);2018 september;192;65;127;;;;;;;;;;
233;Ontvangen orders;Noord-Nederland (LD);2018 3e kwartaal;629;146;483;;;;;;;;;;
234;Ontvangen orders;Noord-Nederland (LD);2018 oktober;187;35;152;;;;;;;;;;
235;Ontvangen orders;Noord-Nederland (LD);2018 november;101;20;82;;;;;;;;;;
236;Ontvangen orders;Noord-Nederland (LD);2018 december;119;21;98;;;;;;;;;;
237;Ontvangen orders;Noord-Nederland (LD);2018 4e kwartaal;407;75;332;;;;;;;;;;
238;Ontvangen orders;Noord-Nederland (LD);2018;1767;400;1368;;;;;;;;;;
239;Ontvangen orders;Noord-Nederland (LD);2019 januari;91;24;68;;;;;;;;;;
240;Ontvangen orders;Noord-Nederland (LD);2019 februari;105;24;81;;;;;;;;;;
241;Ontvangen orders;Noord-Nederland (LD);2019 maart;116;27;89;;;;;;;;;;
