ID;Geslacht;Startjaar;OnderwijssoortStartjaar;Peilmoment;OnderwijspositiePeilmoment;TotaalStudentenStartjaar_1;TotaalGediplomeerden_2;BachelorHbo_3;MasterHbo_4;BachelorWo_5;MasterWo_6;BachelorHboMasterHbo_7;BachelorHboMasterWo_8;BachelorWoMasterWo_9;TotaalGediplomeerden_10;BachelorHbo_11;MasterHbo_12;BachelorWo_13;MasterWo_14;BachelorHboMasterHbo_15;BachelorHboMasterWo_16;BachelorWoMasterWo_17;NietGediplomeerden_18;NietGediplomeerdenRelatief_19
0;Totaal geslacht;2008;Totaal studenten startjaar;1 jaar na startjaar;Totaal onderwijspositie;126432.0;2217.0;865.0;104.0;36.0;1212.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;124215.0;98.0
1;Totaal geslacht;2008;Totaal studenten startjaar;1 jaar na startjaar;Totaal studenten in ho op peilmoment;107829.0;166.0;101.0;3.0;22.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;107663.0;100.0
2;Totaal geslacht;2008;Totaal studenten startjaar;1 jaar na startjaar;Totaal studenten in  hbo op peilmoment;75286.0;90.0;86.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75196.0;100.0
3;Totaal geslacht;2008;Totaal studenten startjaar;1 jaar na startjaar;Totaal studenten in wo op peilmoment;32283.0;76.0;15.0;0.0;22.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32207.0;100.0
4;Totaal geslacht;2008;Totaal studenten startjaar;1 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;260.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;260.0;100.0
5;Totaal geslacht;2008;Totaal studenten startjaar;1 jaar na startjaar;Totaal studenten uit ho op peilmoment;18603.0;2051.0;764.0;101.0;14.0;1172.0;0.0;0.0;0.0;11.0;4.0;1.0;0.0;6.0;0.0;0.0;0.0;16552.0;89.0
6;Totaal geslacht;2008;Totaal studenten startjaar;2 jaar na startjaar;Totaal onderwijspositie;126432.0;5783.0;2151.0;609.0;101.0;2912.0;0.0;1.0;9.0;5.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;120649.0;95.0
7;Totaal geslacht;2008;Totaal studenten startjaar;2 jaar na startjaar;Totaal studenten in ho op peilmoment;99987.0;422.0;310.0;21.0;49.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;99565.0;100.0
8;Totaal geslacht;2008;Totaal studenten startjaar;2 jaar na startjaar;Totaal studenten in  hbo op peilmoment;69409.0;284.0;259.0;21.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69125.0;100.0
9;Totaal geslacht;2008;Totaal studenten startjaar;2 jaar na startjaar;Totaal studenten in wo op peilmoment;30302.0;138.0;51.0;0.0;48.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30164.0;100.0
10;Totaal geslacht;2008;Totaal studenten startjaar;2 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;276.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;276.0;100.0
11;Totaal geslacht;2008;Totaal studenten startjaar;2 jaar na startjaar;Totaal studenten uit ho op peilmoment;26445.0;5361.0;1841.0;588.0;52.0;2870.0;0.0;1.0;9.0;20.0;7.0;2.0;0.0;11.0;0.0;0.0;0.0;21084.0;80.0
12;Totaal geslacht;2008;Totaal studenten startjaar;3 jaar na startjaar;Totaal onderwijspositie;126432.0;19034.0;6653.0;787.0;7838.0;3701.0;8.0;7.0;40.0;15.0;5.0;1.0;6.0;3.0;0.0;0.0;0.0;107398.0;85.0
13;Totaal geslacht;2008;Totaal studenten startjaar;3 jaar na startjaar;Totaal studenten in ho op peilmoment;91094.0;6734.0;687.0;5.0;5997.0;41.0;0.0;2.0;2.0;7.0;1.0;0.0;7.0;0.0;0.0;0.0;0.0;84360.0;93.0
14;Totaal geslacht;2008;Totaal studenten startjaar;3 jaar na startjaar;Totaal studenten in  hbo op peilmoment;63205.0;393.0;370.0;5.0;15.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;62812.0;99.0
15;Totaal geslacht;2008;Totaal studenten startjaar;3 jaar na startjaar;Totaal studenten in wo op peilmoment;27621.0;6330.0;316.0;0.0;5972.0;38.0;0.0;2.0;2.0;23.0;1.0;0.0;22.0;0.0;0.0;0.0;0.0;21291.0;77.0
16;Totaal geslacht;2008;Totaal studenten startjaar;3 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;268.0;11.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;257.0;96.0
17;Totaal geslacht;2008;Totaal studenten startjaar;3 jaar na startjaar;Totaal studenten uit ho op peilmoment;35338.0;12300.0;5966.0;782.0;1841.0;3660.0;8.0;5.0;38.0;35.0;17.0;2.0;5.0;10.0;0.0;0.0;0.0;23038.0;65.0
18;Totaal geslacht;2008;Totaal studenten startjaar;4 jaar na startjaar;Totaal onderwijspositie;126432.0;53332.0;30064.0;818.0;16845.0;3911.0;38.0;73.0;1583.0;42.0;24.0;1.0;13.0;3.0;0.0;0.0;1.0;73100.0;58.0
19;Totaal geslacht;2008;Totaal studenten startjaar;4 jaar na startjaar;Totaal studenten in ho op peilmoment;66159.0;17614.0;3657.0;2.0;13805.0;20.0;0.0;13.0;117.0;27.0;6.0;0.0;21.0;0.0;0.0;0.0;0.0;48545.0;73.0
20;Totaal geslacht;2008;Totaal studenten startjaar;4 jaar na startjaar;Totaal studenten in  hbo op peilmoment;39194.0;1048.0;974.0;2.0;58.0;3.0;0.0;0.0;11.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;38146.0;97.0
21;Totaal geslacht;2008;Totaal studenten startjaar;4 jaar na startjaar;Totaal studenten in wo op peilmoment;26785.0;16537.0;2679.0;0.0;13723.0;17.0;0.0;13.0;105.0;62.0;10.0;0.0;51.0;0.0;0.0;0.0;0.0;10248.0;38.0
22;Totaal geslacht;2008;Totaal studenten startjaar;4 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;180.0;29.0;4.0;0.0;24.0;0.0;0.0;0.0;1.0;16.0;2.0;0.0;13.0;0.0;0.0;0.0;1.0;151.0;84.0
23;Totaal geslacht;2008;Totaal studenten startjaar;4 jaar na startjaar;Totaal studenten uit ho op peilmoment;60273.0;35718.0;26407.0;816.0;3040.0;3891.0;38.0;60.0;1466.0;59.0;44.0;1.0;5.0;6.0;0.0;0.0;2.0;24555.0;41.0
24;Totaal geslacht;2008;Totaal studenten startjaar;5 jaar na startjaar;Totaal onderwijspositie;126432.0;72292.0;43807.0;825.0;17515.0;4036.0;163.0;322.0;5624.0;57.0;35.0;1.0;14.0;3.0;0.0;0.0;4.0;54140.0;43.0
25;Totaal geslacht;2008;Totaal studenten startjaar;5 jaar na startjaar;Totaal studenten in ho op peilmoment;49171.0;19813.0;4922.0;1.0;14435.0;85.0;0.0;41.0;329.0;40.0;10.0;0.0;29.0;0.0;0.0;0.0;1.0;29358.0;60.0
26;Totaal geslacht;2008;Totaal studenten startjaar;5 jaar na startjaar;Totaal studenten in  hbo op peilmoment;24973.0;1435.0;1314.0;1.0;66.0;2.0;0.0;1.0;51.0;6.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;23538.0;94.0
27;Totaal geslacht;2008;Totaal studenten startjaar;5 jaar na startjaar;Totaal studenten in wo op peilmoment;24018.0;18342.0;3602.0;0.0;14342.0;83.0;0.0;38.0;277.0;76.0;15.0;0.0;60.0;0.0;0.0;0.0;1.0;5676.0;24.0
28;Totaal geslacht;2008;Totaal studenten startjaar;5 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;180.0;36.0;6.0;0.0;27.0;0.0;0.0;2.0;1.0;20.0;3.0;0.0;15.0;0.0;0.0;1.0;1.0;144.0;80.0
29;Totaal geslacht;2008;Totaal studenten startjaar;5 jaar na startjaar;Totaal studenten uit ho op peilmoment;77261.0;52479.0;38885.0;824.0;3080.0;3951.0;163.0;281.0;5295.0;68.0;50.0;1.0;4.0;5.0;0.0;0.0;7.0;24782.0;32.0
30;Totaal geslacht;2008;Totaal studenten startjaar;6 jaar na startjaar;Totaal onderwijspositie;126432.0;81996.0;49970.0;832.0;14324.0;4106.0;358.0;1260.0;11146.0;65.0;40.0;1.0;11.0;3.0;0.0;1.0;9.0;44436.0;35.0
31;Totaal geslacht;2008;Totaal studenten startjaar;6 jaar na startjaar;Totaal studenten in ho op peilmoment;35421.0;16588.0;4859.0;0.0;10979.0;100.0;8.0;100.0;542.0;47.0;14.0;0.0;31.0;0.0;0.0;0.0;2.0;18833.0;53.0
32;Totaal geslacht;2008;Totaal studenten startjaar;6 jaar na startjaar;Totaal studenten in  hbo op peilmoment;17100.0;1596.0;1391.0;0.0;74.0;3.0;4.0;7.0;117.0;9.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;15504.0;91.0
33;Totaal geslacht;2008;Totaal studenten startjaar;6 jaar na startjaar;Totaal studenten in wo op peilmoment;18196.0;14964.0;3463.0;0.0;10887.0;97.0;4.0;89.0;424.0;82.0;19.0;0.0;60.0;1.0;0.0;0.0;2.0;3232.0;18.0
34;Totaal geslacht;2008;Totaal studenten startjaar;6 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;125.0;28.0;5.0;0.0;18.0;0.0;0.0;4.0;1.0;22.0;4.0;0.0;14.0;0.0;0.0;3.0;1.0;97.0;78.0
35;Totaal geslacht;2008;Totaal studenten startjaar;6 jaar na startjaar;Totaal studenten uit ho op peilmoment;91011.0;65408.0;45111.0;832.0;3345.0;4006.0;350.0;1160.0;10604.0;72.0;50.0;1.0;4.0;4.0;0.0;1.0;12.0;25603.0;28.0
36;Totaal geslacht;2008;Totaal studenten startjaar;7 jaar na startjaar;Totaal onderwijspositie;126432.0;87746.0;52906.0;839.0;9923.0;4159.0;528.0;2634.0;16757.0;69.0;42.0;1.0;8.0;3.0;0.0;2.0;13.0;38686.0;31.0
37;Totaal geslacht;2008;Totaal studenten startjaar;7 jaar na startjaar;Totaal studenten in ho op peilmoment;23478.0;11175.0;3894.0;0.0;6523.0;56.0;14.0;155.0;533.0;48.0;17.0;0.0;28.0;0.0;0.0;1.0;2.0;12303.0;52.0
38;Totaal geslacht;2008;Totaal studenten startjaar;7 jaar na startjaar;Totaal studenten in  hbo op peilmoment;11975.0;1636.0;1416.0;0.0;66.0;5.0;10.0;11.0;128.0;14.0;12.0;0.0;1.0;0.0;0.0;0.0;1.0;10339.0;86.0
39;Totaal geslacht;2008;Totaal studenten startjaar;7 jaar na startjaar;Totaal studenten in wo op peilmoment;11423.0;9511.0;2474.0;0.0;6439.0;51.0;4.0;140.0;403.0;83.0;22.0;0.0;56.0;0.0;0.0;1.0;4.0;1912.0;17.0
40;Totaal geslacht;2008;Totaal studenten startjaar;7 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;80.0;28.0;4.0;0.0;18.0;0.0;0.0;4.0;2.0;35.0;5.0;0.0;23.0;0.0;0.0;5.0;3.0;52.0;65.0
41;Totaal geslacht;2008;Totaal studenten startjaar;7 jaar na startjaar;Totaal studenten uit ho op peilmoment;102954.0;76571.0;49012.0;839.0;3400.0;4103.0;514.0;2479.0;16224.0;74.0;48.0;1.0;3.0;4.0;0.0;2.0;16.0;26383.0;26.0
42;Totaal geslacht;2008;Totaal studenten startjaar;8 jaar na startjaar;Totaal onderwijspositie;126432.0;91187.0;54368.0;843.0;7132.0;4183.0;727.0;3752.0;20182.0;72.0;43.0;1.0;6.0;3.0;1.0;3.0;16.0;35245.0;28.0
43;Totaal geslacht;2008;Totaal studenten startjaar;8 jaar na startjaar;Totaal studenten in ho op peilmoment;14939.0;6970.0;2841.0;1.0;3529.0;8.0;18.0;151.0;422.0;47.0;19.0;0.0;24.0;0.0;0.0;1.0;3.0;7969.0;53.0
44;Totaal geslacht;2008;Totaal studenten startjaar;8 jaar na startjaar;Totaal studenten in  hbo op peilmoment;8241.0;1523.0;1310.0;1.0;61.0;2.0;13.0;14.0;122.0;18.0;16.0;0.0;1.0;0.0;0.0;0.0;1.0;6718.0;82.0
45;Totaal geslacht;2008;Totaal studenten startjaar;8 jaar na startjaar;Totaal studenten in wo op peilmoment;6649.0;5430.0;1526.0;0.0;3458.0;6.0;5.0;136.0;299.0;82.0;23.0;0.0;52.0;0.0;0.0;2.0;4.0;1219.0;18.0
46;Totaal geslacht;2008;Totaal studenten startjaar;8 jaar na startjaar;Tot. stud. in hbo én wo op peilmoment;49.0;17.0;5.0;0.0;10.0;0.0;0.0;1.0;1.0;35.0;10.0;0.0;20.0;0.0;0.0;2.0;2.0;32.0;65.0
47;Totaal geslacht;2008;Totaal studenten startjaar;8 jaar na startjaar;Totaal studenten uit ho op peilmoment;111493.0;84217.0;51527.0;842.0;3603.0;4175.0;709.0;3601.0;19760.0;76.0;46.0;1.0;3.0;4.0;1.0;3.0;18.0;27276.0;24.0
