ID;Persoonskenmerken;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;Zelfstandige_5;PositieInDeWerkkringOnbekend_6;Beroepsniveau1_7;Beroepsniveau2_8;Beroepsniveau3_9;Beroepsniveau4_10;BeroepsniveauOnbekend_11;WerklozeBeroepsbevolking_12;Werkloosheidspercentage_13;NietBeroepsbevolking_14;BrutoArbeidsparticipatie_15;NettoArbeidsparticipatie_16
0;Totaal personen;Nederland;2003;12116;8178;7783;6783;1000;0;660;3627;1408;1987;101;395;4.8;3938;67.5;64.2
1;Totaal personen;Nederland;2004;12155;8227;7761;6738;1022;0;637;3711;1378;1976;59;466;5.7;3929;67.7;63.8
2;Totaal personen;Nederland;2005;12190;8307;7818;6763;1054;1;662;3767;1361;1975;54;489;5.9;3883;68.1;64.1
3;Totaal personen;Nederland;2006;12221;8357;7938;6847;1091;1;696;3761;1366;2026;89;419;5.0;3863;68.4;65.0
4;Totaal personen;Nederland;2007;12257;8524;8169;7020;1148;1;715;3810;1426;2123;96;355;4.2;3733;69.5;66.6
5;Totaal personen;Nederland;2008;12315;8676;8358;7164;1194;1;705;3854;1478;2226;95;318;3.7;3639;70.5;67.9
6;Totaal personen;Nederland;2009;12372;8742;8361;7134;1226;1;677;3837;1481;2259;108;381;4.4;3630;70.7;67.6
7;Totaal personen;Nederland;2010;12412;8713;8278;7035;1242;1;672;3702;1476;2313;115;435;5.0;3699;70.2;66.7
8;Totaal personen;Nederland;2011;12452;8714;8280;7031;1249;0;670;3668;1503;2324;115;434;5.0;3738;70.0;66.5
9;Totaal personen;Nederland;2012;12541;8846;8330;7057;1273;0;703;3678;1500;2344;105;516;5.8;3695;70.5;66.4
10;Totaal personen;Nederland;2013;12638;8913;8266;6947;1319;0;737;3539;1397;2461;133;647;7.3;3724;70.5;65.4
11;Totaal personen;Nederland;2014;12665;8874;8214;6860;1354;0;737;3535;1349;2482;111;660;7.4;3791;70.1;64.9
12;Totaal personen;Nederland;2015;12685;8907;8294;6909;1384;0;737;3592;1341;2527;96;614;6.9;3778;70.2;65.4
13;Totaal personen;Nederland;2016;12768;8942;8403;7000;1403;0;738;3597;1391;2579;98;538;6.0;3826;70.0;65.8
14;Totaal personen;Nederland;2017;12870;9017;8579;7154;1425;0;768;3653;1410;2610;138;438;4.9;3853;70.1;66.7
15;Totaal personen;Noord-Nederland (LD);2003;1264;831;786;674;112;0;76;392;139;167;12;45;5.4;433;65.8;62.2
16;Totaal personen;Noord-Nederland (LD);2004;1266;837;782;667;115;0;70;400;134;171;8;54;6.5;429;66.1;61.8
17;Totaal personen;Noord-Nederland (LD);2005;1267;843;786;668;117;0;75;402;132;171;6;58;6.9;424;66.6;62.0
18;Totaal personen;Noord-Nederland (LD);2006;1267;841;793;672;121;0;73;407;132;172;9;48;5.7;426;66.4;62.6
19;Totaal personen;Noord-Nederland (LD);2007;1270;861;820;695;125;0;76;415;139;179;11;40;4.7;409;67.8;64.6
20;Totaal personen;Noord-Nederland (LD);2008;1274;877;841;712;129;0;75;424;146;184;12;36;4.1;398;68.8;66.0
21;Totaal personen;Noord-Nederland (LD);2009;1276;879;836;704;132;0;75;414;145;192;11;43;4.9;396;68.9;65.5
22;Totaal personen;Noord-Nederland (LD);2010;1281;878;831;699;132;0;74;391;145;208;12;48;5.4;403;68.6;64.9
23;Totaal personen;Noord-Nederland (LD);2011;1281;875;827;699;127;0;76;386;147;205;14;48;5.4;406;68.3;64.6
24;Totaal personen;Noord-Nederland (LD);2012;1285;884;827;694;132;0;77;392;148;195;15;57;6.4;401;68.8;64.3
25;Totaal personen;Noord-Nederland (LD);2013;1290;890;821;684;137;0;79;384;140;202;16;69;7.8;400;69.0;63.6
26;Totaal personen;Noord-Nederland (LD);2014;1289;881;811;674;137;0;81;378;135;201;17;70;8.0;407;68.4;63.0
27;Totaal personen;Noord-Nederland (LD);2015;1287;885;818;676;142;0;80;388;132;201;17;67;7.6;401;68.8;63.6
28;Totaal personen;Noord-Nederland (LD);2016;1289;881;823;678;144;0;81;383;137;206;15;58;6.6;408;68.4;63.8
29;Totaal personen;Noord-Nederland (LD);2017;1295;887;838;695;143;0;82;386;142;205;22;48;5.5;408;68.5;64.7
30;Totaal personen;Oost-Nederland (LD);2003;2531;1722;1644;1431;213;0;151;801;286;393;13;78;4.6;809;68.0;64.9
31;Totaal personen;Oost-Nederland (LD);2004;2542;1733;1638;1428;209;0;143;826;282;379;8;95;5.5;809;68.2;64.4
32;Totaal personen;Oost-Nederland (LD);2005;2552;1747;1645;1432;213;0;146;829;278;383;10;101;5.8;805;68.4;64.5
33;Totaal personen;Oost-Nederland (LD);2006;2562;1765;1680;1452;228;0;157;830;283;394;16;85;4.8;797;68.9;65.6
34;Totaal personen;Oost-Nederland (LD);2007;2572;1813;1740;1492;248;0;161;853;299;412;16;73;4.0;759;70.5;67.7
35;Totaal personen;Oost-Nederland (LD);2008;2587;1845;1778;1527;252;0;159;846;314;438;22;67;3.6;741;71.3;68.8
