ID;BatenLastenSaldo;RegioS;Perioden;TotaalFunctiesIn1000Euro_1;AlgemeenBestuur_2;OpenbareOrdeEnVeiligheid_3;TotaalVerkeerVervoerEnWaterstaat_4;WegenEnVerkeer_5;OpenbaarVervoer_6;Parkeren_7;HavensLuchtvaartEnWaterstaat_8;EconomischeZaken_9;TotaalOnderwijs_10;Huisvesting_11;Overig_12;TotaalCultuurEnRecreatie_13;RecreatieEnNatuur_14;Sport_15;KunstBibliothekenEnOverig_16;TotaalSocVoorzEnMaatschDnstverl_17;Inkomensvoorzieningen_18;Werkgelegenheid_19;TotaalJeugdEnWMO_20;Jeugd_21;WMO_22;Onverdeeld_23;VreemdelingenTehuizenEnKinderopvang_24;TotaalVolksgezondheidEnMilieu_25;Volksgezondheid_26;AfvalverwijderingEnVerwerking_27;Riolering_28;Overig_29;TotaalRuimtelijkeOrdEnVolkshuisv_30;Bouwgrondexploitatie_31;Overig_32;TotaalFinancieringEnAlgDekkingsmid_33;UitkeringenGemeentefonds_34;OnroerendeZaakbelasting_35;GeldleningenEnUitzettingen_36;OverigeBatenEnLasten_37;TotaalMutatieReserves_38;ResultaatVanDeRekening_39;ToevoegingOnttrekkingReserves_40;TotaalFunctiesInEuroInwoner_41;AlgemeenBestuur_42;OpenbareOrdeEnVeiligheid_43;TotaalVerkeerVervoerEnWaterstaat_44;WegenEnVerkeer_45;OpenbaarVervoer_46;Parkeren_47;HavensLuchtvaartEnWaterstaat_48;EconomischeZaken_49;TotaalOnderwijs_50;Huisvesting_51;Overig_52;TotaalCultuurEnRecreatie_53;RecreatieEnNatuur_54;Sport_55;KunstBibliothekenEnOverig_56;TotaalSocVoorzEnMaatschDnstverl_57;Inkomensvoorzieningen_58;Werkgelegenheid_59;TotaalJeugdEnWMO_60;Jeugd_61;WMO_62;Onverdeeld_63;VreemdelingenTehuizenEnKinderopvang_64;TotaalVolksgezondheidEnMilieu_65;Volksgezondheid_66;AfvalverwijderingEnVerwerking_67;Riolering_68;Overig_69;TotaalRuimtelijkeOrdEnVolkshuisv_70;Bouwgrondexploitatie_71;Overig_72;TotaalFinancieringEnAlgDekkingsmid_73;UitkeringenGemeentefonds_74;OnroerendeZaakbelasting_75;GeldleningenEnUitzettingen_76;OverigeBatenEnLasten_77;TotaalMutatieReserves_78;ResultaatVanDeRekening_79;ToevoegingOnttrekkingReserves_80
0;Baten;Aa en Hunze;2005;44109.0;226.0;11.0;14.0;14.0;0.0;0.0;0.0;197.0;8712.0;0.0;8712.0;246.0;20.0;223.0;3.0;4845.0;3045.0;1252.0;452.0;283.0;169.0;0.0;96.0;5204.0;421.0;2761.0;1859.0;163.0;1213.0;536.0;677.0;22287.0;15476.0;4501.0;1294.0;1016.0;1154.0;0.0;1154.0;1746.0;9.0;0.0;1.0;1.0;0.0;0.0;0.0;8.0;345.0;0.0;345.0;10.0;1.0;9.0;0.0;192.0;121.0;50.0;18.0;11.0;7.0;0.0;4.0;206.0;17.0;109.0;74.0;6.0;48.0;21.0;27.0;882.0;613.0;178.0;51.0;40.0;46.0;0.0;46.0
1;Baten;Aa en Hunze;2006;41995.0;237.0;11.0;14.0;14.0;0.0;0.0;0.0;197.0;8395.0;0.0;8395.0;239.0;26.0;213.0;0.0;695.0;140.0;40.0;460.0;291.0;169.0;0.0;55.0;5659.0;421.0;2878.0;2197.0;163.0;1237.0;548.0;689.0;23983.0;18556.0;2973.0;1529.0;925.0;1328.0;0.0;1328.0;1649.0;9.0;0.0;1.0;1.0;0.0;0.0;0.0;8.0;330.0;0.0;330.0;9.0;1.0;8.0;0.0;27.0;5.0;2.0;18.0;11.0;7.0;0.0;2.0;222.0;17.0;113.0;86.0;6.0;49.0;22.0;27.0;942.0;729.0;117.0;60.0;36.0;52.0;0.0;52.0
2;Baten;Aa en Hunze;2007;45110.0;288.0;19.0;14.0;14.0;0.0;0.0;0.0;197.0;9050.0;0.0;9050.0;246.0;30.0;216.0;0.0;848.0;0.0;40.0;756.0;319.0;437.0;0.0;52.0;5624.0;370.0;2818.0;2249.0;187.0;1217.0;446.0;771.0;26330.0;20926.0;2944.0;1468.0;992.0;1277.0;0.0;1277.0;1765.0;11.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0;354.0;0.0;354.0;10.0;1.0;8.0;0.0;33.0;0.0;2.0;30.0;13.0;17.0;0.0;2.0;220.0;15.0;110.0;88.0;7.0;48.0;18.0;30.0;1030.0;819.0;115.0;57.0;39.0;50.0;0.0;50.0
3;Baten;Aa en Hunze;2008;54368.0;331.0;19.0;15.0;15.0;0.0;0.0;0.0;198.0;9113.0;0.0;9113.0;269.0;30.0;223.0;16.0;4312.0;2222.0;1203.0;736.0;324.0;412.0;0.0;151.0;5688.0;419.0;2843.0;2249.0;177.0;4957.0;4137.0;820.0;27857.0;22118.0;3066.0;1427.0;1246.0;1609.0;0.0;1609.0;2123.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0;356.0;0.0;356.0;11.0;1.0;9.0;1.0;168.0;87.0;47.0;29.0;13.0;16.0;0.0;6.0;222.0;16.0;111.0;88.0;7.0;194.0;162.0;32.0;1088.0;864.0;120.0;56.0;49.0;63.0;0.0;63.0
4;Baten;Aa en Hunze;2009;61666.0;327.0;19.0;15.0;15.0;0.0;0.0;0.0;199.0;9508.0;0.0;9508.0;421.0;173.0;232.0;16.0;8870.0;2995.0;5135.0;594.0;302.0;292.0;0.0;146.0;5521.0;339.0;2614.0;2381.0;187.0;4604.0;3807.0;797.0;29965.0;23919.0;3298.0;1591.0;1157.0;2217.0;0.0;2217.0;2405.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;8.0;371.0;0.0;371.0;16.0;7.0;9.0;1.0;346.0;117.0;200.0;23.0;12.0;11.0;0.0;6.0;215.0;13.0;102.0;93.0;7.0;180.0;148.0;31.0;1168.0;933.0;129.0;62.0;45.0;86.0;0.0;86.0
5;Baten;Aa en Hunze;2010;60684.0;334.0;19.0;15.0;15.0;0.0;0.0;0.0;349.0;9274.0;10.0;9264.0;343.0;72.0;235.0;36.0;9304.0;3371.0;5271.0;589.0;297.0;292.0;0.0;73.0;5598.0;377.0;2650.0;2381.0;190.0;4312.0;3565.0;747.0;29700.0;23658.0;3310.0;1632.0;1100.0;1436.0;0.0;1436.0;2371.0;13.0;1.0;1.0;1.0;0.0;0.0;0.0;14.0;362.0;0.0;362.0;13.0;3.0;9.0;1.0;364.0;132.0;206.0;23.0;12.0;11.0;0.0;3.0;219.0;15.0;104.0;93.0;7.0;168.0;139.0;29.0;1160.0;924.0;129.0;64.0;43.0;56.0;0.0;56.0
6;Baten;Aa en Hunze;2011;52728.0;487.0;19.0;15.0;15.0;0.0;0.0;0.0;322.0;162.0;81.0;81.0;322.0;58.0;243.0;21.0;9584.0;4199.0;4753.0;632.0;300.0;332.0;0.0;0.0;5743.0;420.0;2681.0;2453.0;189.0;5151.0;4689.0;462.0;29321.0;22937.0;3323.0;1820.0;1241.0;1602.0;5.0;1597.0;2045.0;19.0;1.0;1.0;1.0;0.0;0.0;0.0;12.0;6.0;3.0;3.0;12.0;2.0;9.0;1.0;372.0;163.0;184.0;25.0;12.0;13.0;0.0;0.0;223.0;16.0;104.0;95.0;7.0;200.0;182.0;18.0;1137.0;890.0;129.0;71.0;48.0;62.0;0.0;62.0
7;Baten;Aa en Hunze;2012;52740.0;401.0;20.0;120.0;120.0;0.0;0.0;0.0;274.0;88.0;68.0;20.0;302.0;16.0;265.0;21.0;8447.0;3568.0;4178.0;701.0;307.0;394.0;0.0;0.0;5419.0;0.0;2696.0;2515.0;208.0;4485.0;4015.0;470.0;30471.0;23819.0;3327.0;1974.0;1351.0;2713.0;1.0;2712.0;2050.0;16.0;1.0;5.0;5.0;0.0;0.0;0.0;11.0;3.0;3.0;1.0;12.0;1.0;10.0;1.0;328.0;139.0;162.0;27.0;12.0;15.0;0.0;0.0;211.0;0.0;105.0;98.0;8.0;174.0;156.0;18.0;1184.0;926.0;129.0;77.0;53.0;105.0;0.0;105.0
8;Baten;Aa en Hunze;2013;52420.0;398.0;20.0;40.0;40.0;0.0;0.0;0.0;206.0;55.0;32.0;23.0;332.0;22.0;297.0;13.0;8437.0;3853.0;3868.0;716.0;336.0;380.0;0.0;0.0;5353.0;0.0;2626.0;2515.0;212.0;6584.0;6050.0;534.0;29683.0;22795.0;3436.0;2056.0;1396.0;1312.0;2.0;1310.0;2052.0;16.0;1.0;2.0;2.0;0.0;0.0;0.0;8.0;2.0;1.0;1.0;13.0;1.0;12.0;1.0;330.0;151.0;151.0;28.0;13.0;15.0;0.0;0.0;210.0;0.0;103.0;98.0;8.0;258.0;237.0;21.0;1162.0;892.0;135.0;80.0;55.0;51.0;0.0;51.0
9;Baten;Aa en Hunze;2014;56344.0;411.0;20.0;90.0;90.0;0.0;0.0;0.0;206.0;40.0;17.0;23.0;480.0;22.0;445.0;13.0;8933.0;3853.0;4270.0;810.0;341.0;469.0;;0.0;5246.0;0.0;2611.0;2430.0;205.0;6646.0;6088.0;558.0;30512.0;23312.0;3615.0;2165.0;1420.0;3760.0;0.0;3760.0;2221.0;16.0;1.0;4.0;4.0;0.0;0.0;0.0;8.0;2.0;1.0;1.0;19.0;1.0;18.0;1.0;352.0;152.0;168.0;32.0;13.0;18.0;;0.0;207.0;0.0;103.0;96.0;8.0;262.0;240.0;22.0;1203.0;919.0;142.0;85.0;56.0;148.0;0.0;148.0
