ID;Baanvindduur;RegioS;Perioden;WerklozeBeroepsbevolking_1
97;1;Drenthe (PV);2008;10.0
98;1;Drenthe (PV);2009;13.0
99;1;Drenthe (PV);2010;13.0
100;1;Drenthe (PV);2011;14.0
101;1;Drenthe (PV);2012;14.0
102;1;Drenthe (PV);2013;18.0
103;1;Drenthe (PV);2014;15.0
104;1;Overijssel (PV);2002;18.0
105;1;Overijssel (PV);2003;24.0
106;1;Overijssel (PV);2004;31.0
107;1;Overijssel (PV);2005;36.0
108;1;Overijssel (PV);2006;30.0
109;1;Overijssel (PV);2007;23.0
110;1;Overijssel (PV);2008;20.0
111;1;Overijssel (PV);2009;28.0
112;1;Overijssel (PV);2010;27.0
113;1;Overijssel (PV);2011;29.0
114;1;Overijssel (PV);2012;36.0
115;1;Overijssel (PV);2013;40.0
116;1;Overijssel (PV);2014;42.0
117;1;Flevoland (PV);2002;8.0
118;1;Flevoland (PV);2003;12.0
119;1;Flevoland (PV);2004;15.0
120;1;Flevoland (PV);2005;16.0
121;1;Flevoland (PV);2006;14.0
122;1;Flevoland (PV);2007;8.0
123;1;Flevoland (PV);2008;9.0
124;1;Flevoland (PV);2009;9.0
125;1;Flevoland (PV);2010;14.0
126;1;Flevoland (PV);2011;12.0
127;1;Flevoland (PV);2012;13.0
128;1;Flevoland (PV);2013;24.0
129;1;Flevoland (PV);2014;22.0
130;1;Gelderland (PV);2002;31.0
131;1;Gelderland (PV);2003;43.0
132;1;Gelderland (PV);2004;54.0
133;1;Gelderland (PV);2005;53.0
134;1;Gelderland (PV);2006;44.0
135;1;Gelderland (PV);2007;38.0
136;1;Gelderland (PV);2008;35.0
137;1;Gelderland (PV);2009;37.0
138;1;Gelderland (PV);2010;49.0
139;1;Gelderland (PV);2011;46.0
140;1;Gelderland (PV);2012;54.0
141;1;Gelderland (PV);2013;77.0
142;1;Gelderland (PV);2014;75.0
143;1;Utrecht (PV);2002;20.0
144;1;Utrecht (PV);2003;24.0
145;1;Utrecht (PV);2004;32.0
146;1;Utrecht (PV);2005;29.0
147;1;Utrecht (PV);2006;26.0
148;1;Utrecht (PV);2007;23.0
149;1;Utrecht (PV);2008;17.0
150;1;Utrecht (PV);2009;24.0
151;1;Utrecht (PV);2010;29.0
152;1;Utrecht (PV);2011;29.0
153;1;Utrecht (PV);2012;32.0
154;1;Utrecht (PV);2013;46.0
155;1;Utrecht (PV);2014;46.0
156;1;Noord-Holland (PV);2002;50.0
157;1;Noord-Holland (PV);2003;64.0
158;1;Noord-Holland (PV);2004;77.0
159;1;Noord-Holland (PV);2005;79.0
160;1;Noord-Holland (PV);2006;65.0
161;1;Noord-Holland (PV);2007;51.0
162;1;Noord-Holland (PV);2008;43.0
163;1;Noord-Holland (PV);2009;64.0
164;1;Noord-Holland (PV);2010;67.0
165;1;Noord-Holland (PV);2011;72.0
166;1;Noord-Holland (PV);2012;87.0
167;1;Noord-Holland (PV);2013;108.0
168;1;Noord-Holland (PV);2014;106.0
169;1;Zuid-Holland (PV);2002;64.0
170;1;Zuid-Holland (PV);2003;86.0
171;1;Zuid-Holland (PV);2004;97.0
172;1;Zuid-Holland (PV);2005;101.0
173;1;Zuid-Holland (PV);2006;95.0
174;1;Zuid-Holland (PV);2007;77.0
175;1;Zuid-Holland (PV);2008;68.0
176;1;Zuid-Holland (PV);2009;82.0
177;1;Zuid-Holland (PV);2010;93.0
178;1;Zuid-Holland (PV);2011;99.0
179;1;Zuid-Holland (PV);2012;130.0
180;1;Zuid-Holland (PV);2013;149.0
181;1;Zuid-Holland (PV);2014;156.0
182;1;Zeeland (PV);2002;5.0
183;1;Zeeland (PV);2003;7.0
184;1;Zeeland (PV);2004;8.0
185;1;Zeeland (PV);2005;9.0
186;1;Zeeland (PV);2006;7.0
187;1;Zeeland (PV);2007;5.0
188;1;Zeeland (PV);2008;6.0
189;1;Zeeland (PV);2009;7.0
190;1;Zeeland (PV);2010;7.0
191;1;Zeeland (PV);2011;6.0
192;1;Zeeland (PV);2012;6.0
193;1;Zeeland (PV);2013;11.0
194;1;Zeeland (PV);2014;10.0
195;1;Noord-Brabant (PV);2002;38.0
196;1;Noord-Brabant (PV);2003;57.0
197;1;Noord-Brabant (PV);2004;67.0
198;1;Noord-Brabant (PV);2005;61.0
199;1;Noord-Brabant (PV);2006;52.0
200;1;Noord-Brabant (PV);2007;43.0
201;1;Noord-Brabant (PV);2008;38.0
202;1;Noord-Brabant (PV);2009;58.0
203;1;Noord-Brabant (PV);2010;64.0
204;1;Noord-Brabant (PV);2011;53.0
205;1;Noord-Brabant (PV);2012;66.0
206;1;Noord-Brabant (PV);2013;91.0
207;1;Noord-Brabant (PV);2014;88.0
208;1;Limburg (PV);2002;25.0
209;1;Limburg (PV);2003;28.0
210;1;Limburg (PV);2004;36.0
211;1;Limburg (PV);2005;36.0
212;1;Limburg (PV);2006;29.0
213;1;Limburg (PV);2007;30.0
214;1;Limburg (PV);2008;26.0
215;1;Limburg (PV);2009;26.0
216;1;Limburg (PV);2010;28.0
217;1;Limburg (PV);2011;23.0
218;1;Limburg (PV);2012;27.0
219;1;Limburg (PV);2013;40.0
220;1;Limburg (PV);2014;39.0
221;2;Nederland;2002;168.0
222;2;Nederland;2003;182.0
223;2;Nederland;2004;202.0
224;2;Nederland;2005;207.0
225;2;Nederland;2006;190.0
226;2;Nederland;2007;169.0
227;2;Nederland;2008;158.0
228;2;Nederland;2009;187.0
229;2;Nederland;2010;216.0
230;2;Nederland;2011;200.0
231;2;Nederland;2012;240.0
232;2;Nederland;2013;251.0
233;2;Nederland;2014;238.0
234;2;Noord-Nederland (LD);2002;20.0
235;2;Noord-Nederland (LD);2003;21.0
236;2;Noord-Nederland (LD);2004;22.0
237;2;Noord-Nederland (LD);2005;25.0
238;2;Noord-Nederland (LD);2006;23.0
239;2;Noord-Nederland (LD);2007;19.0
240;2;Noord-Nederland (LD);2008;18.0
241;2;Noord-Nederland (LD);2009;21.0
242;2;Noord-Nederland (LD);2010;23.0
243;2;Noord-Nederland (LD);2011;23.0
244;2;Noord-Nederland (LD);2012;25.0
245;2;Noord-Nederland (LD);2013;24.0
246;2;Noord-Nederland (LD);2014;25.0
247;2;Oost-Nederland (LD);2002;31.0
248;2;Oost-Nederland (LD);2003;39.0
249;2;Oost-Nederland (LD);2004;44.0
250;2;Oost-Nederland (LD);2005;44.0
251;2;Oost-Nederland (LD);2006;42.0
252;2;Oost-Nederland (LD);2007;34.0
253;2;Oost-Nederland (LD);2008;35.0
254;2;Oost-Nederland (LD);2009;37.0
255;2;Oost-Nederland (LD);2010;44.0
256;2;Oost-Nederland (LD);2011;39.0
257;2;Oost-Nederland (LD);2012;51.0
258;2;Oost-Nederland (LD);2013;53.0
259;2;Oost-Nederland (LD);2014;50.0
260;2;West-Nederland (LD);2002;85.0
261;2;West-Nederland (LD);2003;83.0
262;2;West-Nederland (LD);2004;92.0
263;2;West-Nederland (LD);2005;98.0
264;2;West-Nederland (LD);2006;89.0
265;2;West-Nederland (LD);2007;79.0
266;2;West-Nederland (LD);2008;72.0
267;2;West-Nederland (LD);2009;91.0
268;2;West-Nederland (LD);2010;104.0
269;2;West-Nederland (LD);2011;103.0
270;2;West-Nederland (LD);2012;122.0
271;2;West-Nederland (LD);2013;127.0
272;2;West-Nederland (LD);2014;115.0
273;2;Zuid-Nederland (LD);2002;31.0
274;2;Zuid-Nederland (LD);2003;40.0
275;2;Zuid-Nederland (LD);2004;44.0
276;2;Zuid-Nederland (LD);2005;40.0
277;2;Zuid-Nederland (LD);2006;36.0
278;2;Zuid-Nederland (LD);2007;37.0
279;2;Zuid-Nederland (LD);2008;34.0
280;2;Zuid-Nederland (LD);2009;38.0
281;2;Zuid-Nederland (LD);2010;45.0
282;2;Zuid-Nederland (LD);2011;34.0
283;2;Zuid-Nederland (LD);2012;43.0
284;2;Zuid-Nederland (LD);2013;47.0
285;2;Zuid-Nederland (LD);2014;48.0
286;2;Groningen (PV);2002;8.0
287;2;Groningen (PV);2003;8.0
288;2;Groningen (PV);2004;9.0
289;2;Groningen (PV);2005;9.0
290;2;Groningen (PV);2006;7.0
291;2;Groningen (PV);2007;8.0
292;2;Groningen (PV);2008;6.0
293;2;Groningen (PV);2009;6.0
294;2;Groningen (PV);2010;8.0
295;2;Groningen (PV);2011;10.0
296;2;Groningen (PV);2012;9.0
297;2;Groningen (PV);2013;8.0
298;2;Groningen (PV);2014;9.0
299;2;Friesland (PV);2002;6.0
300;2;Friesland (PV);2003;8.0
301;2;Friesland (PV);2004;7.0
302;2;Friesland (PV);2005;10.0
303;2;Friesland (PV);2006;7.0
304;2;Friesland (PV);2007;6.0
305;2;Friesland (PV);2008;7.0
306;2;Friesland (PV);2009;9.0
307;2;Friesland (PV);2010;8.0
308;2;Friesland (PV);2011;8.0
309;2;Friesland (PV);2012;10.0
310;2;Friesland (PV);2013;9.0
311;2;Friesland (PV);2014;10.0
312;2;Drenthe (PV);2002;6.0
313;2;Drenthe (PV);2003;5.0
314;2;Drenthe (PV);2004;7.0
315;2;Drenthe (PV);2005;6.0
316;2;Drenthe (PV);2006;9.0
317;2;Drenthe (PV);2007;5.0
318;2;Drenthe (PV);2008;5.0
319;2;Drenthe (PV);2009;6.0
320;2;Drenthe (PV);2010;7.0
321;2;Drenthe (PV);2011;6.0
322;2;Drenthe (PV);2012;6.0
323;2;Drenthe (PV);2013;7.0
324;2;Drenthe (PV);2014;6.0
325;2;Overijssel (PV);2002;10.0
326;2;Overijssel (PV);2003;13.0
327;2;Overijssel (PV);2004;15.0
328;2;Overijssel (PV);2005;15.0
329;2;Overijssel (PV);2006;14.0
330;2;Overijssel (PV);2007;12.0
331;2;Overijssel (PV);2008;10.0
332;2;Overijssel (PV);2009;15.0
333;2;Overijssel (PV);2010;14.0
334;2;Overijssel (PV);2011;14.0
335;2;Overijssel (PV);2012;17.0
336;2;Overijssel (PV);2013;15.0
337;2;Overijssel (PV);2014;17.0
338;2;Flevoland (PV);2002;4.0
339;2;Flevoland (PV);2003;5.0
340;2;Flevoland (PV);2004;6.0
341;2;Flevoland (PV);2005;6.0
342;2;Flevoland (PV);2006;7.0
343;2;Flevoland (PV);2007;3.0
344;2;Flevoland (PV);2008;5.0
345;2;Flevoland (PV);2009;4.0
346;2;Flevoland (PV);2010;6.0
347;2;Flevoland (PV);2011;4.0
348;2;Flevoland (PV);2012;6.0
349;2;Flevoland (PV);2013;9.0
350;2;Flevoland (PV);2014;7.0
351;2;Gelderland (PV);2002;17.0
352;2;Gelderland (PV);2003;20.0
353;2;Gelderland (PV);2004;23.0
354;2;Gelderland (PV);2005;23.0
355;2;Gelderland (PV);2006;21.0
356;2;Gelderland (PV);2007;19.0
357;2;Gelderland (PV);2008;20.0
358;2;Gelderland (PV);2009;17.0
359;2;Gelderland (PV);2010;24.0
360;2;Gelderland (PV);2011;21.0
361;2;Gelderland (PV);2012;28.0
362;2;Gelderland (PV);2013;29.0
363;2;Gelderland (PV);2014;26.0
364;2;Utrecht (PV);2002;14.0
365;2;Utrecht (PV);2003;13.0
366;2;Utrecht (PV);2004;15.0
367;2;Utrecht (PV);2005;13.0
368;2;Utrecht (PV);2006;14.0
369;2;Utrecht (PV);2007;13.0
370;2;Utrecht (PV);2008;10.0
371;2;Utrecht (PV);2009;12.0
372;2;Utrecht (PV);2010;15.0
373;2;Utrecht (PV);2011;15.0
374;2;Utrecht (PV);2012;15.0
375;2;Utrecht (PV);2013;21.0
376;2;Utrecht (PV);2014;16.0
377;2;Noord-Holland (PV);2002;32.0
378;2;Noord-Holland (PV);2003;30.0
379;2;Noord-Holland (PV);2004;32.0
380;2;Noord-Holland (PV);2005;34.0
381;2;Noord-Holland (PV);2006;28.0
382;2;Noord-Holland (PV);2007;27.0
383;2;Noord-Holland (PV);2008;23.0
384;2;Noord-Holland (PV);2009;36.0
385;2;Noord-Holland (PV);2010;35.0
386;2;Noord-Holland (PV);2011;38.0
387;2;Noord-Holland (PV);2012;47.0
388;2;Noord-Holland (PV);2013;45.0
389;2;Noord-Holland (PV);2014;44.0
390;2;Zuid-Holland (PV);2002;36.0
391;2;Zuid-Holland (PV);2003;37.0
392;2;Zuid-Holland (PV);2004;42.0
393;2;Zuid-Holland (PV);2005;46.0
394;2;Zuid-Holland (PV);2006;42.0
395;2;Zuid-Holland (PV);2007;37.0
396;2;Zuid-Holland (PV);2008;35.0
397;2;Zuid-Holland (PV);2009;39.0
398;2;Zuid-Holland (PV);2010;50.0
399;2;Zuid-Holland (PV);2011;48.0
400;2;Zuid-Holland (PV);2012;57.0
401;2;Zuid-Holland (PV);2013;56.0
402;2;Zuid-Holland (PV);2014;50.0
403;2;Zeeland (PV);2002;3.0
404;2;Zeeland (PV);2003;3.0
405;2;Zeeland (PV);2004;3.0
406;2;Zeeland (PV);2005;5.0
407;2;Zeeland (PV);2006;5.0
408;2;Zeeland (PV);2007;3.0
409;2;Zeeland (PV);2008;3.0
410;2;Zeeland (PV);2009;4.0
411;2;Zeeland (PV);2010;4.0
412;2;Zeeland (PV);2011;3.0
413;2;Zeeland (PV);2012;3.0
414;2;Zeeland (PV);2013;5.0
415;2;Zeeland (PV);2014;5.0
416;2;Noord-Brabant (PV);2002;19.0
417;2;Noord-Brabant (PV);2003;29.0
418;2;Noord-Brabant (PV);2004;29.0
419;2;Noord-Brabant (PV);2005;25.0
420;2;Noord-Brabant (PV);2006;26.0
421;2;Noord-Brabant (PV);2007;22.0
422;2;Noord-Brabant (PV);2008;20.0
423;2;Noord-Brabant (PV);2009;27.0
424;2;Noord-Brabant (PV);2010;32.0
425;2;Noord-Brabant (PV);2011;24.0
426;2;Noord-Brabant (PV);2012;31.0
427;2;Noord-Brabant (PV);2013;33.0
428;2;Noord-Brabant (PV);2014;32.0
429;2;Limburg (PV);2002;12.0
430;2;Limburg (PV);2003;10.0
431;2;Limburg (PV);2004;15.0
432;2;Limburg (PV);2005;16.0
433;2;Limburg (PV);2006;11.0
434;2;Limburg (PV);2007;15.0
435;2;Limburg (PV);2008;14.0
436;2;Limburg (PV);2009;11.0
437;2;Limburg (PV);2010;12.0
438;2;Limburg (PV);2011;10.0
439;2;Limburg (PV);2012;12.0
440;2;Limburg (PV);2013;13.0
441;2;Limburg (PV);2014;16.0
442;3;Nederland;2002;45.0
443;3;Nederland;2003;60.0
444;3;Nederland;2004;80.0
445;3;Nederland;2005;76.0
446;3;Nederland;2006;74.0
447;3;Nederland;2007;60.0
448;3;Nederland;2008;47.0
449;3;Nederland;2009;57.0
450;3;Nederland;2010;74.0
451;3;Nederland;2011;70.0
452;3;Nederland;2012;88.0
453;3;Nederland;2013;108.0
454;3;Nederland;2014;110.0
455;3;Noord-Nederland (LD);2002;7.0
456;3;Noord-Nederland (LD);2003;7.0
457;3;Noord-Nederland (LD);2004;11.0
458;3;Noord-Nederland (LD);2005;8.0
459;3;Noord-Nederland (LD);2006;9.0
460;3;Noord-Nederland (LD);2007;9.0
461;3;Noord-Nederland (LD);2008;7.0
462;3;Noord-Nederland (LD);2009;5.0
463;3;Noord-Nederland (LD);2010;8.0
464;3;Noord-Nederland (LD);2011;8.0
465;3;Noord-Nederland (LD);2012;11.0
466;3;Noord-Nederland (LD);2013;12.0
467;3;Noord-Nederland (LD);2014;12.0
468;3;Oost-Nederland (LD);2002;9.0
469;3;Oost-Nederland (LD);2003;11.0
470;3;Oost-Nederland (LD);2004;14.0
471;3;Oost-Nederland (LD);2005;19.0
472;3;Oost-Nederland (LD);2006;15.0
473;3;Oost-Nederland (LD);2007;12.0
474;3;Oost-Nederland (LD);2008;10.0
475;3;Oost-Nederland (LD);2009;10.0
476;3;Oost-Nederland (LD);2010;16.0
477;3;Oost-Nederland (LD);2011;15.0
478;3;Oost-Nederland (LD);2012;18.0
479;3;Oost-Nederland (LD);2013;25.0
480;3;Oost-Nederland (LD);2014;22.0
481;3;West-Nederland (LD);2002;20.0
482;3;West-Nederland (LD);2003;30.0
483;3;West-Nederland (LD);2004;39.0
484;3;West-Nederland (LD);2005;33.0
485;3;West-Nederland (LD);2006;35.0
486;3;West-Nederland (LD);2007;27.0
487;3;West-Nederland (LD);2008;21.0
488;3;West-Nederland (LD);2009;28.0
489;3;West-Nederland (LD);2010;34.0
490;3;West-Nederland (LD);2011;33.0
491;3;West-Nederland (LD);2012;41.0
492;3;West-Nederland (LD);2013;48.0
493;3;West-Nederland (LD);2014;57.0
494;3;Zuid-Nederland (LD);2002;9.0
495;3;Zuid-Nederland (LD);2003;12.0
496;3;Zuid-Nederland (LD);2004;16.0
497;3;Zuid-Nederland (LD);2005;16.0
498;3;Zuid-Nederland (LD);2006;14.0
499;3;Zuid-Nederland (LD);2007;13.0
500;3;Zuid-Nederland (LD);2008;10.0
501;3;Zuid-Nederland (LD);2009;14.0
502;3;Zuid-Nederland (LD);2010;16.0
503;3;Zuid-Nederland (LD);2011;14.0
504;3;Zuid-Nederland (LD);2012;17.0
505;3;Zuid-Nederland (LD);2013;23.0
506;3;Zuid-Nederland (LD);2014;20.0
507;3;Groningen (PV);2002;3.0
508;3;Groningen (PV);2003;3.0
509;3;Groningen (PV);2004;4.0
510;3;Groningen (PV);2005;4.0
511;3;Groningen (PV);2006;3.0
512;3;Groningen (PV);2007;4.0
513;3;Groningen (PV);2008;3.0
514;3;Groningen (PV);2009;2.0
515;3;Groningen (PV);2010;3.0
516;3;Groningen (PV);2011;3.0
517;3;Groningen (PV);2012;4.0
518;3;Groningen (PV);2013;4.0
519;3;Groningen (PV);2014;4.0
520;3;Friesland (PV);2002;2.0
521;3;Friesland (PV);2003;2.0
522;3;Friesland (PV);2004;4.0
523;3;Friesland (PV);2005;3.0
524;3;Friesland (PV);2006;5.0
525;3;Friesland (PV);2007;2.0
526;3;Friesland (PV);2008;2.0
527;3;Friesland (PV);2009;2.0
528;3;Friesland (PV);2010;3.0
529;3;Friesland (PV);2011;2.0
530;3;Friesland (PV);2012;3.0
531;3;Friesland (PV);2013;4.0
532;3;Friesland (PV);2014;4.0
533;3;Drenthe (PV);2002;2.0
534;3;Drenthe (PV);2003;2.0
535;3;Drenthe (PV);2004;3.0
536;3;Drenthe (PV);2005;2.0
537;3;Drenthe (PV);2006;2.0
538;3;Drenthe (PV);2007;3.0
539;3;Drenthe (PV);2008;
540;3;Drenthe (PV);2009;2.0
541;3;Drenthe (PV);2010;2.0
542;3;Drenthe (PV);2011;3.0
543;3;Drenthe (PV);2012;4.0
544;3;Drenthe (PV);2013;4.0
545;3;Drenthe (PV);2014;3.0
546;3;Overijssel (PV);2002;3.0
547;3;Overijssel (PV);2003;2.0
548;3;Overijssel (PV);2004;4.0
549;3;Overijssel (PV);2005;8.0
550;3;Overijssel (PV);2006;5.0
551;3;Overijssel (PV);2007;3.0
552;3;Overijssel (PV);2008;3.0
553;3;Overijssel (PV);2009;3.0
554;3;Overijssel (PV);2010;5.0
555;3;Overijssel (PV);2011;5.0
556;3;Overijssel (PV);2012;6.0
557;3;Overijssel (PV);2013;7.0
558;3;Overijssel (PV);2014;7.0
559;3;Flevoland (PV);2002;
560;3;Flevoland (PV);2003;
561;3;Flevoland (PV);2004;2.0
562;3;Flevoland (PV);2005;3.0
563;3;Flevoland (PV);2006;2.0
564;3;Flevoland (PV);2007;
565;3;Flevoland (PV);2008;
566;3;Flevoland (PV);2009;
567;3;Flevoland (PV);2010;3.0
568;3;Flevoland (PV);2011;2.0
569;3;Flevoland (PV);2012;2.0
570;3;Flevoland (PV);2013;4.0
571;3;Flevoland (PV);2014;4.0
572;3;Gelderland (PV);2002;5.0
573;3;Gelderland (PV);2003;8.0
574;3;Gelderland (PV);2004;8.0
575;3;Gelderland (PV);2005;8.0
576;3;Gelderland (PV);2006;8.0
577;3;Gelderland (PV);2007;8.0
578;3;Gelderland (PV);2008;5.0
579;3;Gelderland (PV);2009;7.0
580;3;Gelderland (PV);2010;9.0
581;3;Gelderland (PV);2011;8.0
582;3;Gelderland (PV);2012;9.0
583;3;Gelderland (PV);2013;14.0
584;3;Gelderland (PV);2014;12.0
585;3;Utrecht (PV);2002;3.0
586;3;Utrecht (PV);2003;4.0
587;3;Utrecht (PV);2004;7.0
588;3;Utrecht (PV);2005;5.0
589;3;Utrecht (PV);2006;5.0
590;3;Utrecht (PV);2007;4.0
591;3;Utrecht (PV);2008;2.0
592;3;Utrecht (PV);2009;5.0
593;3;Utrecht (PV);2010;5.0
594;3;Utrecht (PV);2011;4.0
595;3;Utrecht (PV);2012;5.0
596;3;Utrecht (PV);2013;6.0
597;3;Utrecht (PV);2014;11.0
598;3;Noord-Holland (PV);2002;7.0
599;3;Noord-Holland (PV);2003;10.0
600;3;Noord-Holland (PV);2004;16.0
601;3;Noord-Holland (PV);2005;12.0
602;3;Noord-Holland (PV);2006;10.0
603;3;Noord-Holland (PV);2007;8.0
604;3;Noord-Holland (PV);2008;6.0
605;3;Noord-Holland (PV);2009;9.0
606;3;Noord-Holland (PV);2010;12.0
607;3;Noord-Holland (PV);2011;13.0
608;3;Noord-Holland (PV);2012;11.0
609;3;Noord-Holland (PV);2013;15.0
610;3;Noord-Holland (PV);2014;18.0
611;3;Zuid-Holland (PV);2002;9.0
612;3;Zuid-Holland (PV);2003;15.0
613;3;Zuid-Holland (PV);2004;14.0
614;3;Zuid-Holland (PV);2005;14.0
615;3;Zuid-Holland (PV);2006;20.0
616;3;Zuid-Holland (PV);2007;14.0
617;3;Zuid-Holland (PV);2008;11.0
618;3;Zuid-Holland (PV);2009;12.0
619;3;Zuid-Holland (PV);2010;17.0
620;3;Zuid-Holland (PV);2011;15.0
621;3;Zuid-Holland (PV);2012;23.0
622;3;Zuid-Holland (PV);2013;25.0
623;3;Zuid-Holland (PV);2014;26.0
624;3;Zeeland (PV);2002;
625;3;Zeeland (PV);2003;
626;3;Zeeland (PV);2004;
627;3;Zeeland (PV);2005;
628;3;Zeeland (PV);2006;
629;3;Zeeland (PV);2007;
630;3;Zeeland (PV);2008;
631;3;Zeeland (PV);2009;
632;3;Zeeland (PV);2010;
633;3;Zeeland (PV);2011;
634;3;Zeeland (PV);2012;2.0
635;3;Zeeland (PV);2013;2.0
636;3;Zeeland (PV);2014;2.0
637;3;Noord-Brabant (PV);2002;6.0
638;3;Noord-Brabant (PV);2003;8.0
639;3;Noord-Brabant (PV);2004;11.0
640;3;Noord-Brabant (PV);2005;9.0
641;3;Noord-Brabant (PV);2006;9.0
642;3;Noord-Brabant (PV);2007;9.0
643;3;Noord-Brabant (PV);2008;7.0
644;3;Noord-Brabant (PV);2009;8.0
645;3;Noord-Brabant (PV);2010;11.0
646;3;Noord-Brabant (PV);2011;9.0
647;3;Noord-Brabant (PV);2012;12.0
648;3;Noord-Brabant (PV);2013;16.0
649;3;Noord-Brabant (PV);2014;14.0
650;3;Limburg (PV);2002;3.0
651;3;Limburg (PV);2003;4.0
652;3;Limburg (PV);2004;5.0
653;3;Limburg (PV);2005;7.0
654;3;Limburg (PV);2006;5.0
655;3;Limburg (PV);2007;4.0
656;3;Limburg (PV);2008;3.0
657;3;Limburg (PV);2009;6.0
658;3;Limburg (PV);2010;5.0
659;3;Limburg (PV);2011;5.0
660;3;Limburg (PV);2012;6.0
661;3;Limburg (PV);2013;7.0
662;3;Limburg (PV);2014;6.0
663;4;Nederland;2002;39.0
664;4;Nederland;2003;59.0
665;4;Nederland;2004;73.0
666;4;Nederland;2005;76.0
667;4;Nederland;2006;58.0
668;4;Nederland;2007;53.0
669;4;Nederland;2008;43.0
670;4;Nederland;2009;52.0
671;4;Nederland;2010;58.0
672;4;Nederland;2011;63.0
673;4;Nederland;2012;70.0
674;4;Nederland;2013;106.0
675;4;Nederland;2014;114.0
676;4;Noord-Nederland (LD);2002;7.0
