ID;Leeftijd;Geslacht;Perioden;Bevolking1564Jaar_1;TotaalBeroepsbevolking_2;JaarmutatieBeroepsbevolking_3;SeizoengecorrigeerdBB_4;BrutoSeizoengecorrigeerd_5;NettoSeizoengecorrigeerd_6;BrutoNietSeizoengecorrigeerd_7;NettoNietSeizoengecorrigeerd_8;TotaalWerkzameBeroepsbevolking_9;JaarmutatieWerkzameBeroepsbevolking_10;SeizoengecorrigeerdWZBB_11;TotaalWerklozeBeroepsbevolking_12;JaarmutatieWerklozeBeroepsbevolking_13;SeizoengecorrigeerdWLBB_14;Werkloosheidspercentage_15;SeizoengecorWerkloosheidspercentage_16;WerklozeBBInternationaleDefinitie_17;TotaalNietBeroepsbevolking_18;JaarmutatieNietBeroepsbevolking_19;SeizoengecorrigeerdNBB_20
847;25 tot 35 jaar;Totaal;2003 apr./2003 juni;2289.0;1946.0;-31.0;;;;85.0;80.8;1851.0;-58.0;;95.0;27.0;99.0;4.9;;82.0;343.0;-30.0;
848;25 tot 35 jaar;Totaal;2003 mei/2003 juli;2284.0;1947.0;-23.0;;;;85.3;81.1;1853.0;-48.0;;95.0;25.0;98.0;4.9;;81.0;336.0;-38.0;
849;25 tot 35 jaar;Totaal;2003 juni/2003 aug.;2278.0;1937.0;-23.0;;;;85.0;80.8;1841.0;-48.0;;96.0;25.0;103.0;5.0;;83.0;341.0;-39.0;
850;25 tot 35 jaar;Totaal;2003 juli/2003 sep.;2273.0;1931.0;-17.0;;;;85.0;80.5;1829.0;-48.0;;102.0;31.0;106.0;5.3;;81.0;342.0;-45.0;
851;25 tot 35 jaar;Totaal;2003 aug./2003 okt.;2268.0;1920.0;-29.0;;;;84.7;79.9;1813.0;-63.0;;107.0;34.0;112.0;5.6;;86.0;348.0;-33.0;
852;25 tot 35 jaar;Totaal;2003 sep./2003 nov.;2262.0;1917.0;-36.0;;;;84.7;80.0;1809.0;-69.0;;108.0;33.0;109.0;5.6;;88.0;346.0;-27.0;
853;25 tot 35 jaar;Totaal;2003 okt./2003 dec.;2257.0;1917.0;-35.0;;;;84.9;80.1;1807.0;-64.0;;110.0;28.0;112.0;5.8;;95.0;340.0;-28.0;
854;25 tot 35 jaar;Totaal;2003 nov./2004 jan.;2252.0;1910.0;-46.0;;;;84.8;79.8;1798.0;-75.0;;113.0;28.0;110.0;5.9;;99.0;341.0;-17.0;
855;25 tot 35 jaar;Totaal;2003;2281.0;1936.0;-29.0;1936.0;84.9;80.4;84.9;80.4;1834.0;-57.0;1834.0;102.0;28.0;102.0;5.3;5.3;86.0;345.0;-32.0;345.0
856;25 tot 35 jaar;Totaal;2003 dec./2004 feb.;2246.0;1905.0;-46.0;;;;84.8;79.6;1787.0;-72.0;;117.0;26.0;112.0;6.2;;103.0;341.0;-18.0;
857;25 tot 35 jaar;Totaal;2004 jan./2004 mrt.;2239.0;1902.0;-47.0;;;;84.9;79.4;1779.0;-71.0;;124.0;24.0;113.0;6.5;;104.0;337.0;-18.0;
858;25 tot 35 jaar;Totaal;2004 feb./2004 apr.;2233.0;1897.0;-50.0;;;;84.9;79.5;1775.0;-65.0;;122.0;16.0;115.0;6.4;;102.0;336.0;-17.0;
859;25 tot 35 jaar;Totaal;2004 mrt./2004 mei;2226.0;1896.0;-52.0;;;;85.1;79.7;1775.0;-71.0;;121.0;19.0;117.0;6.4;;104.0;331.0;-16.0;
860;25 tot 35 jaar;Totaal;2004 apr./2004 juni;2220.0;1888.0;-58.0;;;;85.1;80.1;1778.0;-72.0;;110.0;15.0;115.0;5.8;;94.0;332.0;-11.0;
861;25 tot 35 jaar;Totaal;2004 mei/2004 juli.;2213.0;1885.0;-62.0;;;;85.2;80.4;1779.0;-74.0;;106.0;11.0;110.0;5.6;;87.0;328.0;-8.0;
862;25 tot 35 jaar;Totaal;2004 juni/2004 aug.;2207.0;1879.0;-58.0;;;;85.1;80.3;1772.0;-69.0;;107.0;11.0;115.0;5.7;;87.0;328.0;-14.0;
863;25 tot 35 jaar;Totaal;2004 juli/2004 sep.;2200.0;1874.0;-57.0;;;;85.1;80.5;1771.0;-58.0;;103.0;1.0;106.0;5.5;;85.0;327.0;-15.0;
864;25 tot 35 jaar;Totaal;2004 aug./2004 okt.;2194.0;1869.0;-51.0;;;;85.2;80.5;1766.0;-47.0;;103.0;-4.0;108.0;5.5;;88.0;325.0;-23.0;
865;25 tot 35 jaar;Totaal;2004 sep./2004 nov.;2187.0;1863.0;-53.0;;;;85.2;80.4;1759.0;-50.0;;105.0;-3.0;106.0;5.6;;86.0;324.0;-22.0;
866;25 tot 35 jaar;Totaal;2004 okt./2004 dec.;2181.0;1864.0;-53.0;;;;85.5;80.4;1754.0;-53.0;;110.0;-1.0;111.0;5.9;;90.0;317.0;-23.0;
867;25 tot 35 jaar;Totaal;2004 nov./2005 jan.;2174.0;1859.0;-52.0;;;;85.5;80.2;1744.0;-53.0;;114.0;2.0;112.0;6.1;;96.0;316.0;-26.0;
868;25 tot 35 jaar;Totaal;2004;2210.0;1882.0;-54.0;1882.0;85.2;80.1;85.2;80.1;1770.0;-63.0;1770.0;112.0;10.0;112.0;5.9;5.9;92.0;328.0;-17.0;328.0
869;25 tot 35 jaar;Totaal;2004 dec./2005 feb.;2168.0;1848.0;-56.0;;;;85.2;79.8;1730.0;-58.0;;119.0;1.0;114.0;6.4;;105.0;320.0;-21.0;
870;25 tot 35 jaar;Totaal;2005 jan./2005 mrt.;2163.0;1844.0;-59.0;;;;85.2;79.5;1720.0;-58.0;;123.0;0.0;113.0;6.7;;110.0;319.0;-18.0;
871;25 tot 35 jaar;Totaal;2005 feb./2005 apr.;2157.0;1835.0;-62.0;;;;85.1;79.7;1718.0;-57.0;;117.0;-5.0;110.0;6.4;;104.0;322.0;-14.0;
872;25 tot 35 jaar;Totaal;2005 mrt./2005 mei;2152.0;1835.0;-60.0;;;;85.3;80.1;1724.0;-51.0;;111.0;-10.0;108.0;6.1;;96.0;316.0;-14.0;
873;25 tot 35 jaar;Totaal;2005 apr./2005 juni;2146.0;1831.0;-58.0;;;;85.3;80.4;1725.0;-53.0;;105.0;-5.0;110.0;5.8;;91.0;315.0;-16.0;
874;25 tot 35 jaar;Totaal;2005 mei/2005 juli;2141.0;1826.0;-59.0;;;;85.3;80.3;1719.0;-60.0;;107.0;1.0;111.0;5.9;;88.0;314.0;-14.0;
875;25 tot 35 jaar;Totaal;2005 juni/2005 aug.;2135.0;1824.0;-55.0;;;;85.4;80.7;1722.0;-50.0;;102.0;-5.0;109.0;5.6;;82.0;311.0;-17.0;
876;25 tot 35 jaar;Totaal;2005 juli/2005 sep.;2129.0;1823.0;-51.0;;;;85.6;80.9;1722.0;-49.0;;101.0;-1.0;105.0;5.6;;81.0;306.0;-20.0;
877;25 tot 35 jaar;Totaal;2005 aug./2005 okt.;2124.0;1823.0;-46.0;;;;85.8;81.5;1730.0;-36.0;;93.0;-11.0;96.0;5.1;;77.0;301.0;-24.0;
878;25 tot 35 jaar;Totaal;2005 sep./2005 nov.;2118.0;1816.0;-47.0;;;;85.7;81.2;1720.0;-38.0;;95.0;-9.0;97.0;5.3;;80.0;302.0;-22.0;
879;25 tot 35 jaar;Totaal;2005 okt./2005 dec.;2113.0;1811.0;-53.0;;;;85.7;81.2;1716.0;-39.0;;95.0;-15.0;97.0;5.2;;81.0;302.0;-15.0;
880;25 tot 35 jaar;Totaal;2005 nov./2006 jan.;2107.0;1815.0;-43.0;;;;86.2;81.6;1720.0;-24.0;;96.0;-19.0;94.0;5.3;;78.0;292.0;-24.0;
881;25 tot 35 jaar;Totaal;2005;2138.0;1827.0;-55.0;1827.0;85.5;80.5;85.5;80.5;1721.0;-50.0;1721.0;106.0;-5.0;106.0;5.8;5.8;90.0;311.0;-17.0;311.0
882;25 tot 35 jaar;Totaal;2005 dec./2006 feb.;2102.0;1813.0;-36.0;;;;86.2;81.7;1717.0;-12.0;;95.0;-23.0;92.0;5.3;;79.0;289.0;-31.0;
883;25 tot 35 jaar;Totaal;2006 jan./2006 mrt.;2097.0;1808.0;-35.0;;;;86.2;81.7;1713.0;-7.0;;95.0;-28.0;88.0;5.3;;79.0;289.0;-31.0;
884;25 tot 35 jaar;Totaal;2006 feb./2006 apr.;2092.0;1804.0;-31.0;;;;86.2;81.6;1708.0;-11.0;;96.0;-21.0;91.0;5.3;;80.0;289.0;-34.0;
885;25 tot 35 jaar;Totaal;2006 mrt./2006 mei;2087.0;1794.0;-41.0;;;;86.0;81.6;1704.0;-20.0;;91.0;-20.0;88.0;5.1;;74.0;293.0;-23.0;
886;25 tot 35 jaar;Totaal;2006 apr./2006 juni;2082.0;1792.0;-39.0;;;;86.0;82.1;1711.0;-15.0;;81.0;-24.0;84.0;4.5;;62.0;291.0;-25.0;
887;25 tot 35 jaar;Totaal;2006 mei/2006 juli;2077.0;1785.0;-41.0;;;;85.9;82.2;1708.0;-12.0;;77.0;-30.0;80.0;4.3;;61.0;292.0;-22.0;
888;25 tot 35 jaar;Totaal;2006 juni/2006 aug.;2073.0;1780.0;-44.0;;;;85.9;82.2;1705.0;-18.0;;76.0;-26.0;81.0;4.3;;60.0;292.0;-19.0;
889;25 tot 35 jaar;Totaal;2006 juli/2006 sep.;2068.0;1780.0;-43.0;;;;86.1;82.3;1702.0;-20.0;;78.0;-23.0;81.0;4.4;;62.0;288.0;-19.0;
890;25 tot 35 jaar;Totaal;2006 aug./2006 okt.;2063.0;1779.0;-44.0;;;;86.2;82.4;1699.0;-31.0;;80.0;-13.0;83.0;4.5;;65.0;284.0;-17.0;
891;25 tot 35 jaar;Totaal;2006 sep./2006 nov.;2058.0;1779.0;-37.0;;;;86.4;82.7;1703.0;-18.0;;76.0;-19.0;78.0;4.3;;62.0;279.0;-23.0;
892;25 tot 35 jaar;Totaal;2006 okt./2006 dec.;2053.0;1777.0;-34.0;;;;86.6;82.8;1700.0;-16.0;;77.0;-18.0;78.0;4.3;;62.0;276.0;-26.0;
893;25 tot 35 jaar;Totaal;2006 nov./2007 jan.;2048.0;1766.0;-49.0;;;;86.2;82.5;1689.0;-30.0;;77.0;-19.0;76.0;4.3;;59.0;282.0;-10.0;
894;25 tot 35 jaar;Totaal;2006;2075.0;1789.0;-38.0;1789.0;86.2;82.2;86.2;82.2;1706.0;-14.0;1706.0;83.0;-23.0;83.0;4.6;4.6;67.0;286.0;-25.0;286.0
895;25 tot 35 jaar;Totaal;2006 dec./2007 feb.;2044.0;1762.0;-51.0;;;;86.2;82.5;1685.0;-32.0;;77.0;-18.0;75.0;4.4;;59.0;282.0;-8.0;
896;25 tot 35 jaar;Totaal;2007 jan./2007 mrt.;2040.0;1754.0;-54.0;;;;86.0;82.2;1676.0;-37.0;;78.0;-18.0;72.0;4.4;;60.0;286.0;-3.0;
897;25 tot 35 jaar;Totaal;2007 feb./2007 apr.;2036.0;1763.0;-41.0;;;;86.6;83.2;1694.0;-13.0;;68.0;-28.0;64.0;3.9;;54.0;273.0;-15.0;
898;25 tot 35 jaar;Totaal;2007 mrt./2007 mei;2032.0;1767.0;-27.0;;;;87.0;83.8;1702.0;-1.0;;65.0;-26.0;63.0;3.7;;51.0;265.0;-28.0;
899;25 tot 35 jaar;Totaal;2007 apr./2007 juni;2028.0;1766.0;-25.0;;;;87.1;84.4;1711.0;0.0;;55.0;-26.0;58.0;3.1;;45.0;262.0;-29.0;
900;25 tot 35 jaar;Totaal;2007 mei/2007 juli;2024.0;1761.0;-24.0;;;;87.0;84.2;1704.0;-4.0;;57.0;-20.0;60.0;3.2;;44.0;263.0;-30.0;
901;25 tot 35 jaar;Totaal;2007 juni/2007 aug.;2020.0;1750.0;-30.0;;;;86.6;83.9;1695.0;-9.0;;55.0;-21.0;58.0;3.1;;42.0;270.0;-22.0;
902;25 tot 35 jaar;Totaal;2007 juli/2007 sep.;2016.0;1756.0;-24.0;;;;87.1;84.1;1696.0;-5.0;;60.0;-19.0;61.0;3.4;;48.0;260.0;-27.0;
903;25 tot 35 jaar;Totaal;2007 aug./2007 okt.;2012.0;1757.0;-22.0;;;;87.3;84.5;1701.0;2.0;;56.0;-24.0;58.0;3.2;;47.0;256.0;-28.0;
904;25 tot 35 jaar;Totaal;2007 sep./2007 nov.;2008.0;1751.0;-28.0;;;;87.2;84.4;1695.0;-8.0;;56.0;-20.0;57.0;3.2;;45.0;258.0;-21.0;
905;25 tot 35 jaar;Totaal;2007 okt./2007 dec.;2005.0;1744.0;-33.0;;;;87.0;84.4;1691.0;-9.0;;53.0;-24.0;54.0;3.0;;41.0;261.0;-15.0;
906;25 tot 35 jaar;Totaal;2007 nov./2008 jan.;2001.0;1737.0;-29.0;;;;86.8;84.1;1682.0;-7.0;;54.0;-22.0;54.0;3.1;;42.0;264.0;-18.0;
907;25 tot 35 jaar;Totaal;2007;2022.0;1755.0;-34.0;1755.0;86.8;83.8;86.8;83.8;1694.0;-13.0;1694.0;61.0;-21.0;61.0;3.5;3.5;48.0;267.0;-19.0;267.0
908;25 tot 35 jaar;Totaal;2007 dec./2008 feb.;1998.0;1748.0;-14.0;;;;87.5;84.6;1690.0;5.0;;58.0;-19.0;56.0;3.3;;43.0;250.0;-32.0;
909;25 tot 35 jaar;Totaal;2008 jan./2008 mrt.;1995.0;1747.0;-7.0;;;;87.6;84.7;1690.0;14.0;;57.0;-21.0;53.0;3.2;;41.0;248.0;-37.0;
910;25 tot 35 jaar;Totaal;2008 feb./2008 apr.;1993.0;1749.0;-14.0;;;;87.7;85.0;1694.0;-1.0;;55.0;-13.0;52.0;3.1;;41.0;244.0;-29.0;
911;25 tot 35 jaar;Totaal;2008 mrt./2008 mei;1990.0;1746.0;-21.0;;;;87.7;85.0;1692.0;-10.0;;54.0;-11.0;52.0;3.1;;42.0;245.0;-20.0;
912;25 tot 35 jaar;Totaal;2008 apr./2008 juni;1988.0;1746.0;-20.0;;;;87.8;85.1;1692.0;-18.0;;54.0;-2.0;56.0;3.1;;43.0;242.0;-20.0;
913;25 tot 35 jaar;Totaal;2008 mei/2008 juli;1986.0;1739.0;-22.0;;;;87.6;85.0;1688.0;-16.0;;51.0;-6.0;53.0;2.9;;39.0;247.0;-16.0;
914;25 tot 35 jaar;Totaal;2008 juni/2008 aug.;1983.0;1735.0;-15.0;;;;87.5;85.1;1687.0;-8.0;;47.0;-7.0;50.0;2.7;;34.0;249.0;-22.0;
915;25 tot 35 jaar;Totaal;2008 juli/2008 sep.;1981.0;1729.0;-27.0;;;;87.3;84.9;1681.0;-15.0;;48.0;-12.0;49.0;2.8;;34.0;252.0;-8.0;
916;25 tot 35 jaar;Totaal;2008 aug./2008 okt.;1979.0;1735.0;-22.0;;;;87.7;85.1;1684.0;-16.0;;51.0;-5.0;53.0;2.9;;38.0;243.0;-12.0;
917;25 tot 35 jaar;Totaal;2008 sep./2008 nov.;1976.0;1741.0;-9.0;;;;88.1;85.4;1688.0;-6.0;;53.0;-3.0;54.0;3.1;;42.0;235.0;-23.0;
918;25 tot 35 jaar;Totaal;2008 okt./2008 dec.;1974.0;1738.0;-6.0;;;;88.1;85.3;1684.0;-7.0;;55.0;2.0;56.0;3.1;;43.0;236.0;-25.0;
919;25 tot 35 jaar;Totaal;2008 nov./2009 jan.;1971.0;1733.0;-4.0;;;;87.9;85.0;1676.0;-7.0;;57.0;3.0;56.0;3.3;;45.0;239.0;-25.0;
920;25 tot 35 jaar;Totaal;2008;1984.0;1740.0;-15.0;1740.0;87.7;85.0;87.7;85.0;1687.0;-7.0;1687.0;53.0;-8.0;53.0;3.1;3.1;40.0;244.0;-23.0;244.0
921;25 tot 35 jaar;Totaal;2008 dec./2009 feb.;1970.0;1725.0;-22.0;;;;87.6;84.6;1666.0;-24.0;;60.0;2.0;58.0;3.5;;49.0;244.0;-6.0;
922;25 tot 35 jaar;Totaal;2009 jan./2009 mrt.;1969.0;1724.0;-23.0;;;;87.6;84.4;1661.0;-30.0;;64.0;7.0;59.0;3.7;;51.0;244.0;-4.0;
923;25 tot 35 jaar;Totaal;2009 feb./2009 apr.;1967.0;1732.0;-17.0;;;;88.0;84.6;1665.0;-29.0;;67.0;12.0;63.0;3.9;;55.0;235.0;-9.0;
924;25 tot 35 jaar;Totaal;2009 mrt./2009 mei;1966.0;1738.0;-8.0;;;;88.4;84.6;1664.0;-28.0;;74.0;20.0;71.0;4.3;;60.0;228.0;-16.0;
925;25 tot 35 jaar;Totaal;2009 apr./2009 juni;1965.0;1735.0;-11.0;;;;88.3;84.2;1655.0;-37.0;;80.0;27.0;82.0;4.6;;63.0;230.0;-12.0;
926;25 tot 35 jaar;Totaal;2009 mei/2009 juli;1964.0;1733.0;-6.0;;;;88.3;84.2;1654.0;-34.0;;79.0;28.0;82.0;4.6;;62.0;231.0;-16.0;
927;25 tot 35 jaar;Totaal;2009 juni/2009 aug.;1963.0;1733.0;-1.0;;;;88.3;84.3;1654.0;-33.0;;79.0;32.0;84.0;4.6;;61.0;230.0;-19.0;
928;25 tot 35 jaar;Totaal;2009 juli/2009 sep.;1962.0;1730.0;1.0;;;;88.2;84.0;1647.0;-34.0;;83.0;35.0;84.0;4.8;;63.0;232.0;-20.0;
929;25 tot 35 jaar;Totaal;2009 aug./2009 okt.;1961.0;1726.0;-10.0;;;;88.0;83.8;1644.0;-40.0;;82.0;31.0;84.0;4.7;;65.0;235.0;-8.0;
930;25 tot 35 jaar;Totaal;2009 sep./2009 nov.;1959.0;1723.0;-18.0;;;;87.9;83.9;1643.0;-45.0;;80.0;27.0;82.0;4.7;;68.0;236.0;2.0;
931;25 tot 35 jaar;Totaal;2009 okt./2009 dec.;1958.0;1715.0;-23.0;;;;87.6;83.6;1637.0;-47.0;;78.0;24.0;79.0;4.6;;67.0;243.0;8.0;
932;25 tot 35 jaar;Totaal;2009 nov./2010 jan.;1957.0;1719.0;-14.0;;;;87.8;83.5;1635.0;-41.0;;84.0;27.0;82.0;4.9;;71.0;238.0;0.0;
933;25 tot 35 jaar;Totaal;2009;1963.0;1726.0;-14.0;1726.0;87.9;84.0;87.9;84.0;1650.0;-37.0;1650.0;76.0;23.0;76.0;4.4;4.4;61.0;237.0;-7.0;237.0
934;25 tot 35 jaar;Totaal;2009 dec./2010 feb.;1957.0;1715.0;-10.0;;;;87.6;83.4;1632.0;-34.0;;83.0;24.0;81.0;4.9;;72.0;242.0;-2.0;
935;25 tot 35 jaar;Totaal;2010 jan./2010 mrt.;1959.0;1715.0;-9.0;;;;87.5;82.9;1625.0;-36.0;;90.0;27.0;84.0;5.3;;76.0;244.0;0.0;
936;25 tot 35 jaar;Totaal;2010 feb./2010 apr.;1961.0;1716.0;-16.0;;;;87.5;83.1;1629.0;-36.0;;86.0;19.0;81.0;5.0;;71.0;245.0;10.0;
937;25 tot 35 jaar;Totaal;2010 mrt./2010 mei;1962.0;1718.0;-20.0;;;;87.6;83.4;1637.0;-27.0;;81.0;7.0;78.0;4.7;;71.0;244.0;16.0;
938;25 tot 35 jaar;Mannen;1999 dec./2000 feb.;;;;;;;;;;;;;;;;;;;;
939;25 tot 35 jaar;Mannen;2000 jan./2000 mrt.;;;;;;;;;;;;;;;;;;;;
940;25 tot 35 jaar;Mannen;2000 feb./2000 apr.;;;;;;;;;;;;;;;;;;;;
941;25 tot 35 jaar;Mannen;2000 mrt./2000 mei;;;;;;;;;;;;;;;;;;;;
942;25 tot 35 jaar;Mannen;2000 apr./2000 juni;;;;;;;;;;;;;;;;;;;;
943;25 tot 35 jaar;Mannen;2000 mei/2000 juli;;;;;;;;;;;;;;;;;;;;
944;25 tot 35 jaar;Mannen;2000 juni/2000 aug.;;;;;;;;;;;;;;;;;;;;
945;25 tot 35 jaar;Mannen;2000 juli/2000 sep.;;;;;;;;;;;;;;;;;;;;
946;25 tot 35 jaar;Mannen;2000 aug./2000 okt.;;;;;;;;;;;;;;;;;;;;
947;25 tot 35 jaar;Mannen;2000 sep./2000 nov.;;;;;;;;;;;;;;;;;;;;
948;25 tot 35 jaar;Mannen;2000 okt./2000 dec.;;;;;;;;;;;;;;;;;;;;
949;25 tot 35 jaar;Mannen;2000 nov./2001 jan.;;;;;;;;;;;;;;;;;;;;
950;25 tot 35 jaar;Mannen;2000;;;;;;;;;;;;;;;;;;;;
951;25 tot 35 jaar;Mannen;2000 dec./2001 feb.;1226.0;1151.0;-27.0;;;;93.9;91.7;1124.0;-18.0;;26.0;-9.0;25.0;2.3;;22.0;75.0;-3.0;
952;25 tot 35 jaar;Mannen;2001 jan./2001 mrt.;1224.0;1154.0;-27.0;;;;94.3;91.9;1124.0;-22.0;;29.0;-5.0;26.0;2.5;;25.0;70.0;-2.0;
953;25 tot 35 jaar;Mannen;2001 feb./2001 apr.;1221.0;1152.0;-25.0;;;;94.3;91.9;1123.0;-26.0;;29.0;1.0;27.0;2.5;;24.0;70.0;-4.0;
954;25 tot 35 jaar;Mannen;2001 mrt./2001 mei;1219.0;1149.0;-23.0;;;;94.3;92.1;1123.0;-21.0;;26.0;-2.0;25.0;2.3;;22.0;70.0;-6.0;
955;25 tot 35 jaar;Mannen;2001 apr./2001 juni;1217.0;1142.0;-31.0;;;;93.8;91.9;1119.0;-28.0;;23.0;-3.0;23.0;2.0;;20.0;75.0;2.0;
956;25 tot 35 jaar;Mannen;2001 mei/2001 juli;1215.0;1144.0;-27.0;;;;94.2;92.4;1123.0;-16.0;;21.0;-10.0;22.0;1.8;;17.0;71.0;-2.0;
957;25 tot 35 jaar;Mannen;2001 juni/2001 aug.;1212.0;1136.0;-30.0;;;;93.7;91.9;1115.0;-23.0;;21.0;-7.0;23.0;1.9;;16.0;77.0;2.0;
958;25 tot 35 jaar;Mannen;2001 juli/2001 sep.;1210.0;1136.0;-25.0;;;;93.9;92.0;1113.0;-19.0;;23.0;-6.0;24.0;2.0;;15.0;74.0;-4.0;
959;25 tot 35 jaar;Mannen;2001 aug./2001 okt.;1208.0;1137.0;-24.0;;;;94.2;92.5;1117.0;-17.0;;21.0;-7.0;23.0;1.8;;14.0;70.0;-5.0;
960;25 tot 35 jaar;Mannen;2001 sep./2001 nov.;1205.0;1139.0;-22.0;;;;94.5;92.8;1119.0;-17.0;;21.0;-5.0;22.0;1.8;;16.0;66.0;-6.0;
961;25 tot 35 jaar;Mannen;2001 okt./2001 dec.;1203.0;1133.0;-23.0;;;;94.2;92.4;1111.0;-20.0;;22.0;-3.0;22.0;1.9;;17.0;70.0;-5.0;
962;25 tot 35 jaar;Mannen;2001 nov./2002 jan.;1201.0;1119.0;-27.0;;;;93.2;91.1;1094.0;-26.0;;25.0;0.0;23.0;2.2;;22.0;82.0;-1.0;
963;25 tot 35 jaar;Mannen;2001;1213.0;1141.0;-27.0;1141.0;94.0;92.0;94.0;92.0;1117.0;-22.0;1117.0;24.0;-4.0;24.0;2.1;2.1;19.0;72.0;-2.0;72.0
964;25 tot 35 jaar;Mannen;2001 dec./2002 feb.;1198.0;1119.0;-32.0;;;;93.4;90.9;1089.0;-35.0;;30.0;3.0;28.0;2.6;;25.0;80.0;4.0;
965;25 tot 35 jaar;Mannen;2002 jan./2002 mrt.;1195.0;1114.0;-39.0;;;;93.2;90.2;1078.0;-46.0;;36.0;7.0;33.0;3.3;;28.0;81.0;11.0;
966;25 tot 35 jaar;Mannen;2002 feb./2002 apr.;1193.0;1115.0;-37.0;;;;93.5;90.3;1077.0;-46.0;;37.0;9.0;35.0;3.4;;28.0;78.0;8.0;
967;25 tot 35 jaar;Mannen;2002 mrt./2002 mei;1190.0;1115.0;-34.0;;;;93.7;90.7;1080.0;-43.0;;35.0;9.0;34.0;3.2;;28.0;75.0;5.0;
968;25 tot 35 jaar;Mannen;2002 apr./2002 juni;1187.0;1110.0;-31.0;;;;93.5;90.4;1074.0;-45.0;;37.0;14.0;37.0;3.3;;31.0;77.0;1.0;
969;25 tot 35 jaar;Mannen;2002 mei/2002 juli;1184.0;1110.0;-33.0;;;;93.7;90.6;1073.0;-50.0;;37.0;16.0;38.0;3.4;;32.0;74.0;3.0;
970;25 tot 35 jaar;Mannen;2002 juni/2002 aug.;1182.0;1104.0;-31.0;;;;93.4;90.4;1068.0;-47.0;;36.0;15.0;39.0;3.3;;30.0;77.0;1.0;
971;25 tot 35 jaar;Mannen;2002 juli/2002 sep.;1179.0;1098.0;-38.0;;;;93.1;90.2;1064.0;-50.0;;34.0;11.0;36.0;3.1;;27.0;81.0;7.0;
972;25 tot 35 jaar;Mannen;2002 aug./2002 okt.;1176.0;1097.0;-41.0;;;;93.2;90.2;1061.0;-55.0;;35.0;15.0;39.0;3.2;;28.0;80.0;9.0;
973;25 tot 35 jaar;Mannen;2002 sep./2002 nov.;1173.0;1093.0;-46.0;;;;93.1;89.8;1054.0;-64.0;;39.0;18.0;40.0;3.5;;33.0;81.0;14.0;
974;25 tot 35 jaar;Mannen;2002 okt./2002 dec.;1171.0;1087.0;-46.0;;;;92.9;89.0;1042.0;-69.0;;45.0;23.0;46.0;4.2;;38.0;83.0;13.0;
975;25 tot 35 jaar;Mannen;2002 nov./2003 jan.;1168.0;1089.0;-30.0;;;;93.2;89.3;1043.0;-52.0;;46.0;21.0;44.0;4.2;;40.0;79.0;-3.0;
976;25 tot 35 jaar;Mannen;2002;1183.0;1102.0;-39.0;1102.0;93.2;90.0;93.2;90.0;1064.0;-52.0;1064.0;38.0;14.0;38.0;3.5;3.5;31.0;81.0;8.0;81.0
977;25 tot 35 jaar;Mannen;2002 dec./2003 feb.;1165.0;1086.0;-33.0;;;;93.2;89.0;1037.0;-52.0;;49.0;19.0;46.0;4.5;;46.0;79.0;0.0;
978;25 tot 35 jaar;Mannen;2003 jan./2003 mrt.;1162.0;1081.0;-34.0;;;;93.0;88.4;1027.0;-51.0;;54.0;17.0;48.0;5.0;;51.0;81.0;0.0;
979;25 tot 35 jaar;Mannen;2003 feb./2003 apr.;1159.0;1078.0;-37.0;;;;93.0;88.3;1023.0;-54.0;;55.0;17.0;51.0;5.1;;52.0;81.0;3.0;
980;25 tot 35 jaar;Mannen;2003 mrt./2003 mei;1156.0;1079.0;-36.0;;;;93.4;88.6;1024.0;-56.0;;55.0;20.0;53.0;5.1;;49.0;77.0;2.0;
981;25 tot 35 jaar;Mannen;2003 apr./2003 juni;1153.0;1082.0;-29.0;;;;93.8;89.6;1034.0;-40.0;;48.0;12.0;49.0;4.5;;43.0;71.0;-5.0;
982;25 tot 35 jaar;Mannen;2003 mei/2003 juli;1150.0;1083.0;-27.0;;;;94.1;89.7;1032.0;-41.0;;51.0;14.0;52.0;4.7;;44.0;67.0;-7.0;
983;25 tot 35 jaar;Mannen;2003 juni/2003 aug.;1147.0;1079.0;-25.0;;;;94.1;89.6;1028.0;-40.0;;51.0;15.0;55.0;4.7;;46.0;68.0;-9.0;
984;25 tot 35 jaar;Mannen;2003 juli/2003 sep.;1144.0;1073.0;-25.0;;;;93.8;89.0;1018.0;-45.0;;55.0;21.0;58.0;5.1;;47.0;71.0;-10.0;
985;25 tot 35 jaar;Mannen;2003 aug./2003 okt.;1141.0;1067.0;-30.0;;;;93.5;88.8;1014.0;-48.0;;53.0;18.0;58.0;5.0;;45.0;74.0;-5.0;
986;25 tot 35 jaar;Mannen;2003 sep./2003 nov.;1139.0;1060.0;-33.0;;;;93.1;88.2;1004.0;-50.0;;55.0;17.0;58.0;5.2;;46.0;79.0;-2.0;
987;25 tot 35 jaar;Mannen;2003 okt./2003 dec.;1136.0;1059.0;-28.0;;;;93.3;88.1;1001.0;-41.0;;58.0;13.0;60.0;5.5;;50.0;76.0;-7.0;
988;25 tot 35 jaar;Mannen;2003 nov./2004 jan.;1133.0;1057.0;-31.0;;;;93.4;87.8;994.0;-48.0;;63.0;17.0;61.0;6.0;;56.0;75.0;-4.0;
