ID;LeeftijdReferentiepersoon;HerkomstgroeperingReferentiepersoon;GeneratieReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;TotaalMeerpersoonshuishoudens_3;Paren_4;Eenouderhuishoudens_5;OverigeHuishoudens_6
0;4;Totale bevolking;Totaal van de bevolkingsgroep;2013;7572957.0;2814301.0;4758656.0;4193037.0;523650.0;41969.0
1;4;Totale bevolking;Totaal van de bevolkingsgroep;2014;7631052.0;2859072.0;4771980.0;4199378.0;531348.0;41254.0
2;4;Totale bevolking;Totaal van de bevolkingsgroep;2015;7687945.0;2898070.0;4789875.0;4213168.0;535568.0;41140.0
3;4;Totale bevolking;Totaal van de bevolkingsgroep;2016;7744937.0;2933415.0;4811522.0;4233095.0;537018.0;41410.0
4;4;Totale bevolking;Totaal van de bevolkingsgroep;2017;7801610.0;2970187.0;4831423.0;4251319.0;538437.0;41668.0
5;4;Totale bevolking;Totaal van de bevolkingsgroep;2018;7858280.0;3008177.0;4850103.0;4268514.0;539632.0;41958.0
6;4;Totale bevolking;Totaal van de bevolkingsgroep;2019;7913507.0;3047111.0;4866396.0;4283498.0;540627.0;42271.0
7;4;Totale bevolking;Totaal van de bevolkingsgroep;2020;7966675.0;3086030.0;4880645.0;4296801.0;541253.0;42592.0
8;4;Totale bevolking;Totaal van de bevolkingsgroep;2021;8017615.0;3124383.0;4893232.0;4308660.0;541679.0;42893.0
9;4;Totale bevolking;Totaal van de bevolkingsgroep;2022;8066416.0;3162396.0;4904020.0;4319275.0;541549.0;43196.0
10;4;Totale bevolking;Totaal van de bevolkingsgroep;2023;8112849.0;3199458.0;4913391.0;4328670.0;541234.0;43487.0
11;4;Totale bevolking;Totaal van de bevolkingsgroep;2024;8157122.0;3235879.0;4921243.0;4336833.0;540601.0;43809.0
12;4;Totale bevolking;Totaal van de bevolkingsgroep;2025;8198965.0;3271360.0;4927605.0;4343648.0;539865.0;44092.0
13;4;Totale bevolking;Totaal van de bevolkingsgroep;2026;8238192.0;3305970.0;4932222.0;4348962.0;538905.0;44355.0
14;4;Totale bevolking;Totaal van de bevolkingsgroep;2027;8274911.0;3339817.0;4935094.0;4352694.0;537814.0;44586.0
15;4;Totale bevolking;Totaal van de bevolkingsgroep;2028;8309129.0;3372826.0;4936303.0;4354839.0;536673.0;44792.0
16;4;Totale bevolking;Totaal van de bevolkingsgroep;2029;8340761.0;3404725.0;4936036.0;4355456.0;535564.0;45016.0
17;4;Totale bevolking;Totaal van de bevolkingsgroep;2030;8369448.0;3435094.0;4934354.0;4354649.0;534509.0;45196.0
