ID;Schooljaar;Loon;Herkomstgroeperingen;Geslacht;Leeftijd;Peilmoment;TotaalVoMbo_1;VoortgezetOnderwijs_2;MboInclusiefExtranei_3;MboExclusiefExtranei_4;BeroepsopleidendeLeerwegBol_5;BeroepsbegeleidendeLeerwegBbl_6;MboExtranei_7;TotaalVoMbo_8;VoortgezetOnderwijs_9;MboInclusiefExtranei_10;MboExclusiefExtranei_11;BeroepsopleidendeLeerwegBol_12;BeroepsbegeleidendeLeerwegBbl_13;MboExtranei_14;TotaalVoMbo_15;VoortgezetOnderwijs_16;MboInclusiefExtranei_17;MboExclusiefExtranei_18;BeroepsopleidendeLeerwegBol_19;BeroepsbegeleidendeLeerwegBbl_20;MboExtranei_21
0;100;100;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;Eerste jaar na schoolverlaten;104590.0;10900.0;93680.0;89980.0;42490.0;47490.0;3710.0;45820.0;6000.0;39820.0;38300.0;18380.0;19920.0;1510.0;58770.0;4900.0;53870.0;51670.0;24110.0;27570.0;2190.0
1;100;100;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;Tweede jaar na schoolverlaten;94240.0;7170.0;87070.0;83620.0;39780.0;43840.0;3450.0;41100.0;5090.0;36000.0;34610.0;16650.0;17960.0;1390.0;53140.0;2080.0;51060.0;49010.0;23130.0;25880.0;2060.0
2;100;100;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;Derde jaar na schoolverlaten;88930.0;6560.0;82370.0;79080.0;37560.0;41520.0;3290.0;38600.0;4880.0;33710.0;32410.0;15530.0;16880.0;1310.0;50330.0;1680.0;48650.0;46670.0;22030.0;24640.0;1980.0
3;100;100;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Totaal leeftijd;Vierde jaar na schoolverlaten;84090.0;6160.0;77930.0;74770.0;35670.0;39090.0;3160.0;36310.0;4620.0;31690.0;30430.0;14630.0;15810.0;1250.0;47780.0;1540.0;46240.0;44330.0;21050.0;23290.0;1910.0
4;100;100;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Jonger dan 18 jaar;Eerste jaar na schoolverlaten;9150.0;5740.0;3410.0;3400.0;2460.0;940.0;10.0;7500.0;4510.0;2990.0;2980.0;2140.0;840.0;10.0;1650.0;1230.0;420.0;420.0;320.0;100.0;
5;100;100;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Jonger dan 18 jaar;Tweede jaar na schoolverlaten;7770.0;4630.0;3140.0;3130.0;2260.0;870.0;10.0;6730.0;4020.0;2710.0;2700.0;1920.0;780.0;10.0;1040.0;610.0;430.0;430.0;340.0;90.0;
6;100;100;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Jonger dan 18 jaar;Derde jaar na schoolverlaten;7170.0;4370.0;2790.0;2780.0;1980.0;790.0;20.0;6290.0;3880.0;2410.0;2390.0;1670.0;720.0;20.0;880.0;500.0;390.0;380.0;310.0;70.0;
7;100;100;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;Jonger dan 18 jaar;Vierde jaar na schoolverlaten;6740.0;4170.0;2570.0;2550.0;1820.0;720.0;20.0;5920.0;3720.0;2210.0;2190.0;1530.0;660.0;20.0;810.0;460.0;360.0;360.0;290.0;60.0;
8;100;100;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;18 tot 23 jaar;Eerste jaar na schoolverlaten;58170.0;5160.0;53010.0;51110.0;32270.0;18830.0;1900.0;22400.0;1490.0;20910.0;20150.0;12480.0;7670.0;760.0;35770.0;3670.0;32100.0;30960.0;19790.0;11170.0;1140.0
9;100;100;Totaal herkomstgroeperingen;Totaal mannen en vrouwen;18 tot 23 jaar;Tweede jaar na schoolverlaten;51220.0;2540.0;48680.0;46910.0;29770.0;17140.0;1770.0;19560.0;1070.0;18490.0;17790.0;10990.0;6810.0;700.0;31660.0;1470.0;30190.0;29120.0;18780.0;10340.0;1070.0
