ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;VertragingInDeSchoolloopbaan;Perioden;AantalLeerlingenVoortgezetOnderwijs_1;AantalVsvErsVoortgezetOnderwijs_2;AantalNietVsvErsVoortgezetOnderwijs_3;PercentageVsvErsVoortgezetOnderwijs_4
0;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2004/'05;863270.0;17370.0;845900.0;2.0
1;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2005/'06;903370.0;15950.0;887420.0;1.8
2;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2006/'07;907230.0;14660.0;892570.0;1.6
3;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2007/'08;906100.0;12390.0;893710.0;1.4
4;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2008/'09;899420.0;10590.0;888830.0;1.2
5;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2009/'10;899740.0;10470.0;889270.0;1.2
6;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2010/'11;903960.0;9820.0;894140.0;1.1
7;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2011/'12;912360.0;10150.0;902210.0;1.1
8;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2012/'13 Oude methode;923590.0;9450.0;914150.0;1.0
9;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2012/'13 Nieuwe methode;918000.0;5310.0;912690.0;0.6
10;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2013/'14;929830.0;5150.0;924680.0;0.6
11;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Totaal wel en geen vertraging;2014/'15;940330.0;5150.0;935180.0;0.5
12;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2004/'05;608720.0;5200.0;603520.0;0.9
13;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2005/'06;635210.0;5230.0;629980.0;0.8
14;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2006/'07;637590.0;4820.0;632770.0;0.8
15;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2007/'08;635740.0;4150.0;631590.0;0.7
16;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2008/'09;633590.0;3570.0;630020.0;0.6
17;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2009/'10;634890.0;3640.0;631250.0;0.6
18;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2010/'11;637370.0;3290.0;634080.0;0.5
19;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2011/'12;644920.0;3520.0;641400.0;0.5
20;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2012/'13 Oude methode;658790.0;3360.0;655430.0;0.5
21;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2012/'13 Nieuwe methode;656330.0;1470.0;654860.0;0.2
22;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2013/'14;672610.0;1530.0;671080.0;0.2
23;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Geen vertraging;2014/'15;688880.0;1520.0;687360.0;0.2
24;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2004/'05;254550.0;12170.0;242380.0;4.8
25;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2005/'06;268170.0;10730.0;257440.0;4.0
26;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2006/'07;269640.0;9840.0;259800.0;3.6
27;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2007/'08;270360.0;8240.0;262130.0;3.0
28;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2008/'09;265840.0;7020.0;258810.0;2.6
29;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2009/'10;264850.0;6830.0;258020.0;2.6
30;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2010/'11;266600.0;6530.0;260060.0;2.5
31;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2011/'12;267440.0;6630.0;260810.0;2.5
32;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2012/'13 Oude methode;264800.0;6090.0;258720.0;2.3
33;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2012/'13 Nieuwe methode;261670.0;3840.0;257830.0;1.5
34;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2013/'14;257220.0;3620.0;253610.0;1.4
35;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;Wel vertraging;2014/'15;251450.0;3630.0;247820.0;1.4
36;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2004/'05;222540.0;8600.0;213950.0;3.9
37;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2005/'06;236760.0;7790.0;228960.0;3.3
38;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2006/'07;239510.0;7200.0;232310.0;3.0
39;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2007/'08;240240.0;5720.0;234520.0;2.4
40;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2008/'09;236740.0;4820.0;231920.0;2.0
41;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2009/'10;235050.0;4430.0;230620.0;1.9
42;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2010/'11;235340.0;4030.0;231310.0;1.7
43;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2011/'12;235870.0;4210.0;231670.0;1.8
44;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2012/'13 Oude methode;233240.0;3810.0;229430.0;1.6
45;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2012/'13 Nieuwe methode;230800.0;2010.0;228790.0;0.9
46;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2013/'14;226710.0;1900.0;224810.0;0.8
47;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;1 jaar vertraging;2014/'15;221170.0;1830.0;219340.0;0.8
48;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2004/'05;32010.0;3580.0;28430.0;11.2
49;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2005/'06;31410.0;2930.0;28480.0;9.3
50;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2006/'07;30140.0;2640.0;27500.0;8.8
51;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2007/'08;30120.0;2520.0;27600.0;8.4
52;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2008/'09;29090.0;2200.0;26890.0;7.6
53;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2009/'10;29800.0;2400.0;27390.0;8.1
54;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2010/'11;31260.0;2510.0;28750.0;8.0
55;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2011/'12;31560.0;2420.0;29140.0;7.7
56;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2012/'13 Oude methode;31560.0;2280.0;29290.0;7.2
57;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2012/'13 Nieuwe methode;30860.0;1830.0;29040.0;5.9
58;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2013/'14;30510.0;1710.0;28800.0;5.6
59;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Totaal wel en niet verdacht van misdrijf;2 jaar of meer vertraging;2014/'15;30280.0;1790.0;28480.0;5.9
60;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2004/'05;844800.0;15050.0;829750.0;1.8
61;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2005/'06;881460.0;13690.0;867770.0;1.6
62;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2006/'07;883180.0;12370.0;870810.0;1.4
63;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2007/'08;880680.0;10480.0;870200.0;1.2
64;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2008/'09;875010.0;8920.0;866100.0;1.0
65;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2009/'10;877860.0;8940.0;868920.0;1.0
66;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2010/'11;884600.0;8370.0;876240.0;0.9
67;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2011/'12;895670.0;8860.0;886800.0;1.0
68;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2012/'13 Oude methode;908800.0;8340.0;900460.0;0.9
69;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2012/'13 Nieuwe methode;903840.0;4750.0;899090.0;0.5
70;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2013/'14;918390.0;4650.0;913740.0;0.5
71;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Totaal wel en geen vertraging;2014/'15;931290.0;4760.0;926530.0;0.5
72;Totaal mannen en vrouwen;Voortgezet onderwijs;0;Niet verdacht van misdrijf;Geen vertraging;2004/'05;601540.0;4690.0;596850.0;0.8
