ID;Geslacht;Migratieachtergrond;Startjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositiePeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
0;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;103767.0;5394.0;3004.0;1973.0;243.0;174.0;98373.0;5.0;3.0;2.0;0.0;0.0;95.0
1;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;93755.0;3952.0;2342.0;1413.0;191.0;6.0;89803.0;4.0;2.0;2.0;0.0;0.0;96.0
2;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;10012.0;1442.0;662.0;560.0;52.0;168.0;8570.0;14.0;7.0;6.0;1.0;2.0;86.0
3;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;103767.0;26465.0;4221.0;17027.0;3583.0;1634.0;77302.0;26.0;4.0;16.0;3.0;2.0;74.0
4;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;79759.0;16316.0;2615.0;11074.0;2591.0;36.0;63443.0;20.0;3.0;14.0;3.0;0.0;80.0
5;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;24008.0;10149.0;1606.0;5953.0;992.0;1598.0;13859.0;42.0;7.0;25.0;4.0;7.0;58.0
6;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;103767.0;52814.0;3568.0;22958.0;11695.0;14593.0;50953.0;51.0;3.0;22.0;11.0;14.0;49.0
7;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;56650.0;20828.0;1494.0;13065.0;5920.0;349.0;35822.0;37.0;3.0;23.0;10.0;1.0;63.0
8;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;47117.0;31986.0;2074.0;9893.0;5775.0;14244.0;15131.0;68.0;4.0;21.0;12.0;30.0;32.0
9;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;103767.0;74729.0;3113.0;21940.0;16427.0;33249.0;29038.0;72.0;3.0;21.0;16.0;32.0;28.0
10;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;31050.0;17611.0;835.0;9912.0;5921.0;943.0;13439.0;57.0;3.0;32.0;19.0;3.0;43.0
11;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;72717.0;57118.0;2278.0;12028.0;10506.0;32306.0;15599.0;79.0;3.0;17.0;14.0;44.0;21.0
12;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;103767.0;82032.0;2843.0;19512.0;19023.0;40654.0;21735.0;79.0;3.0;19.0;18.0;39.0;21.0
13;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;18614.0;12627.0;472.0;6114.0;4868.0;1173.0;5987.0;68.0;3.0;33.0;26.0;6.0;32.0
14;Totaal deelnemers startjaar;Totaal deelnemers startjaar;2010;Totaal deelnemers startjaar;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;85153.0;69405.0;2371.0;13398.0;14155.0;39481.0;15748.0;82.0;3.0;16.0;17.0;46.0;18.0
