ID;Geslacht;Leeftijd;BurgerlijkeStaat;PositieInHetHuishouden;Perioden;PersonenInHuishoudens_1
2468;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2055;
2469;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2056;
2470;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2057;
2471;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2058;
2472;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2059;
2473;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2060;
2474;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2061;
2475;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2062;
2476;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2063;
2477;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2064;
2478;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2065;
2479;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2066;
2480;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2067;
2481;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2068;
2482;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2069;
2483;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Ouder in eenouderhuishouden;2070;
2484;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2025;2707.0
2485;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2026;2711.0
2486;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2027;2743.0
2487;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2028;2797.0
2488;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2029;2859.0
2489;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2030;2932.0
2490;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2031;3007.0
2491;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2032;3070.0
2492;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2033;3122.0
2493;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2034;3166.0
2494;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2035;3202.0
2495;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2036;3230.0
2496;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2037;3251.0
2497;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2038;3262.0
2498;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2039;3264.0
2499;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2040;3259.0
2500;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2041;3251.0
2501;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2042;3241.0
2502;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2043;3230.0
2503;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2044;3217.0
2504;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2045;3204.0
2505;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2046;3191.0
2506;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2047;3179.0
2507;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2048;3167.0
2508;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2049;3157.0
2509;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2050;3148.0
2510;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2051;3140.0
2511;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2052;3134.0
2512;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2053;3130.0
2513;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2054;3128.0
2514;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2055;3128.0
2515;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2056;3131.0
2516;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2057;3137.0
2517;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2058;3147.0
2518;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2059;3160.0
2519;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2060;3178.0
2520;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2061;3200.0
2521;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2062;3225.0
2522;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2063;3254.0
2523;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2064;3284.0
2524;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2065;3314.0
2525;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2066;3343.0
2526;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2067;3371.0
2527;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2068;3395.0
2528;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2069;3416.0
2529;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Overig lid huishouden;2070;3434.0
2530;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2025;584.0
2531;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2026;585.0
2532;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2027;592.0
2533;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2028;601.0
2534;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2029;612.0
2535;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2030;627.0
2536;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2031;643.0
2537;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2032;655.0
2538;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2033;666.0
2539;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2034;675.0
2540;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2035;683.0
2541;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2036;688.0
2542;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2037;693.0
2543;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2038;695.0
2544;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2039;695.0
2545;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2040;694.0
2546;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2041;693.0
2547;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2042;691.0
2548;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2043;688.0
2549;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2044;686.0
2550;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2045;683.0
2551;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2046;680.0
2552;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2047;678.0
2553;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2048;675.0
2554;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2049;673.0
2555;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2050;671.0
2556;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2051;670.0
2557;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2052;669.0
2558;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2053;668.0
2559;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2054;667.0
2560;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2055;667.0
2561;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2056;668.0
2562;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2057;669.0
2563;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2058;671.0
2564;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2059;674.0
2565;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2060;678.0
2566;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2061;682.0
2567;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2062;688.0
2568;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2063;694.0
2569;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2064;700.0
2570;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2065;706.0
2571;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2066;712.0
2572;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2067;718.0
2573;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2068;723.0
2574;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2069;727.0
2575;Totaal mannen en vrouwen;0 jaar;Ongehuwd;Personen in institutioneel huishoudens;2070;731.0
2576;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2025;
2577;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2026;
2578;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2027;
2579;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2028;
2580;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2029;
2581;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2030;
2582;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2031;
2583;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2032;
2584;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2033;
2585;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2034;
2586;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2035;
2587;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2036;
2588;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2037;
2589;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2038;
2590;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2039;
2591;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2040;
2592;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2041;
2593;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2042;
2594;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2043;
2595;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2044;
2596;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2045;
2597;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2046;
2598;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2047;
2599;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2048;
2600;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2049;
2601;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2050;
2602;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2051;
2603;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2052;
2604;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2053;
2605;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2054;
2606;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2055;
2607;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2056;
2608;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2057;
2609;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2058;
2610;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2059;
2611;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2060;
2612;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2061;
2613;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2062;
2614;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2063;
2615;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2064;
2616;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2065;
2617;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2066;
2618;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2067;
2619;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2068;
2620;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2069;
2621;Totaal mannen en vrouwen;0 jaar;Gehuwd;Totaal personen in huishoudens;2070;
2622;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2025;
2623;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2026;
2624;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2027;
2625;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2028;
2626;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2029;
2627;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2030;
2628;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2031;
2629;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2032;
2630;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2033;
2631;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2034;
2632;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2035;
2633;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2036;
2634;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2037;
2635;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2038;
2636;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2039;
2637;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2040;
2638;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2041;
2639;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2042;
2640;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2043;
2641;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2044;
2642;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2045;
2643;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2046;
2644;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2047;
2645;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2048;
2646;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2049;
2647;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2050;
2648;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2051;
2649;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2052;
2650;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2053;
2651;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2054;
2652;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2055;
2653;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2056;
2654;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2057;
2655;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2058;
2656;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2059;
2657;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2060;
2658;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2061;
2659;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2062;
2660;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2063;
2661;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2064;
2662;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2065;
2663;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2066;
2664;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2067;
2665;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2068;
2666;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2069;
2667;Totaal mannen en vrouwen;0 jaar;Gehuwd;Personen in particulier huishoudens;2070;
2668;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2025;
2669;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2026;
2670;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2027;
2671;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2028;
2672;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2029;
2673;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2030;
2674;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2031;
2675;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2032;
2676;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2033;
2677;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2034;
2678;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2035;
2679;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2036;
2680;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2037;
2681;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2038;
2682;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2039;
2683;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2040;
2684;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2041;
2685;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2042;
2686;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2043;
2687;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2044;
2688;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2045;
2689;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2046;
2690;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2047;
2691;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2048;
2692;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2049;
2693;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2050;
2694;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2051;
2695;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2052;
2696;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2053;
2697;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2054;
2698;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2055;
2699;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2056;
2700;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2057;
2701;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2058;
2702;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2059;
2703;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2060;
2704;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2061;
2705;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2062;
2706;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2063;
2707;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2064;
2708;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2065;
2709;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2066;
2710;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2067;
2711;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2068;
2712;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2069;
2713;Totaal mannen en vrouwen;0 jaar;Gehuwd;Thuiswonend kind;2070;
2714;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2025;
2715;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2026;
2716;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2027;
2717;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2028;
2718;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2029;
2719;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2030;
2720;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2031;
2721;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2032;
2722;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2033;
2723;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2034;
2724;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2035;
2725;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2036;
2726;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2037;
2727;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2038;
2728;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2039;
2729;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2040;
2730;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2041;
2731;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2042;
2732;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2043;
2733;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2044;
2734;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2045;
2735;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2046;
2736;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2047;
2737;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2048;
2738;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2049;
2739;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2050;
2740;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2051;
2741;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2052;
2742;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2053;
2743;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2054;
2744;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2055;
2745;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2056;
2746;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2057;
2747;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2058;
2748;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2059;
2749;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2060;
2750;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2061;
2751;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2062;
2752;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2063;
2753;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2064;
2754;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2065;
2755;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2066;
2756;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2067;
2757;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2068;
2758;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2069;
2759;Totaal mannen en vrouwen;0 jaar;Gehuwd;Alleenstaand;2070;
2760;Totaal mannen en vrouwen;0 jaar;Gehuwd;Samenwonend;2025;
2761;Totaal mannen en vrouwen;0 jaar;Gehuwd;Samenwonend;2026;
2762;Totaal mannen en vrouwen;0 jaar;Gehuwd;Samenwonend;2027;
2763;Totaal mannen en vrouwen;0 jaar;Gehuwd;Samenwonend;2028;
