ID;RegioS;Perioden;TotaalGeregistreerdeWerklozen_1;VeranderingTOVEenJaarGeleden_2;GeregistreerdWerkloosheidspercentage_3
0;Nederland;1989, 1e kwartaal;432;;7.3
1;Nederland;1989, 2e kwartaal;395;;6.7
2;Nederland;1989, 3e kwartaal;417;;7.0
3;Nederland;1989, 4e kwartaal;383;;6.5
4;Nederland;1990, 1e kwartaal;377;-55.0;6.2
5;Nederland;1990, 2e kwartaal;351;-44.0;5.8
6;Nederland;1990, 3e kwartaal;355;-62.0;5.9
7;Nederland;1990, 4e kwartaal;349;-34.0;5.8
8;Nederland;1991, 1e kwartaal;360;-17.0;5.8
9;Nederland;1991, 2e kwartaal;323;-28.0;5.2
10;Nederland;1991, 3e kwartaal;332;-23.0;5.4
11;Nederland;1991, 4e kwartaal;323;-26.0;5.2
12;Nederland;1992, 1e kwartaal;329;-31.0;5.2
13;Nederland;1992, 2e kwartaal;323;0.0;5.1
14;Nederland;1992, 3e kwartaal;341;9.0;5.4
15;Nederland;1992, 4e kwartaal;353;30.0;5.6
16;Nederland;1993, 1e kwartaal;391;62.0;6.1
17;Nederland;1993, 2e kwartaal;394;71.0;6.2
18;Nederland;1993, 3e kwartaal;421;80.0;6.6
19;Nederland;1993, 4e kwartaal;453;100.0;7.1
20;Nederland;1994, 1e kwartaal;520;129.0;8.0
21;Nederland;1994, 2e kwartaal;461;67.0;7.1
22;Nederland;1994, 3e kwartaal;484;63.0;7.5
23;Nederland;1994, 4e kwartaal;480;27.0;7.4
24;Nederland;1995, 1e kwartaal;497;-23.0;7.5
25;Nederland;1995, 2e kwartaal;446;-15.0;6.8
26;Nederland;1995, 3e kwartaal;453;-31.0;6.9
27;Nederland;1995, 4e kwartaal;459;-21.0;7.0
28;Nederland;1996, 1e kwartaal;469;-28.0;7.0
29;Nederland;1996, 2e kwartaal;418;-28.0;6.3
30;Nederland;1996, 3e kwartaal;441;-12.0;6.6
31;Nederland;1996, 4e kwartaal;432;-27.0;6.5
32;Nederland;1997, 1e kwartaal;415;-54.0;6.1
33;Nederland;1997, 2e kwartaal;376;-42.0;5.5
34;Nederland;1997, 3e kwartaal;372;-69.0;5.4
35;Nederland;1997, 4e kwartaal;336;-96.0;4.9
36;Nederland;1998, 1e kwartaal;346;-69.0;5.0
37;Nederland;1998, 2e kwartaal;270;-106.0;3.9
38;Nederland;1998, 3e kwartaal;271;-101.0;3.9
39;Nederland;1998, 4e kwartaal;260;-76.0;3.7
40;Nederland;1999, 1e kwartaal;265;-81.0;3.8
41;Nederland;1999, 2e kwartaal;216;-54.0;3.1
42;Nederland;1999, 3e kwartaal;212;-59.0;3.0
43;Nederland;1999, 4e kwartaal;189;-71.0;2.7
44;Nederland;2000, 1e kwartaal;217;-48.0;3.0
45;Nederland;2000, 2e kwartaal;173;-43.0;2.4
46;Nederland;2000, 3e kwartaal;176;-36.0;2.4
47;Nederland;2000, 4e kwartaal;186;-3.0;2.6
48;Nederland;2001, 1e kwartaal;175;-42.0;2.5
49;Nederland;2001, 2e kwartaal;130;-43.0;1.8
50;Nederland;2001, 3e kwartaal;148;-28.0;2.0
51;Nederland;2001, 4e kwartaal;148;-38.0;2.1
52;Nederland;2002, 1e kwartaal;173;-2.0;2.4
53;Nederland;2002, 2e kwartaal;168;38.0;2.3
54;Nederland;2002, 3e kwartaal;181;33.0;2.4
55;Nederland;2002, 4e kwartaal;196;48.0;2.7
56;Nederland;2003, 1e kwartaal;253;80.0;3.5
57;Nederland;2003, 2e kwartaal;258;90.0;3.5
58;Nederland;2003, 3e kwartaal;275;94.0;3.7
59;Nederland;2003, 4e kwartaal;299;103.0;4.1
60;Nederland;2004, 1e kwartaal;345;92.0;4.7
61;Nederland;2004, 2e kwartaal;329;71.0;4.4
62;Nederland;2004, 3e kwartaal;331;56.0;4.4
63;Nederland;2004, 4e kwartaal;326;27.0;4.4
64;Nederland;2005, 1e kwartaal;356;11.0;4.8
65;Nederland;2005, 2e kwartaal;335;6.0;4.5
66;Nederland;2005, 3e kwartaal;322;-9.0;4.3
67;Nederland;2005, 4e kwartaal;308;-18.0;4.1
68;Nederland;2006, 1e kwartaal;316;-40.0;4.2
69;Nederland;2006, 2e kwartaal;289;-46.0;3.9
70;Nederland;2006, 3e kwartaal;250;-72.0;3.3
71;Nederland;2006, 4e kwartaal;230;-78.0;3.0
72;Nederland;2007, 1e kwartaal;229;-87.0;3.0
73;Nederland;2007, 2e kwartaal;196;-93.0;2.6
74;Nederland;2007, 3e kwartaal;174;-76.0;2.2
75;Nederland;2007, 4e kwartaal;165;-65.0;2.1
76;Nederland;2008, 1e kwartaal;171;-58.0;2.2
77;Nederland;2008, 2e kwartaal;155;-41.0;2.0
78;Nederland;2008, 3e kwartaal;141;-33.0;1.8
79;Nederland;2008, 4e kwartaal;144;-21.0;1.8
80;Nederland;2009, 1e kwartaal;176;5.0;2.2
81;Nederland;2009, 2e kwartaal;197;42.0;2.5
82;Nederland;2009, 3e kwartaal;205;64.0;2.6
83;Nederland;2009, 4e kwartaal;226;82.0;2.9
84;Nederland;2010, 1e kwartaal;259;83.0;3.3
85;Nederland;2010, 2e kwartaal;245;48.0;3.1
86;Nederland;2010, 3e kwartaal;213;8.0;2.7
87;Nederland;2010, 4e kwartaal;205;-21.0;2.6
88;Nederland;2011, 1e kwartaal;223;-36.0;2.9
89;Nederland;2011, 2e kwartaal;205;-40.0;2.6
90;Nederland;2011, 3e kwartaal;202;-11.0;2.6
91;Nederland;2011, 4e kwartaal;221;16.0;2.8
92;Nederland;2012, 1e kwartaal;250;27.0;3.2
93;Nederland;2012, 2e kwartaal;247;42.0;3.1
94;Nederland;2012, 3e kwartaal;250;48.0;3.1
95;Nederland;2012, 4e kwartaal;259;38.0;3.3
96;Nederland;2013, 1e kwartaal;315;65.0;4.0
97;Nederland;2013, 2e kwartaal;327;80.0;4.1
98;Nederland;2013, 3e kwartaal;327;77.0;4.1
99;Nederland;2013, 4e kwartaal;369;110.0;4.7
100;Nederland;2014, 1e kwartaal;391;76.0;5.0
101;Nederland;2014, 2e kwartaal;392;65.0;5.0
102;Nederland;2014, 3e kwartaal;372;45.0;4.7
103;Noord-Nederland (LD);1989, 1e kwartaal;62;;10.7
104;Noord-Nederland (LD);1989, 2e kwartaal;54;;9.3
105;Noord-Nederland (LD);1989, 3e kwartaal;53;;9.1
106;Noord-Nederland (LD);1989, 4e kwartaal;52;;9.0
107;Noord-Nederland (LD);1990, 1e kwartaal;54;-8.0;9.1
108;Noord-Nederland (LD);1990, 2e kwartaal;46;-8.0;7.7
109;Noord-Nederland (LD);1990, 3e kwartaal;50;-3.0;8.4
110;Noord-Nederland (LD);1990, 4e kwartaal;50;-2.0;8.3
111;Noord-Nederland (LD);1991, 1e kwartaal;46;-8.0;7.5
112;Noord-Nederland (LD);1991, 2e kwartaal;48;2.0;7.9
113;Noord-Nederland (LD);1991, 3e kwartaal;43;-7.0;7.0
114;Noord-Nederland (LD);1991, 4e kwartaal;44;-6.0;7.2
115;Noord-Nederland (LD);1992, 1e kwartaal;50;4.0;8.0
116;Noord-Nederland (LD);1992, 2e kwartaal;44;-4.0;7.0
117;Noord-Nederland (LD);1992, 3e kwartaal;41;-2.0;6.5
118;Noord-Nederland (LD);1992, 4e kwartaal;47;3.0;7.6
119;Noord-Nederland (LD);1993, 1e kwartaal;54;4.0;8.8
120;Noord-Nederland (LD);1993, 2e kwartaal;49;5.0;8.0
121;Noord-Nederland (LD);1993, 3e kwartaal;58;17.0;9.4
122;Noord-Nederland (LD);1993, 4e kwartaal;60;13.0;9.7
123;Noord-Nederland (LD);1994, 1e kwartaal;66;12.0;10.6
124;Noord-Nederland (LD);1994, 2e kwartaal;59;10.0;9.5
125;Noord-Nederland (LD);1994, 3e kwartaal;59;1.0;9.4
126;Noord-Nederland (LD);1994, 4e kwartaal;65;5.0;10.4
127;Noord-Nederland (LD);1995, 1e kwartaal;66;0.0;10.3
128;Noord-Nederland (LD);1995, 2e kwartaal;59;0.0;9.2
129;Noord-Nederland (LD);1995, 3e kwartaal;61;2.0;9.5
130;Noord-Nederland (LD);1995, 4e kwartaal;59;-6.0;9.1
131;Noord-Nederland (LD);1996, 1e kwartaal;68;2.0;10.3
132;Noord-Nederland (LD);1996, 2e kwartaal;57;-2.0;8.7
133;Noord-Nederland (LD);1996, 3e kwartaal;62;1.0;9.3
134;Noord-Nederland (LD);1996, 4e kwartaal;63;4.0;9.5
135;Noord-Nederland (LD);1997, 1e kwartaal;61;-7.0;9.0
136;Noord-Nederland (LD);1997, 2e kwartaal;47;-10.0;6.9
137;Noord-Nederland (LD);1997, 3e kwartaal;51;-11.0;7.6
138;Noord-Nederland (LD);1997, 4e kwartaal;52;-11.0;7.7
139;Noord-Nederland (LD);1998, 1e kwartaal;55;-6.0;7.9
140;Noord-Nederland (LD);1998, 2e kwartaal;32;-15.0;4.7
141;Noord-Nederland (LD);1998, 3e kwartaal;37;-14.0;5.3
142;Noord-Nederland (LD);1998, 4e kwartaal;44;-8.0;6.4
143;Noord-Nederland (LD);1999, 1e kwartaal;45;-10.0;6.4
144;Noord-Nederland (LD);1999, 2e kwartaal;38;6.0;5.4
145;Noord-Nederland (LD);1999, 3e kwartaal;33;-4.0;4.6
146;Noord-Nederland (LD);1999, 4e kwartaal;30;-14.0;4.3
147;Noord-Nederland (LD);2000, 1e kwartaal;36;-9.0;5.1
148;Noord-Nederland (LD);2000, 2e kwartaal;29;-9.0;4.1
149;Noord-Nederland (LD);2000, 3e kwartaal;25;-8.0;3.6
150;Noord-Nederland (LD);2000, 4e kwartaal;25;-5.0;3.6
151;Noord-Nederland (LD);2001, 1e kwartaal;30;-6.0;4.3
152;Noord-Nederland (LD);2001, 2e kwartaal;20;-9.0;2.8
153;Noord-Nederland (LD);2001, 3e kwartaal;21;-4.0;2.8
154;Noord-Nederland (LD);2001, 4e kwartaal;21;-4.0;2.9
155;Noord-Nederland (LD);2002, 1e kwartaal;28;-2.0;3.9
156;Noord-Nederland (LD);2002, 2e kwartaal;23;3.0;3.1
157;Noord-Nederland (LD);2002, 3e kwartaal;26;5.0;3.5
158;Noord-Nederland (LD);2002, 4e kwartaal;27;6.0;3.7
159;Noord-Nederland (LD);2003, 1e kwartaal;35;7.0;4.8
160;Noord-Nederland (LD);2003, 2e kwartaal;31;8.0;4.2
161;Noord-Nederland (LD);2003, 3e kwartaal;35;9.0;4.6
162;Noord-Nederland (LD);2003, 4e kwartaal;41;14.0;5.6
163;Noord-Nederland (LD);2004, 1e kwartaal;49;14.0;6.7
164;Noord-Nederland (LD);2004, 2e kwartaal;45;14.0;6.1
165;Noord-Nederland (LD);2004, 3e kwartaal;44;9.0;5.9
166;Noord-Nederland (LD);2004, 4e kwartaal;47;6.0;6.4
167;Noord-Nederland (LD);2005, 1e kwartaal;51;2.0;7.0
168;Noord-Nederland (LD);2005, 2e kwartaal;44;-1.0;5.9
169;Noord-Nederland (LD);2005, 3e kwartaal;40;-4.0;5.4
170;Noord-Nederland (LD);2005, 4e kwartaal;40;-7.0;5.5
171;Noord-Nederland (LD);2006, 1e kwartaal;39;-12.0;5.4
172;Noord-Nederland (LD);2006, 2e kwartaal;37;-7.0;5.0
173;Noord-Nederland (LD);2006, 3e kwartaal;33;-7.0;4.4
174;Noord-Nederland (LD);2006, 4e kwartaal;30;-10.0;4.0
175;Noord-Nederland (LD);2007, 1e kwartaal;29;-10.0;3.8
176;Noord-Nederland (LD);2007, 2e kwartaal;25;-12.0;3.3
177;Noord-Nederland (LD);2007, 3e kwartaal;22;-11.0;2.8
178;Noord-Nederland (LD);2007, 4e kwartaal;22;-8.0;2.9
179;Noord-Nederland (LD);2008, 1e kwartaal;23;-6.0;3.0
180;Noord-Nederland (LD);2008, 2e kwartaal;18;-7.0;2.4
181;Noord-Nederland (LD);2008, 3e kwartaal;17;-5.0;2.2
182;Noord-Nederland (LD);2008, 4e kwartaal;19;-3.0;2.5
183;Noord-Nederland (LD);2009, 1e kwartaal;24;1.0;3.1
