ID;Landen;GN;Perioden;TotaleInvoerwaarde_1;TotaleInvoerhoeveelheid_2;TotaleUitvoerwaarde_3;TotaleUitvoerhoeveelheid_4;EenheidHoeveelheid_5
0;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 januari;4.0;0.0;8.0;0.0;1 000 stuks              
1;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 februari;3.0;0.0;6.0;0.0;1 000 stuks              
2;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 maart;7.0;1.0;3.0;0.0;1 000 stuks              
3;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 april;3.0;1.0;3.0;0.0;1 000 stuks              
4;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 mei;4.0;0.0;7.0;0.0;1 000 stuks              
5;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 juni;4.0;0.0;4.0;0.0;1 000 stuks              
6;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 juli;7.0;0.0;8.0;0.0;1 000 stuks              
7;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 augustus;3.0;0.0;6.0;0.0;1 000 stuks              
8;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 september;3.0;0.0;7.0;0.0;1 000 stuks              
9;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 oktober;4.0;6.0;6.0;1.0;1 000 stuks              
10;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 november;4.0;3.0;14.0;0.0;1 000 stuks              
11;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 december;5.0;3.0;13.0;0.0;1 000 stuks              
12;Totaal landen;01012100 Fokpaarden van zuiver ras;2015 ;49.0;16.0;85.0;3.0;1 000 stuks              
13;Totaal landen;01012100 Fokpaarden van zuiver ras;2016 januari;1.0;0.0;9.0;0.0;1 000 stuks              
14;Totaal landen;01012100 Fokpaarden van zuiver ras;2016 februari;1.0;0.0;5.0;0.0;1 000 stuks              
15;Totaal landen;01012100 Fokpaarden van zuiver ras;2016 maart;1.0;0.0;3.0;0.0;1 000 stuks              
16;Totaal landen;01012100 Fokpaarden van zuiver ras;2016 april;1.0;0.0;3.0;0.0;1 000 stuks              
17;Totaal landen;01012100 Fokpaarden van zuiver ras;2016 mei;1.0;0.0;3.0;0.0;1 000 stuks              
18;Totaal landen;01012100 Fokpaarden van zuiver ras;2016 juni;1.0;0.0;5.0;0.0;1 000 stuks              
19;Totaal landen;01012100 Fokpaarden van zuiver ras;2016 juli;2.0;0.0;9.0;0.0;1 000 stuks              
20;Totaal landen;01012100 Fokpaarden van zuiver ras;2016 augustus;2.0;0.0;11.0;0.0;1 000 stuks              
21;Totaal landen;01012100 Fokpaarden van zuiver ras;2016 september;2.0;0.0;8.0;0.0;1 000 stuks              
