ID;Geslacht;LeeftijdOp31December;Perioden;Sterftekans_1;LevendenTafelbevolking_2;OverledenenTafelbevolking_3;PeriodeLevensverwachting_4
0;Totaal mannen en vrouwen;0 jaar;2017;0.00301;100000;301;81.77
1;Totaal mannen en vrouwen;0 jaar;2018;0.00289;100000;289;81.93
2;Totaal mannen en vrouwen;0 jaar;2019;0.00279;100000;279;82.09
3;Totaal mannen en vrouwen;0 jaar;2020;0.00268;100000;268;82.25
4;Totaal mannen en vrouwen;0 jaar;2021;0.00258;100000;258;82.4
5;Totaal mannen en vrouwen;0 jaar;2022;0.00248;100000;248;82.55
6;Totaal mannen en vrouwen;0 jaar;2023;0.00238;100000;238;82.7
7;Totaal mannen en vrouwen;0 jaar;2024;0.00229;100000;229;82.86
8;Totaal mannen en vrouwen;0 jaar;2025;0.0022;100000;220;83.02
9;Totaal mannen en vrouwen;0 jaar;2026;0.00211;100000;211;83.18
10;Totaal mannen en vrouwen;0 jaar;2027;0.00203;100000;203;83.34
11;Totaal mannen en vrouwen;0 jaar;2028;0.00195;100000;195;83.51
12;Totaal mannen en vrouwen;0 jaar;2029;0.00187;100000;187;83.67
13;Totaal mannen en vrouwen;0 jaar;2030;0.0018;100000;180;83.83
14;Totaal mannen en vrouwen;0 jaar;2031;0.00172;100000;172;83.99
15;Totaal mannen en vrouwen;0 jaar;2032;0.00166;100000;166;84.15
16;Totaal mannen en vrouwen;0 jaar;2033;0.00159;100000;159;84.31
17;Totaal mannen en vrouwen;0 jaar;2034;0.00152;100000;152;84.48
18;Totaal mannen en vrouwen;0 jaar;2035;0.00146;100000;146;84.63
19;Totaal mannen en vrouwen;0 jaar;2036;0.0014;100000;140;84.79
20;Totaal mannen en vrouwen;0 jaar;2037;0.00135;100000;135;84.95
21;Totaal mannen en vrouwen;0 jaar;2038;0.00129;100000;129;85.11
22;Totaal mannen en vrouwen;0 jaar;2039;0.00126;100000;126;85.26
23;Totaal mannen en vrouwen;0 jaar;2040;0.0012;100000;120;85.42
24;Totaal mannen en vrouwen;0 jaar;2041;0.00116;100000;116;85.57
25;Totaal mannen en vrouwen;0 jaar;2042;0.0011;100000;110;85.72
26;Totaal mannen en vrouwen;0 jaar;2043;0.00106;100000;106;85.87
27;Totaal mannen en vrouwen;0 jaar;2044;0.00102;100000;102;86.02
28;Totaal mannen en vrouwen;0 jaar;2045;0.00098;100000;98;86.16
29;Totaal mannen en vrouwen;0 jaar;2046;0.00094;100000;94;86.31
30;Totaal mannen en vrouwen;0 jaar;2047;0.0009;100000;90;86.45
