ID;Geslacht;Leeftijd;SoortOpname;Diagnose;RegioS;Perioden;Opnamen_1;OpnamenPer10000Inwoners_2
0;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Nederland;2013;3906510.0;2280.4
1;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Nederland;2014;3395150.0;1973.8
2;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Nederland;2015;3280115.0;1897.5
3;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Nederland;2016;3275660.0;1883.8
4;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Nederland;2017;3164440.0;1809.3
5;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Nederland;2018;3088055.0;1754.7
6;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Nederland;2019;3114065.0;1757.0
7;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Nederland;2020;2736480.0;1537.5
8;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Nederland;2021;2848555.0;1590.7
9;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Nederland;2022;2921495.0;1609.1
10;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Noord-Nederland (LD);2013;413460.0;2366.7
11;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Noord-Nederland (LD);2014;356690.0;2038.8
12;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Noord-Nederland (LD);2015;343780.0;1960.3
13;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Noord-Nederland (LD);2016;339825.0;1928.4
14;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Noord-Nederland (LD);2017;331635.0;1874.3
15;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Noord-Nederland (LD);2018;330335.0;1876.0
16;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Noord-Nederland (LD);2019;334650.0;1898.4
17;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Noord-Nederland (LD);2020;289785.0;1642.9
18;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Noord-Nederland (LD);2021;291160.0;1638.3
19;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Noord-Nederland (LD);2022;307730.0;1710.2
20;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Oost-Nederland (LD);2013;825325.0;2282.4
21;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Oost-Nederland (LD);2014;714205.0;1970.6
22;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Oost-Nederland (LD);2015;707560.0;1944.9
23;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Oost-Nederland (LD);2016;700380.0;1916.2
24;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Oost-Nederland (LD);2017;681865.0;1858.5
25;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Oost-Nederland (LD);2018;662395.0;1794.1
26;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Oost-Nederland (LD);2019;657375.0;1767.7
27;Totaal mannen en vrouwen;10000;Totaal opnamen;Totaal alle diagnosen;Oost-Nederland (LD);2020;584610.0;1563.7
