ID;KenmerkenVanPersonen;Inkomensgroepen;Populatie;Inkomensbegrippen;Perioden;HoogsteInkomen_1;GemiddeldInkomen_2;AantalPersonen_3;InProcentenVanHetTotaal_4
0;0;0;Alle personen;Primair inkomen;1990;;9.4;14635;100.0
1;0;0;Alle personen;Primair inkomen;1991;;9.8;14740;100.0
2;0;0;Alle personen;Primair inkomen;1992;;10.3;14863;100.0
3;0;0;Alle personen;Primair inkomen;1993;;10.3;14958;100.0
4;0;0;Alle personen;Primair inkomen;1994;;10.3;15016;100.0
5;0;0;Alle personen;Primair inkomen;1995;;10.7;15125;100.0
6;0;0;Alle personen;Primair inkomen;1996;;10.9;15206;100.0
7;0;0;Alle personen;Primair inkomen;1997;;11.3;15303;100.0
8;0;0;Alle personen;Primair inkomen;1998;;11.8;15417;100.0
9;0;0;Alle personen;Primair inkomen;1999;;12.6;15485;100.0
10;0;0;Alle personen;Primair inkomen;2000;;13.2;15654;100.0
11;0;0;Alle personen;Bruto inkomen;1990;;12.5;14635;100.0
12;0;0;Alle personen;Bruto inkomen;1991;;13.1;14740;100.0
13;0;0;Alle personen;Bruto inkomen;1992;;13.8;14863;100.0
14;0;0;Alle personen;Bruto inkomen;1993;;13.9;14958;100.0
15;0;0;Alle personen;Bruto inkomen;1994;;14.0;15016;100.0
16;0;0;Alle personen;Bruto inkomen;1995;;14.3;15125;100.0
17;0;0;Alle personen;Bruto inkomen;1996;;14.6;15206;100.0
18;0;0;Alle personen;Bruto inkomen;1997;;15.0;15303;100.0
19;0;0;Alle personen;Bruto inkomen;1998;;15.5;15417;100.0
20;0;0;Alle personen;Bruto inkomen;1999;;16.3;15485;100.0
21;0;0;Alle personen;Bruto inkomen;2000;;17.2;15654;100.0
22;0;0;Alle personen;Persoonlijk inkomen;1990;;11.1;14635;100.0
23;0;0;Alle personen;Persoonlijk inkomen;1991;;11.7;14740;100.0
24;0;0;Alle personen;Persoonlijk inkomen;1992;;12.3;14863;100.0
25;0;0;Alle personen;Persoonlijk inkomen;1993;;12.4;14958;100.0
26;0;0;Alle personen;Persoonlijk inkomen;1994;;12.7;15016;100.0
27;0;0;Alle personen;Persoonlijk inkomen;1995;;13.0;15125;100.0
28;0;0;Alle personen;Persoonlijk inkomen;1996;;13.3;15206;100.0
29;0;0;Alle personen;Persoonlijk inkomen;1997;;13.8;15303;100.0
30;0;0;Alle personen;Persoonlijk inkomen;1998;;14.1;15417;100.0
31;0;0;Alle personen;Persoonlijk inkomen;1999;;14.9;15485;100.0
32;0;0;Alle personen;Persoonlijk inkomen;2000;;15.7;15654;100.0
33;0;0;Alle personen;Belastbaar inkomen;1990;;10.3;14635;100.0
34;0;0;Alle personen;Belastbaar inkomen;1991;;10.8;14740;100.0
35;0;0;Alle personen;Belastbaar inkomen;1992;;11.3;14863;100.0
36;0;0;Alle personen;Belastbaar inkomen;1993;;11.4;14958;100.0
37;0;0;Alle personen;Belastbaar inkomen;1994;;11.3;15016;100.0
38;0;0;Alle personen;Belastbaar inkomen;1995;;11.6;15125;100.0
39;0;0;Alle personen;Belastbaar inkomen;1996;;11.7;15206;100.0
40;0;0;Alle personen;Belastbaar inkomen;1997;;12.1;15303;100.0
41;0;0;Alle personen;Belastbaar inkomen;1998;;11.9;15417;100.0
42;0;0;Alle personen;Belastbaar inkomen;1999;;12.6;15485;100.0
43;0;0;Alle personen;Belastbaar inkomen;2000;;13.2;15654;100.0
44;0;0;Alle personen;Besteedbaar inkomen;1990;;7.7;14635;100.0
45;0;0;Alle personen;Besteedbaar inkomen;1991;;8.0;14740;100.0
46;0;0;Alle personen;Besteedbaar inkomen;1992;;8.3;14863;100.0
47;0;0;Alle personen;Besteedbaar inkomen;1993;;8.4;14958;100.0
48;0;0;Alle personen;Besteedbaar inkomen;1994;;8.7;15016;100.0
49;0;0;Alle personen;Besteedbaar inkomen;1995;;9.0;15125;100.0
50;0;0;Alle personen;Besteedbaar inkomen;1996;;9.3;15206;100.0
51;0;0;Alle personen;Besteedbaar inkomen;1997;;9.6;15303;100.0
52;0;0;Alle personen;Besteedbaar inkomen;1998;;10.0;15417;100.0
53;0;0;Alle personen;Besteedbaar inkomen;1999;;10.4;15485;100.0
54;0;0;Alle personen;Besteedbaar inkomen;2000;;11.0;15654;100.0
55;0;0;Alle personen;Gestandaardiseerd inkomen;1990;;12.8;14635;100.0
56;0;0;Alle personen;Gestandaardiseerd inkomen;1991;;13.3;14740;100.0
57;0;0;Alle personen;Gestandaardiseerd inkomen;1992;;13.7;14863;100.0
58;0;0;Alle personen;Gestandaardiseerd inkomen;1993;;13.9;14958;100.0
59;0;0;Alle personen;Gestandaardiseerd inkomen;1994;;14.3;15016;100.0
60;0;0;Alle personen;Gestandaardiseerd inkomen;1995;;14.8;15125;100.0
61;0;0;Alle personen;Gestandaardiseerd inkomen;1996;;15.2;15206;100.0
62;0;0;Alle personen;Gestandaardiseerd inkomen;1997;;15.7;15303;100.0
63;0;0;Alle personen;Gestandaardiseerd inkomen;1998;;16.2;15417;100.0
64;0;0;Alle personen;Gestandaardiseerd inkomen;1999;;16.9;15485;100.0
65;0;0;Alle personen;Gestandaardiseerd inkomen;2000;;17.8;15654;100.0
66;0;0;Personen met inkomen;Primair inkomen;1990;;13.5;10168;100.0
67;0;0;Personen met inkomen;Primair inkomen;1991;;13.9;10347;100.0
68;0;0;Personen met inkomen;Primair inkomen;1992;;14.5;10529;100.0
69;0;0;Personen met inkomen;Primair inkomen;1993;;14.5;10616;100.0
70;0;0;Personen met inkomen;Primair inkomen;1994;;14.5;10704;100.0
71;0;0;Personen met inkomen;Primair inkomen;1995;;14.9;10883;100.0
72;0;0;Personen met inkomen;Primair inkomen;1996;;15.0;11032;100.0
73;0;0;Personen met inkomen;Primair inkomen;1997;;15.4;11202;100.0
74;0;0;Personen met inkomen;Primair inkomen;1998;;16.0;11360;100.0
75;0;0;Personen met inkomen;Primair inkomen;1999;;17.0;11478;100.0
76;0;0;Personen met inkomen;Primair inkomen;2000;;17.7;11676;100.0
77;0;0;Personen met inkomen;Bruto inkomen;1990;;18.0;10168;100.0
78;0;0;Personen met inkomen;Bruto inkomen;1991;;18.6;10347;100.0
79;0;0;Personen met inkomen;Bruto inkomen;1992;;19.5;10529;100.0
80;0;0;Personen met inkomen;Bruto inkomen;1993;;19.6;10616;100.0
81;0;0;Personen met inkomen;Bruto inkomen;1994;;19.6;10704;100.0
82;0;0;Personen met inkomen;Bruto inkomen;1995;;19.9;10883;100.0
83;0;0;Personen met inkomen;Bruto inkomen;1996;;20.2;11032;100.0
84;0;0;Personen met inkomen;Bruto inkomen;1997;;20.5;11202;100.0
85;0;0;Personen met inkomen;Bruto inkomen;1998;;21.0;11360;100.0
86;0;0;Personen met inkomen;Bruto inkomen;1999;;22.0;11478;100.0
87;0;0;Personen met inkomen;Bruto inkomen;2000;;23.0;11676;100.0
88;0;0;Personen met inkomen;Persoonlijk inkomen;1990;;16.0;10168;100.0
89;0;0;Personen met inkomen;Persoonlijk inkomen;1991;;16.6;10347;100.0
90;0;0;Personen met inkomen;Persoonlijk inkomen;1992;;17.3;10529;100.0
91;0;0;Personen met inkomen;Persoonlijk inkomen;1993;;17.5;10616;100.0
92;0;0;Personen met inkomen;Persoonlijk inkomen;1994;;17.8;10704;100.0
93;0;0;Personen met inkomen;Persoonlijk inkomen;1995;;18.1;10883;100.0
94;0;0;Personen met inkomen;Persoonlijk inkomen;1996;;18.4;11032;100.0
95;0;0;Personen met inkomen;Persoonlijk inkomen;1997;;18.9;11202;100.0
96;0;0;Personen met inkomen;Persoonlijk inkomen;1998;;19.1;11360;100.0
97;0;0;Personen met inkomen;Persoonlijk inkomen;1999;;20.1;11478;100.0
98;0;0;Personen met inkomen;Persoonlijk inkomen;2000;;21.0;11676;100.0
99;0;0;Personen met inkomen;Belastbaar inkomen;1990;;14.8;10168;100.0
100;0;0;Personen met inkomen;Belastbaar inkomen;1991;;15.3;10347;100.0
101;0;0;Personen met inkomen;Belastbaar inkomen;1992;;16.0;10529;100.0
102;0;0;Personen met inkomen;Belastbaar inkomen;1993;;16.1;10616;100.0
103;0;0;Personen met inkomen;Belastbaar inkomen;1994;;15.9;10704;100.0
104;0;0;Personen met inkomen;Belastbaar inkomen;1995;;16.1;10883;100.0
105;0;0;Personen met inkomen;Belastbaar inkomen;1996;;16.1;11032;100.0
106;0;0;Personen met inkomen;Belastbaar inkomen;1997;;16.5;11202;100.0
107;0;0;Personen met inkomen;Belastbaar inkomen;1998;;16.2;11360;100.0
108;0;0;Personen met inkomen;Belastbaar inkomen;1999;;17.0;11478;100.0
109;0;0;Personen met inkomen;Belastbaar inkomen;2000;;17.7;11676;100.0
110;0;0;Personen met inkomen;Besteedbaar inkomen;1990;;11.1;10168;100.0
111;0;0;Personen met inkomen;Besteedbaar inkomen;1991;;11.4;10347;100.0
112;0;0;Personen met inkomen;Besteedbaar inkomen;1992;;11.7;10529;100.0
113;0;0;Personen met inkomen;Besteedbaar inkomen;1993;;11.9;10616;100.0
114;0;0;Personen met inkomen;Besteedbaar inkomen;1994;;12.2;10704;100.0
115;0;0;Personen met inkomen;Besteedbaar inkomen;1995;;12.6;10883;100.0
116;0;0;Personen met inkomen;Besteedbaar inkomen;1996;;12.8;11032;100.0
117;0;0;Personen met inkomen;Besteedbaar inkomen;1997;;13.2;11202;100.0
118;0;0;Personen met inkomen;Besteedbaar inkomen;1998;;13.6;11360;100.0
119;0;0;Personen met inkomen;Besteedbaar inkomen;1999;;14.1;11478;100.0
120;0;0;Personen met inkomen;Besteedbaar inkomen;2000;;14.7;11676;100.0
121;0;0;Personen met inkomen;Gestandaardiseerd inkomen;1990;;13.4;10168;100.0
122;0;0;Personen met inkomen;Gestandaardiseerd inkomen;1991;;13.8;10347;100.0
123;0;0;Personen met inkomen;Gestandaardiseerd inkomen;1992;;14.3;10529;100.0
124;0;0;Personen met inkomen;Gestandaardiseerd inkomen;1993;;14.5;10616;100.0
125;0;0;Personen met inkomen;Gestandaardiseerd inkomen;1994;;14.9;10704;100.0
126;0;0;Personen met inkomen;Gestandaardiseerd inkomen;1995;;15.5;10883;100.0
127;0;0;Personen met inkomen;Gestandaardiseerd inkomen;1996;;15.8;11032;100.0
128;0;0;Personen met inkomen;Gestandaardiseerd inkomen;1997;;16.3;11202;100.0
129;0;0;Personen met inkomen;Gestandaardiseerd inkomen;1998;;16.9;11360;100.0
130;0;0;Personen met inkomen;Gestandaardiseerd inkomen;1999;;17.5;11478;100.0
131;0;0;Personen met inkomen;Gestandaardiseerd inkomen;2000;;18.5;11676;100.0
132;0;0;Personen met 52 weken inkomen;Primair inkomen;1990;;15.2;8720;100.0
133;0;0;Personen met 52 weken inkomen;Primair inkomen;1991;;15.6;8986;100.0
134;0;0;Personen met 52 weken inkomen;Primair inkomen;1992;;16.2;9195;100.0
135;0;0;Personen met 52 weken inkomen;Primair inkomen;1993;;16.1;9300;100.0
136;0;0;Personen met 52 weken inkomen;Primair inkomen;1994;;16.1;9377;100.0
137;0;0;Personen met 52 weken inkomen;Primair inkomen;1995;;16.5;9548;100.0
138;0;0;Personen met 52 weken inkomen;Primair inkomen;1996;;16.6;9740;100.0
139;0;0;Personen met 52 weken inkomen;Primair inkomen;1997;;16.9;9941;100.0
140;0;0;Personen met 52 weken inkomen;Primair inkomen;1998;;17.5;10088;100.0
141;0;0;Personen met 52 weken inkomen;Primair inkomen;1999;;18.5;10179;100.0
