ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;WerkzamePersonen_1;Arbeidsjaren_2;UitgavenVoorEigenRDActiviteiten_3;OndernemingenMetEigenRDActiviteiten_4
0;Totaal;A-U Alle economische activiteiten;2013;146165.0;95108.0;9299.0;19690.0
1;Totaal;A-U Alle economische activiteiten;2014;144689.0;94612.0;9444.0;19875.0
2;Totaal;A-U Alle economische activiteiten;2015;151385.0;97443.0;9515.0;19800.0
3;Totaal;A-U Alle economische activiteiten;2016;157018.0;102614.0;10008.0;20160.0
4;Totaal;A-U Alle economische activiteiten;2017;157844.0;107496.0;10667.0;19485.0
5;Totaal;A-U Alle economische activiteiten;2018;164144.0;112807.0;10998.0;19030.0
6;Totaal;A-U Alle economische activiteiten;2019;171143.0;115124.0;11846.0;19550.0
7;Totaal;A-U Alle economische activiteiten;2020;172993.0;118355.0;12314.0;19720.0
8;Totaal;A-U Alle economische activiteiten;2021;177810.0;123627.0;13048.0;19385.0
9;Totaal;A-U Alle economische activiteiten;2022;191662.0;133950.0;14806.0;
10;Totaal;A Landbouw, bosbouw en visserij;2013;4770.0;2277.0;186.0;985.0
11;Totaal;A Landbouw, bosbouw en visserij;2014;4367.0;2158.0;200.0;785.0
12;Totaal;A Landbouw, bosbouw en visserij;2015;5260.0;2226.0;216.0;885.0
13;Totaal;A Landbouw, bosbouw en visserij;2016;5191.0;2580.0;249.0;820.0
14;Totaal;A Landbouw, bosbouw en visserij;2017;5587.0;2914.0;276.0;820.0
15;Totaal;A Landbouw, bosbouw en visserij;2018;5079.0;2643.0;271.0;740.0
16;Totaal;A Landbouw, bosbouw en visserij;2019;4639.0;2652.0;337.0;620.0
17;Totaal;A Landbouw, bosbouw en visserij;2020;4552.0;2862.0;335.0;610.0
18;Totaal;A Landbouw, bosbouw en visserij;2021;4738.0;3068.0;351.0;710.0
19;Totaal;A Landbouw, bosbouw en visserij;2022;4569.0;3020.0;325.0;
20;Totaal;B-E Nijverheid (geen bouw) en energie;2013;57587.0;40166.0;4746.0;4780.0
21;Totaal;B-E Nijverheid (geen bouw) en energie;2014;57223.0;39752.0;4846.0;4685.0
22;Totaal;B-E Nijverheid (geen bouw) en energie;2015;59225.0;40822.0;4807.0;4555.0
23;Totaal;B-E Nijverheid (geen bouw) en energie;2016;61810.0;43253.0;5073.0;4585.0
24;Totaal;B-E Nijverheid (geen bouw) en energie;2017;60658.0;45796.0;5482.0;4505.0
25;Totaal;B-E Nijverheid (geen bouw) en energie;2018;63339.0;48554.0;5695.0;4460.0
26;Totaal;B-E Nijverheid (geen bouw) en energie;2019;63840.0;48394.0;6004.0;4565.0
27;Totaal;B-E Nijverheid (geen bouw) en energie;2020;63276.0;48157.0;6278.0;4525.0
28;Totaal;B-E Nijverheid (geen bouw) en energie;2021;64568.0;50101.0;6611.0;4405.0
29;Totaal;B-E Nijverheid (geen bouw) en energie;2022;67706.0;53120.0;7630.0;
30;Totaal;B Delfstoffenwinning;2013;88.0;53.0;4.0;10.0
31;Totaal;B Delfstoffenwinning;2014;185.0;88.0;6.0;25.0
32;Totaal;B Delfstoffenwinning;2015;154.0;70.0;6.0;20.0
33;Totaal;B Delfstoffenwinning;2016;192.0;88.0;7.0;25.0
34;Totaal;B Delfstoffenwinning;2017;266.0;183.0;27.0;25.0
35;Totaal;B Delfstoffenwinning;2018;236.0;157.0;26.0;20.0
36;Totaal;B Delfstoffenwinning;2019;265.0;152.0;24.0;20.0
37;Totaal;B Delfstoffenwinning;2020;419.0;180.0;29.0;25.0
38;Totaal;B Delfstoffenwinning;2021;333.0;162.0;26.0;20.0
39;Totaal;B Delfstoffenwinning;2022;420.0;198.0;30.0;
40;Totaal;C Industrie;2013;56557.0;39604.0;4704.0;4660.0
41;Totaal;C Industrie;2014;55877.0;39019.0;4789.0;4495.0
42;Totaal;C Industrie;2015;57879.0;40116.0;4746.0;4380.0
43;Totaal;C Industrie;2016;60383.0;42593.0;5014.0;4415.0
44;Totaal;C Industrie;2017;59131.0;44991.0;5384.0;4325.0
45;Totaal;C Industrie;2018;61827.0;47749.0;5596.0;4280.0
46;Totaal;C Industrie;2019;62353.0;47619.0;5914.0;4385.0
47;Totaal;C Industrie;2020;61657.0;47352.0;6178.0;4350.0
48;Totaal;C Industrie;2021;62821.0;49225.0;6505.0;4225.0
49;Totaal;C Industrie;2022;65815.0;52094.0;7494.0;
50;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013;5388.0;3442.0;412.0;420.0
51;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014;4885.0;3150.0;402.0;395.0
52;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015;5256.0;3211.0;351.0;450.0
53;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016;5261.0;3402.0;373.0;460.0
54;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017;4746.0;3357.0;369.0;420.0
55;Totaal;10-12 Voedings-, genotmiddelenindustrie;2018;4643.0;3338.0;379.0;430.0
56;Totaal;10-12 Voedings-, genotmiddelenindustrie;2019;4691.0;3574.0;407.0;460.0
57;Totaal;10-12 Voedings-, genotmiddelenindustrie;2020;4332.0;3174.0;328.0;455.0
58;Totaal;10-12 Voedings-, genotmiddelenindustrie;2021;4257.0;3263.0;357.0;420.0
59;Totaal;10-12 Voedings-, genotmiddelenindustrie;2022;4121.0;3268.0;376.0;
60;Totaal;10 Voedingsmiddelenindustrie;2013;;;;405.0
61;Totaal;10 Voedingsmiddelenindustrie;2014;;;;380.0
62;Totaal;10 Voedingsmiddelenindustrie;2015;;;;425.0
63;Totaal;10 Voedingsmiddelenindustrie;2016;5077.0;3296.0;361.0;440.0
64;Totaal;10 Voedingsmiddelenindustrie;2017;4569.0;3252.0;354.0;400.0
65;Totaal;10 Voedingsmiddelenindustrie;2018;4483.0;3228.0;367.0;415.0
66;Totaal;10 Voedingsmiddelenindustrie;2019;4549.0;3468.0;395.0;440.0
67;Totaal;10 Voedingsmiddelenindustrie;2020;4208.0;3080.0;317.0;435.0
68;Totaal;10 Voedingsmiddelenindustrie;2021;4125.0;3165.0;347.0;395.0
69;Totaal;10 Voedingsmiddelenindustrie;2022;3934.0;3130.0;361.0;
70;Totaal;11 Drankenindustrie;2013;;;;10.0
71;Totaal;11 Drankenindustrie;2014;;;;10.0
72;Totaal;11 Drankenindustrie;2015;;;;15.0
73;Totaal;11 Drankenindustrie;2016;133.0;84.0;10.0;15.0
74;Totaal;11 Drankenindustrie;2017;130.0;84.0;13.0;15.0
75;Totaal;11 Drankenindustrie;2018;119.0;88.0;10.0;10.0
76;Totaal;11 Drankenindustrie;2019;106.0;86.0;10.0;10.0
77;Totaal;11 Drankenindustrie;2020;105.0;84.0;10.0;15.0
78;Totaal;11 Drankenindustrie;2021;115.0;88.0;9.0;20.0
79;Totaal;11 Drankenindustrie;2022;;;;
80;Totaal;12 Tabaksindustrie;2013;38.0;22.0;3.0;5.0
81;Totaal;12 Tabaksindustrie;2014;37.0;20.0;3.0;5.0
82;Totaal;12 Tabaksindustrie;2015;43.0;21.0;2.0;5.0
83;Totaal;12 Tabaksindustrie;2016;51.0;22.0;2.0;5.0
84;Totaal;12 Tabaksindustrie;2017;47.0;21.0;2.0;5.0
85;Totaal;12 Tabaksindustrie;2018;41.0;22.0;2.0;5.0
86;Totaal;12 Tabaksindustrie;2019;37.0;21.0;2.0;5.0
87;Totaal;12 Tabaksindustrie;2020;19.0;10.0;1.0;5.0
88;Totaal;12 Tabaksindustrie;2021;17.0;9.0;1.0;5.0
89;Totaal;12 Tabaksindustrie;2022;;;;
90;Totaal;13-15 Textiel-, kleding-, lederindustrie;2013;514.0;291.0;25.0;120.0
91;Totaal;13-15 Textiel-, kleding-, lederindustrie;2014;461.0;280.0;25.0;125.0
92;Totaal;13-15 Textiel-, kleding-, lederindustrie;2015;446.0;232.0;20.0;100.0
93;Totaal;13-15 Textiel-, kleding-, lederindustrie;2016;450.0;248.0;22.0;100.0
94;Totaal;13-15 Textiel-, kleding-, lederindustrie;2017;481.0;297.0;30.0;90.0
95;Totaal;13-15 Textiel-, kleding-, lederindustrie;2018;527.0;342.0;26.0;110.0
96;Totaal;13-15 Textiel-, kleding-, lederindustrie;2019;510.0;330.0;32.0;105.0
97;Totaal;13-15 Textiel-, kleding-, lederindustrie;2020;559.0;337.0;34.0;100.0
98;Totaal;13-15 Textiel-, kleding-, lederindustrie;2021;527.0;353.0;35.0;110.0
99;Totaal;13-15 Textiel-, kleding-, lederindustrie;2022;511.0;339.0;37.0;
100;Totaal;13 Textielindustrie;2013;376.0;206.0;16.0;95.0
101;Totaal;13 Textielindustrie;2014;311.0;176.0;14.0;95.0
102;Totaal;13 Textielindustrie;2015;328.0;153.0;12.0;70.0
103;Totaal;13 Textielindustrie;2016;325.0;170.0;14.0;75.0
104;Totaal;13 Textielindustrie;2017;375.0;220.0;22.0;70.0
105;Totaal;13 Textielindustrie;2018;392.0;250.0;19.0;85.0
106;Totaal;13 Textielindustrie;2019;359.0;230.0;21.0;75.0
107;Totaal;13 Textielindustrie;2020;427.0;243.0;23.0;75.0
108;Totaal;13 Textielindustrie;2021;372.0;249.0;24.0;80.0
109;Totaal;13 Textielindustrie;2022;349.0;223.0;26.0;
110;Totaal;14 Kledingindustrie;2013;32.0;16.0;1.0;10.0
111;Totaal;14 Kledingindustrie;2014;23.0;13.0;1.0;10.0
112;Totaal;14 Kledingindustrie;2015;23.0;9.0;0.0;5.0
113;Totaal;14 Kledingindustrie;2016;17.0;8.0;0.0;5.0
114;Totaal;14 Kledingindustrie;2017;;;;
115;Totaal;14 Kledingindustrie;2018;18.0;6.0;0.0;10.0
116;Totaal;14 Kledingindustrie;2019;28.0;9.0;1.0;10.0
117;Totaal;14 Kledingindustrie;2020;21.0;8.0;1.0;10.0
118;Totaal;14 Kledingindustrie;2021;19.0;6.0;0.0;10.0
119;Totaal;14 Kledingindustrie;2022;30.0;11.0;1.0;
120;Totaal;15 Leer- en schoenenindustrie;2013;106.0;69.0;8.0;15.0
121;Totaal;15 Leer- en schoenenindustrie;2014;127.0;91.0;11.0;20.0
122;Totaal;15 Leer- en schoenenindustrie;2015;95.0;69.0;7.0;25.0
123;Totaal;15 Leer- en schoenenindustrie;2016;108.0;70.0;7.0;20.0
124;Totaal;15 Leer- en schoenenindustrie;2017;;;;15.0
125;Totaal;15 Leer- en schoenenindustrie;2018;118.0;87.0;7.0;20.0
126;Totaal;15 Leer- en schoenenindustrie;2019;123.0;91.0;11.0;20.0
127;Totaal;15 Leer- en schoenenindustrie;2020;112.0;86.0;10.0;15.0
128;Totaal;15 Leer- en schoenenindustrie;2021;136.0;98.0;11.0;20.0
129;Totaal;15 Leer- en schoenenindustrie;2022;132.0;105.0;10.0;
130;Totaal;16+23 Hout- en bouwmaterialenindustrie;2013;1036.0;333.0;21.0;240.0
131;Totaal;16+23 Hout- en bouwmaterialenindustrie;2014;840.0;301.0;19.0;245.0
132;Totaal;16+23 Hout- en bouwmaterialenindustrie;2015;927.0;357.0;23.0;215.0
133;Totaal;16+23 Hout- en bouwmaterialenindustrie;2016;944.0;353.0;24.0;205.0
134;Totaal;16+23 Hout- en bouwmaterialenindustrie;2017;772.0;315.0;21.0;155.0
135;Totaal;16+23 Hout- en bouwmaterialenindustrie;2018;760.0;341.0;25.0;180.0
136;Totaal;16+23 Hout- en bouwmaterialenindustrie;2019;712.0;303.0;26.0;165.0
137;Totaal;16+23 Hout- en bouwmaterialenindustrie;2020;801.0;381.0;29.0;160.0
138;Totaal;16+23 Hout- en bouwmaterialenindustrie;2021;842.0;352.0;29.0;185.0
139;Totaal;16+23 Hout- en bouwmaterialenindustrie;2022;1071.0;500.0;39.0;
140;Totaal;16 Houtindustrie;2013;232.0;85.0;4.0;85.0
141;Totaal;16 Houtindustrie;2014;210.0;73.0;3.0;85.0
142;Totaal;16 Houtindustrie;2015;311.0;89.0;5.0;90.0
143;Totaal;16 Houtindustrie;2016;415.0;117.0;7.0;105.0
144;Totaal;16 Houtindustrie;2017;339.0;90.0;4.0;65.0
145;Totaal;16 Houtindustrie;2018;304.0;97.0;5.0;80.0
146;Totaal;16 Houtindustrie;2019;308.0;88.0;6.0;80.0
147;Totaal;16 Houtindustrie;2020;243.0;111.0;6.0;70.0
148;Totaal;16 Houtindustrie;2021;222.0;81.0;5.0;65.0
149;Totaal;16 Houtindustrie;2022;377.0;131.0;8.0;
150;Totaal;17-18 Papier- en grafische industrie;2013;775.0;418.0;27.0;150.0
151;Totaal;17-18 Papier- en grafische industrie;2014;699.0;401.0;29.0;135.0
152;Totaal;17-18 Papier- en grafische industrie;2015;893.0;492.0;31.0;170.0
153;Totaal;17-18 Papier- en grafische industrie;2016;903.0;510.0;45.0;155.0
154;Totaal;17-18 Papier- en grafische industrie;2017;939.0;524.0;33.0;155.0
155;Totaal;17-18 Papier- en grafische industrie;2018;1012.0;583.0;37.0;180.0
156;Totaal;17-18 Papier- en grafische industrie;2019;849.0;440.0;45.0;150.0
157;Totaal;17-18 Papier- en grafische industrie;2020;836.0;443.0;46.0;125.0
158;Totaal;17-18 Papier- en grafische industrie;2021;865.0;470.0;37.0;140.0
159;Totaal;17-18 Papier- en grafische industrie;2022;646.0;426.0;34.0;
160;Totaal;17 Papierindustrie;2013;558.0;317.0;22.0;95.0
161;Totaal;17 Papierindustrie;2014;504.0;311.0;23.0;95.0
162;Totaal;17 Papierindustrie;2015;541.0;314.0;20.0;90.0
163;Totaal;17 Papierindustrie;2016;634.0;354.0;36.0;80.0
164;Totaal;17 Papierindustrie;2017;591.0;365.0;25.0;70.0
165;Totaal;17 Papierindustrie;2018;609.0;387.0;28.0;80.0
166;Totaal;17 Papierindustrie;2019;609.0;326.0;37.0;85.0
167;Totaal;17 Papierindustrie;2020;648.0;338.0;39.0;70.0
168;Totaal;17 Papierindustrie;2021;659.0;370.0;29.0;70.0
169;Totaal;17 Papierindustrie;2022;488.0;315.0;26.0;
170;Totaal;18 Grafische industrie;2013;217.0;102.0;5.0;55.0
171;Totaal;18 Grafische industrie;2014;195.0;90.0;6.0;40.0
172;Totaal;18 Grafische industrie;2015;352.0;179.0;11.0;80.0
173;Totaal;18 Grafische industrie;2016;270.0;156.0;9.0;75.0
174;Totaal;18 Grafische industrie;2017;348.0;158.0;8.0;90.0
175;Totaal;18 Grafische industrie;2018;402.0;196.0;9.0;100.0
176;Totaal;18 Grafische industrie;2019;239.0;114.0;8.0;65.0
177;Totaal;18 Grafische industrie;2020;188.0;105.0;7.0;55.0
178;Totaal;18 Grafische industrie;2021;207.0;100.0;7.0;70.0
179;Totaal;18 Grafische industrie;2022;158.0;110.0;7.0;
180;Totaal;19-22 Raffinaderijen en chemie;2013;9760.0;7802.0;1164.0;720.0
181;Totaal;19-22 Raffinaderijen en chemie;2014;9551.0;7469.0;1147.0;660.0
182;Totaal;19-22 Raffinaderijen en chemie;2015;9471.0;7555.0;1127.0;680.0
183;Totaal;19-22 Raffinaderijen en chemie;2016;9607.0;7768.0;1108.0;610.0
184;Totaal;19-22 Raffinaderijen en chemie;2017;9823.0;8009.0;1152.0;640.0
185;Totaal;19-22 Raffinaderijen en chemie;2018;9876.0;8099.0;1143.0;620.0
186;Totaal;19-22 Raffinaderijen en chemie;2019;9746.0;8012.0;1138.0;625.0
187;Totaal;19-22 Raffinaderijen en chemie;2020;9133.0;7586.0;1207.0;575.0
188;Totaal;19-22 Raffinaderijen en chemie;2021;8825.0;7528.0;1186.0;540.0
189;Totaal;19-22 Raffinaderijen en chemie;2022;9922.0;8287.0;1306.0;
190;Totaal;19 Aardolie-industrie;2013;;;;10.0
191;Totaal;19 Aardolie-industrie;2014;;;;
192;Totaal;19 Aardolie-industrie;2015;;;;10.0
193;Totaal;19 Aardolie-industrie;2016;;;;
194;Totaal;19 Aardolie-industrie;2017;;;;
195;Totaal;19 Aardolie-industrie;2018;;;;
196;Totaal;19 Aardolie-industrie;2019;;;;
197;Totaal;19 Aardolie-industrie;2020;;;;
198;Totaal;19 Aardolie-industrie;2021;;;;
199;Totaal;19 Aardolie-industrie;2022;;;;
200;Totaal;20-21 Chemie en farmaceutische industrie;2013;7415.0;6158.0;807.0;345.0
201;Totaal;20-21 Chemie en farmaceutische industrie;2014;7264.0;5929.0;791.0;300.0
202;Totaal;20-21 Chemie en farmaceutische industrie;2015;7309.0;6072.0;795.0;325.0
203;Totaal;20-21 Chemie en farmaceutische industrie;2016;7535.0;6277.0;807.0;295.0
204;Totaal;20-21 Chemie en farmaceutische industrie;2017;7657.0;6454.0;830.0;325.0
205;Totaal;20-21 Chemie en farmaceutische industrie;2018;7762.0;6685.0;844.0;325.0
206;Totaal;20-21 Chemie en farmaceutische industrie;2019;7542.0;6512.0;829.0;325.0
207;Totaal;20-21 Chemie en farmaceutische industrie;2020;6920.0;5999.0;907.0;295.0
208;Totaal;20-21 Chemie en farmaceutische industrie;2021;6801.0;5967.0;888.0;280.0
209;Totaal;20-21 Chemie en farmaceutische industrie;2022;7364.0;6308.0;932.0;
210;Totaal;20 Chemische industrie;2013;5354.0;4449.0;519.0;280.0
211;Totaal;20 Chemische industrie;2014;5212.0;4216.0;526.0;240.0
212;Totaal;20 Chemische industrie;2015;5271.0;4305.0;526.0;260.0
213;Totaal;20 Chemische industrie;2016;5446.0;4514.0;555.0;230.0
