ID;Financieringssectoren;Perioden;TotaalFinancieringsbronnen_1;Overheid_2;Totaal_3;VennootschappenEnZelfstandigen_4;Huishoudens_5;InstellingenZonderWinstoogmerk_6;Buitenland_7;SaldiFondsen_8;OverigeVerschillen_9
0;1;1998;40307.0;9931.0;29285.0;6222.0;22731.0;332.0;10.0;491.0;591.0
1;1;1999;43387.0;10761.0;33769.0;6867.0;26532.0;370.0;1.0;-1564.0;420.0
2;1;2000;46452.0;11498.0;36153.0;7923.0;27806.0;424.0;20.0;-1228.0;9.0
3;1;2001;52011.0;14361.0;35107.0;8533.0;26081.0;493.0;-6.0;1869.0;680.0
4;1;2002;58167.0;15835.0;37794.0;9037.0;28147.0;610.0;26.0;3733.0;780.0
5;1;2003;62555.0;17522.0;45448.0;10036.0;34706.0;706.0;-80.0;-1010.0;677.0
6;1;2004;64550.0;18952.0;46639.0;10117.0;35814.0;708.0;-82.0;-459.0;-500.0
7;1;2005;67151.0;18858.0;48187.0;9464.0;38376.0;347.0;-151.0;2705.0;-2448.0
8;1;2006;70351.0;17469.0;51072.0;13257.0;37489.0;326.0;-105.0;1272.0;644.0
9;1;2007;74666.0;19899.0;53664.0;13862.0;39435.0;367.0;-151.0;768.0;484.0
10;1;2008;79911.0;21219.0;58330.0;15879.0;42101.0;350.0;-116.0;904.0;-427.0
11;1;2009;84176.0;21766.0;58173.0;15974.0;41842.0;357.0;-131.0;4049.0;319.0
12;1;2010;87632.0;22477.0;61727.0;16628.0;44722.0;378.0;-143.0;5006.0;-1434.0
13;1;2011;89678.0;23120.0;66809.0;18332.0;48110.0;368.0;-190.0;2052.0;-2114.0
14;1;2012;92867.0;23099.0;68843.0;19588.0;48889.0;366.0;-181.0;3665.0;-2559.0
15;2;1998;29931.0;9429.0;19824.0;5026.0;14798.0;;-50.0;491.0;238.0
16;2;1999;31879.0;10229.0;23333.0;5508.0;17825.0;;-58.0;-1564.0;-61.0
17;2;2000;34327.0;10914.0;25052.0;6320.0;18732.0;;-49.0;-1228.0;-362.0
18;2;2001;38435.0;13715.0;22685.0;6642.0;16043.0;;-82.0;1869.0;248.0
19;2;2002;42782.0;15084.0;23669.0;6593.0;17076.0;;-73.0;3733.0;370.0
20;2;2003;45734.0;16594.0;30027.0;7385.0;22642.0;;-175.0;-1010.0;300.0
21;2;2004;46384.0;17950.0;29587.0;7301.0;22286.0;;-179.0;-459.0;-515.0
