ID;Transacties;Overheidsfuncties;Sectoren;Perioden;OverheidsuitgavenEnBestedingen_1
0;Totaal overheidsuitgaven;Totaal;Overheid;1995;180812.0
1;Totaal overheidsuitgaven;Totaal;Overheid;1996;166162.0
2;Totaal overheidsuitgaven;Totaal;Overheid;1997;171721.0
3;Totaal overheidsuitgaven;Totaal;Overheid;1998;179165.0
4;Totaal overheidsuitgaven;Totaal;Overheid;1999;186022.0
5;Totaal overheidsuitgaven;Totaal;Overheid;2000;195393.0
6;Totaal overheidsuitgaven;Totaal;Overheid;2001;212858.0
7;Totaal overheidsuitgaven;Totaal;Overheid;2002;225205.0
8;Totaal overheidsuitgaven;Totaal;Overheid;2003;235578.0
9;Totaal overheidsuitgaven;Totaal;Overheid;2004;237470.0
10;Totaal overheidsuitgaven;Totaal;Overheid;2005;240167.0
11;Totaal overheidsuitgaven;Totaal;Overheid;2006;258252.0
12;Totaal overheidsuitgaven;Totaal;Overheid;2007;269466.0
13;Totaal overheidsuitgaven;Totaal;Overheid;2008;288260.0
14;Totaal overheidsuitgaven;Totaal;Overheid;2009;305176.0
15;Totaal overheidsuitgaven;Totaal;Overheid;2010;314223.0
16;Totaal overheidsuitgaven;Totaal;Overheid;2011;313416.0
17;Totaal overheidsuitgaven;Totaal;Overheid;2012;313598.0
18;Totaal overheidsuitgaven;Totaal;Overheid;2013;316425.0
19;Totaal overheidsuitgaven;Totaal;Overheid;2014;317186.0
20;Totaal overheidsuitgaven;Totaal;Overheid;2015;316389.0
21;Totaal overheidsuitgaven;Totaal;Overheid;2016;316279.0
22;Totaal overheidsuitgaven;Totaal;Overheid;2017;321059.0
23;Totaal overheidsuitgaven;Totaal;Overheid;2018;334143.0
24;Totaal overheidsuitgaven;Totaal;Overheid;2019;349318.0
25;Totaal overheidsuitgaven;Totaal;Overheid;2020;390377.0
26;Totaal overheidsuitgaven;Totaal;Overheid;2021;409171.0
27;Totaal overheidsuitgaven;Totaal;Overheid;2022;429746.0
28;Totaal overheidsuitgaven;Totaal;Overheid;2023;461217.0
29;Totaal overheidsuitgaven;Totaal;Centrale overheid;1995;111273.0
30;Totaal overheidsuitgaven;Totaal;Centrale overheid;1996;97059.0
31;Totaal overheidsuitgaven;Totaal;Centrale overheid;1997;103056.0
32;Totaal overheidsuitgaven;Totaal;Centrale overheid;1998;104535.0
33;Totaal overheidsuitgaven;Totaal;Centrale overheid;1999;108306.0
34;Totaal overheidsuitgaven;Totaal;Centrale overheid;2000;114038.0
35;Totaal overheidsuitgaven;Totaal;Centrale overheid;2001;127080.0
36;Totaal overheidsuitgaven;Totaal;Centrale overheid;2002;134439.0
37;Totaal overheidsuitgaven;Totaal;Centrale overheid;2003;141653.0
38;Totaal overheidsuitgaven;Totaal;Centrale overheid;2004;141023.0
39;Totaal overheidsuitgaven;Totaal;Centrale overheid;2005;143300.0
40;Totaal overheidsuitgaven;Totaal;Centrale overheid;2006;151971.0
41;Totaal overheidsuitgaven;Totaal;Centrale overheid;2007;161697.0
42;Totaal overheidsuitgaven;Totaal;Centrale overheid;2008;175380.0
43;Totaal overheidsuitgaven;Totaal;Centrale overheid;2009;184661.0
44;Totaal overheidsuitgaven;Totaal;Centrale overheid;2010;194161.0
45;Totaal overheidsuitgaven;Totaal;Centrale overheid;2011;187327.0
46;Totaal overheidsuitgaven;Totaal;Centrale overheid;2012;188753.0
47;Totaal overheidsuitgaven;Totaal;Centrale overheid;2013;184457.0
48;Totaal overheidsuitgaven;Totaal;Centrale overheid;2014;188175.0
49;Totaal overheidsuitgaven;Totaal;Centrale overheid;2015;194013.0
50;Totaal overheidsuitgaven;Totaal;Centrale overheid;2016;194437.0
51;Totaal overheidsuitgaven;Totaal;Centrale overheid;2017;193341.0
52;Totaal overheidsuitgaven;Totaal;Centrale overheid;2018;201892.0
53;Totaal overheidsuitgaven;Totaal;Centrale overheid;2019;214294.0
54;Totaal overheidsuitgaven;Totaal;Centrale overheid;2020;254278.0
55;Totaal overheidsuitgaven;Totaal;Centrale overheid;2021;274943.0
56;Totaal overheidsuitgaven;Totaal;Centrale overheid;2022;290598.0
57;Totaal overheidsuitgaven;Totaal;Centrale overheid;2023;318950.0
58;Totaal overheidsuitgaven;Totaal;Rijksoverheid;1995;106559.0
59;Totaal overheidsuitgaven;Totaal;Rijksoverheid;1996;92184.0
60;Totaal overheidsuitgaven;Totaal;Rijksoverheid;1997;97726.0
61;Totaal overheidsuitgaven;Totaal;Rijksoverheid;1998;98911.0
62;Totaal overheidsuitgaven;Totaal;Rijksoverheid;1999;102549.0
63;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2000;107736.0
64;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2001;119890.0
65;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2002;127063.0
66;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2003;134596.0
67;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2004;133952.0
68;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2005;136302.0
69;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2006;145142.0
70;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2007;154805.0
71;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2008;167287.0
72;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2009;176566.0
73;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2010;187830.0
74;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2011;179308.0
75;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2012;180180.0
76;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2013;175897.0
77;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2014;178835.0
78;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2015;184949.0
79;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2016;184844.0
80;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2017;183915.0
81;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2018;192320.0
82;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2019;203597.0
83;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2020;243935.0
84;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2021;264005.0
85;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2022;279532.0
86;Totaal overheidsuitgaven;Totaal;Rijksoverheid;2023;306525.0
87;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;1995;10624.0
88;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;1996;11127.0
89;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;1997;11628.0
90;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;1998;12395.0
91;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;1999;13683.0
92;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2000;14426.0
93;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2001;16215.0
94;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2002;16817.0
95;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2003;16631.0
96;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2004;16616.0
97;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2005;16679.0
98;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2006;16789.0
99;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2007;16759.0
100;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2008;18134.0
101;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2009;18603.0
102;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2010;19042.0
103;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2011;19144.0
104;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2012;19317.0
105;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2013;25004.0
106;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2014;25611.0
107;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2015;25726.0
108;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2016;26407.0
109;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2017;26647.0
110;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2018;27722.0
111;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2019;29321.0
112;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2020;30448.0
113;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2021;32763.0
114;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2022;35983.0
115;Totaal overheidsuitgaven;Totaal;Overige centrale overheid;2023;40049.0
116;Totaal overheidsuitgaven;Totaal;Lokale overheid;1995;69990.0
117;Totaal overheidsuitgaven;Totaal;Lokale overheid;1996;52750.0
118;Totaal overheidsuitgaven;Totaal;Lokale overheid;1997;53556.0
119;Totaal overheidsuitgaven;Totaal;Lokale overheid;1998;56436.0
120;Totaal overheidsuitgaven;Totaal;Lokale overheid;1999;59764.0
121;Totaal overheidsuitgaven;Totaal;Lokale overheid;2000;63936.0
122;Totaal overheidsuitgaven;Totaal;Lokale overheid;2001;68148.0
123;Totaal overheidsuitgaven;Totaal;Lokale overheid;2002;73535.0
124;Totaal overheidsuitgaven;Totaal;Lokale overheid;2003;78830.0
125;Totaal overheidsuitgaven;Totaal;Lokale overheid;2004;78598.0
126;Totaal overheidsuitgaven;Totaal;Lokale overheid;2005;79957.0
127;Totaal overheidsuitgaven;Totaal;Lokale overheid;2006;81638.0
128;Totaal overheidsuitgaven;Totaal;Lokale overheid;2007;87347.0
129;Totaal overheidsuitgaven;Totaal;Lokale overheid;2008;93282.0
130;Totaal overheidsuitgaven;Totaal;Lokale overheid;2009;99751.0
131;Totaal overheidsuitgaven;Totaal;Lokale overheid;2010;100610.0
132;Totaal overheidsuitgaven;Totaal;Lokale overheid;2011;98134.0
133;Totaal overheidsuitgaven;Totaal;Lokale overheid;2012;95601.0
134;Totaal overheidsuitgaven;Totaal;Lokale overheid;2013;91016.0
135;Totaal overheidsuitgaven;Totaal;Lokale overheid;2014;90654.0
136;Totaal overheidsuitgaven;Totaal;Lokale overheid;2015;96672.0
137;Totaal overheidsuitgaven;Totaal;Lokale overheid;2016;96217.0
138;Totaal overheidsuitgaven;Totaal;Lokale overheid;2017;97447.0
139;Totaal overheidsuitgaven;Totaal;Lokale overheid;2018;101143.0
140;Totaal overheidsuitgaven;Totaal;Lokale overheid;2019;105196.0
141;Totaal overheidsuitgaven;Totaal;Lokale overheid;2020;111726.0
142;Totaal overheidsuitgaven;Totaal;Lokale overheid;2021;116340.0
143;Totaal overheidsuitgaven;Totaal;Lokale overheid;2022;124618.0
144;Totaal overheidsuitgaven;Totaal;Lokale overheid;2023;135527.0
145;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;1995;55260.0
146;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;1996;54977.0
147;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;1997;57873.0
148;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;1998;58851.0
149;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;1999;61094.0
150;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2000;64037.0
151;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2001;71044.0
152;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2002;76449.0
153;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2003;82808.0
154;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2004;83636.0
155;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2005;87343.0
156;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2006;97591.0
157;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2007;98741.0
158;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2008;99155.0
159;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2009;108867.0
160;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2010;115268.0
161;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2011;115174.0
162;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2012;120367.0
163;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2013;123556.0
164;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2014;126734.0
165;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2015;121097.0
166;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2016;120246.0
167;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2017;123871.0
168;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2018;127657.0
169;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2019;134692.0
170;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2020;153507.0
171;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2021;154668.0
172;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2022;151721.0
173;Totaal overheidsuitgaven;Totaal;Socialezekerheidsfondsen;2023;165892.0
174;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;1995;30191.0
175;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;1996;29909.0
176;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;1997;30353.0
177;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;1998;31044.0
178;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;1999;31693.0
179;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2000;32045.0
180;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2001;32548.0
181;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2002;32371.0
182;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2003;31610.0
183;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2004;31878.0
184;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2005;33070.0
185;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2006;33544.0
186;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2007;34211.0
187;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2008;37484.0
188;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2009;34263.0
189;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2010;36377.0
190;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2011;35175.0
191;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2012;33802.0
192;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2013;33901.0
193;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2014;35262.0
194;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2015;33624.0
195;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2016;30330.0
196;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2017;30433.0
197;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2018;31224.0
198;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2019;31941.0
199;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2020;34028.0
200;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2021;33997.0
201;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2022;36190.0
202;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Overheid;2023;38198.0
203;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;1995;33765.0
204;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;1996;34077.0
205;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;1997;36770.0
206;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;1998;36373.0
207;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;1999;37249.0
208;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2000;38230.0
209;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2001;39677.0
210;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2002;39919.0
211;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2003;41614.0
212;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2004;39911.0
213;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2005;41419.0
214;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2006;43818.0
215;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2007;46643.0
216;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2008;50688.0
217;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2009;49064.0
218;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2010;52333.0
219;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2011;51449.0
220;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2012;48678.0
221;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2013;48735.0
222;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2014;50580.0
223;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2015;59275.0
224;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2016;57174.0
225;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2017;58366.0
226;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2018;60380.0
227;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2019;62117.0
228;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2020;66692.0
229;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2021;67705.0
230;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2022;76517.0
231;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Centrale overheid;2023;78294.0
232;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;1995;32921.0
233;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;1996;33293.0
234;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;1997;35802.0
235;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;1998;35530.0
236;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;1999;36313.0
237;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2000;37532.0
238;Totaal overheidsuitgaven;1. Algemeen overheidsbestuur;Rijksoverheid;2001;38953.0
