ID;Leeftijd;Generatie;Geslacht;Perioden;Allochtonen_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;EuropeseEconomischeRuimte_11;OverigEuropa_12;Indonesie_13;OverigBuitenEuropa_14
37;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2040;5252599;3178474;415020;858644;214725;515543;258623;388408;527522;2074128;858588;754008;304892;156628
38;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2041;5299174;3209895;420670;872166;218855;518370;261743;387916;530181;2089269;862360;767655;300575;158674
39;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2042;5344899;3240611;426284;885467;222966;521061;264819;387326;532701;2104297;866286;781137;296199;160680
40;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2043;5389746;3270541;431809;898567;227034;523597;267837;386658;535049;2119204;870319;794446;291750;162687
41;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2044;5433709;3299707;437271;911432;231056;525995;270808;385872;537274;2133995;874464;807590;287254;164668
42;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2045;5476769;3328116;442659;924108;235055;528232;273727;385015;539327;2148664;878696;820565;282744;166641
43;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2046;5518933;3355734;447979;936570;238994;530337;276593;384056;541207;2163209;883001;833368;278248;168595
44;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2047;5560204;3382572;453222;948838;242885;532273;279407;383034;542909;2177622;887353;845999;273755;170525
45;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2048;5600525;3408606;458382;960876;246750;534058;282159;381939;544436;2191923;891744;858457;269291;172439
46;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2049;5639920;3433850;463475;972723;250561;535673;284854;380786;545788;2206081;896141;870720;264886;174316
47;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Totaal mannen en vrouwen;2050;5678442;3458362;468516;984354;254322;537153;287523;379571;546946;2220088;900550;882802;260541;176200
48;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2003;1517920;834597;107540;151443;25568;155392;63592;153598;177501;683320;365430;88681;195532;33696
49;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2004;1549329;862266;112947;159780;27156;159866;65202;155849;181491;687063;365720;93290;194410;33651
50;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2005;1578064;887847;117162;167467;28717;164335;66811;158010;185356;690216;365753;97713;193284;33471
51;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2006;1605572;911754;120403;174698;30284;168769;68445;160035;189111;693820;365913;102386;192161;33358
52;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2007;1633138;934521;123017;181700;31879;173164;70086;161926;192751;698619;366464;107591;191039;33520
53;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2008;1661888;956828;125478;188673;33481;177483;71756;163705;196256;705059;367531;113556;189926;34046
54;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2009;1692292;979039;128055;195738;35114;181717;73430;165354;199646;713262;369117;120342;188813;34974
55;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2010;1724239;1001109;130730;202888;36763;185826;75102;166904;202905;723127;371173;127944;187702;36314
56;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2011;1757348;1023041;133496;210117;38431;189824;76788;168359;206036;734304;373484;136233;186595;37987
57;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2012;1791016;1044828;136340;217409;40134;193683;78497;169726;209053;746193;375814;144979;185486;39922
58;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2013;1824637;1066459;139239;224771;41876;197399;80219;171005;211955;758161;377984;153869;184365;41956
59;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2014;1857800;1087945;142207;232198;43644;200964;81958;172225;214739;769852;380014;162680;183238;43931
60;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2015;1890432;1109219;145224;239661;45433;204385;83711;173383;217433;781213;381927;171409;182107;45765
61;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2016;1922587;1130344;148291;247181;47261;207652;85475;174462;220017;792247;383715;180095;180958;47481
62;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2017;1954246;1151253;151391;254729;49118;210762;87247;175474;222524;802988;385410;188712;179800;49091
63;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2018;1985466;1171962;154516;262320;50999;213744;89034;176418;224940;813495;387003;197267;178615;50633
64;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2019;2016221;1192482;157677;269923;52890;216566;90823;177307;227285;823750;388500;205764;177406;52085
65;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2020;2046539;1212797;160832;277548;54818;219267;92614;178142;229559;833749;389918;214205;176163;53468
66;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2021;2076413;1232872;164004;285197;56741;221844;94414;178923;231761;843529;391255;222573;174895;54801
67;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2022;2105855;1252757;167186;292835;58682;224314;96219;179640;233895;853097;392532;230906;173592;56092
68;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2023;2134877;1272411;170352;300480;60637;226655;98029;180292;235970;862478;393740;239143;172261;57326
69;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2024;2163498;1291847;173522;308106;62595;228900;99836;180900;237988;871651;394907;247332;170865;58542
70;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2025;2191689;1311053;176680;315726;64562;231060;101652;181435;239934;880644;396038;255451;169442;59718
71;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2026;2219488;1330028;179812;323321;66538;233130;103467;181924;241843;889471;397148;263489;167959;60877
72;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2027;2246903;1348775;182946;330887;68506;235123;105277;182349;243683;898138;398233;271466;166428;62005
73;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2028;2273948;1367301;186040;338416;70492;237035;107103;182730;245491;906662;399345;279353;164842;63116
74;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2029;2300652;1385609;189119;345908;72476;238894;108898;183057;247254;915046;400458;287171;163207;64202
75;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2030;2327000;1403700;192185;353353;74459;240699;110695;183336;248957;923310;401603;294924;161506;65276
76;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2031;2353004;1421560;195218;360756;76460;242445;112494;183560;250625;931449;402780;302588;159736;66342
77;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2032;2378668;1439169;198231;368094;78444;244139;114276;183741;252246;939504;404018;310180;157919;67397
78;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2033;2404007;1456549;201209;375373;80434;245777;116041;183882;253830;947459;405309;317694;156027;68428
79;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2034;2428993;1473676;204146;382588;82440;247380;117810;183962;255365;955326;406666;325134;154062;69460
80;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2035;2453662;1490535;207046;389732;84430;248929;119541;184003;256861;963121;408109;332505;152045;70483
81;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2036;2478005;1507136;209928;396805;86422;250437;121273;183985;258295;970857;409630;339793;149956;71487
82;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2037;2502002;1523456;212766;403792;88415;251884;122980;183942;259683;978545;411224;347021;147804;72502
83;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2038;2525660;1539470;215572;410700;90389;253281;124671;183854;261004;986181;412919;354158;145602;73507
84;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2039;2548960;1555164;218333;417523;92374;254627;126348;183722;262268;993791;414699;361239;143360;74491
85;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2040;2571902;1570559;221055;424262;94358;255905;128001;183534;263461;1001348;416559;368238;141085;75484
86;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2041;2594476;1585601;223733;430909;96319;257131;129615;183320;264576;1008874;418497;375162;138773;76463
87;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2042;2616677;1600305;226361;437462;98275;258300;131226;183077;265610;1016368;420494;382013;136446;77427
88;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2043;2638456;1614637;228960;443912;100221;259383;132815;182784;266564;1023825;422572;388778;134099;78378
89;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2044;2659818;1628585;231507;450280;102153;260403;134368;182458;267428;1031248;424699;395471;131753;79332
90;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2045;2680795;1642176;234003;456539;104069;261344;135903;182102;268224;1038620;426844;402071;129418;80268
91;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2046;2701311;1655372;236462;462710;105968;262207;137397;181723;268903;1045946;429042;408594;127111;81202
92;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2047;2721419;1668194;238888;468778;107854;262987;138895;181301;269505;1053223;431247;415041;124824;82121
93;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2048;2741059;1680615;241277;474730;109708;263689;140337;180860;270008;1060445;433456;421385;122565;83047
94;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2049;2760250;1692645;243621;480596;111558;264311;141756;180390;270419;1067600;435685;427638;120352;83949
95;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Mannen;2050;2779017;1704329;245939;486355;113382;264853;143163;179898;270752;1074695;437897;433789;118172;84846
96;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2003;1523525;788126;81927;135353;35885;139084;65330;167026;163565;735380;389566;106372;205168;34283
97;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2004;1556801;817025;86046;144480;37829;144144;67113;169570;167876;739770;389256;111763;204345;34416
98;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2005;1588125;844583;89541;153114;39789;149166;68898;172028;172080;743546;388802;116882;203497;34373
99;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2006;1618886;871151;92619;161422;41748;154169;70683;174364;176177;747731;388581;122122;202620;34411
100;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2007;1650136;897073;95454;169582;43737;159119;72474;176570;180158;753065;388900;127741;201744;34693
101;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2008;1682613;922637;98226;177711;45754;163980;74281;178654;184029;759979;389849;133935;200829;35348
102;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2009;1716624;947999;101031;185895;47808;168757;76095;180633;187788;768627;391493;140793;199930;36430
103;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2010;1752060;973160;103876;194130;49924;173426;77897;182485;191426;778890;393673;148322;199005;37902
104;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2011;1788501;998086;106744;202425;52075;177972;79707;184240;194947;790414;396194;156415;198080;39729
105;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2012;1825398;1022795;109631;210743;54266;182397;81525;185906;198341;802610;398734;164910;197147;41807
106;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2013;1862164;1047296;112544;219109;56511;186681;83347;187496;201640;814878;401103;173536;196218;44025
107;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2014;1898474;1071572;115475;227480;58789;190824;85174;188998;204843;826904;403326;182114;195294;46162
108;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2015;1934221;1095609;118412;235895;61107;194814;87020;190432;207939;838616;405413;190674;194367;48178
109;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2016;1969480;1119415;121367;244311;63479;198655;88868;191797;210953;850061;407389;199182;193444;50062
110;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2017;2004263;1142985;124354;252735;65874;202375;90714;193085;213872;861264;409239;207668;192517;51856
111;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2018;2038585;1166322;127341;261163;68298;205932;92567;194312;216717;872267;410985;216123;191599;53550
112;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2019;2072444;1189391;130331;269590;70741;209369;94402;195481;219475;883053;412668;224533;190684;55175
113;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2020;2105870;1212224;133338;278007;73202;212682;96248;196585;222171;893646;414242;232909;189764;56732
114;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2021;2138839;1234771;136347;286410;75676;215868;98094;197607;224802;904063;415754;241241;188847;58225
115;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2022;2171354;1257040;139360;294780;78126;218932;99925;198579;227358;914316;417191;249533;187919;59685
116;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2023;2203400;1279027;142365;303120;80577;221887;101739;199472;229861;924387;418574;257767;186967;61078
117;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2024;2235008;1300741;145388;311413;83024;224742;103563;200315;232294;934273;419895;265943;186009;62426
118;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2025;2266177;1322182;148409;319669;85467;227502;105371;201083;234671;944005;421185;274053;185024;63751
119;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2026;2296915;1343335;151437;327871;87884;230156;107169;201804;237006;953575;422441;282108;184000;65039
120;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2027;2327188;1364195;154482;336010;90290;232722;108966;202443;239279;962995;423674;290067;182948;66297
121;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2028;2357037;1384788;157514;344088;92701;235215;110758;203028;241489;972259;424899;297954;181874;67544
122;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2029;2386449;1405066;160553;352083;95094;237616;112531;203542;243652;981376;426124;305757;180740;68773
123;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2030;2415428;1425072;163592;360032;97462;239957;114287;204000;245755;990358;427354;313489;179563;69958
124;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2031;2443973;1444791;166636;367879;99849;242212;116026;204381;247815;999188;428605;321122;178327;71140
125;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2032;2472098;1464219;169681;375661;102195;244413;117741;204696;249820;1007879;429876;328673;177027;72306
126;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2033;2499767;1483322;172725;383351;104529;246545;119436;204969;251778;1016438;431202;336140;175671;73446
127;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2034;2526982;1502118;175777;390937;106847;248605;121113;205138;253687;1024863;432548;343504;174234;74576
128;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2035;2553756;1520601;178837;398438;109161;250609;122760;205273;255552;1033162;433965;350783;172706;75700
129;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2036;2580086;1538753;181882;405837;111436;252554;124383;205334;257354;1041326;435428;357972;171113;76813
130;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2037;2605924;1556570;184912;413133;113696;254431;125986;205311;259120;1049359;436977;365065;169405;77902
131;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2038;2631309;1574040;187948;420317;115941;256229;127559;205229;260822;1057269;438592;372046;167623;78996
132;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2039;2656235;1591157;190960;427402;118164;257980;129104;205093;262472;1065076;440271;378965;165755;80073
133;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2040;2680707;1607915;193971;434386;120361;259634;130627;204869;264059;1072772;442035;385771;163820;81150
134;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2041;2704693;1624310;196960;441252;122542;261233;132121;204602;265608;1080399;443880;392497;161809;82210
135;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2042;2728229;1640299;199910;448007;124688;262765;133596;204268;267083;1087922;445778;399127;159751;83259
136;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2043;2751291;1655912;202859;454639;126812;264211;135038;203866;268496;1095379;447758;405676;157643;84313
137;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2044;2773873;1671130;205772;461161;128910;265592;136439;203406;269838;1102746;449786;412124;155507;85345
138;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2045;2795986;1685948;208655;467574;130981;266894;137828;202905;271113;1110050;451854;418497;153328;86368
139;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2046;2817619;1700355;211514;473880;133036;268133;139185;202346;272304;1117263;453968;424777;151127;87388
140;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2047;2838785;1714382;214334;480059;135050;269280;140523;201733;273408;1124404;456113;430960;148933;88399
141;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2048;2859474;1728001;217109;486147;137034;270364;141820;201084;274435;1131476;458288;437082;146735;89387
142;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2049;2879679;1741206;219858;492122;139003;271369;143109;200390;275360;1138478;460466;443086;144541;90380
143;Totaal over alle leeftijden;Totaal  1e en 2e generatie;Vrouwen;2050;2899424;1754031;222570;498005;140952;272281;144364;199674;276198;1145389;462643;449015;142376;91362
144;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2003;1587023;1004163;127047;213709;39518;162717;83988;187316;189878;582858;278865;132758;135451;35791
145;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2004;1615002;1028623;132055;225046;41569;164946;85132;187968;191921;586378;278465;139418;133416;35083
146;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2005;1638540;1049712;135152;234941;43597;167158;86309;188605;193949;588822;277902;145482;131375;34060
147;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2006;1660642;1068340;136809;243852;45611;169349;87543;189237;195951;592305;277973;151782;129329;33226
148;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2007;1683730;1085480;137610;252168;47614;171516;88804;189848;197933;598246;279154;158870;127286;32941
149;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2008;1709621;1102184;138230;260275;49622;173655;90095;190435;199881;607433;281667;167125;125238;33405
150;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2009;1739044;1119007;139030;268342;51657;175769;91414;191000;201799;620042;285484;176691;123198;34661
151;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2010;1771662;1135910;140014;276373;53723;177848;92756;191536;203675;635746;290367;187527;121159;36696
152;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2011;1806615;1152871;141138;284376;55806;179894;94117;192036;205515;653741;295876;199389;119133;39341
153;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2012;1842642;1169852;142393;292329;57926;181896;95496;192498;207311;672793;301411;211863;117116;42403
154;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2013;1878487;1186817;143780;300233;60074;183867;96886;192922;209064;691669;306623;224322;115115;45598
155;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2014;1913471;1203759;145280;308097;62251;185795;98289;193303;210765;709706;311547;236448;113132;48581
156;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2015;1947450;1220627;146884;315903;64446;187665;99688;193635;212408;726818;316222;248253;111173;51181
157;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2016;1980531;1237424;148587;323668;66667;189493;101095;193923;214006;743097;320671;259756;109230;53455
158;Totaal over alle leeftijden;1e Generatie;Totaal mannen en vrouwen;2017;2012732;1254086;150368;331365;68901;191268;102507;194142;215540;758641;324912;270970;107307;55458
