ID;Geslacht;Leeftijd;Migratieachtergrond;RegioS;Perioden;Bevolking15JaarEnOuder_1;Totaal_2;Afgelopen4JaarVoortdurendWerkzaam_3;MeerDan3JaarWerkzaam_4;TussenDe2En3JaarWerkzaam_5;TussenDe1En2JaarWerkzaam_6;Tussen1MndEn1JaarWerkzaam_7;Totaal_8;MeerDan3JaarWerkzaam_9;TussenDe2En3JaarWerkzaam_10;TussenDe1En2JaarWerkzaam_11;Tussen1MndEn1JaarWerkzaam_12;NietWerkzaamAfgelopen4Jaar_13;k_1Maand_14;k_2Maanden_15;k_3Tot6Maanden_16;k_6MaandenTot1Jaar_17;k_1Tot2Jaar_18;k_2Tot3Jaar_19;k_3Tot4Jaar_20;k_4JaarEnLanger_21
0;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2004;13299300;7778300;5956600;827200;508000;293400;193100;5520900;258600;376200;390400;585800;3909900;89400;93900;282800;227000;420100;280700;217100;3909900
1;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2005;13352800;7847900;6017400;802000;498800;305700;224000;5504900;219700;361800;383900;595100;3944500;85700;87800;264200;205200;404700;284500;228300;3944500
2;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2006;13402000;7995100;5948200;831800;545800;366700;302700;5406800;238000;325400;344100;566600;3932800;109900;87400;244600;180100;381700;249900;220500;3932800
3;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2007;13473300;8189100;5942800;896400;593800;419300;336800;5284100;224900;273000;347600;546700;3892000;130300;86700;245000;175300;299600;257700;197600;3892000
4;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2008;13565900;8286800;6004800;938200;606000;428100;309700;5279100;231500;296600;337800;562500;3850700;144500;98400;257800;186500;324500;210100;206700;3850700
5;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2009;13665700;8230300;6022100;991000;580900;387900;248500;5435400;292700;347600;364000;544900;3886200;147100;102700;278600;236600;383500;225900;174900;3886200
6;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2010;13749800;8267500;6089100;1027300;563200;341700;246200;5482300;277000;369100;399400;546500;3890300;124200;98400;268300;225900;411900;274700;188600;3890300
7;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2011;13834600;8371800;6172800;1020400;555400;363700;259500;5462800;271600;344100;400800;553300;3893100;120200;102300;268200;234600;353300;280100;210900;3893100
8;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2012;13902700;8310200;6186600;981600;540900;366800;234300;5592500;298000;370300;399700;580800;3943700;118300;103400;274600;250500;407100;258600;236200;3943700
9;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2013;13979600;8240500;6138700;985800;556300;326400;233300;5739200;312700;401300;421200;577800;4026200;123900;104000;268300;252200;441000;303000;220500;4026200
10;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2014;14074100;8273500;6172100;985900;527700;335000;252800;5799900;295700;396300;426300;595100;4086400;133300;99800;257500;231000;420500;317000;254500;4086400
11;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2015;14179800;8363800;6156300;1000400;554800;370900;281300;5816000;279200;368500;412500;591200;4164600;136400;95000;252700;224300;386300;296000;260700;4164600
12;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2016;14300200;8529200;6183000;1026400;600000;411500;308400;5771000;244600;342900;388800;565700;4229000;108700;95000;248600;211500;365200;271600;241200;4229000
13;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2017;14418900;8731800;6275400;1060200;632100;434000;330100;5687100;229400;314500;373600;539600;4230000;112500;94400;240500;202300;332000;254600;220900;4230000
14;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Nederland;2018;14542800;8950800;6435600;1082100;641500;449600;342000;5592000;230900;295900;352400;521500;4191300;113100;92800;240200;198300;314700;231800;209700;4191300
15;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2004;1394100;773000;585800;83400;52500;30900;20400;621100;27600;40800;43000;67000;442800;10100;10500;34900;24500;45600;30000;22800;442800
16;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2005;1396000;780500;592400;80600;51600;32100;23900;615500;23200;39400;41900;66900;443900;9900;9700;31800;21600;43600;30800;24200;443900
17;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2006;1399800;794300;587100;83100;55700;38300;30100;605500;23700;35700;38400;64500;443200;11300;9800;28500;17800;43200;27600;24100;443200
18;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2007;1404800;813700;586000;88900;60700;43300;34800;591100;23000;29100;38700;61000;439200;13900;9000;28500;17300;32400;29100;21600;439200
19;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2008;1410700;821700;593200;92200;60500;44000;31800;589100;23800;31200;36800;63200;434100;15900;10400;29300;18800;34400;22800;23300;434100
20;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2009;1417600;813500;596600;93900;57700;39700;25700;604100;30400;36300;38900;60700;437800;15800;10600;32200;23400;40900;24400;19100;437800
21;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2010;1423400;817800;602100;99300;55700;34700;25900;605600;27400;38400;42000;60200;437600;12700;10400;30400;21600;43400;29100;20300;437600
22;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2011;1427400;822100;608300;98000;53700;36000;26100;605300;27200;36500;42700;61600;437300;12700;11300;30400;23100;37200;30100;23200;437300
23;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2012;1430600;813000;606700;94000;53100;35200;24000;617600;29800;39100;42400;63900;442400;12600;11300;30900;23700;43500;27500;25600;442400
24;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2013;1434800;803700;599200;95000;52900;32300;24200;631100;30600;41900;44400;62800;451300;13400;10800;29300;23700;46300;32700;23700;451300
25;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2014;1440000;801600;597400;94500;50700;33000;26000;638300;30600;41100;44900;64500;457300;14200;11800;28500;22700;42800;33400;27700;457300
26;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2015;1444800;806500;591700;96400;53200;36700;28500;638300;28600;38900;42800;62900;465100;14800;10200;28000;22000;40300;30400;27500;465100
27;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2016;1451900;818900;591300;98900;57700;40200;30800;633000;24700;36100;41000;59500;471600;11100;9900;27900;20900;37800;28700;24900;471600
28;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2017;1456300;836400;597900;101800;60800;42500;33400;619900;22000;32800;39000;57100;469000;11200;9900;25900;19300;34500;26700;23400;469000
29;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Noord-Nederland (LD);2018;1462800;855500;612800;101800;61400;44400;35200;607300;22100;29900;36600;55100;463700;11200;9900;25300;18700;31900;24500;22100;463700
30;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2004;2773500;1645900;1268700;169100;105300;61800;41000;1127600;53500;76500;79500;123700;794300;18800;20800;60500;45600;84900;57200;45500;794300
31;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2005;2789200;1662400;1283900;164600;102500;63500;47900;1126800;45400;74400;78300;125000;803900;17800;19100;56500;41300;83300;58100;46800;803900
32;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2006;2802900;1695900;1271800;170100;111600;76800;65400;1107100;50700;66100;70200;118100;801900;24700;19100;51700;36100;77300;51300;45100;801900
33;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2007;2819300;1742500;1275100;183200;123100;88600;72500;1076900;44400;54900;70400;114300;792900;25800;17900;52100;34500;60900;52000;40900;792900
34;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2008;2840000;1762800;1288900;190500;126200;90600;66600;1077200;46100;60100;68800;116900;785400;29200;21300;53700;36800;66200;42900;41700;785400
35;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2009;2861000;1751700;1295400;200500;119900;81900;54000;1109400;59800;69900;74100;113400;792200;30600;21900;58000;46500;77900;46400;35900;792200
36;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2010;2876900;1758600;1310100;209400;114800;71300;53000;1118300;56100;75200;80800;114600;791600;25600;21200;56200;44200;84700;55800;39000;791600
37;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2011;2893700;1781000;1329100;207500;113000;75800;55500;1112600;54700;69200;81300;115000;792500;25300;21600;56100;45300;71000;57700;43200;792500
38;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2012;2909200;1767200;1330900;200000;110100;75900;50200;1142000;61700;74900;80400;121400;803700;24700;21800;58000;50000;82200;52500;49300;803700
39;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2013;2922900;1745900;1316300;201700;112100;66800;49000;1176900;66200;83500;85200;120000;822100;26500;22800;57000;51000;91000;61500;45100;822100
40;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2014;2940600;1751400;1320400;202600;106400;68200;53800;1189200;61400;82700;87700;123300;834200;27500;21000;55100;46300;87300;65800;51900;834200
41;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2015;2963500;1769400;1314700;205600;112100;76900;60100;1194100;57900;75900;84900;124100;851300;28000;20100;54300;44900;79700;61600;54300;851300
42;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2016;2989800;1803900;1318600;210900;122300;85700;66400;1185900;49900;70700;79900;119400;865900;22200;19800;53100;42500;75600;56400;50400;865900
43;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2017;3015800;1848500;1340200;216000;129200;91400;71800;1167300;45900;64400;77200;113600;866300;22800;19800;51000;39900;68300;53200;46100;866300
44;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;Oost-Nederland (LD);2018;3045100;1898300;1377400;219000;131400;95500;75000;1146800;46300;60100;72400;109800;858200;23000;19200;50900;38700;64500;48400;43900;858200
45;Totaal mannen en vrouwen;Totaal;Totaal migratieachtergrond;West-Nederland (LD);2004;6211200;3655900;2783500;401100;242400;138700;90200;2555300;120800;177200;184300;270000;1803000;41300;42900;126200;109100;200400;131900;100400;1803000
