ID;VrijstellingAftrekHeffingskorting;KenmerkenHuishouden;Perioden;AantalParticuliereHuishoudens_1;AandeelParticuliereHuishoudens_2;TotaalVoordeel_3;GemiddeldVoordeelPerHuishouden_4;k_25ePercentiel_5;k_50ePercentielMediaan_6;k_75ePercentiel_7
0;10;10000;2006;6476.0;91.1;20209.0;3.1;0.5;1.8;4.1
1;10;10000;2007;6545.0;91.3;22111.0;3.4;0.5;1.9;4.3
2;10;10000;2008;6639.0;91.7;24002.0;3.6;0.6;2.1;4.7
3;10;10000;2009;6651.0;91.1;23571.0;3.5;0.3;1.8;4.4
4;10;10000;2010;6723.0;91.6;23568.0;3.5;0.3;1.7;4.5
5;10;10000;2011;6645.0;89.6;24846.0;3.7;0.3;1.9;4.7
6;10;10000;2012;6744.0;90.3;23882.0;3.5;0.3;1.8;4.5
7;10;10000;2013;6797.0;90.8;24091.0;3.5;0.3;1.7;4.4
8;10;10000;2014;6825.0;90.3;23877.0;3.5;0.3;1.8;4.5
9;10;10050;2006;2089.0;84.5;2953.0;1.4;0.2;0.5;1.8
10;10;10050;2007;2142.0;85.3;3205.0;1.5;0.2;0.6;1.9
11;10;10050;2008;2167.0;84.6;3621.0;1.7;0.2;0.7;2.2
12;10;10050;2009;2188.0;84.2;3692.0;1.7;0.1;0.5;2.0
13;10;10050;2010;2232.0;85.3;3316.0;1.5;0.1;0.4;1.9
14;10;10050;2011;2180.0;81.4;3408.0;1.6;0.1;0.5;2.2
15;10;10050;2012;2270.0;83.6;3340.0;1.5;0.1;0.4;2.0
16;10;10050;2013;2295.0;84.5;3390.0;1.5;0.1;0.4;1.9
17;10;10050;2014;2342.0;84.4;3462.0;1.5;0.1;0.4;1.9
18;10;10450;2006;917.0;81.4;1667.0;1.8;0.2;0.7;2.7
19;10;10450;2007;946.0;82.4;1812.0;1.9;0.2;0.8;2.8
20;10;10450;2008;978.0;82.6;2095.0;2.1;0.2;0.8;3.1
21;10;10450;2009;987.0;82.0;2055.0;2.1;0.1;0.6;3.0
22;10;10450;2010;1013.0;83.2;1962.0;1.9;0.1;0.5;2.9
23;10;10450;2011;994.0;79.3;2044.0;2.1;0.1;0.6;3.1
24;10;10450;2012;1052.0;82.3;1997.0;1.9;0.1;0.5;2.9
25;10;10450;2013;1053.0;82.1;2051.0;1.9;0.1;0.5;2.9
26;10;10450;2014;1080.0;82.4;2128.0;2.0;0.1;0.5;2.9
27;10;10500;2006;743.0;78.9;1512.0;2.0;0.1;0.9;3.1
28;10;10500;2007;763.0;79.7;1659.0;2.2;0.2;0.9;3.3
29;10;10500;2008;793.0;80.5;1886.0;2.4;0.2;1.1;3.5
30;10;10500;2009;791.0;79.6;1890.0;2.4;0.1;0.9;3.5
31;10;10500;2010;816.0;81.0;1768.0;2.2;0.1;0.7;3.4
32;10;10500;2011;798.0;77.2;1842.0;2.3;0.1;0.9;3.5
33;10;10500;2012;842.0;80.7;1805.0;2.1;0.0;0.6;3.3
34;10;10500;2013;826.0;79.4;1846.0;2.2;0.0;0.7;3.3
35;10;10500;2014;846.0;80.1;1903.0;2.3;0.0;0.7;3.3
36;10;10550;2006;174.0;94.4;155.0;0.9;0.2;0.5;0.9
37;10;10550;2007;183.0;95.8;153.0;0.8;0.2;0.5;1.0
38;10;10550;2008;185.0;93.2;208.0;1.1;0.3;0.6;1.2
39;10;10550;2009;196.0;93.6;164.0;0.8;0.2;0.4;0.9
40;10;10550;2010;197.0;93.6;194.0;1.0;0.2;0.4;0.8
41;10;10550;2011;196.0;89.0;202.0;1.0;0.2;0.4;0.9
42;10;10550;2012;210.0;89.5;192.0;0.9;0.2;0.4;0.9
43;10;10550;2013;227.0;93.4;205.0;0.9;0.1;0.4;0.9
44;10;10550;2014;234.0;91.9;225.0;1.0;0.2;0.4;1.0
45;10;10600;2006;1172.0;87.0;1286.0;1.1;0.2;0.5;1.3
46;10;10600;2007;1195.0;87.8;1393.0;1.2;0.2;0.5;1.3
47;10;10600;2008;1189.0;86.3;1526.0;1.3;0.2;0.6;1.6
48;10;10600;2009;1201.0;86.0;1637.0;1.4;0.1;0.4;1.2
49;10;10600;2010;1219.0;87.1;1354.0;1.1;0.1;0.3;1.2
50;10;10600;2011;1186.0;83.2;1364.0;1.2;0.1;0.4;1.3
51;10;10600;2012;1218.0;84.7;1343.0;1.1;0.1;0.3;1.2
52;10;10600;2013;1242.0;86.7;1339.0;1.1;0.1;0.3;1.2
53;10;10600;2014;1262.0;86.3;1334.0;1.1;0.1;0.3;1.1
54;10;10650;2006;610.0;80.4;887.0;1.5;0.1;0.6;2.2
55;10;10650;2007;625.0;81.3;969.0;1.6;0.2;0.7;2.4
56;10;10650;2008;627.0;80.6;1047.0;1.7;0.2;0.8;2.5
57;10;10650;2009;628.0;79.9;1261.0;2.0;0.1;0.5;2.3
58;10;10650;2010;640.0;80.8;1001.0;1.6;0.1;0.4;2.3
59;10;10650;2011;620.0;77.4;965.0;1.6;0.1;0.4;2.5
60;10;10650;2012;641.0;80.2;930.0;1.5;0.0;0.3;2.3
61;10;10650;2013;636.0;80.0;892.0;1.4;0.0;0.3;2.2
62;10;10650;2014;651.0;80.1;912.0;1.4;0.0;0.3;2.3
63;10;10700;2006;563.0;95.5;399.0;0.7;0.2;0.5;0.8
64;10;10700;2007;571.0;96.0;425.0;0.7;0.2;0.5;0.9
65;10;10700;2008;561.0;93.6;479.0;0.9;0.3;0.6;1.0
66;10;10700;2009;573.0;94.0;377.0;0.7;0.2;0.3;0.7
67;10;10700;2010;579.0;95.3;353.0;0.6;0.2;0.3;0.7
68;10;10700;2011;567.0;90.8;399.0;0.7;0.2;0.4;0.7
69;10;10700;2012;577.0;90.3;413.0;0.7;0.2;0.3;0.8
70;10;10700;2013;606.0;95.2;447.0;0.7;0.1;0.4;0.8
71;10;10700;2014;612.0;94.0;422.0;0.7;0.1;0.3;0.8
72;10;10100;2006;4386.0;94.6;17256.0;3.9;1.0;2.7;5.0
73;10;10100;2007;4403.0;94.6;18905.0;4.3;1.1;2.9;5.3
74;10;10100;2008;4473.0;95.5;20381.0;4.6;1.2;3.1;5.7
75;10;10100;2009;4463.0;94.9;19879.0;4.5;0.8;2.8;5.4
76;10;10100;2010;4491.0;95.1;20252.0;4.5;0.8;2.8;5.5
77;10;10100;2011;4464.0;94.2;21438.0;4.8;0.8;3.0;5.7
78;10;10100;2012;4474.0;94.1;20542.0;4.6;0.8;2.9;5.5
79;10;10100;2013;4502.0;94.3;20701.0;4.6;0.8;2.9;5.4
80;10;10100;2014;4482.0;93.7;20416.0;4.6;0.9;2.9;5.6
81;10;10150;2006;3846.0;96.9;15823.0;4.1;1.2;2.8;5.1
82;10;10150;2007;3861.0;96.9;17333.0;4.5;1.3;3.0;5.4
83;10;10150;2008;3888.0;97.2;18553.0;4.8;1.4;3.3;5.9
84;10;10150;2009;3854.0;96.3;18114.0;4.7;1.0;3.1;5.7
85;10;10150;2010;3955.0;96.3;18684.0;4.7;1.0;3.0;5.7
86;10;10150;2011;3929.0;95.7;19871.0;5.1;1.0;3.2;5.9
87;10;10150;2012;3921.0;95.3;18982.0;4.8;1.0;3.1;5.7
88;10;10150;2013;3935.0;95.3;19123.0;4.9;1.1;3.1;5.7
89;10;10150;2014;3910.0;94.8;18599.0;4.8;1.1;3.2;5.8
90;10;10200;2006;1974.0;97.0;6309.0;3.2;0.8;1.9;4.0
91;10;10200;2007;1996.0;97.1;6847.0;3.4;0.9;2.0;4.2
92;10;10200;2008;2007.0;97.0;7381.0;3.7;1.0;2.3;4.6
93;10;10200;2009;1985.0;95.3;7040.0;3.5;0.7;1.8;4.3
94;10;10200;2010;2010.0;95.1;6679.0;3.3;0.6;1.8;4.3
95;10;10200;2011;2004.0;94.7;7313.0;3.6;0.6;1.9;4.4
96;10;10200;2012;2010.0;94.6;6978.0;3.5;0.6;1.8;4.2
97;10;10200;2013;2032.0;94.8;6678.0;3.3;0.6;1.8;4.1
98;10;10200;2014;2021.0;94.1;6812.0;3.4;0.7;1.8;4.1
99;10;10750;2006;1302.0;96.7;5055.0;3.9;1.2;2.9;4.9
100;10;10750;2007;1306.0;96.8;5593.0;4.3;1.3;3.0;5.2
101;10;10750;2008;1299.0;97.0;5845.0;4.5;1.4;3.3;5.7
102;10;10750;2009;1285.0;96.8;5812.0;4.5;1.0;3.0;5.4
103;10;10750;2010;1286.0;96.5;5432.0;4.2;1.0;2.9;5.4
104;10;10750;2011;1225.0;95.0;5799.0;4.7;1.0;3.1;5.6
105;10;10750;2012;1199.0;94.9;5214.0;4.3;1.0;3.0;5.3
106;10;10750;2013;1188.0;94.6;5081.0;4.3;1.0;3.0;5.3
107;10;10750;2014;1164.0;94.3;4980.0;4.3;1.0;3.0;5.3
108;10;10800;2006;672.0;97.7;1254.0;1.9;0.7;1.2;1.9
109;10;10800;2007;690.0;97.6;1254.0;1.8;0.7;1.3;2.0
110;10;10800;2008;708.0;96.9;1536.0;2.2;0.8;1.4;2.3
111;10;10800;2009;700.0;92.7;1227.0;1.8;0.4;1.0;1.8
112;10;10800;2010;724.0;92.7;1247.0;1.7;0.4;1.0;1.8
113;10;10800;2011;779.0;94.2;1514.0;1.9;0.5;1.0;2.0
114;10;10800;2012;811.0;94.2;1764.0;2.2;0.5;1.1;2.1
115;10;10800;2013;844.0;95.1;1597.0;1.9;0.5;1.1;2.1
116;10;10800;2014;857.0;93.9;1832.0;2.1;0.5;1.2;2.1
117;10;10250;2006;1282.0;96.2;6826.0;5.3;2.4;4.1;6.6
118;10;10250;2007;1282.0;96.2;7566.0;5.9;2.6;4.4;7.1
119;10;10250;2008;1289.0;97.2;8114.0;6.3;2.9;4.7;7.7
120;10;10250;2009;1281.0;97.0;8033.0;6.3;2.8;4.6;7.6
121;10;10250;2010;1308.0;97.2;8514.0;6.5;2.7;4.7;7.7
122;10;10250;2011;1290.0;96.2;8707.0;6.7;3.1;5.0;8.0
123;10;10250;2012;1267.0;95.1;8501.0;6.7;3.0;4.9;7.9
124;10;10250;2013;1256.0;95.0;8529.0;6.8;3.0;4.9;7.8
125;10;10250;2014;1236.0;94.6;8194.0;6.6;3.1;5.0;7.9
126;10;10300;2006;590.0;98.1;2689.0;4.6;1.6;3.1;5.3
127;10;10300;2007;583.0;98.2;2920.0;5.0;1.7;3.2;5.7
128;10;10300;2008;592.0;98.3;3058.0;5.2;1.8;3.5;6.5
129;10;10300;2009;588.0;98.3;3041.0;5.2;1.5;3.1;5.8
130;10;10300;2010;637.0;98.4;3490.0;5.5;1.4;3.1;5.9
131;10;10300;2011;635.0;97.8;3851.0;6.1;1.6;3.3;6.1
132;10;10300;2012;644.0;97.8;3503.0;5.4;1.5;3.1;6.0
133;10;10300;2013;647.0;97.7;3916.0;6.1;1.5;3.2;6.0
134;10;10300;2014;653.0;97.4;3593.0;5.5;1.5;3.3;6.1
135;10;10350;2006;334.0;75.2;650.0;1.9;0.2;0.9;2.8
136;10;10350;2007;337.0;75.0;722.0;2.1;0.2;1.0;3.0
137;10;10350;2008;378.0;81.8;868.0;2.3;0.2;1.0;3.2
138;10;10350;2009;397.0;83.6;885.0;2.2;0.1;0.8;3.1
139;10;10350;2010;407.0;85.7;872.0;2.1;0.1;0.7;3.1
140;10;10350;2011;412.0;83.4;917.0;2.2;0.1;0.8;3.3
141;10;10350;2012;429.0;85.4;947.0;2.2;0.0;0.7;3.1
142;10;10350;2013;449.0;87.2;965.0;2.1;0.0;0.6;3.1
143;10;10350;2014;450.0;85.5;1077.0;2.4;0.0;0.6;3.2
144;10;10850;2006;159.0;63.9;307.0;1.9;0.1;0.6;3.0
145;10;10850;2007;162.0;63.4;350.0;2.2;0.1;0.7;3.2
146;10;10850;2008;193.0;74.1;429.0;2.2;0.1;0.8;3.3
147;10;10850;2009;206.0;77.2;444.0;2.2;0.0;0.6;3.3
148;10;10850;2010;204.0;78.9;434.0;2.1;0.0;0.5;3.3
149;10;10850;2011;207.0;77.0;478.0;2.3;0.0;0.6;3.5
150;10;10850;2012;218.0;78.9;484.0;2.2;0.0;0.5;3.4
151;10;10850;2013;228.0;81.3;502.0;2.2;0.0;0.4;3.2
152;10;10850;2014;222.0;78.4;497.0;2.2;0.0;0.4;3.3
153;10;10900;2006;175.0;89.8;343.0;2.0;0.3;1.0;2.7
154;10;10900;2007;175.0;90.2;372.0;2.1;0.3;1.1;2.8
155;10;10900;2008;185.0;91.8;439.0;2.4;0.3;1.2;3.1
156;10;10900;2009;191.0;91.8;442.0;2.3;0.2;0.9;2.9
157;10;10900;2010;202.0;93.8;437.0;2.2;0.1;0.8;2.8
158;10;10900;2011;204.0;91.0;440.0;2.2;0.2;0.9;3.1
159;10;10900;2012;210.0;93.3;463.0;2.2;0.1;0.8;3.0
160;10;10900;2013;221.0;94.1;462.0;2.1;0.1;0.8;3.0
161;10;10900;2014;227.0;93.8;580.0;2.6;0.1;0.8;3.1
162;10;10400;2006;206.0;92.8;782.0;3.8;0.5;2.3;5.1
163;10;10400;2007;205.0;92.1;851.0;4.2;0.5;2.6;5.5
164;10;10400;2008;206.0;93.5;961.0;4.7;0.7;2.9;6.1
165;10;10400;2009;212.0;93.2;880.0;4.2;0.4;2.5;5.4
166;10;10400;2010;129.0;92.9;697.0;5.4;0.4;2.5;5.8
167;10;10400;2011;124.0;90.3;650.0;5.2;0.4;2.7;5.7
168;10;10400;2012;124.0;91.1;612.0;4.9;0.3;2.6;5.4
169;10;10400;2013;118.0;91.2;614.0;5.2;0.3;2.4;5.4
170;10;10400;2014;123.0;91.6;739.0;6.0;0.2;2.5;5.9
171;10;10950;2006;1597.0;96.4;2368.0;1.5;0.4;0.8;1.5
172;10;10950;2007;1633.0;96.7;2502.0;1.5;0.4;0.9;1.6
173;10;10950;2008;1646.0;95.3;2877.0;1.7;0.5;1.0;1.9
174;10;10950;2009;1661.0;93.6;2512.0;1.5;0.2;0.6;1.4
175;10;10950;2010;1700.0;94.0;2652.0;1.6;0.2;0.6;1.4
176;10;10950;2011;1751.0;92.6;3069.0;1.8;0.3;0.7;1.6
177;10;10950;2012;1816.0;92.5;3187.0;1.8;0.3;0.7;1.6
178;10;10950;2013;1898.0;95.0;3074.0;1.6;0.3;0.7;1.6
179;10;10950;2014;1928.0;93.9;3358.0;1.7;0.3;0.8;1.7
180;10;11000;2006;737.0;95.3;554.0;0.8;0.2;0.5;0.8
181;10;11000;2007;754.0;96.0;578.0;0.8;0.2;0.5;0.9
