ID;Geslacht;Herkomstgroepering;Onderwijssoort;Leeftijd;InkomstenUitEenBaan;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
0;Totaal mannen en vrouwen;0;0;0;Totaal wel en geen inkomsten;2004/'05;1300100.0;76150.0;1223960.0;5.9
1;Totaal mannen en vrouwen;0;0;0;Totaal wel en geen inkomsten;2005/'06;1399710.0;74510.0;1325190.0;5.3
2;Totaal mannen en vrouwen;0;0;0;Totaal wel en geen inkomsten;2006/'07;1419500.0;72610.0;1346900.0;5.1
3;Totaal mannen en vrouwen;0;0;0;Totaal wel en geen inkomsten;2007/'08;1434710.0;71480.0;1363230.0;5.0
4;Totaal mannen en vrouwen;0;0;0;Totaal wel en geen inkomsten;2008/'09;1435120.0;64270.0;1370860.0;4.5
5;Totaal mannen en vrouwen;0;0;0;Geen inkomsten uit een baan;2004/'05;881840.0;34670.0;847170.0;3.9
6;Totaal mannen en vrouwen;0;0;0;Geen inkomsten uit een baan;2005/'06;950750.0;36320.0;914430.0;3.8
7;Totaal mannen en vrouwen;0;0;0;Geen inkomsten uit een baan;2006/'07;946610.0;34420.0;912190.0;3.6
8;Totaal mannen en vrouwen;0;0;0;Geen inkomsten uit een baan;2007/'08;905840.0;29850.0;875980.0;3.3
9;Totaal mannen en vrouwen;0;0;0;Geen inkomsten uit een baan;2008/'09;892750.0;26830.0;865920.0;3.0
10;Totaal mannen en vrouwen;0;0;0;Wel inkomsten uit een baan;2004/'05;418260.0;41480.0;376780.0;9.9
11;Totaal mannen en vrouwen;0;0;0;Wel inkomsten uit een baan;2005/'06;448950.0;38190.0;410760.0;8.5
12;Totaal mannen en vrouwen;0;0;0;Wel inkomsten uit een baan;2006/'07;472900.0;38190.0;434710.0;8.1
13;Totaal mannen en vrouwen;0;0;0;Wel inkomsten uit een baan;2007/'08;528870.0;41630.0;487240.0;7.9
14;Totaal mannen en vrouwen;0;0;0;Wel inkomsten uit een baan;2008/'09;542370.0;37430.0;504940.0;6.9
15;Totaal mannen en vrouwen;0;0;0;< 0,5 keer minimum(jeugd)loon;2004/'05;218620.0;11710.0;206910.0;5.4
16;Totaal mannen en vrouwen;0;0;0;< 0,5 keer minimum(jeugd)loon;2005/'06;238500.0;11580.0;226920.0;4.9
17;Totaal mannen en vrouwen;0;0;0;< 0,5 keer minimum(jeugd)loon;2006/'07;231100.0;10840.0;220260.0;4.7
18;Totaal mannen en vrouwen;0;0;0;< 0,5 keer minimum(jeugd)loon;2007/'08;256110.0;10560.0;245550.0;4.1
19;Totaal mannen en vrouwen;0;0;0;< 0,5 keer minimum(jeugd)loon;2008/'09;266460.0;8810.0;257640.0;3.3
20;Totaal mannen en vrouwen;0;0;0;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;70450.0;7060.0;63390.0;10.0
21;Totaal mannen en vrouwen;0;0;0;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;75750.0;6710.0;69040.0;8.9
22;Totaal mannen en vrouwen;0;0;0;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;93520.0;7500.0;86020.0;8.0
23;Totaal mannen en vrouwen;0;0;0;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;104840.0;7980.0;96860.0;7.6
24;Totaal mannen en vrouwen;0;0;0;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;110770.0;7770.0;102990.0;7.0
25;Totaal mannen en vrouwen;0;0;0;>= 0,9 keer minimum(jeugd)loon;2004/'05;129190.0;22710.0;106490.0;17.6
26;Totaal mannen en vrouwen;0;0;0;>= 0,9 keer minimum(jeugd)loon;2005/'06;134710.0;19900.0;114810.0;14.8
27;Totaal mannen en vrouwen;0;0;0;>= 0,9 keer minimum(jeugd)loon;2006/'07;148280.0;19850.0;128430.0;13.4
28;Totaal mannen en vrouwen;0;0;0;>= 0,9 keer minimum(jeugd)loon;2007/'08;167920.0;23090.0;144830.0;13.7
29;Totaal mannen en vrouwen;0;0;0;>= 0,9 keer minimum(jeugd)loon;2008/'09;165150.0;20850.0;144310.0;12.6
30;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Totaal wel en geen inkomsten;2004/'05;509360.0;3610.0;505750.0;0.7
31;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Totaal wel en geen inkomsten;2005/'06;528530.0;3720.0;524810.0;0.7
32;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Totaal wel en geen inkomsten;2006/'07;523210.0;3420.0;519790.0;0.7
33;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Totaal wel en geen inkomsten;2007/'08;517090.0;3250.0;513850.0;0.6
34;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Totaal wel en geen inkomsten;2008/'09;512900.0;2830.0;510070.0;0.6
35;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Geen inkomsten uit een baan;2004/'05;492940.0;3520.0;489420.0;0.7
36;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Geen inkomsten uit een baan;2005/'06;514190.0;3660.0;510530.0;0.7
37;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Geen inkomsten uit een baan;2006/'07;513460.0;3390.0;510070.0;0.7
38;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Geen inkomsten uit een baan;2007/'08;505270.0;3200.0;502080.0;0.6
39;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Geen inkomsten uit een baan;2008/'09;500740.0;2790.0;497950.0;0.6
40;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Wel inkomsten uit een baan;2004/'05;16420.0;90.0;16320.0;0.6
41;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Wel inkomsten uit een baan;2005/'06;14330.0;60.0;14280.0;0.4
42;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Wel inkomsten uit een baan;2006/'07;9750.0;30.0;9710.0;0.3
43;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Wel inkomsten uit een baan;2007/'08;11820.0;50.0;11770.0;0.4
44;Totaal mannen en vrouwen;0;0;15 jaar of jonger;Wel inkomsten uit een baan;2008/'09;12160.0;50.0;12110.0;0.4
45;Totaal mannen en vrouwen;0;0;15 jaar of jonger;< 0,5 keer minimum(jeugd)loon;2004/'05;15620.0;90.0;15540.0;0.6
46;Totaal mannen en vrouwen;0;0;15 jaar of jonger;< 0,5 keer minimum(jeugd)loon;2005/'06;13740.0;50.0;13690.0;0.4
47;Totaal mannen en vrouwen;0;0;15 jaar of jonger;< 0,5 keer minimum(jeugd)loon;2006/'07;8630.0;30.0;8610.0;0.3
48;Totaal mannen en vrouwen;0;0;15 jaar of jonger;< 0,5 keer minimum(jeugd)loon;2007/'08;10570.0;40.0;10520.0;0.4
49;Totaal mannen en vrouwen;0;0;15 jaar of jonger;< 0,5 keer minimum(jeugd)loon;2008/'09;11350.0;40.0;11310.0;0.4
50;Totaal mannen en vrouwen;0;0;15 jaar of jonger;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;630.0;;630.0;
51;Totaal mannen en vrouwen;0;0;15 jaar of jonger;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;490.0;;490.0;
52;Totaal mannen en vrouwen;0;0;15 jaar of jonger;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;810.0;;800.0;
53;Totaal mannen en vrouwen;0;0;15 jaar of jonger;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;970.0;;960.0;
54;Totaal mannen en vrouwen;0;0;15 jaar of jonger;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;670.0;;660.0;
55;Totaal mannen en vrouwen;0;0;15 jaar of jonger;>= 0,9 keer minimum(jeugd)loon;2004/'05;160.0;;160.0;
56;Totaal mannen en vrouwen;0;0;15 jaar of jonger;>= 0,9 keer minimum(jeugd)loon;2005/'06;100.0;0.0;100.0;0.0
57;Totaal mannen en vrouwen;0;0;15 jaar of jonger;>= 0,9 keer minimum(jeugd)loon;2006/'07;300.0;;300.0;
58;Totaal mannen en vrouwen;0;0;15 jaar of jonger;>= 0,9 keer minimum(jeugd)loon;2007/'08;290.0;;290.0;
59;Totaal mannen en vrouwen;0;0;15 jaar of jonger;>= 0,9 keer minimum(jeugd)loon;2008/'09;140.0;;140.0;
60;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Totaal wel en geen inkomsten;2004/'05;343060.0;15880.0;327180.0;4.6
61;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Totaal wel en geen inkomsten;2005/'06;367130.0;15060.0;352070.0;4.1
62;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Totaal wel en geen inkomsten;2006/'07;376380.0;13730.0;362650.0;3.6
63;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Totaal wel en geen inkomsten;2007/'08;375520.0;10060.0;365460.0;2.7
64;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Totaal wel en geen inkomsten;2008/'09;370220.0;8180.0;362040.0;2.2
65;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Geen inkomsten uit een baan;2004/'05;240080.0;11020.0;229060.0;4.6
66;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Geen inkomsten uit een baan;2005/'06;262020.0;10800.0;251220.0;4.1
67;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Geen inkomsten uit een baan;2006/'07;262210.0;9730.0;252480.0;3.7
68;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Geen inkomsten uit een baan;2007/'08;242530.0;6860.0;235660.0;2.8
69;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Geen inkomsten uit een baan;2008/'09;231430.0;5500.0;225930.0;2.4
70;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Wel inkomsten uit een baan;2004/'05;102970.0;4860.0;98110.0;4.7
71;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Wel inkomsten uit een baan;2005/'06;105110.0;4260.0;100850.0;4.1
72;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Wel inkomsten uit een baan;2006/'07;114170.0;3990.0;110170.0;3.5
73;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Wel inkomsten uit een baan;2007/'08;132990.0;3200.0;129790.0;2.4
74;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;Wel inkomsten uit een baan;2008/'09;138790.0;2680.0;136110.0;1.9
75;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;< 0,5 keer minimum(jeugd)loon;2004/'05;83570.0;3260.0;80310.0;3.9
76;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;< 0,5 keer minimum(jeugd)loon;2005/'06;86580.0;2890.0;83690.0;3.3
77;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;< 0,5 keer minimum(jeugd)loon;2006/'07;87890.0;2530.0;85350.0;2.9
78;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;< 0,5 keer minimum(jeugd)loon;2007/'08;102670.0;2000.0;100680.0;1.9
79;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;< 0,5 keer minimum(jeugd)loon;2008/'09;112770.0;1790.0;110970.0;1.6
80;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;13560.0;1000.0;12560.0;7.4
81;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;13120.0;830.0;12280.0;6.4
82;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;18480.0;900.0;17580.0;4.9
83;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;21450.0;730.0;20720.0;3.4
84;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;19820.0;590.0;19230.0;3.0
85;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;>= 0,9 keer minimum(jeugd)loon;2004/'05;5840.0;600.0;5240.0;10.3
86;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;>= 0,9 keer minimum(jeugd)loon;2005/'06;5420.0;540.0;4880.0;9.9
87;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;>= 0,9 keer minimum(jeugd)loon;2006/'07;7800.0;560.0;7250.0;7.2
88;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;>= 0,9 keer minimum(jeugd)loon;2007/'08;8870.0;470.0;8390.0;5.3
89;Totaal mannen en vrouwen;0;0;16 tot 18 jaar;>= 0,9 keer minimum(jeugd)loon;2008/'09;6210.0;300.0;5900.0;4.9
90;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal wel en geen inkomsten;2004/'05;852410.0;19490.0;832920.0;2.3
91;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal wel en geen inkomsten;2005/'06;895660.0;18780.0;876880.0;2.1
92;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal wel en geen inkomsten;2006/'07;899580.0;17150.0;882430.0;1.9
93;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal wel en geen inkomsten;2007/'08;892610.0;13310.0;879300.0;1.5
94;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Totaal wel en geen inkomsten;2008/'09;883120.0;11010.0;872110.0;1.2
95;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Geen inkomsten uit een baan;2004/'05;733020.0;14540.0;718490.0;2.0
96;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Geen inkomsten uit een baan;2005/'06;776210.0;14460.0;761750.0;1.9
97;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Geen inkomsten uit een baan;2006/'07;775670.0;13120.0;762550.0;1.7
98;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Geen inkomsten uit een baan;2007/'08;747800.0;10060.0;737740.0;1.3
99;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Geen inkomsten uit een baan;2008/'09;732170.0;8280.0;723880.0;1.1
100;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Wel inkomsten uit een baan;2004/'05;119390.0;4960.0;114440.0;4.2
101;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Wel inkomsten uit een baan;2005/'06;119450.0;4320.0;115130.0;3.6
102;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Wel inkomsten uit een baan;2006/'07;123910.0;4030.0;119880.0;3.3
103;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Wel inkomsten uit een baan;2007/'08;144810.0;3250.0;141570.0;2.2
104;Totaal mannen en vrouwen;0;0;17 jaar of jonger;Wel inkomsten uit een baan;2008/'09;150950.0;2730.0;148220.0;1.8
105;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 0,5 keer minimum(jeugd)loon;2004/'05;99200.0;3350.0;95850.0;3.4
106;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 0,5 keer minimum(jeugd)loon;2005/'06;100320.0;2950.0;97380.0;2.9
107;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 0,5 keer minimum(jeugd)loon;2006/'07;96520.0;2560.0;93960.0;2.7
108;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 0,5 keer minimum(jeugd)loon;2007/'08;113240.0;2040.0;111200.0;1.8
109;Totaal mannen en vrouwen;0;0;17 jaar of jonger;< 0,5 keer minimum(jeugd)loon;2008/'09;124120.0;1830.0;122290.0;1.5
110;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;14190.0;1000.0;13190.0;7.1
111;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;13610.0;840.0;12770.0;6.2
112;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;19290.0;910.0;18380.0;4.7
113;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0,5 tot 0,9 keer minimum(jeugd)loon;2007/'08;22420.0;740.0;21680.0;3.3
114;Totaal mannen en vrouwen;0;0;17 jaar of jonger;0,5 tot 0,9 keer minimum(jeugd)loon;2008/'09;20480.0;590.0;19890.0;2.9
115;Totaal mannen en vrouwen;0;0;17 jaar of jonger;>= 0,9 keer minimum(jeugd)loon;2004/'05;6000.0;600.0;5400.0;10.1
116;Totaal mannen en vrouwen;0;0;17 jaar of jonger;>= 0,9 keer minimum(jeugd)loon;2005/'06;5520.0;540.0;4980.0;9.7
117;Totaal mannen en vrouwen;0;0;17 jaar of jonger;>= 0,9 keer minimum(jeugd)loon;2006/'07;8110.0;560.0;7550.0;6.9
118;Totaal mannen en vrouwen;0;0;17 jaar of jonger;>= 0,9 keer minimum(jeugd)loon;2007/'08;9160.0;480.0;8680.0;5.2
119;Totaal mannen en vrouwen;0;0;17 jaar of jonger;>= 0,9 keer minimum(jeugd)loon;2008/'09;6350.0;310.0;6040.0;4.8
120;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Totaal wel en geen inkomsten;2004/'05;234710.0;20350.0;214360.0;8.7
121;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Totaal wel en geen inkomsten;2005/'06;254030.0;20210.0;233810.0;8.0
122;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Totaal wel en geen inkomsten;2006/'07;256390.0;21010.0;235390.0;8.2
123;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Totaal wel en geen inkomsten;2007/'08;263530.0;21670.0;241860.0;8.2
124;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Totaal wel en geen inkomsten;2008/'09;270950.0;20650.0;250300.0;7.6
125;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Geen inkomsten uit een baan;2004/'05;97680.0;9890.0;87800.0;10.1
126;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Geen inkomsten uit een baan;2005/'06;109040.0;10480.0;98560.0;9.6
127;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Geen inkomsten uit een baan;2006/'07;104410.0;10550.0;93860.0;10.1
128;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Geen inkomsten uit een baan;2007/'08;96190.0;10060.0;86130.0;10.5
129;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Geen inkomsten uit een baan;2008/'09;98090.0;9660.0;88430.0;9.8
130;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Wel inkomsten uit een baan;2004/'05;137030.0;10470.0;126570.0;7.6
131;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Wel inkomsten uit een baan;2005/'06;144990.0;9740.0;135260.0;6.7
132;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Wel inkomsten uit een baan;2006/'07;151980.0;10450.0;141530.0;6.9
133;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Wel inkomsten uit een baan;2007/'08;167340.0;11610.0;155730.0;6.9
134;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;Wel inkomsten uit een baan;2008/'09;172860.0;10990.0;161870.0;6.4
135;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;< 0,5 keer minimum(jeugd)loon;2004/'05;79720.0;4530.0;75180.0;5.7
136;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;< 0,5 keer minimum(jeugd)loon;2005/'06;87510.0;4540.0;82970.0;5.2
137;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;< 0,5 keer minimum(jeugd)loon;2006/'07;84570.0;4410.0;80160.0;5.2
138;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;< 0,5 keer minimum(jeugd)loon;2007/'08;91580.0;4880.0;86700.0;5.3
139;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;< 0,5 keer minimum(jeugd)loon;2008/'09;94850.0;4300.0;90540.0;4.5
140;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2004/'05;29090.0;2390.0;26700.0;8.2
141;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2005/'06;30470.0;2230.0;28250.0;7.3
142;Totaal mannen en vrouwen;0;0;18 tot 20 jaar;0,5 tot 0,9 keer minimum(jeugd)loon;2006/'07;36860.0;2700.0;34170.0;7.3
