ID;Beroepen;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;TotaalWerknemers_2;WerknemersVasteArbeidsrelatie_3;WerknemersFlexibeleArbeidsrelatie_4;Zelfstandigen_5;PositieInDeWerkkringOnbekend_6;Arbeidsduur12Tot20UurPerWeek_7;Arbeidsduur20Tot35UurPerWeek_8;Arbeidsduur35UurOfMeerPerWeek_9;ArbeidsduurOnbekend_10;GemiddeldeArbeidsduur_11
0;100;52050;1996;6185.0;5456.0;4648.0;808.0;728.0;;418.0;1323.0;4443.0;;36.7
1;100;52050;1997;6384.0;5628.0;4767.0;862.0;755.0;;450.0;1393.0;4540.0;;36.4
2;100;52050;1998;6587.0;5850.0;4935.0;915.0;737.0;;525.0;1463.0;4599.0;;36.1
3;100;52050;1999;6768.0;6042.0;5150.0;891.0;726.0;;545.0;1528.0;4695.0;;36.0
4;100;52050;2000;6917.0;6116.0;5290.0;826.0;801.0;;578.0;1645.0;4694.0;;35.8
5;100;52050;2001 voor revisie;7021.0;6256.0;5452.0;804.0;765.0;;603.0;1691.0;4727.0;;35.5
6;100;52050;2001 na revisie;6935.0;6070.0;5251.0;819.0;865.0;;646.0;1668.0;4622.0;;35.5
7;100;52050;2002;7010.0;6142.0;5323.0;819.0;867.0;;673.0;1791.0;4546.0;;35.0
8;100;52050;2003;6968.0;6088.0;5277.0;811.0;880.0;;677.0;1859.0;4431.0;;34.8
9;100;52050;2004;6941.0;6031.0;5213.0;818.0;910.0;;688.0;1879.0;4374.0;;34.8
10;100;52050;2005;6973.0;6040.0;5184.0;855.0;933.0;;702.0;1908.0;4363.0;;34.8
11;100;52050;2006;7097.0;6135.0;5192.0;943.0;962.0;;712.0;1964.0;4422.0;;34.8
12;100;52050;2007;7309.0;6304.0;5220.0;1084.0;1005.0;;738.0;2054.0;4517.0;;34.8
13;100;52050;2008;7501.0;6462.0;5330.0;1132.0;1038.0;;736.0;2174.0;4591.0;;34.7
14;100;52050;2009;7469.0;6430.0;5325.0;1105.0;1039.0;;721.0;2244.0;4504.0;;34.5
15;100;52050;2010;7391.0;6341.0;5237.0;1104.0;1049.0;;713.0;2281.0;4397.0;;34.4
16;100;52050;2011;7392.0;6315.0;5195.0;1120.0;1077.0;;710.0;2313.0;4369.0;;34.3
17;100;3000;1996;3870.0;3364.0;2964.0;400.0;507.0;;71.0;330.0;3469.0;;40.6
18;100;3000;1997;3940.0;3417.0;2996.0;421.0;522.0;;70.0;348.0;3521.0;;40.3
19;100;3000;1998;4036.0;3525.0;3087.0;439.0;511.0;;93.0;364.0;3580.0;;40.1
20;100;3000;1999;4105.0;3612.0;3180.0;432.0;493.0;;97.0;374.0;3634.0;;40.0
21;100;3000;2000;4162.0;3618.0;3202.0;416.0;544.0;;101.0;405.0;3655.0;;40.0
22;100;3000;2001 voor revisie;4185.0;3663.0;3267.0;395.0;522.0;;98.0;410.0;3677.0;;39.7
23;100;3000;2001 na revisie;4176.0;3590.0;3195.0;394.0;587.0;;109.0;417.0;3651.0;;39.9
24;100;3000;2002;4176.0;3579.0;3177.0;401.0;597.0;;116.0;448.0;3612.0;;39.5
25;100;3000;2003;4111.0;3497.0;3080.0;417.0;614.0;;111.0;476.0;3524.0;;39.4
26;100;3000;2004;4068.0;3447.0;3020.0;427.0;621.0;;118.0;472.0;3477.0;;39.4
27;100;3000;2005;4069.0;3425.0;2976.0;450.0;644.0;;121.0;475.0;3474.0;;39.5
28;100;3000;2006;4100.0;3438.0;2948.0;490.0;662.0;;121.0;487.0;3492.0;;39.6
29;100;3000;2007;4185.0;3492.0;2939.0;553.0;694.0;;135.0;497.0;3554.0;;39.5
30;100;3000;2008;4266.0;3558.0;3001.0;557.0;708.0;;143.0;517.0;3606.0;;39.4
31;100;3000;2009;4200.0;3499.0;2968.0;531.0;702.0;;137.0;536.0;3527.0;;39.3
32;100;3000;2010;4119.0;3409.0;2870.0;539.0;709.0;;138.0;553.0;3429.0;;39.2
33;100;3000;2011;4095.0;3375.0;2819.0;556.0;719.0;;142.0;554.0;3399.0;;39.0
34;100;4000;1996;2315.0;2093.0;1684.0;408.0;222.0;;347.0;993.0;974.0;;30.3
35;100;4000;1997;2444.0;2211.0;1771.0;440.0;233.0;;380.0;1046.0;1019.0;;30.1
36;100;4000;1998;2551.0;2324.0;1848.0;476.0;226.0;;432.0;1099.0;1019.0;;29.8
37;100;4000;1999;2663.0;2429.0;1970.0;460.0;234.0;;448.0;1154.0;1061.0;;29.7
38;100;4000;2000;2755.0;2499.0;2089.0;410.0;257.0;;478.0;1239.0;1039.0;;29.4
39;100;4000;2001 voor revisie;2836.0;2594.0;2185.0;408.0;243.0;;505.0;1281.0;1051.0;;29.2
40;100;4000;2001 na revisie;2759.0;2481.0;2055.0;425.0;278.0;;537.0;1251.0;971.0;;28.8
41;100;4000;2002;2834.0;2563.0;2145.0;418.0;270.0;;557.0;1343.0;934.0;;28.4
42;100;4000;2003;2857.0;2591.0;2197.0;393.0;266.0;;566.0;1383.0;907.0;;28.3
43;100;4000;2004;2873.0;2584.0;2192.0;392.0;289.0;;570.0;1406.0;897.0;;28.2
44;100;4000;2005;2904.0;2614.0;2209.0;406.0;289.0;;581.0;1433.0;890.0;;28.1
45;100;4000;2006;2997.0;2697.0;2245.0;453.0;300.0;;590.0;1477.0;930.0;;28.3
46;100;4000;2007;3124.0;2812.0;2281.0;531.0;311.0;;604.0;1557.0;963.0;;28.3
47;100;4000;2008;3235.0;2904.0;2329.0;575.0;330.0;;593.0;1657.0;985.0;;28.4
48;100;4000;2009;3269.0;2931.0;2357.0;574.0;337.0;;584.0;1708.0;977.0;;28.5
49;100;4000;2010;3272.0;2932.0;2366.0;566.0;340.0;;575.0;1729.0;968.0;;28.4
50;100;4000;2011;3297.0;2940.0;2376.0;564.0;357.0;;568.0;1759.0;970.0;;28.4
51;100;53050;1996;770.0;744.0;455.0;289.0;26.0;;75.0;183.0;512.0;;34.8
52;100;53050;1997;797.0;772.0;448.0;324.0;25.0;;82.0;190.0;525.0;;34.5
53;100;53050;1998;772.0;754.0;432.0;322.0;18.0;;110.0;187.0;474.0;;33.3
54;100;53050;1999;824.0;807.0;497.0;310.0;17.0;;120.0;186.0;518.0;;33.4
55;100;53050;2000;825.0;806.0;526.0;280.0;19.0;;117.0;186.0;522.0;;33.5
56;100;53050;2001 voor revisie;852.0;830.0;550.0;280.0;22.0;;124.0;205.0;524.0;;33.1
57;100;53050;2001 na revisie;851.0;823.0;531.0;292.0;28.0;;137.0;206.0;508.0;;32.7
58;100;53050;2002;845.0;823.0;537.0;287.0;21.0;;139.0;218.0;488.0;;32.4
59;100;53050;2003;809.0;789.0;507.0;282.0;20.0;;134.0;224.0;451.0;;32.1
60;100;53050;2004;764.0;741.0;454.0;287.0;23.0;;131.0;210.0;422.0;;32.0
61;100;53050;2005;747.0;723.0;422.0;301.0;24.0;;133.0;211.0;403.0;;31.7
62;100;53050;2006;762.0;734.0;405.0;329.0;27.0;;146.0;208.0;408.0;;31.6
63;100;53050;2007;804.0;772.0;406.0;366.0;32.0;;168.0;218.0;418.0;;31.1
64;100;53050;2008;832.0;799.0;425.0;374.0;33.0;;175.0;245.0;412.0;;30.8
65;100;53050;2009;802.0;769.0;402.0;367.0;33.0;;173.0;252.0;378.0;;30.4
66;100;53050;2010;756.0;723.0;356.0;368.0;33.0;;171.0;246.0;339.0;;30.0
67;100;53050;2011;764.0;731.0;353.0;378.0;33.0;;178.0;253.0;332.0;;29.7
68;100;53500;1996;1965.0;1806.0;1522.0;284.0;159.0;;99.0;382.0;1484.0;;37.1
69;100;53500;1997;1991.0;1834.0;1544.0;291.0;157.0;;95.0;390.0;1506.0;;36.9
70;100;53500;1998;2042.0;1891.0;1579.0;312.0;151.0;;114.0;407.0;1521.0;;36.7
71;100;53500;1999;2029.0;1879.0;1591.0;287.0;150.0;;117.0;396.0;1516.0;;36.6
72;100;53500;2000;2000.0;1843.0;1589.0;253.0;157.0;;119.0;419.0;1462.0;;36.5
73;100;53500;2001 voor revisie;1946.0;1799.0;1563.0;235.0;147.0;;113.0;405.0;1429.0;;36.4
74;100;53500;2001 na revisie;1948.0;1779.0;1526.0;254.0;168.0;;132.0;415.0;1401.0;;36.3
75;100;53500;2002;1885.0;1708.0;1455.0;253.0;177.0;;131.0;429.0;1324.0;;35.9
76;100;53500;2003;1821.0;1647.0;1402.0;245.0;174.0;;123.0;437.0;1261.0;;35.7
77;100;53500;2004;1766.0;1599.0;1348.0;251.0;167.0;;123.0;439.0;1204.0;;35.7
78;100;53500;2005;1721.0;1573.0;1303.0;270.0;148.0;;127.0;423.0;1171.0;;35.6
79;100;53500;2006;1708.0;1556.0;1263.0;292.0;152.0;;114.0;431.0;1163.0;;35.6
80;100;53500;2007;1700.0;1551.0;1228.0;323.0;149.0;;106.0;433.0;1162.0;;35.7
81;100;53500;2008;1704.0;1550.0;1219.0;331.0;154.0;;102.0;441.0;1161.0;;35.7
82;100;53500;2009;1670.0;1523.0;1204.0;318.0;148.0;;96.0;456.0;1119.0;;35.6
83;100;53500;2010;1650.0;1498.0;1169.0;329.0;153.0;;97.0;461.0;1093.0;;35.4
84;100;53500;2011;1631.0;1470.0;1138.0;332.0;161.0;;97.0;464.0;1069.0;;35.4
85;100;53700;1996;1704.0;1487.0;1347.0;141.0;217.0;;123.0;383.0;1198.0;;36.5
86;100;53700;1997;1751.0;1531.0;1391.0;140.0;221.0;;135.0;403.0;1213.0;;36.1
87;100;53700;1998;1827.0;1596.0;1429.0;168.0;230.0;;146.0;439.0;1242.0;;35.9
88;100;53700;1999;1880.0;1648.0;1477.0;171.0;232.0;;152.0;470.0;1258.0;;35.9
