ID;BedrijfstakkenBranchesSBI93;Perioden;OndernemingenMetEPOPatentaanvragen_1;PatentaanvragenBijHetEPO_2;OndernemingenMetNLOCPatentaanvragen_3;PatentaanvragenBijHetNLOC_4
98;15 VV voedingsmiddelen en dranken;2008;10.0;272.0;7.0;24.0
99;16 Verwerking van tabak;2000;1.0;1.0;;
100;16 Verwerking van tabak;2001;;;;
101;16 Verwerking van tabak;2002;;;1.0;1.0
102;16 Verwerking van tabak;2003;1.0;1.0;1.0;2.0
103;16 Verwerking van tabak;2004;;;;
104;16 Verwerking van tabak;2005;;;;
105;16 Verwerking van tabak;2006;;;;
106;16 Verwerking van tabak;2007;;;;
107;16 Verwerking van tabak;2008;;;;
108;17 Vervaardiging van textiel;2000;3.0;7.0;6.0;10.0
109;17 Vervaardiging van textiel;2001;5.0;5.0;3.0;6.0
110;17 Vervaardiging van textiel;2002;4.0;8.0;8.0;13.0
111;17 Vervaardiging van textiel;2003;6.0;8.0;6.0;7.0
112;17 Vervaardiging van textiel;2004;4.0;10.0;9.0;12.0
113;17 Vervaardiging van textiel;2005;5.0;11.0;9.0;12.0
114;17 Vervaardiging van textiel;2006;7.0;17.0;9.0;13.0
115;17 Vervaardiging van textiel;2007;4.0;10.0;10.0;15.0
116;17 Vervaardiging van textiel;2008;5.0;8.0;4.0;8.0
117;"18 VV kleding; bereiden en verven van ..";2000;1.0;1.0;1.0;1.0
118;"18 VV kleding; bereiden en verven van ..";2001;2.0;2.0;1.0;1.0
119;"18 VV kleding; bereiden en verven van ..";2002;;;;
120;"18 VV kleding; bereiden en verven van ..";2003;;;;
121;"18 VV kleding; bereiden en verven van ..";2004;;;;
122;"18 VV kleding; bereiden en verven van ..";2005;1.0;1.0;1.0;1.0
123;"18 VV kleding; bereiden en verven van ..";2006;;;1.0;1.0
124;"18 VV kleding; bereiden en verven van ..";2007;;;;
125;"18 VV kleding; bereiden en verven van ..";2008;;;;
126;19 VV leer en lederwaren (geen kleding);2000;;;;
127;19 VV leer en lederwaren (geen kleding);2001;;;2.0;2.0
128;19 VV leer en lederwaren (geen kleding);2002;1.0;1.0;1.0;1.0
129;19 VV leer en lederwaren (geen kleding);2003;1.0;1.0;;
130;19 VV leer en lederwaren (geen kleding);2004;;;;
131;19 VV leer en lederwaren (geen kleding);2005;;;;
132;19 VV leer en lederwaren (geen kleding);2006;2.0;2.0;;
133;19 VV leer en lederwaren (geen kleding);2007;1.0;1.0;1.0;1.0
134;19 VV leer en lederwaren (geen kleding);2008;;;1.0;1.0
135;20 Houtindustrie en vervaardiging van ..;2000;2.0;3.0;11.0;13.0
136;20 Houtindustrie en vervaardiging van ..;2001;2.0;2.0;9.0;10.0
137;20 Houtindustrie en vervaardiging van ..;2002;3.0;4.0;5.0;8.0
138;20 Houtindustrie en vervaardiging van ..;2003;2.0;2.0;8.0;8.0
139;20 Houtindustrie en vervaardiging van ..;2004;4.0;5.0;5.0;10.0
140;20 Houtindustrie en vervaardiging van ..;2005;1.0;1.0;3.0;4.0
141;20 Houtindustrie en vervaardiging van ..;2006;;;8.0;12.0
142;20 Houtindustrie en vervaardiging van ..;2007;2.0;2.0;4.0;5.0
143;20 Houtindustrie en vervaardiging van ..;2008;;;3.0;4.0
144;21 VV papier, karton en papier- en ..;2000;7.0;21.0;10.0;15.0
145;21 VV papier, karton en papier- en ..;2001;7.0;15.0;9.0;14.0
146;21 VV papier, karton en papier- en ..;2002;6.0;10.0;7.0;10.0
147;21 VV papier, karton en papier- en ..;2003;3.0;3.0;6.0;7.0
148;21 VV papier, karton en papier- en ..;2004;3.0;3.0;10.0;13.0
149;21 VV papier, karton en papier- en ..;2005;10.0;13.0;7.0;11.0
150;21 VV papier, karton en papier- en ..;2006;5.0;8.0;7.0;12.0
151;21 VV papier, karton en papier- en ..;2007;4.0;7.0;3.0;5.0
152;21 VV papier, karton en papier- en ..;2008;6.0;10.0;4.0;14.0
153;22 Uitgeverijen, drukkerijen en repro;2000;7.0;7.0;13.0;15.0
154;22 Uitgeverijen, drukkerijen en repro;2001;3.0;3.0;7.0;10.0
155;22 Uitgeverijen, drukkerijen en repro;2002;3.0;3.0;8.0;9.0
156;22 Uitgeverijen, drukkerijen en repro;2003;5.0;4.0;9.0;11.0
157;22 Uitgeverijen, drukkerijen en repro;2004;3.0;2.0;10.0;15.0
158;22 Uitgeverijen, drukkerijen en repro;2005;3.0;4.0;8.0;12.0
159;22 Uitgeverijen, drukkerijen en repro;2006;2.0;5.0;8.0;11.0
160;22 Uitgeverijen, drukkerijen en repro;2007;4.0;7.0;6.0;7.0
161;22 Uitgeverijen, drukkerijen en repro;2008;2.0;2.0;2.0;3.0
162;23 Aardolie- en steenkoolverwerkende ..;2000;2.0;112.0;;
163;23 Aardolie- en steenkoolverwerkende ..;2001;2.0;159.0;;
164;23 Aardolie- en steenkoolverwerkende ..;2002;2.0;153.0;;
165;23 Aardolie- en steenkoolverwerkende ..;2003;2.0;148.0;3.0;37.0
166;23 Aardolie- en steenkoolverwerkende ..;2004;2.0;215.0;;
167;23 Aardolie- en steenkoolverwerkende ..;2005;2.0;144.0;1.0;14.0
168;23 Aardolie- en steenkoolverwerkende ..;2006;;;;
169;23 Aardolie- en steenkoolverwerkende ..;2007;;;;
170;23 Aardolie- en steenkoolverwerkende ..;2008;2.0;2.0;;
171;24 Vervaardiging van chemische producten;2000;35.0;304.0;15.0;77.0
172;24 Vervaardiging van chemische producten;2001;37.0;302.0;13.0;38.0
173;24 Vervaardiging van chemische producten;2002;39.0;259.0;11.0;40.0
174;24 Vervaardiging van chemische producten;2003;35.0;297.0;12.0;20.0
175;24 Vervaardiging van chemische producten;2004;33.0;493.0;9.0;18.0
176;24 Vervaardiging van chemische producten;2005;33.0;500.0;11.0;13.0
177;24 Vervaardiging van chemische producten;2006;29.0;565.0;14.0;16.0
178;24 Vervaardiging van chemische producten;2007;38.0;830.0;11.0;16.0
179;24 Vervaardiging van chemische producten;2008;32.0;697.0;10.0;11.0
180;25 VV producten van rubber en kunststof;2000;21.0;31.0;31.0;45.0
181;25 VV producten van rubber en kunststof;2001;20.0;30.0;25.0;36.0
182;25 VV producten van rubber en kunststof;2002;17.0;24.0;29.0;36.0
183;25 VV producten van rubber en kunststof;2003;19.0;25.0;35.0;43.0
184;25 VV producten van rubber en kunststof;2004;24.0;32.0;35.0;47.0
185;25 VV producten van rubber en kunststof;2005;18.0;32.0;32.0;52.0
186;25 VV producten van rubber en kunststof;2006;28.0;45.0;25.0;35.0
187;25 VV producten van rubber en kunststof;2007;25.0;49.0;31.0;43.0
188;25 VV producten van rubber en kunststof;2008;20.0;37.0;28.0;51.0
189;26 VV glas, aardewerk, cement-, kalk- ..;2000;4.0;6.0;6.0;8.0
190;26 VV glas, aardewerk, cement-, kalk- ..;2001;6.0;6.0;11.0;17.0
191;26 VV glas, aardewerk, cement-, kalk- ..;2002;7.0;12.0;12.0;14.0
192;26 VV glas, aardewerk, cement-, kalk- ..;2003;7.0;19.0;12.0;14.0
193;26 VV glas, aardewerk, cement-, kalk- ..;2004;3.0;6.0;8.0;13.0
194;26 VV glas, aardewerk, cement-, kalk- ..;2005;7.0;8.0;9.0;14.0
195;26 VV glas, aardewerk, cement-, kalk- ..;2006;6.0;8.0;10.0;14.0
196;26 VV glas, aardewerk, cement-, kalk- ..;2007;3.0;4.0;13.0;19.0
197;26 VV glas, aardewerk, cement-, kalk- ..;2008;6.0;9.0;5.0;6.0
198;27 Basismetaalindustrie;2000;2.0;30.0;6.0;30.0
199;27 Basismetaalindustrie;2001;4.0;26.0;5.0;21.0
200;27 Basismetaalindustrie;2002;4.0;25.0;4.0;12.0
201;27 Basismetaalindustrie;2003;4.0;27.0;8.0;13.0
202;27 Basismetaalindustrie;2004;7.0;27.0;5.0;8.0
203;27 Basismetaalindustrie;2005;5.0;25.0;4.0;4.0
204;27 Basismetaalindustrie;2006;5.0;23.0;3.0;3.0
205;27 Basismetaalindustrie;2007;5.0;22.0;6.0;6.0
206;27 Basismetaalindustrie;2008;5.0;30.0;3.0;3.0
207;28 VV producten van metaal (geen ..;2000;27.0;46.0;60.0;78.0
208;28 VV producten van metaal (geen ..;2001;24.0;37.0;52.0;69.0
209;28 VV producten van metaal (geen ..;2002;23.0;28.0;46.0;69.0
210;28 VV producten van metaal (geen ..;2003;26.0;42.0;59.0;94.0
211;28 VV producten van metaal (geen ..;2004;26.0;49.0;52.0;81.0
212;28 VV producten van metaal (geen ..;2005;34.0;60.0;49.0;71.0
213;28 VV producten van metaal (geen ..;2006;34.0;56.0;45.0;71.0
214;28 VV producten van metaal (geen ..;2007;27.0;49.0;48.0;80.0
215;28 VV producten van metaal (geen ..;2008;32.0;50.0;55.0;65.0
216;29 VV machines en apparaten;2000;70.0;188.0;95.0;168.0
217;29 VV machines en apparaten;2001;65.0;212.0;91.0;168.0
218;29 VV machines en apparaten;2002;55.0;200.0;87.0;146.0
219;29 VV machines en apparaten;2003;65.0;314.0;105.0;197.0
220;29 VV machines en apparaten;2004;76.0;302.0;111.0;205.0
221;29 VV machines en apparaten;2005;70.0;252.0;113.0;200.0
222;29 VV machines en apparaten;2006;80.0;246.0;90.0;170.0
223;29 VV machines en apparaten;2007;78.0;217.0;76.0;148.0
224;29 VV machines en apparaten;2008;78.0;199.0;75.0;281.0
225;30 VV kantoormachines en computers;2000;2.0;38.0;3.0;16.0
226;30 VV kantoormachines en computers;2001;2.0;28.0;3.0;16.0
227;30 VV kantoormachines en computers;2002;3.0;32.0;1.0;11.0
228;30 VV kantoormachines en computers;2003;1.0;45.0;5.0;17.0
229;30 VV kantoormachines en computers;2004;5.0;40.0;1.0;14.0
230;30 VV kantoormachines en computers;2005;1.0;66.0;3.0;12.0
231;30 VV kantoormachines en computers;2006;1.0;47.0;3.0;3.0
232;30 VV kantoormachines en computers;2007;2.0;42.0;2.0;2.0
233;30 VV kantoormachines en computers;2008;1.0;36.0;1.0;1.0
234;31 VV overige elektrische machines, ..;2000;11.0;77.0;12.0;41.0
235;31 VV overige elektrische machines, ..;2001;11.0;71.0;17.0;52.0
236;31 VV overige elektrische machines, ..;2002;10.0;56.0;12.0;39.0
237;31 VV overige elektrische machines, ..;2003;11.0;66.0;10.0;32.0
238;31 VV overige elektrische machines, ..;2004;12.0;46.0;12.0;48.0
239;31 VV overige elektrische machines, ..;2005;12.0;40.0;10.0;39.0
240;31 VV overige elektrische machines, ..;2006;10.0;42.0;10.0;43.0
241;31 VV overige elektrische machines, ..;2007;14.0;63.0;11.0;42.0
242;31 VV overige elektrische machines, ..;2008;13.0;1155.0;10.0;33.0
243;32 VV audio-, video- en ..;2000;2.0;1505.0;6.0;14.0
244;32 VV audio-, video- en ..;2001;8.0;1819.0;4.0;8.0
245;32 VV audio-, video- en ..;2002;4.0;2462.0;6.0;8.0
246;32 VV audio-, video- en ..;2003;2.0;2599.0;6.0;6.0
247;32 VV audio-, video- en ..;2004;6.0;2300.0;6.0;12.0
248;32 VV audio-, video- en ..;2005;4.0;2353.0;7.0;13.0
249;32 VV audio-, video- en ..;2006;7.0;2236.0;5.0;13.0
250;32 VV audio-, video- en ..;2007;8.0;1977.0;8.0;8.0
251;32 VV audio-, video- en ..;2008;9.0;335.0;10.0;14.0
252;33 VV medische apparaten en ..;2000;18.0;41.0;24.0;39.0
253;33 VV medische apparaten en ..;2001;20.0;43.0;21.0;26.0
254;33 VV medische apparaten en ..;2002;18.0;37.0;16.0;22.0
255;33 VV medische apparaten en ..;2003;22.0;47.0;19.0;30.0
256;33 VV medische apparaten en ..;2004;17.0;27.0;21.0;28.0
257;33 VV medische apparaten en ..;2005;22.0;81.0;26.0;36.0
258;33 VV medische apparaten en ..;2006;21.0;42.0;15.0;30.0
259;33 VV medische apparaten en ..;2007;21.0;34.0;26.0;33.0
260;33 VV medische apparaten en ..;2008;30.0;51.0;19.0;34.0
261;34 VV auto's, aanhangwagens en opleggers;2000;6.0;44.0;8.0;39.0
262;34 VV auto's, aanhangwagens en opleggers;2001;6.0;46.0;12.0;16.0
263;34 VV auto's, aanhangwagens en opleggers;2002;10.0;35.0;15.0;30.0
264;34 VV auto's, aanhangwagens en opleggers;2003;8.0;32.0;17.0;18.0
265;34 VV auto's, aanhangwagens en opleggers;2004;10.0;33.0;9.0;14.0
266;34 VV auto's, aanhangwagens en opleggers;2005;7.0;18.0;8.0;10.0
267;34 VV auto's, aanhangwagens en opleggers;2006;8.0;15.0;11.0;34.0
268;34 VV auto's, aanhangwagens en opleggers;2007;9.0;21.0;5.0;18.0
269;34 VV auto's, aanhangwagens en opleggers;2008;5.0;12.0;10.0;16.0
270;35 VV transportmiddelen (geen auto's ..;2000;10.0;15.0;11.0;16.0
271;35 VV transportmiddelen (geen auto's ..;2001;4.0;6.0;12.0;13.0
272;35 VV transportmiddelen (geen auto's ..;2002;5.0;6.0;12.0;20.0
273;35 VV transportmiddelen (geen auto's ..;2003;6.0;14.0;15.0;26.0
274;35 VV transportmiddelen (geen auto's ..;2004;11.0;13.0;16.0;32.0
275;35 VV transportmiddelen (geen auto's ..;2005;7.0;12.0;10.0;18.0
276;35 VV transportmiddelen (geen auto's ..;2006;9.0;36.0;18.0;28.0
277;35 VV transportmiddelen (geen auto's ..;2007;7.0;13.0;13.0;20.0
278;35 VV transportmiddelen (geen auto's ..;2008;10.0;19.0;13.0;23.0
279;"36 VV meubels; vervaardiging van ..";2000;7.0;8.0;26.0;33.0
280;"36 VV meubels; vervaardiging van ..";2001;11.0;17.0;21.0;22.0
281;"36 VV meubels; vervaardiging van ..";2002;11.0;11.0;10.0;13.0
282;"36 VV meubels; vervaardiging van ..";2003;5.0;5.0;22.0;23.0
283;"36 VV meubels; vervaardiging van ..";2004;7.0;9.0;29.0;32.0
284;"36 VV meubels; vervaardiging van ..";2005;11.0;13.0;15.0;17.0
285;"36 VV meubels; vervaardiging van ..";2006;10.0;9.0;11.0;11.0
286;"36 VV meubels; vervaardiging van ..";2007;4.0;4.0;11.0;13.0
287;"36 VV meubels; vervaardiging van ..";2008;4.0;4.0;13.0;14.0
288;37 Voorbereiding tot recycling;2000;;;;
289;37 Voorbereiding tot recycling;2001;1.0;1.0;;
290;37 Voorbereiding tot recycling;2002;1.0;1.0;1.0;1.0
291;37 Voorbereiding tot recycling;2003;1.0;1.0;;
292;37 Voorbereiding tot recycling;2004;;;1.0;2.0
293;37 Voorbereiding tot recycling;2005;;;1.0;1.0
294;37 Voorbereiding tot recycling;2006;;;1.0;1.0
295;37 Voorbereiding tot recycling;2007;;;1.0;1.0
296;37 Voorbereiding tot recycling;2008;;;1.0;1.0
297;E Productie en distributie van en ..;2000;1.0;1.0;1.0;1.0
298;E Productie en distributie van en ..;2001;1.0;5.0;6.0;10.0
299;E Productie en distributie van en ..;2002;5.0;11.0;3.0;5.0
300;E Productie en distributie van en ..;2003;2.0;4.0;5.0;10.0
301;E Productie en distributie van en ..;2004;4.0;6.0;4.0;7.0
302;E Productie en distributie van en ..;2005;2.0;2.0;6.0;6.0
303;E Productie en distributie van en ..;2006;3.0;3.0;4.0;5.0
304;E Productie en distributie van en ..;2007;3.0;4.0;3.0;2.0
305;E Productie en distributie van en ..;2008;5.0;11.0;8.0;10.0
306;40 Productie en distributie van ..;2000;;;1.0;1.0
307;40 Productie en distributie van ..;2001;1.0;5.0;4.0;9.0
308;40 Productie en distributie van ..;2002;4.0;10.0;3.0;5.0
309;40 Productie en distributie van ..;2003;2.0;4.0;5.0;10.0
310;40 Productie en distributie van ..;2004;4.0;6.0;3.0;5.0
311;40 Productie en distributie van ..;2005;2.0;2.0;5.0;6.0
312;40 Productie en distributie van ..;2006;3.0;3.0;2.0;2.0
313;40 Productie en distributie van ..;2007;2.0;2.0;2.0;1.0
314;40 Productie en distributie van ..;2008;4.0;10.0;7.0;9.0
315;41 Winning en distributie van water;2000;1.0;1.0;;
316;41 Winning en distributie van water;2001;;;2.0;1.0
317;41 Winning en distributie van water;2002;1.0;1.0;;
318;41 Winning en distributie van water;2003;;;;
319;41 Winning en distributie van water;2004;;;1.0;2.0
320;41 Winning en distributie van water;2005;;;1.0;1.0
321;41 Winning en distributie van water;2006;;;2.0;3.0
322;41 Winning en distributie van water;2007;1.0;2.0;1.0;1.0
323;41 Winning en distributie van water;2008;1.0;1.0;1.0;1.0
324;F Bouwnijverheid;2000;20.0;33.0;60.0;98.0
325;F Bouwnijverheid;2001;30.0;97.0;47.0;62.0
326;F Bouwnijverheid;2002;9.0;12.0;56.0;79.0
327;F Bouwnijverheid;2003;24.0;29.0;59.0;80.0
328;F Bouwnijverheid;2004;26.0;31.0;67.0;84.0
329;F Bouwnijverheid;2005;20.0;22.0;63.0;85.0
330;F Bouwnijverheid;2006;17.0;32.0;60.0;91.0
331;F Bouwnijverheid;2007;26.0;38.0;64.0;88.0
332;F Bouwnijverheid;2008;14.0;20.0;62.0;72.0
333;G Reparatie van consumentenartikelen ..;2000;106.0;193.0;215.0;262.0
334;G Reparatie van consumentenartikelen ..;2001;108.0;170.0;192.0;217.0
335;G Reparatie van consumentenartikelen ..;2002;101.0;162.0;202.0;258.0
336;G Reparatie van consumentenartikelen ..;2003;108.0;220.0;219.0;264.0
337;G Reparatie van consumentenartikelen ..;2004;122.0;219.0;199.0;227.0
338;G Reparatie van consumentenartikelen ..;2005;114.0;182.0;204.0;249.0
339;G Reparatie van consumentenartikelen ..;2006;126.0;411.0;205.0;312.0
340;G Reparatie van consumentenartikelen ..;2007;152.0;277.0;181.0;241.0
341;G Reparatie van consumentenartikelen ..;2008;128.0;254.0;188.0;260.0
342;50 Handel in en reparatie van auto's ..;2000;5.0;5.0;9.0;12.0
343;50 Handel in en reparatie van auto's ..;2001;2.0;3.0;9.0;9.0
344;50 Handel in en reparatie van auto's ..;2002;5.0;5.0;13.0;14.0
345;50 Handel in en reparatie van auto's ..;2003;3.0;5.0;14.0;14.0
346;50 Handel in en reparatie van auto's ..;2004;7.0;7.0;6.0;6.0
347;50 Handel in en reparatie van auto's ..;2005;2.0;2.0;8.0;7.0
348;50 Handel in en reparatie van auto's ..;2006;2.0;2.0;10.0;12.0
349;50 Handel in en reparatie van auto's ..;2007;6.0;6.0;5.0;5.0
350;50 Handel in en reparatie van auto's ..;2008;3.0;3.0;7.0;7.0
351;51 Groothandel en handelsbemiddeling ..;2000;94.0;178.0;180.0;221.0
352;51 Groothandel en handelsbemiddeling ..;2001;97.0;159.0;160.0;184.0
353;51 Groothandel en handelsbemiddeling ..;2002;88.0;147.0;169.0;219.0
354;51 Groothandel en handelsbemiddeling ..;2003;96.0;195.0;182.0;221.0
355;51 Groothandel en handelsbemiddeling ..;2004;102.0;194.0;177.0;205.0
356;51 Groothandel en handelsbemiddeling ..;2005;105.0;172.0;173.0;216.0
357;51 Groothandel en handelsbemiddeling ..;2006;114.0;387.0;170.0;260.0
358;51 Groothandel en handelsbemiddeling ..;2007;133.0;254.0;155.0;205.0
359;51 Groothandel en handelsbemiddeling ..;2008;116.0;237.0;156.0;224.0
360;52 Detailhandel en reparatie voor ..;2000;7.0;11.0;26.0;30.0
361;52 Detailhandel en reparatie voor ..;2001;9.0;9.0;23.0;24.0
362;52 Detailhandel en reparatie voor ..;2002;8.0;11.0;20.0;25.0
363;52 Detailhandel en reparatie voor ..;2003;9.0;20.0;23.0;29.0
364;52 Detailhandel en reparatie voor ..;2004;13.0;18.0;16.0;15.0
365;52 Detailhandel en reparatie voor ..;2005;7.0;8.0;23.0;26.0
366;52 Detailhandel en reparatie voor ..;2006;10.0;22.0;25.0;40.0
367;52 Detailhandel en reparatie voor ..;2007;13.0;17.0;21.0;30.0
368;52 Detailhandel en reparatie voor ..;2008;9.0;15.0;25.0;30.0
369;H Horeca;2000;2.0;2.0;4.0;4.0
370;H Horeca;2001;;;10.0;9.0
371;H Horeca;2002;2.0;2.0;3.0;4.0
372;H Horeca;2003;5.0;4.0;4.0;5.0
373;H Horeca;2004;2.0;2.0;5.0;5.0
374;H Horeca;2005;3.0;3.0;4.0;4.0
375;H Horeca;2006;3.0;3.0;5.0;5.0
376;H Horeca;2007;5.0;6.0;6.0;6.0
377;H Horeca;2008;2.0;2.0;4.0;6.0
378;I Vervoer, opslag en communicatie;2000;8.0;44.0;20.0;53.0
379;I Vervoer, opslag en communicatie;2001;10.0;55.0;15.0;31.0
380;I Vervoer, opslag en communicatie;2002;5.0;58.0;14.0;14.0
381;I Vervoer, opslag en communicatie;2003;5.0;31.0;15.0;13.0
382;I Vervoer, opslag en communicatie;2004;6.0;30.0;15.0;19.0
383;I Vervoer, opslag en communicatie;2005;9.0;28.0;15.0;17.0
384;I Vervoer, opslag en communicatie;2006;10.0;56.0;20.0;18.0
385;I Vervoer, opslag en communicatie;2007;13.0;71.0;13.0;14.0
386;I Vervoer, opslag en communicatie;2008;6.0;41.0;10.0;11.0
387;60 Vervoer over land;2000;3.0;3.0;7.0;7.0
388;60 Vervoer over land;2001;4.0;5.0;7.0;8.0
389;60 Vervoer over land;2002;2.0;2.0;4.0;3.0
390;60 Vervoer over land;2003;1.0;1.0;6.0;4.0
391;60 Vervoer over land;2004;1.0;2.0;9.0;13.0
392;60 Vervoer over land;2005;2.0;2.0;7.0;8.0
393;60 Vervoer over land;2006;3.0;4.0;6.0;6.0
394;60 Vervoer over land;2007;3.0;8.0;4.0;5.0
395;60 Vervoer over land;2008;1.0;1.0;3.0;4.0
396;61 Vervoer over water;2000;;;4.0;4.0
397;61 Vervoer over water;2001;1.0;1.0;2.0;2.0
398;61 Vervoer over water;2002;;;2.0;2.0
399;61 Vervoer over water;2003;;;;
400;61 Vervoer over water;2004;;;1.0;1.0
401;61 Vervoer over water;2005;;;;
402;61 Vervoer over water;2006;1.0;1.0;4.0;1.0
403;61 Vervoer over water;2007;2.0;1.0;2.0;2.0
404;61 Vervoer over water;2008;1.0;2.0;2.0;2.0
405;62 Vervoer door de lucht;2000;;;1.0;1.0
406;62 Vervoer door de lucht;2001;1.0;1.0;;
407;62 Vervoer door de lucht;2002;;;1.0;2.0
408;62 Vervoer door de lucht;2003;;;;
409;62 Vervoer door de lucht;2004;;;;
410;62 Vervoer door de lucht;2005;;;1.0;1.0
411;62 Vervoer door de lucht;2006;1.0;2.0;;
412;62 Vervoer door de lucht;2007;;;;
413;62 Vervoer door de lucht;2008;;;;
414;63 Dienstverlening voor het vervoer;2000;2.0;2.0;4.0;4.0
415;63 Dienstverlening voor het vervoer;2001;1.0;1.0;2.0;4.0
416;63 Dienstverlening voor het vervoer;2002;2.0;2.0;4.0;3.0
417;63 Dienstverlening voor het vervoer;2003;;;4.0;4.0
418;63 Dienstverlening voor het vervoer;2004;3.0;3.0;;
419;63 Dienstverlening voor het vervoer;2005;2.0;2.0;6.0;7.0
420;63 Dienstverlening voor het vervoer;2006;4.0;18.0;4.0;5.0
421;63 Dienstverlening voor het vervoer;2007;4.0;17.0;4.0;4.0
422;63 Dienstverlening voor het vervoer;2008;1.0;2.0;4.0;4.0
423;64 Post en telecommunicatie;2000;3.0;39.0;4.0;37.0
424;64 Post en telecommunicatie;2001;3.0;49.0;4.0;18.0
425;64 Post en telecommunicatie;2002;1.0;54.0;3.0;4.0
426;64 Post en telecommunicatie;2003;4.0;30.0;5.0;6.0
427;64 Post en telecommunicatie;2004;2.0;25.0;5.0;5.0
428;64 Post en telecommunicatie;2005;5.0;24.0;1.0;1.0
429;64 Post en telecommunicatie;2006;1.0;32.0;6.0;6.0
