ID;Geslacht;Leeftijd;DiagnosenGGZ;Migratieachtergrond;Perioden;PrimaireDiagnosen_1;PrimaireOfNevendiagnosen_2;PrimaireDiagnosen_3;PrimaireOfNevendiagnosen_4
0;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Totaal;2011;1226290.0;1226290.0;7347.0;7347
1;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Totaal;2012;1136755.0;1136755.0;6784.0;6784
2;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Totaal;2013;1140605.0;1140605.0;6789.0;6789
3;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Totaal;2014;1008715.0;1008805.0;5982.0;5982
4;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Totaal;2015;701340.0;701645.0;4142.0;4144
5;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Totaal;2016;702635.0;698445.0;4127.0;4103
6;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederlandse achtergrond;2011;936645.0;936645.0;7080.0;7080
7;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederlandse achtergrond;2012;867285.0;867285.0;6552.0;6552
8;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederlandse achtergrond;2013;870300.0;870300.0;6577.0;6577
9;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederlandse achtergrond;2014;769525.0;769625.0;5815.0;5815
10;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederlandse achtergrond;2015;523525.0;523725.0;3957.0;3959
11;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Nederlandse achtergrond;2016;522355.0;519090.0;3951.0;3926
12;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Met migratieachtergrond;2011;289645.0;289645.0;8367.0;8367
13;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Met migratieachtergrond;2012;269475.0;269475.0;7656.0;7656
14;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Met migratieachtergrond;2013;270310.0;270310.0;7578.0;7578
15;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Met migratieachtergrond;2014;239185.0;239180.0;6591.0;6591
16;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Met migratieachtergrond;2015;177820.0;177920.0;4802.0;4804
17;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Met migratieachtergrond;2016;180280.0;179350.0;4741.0;4717
18;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Westerse migratieachtergrond;2011;114950.0;114950.0;7459.0;7459
19;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Westerse migratieachtergrond;2012;105920.0;105920.0;6766.0;6766
20;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Westerse migratieachtergrond;2013;106720.0;106720.0;6733.0;6733
21;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Westerse migratieachtergrond;2014;96185.0;96180.0;5970.0;5970
22;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Westerse migratieachtergrond;2015;73910.0;73945.0;4511.0;4514
23;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Westerse migratieachtergrond;2016;74605.0;74155.0;4470.0;4443
24;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Niet-westerse migratieachtergrond;2011;174695.0;174695.0;9096.0;9096
25;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Niet-westerse migratieachtergrond;2012;163550.0;163550.0;8369.0;8369
26;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Niet-westerse migratieachtergrond;2013;163590.0;163590.0;8253.0;8253
27;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Niet-westerse migratieachtergrond;2014;143000.0;143000.0;7088.0;7088
28;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Niet-westerse migratieachtergrond;2015;103905.0;103975.0;5032.0;5035
29;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Niet-westerse migratieachtergrond;2016;105675.0;105200.0;4954.0;4932
30;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Marokko;2011;33790.0;33790.0;9394.0;9394
