ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Naam_47;Code_48;Naam_49;Code_50;Naam_51;Code_52;Omschrijving_53;Code_54;Omschrijving_55;Inwonertal_56;Omgevingsadressendichtheid_57
108;Geldermalsen;GM0236    ;Geldermalsen                                      ;Geldermalsen                                      ;AM10      ;Rivierenland                                      ;AR03      ;Gelderland                                        ;CR16      ;Zuidwest-Gelderland                               ;CS160     ;Zuidwest-Gelderland                               ;CP1600    ;Zuidwest-Gelderland                               ;GG2014    ;GGD Gelderland-Zuid                               ;JZ30      ;Rivierenland                                      ;KK43      ;Oost                                              ;LB2505    ;Veluwezoom en Betuwe                              ;LG10      ;Rivierengebied                                    ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL22      ;Gelderland                                        ;NL224     ;Zuidwest-Gelderland                               ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP14      ;Rivierenland                                      ;TR09      ;Gelders Rivierengebied                            ;VR08      ;Gelderland-Zuid                                   ;WG15      ;Rivierenland                                      ;ZK16      ;Nijmegen                                          ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;26300;577
109;Geldrop-Mierlo;GM1771    ;Geldrop-Mierlo                                    ;Geldrop+Mierlo                                    ;AM32      ;Helmond-De Peel                                   ;AR10      ;Oost-Brabant                                      ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;JZ39      ;Zuidoost-Brabant                                  ;KK44      ;Zuid                                              ;LB3010    ;Westelijk Peelgebied                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL414     ;Zuidoost-Noord-Brabant                            ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP28      ;Zuidoost-Brabant                                  ;TR13      ;West- en Midden-Brabant                           ;VR22      ;Brabant-Zuidoost                                  ;WG37      ;Zuidoost-Brabant                                  ;ZK30      ;Zuidoost-Brabant                                  ;GA19      ;Eindhoven                                         ;SG19      ;Eindhoven                                         ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;38854;1272
110;Gemert-Bakel;GM1652    ;Gemert-Bakel                                      ;Gemert+Bakel                                      ;AM32      ;Helmond-De Peel                                   ;AR10      ;Oost-Brabant                                      ;CR36      ;Zuidoost-Noord-Brabant                            ;CS360     ;Zuidoost-Noord-Brabant                            ;CP3600    ;Zuidoost-Noord-Brabant                            ;GG5608    ;GGD Brabant-Zuidoost                              ;JZ39      ;Zuidoost-Brabant                                  ;KK44      ;Zuid                                              ;LB3010    ;Westelijk Peelgebied                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL414     ;Zuidoost-Noord-Brabant                            ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP28      ;Zuidoost-Brabant                                  ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR22      ;Brabant-Zuidoost                                  ;WG37      ;Zuidoost-Brabant                                  ;ZK30      ;Zuidoost-Brabant                                  ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;29315;735
111;Gennep;GM0907    ;Gennep                                            ;Gennep                                            ;AM29      ;Noord-Limburg                                     ;AR09      ;Limburg                                           ;CR37      ;Noord-Limburg                                     ;CS370     ;Noord-Limburg                                     ;CP3700    ;Noord-Limburg                                     ;GG6011    ;GGD Limburg-Noord                                 ;JZ37      ;Noord-Limburg                                     ;KK44      ;Zuid                                              ;LB3101    ;Noord-Limburg                                     ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL42      ;Limburg (NL)                                      ;NL421     ;Noord-Limburg                                     ;RE10      ;Limburg                                           ;PV31      ;Limburg                                           ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP29      ;Noord-Limburg                                     ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR23      ;Limburg-Noord                                     ;WG38      ;Noord-Limburg                                     ;ZK16      ;Nijmegen                                          ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;17286;617
112;Giessenlanden;GM0689    ;Giessenlanden                                     ;Giessenlanden                                     ;AM35      ;Gorinchem                                         ;AR08      ;Rotterdam                                         ;CR30      ;Zuidoost-Zuid-Holland                             ;CS300     ;Zuidoost-Zuid-Holland                             ;CP3002    ;Overig Zuidoost-Zuid-Holland                      ;GG4810    ;GGD Zuid-Holland-Zuid                             ;JZ31      ;Zuid-Holland Zuid                                 ;KK45      ;Zuidwest                                          ;LB2807    ;Alblasserwaard en Vijfherenlanden                 ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL33      ;Zuid-Holland                                      ;NL33A     ;Zuidoost-Zuid-Holland                             ;RE07      ;Rotterdam                                         ;PV28      ;Zuid-Holland                                      ;RT13      ;Gerechtshof Den Haag                              ;RP23      ;Rijnmond                                          ;TR17      ;Overig Nederland                                  ;VR18      ;Zuid-Holland-Zuid                                 ;WG30      ;Zuid-Holland-Zuid                                 ;ZK24      ;Waardenland                                       ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;14442;267
113;Gilze en Rijen;GM0784    ;Gilze en Rijen                                    ;Gilze en Rijen                                    ;AM26      ;Midden-Brabant                                    ;AR11      ;Zeeland-West-Brabant                              ;CR34      ;Midden-Noord-Brabant                              ;CS340     ;Midden-Noord-Brabant                              ;CP3400    ;Midden-Noord-Brabant                              ;GG5406    ;GGD Hart voor Brabant                             ;JZ35      ;Midden-Brabant                                    ;KK44      ;Zuid                                              ;LB3008    ;Midden-Noord-Brabant                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL412     ;Midden-Noord-Brabant                              ;RE08      ;Zeeland - West-Brabant                            ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP26      ;Midden-Brabant                                    ;TR13      ;West- en Midden-Brabant                           ;VR20      ;Midden- en West-Brabant                           ;WG35      ;Midden-Brabant                                    ;ZK12      ;Midden-Brabant                                    ;GA00      ;Niet van toepassing                               ;SG17      ;Tilburg                                           ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;26069;1034
114;Goeree-Overflakkee;GM1924    ;Goeree-Overflakkee                                ;Goeree+Overflakkee                                ;AM22      ;Rijnmond                                          ;AR08      ;Rotterdam                                         ;CR29      ;Groot-Rijnmond                                    ;CS292     ;Overig Groot-Rijnmond                             ;CP2920    ;Overig Groot-Rijnmond                             ;GG4607    ;GGD Rotterdam-Rijnmond                            ;JZ29      ;Rijnmond                                          ;KK45      ;Zuidwest                                          ;LB2803    ;Goeree-Overflakkee                                ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL33      ;Zuid-Holland                                      ;NL339     ;Groot-Rijnmond                                    ;RE07      ;Rotterdam                                         ;PV28      ;Zuid-Holland                                      ;RT13      ;Gerechtshof Den Haag                              ;RP23      ;Rijnmond                                          ;TR02      ;Noordzeebadplaatsen                               ;VR17      ;Rotterdam-Rijnmond                                ;WG29      ;Rijnmond                                          ;ZK29      ;Zuid-Hollandse Eilanden                           ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;48245;598
115;Goes;GM0664    ;Goes                                              ;Goes                                              ;AM24      ;Zeeland                                           ;AR11      ;Zeeland-West-Brabant                              ;CR32      ;Overig Zeeland                                    ;CS320     ;Overig Zeeland                                    ;CP3200    ;Overig Zeeland                                    ;GG5006    ;GGD Zeeland                                       ;JZ38      ;Zeeland                                           ;KK45      ;Zuidwest                                          ;LB2902    ;Walcheren en Zuid-Beveland                        ;LG11      ;Zuidwestelijk Akkerbouwgebied                     ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL34      ;Zeeland                                           ;NL342     ;Overig Zeeland                                    ;RE08      ;Zeeland - West-Brabant                            ;PV29      ;Zeeland                                           ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP24      ;Zeeland                                           ;TR04      ;Deltagebied                                       ;VR19      ;Zeeland                                           ;WG31      ;Oosterschelde regio                               ;ZK27      ;Zeeland                                           ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;36954;1232
116;Goirle;GM0785    ;Goirle                                            ;Goirle                                            ;AM26      ;Midden-Brabant                                    ;AR11      ;Zeeland-West-Brabant                              ;CR34      ;Midden-Noord-Brabant                              ;CS340     ;Midden-Noord-Brabant                              ;CP3400    ;Midden-Noord-Brabant                              ;GG5406    ;GGD Hart voor Brabant                             ;JZ35      ;Midden-Brabant                                    ;KK44      ;Zuid                                              ;LB3007    ;De Kempen                                         ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL412     ;Midden-Noord-Brabant                              ;RE08      ;Zeeland - West-Brabant                            ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP26      ;Midden-Brabant                                    ;TR13      ;West- en Midden-Brabant                           ;VR20      ;Midden- en West-Brabant                           ;WG35      ;Midden-Brabant                                    ;ZK12      ;Midden-Brabant                                    ;GA17      ;Tilburg                                           ;SG17      ;Tilburg                                           ;4;20 000 tot 50 000 inwoners                        ;3;Matig stedelijk          ;23098;1128
117;Gorinchem;GM0512    ;Gorinchem                                         ;Gorinchem                                         ;AM35      ;Gorinchem                                         ;AR08      ;Rotterdam                                         ;CR30      ;Zuidoost-Zuid-Holland                             ;CS300     ;Zuidoost-Zuid-Holland                             ;CP3002    ;Overig Zuidoost-Zuid-Holland                      ;GG4810    ;GGD Zuid-Holland-Zuid                             ;JZ31      ;Zuid-Holland Zuid                                 ;KK45      ;Zuidwest                                          ;LB2807    ;Alblasserwaard en Vijfherenlanden                 ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL33      ;Zuid-Holland                                      ;NL33A     ;Zuidoost-Zuid-Holland                             ;RE07      ;Rotterdam                                         ;PV28      ;Zuid-Holland                                      ;RT13      ;Gerechtshof Den Haag                              ;RP23      ;Rijnmond                                          ;TR17      ;Overig Nederland                                  ;VR18      ;Zuid-Holland-Zuid                                 ;WG30      ;Zuid-Holland-Zuid                                 ;ZK24      ;Waardenland                                       ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;2;Sterk stedelijk          ;35242;1703
118;Gouda;GM0513    ;Gouda                                             ;Gouda                                             ;AM20      ;Midden-Holland                                    ;AR07      ;Den Haag                                          ;CR28      ;Oost-Zuid-Holland                                 ;CS280     ;Oost-Zuid-Holland                                 ;CP2800    ;Oost-Zuid-Holland                                 ;GG4506    ;GGD Hollands-Midden                               ;JZ27      ;Midden Holland                                    ;KK45      ;Zuidwest                                          ;LB2806    ;Krimpenerwaard en Oostelijk Rijnland              ;LG09      ;Hollands/Utrechts Weidegebied                     ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL33      ;Zuid-Holland                                      ;NL338     ;Oost-Zuid-Holland                                 ;RE06      ;Den Haag                                          ;PV28      ;Zuid-Holland                                      ;RT13      ;Gerechtshof Den Haag                              ;RP21      ;Rijn-Gouwe                                        ;TR17      ;Overig Nederland                                  ;VR16      ;Hollands-Midden                                   ;WG27      ;Zuid-Holland-Oost                                 ;ZK13      ;Midden-Holland                                    ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;5;50 000 tot 100 000 inwoners                       ;2;Sterk stedelijk          ;70941;2450
119;Graft-De Rijp;GM0365    ;Graft-De Rijp                                     ;Graft+De Rijp                                     ;AM15      ;Noord-Holland Noord                               ;AR02      ;Noord-Holland                                     ;CR23      ;Groot-Amsterdam                                   ;CS232     ;Overig Groot-Amsterdam                            ;CP2322    ;Edam-Volendam en omgeving                         ;GG2707    ;GGD Hollands-Noorden                              ;JZ06      ;Alkmaar (Noord-Kennemerland)                      ;KK41      ;Noordwest                                         ;LB2706    ;Waterland en N.-Hollandse Droogmakerijen          ;LG08      ;Waterland en Droogmakerijen                       ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL32      ;Noord-Holland                                     ;NL326     ;Groot-Amsterdam                                   ;RE04      ;Noord-Holland                                     ;PV27      ;Noord-Holland                                     ;RT11      ;Gerechtshof Amsterdam                             ;RP19      ;Noord-Holland-Noord                               ;TR17      ;Overig Nederland                                  ;VR10      ;Noord-Holland-Noord                               ;WG24      ;Noord-Kennemerland                                ;ZK18      ;Noord-Holland Noord                               ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;2;5 000 tot 10 000 inwoners                         ;5;Niet stedelijk           ;6452;410
120;Grave;GM0786    ;Grave                                             ;Grave                                             ;AM27      ;Noordoost-Brabant                                 ;AR10      ;Oost-Brabant                                      ;CR35      ;Noordoost-Noord-Brabant                           ;CS352     ;Overig Noordoost-Noord-Brabant                    ;CP3520    ;Overig Noordoost-Noord-Brabant                    ;GG5406    ;GGD Hart voor Brabant                             ;JZ33      ;Noordoost Brabant                                 ;KK44      ;Zuid                                              ;LB3009    ;Maaskant en Land van Cuijk                        ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL413     ;Noordoost-Noord-Brabant                           ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP27      ;Noordoost-Brabant                                 ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR21      ;Brabant-Noord                                     ;WG36      ;Noordoost-Brabant                                 ;ZK19      ;Noordoost-Brabant                                 ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;12695;587
121;'s-Gravenhage (gemeente);GM0518    ;'s-Gravenhage                                     ;Gravenhage 's-                                    ;AM21      ;Haaglanden                                        ;AR07      ;Den Haag                                          ;CR26      ;Agglomeratie 's-Gravenhage                        ;CS260     ;Agglomeratie 's-Gravenhage                        ;CP2601    ;Aggl. 's-Gravenhage excl. Zoetermeer              ;GG7014    ;GGD Haaglanden                                    ;JZ24      ;Haaglanden                                        ;KK45      ;Zuidwest                                          ;LB2809    ;Westland en Zuidhollandse Droogmakerijen          ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL33      ;Zuid-Holland                                      ;NL332     ;Agglomeratie 's-Gravenhage                        ;RE06      ;Den Haag                                          ;PV28      ;Zuid-Holland                                      ;RT13      ;Gerechtshof Den Haag                              ;RP22      ;Haaglanden                                        ;TR16      ;4 grote steden excl. Noordzeebadplaatsen          ;VR15      ;Haaglanden                                        ;WG28      ;Haaglanden                                        ;ZK10      ;Haaglanden                                        ;GA13      ;'s-Gravenhage                                     ;SG13      ;'s-Gravenhage                                     ;8;250 000 inwoners of meer                          ;1;Zeer sterk stedelijk     ;508940;4742
122;Groesbeek;GM0241    ;Groesbeek                                         ;Groesbeek                                         ;AM08      ;Rijk van Nijmegen                                 ;AR03      ;Gelderland                                        ;CR15      ;Arnhem/Nijmegen                                   ;CS150     ;Arnhem/Nijmegen                                   ;CP1500    ;Arnhem/Nijmegen                                   ;GG2014    ;GGD Gelderland-Zuid                               ;JZ32      ;Nijmegen                                          ;KK43      ;Oost                                              ;LB2503    ;Zuidelijk Gelderland                              ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL22      ;Gelderland                                        ;NL226     ;Arnhem/Nijmegen                                   ;RE02      ;Oost-Nederland                                    ;PV25      ;Gelderland                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP13      ;Nijmegen                                          ;TR14      ;O.-Brabant, N.- en M.-Limburg, Nijmegen           ;VR08      ;Gelderland-Zuid                                   ;WG14      ;Arnhem/Nijmegen                                   ;ZK16      ;Nijmegen                                          ;GA00      ;Niet van toepassing                               ;SG07      ;Nijmegen                                          ;3;10 000 tot 20 000 inwoners                        ;4;Weinig stedelijk         ;18977;696
123;Groningen (gemeente);GM0014    ;Groningen                                         ;Groningen                                         ;AM01      ;Groningen                                         ;AR05      ;Noord-Nederland                                   ;CR03      ;Overig Groningen                                  ;CS030     ;Overig Groningen                                  ;CP0300    ;Overig Groningen                                  ;GG0111    ;GGD Groningen                                     ;JZ01      ;Groningen                                         ;KK42      ;Noord                                             ;LB2002    ;Centraal Weidegebied in Groningen                 ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;NL1       ;Noord-Nederland                                   ;NL11      ;Groningen                                         ;NL113     ;Overig Groningen                                  ;RE01      ;Noord-Nederland                                   ;PV20      ;Groningen                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP03      ;Centraal-Groningen                                ;TR17      ;Overig Nederland                                  ;VR01      ;Groningen                                         ;WG03      ;Centraal en westelijk Groningen                   ;ZK09      ;Groningen                                         ;GA01      ;Groningen                                         ;SG01      ;Groningen                                         ;7;150 000 tot 250 000 inwoners                      ;1;Zeer sterk stedelijk     ;198317;3256
124;Grootegast;GM0015    ;Grootegast                                        ;Grootegast                                        ;AM01      ;Groningen                                         ;AR05      ;Noord-Nederland                                   ;CR03      ;Overig Groningen                                  ;CS030     ;Overig Groningen                                  ;CP0300    ;Overig Groningen                                  ;GG0111    ;GGD Groningen                                     ;JZ01      ;Groningen                                         ;KK42      ;Noord                                             ;LB2005    ;Groninger zuidelijk Westerkwartier                ;LG03      ;Noordelijk Weidegebied                            ;LD01      ;Noord-Nederland                                   ;NL1       ;Noord-Nederland                                   ;NL11      ;Groningen                                         ;NL113     ;Overig Groningen                                  ;RE01      ;Noord-Nederland                                   ;PV20      ;Groningen                                         ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP03      ;Centraal-Groningen                                ;TR17      ;Overig Nederland                                  ;VR01      ;Groningen                                         ;WG03      ;Centraal en westelijk Groningen                   ;ZK09      ;Groningen                                         ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;12165;209
125;Gulpen-Wittem;GM1729    ;Gulpen-Wittem                                     ;Gulpen+Wittem                                     ;AM30      ;Zuid-Limburg                                      ;AR09      ;Limburg                                           ;CR39      ;Zuid-Limburg                                      ;CS390     ;Zuid-Limburg                                      ;CP3900    ;Zuid-Limburg                                      ;GG6106    ;GGD Zuid-Limburg                                  ;JZ41      ;Zuid-Limburg                                      ;KK44      ;Zuid                                              ;LB3102    ;Zuid-Limburg                                      ;LG14      ;Zuid-Limburg                                      ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL42      ;Limburg (NL)                                      ;NL423     ;Zuid-Limburg                                      ;RE10      ;Limburg                                           ;PV31      ;Limburg                                           ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP34      ;Maastricht Mergelland                             ;TR15      ;Zuid-Limburg                                      ;VR24      ;Limburg-Zuid                                      ;WG42      ;Maastricht en Mergelland                          ;ZK31      ;Zuid-Limburg                                      ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;14484;263
126;Haaksbergen;GM0158    ;Haaksbergen                                       ;Haaksbergen                                       ;AM05      ;Twente                                            ;AR06      ;Overijssel                                        ;CR12      ;Twente                                            ;CS120     ;Twente                                            ;CP1200    ;Twente                                            ;GG1106    ;GGD Regio Twente                                  ;JZ14      ;Twente                                            ;KK43      ;Oost                                              ;LB2303    ;Twente                                            ;LG04      ;Oostelijk Veehouderijgebied                       ;LD02      ;Oost-Nederland                                    ;NL2       ;Oost-Nederland                                    ;NL21      ;Overijssel                                        ;NL213     ;Twente                                            ;RE02      ;Oost-Nederland                                    ;PV23      ;Overijssel                                        ;RT12      ;Gerechtshof Arnhem-Leeuwarden                     ;RP07      ;Twente                                            ;TR11      ;Twente, Salland en Vechtstreek                    ;VR05      ;Twente                                            ;WG12      ;Twente                                            ;ZK22      ;Twente                                            ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;24344;945
127;Haaren;GM0788    ;Haaren                                            ;Haaren                                            ;AM27      ;Noordoost-Brabant                                 ;AR10      ;Oost-Brabant                                      ;CR35      ;Noordoost-Noord-Brabant                           ;CS351     ;Stadsgewest 's-Hertogenbosch                      ;CP3510    ;Stadsgewest 's-Hertogenbosch                      ;GG5406    ;GGD Hart voor Brabant                             ;JZ33      ;Noordoost Brabant                                 ;KK44      ;Zuid                                              ;LB3008    ;Midden-Noord-Brabant                              ;LG13      ;Zuidelijk Veehouderijgebied                       ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL413     ;Noordoost-Noord-Brabant                           ;RE09      ;Oost-Brabant                                      ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP27      ;Noordoost-Brabant                                 ;TR13      ;West- en Midden-Brabant                           ;VR21      ;Brabant-Noord                                     ;WG36      ;Noordoost-Brabant                                 ;ZK19      ;Noordoost-Brabant                                 ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;3;10 000 tot 20 000 inwoners                        ;5;Niet stedelijk           ;13587;326
128;Haarlem;GM0392    ;Haarlem                                           ;Haarlem                                           ;AM16      ;Zuid-Kennemerland                                 ;AR02      ;Noord-Holland                                     ;CR21      ;Agglomeratie Haarlem                              ;CS210     ;Agglomeratie Haarlem                              ;CP2100    ;Agglomeratie Haarlem                              ;GG3109    ;GGD Kennemerland                                  ;JZ11      ;Zuid Kennemerland                                 ;KK41      ;Noordwest                                         ;LB2708    ;Kennemerland                                      ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL32      ;Noord-Holland                                     ;NL324     ;Agglomeratie Haarlem                              ;RE04      ;Noord-Holland                                     ;PV27      ;Noord-Holland                                     ;RT11      ;Gerechtshof Amsterdam                             ;RP20      ;Zuidelijk Noord-Holland                           ;TR17      ;Overig Nederland                                  ;VR12      ;Kennemerland                                      ;WG25      ;West-Kennnemerland                                ;ZK11      ;Kennemerland                                      ;GA11      ;Haarlem                                           ;SG11      ;Haarlem                                           ;7;150 000 tot 250 000 inwoners                      ;1;Zeer sterk stedelijk     ;155147;3323
129;Haarlemmerliede en Spaarnwoude;GM0393    ;Haarlemmerliede en Spaarnwoude                    ;Haarlemmerliede en Spaarnwoude                    ;AM16      ;Zuid-Kennemerland                                 ;AR02      ;Noord-Holland                                     ;CR21      ;Agglomeratie Haarlem                              ;CS210     ;Agglomeratie Haarlem                              ;CP2100    ;Agglomeratie Haarlem                              ;GG3109    ;GGD Kennemerland                                  ;JZ11      ;Zuid Kennemerland                                 ;KK41      ;Noordwest                                         ;LB2706    ;Waterland en N.-Hollandse Droogmakerijen          ;LG08      ;Waterland en Droogmakerijen                       ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL32      ;Noord-Holland                                     ;NL324     ;Agglomeratie Haarlem                              ;RE04      ;Noord-Holland                                     ;PV27      ;Noord-Holland                                     ;RT11      ;Gerechtshof Amsterdam                             ;RP20      ;Zuidelijk Noord-Holland                           ;TR17      ;Overig Nederland                                  ;VR12      ;Kennemerland                                      ;WG25      ;West-Kennnemerland                                ;ZK11      ;Kennemerland                                      ;GA00      ;Niet van toepassing                               ;SG11      ;Haarlem                                           ;2;5 000 tot 10 000 inwoners                         ;4;Weinig stedelijk         ;5535;590
130;Haarlemmermeer;GM0394    ;Haarlemmermeer                                    ;Haarlemmermeer                                    ;AM18      ;Groot Amsterdam                                   ;AR02      ;Noord-Holland                                     ;CR23      ;Groot-Amsterdam                                   ;CS232     ;Overig Groot-Amsterdam                            ;CP2323    ;Haarlemmermeer en omgeving                        ;GG3109    ;GGD Kennemerland                                  ;JZ15      ;Haarlemmermeer                                    ;KK41      ;Noordwest                                         ;LB2702    ;Haarlemmermeer                                    ;LG07      ;Westelijk Holland                                 ;LD03      ;West-Nederland                                    ;NL3       ;West-Nederland                                    ;NL32      ;Noord-Holland                                     ;NL326     ;Groot-Amsterdam                                   ;RE04      ;Noord-Holland                                     ;PV27      ;Noord-Holland                                     ;RT11      ;Gerechtshof Amsterdam                             ;RP20      ;Zuidelijk Noord-Holland                           ;TR17      ;Overig Nederland                                  ;VR12      ;Kennemerland                                      ;WG21      ;Agglomeratie Amsterdam                            ;ZK01      ;Amstelland en De Meerlanden                       ;GA00      ;Niet van toepassing                               ;SG10      ;Amsterdam                                         ;6;100 000 tot 150 000 inwoners                      ;3;Matig stedelijk          ;144061;1464
131;Halderberge;GM1655    ;Halderberge                                       ;Halderberge                                       ;AM25      ;West-Brabant                                      ;AR11      ;Zeeland-West-Brabant                              ;CR33      ;West-Noord-Brabant                                ;CS330     ;West-Noord-Brabant                                ;CP3300    ;West-Noord-Brabant                                ;GG5206    ;GGD West-Brabant                                  ;JZ36      ;West Brabant West                                 ;KK44      ;Zuid                                              ;LB3005    ;Westelijke Zandgronden                            ;LG12      ;Zuidwest-Brabant                                  ;LD04      ;Zuid-Nederland                                    ;NL4       ;Zuid-Nederland                                    ;NL41      ;Noord-Brabant                                     ;NL411     ;West-Noord-Brabant                                ;RE08      ;Zeeland - West-Brabant                            ;PV30      ;Noord-Brabant                                     ;RT14      ;Gerechtshof 's-Hertogenbosch                      ;RP25      ;West-Brabant                                      ;TR13      ;West- en Midden-Brabant                           ;VR20      ;Midden- en West-Brabant                           ;WG34      ;West-Brabant                                      ;ZK25      ;West-Brabant                                      ;GA00      ;Niet van toepassing                               ;SG00      ;Niet van toepassing                               ;4;20 000 tot 50 000 inwoners                        ;4;Weinig stedelijk         ;29340;676
