ID;Landen;GN;Perioden;TotaleInvoerwaarde_1;TotaleInvoerhoeveelheid_2;TotaleUitvoerwaarde_3;TotaleUitvoerhoeveelheid_4;EenheidHoeveelheid_5
0;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 januari;0.0;0.0;0.0;0.0;mln stuks                
1;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 februari;0.0;0.0;0.0;0.0;mln stuks                
2;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 maart;0.0;0.0;0.0;0.0;mln stuks                
3;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 april;0.0;0.0;0.0;0.0;mln stuks                
4;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 mei;0.0;0.0;0.0;0.0;mln stuks                
5;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 juni;0.0;0.0;0.0;0.0;mln stuks                
6;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 juli;0.0;0.0;0.0;0.0;mln stuks                
7;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 augustus;0.0;0.0;0.0;0.0;mln stuks                
8;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 september;0.0;0.0;0.0;0.0;mln stuks                
9;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 oktober;0.0;0.0;0.0;0.0;mln stuks                
10;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 november;0.0;0.0;0.0;0.0;mln stuks                
11;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 december;0.0;0.0;0.0;0.0;mln stuks                
12;Totaal landen;41012010 Gehele huiden en vellen, van...;2015 ;1.0;0.0;1.0;0.0;mln stuks                
13;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 januari;0.0;0.0;0.0;0.0;mln stuks                
14;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 februari;0.0;0.0;0.0;0.0;mln stuks                
15;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 maart;0.0;0.0;0.0;0.0;mln stuks                
16;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 april;0.0;0.0;0.0;0.0;mln stuks                
17;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 mei;0.0;0.0;0.0;0.0;mln stuks                
18;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 juni;0.0;0.0;0.0;0.0;mln stuks                
19;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 juli;0.0;0.0;0.0;0.0;mln stuks                
20;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 augustus;0.0;0.0;0.0;0.0;mln stuks                
21;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 september;0.0;0.0;0.0;0.0;mln stuks                
22;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 oktober;0.0;0.0;0.0;0.0;mln stuks                
23;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 november;0.0;0.0;0.0;0.0;mln stuks                
24;Totaal landen;41012010 Gehele huiden en vellen, van...;2016 december;0.0;0.0;0.0;0.0;mln stuks                
