ID;Leeftijd;Geslacht;Herkomstgroepering;Generatie;Perioden;Personen_1;AlleenstaandePersonen_2;SamenwonendePersonen_3;ThuiswonendeKinderen_4;Eenouders_5;OverigePersonen_6;InInstitutieWonendePersonen_7
0;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2009;16481284.0;2607426.0;8342279.0;4581532.0;473626.0;266445.0;209976.0
1;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2010;16536423.0;2639631.0;8367958.0;4570173.0;480793.0;266738.0;211130.0
2;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2011;16585423.0;2673525.0;8391083.0;4555183.0;486959.0;268269.0;210404.0
3;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2012;16633671.0;2709668.0;8413190.0;4539564.0;492408.0;270554.0;208287.0
4;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2013;16682058.0;2747495.0;8434825.0;4523536.0;497220.0;273275.0;205707.0
5;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2014;16730854.0;2784943.0;8456335.0;4508382.0;501903.0;275858.0;203433.0
6;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2015;16779252.0;2822316.0;8476927.0;4493658.0;505859.0;278509.0;201983.0
7;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2016;16827557.0;2859706.0;8496349.0;4479746.0;509051.0;281193.0;201512.0
8;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2017;16875507.0;2896958.0;8514554.0;4466301.0;511866.0;283897.0;201931.0
9;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2018;16922512.0;2934322.0;8531109.0;4453238.0;514013.0;286710.0;203120.0
10;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2019;16968631.0;2971802.0;8546075.0;4440437.0;515684.0;289665.0;204968.0
11;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2020;17013720.0;3009204.0;8559423.0;4428205.0;516863.0;292669.0;207356.0
12;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2021;17057887.0;3046285.0;8571120.0;4416854.0;517658.0;295722.0;210248.0
13;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2022;17100870.0;3082718.0;8581134.0;4406424.0;518300.0;298677.0;213617.0
14;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2023;17142503.0;3118534.0;8589044.0;4397374.0;518509.0;301631.0;217411.0
15;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2024;17182673.0;3153269.0;8594551.0;4390063.0;518715.0;304451.0;221624.0
16;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2025;17221044.0;3187236.0;8597239.0;4384620.0;518455.0;307260.0;226234.0
17;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2026;17257459.0;3220102.0;8596779.0;4381207.0;518170.0;309979.0;231222.0
18;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2027;17291741.0;3252134.0;8593059.0;4379436.0;517825.0;312721.0;236566.0
19;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2028;17323730.0;3283034.0;8585865.0;4379592.0;517531.0;315445.0;242263.0
20;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2029;17353338.0;3312431.0;8575291.0;4381796.0;517371.0;318127.0;248322.0
21;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2030;17380345.0;3340254.0;8561421.0;4385822.0;517395.0;320779.0;254674.0
22;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2031;17404507.0;3366674.0;8544421.0;4391329.0;517305.0;323477.0;261301.0
23;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2032;17425688.0;3391339.0;8524637.0;4397859.0;517638.0;326075.0;268140.0
24;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2033;17443665.0;3414686.0;8502254.0;4404996.0;517853.0;328726.0;275150.0
25;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2034;17458244.0;3436505.0;8477739.0;4412258.0;518202.0;331315.0;282225.0
26;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2035;17469292.0;3456765.0;8451467.0;4419240.0;518658.0;333860.0;289302.0
27;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2036;17476792.0;3475512.0;8423828.0;4425563.0;519263.0;336339.0;296287.0
28;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2037;17480761.0;3492699.0;8395251.0;4430980.0;519996.0;338734.0;303101.0
29;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2038;17481394.0;3508488.0;8366157.0;4435250.0;520782.0;341047.0;309670.0
30;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2039;17478941.0;3522924.0;8336864.0;4438272.0;521590.0;343319.0;315972.0
31;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2040;17473632.0;3536076.0;8307691.0;4440006.0;522422.0;345485.0;321952.0
32;4;Totaal mannen en vrouwen;Bevolking totaal;Totaal van de bevolkingsgroep;2041;17465847.0;3548058.0;8278927.0;4440450.0;523213.0;347587.0;327612.0
