ID;Woonplaatsen;Woonplaatscode_1;Naam_2;Code_3;Naam_4;Code_5;Naam_6;Code_7
532;Empe;WP1109    ;Brummen                            ;GM0213    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
533;Emst;WP1346    ;Epe                                ;GM0232    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
534;Engwierum;WP3393    ;Noardeast-Fryslân                  ;GM1970    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
535;Enkhuizen;WP2754    ;Enkhuizen                          ;GM0388    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
536;Ens;WP1276    ;Noordoostpolder                    ;GM0171    ;Flevoland                ;PV24      ;Oost-Nederland           ;LD02      
537;Enschede;WP1145    ;Enschede                           ;GM0153    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
538;Enspijk;WP3216    ;West Betuwe                        ;GM1960    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
539;Enter;WP1088    ;Wierden                            ;GM0189    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
540;Enumatil;WP2340    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
541;Epe;WP1344    ;Epe                                ;GM0232    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
542;Epen;WP1232    ;Gulpen-Wittem                      ;GM1729    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
543;Eppenhuizen;WP3474    ;Het Hogeland                       ;GM1966    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
544;Epse;WP1337    ;Lochem                             ;GM0262    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
545;Erica;WP1990    ;Emmen                              ;GM0114    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
546;Erichem;WP3375    ;Buren                              ;GM0214    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
547;Erlecom;WP2874    ;Berg en Dal                        ;GM1945    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
548;Erm;WP2153    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
549;Ermelo;WP2573    ;Ermelo                             ;GM0233    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
550;Erp;WP2826    ;Meierijstad                        ;GM1948    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
551;Esbeek;WP1311    ;Hilvarenbeek                       ;GM0798    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
552;Esch;WP1426    ;Boxtel                             ;GM0757    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
553;Escharen;WP3195    ;Land van Cuijk                     ;GM1982    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
554;Espel;WP1280    ;Noordoostpolder                    ;GM0171    ;Flevoland                ;PV24      ;Oost-Nederland           ;LD02      
555;Est;WP3359    ;West Betuwe                        ;GM1960    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
556;Etten;WP1581    ;Oude IJsselstreek                  ;GM1509    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
557;Etten-Leur;WP1010    ;Etten-Leur                         ;GM0777    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
558;Europoort Rotterdam;WP3081    ;Rotterdam                          ;GM0599    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
559;Eursinge;WP3011    ;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
560;Eursinge;WP3165    ;De Wolden                          ;GM1690    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
561;Everdingen;WP2840    ;Vijfheerenlanden                   ;GM1961    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
562;Evertsoord;WP1517    ;Horst aan de Maas                  ;GM1507    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
563;Ewijk;WP2752    ;Beuningen                          ;GM0209    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
564;1e Exloërmond;WP1779    ;Borger-Odoorn                      ;GM1681    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
565;2e Exloërmond;WP1780    ;Borger-Odoorn                      ;GM1681    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
566;Exloërveen;WP1794    ;Borger-Odoorn                      ;GM1681    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
567;Exloo;WP1795    ;Borger-Odoorn                      ;GM1681    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
568;Exmorra;WP2307    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
569;Eygelshoven;WP2650    ;Kerkrade                           ;GM0928    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
570;Eys;WP1234    ;Gulpen-Wittem                      ;GM1729    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
571;Ezinge;WP2467    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
572;De Falom;WP3267    ;Dantumadiel                        ;GM1891    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
573;Farmsum;WP3235    ;Eemsdelta                          ;GM1979    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
574;Feanwâlden;WP3271    ;Dantumadiel                        ;GM1891    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
575;Feerwerd;WP2468    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
576;Feinsum;WP3226    ;Leeuwarden                         ;GM0080    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
577;Ferwert;WP3201    ;Noardeast-Fryslân                  ;GM1970    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
578;Ferwoude;WP2308    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
579;Fijnaart;WP1321    ;Moerdijk                           ;GM1709    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
580;Finsterwolde;WP1419    ;Oldambt                            ;GM1895    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
581;Firdgum;WP1378    ;Waadhoeke                          ;GM1949    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
582;Fleringen;WP1284    ;Tubbergen                          ;GM0183    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
583;Fluitenberg;WP1812    ;Hoogeveen                          ;GM0118    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
584;Fochteloo;WP1756    ;Ooststellingwerf                   ;GM0085    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
585;Follega;WP2244    ;De Fryske Marren                   ;GM1940    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
586;Folsgare;WP2402    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
587;Formerum;WP2617    ;Terschelling                       ;GM0093    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
588;Foudgum;WP3394    ;Noardeast-Fryslân                  ;GM1970    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
589;Foxhol;WP1017    ;Midden-Groningen                   ;GM1952    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
590;Foxwolde;WP1636    ;Noordenveld                        ;GM1699    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
591;Franeker;WP1366    ;Waadhoeke                          ;GM1949    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
592;Frederiksoord;WP3111    ;Westerveld                         ;GM1701    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
593;Friens;WP2527    ;Leeuwarden                         ;GM0080    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
594;Frieschepalen;WP3345    ;Opsterland                         ;GM0086    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
595;Froombosch;WP1348    ;Midden-Groningen                   ;GM1952    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
596;Gaanderen;WP3247    ;Doetinchem                         ;GM0222    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
597;Gaast;WP2309    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
598;Gaastmeer;WP2403    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
599;Galder;WP3434    ;Alphen-Chaam                       ;GM1723    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
600;Gameren;WP2631    ;Zaltbommel                         ;GM0297    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
601;Gapinge;WP2777    ;Veere                              ;GM0717    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
602;Garderen;WP1057    ;Barneveld                          ;GM0203    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
603;Garmerwolde;WP1831    ;Groningen                          ;GM0014    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
604;Garminge;WP3012    ;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
605;Garnwerd;WP2469    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
606;Garrelsweer;WP3445    ;Eemsdelta                          ;GM1979    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
607;Garsthuizen;WP3446    ;Eemsdelta                          ;GM1979    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
608;Garyp;WP2455    ;Tytsjerksteradiel                  ;GM0737    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
609;Gassel;WP3196    ;Land van Cuijk                     ;GM1982    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
610;Gasselte;WP1162    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
611;Gasselternijveen;WP1163    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
612;Gasselternijveenschemond;WP1164    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
613;Gastel;WP1570    ;Cranendonck                        ;GM1706    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
614;Gasteren;WP1165    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
615;Gauw;WP2404    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
616;Geelbroek;WP1166    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
617;Geerdijk;WP3322    ;Twenterand                         ;GM1700    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
618;Geersdijk;WP3193    ;Noord-Beveland                     ;GM1695    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
619;Geertruidenberg;WP1751    ;Geertruidenberg                    ;GM0779    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
620;Geervliet;WP1386    ;Nissewaard                         ;GM1930    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
621;Gees;WP2154    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
622;Geesbrug;WP2155    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
623;Geesteren;WP1285    ;Tubbergen                          ;GM0183    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
624;Geesteren;WP1655    ;Berkelland                         ;GM1859    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
625;Geeuwenbrug;WP3112    ;Westerveld                         ;GM1701    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
626;Geffen;WP3610    ;Oss                                ;GM0828    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
627;Geijsteren;WP1857    ;Venray                             ;GM0984    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
628;Geldermalsen;WP3529    ;West Betuwe                        ;GM1960    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
629;Gelderswoude;WP2645    ;Zoeterwoude                        ;GM0638    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
630;Geldrop;WP1126    ;Geldrop-Mierlo                     ;GM1771    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
631;Geleen;WP3513    ;Sittard-Geleen                     ;GM1883    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
632;Gellicum;WP3214    ;West Betuwe                        ;GM1960    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
633;Gelselaar;WP1654    ;Berkelland                         ;GM1859    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
634;Gemert;WP2089    ;Gemert-Bakel                       ;GM1652    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
635;Gemonde;WP2059    ;Sint-Michielsgestel                ;GM0845    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
636;Genderen;WP1954    ;Altena                             ;GM1959    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
637;Gendringen;WP1585    ;Oude IJsselstreek                  ;GM1509    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
638;Gendt;WP3132    ;Lingewaard                         ;GM1705    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
639;Genemuiden;WP2198    ;Zwartewaterland                    ;GM1896    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
640;Gennep;WP2482    ;Gennep                             ;GM0907    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
641;Gerkesklooster;WP3177    ;Achtkarspelen                      ;GM0059    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
642;Gersloot;WP2185    ;Heerenveen                         ;GM0074    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
643;Geulle;WP1462    ;Meerssen                           ;GM0938    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
644;Giesbeek;WP1300    ;Zevenaar                           ;GM0299    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
645;Giessen;WP3302    ;Altena                             ;GM1959    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
646;Giessenburg;WP1433    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
647;Gieten;WP1167    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
648;Gieterveen;WP1168    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
649;Giethmen;WP2551    ;Ommen                              ;GM0175    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
650;Giethoorn;WP2700    ;Steenwijkerland                    ;GM1708    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
651;Gilze;WP2067    ;Gilze en Rijen                     ;GM0784    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
652;Ginnum;WP3202    ;Noardeast-Fryslân                  ;GM1970    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
653;Glane;WP1712    ;Losser                             ;GM0168    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
654;Glimmen;WP1267    ;Groningen                          ;GM0014    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
655;De Glind;WP1061    ;Barneveld                          ;GM0203    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
656;Godlinze;WP3236    ;Eemsdelta                          ;GM1979    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
657;Goedereede;WP2931    ;Goeree-Overflakkee                 ;GM1924    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
658;Goënga;WP2405    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
659;Goëngahuizen;WP3281    ;Smallingerland                     ;GM0090    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
660;Goes;WP1824    ;Goes                               ;GM0664    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
661;Goingarijp;WP2489    ;De Fryske Marren                   ;GM1940    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
662;Goirle;WP2880    ;Goirle                             ;GM0785    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
663;Goor;WP1442    ;Hof van Twente                     ;GM1735    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
664;De Goorn;WP1185    ;Koggenland                         ;GM1598    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
665;Gorinchem;WP2299    ;Gorinchem                          ;GM0512    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
666;Gorredijk;WP3346    ;Opsterland                         ;GM0086    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
667;Gorssel;WP1338    ;Lochem                             ;GM0262    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
668;Gouda;WP1005    ;Gouda                              ;GM0513    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
669;Gouderak;WP2374    ;Krimpenerwaard                     ;GM1931    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
670;Goudriaan;WP3627    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
671;Goudswaard;WP2886    ;Hoeksche Waard                     ;GM1963    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
672;Goutum;WP3616    ;Leeuwarden                         ;GM0080    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
673;'t Goy;WP2054    ;Houten                             ;GM0321    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
674;Graauw;WP3094    ;Hulst                              ;GM0677    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
675;Grafhorst;WP2896    ;Kampen                             ;GM0166    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
676;Graft;WP1903    ;Alkmaar                            ;GM0361    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
677;Gramsbergen;WP1549    ;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
678;Grashoek;WP3440    ;Peel en Maas                       ;GM1894    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
679;Grathem;WP2943    ;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
680;Grave;WP3197    ;Land van Cuijk                     ;GM1982    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
681;'s-Graveland;WP3000    ;Wijdemeren                         ;GM1696    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
682;'s-Gravendeel;WP2380    ;Hoeksche Waard                     ;GM1963    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
683;'s-Gravenhage;WP1245    ;'s-Gravenhage                      ;GM0518    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
684;'s Gravenmoer;WP2800    ;Dongen                             ;GM0766    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
685;'s-Gravenpolder;WP1263    ;Borsele                            ;GM0654    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
686;'s-Gravenzande;WP2662    ;Westland                           ;GM1783    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
687;Greonterp;WP2406    ;Súdwest-Fryslân                    ;GM1900    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
688;Grevenbicht;WP2812    ;Sittard-Geleen                     ;GM1883    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
689;Griendtsveen;WP1029    ;Horst aan de Maas                  ;GM1507    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
690;Grijpskerk;WP2118    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
691;Grijpskerke;WP2778    ;Veere                              ;GM0717    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
692;Groede;WP2967    ;Sluis                              ;GM1714    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
693;Groenekan;WP2937    ;De Bilt                            ;GM0310    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
694;Groeningen;WP1216    ;Land van Cuijk                     ;GM1982    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
695;Groenlo;WP2224    ;Oost Gelre                         ;GM1586    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
696;Groesbeek;WP2291    ;Berg en Dal                        ;GM1945    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
697;Groessen;WP2097    ;Duiven                             ;GM0226    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
698;Groet;WP3044    ;Bergen (NH.)                       ;GM0373    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
699;De Groeve;WP2924    ;Tynaarlo                           ;GM1730    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
700;Grolloo;WP1169    ;Aa en Hunze                        ;GM1680    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
701;Groningen;WP1070    ;Groningen                          ;GM0014    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
702;Gronsveld;WP1701    ;Eijsden-Margraten                  ;GM1903    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
703;Groot-Ammers;WP1806    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
704;Grootebroek;WP1103    ;Stede Broec                        ;GM0532    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
705;Grootegast;WP2175    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
706;Grootschermer;WP1887    ;Alkmaar                            ;GM0361    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
707;Grou;WP3602    ;Leeuwarden                         ;GM0080    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
708;Grubbenvorst;WP1030    ;Horst aan de Maas                  ;GM1507    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
709;Gulpen;WP1225    ;Gulpen-Wittem                      ;GM1729    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
710;Guttecoven;WP2813    ;Sittard-Geleen                     ;GM1883    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
711;Gytsjerk;WP2444    ;Tytsjerksteradiel                  ;GM0737    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
712;Haaften;WP3360    ;West Betuwe                        ;GM1960    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
713;Haaksbergen;WP2347    ;Haaksbergen                        ;GM0158    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
714;Haalderen;WP3136    ;Lingewaard                         ;GM1705    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
715;'t Haantje;WP2164    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
716;Haaren;WP1427    ;Oisterwijk                         ;GM0824    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
717;Haarle;WP1286    ;Tubbergen                          ;GM0183    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
718;Haarle;WP1040    ;Hellendoorn                        ;GM0163    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
719;Haarlem;WP2907    ;Haarlem                            ;GM0392    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
720;Haarlemmerliede;WP2641    ;Haarlemmermeer                     ;GM0394    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
721;Haarlo;WP1660    ;Berkelland                         ;GM1859    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
722;Haarsteeg;WP3500    ;Heusden                            ;GM0797    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
723;Haarzuilens;WP3298    ;Utrecht                            ;GM0344    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
724;Haastrecht;WP2387    ;Krimpenerwaard                     ;GM1931    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
725;Haelen;WP2944    ;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
726;Hagestein;WP3625    ;Vijfheerenlanden                   ;GM1961    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
727;Haghorst;WP1310    ;Hilvarenbeek                       ;GM0798    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
728;Haler;WP2945    ;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
729;Halfweg;WP2643    ;Haarlemmermeer                     ;GM0394    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
730;Hall;WP1113    ;Brummen                            ;GM0213    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
731;Halle;WP3575    ;Bronckhorst                        ;GM1876    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
732;Hallum;WP3203    ;Noardeast-Fryslân                  ;GM1970    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
733;Halsteren;WP1938    ;Bergen op Zoom                     ;GM0748    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
734;Den Ham;WP2116    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
735;Den Ham;WP3321    ;Twenterand                         ;GM1700    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
736;Handel;WP2092    ;Gemert-Bakel                       ;GM1652    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
737;Hank;WP2215    ;Altena                             ;GM1959    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
738;Hansweert;WP3461    ;Reimerswaal                        ;GM0703    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
739;Hantum;WP3395    ;Noardeast-Fryslân                  ;GM1970    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
740;Hantumeruitburen;WP3396    ;Noardeast-Fryslân                  ;GM1970    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
741;Hantumhuizen;WP3397    ;Noardeast-Fryslân                  ;GM1970    ;Fryslân                  ;PV21      ;Noord-Nederland          ;LD01      
742;Hapert;WP1065    ;Bladel                             ;GM1728    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
743;Haps;WP1451    ;Land van Cuijk                     ;GM1982    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
744;Harbrinkhoek;WP1287    ;Tubbergen                          ;GM0183    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
745;'t Harde;WP1845    ;Elburg                             ;GM0230    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
746;Hardenberg;WP3608    ;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
747;Harderwijk;WP3222    ;Harderwijk                         ;GM0243    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
748;Hardinxveld-Giessendam;WP3031    ;Hardinxveld-Giessendam             ;GM0523    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
